"company_name","business_description","street_address","city","state","county","phone","fax","email","commodity_codes"
"Counter Technology, Inc.","Technical Security Systems Design & Engineering/Contractor Administration, Security Program Design & Assessment's Computer Based Systems Design & Management.","9711 Washington Blvd., Suite 550","Gaithersburg","MD","Montgomery","301-528-8591","301-528-2037","san.garza@countertech.com","541512 - Computer Systems Design Services; 91893 - Security/Safety Consulting"
"County Metal & Glass Inc","Glass and Glazing Contractors.Curtain wall, metal installation, Glass, plate, merchant wholesalers.;","79 Gage Road","East Brunswick","NJ",,"732-738-6655","732-738-6658","ednaq@allactionglass.com","23815 - Glass and Glazing Contractors; 238190 - Shutter installation; 42339 - Other Construction Material Merchant Wholesalers"
"CQ Fluency, Inc.","Translation and interpretation services.","2 University Plaza, suite 406","HACKENSACK","NJ","Bergen","201-487-8007","201-487-8052","info@cqfluency.com","96175 - Translation Services"
"Cragnolin Engineering and Design Associates, D.P.C","Cragnolin Engineering & Design Assoc., DPC (CDA) is a design consulting firm providing clients with a variety of engineering services to include: conceptual, preliminary and final design, and related construction documents, arborist inspection, cpm scheduling.","223 Wall St. #293","Huntington","NY","Suffolk","516-721-4515","267-653-4260","msm@cragnolindesign.com","236220 - Construction management, commercial and institutional building; 237310 - Construction management, highway, road, street and bridge; 541320 - Landscape architectural services; 541330 - Engineering consulting services; 541340 - Drafting services; 54135 - Building Inspection Services; C-CONSMGMT - Construction Mgmt; C-ENGEERNG - Engineering; K-CAD/CAM* - Cad/Cam; K-ENGEERNG - Engineering; K-ESTMATNG - Estimating; K-LANDSCPG - Landscaping; R-CAD/CAM* - Cad/Cam; R-CIVIL*** - Civil; R-CONSINSP - Construction Inspection; R-CONSMGMT - Construction Mgmt; R-DRFTSMEN - Draftsmen; R-ENGEERNG - Engineering; R-ESTIMTNG - Estimating; R-LNDSCPNG - Landscaping; R-PROJMGMT - Project Management; R-SCHEDLNG - Scheduling; R-STRUCTRL - Structural"
"Craven's Painting, Restoration","Painting.","219 Sherman Street","Rochester","NY","Monroe","585-485-9514","585-442-5743","cravenspaintingrestoration@gmail.com","238320 - Painting and Wall Covering Contractors"
"CRC Associates, Inc.","General construction,Electrical work, Security System, Communication System Design and Installation.","267 JEWETT AVENUE","STATEN ISLAND","NY",,"908-561-8246","908-756-3433","cpatel@crcassociates.net","236220 - Commercial and Institutional Building Construction; 238210 - Electrical Contractors and Other Wiring Installation Contractors; 238220 - Plumbing, Heating, and Air-Conditioning Contractors; 517110 - Wired Telecommunications Carriers"
"Creative Concourse Concessions, LLC","airport, airport concessions, retail, food and beverage, duty free, concessionaire","10700 Richmond Avenue #265","Houston","TX","Houston","832-236-9548","832-519-9203","hej@flash.net","445310 - Package stores (i.e., liquor); 446120 - Cosmetics, Beauty Supplies, and Perfume Stores; 451212 - Newsstands (i.e., permanent); 453220 - Gift, Novelty, and Souvenir Stores; 453991 - Tobacco stores; V - Vendors"
"Creative Construction Services Corp.","Creative Construction Services Corp, is a minority owned business firm that provides union labor specializing in general carpentry, drywall and framing, acoustical ceilings, safety protection, waterproofing and hardware instillation.","118-58 229TH STREET","CAMBRIA HEIGHTS","NY","Queens","718-525-2300","718-528-2410","sjames@hjccs.com","236220 - Commercial and Institutional Building Construction; K-INTRENOV - Interior Renovations"
"Creative Direction Construction and Design , LLC","Masonry and Carpentry contractors;","29 Linden Ave","Mount Vernon","NY","Westchester","646-215-3245","914-699-1652","emg4000@aol.com","238140 - Masonry Contractors; 238350 - Finish Carpentry Contractors"
"Creative Insurance Concepts, Inc.","Risk management, bonding and document management services.;","8012 Midlothian Turnpike, Ste# 202","North Chesterfield","VA",,"804-674-8330","804-674-8332","cjreynolds@creativeic.com","518210 - Data Processing, Hosting, and Related Services; 524126 - Direct Property and Casualty Insurance Carriers; 524210 - Insurance Agencies and Brokerages; 524291 - Claims Adjusting; 524292 - Third Party Administration of Insurance and Pension Funds; 524298 - All Other Insurance Related Activities; 541611 - Administrative Management and General Management Consulting Services; 561990 - All Other Support Services"
"Creekside Boundary Land Surveying, PLLC","Land Surveying Services","1746 HIGGINS ROAD","WARSAW","NY","Wyoming","585-786-5640",,"mclark@creeksideboundary.com","541370 - Surveying and Mapping (except Geophysical) Services; 040A - LAND SURVEYING/TOPO MAPPING & 3D MODELING; 040B - RIGHT OF WAY DETERMINATION AND MAPPING; 040C - PHOTOGRAMMETRY"
"Creelman & Associates, Inc.","Technical consulting in the areas of information technology, security, and the environment. Engineering services and environmental consulting services.","9040 Rangely Ave","West Hollywood","CA","San Luis Obispo","805-237-9500","805-237-2384","swdbe@lynncreelman.com","541330 - Civil engineering services; 541330 - Consulting engineers' offices; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541330 - Environmental engineering services; 541330 - Mechanical engineering services; 541330 - Traffic engineering consulting services; 541620 - Environmental consulting services"
"CRESCENT CONSULTING","DIVERSITY, AFFIRMATIVE ACTION, INTEGRITY MONITORING AND EEO CONSULTING SERVICES;","2 STOWE ROAD SUITE 3A","PEEKSKILL","NY","Westchester","914-788-9244","914-788-9214","lsegarra@crescentconsult.com","541611 - Administrative Management and General Management Consulting Services; 070A - COMMUNITY PARTICIPATION/PUBLIC RELATIONS/OUTREACH"
"CRESCENT ENERGY INC","LEED, Energy Savings Program and Sustainability Consulting and Training Services Broker of Green Lighting and Electrical and HVAC Products.;","2 STOWE ROAD SUITE 3A","PEEKSKILL","NY","Westchester","914-788-9244","914-788-9214","lsegarra@crescentconsult.com","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423720 - Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 541690 - Other Scientific and Technical Consulting Services"
"C & R HOUSING INC","Light Commercial Construction Company performing demolition asbestos and lead abatement;","230 PRATT STREET","BUFFALO","NY","Erie","716-827-3556","716-856-8386","jabril777@hotmail.com","238310 - Drywall and Insulation Contractors; 322299 - All Other Converted Paper Product Manufacturing; 333112 - Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing; 424910 - Farm supplies merchant wholesalers; 484220 - Specialized Freight (except Used Goods) Trucking, Local; 561730 - Landscaping Services; 562910 - Remediation Services; 201 - CLEARING GRUBBING; 202 - REMOVAL OF STRUCTURES & OBSTRUCTIONS; 205 - CONTAMINATED SOIL; 210 - REMOVE AND DISPOSAL OF ASBESTOS CONTAINING MATERIAL; 080H - HAZARDOUS WASTE/ASBESTOS/LEAD"
"Cris Supplies, Inc.","DISTRIBUTOR OF CONTRACTORS SUPPLIES AND SAFETY EQUIPMENT;","P.O. Box 224, 533 Province Line Road","Allentown","NJ",,"908-804-5885","609-758-1147","crissupplies@hotmail.com","423710 - Hardware Merchant Wholesalers"
"Critical Path, Inc.","CPI provides experience, skill & expertise to deliver a full range of airport consultant services, SMS Plans, operational studies, snow plans, airfield development, and planning & management solutions for airports worldwide.","4977 39 Avenue S.","Fargo","ND","Cass","701-212-0695","571-297-4129","jessica@criticalpathinc.com","488119 - Other Airport Operations; 541614 - Transportation management consulting services; 541618 - Telecommunications management consulting services; 56121 - Facilities Support Services; C-MNGEMENT - Management; C-RSCHADEV - Research And Development; K-MNGEMENT - Management; R-MNGEMENT - Management"
"Cromedy Construction Corporation",,"5702 Newtown Avenue","Philadelphia","PA",,"215-437-7606","215-437-7655","bcromedy@cromedyconstruction.com","236118 - Residential Remodelers; 237110 - Water and Sewer Line and Related Structures Construction; 237310 - Concrete paving (i.e., highway, road, street, public sidewalk); 238140 - Cement block laying; 238220 - Heating, ventilation and air-conditioning (HVAC) contractors; 238290 - Boiler and pipe insulation installation; 238320 - Painting and Wall Covering Contractors; 238910 - Site Preparation Contractors; 238990 - Brick paver (e.g., driveways, patios, sidewalks) installation; 332322 - Sheet Metal Work Manufacturing; 561730 - Landscaping Services"
"Cross Cultural Communication Systems, Inc.","Face to Face Interpreting services written translations culture competrncy trainings.;","P. O. Box 2308","Woburn","MA",,"781-729-3736","781-729-1217","zarujo_lane@embracingculture.com","541930 - Translation and Interpretation Services"
"Crossroads JV, LLC","Painting and Wall Covering Contractors, flooring contractors and remediation services","1025 Old Country Road, Suite 300 AW","Westbury","NY",,"516-605-1122",,"sheetal@crossroadsjv.com","238320 - Bridge painting; 238320 - Painting (except roof) contractors; 238320 - Rustproofing (except automotive); 238330 - Floor laying, scraping, finishing and refinishing; 562910 - Lead paint abatement services; 562910 - Lead paint removal contractors"
"Cross-Spectrum Acoustics Inc","Acoustical consulting services.","P.O. Box 90842","Springfield","MA",,"413-315-5770","413-315-5770","dbe@csacoustics.com","541330 - Acoustical engineering consulting services; 541380 - Testing Laboratories; 080E - NOISE"
"Cruz Concrete & Guniting Repair Inc","Cruz Concrete & Guniting Repair, Inc. is a speciality concrete repair company. We pride ourselves in the restoration, rehabilitation and reconstruction of all types of concrete structures.","1405 WINESAP DRIVE","MANASQUAN","NJ","Monmouth","732-223-2206","732-223-2373","cruzconcrete@gmail.com","238110 - Foundation, building, poured concrete, contractors; 238190 - Other Foundation, Structure, and Building Exterior Contractors; K-CONCRETE - Concrete; K-FIREPROO - Fireproofing"
"CRYSTAL MCKENZIE INC","Advertising & Marketing; Graphic Designers and services; Marketing Research and Analysis, experimental graphic design services, wayfinding, interpretation and place making, planning, design development, documentation, construction supervision, infrastructure, architecture, transportation, parks, puclic places, marketing communication services, creative services, brand integration, web development","220 EAST 23rd STREET, Suite 305","NEW YORK","NY","New York","212-598-4567","212-598-4566","cmckenzie@cminyc.com","541613 - Marketing management consulting services; 91522 - Communications Marketing Services; 91876 - Marketing Consulting; 92078 - Web Site Development; 96153 - Marketing Service, Including Distribution, Public Opinion Surveys, Research, Sales Promotions, etc.; 96546 - Graphic Design Services for Printing; C-GRAPHICS - Graphics; R-CAD/CAM* - Cad/Cam; R-INTRDSGN - Interior Designers; R-PROJMGMT - Project Management; U-GRAPHICS - Graphics"
"CS Bell Inc.","Masonry; Brick Veneer; Bricklaying; Cement Block; Cinder Block; Chimney; Field Stone; Fireplace; Foundation; Glass; Granite; Marble; Pointing; Caulking; Refractory Brick; Retaining Wall; Slate; Stonework","2157 N. Dover Street","Phila","PA",,"215-827-6200","215-763-1345","ccsbell@aol.com","238140 - Masonry Contractors; 238990 - All Other Specialty Trade Contractors"
"CSM ENGINEERING P C","ENGINEERING SERVICES;","626 RXR PLAZA","UNIONDALE","NY","Nassau","516-378-4887","516-378-1938","hgd@csmengineering.com","237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541820 - Public relations agencies; 010A - HIGHWAY DESIGN PHASES I-IV; 010B - HIGHWAY DESIGN PHASES V-VI; 010C - ROADWAY LIGHTING; 010D - DRAINAGE; 010E - UTILITIES; 010F - CONSTRUCTIBILITY; 010G - ESTIMATING; 010I - BRIDGE INSPECTION; 010J - BRIDGE DESIGN PHASES I-IV; 010K - BRIDGE DESIGN PHASES V-VI"
"CTR Cleaning Inc.","LABOR LEASING FOR CONSTRUCTION PROJECTS;","814 HEWITT PLACE","BRONX","NY","Bronx","718-378-2081","917-560-6137","ctr719@aol.com","561330 - Professional Employer Organizations"
"CUENCA CORONEL TRUCKING, INC.","Transportation of solid Construction Waste.;","74 Academy Street","Belleville","NJ",,"973-583-3523","973-542-8388","cuenca_coronel@cctruckinginc.com","484220 - Specialized Freight (except Used Goods) Trucking, Local; 810 - Trucking - Freight - Container"
"CULINARY CONCEPTIONS, LLC","We offer full architectural and interior design services.","8 STABLE CT","OWING MILLS","MD",,"410-998-3887","410-908-9344","bonnie@culinary-conceptions.com","236220 - Commercial and Institutional Building Construction; 238290 - Other Building Equipment Contractors; 425120 - Wholesale Trade Agents and Brokers; 541340 - Drafting services; 541410 - Interior design services; 541420 - Industrial design services; 541430 - Graphic design services; 541490 - Other Specialized Design Services"
"Cuozzo Construction Corp","Trucking;","27 Lincoln Avenue","Crompond","NY","Westchester","914-906-3817",,"acooz54@aol.com","484110 - Trucking, general freight, local; 830 - Trucking - Loose material"
"Curdco, LLC","Railroad construction & maintenance.;","2746 A Maidens Loop","Maidens","VA",,"804-556-9157","513-226-2512","danny@curdco.com","237990 - Other Heavy and Civil Engineering Construction; 675 - RAILROAD TRACK AND APPURTENANCES"
"Current Design & Drafting Solutions, LLC","Computer aded design and drafting services for civil infrastructure, systems, and architectural projects and file management.","P.O. Box 821","DeSoto","TX",,"214-208-4957","972-223-6116","raymond.current@cddsllc.com","541340 - Drafting services; 541512 - Computer Systems Design Services"
"Currito NJ Inc.","Quick serving restaurant.","355 Lynn Street","Harrington Park","NJ","Bergen","201-722-9376","201-722-9376",,"72231 - Food Service Contractors; U-FOODSRVC - Food Service"
"CUSTOM INTEGRATED SYSTEMS","INSTALLATION OF AUDIO VISUAL SYSTEMS; MOTORIZED SHADING AND LIGHTING; TELECOMMUNICATION AND DATA NETWORKING; CCTV/SECURITY, CONTROL SYSTEMS ; AND LOW VOLTAGE WIRING; ;","92-18 ROCKAWAY BEACH BLVD","ROCKAWAY BEACH","NY","Queens","212-255-7991",,"victorrivera@c-i-s-tech.com","238210 - Alarm system (e.g., fire, burglar), electric, installation only; 238210 - Audio equipment installation (except automotive) contractors; 238210 - Computer and network cable installation; 238210 - Electrical, electrical wiring, and low voltage electrical work; 238210 - Low voltage electrical work; 238210 - Security and fire system, installation only; 238210 - Telecommunications equipment and wiring (except transmission line) installation contractors"
"CUTTING EDGE GROUP LLC","Excavation, Grading, Horizontal Drilling, Construction, Sewer, Utilities, Rip Rap, Gabions, Design, Build, Slope Stabilization, Culvert Installation, Pipe Bursting, Slip Lining, Bypass Pumping, Underdrain, Geotextile, Catch Basin, Man Hole, Storm Water","14 WALKUP CUTOFF ROAD","LAKE GEORGE","NY","Warren","518-798-4151","518-798-4152","tea@cuttingedge-group.com","237110 - Water and Sewer Line and Related Structures Construction; 237990 - Other Heavy and Civil Engineering Construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238120 - Structural Steel and Precast Concrete Contractors; 238910 - Site Preparation Contractors; 541330 - Engineering services; 541620 - Environmental consulting services; 203 - EXCAVATION AND EMBANKMENT; 206 - TRENCH, CULVERT AND STRUCTURE EXCAVATION; 207 - GEOTEXTILE AND PREFABRICATED COMPOSITE DRAINS FOR STRUCTURES; 555 - STRUCTURAL CONCRETE; 586 - MISCELLANEOUS STRUCTURAL RECONSTRUCTION; 603 - CULVERT AND STORM DRAINS; 604 - DRAINAGE STRUCTURES; 010X - UNDERWATER INSPECTION"
"C.V. ASSOCIATES NY; PE, LS, PC","Construction Inspection, Overhead Sign Structure and Bridge Inspection, Land Surveying, Construction Support Services;","148 ROUTE 17M SUITE 2","HARRIMAN","NY","Orange","845-774-1075","845-774-8139","cvany@cvassociatesny.com","237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541370 - Surveying and Mapping (except Geophysical) Services; 541690 - Other Scientific and Technical Consulting Services; 625 - SURVEY OPERATIONS, ROW MARKERS & PERMANENT SURVEY MARKERS; 010I - BRIDGE INSPECTION; 010J - BRIDGE DESIGN PHASES I-IV; 010K - BRIDGE DESIGN PHASES V-VI; 010T - RAILROAD PLANNING AND DESIGN; 010V - WATERFRONT/PORT DESIGN; 040A - LAND SURVEYING/TOPO MAPPING & 3D MODELING; 050A - CONSTRUCTION INSPECTION; 080A - GEOLOGY"
"CVF INC","Concrete Services concrete slip form work curbs gutters sidewalks decorative stamp work;","100 Burkhardt Ave","Depew","NY","Erie","716-836-1673","716-836-6820","rofarru@roadrunner.com","237310 - Highway, Street, and Bridge Construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238190 - Other Foundation, Structure, and Building Exterior Contractors; 238990 - All Other Specialty Trade Contractors; 501 - PORTLAND CEMENT CONCRETE - GENERAL; 502 - PORTLAND CEMENT CONCRETE PAVEMENT; 503 - PORTLAND CEMENT CONCRETE FOUNDATION FOR PAVEMENT; 608 - SIDEWALKS, DRIVEWAYS, AND BICYCLE PATHS; 609 - CURB AND CURB & GUTTERS; 624 - PAVED GUTTERS; 714 - CURBING AND GUTTER"
"C Williams Electrical Construction Inc.","ELECTRICAL CONTRACTOR;","464 SOUTH 10TH AVENUE","MOUNT VERNON","NY","Westchester","914-667-5754","914-667-2893","chris@cwilliamselectric.com","238210 - Electrical Contractors and Other Wiring Installation Contractors"
"CxA Services, LLC","CxA provides consulting services and project management for new & existing buildings. This includes sustainability services and the integration of building information.","1340 Baldwin Road","Yorktown Heights","NY","Westchester","914-299-5488","914-243-0464","awoodlief@aol.com","54131 - Architectural Services; 541618 - Other Management Consulting Services; 541690 - Other Scientific and Technical Consulting Services; 812921 - Photofinishing labs (except one-hour)"
"C. Y. Brother, Inc.","C.Y. Brother, Inc. operates a quick serve Asian Cuisine in Terminal AA 9 at JFK International Airport.","JFK Airport, AA Terminal 9","Jamaica","NY","Queens","718-491-5304","718-632-7837","wcen1@yahoo.com","722310 - Airline food services contractors"
"Cynthia A. Smith","Trucking","585 Chamber Street","Spencerport","NY","Monroe","585-301-6627","585-617-4471","morningstarconstruction@gmail.com","484110 - General freight trucking, local; 830 - Trucking - Loose material"
"Dack Consulting Solutions INC.","Engineering, Schedulin, Estimating, Construction Inspection, Construction Management, Estimating Engineering Reports, Budgeting, Site Logistic Planning, Equipment Procurement, Constructiibility, Contract Administration, Anticipated Cost Reporting.","2 WILLIAM STREET SUITE 202","WHITE PLAINS","NY","Westchester","914-686-7102","914-686-7103","achancy@dackconsulting.com","237310 - Highway, Street, and Bridge Construction; 541330 - Engineering services; 541512 - Computer Systems Design Services; 010F - CONSTRUCTIBILITY; 010G - ESTIMATING; 050A - CONSTRUCTION INSPECTION; 050C - CONSTRUCTION MANAGEMENT"
"Dagnachew and Associates Inc","PROJECT MANAGEMENT, CONSTRUCTION MANAGEMENT CONSULTING AND ESTIMATING SERVICES;","3416 HAMPTON ROAD","OCEANSIDE","NY","Queens","516-315-4467","718-732-2229","tonyd@dagnachew.com","541611 - Administrative Management and General Management Consulting Services"
"Dag Security Services, Inc","NYS License Uniform and plain clothe watch guard and patrol security company.","2815 Beverley Road #5K","Brooklyn","NY","Kings","718-484-3920","718-484-3919","dagsecinc@yahoo.com","561612 - Security guards and patrol services"
"Dakota Environmental Services LLC","Asbestos Abatement, Lead Remediation, Mold Remediation, Demolition, PCB Remediation","11419 STATE ROUTE 12","BOONVILLE","NY","Oneida","315-942-5550","315-942-5552","dakotaesllc@yahoo.com","238910 - Site Preparation Contractors; 562910 - Remediation Services; 201 - CLEARING GRUBBING; 202 - REMOVAL OF STRUCTURES & OBSTRUCTIONS; 203 - EXCAVATION AND EMBANKMENT; 205 - CONTAMINATED SOIL; 208 - STORMWATER MANAGEMENT FACILITIES; 209 - SOIL EROSION AND SEDIMENT CONTROL; 210 - REMOVE AND DISPOSAL OF ASBESTOS CONTAINING MATERIAL"
"DAKOTA PRINT AND PREMIUMS LLC","Commercial printing, promotional products distributor, advertising, screen printing,","180 East Prospect Avenue, #210","Mamaroneck","NY","Westchester","914-831-9101","914-831-0668","nicola@fuseprinting.com","323110 - Commercial lithographic (offset) printing (deactivated in 2012 codeset); 323119 - Other Commercial Printing (deactivated in 2012 codeset); 541430 - Graphic design services; 541490 - Other Specialized Design Services; 541850 - Display advertising services"
"Dana Contracting Inc.","Trucking Services","114-15 149th Avenue","South Ozone Park","NY","Queens","718-323-1787","718-323-1769","danacontracting@aol.com","484220 - Specialized Freight (except Used Goods) Trucking, Local"
"Dan Food Service Corporation","Food franchise, food concession at the airport, government properties. We offer sandwiches, salad, chicken tenders, appetizers, milk shakes, party platters, catering delivery, etc.","911 Forksbridge Court","Gambrills","MD","Anne Arundel","804-503-0443","410-451-4660","arbysannapolisbwi@yahoo.com","722211 - Fast-food restaurants (deactivated in 2012 codeset)"
"Darrah Land Surveying, PLLC","Land Surveying and Mapping","3764 North Shore Road","Hadley","NY","Saratoga","518-798-4692","518-899-4117","kmdpls@gmail.com","213112 - Support Activities for Oil and Gas Operations; 237210 - Land Subdivision; 541330 - Engineering services; 541370 - Surveying and Mapping (except Geophysical) Services; 625 - SURVEY OPERATIONS, ROW MARKERS & PERMANENT SURVEY MARKERS; 040A - LAND SURVEYING/TOPO MAPPING & 3D MODELING; 040B - RIGHT OF WAY DETERMINATION AND MAPPING; 040C - PHOTOGRAMMETRY; 080E - NOISE"
"DASH MEDIA LLC","PUBLIC RELATIONS;","423 West 127th Street Suite 7","New York","NY","New York","212-939-7544","646-370-5755","donnette@dashmediapr.com","541820 - Public relations agencies"
"David Smotich & Partners LLP","ARCHITECTURAL SRVCS, LANDSCAPE ARCHITECTURAL SRVCS, INTERIOR DESIGN;","443 PARK AVENUE SOUTH SUITE 704","NEW YORK","NY","New York","212-889-4045","212-889-3672","dh@dsmotricharch.com","541310 - Architectural Services; 541320 - Landscape architectural services; 541410 - Interior design services"
"Davis Freight Management, Inc.","FREIGHT FORWARDING AND WAREHOUSING;","13238 Broadway","Alden","NY","Erie","716-902-4244","716-902-4243","davisfrt@verizon.net","484121 - General freight trucking, long-distance, truckload (TL); 484220 - Specialized Freight (except Used Goods) Trucking, Local; 488510 - Freight Transportation Arrangement; 493110 - General warehousing and storage; 541614 - Process, Physical Distribution, and Logistics Consulting Services; 820 - Trucking - Freight - Flatbed"
"Dawn Trucking Inc.","Trucking, Dump Truck Service.;","194-19 115TH AVENUE","JAMAICA","NY","Queens","718-464-5752","718-464-8477","dirtmover3@att.net","484110 - General freight trucking, local; 830 - Trucking - Loose material"
"D.B.E. Electric Corp.","Electrical supplies ; Construction management","989 ROCKAWAY AVENUE","VALLEY STREAM","NY","Nassau","516-825-7878","516-825-7979","infor@dbeelectriccorp.com","236220 - Construction management, commercial and institutional building; 423320 - Brick, Stone, and Related Construction Material Merchant Wholesalers; 42361 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 541330 - Electrical engineering services; 541330 - Engineering consulting services; 541340 - Drafting services; 541512 - CAD (computer-aided design) systems integration design services; 541512 - Computer Systems Design Services; C-CONSMGMT - Construction Mgmt; C-ELECTRIC - Electrical; C-ENGEERNG - Engineering; K-CAD/CAM* - Cad/Cam; K-ELECTRIC - Electrical; K-ENGEERNG - Engineering; R-CAD/CAM* - Cad/Cam; R-CONSMGMT - Construction Mgmt; R-ELECTRIC - Electrical; R-ENGEERNG - Engineering"
"DBY and Associates LLC","Managing day-to-day operations for retail outlets in airport terminals.","147-56 Weller Avenue","Rosedale","NY","Queens","718-915-1969",,"brownyarru@yahoo.com","453220 - Gift, Novelty, and Souvenir Stores"
"DCB Elevator Co Inc","Elevator Escalator Maintenance Repair Modernization;","916 Center Street","LEWISTON","NY","Niagara","716-754-1645","716-754-1648","danab731@gmail.com","238290 - Other Building Equipment Contractors"
"DCW INVESTIGATION & SECURITY LLC","ARMED SECURITY GUARD; UNARMED SECURITY GUAD; INVESTIGATIONS; BACKGROUND CHECKS; SUMMONS SERVING SERVICES;","4555 CARPENTER AVE","BRONX","NY","Bronx","917-568-8471","347-341-5574","chucky438@optonline.net","561611 - Investigation Services; 561611 - Investigation services (except credit), private; 561611 - Private detective services; 561611 - Private investigation services (except credit); 561612 - Body guard services; 561612 - Guard services; 561612 - Patrol services, security; 561612 - Personal protection services (except security systems services); 561612 - Property protection services (except armored car, security systems); 561612 - Security guards and patrol services"
"DeAngelo Rail Services, LLC","Locomotive and rail car repair (except factory conversion, factory overhaul, factory rebuilding) Support Activities for Rail Transportation, Transportation management consulting services","1944 North Port Court","Grapevine","TX",,"302-545-5291","817-858-0487","deangelorail@gmail.com","488210 - Locomotive and rail car repair (except factory conversion, factory overhaul, factory rebuilding); 488210 - Support Activities for Rail Transportation; 541614 - Transportation management consulting services"
"De Biasse & Seminara, PC","ARCHITECTURAL SERVICES;","1955 WASHINGTON VALLEY ROAD","MARTINSVILLE","NJ",,"732-748-0600","732-748-0655","vsem@dbsem.com","541310 - Architectural Services"
"Deborah Bradley Construction & Management Svc. Inc","General contractor, both interior and civil/site work.","481 Manhattan Avenue","New York","NY","New York","212-222-2494","212-222-5887","deborah@dbcnewyork.com","236220 - Commercial and Institutional Building Construction; 236220 - Construction management, commercial and institutional building; 237310 - Highway, Street, and Bridge Construction; 238110 - Foundation, building, poured concrete, contractors; 238210 - Electrical contractors; 23833 - Flooring Contractors; 238910 - Site Preparation Contractors; 23899 - All Other Specialty Trade Contractors; 561730 - Landscaping services (except planning); K-FLOORING - Flooring; K-GCBUILDG - G.C.-Bldg.; K-INTRENOV - Interior Renovations"
"DEB ROMAIN CONSULTING LLC","Art design, graphic designers and services, industrial nameplates, logos, signs","8 Depot Square, Suite 2","Tuckahoe","NY","Westchester","718-208-8213","914-376-2666","debromain@debromain.com","541420 - Industrial design consulting services; 541430 - Graphic art and related design services"
"Deca Construction Supply, Inc.","Deca Concrete distributes concrete, plastic iron and aluminum piping, including RCP, PVC, HDPE and other sanitary sewer, water and storm drainage products, silt fences, gabions, fire hydrants, manhole covers.","725 RIVER ROAD SUITE 204","EDGEWATER","NJ","Bergen","201-840-0069","201-840-0544","greg_george_2000@yahoo.com","423320 - Brick, Stone, and Related Construction Material Merchant Wholesalers; 423390 - Other Construction Material Merchant Wholesalers; 541611 - Administrative Management and General Management Consulting Services"
"Decar Fence Inc","Installation of Fence;","12 St. Anns Road","POUGHKEEPSIE","NY","Dutchess","845-240-1531","845-849-3106","dcarfence@aol.com","237310 - Highway, Street, and Bridge Construction; 238990 - All Other Specialty Trade Contractors; 423510 - Metal Service Centers and Other Metal Merchant Wholesalers; 568 - BRIDGE RAILINGS; 594 - TIMBER AND LUMBER; 606 - GUIDE RAILING; 607 - FENCES; 619 - WORK ZONE TRAFFIC CONTROL; 645 - SIGNS; 710 - FENCE AND GUIDE RAIL"
"DECCA PAVING, INC.","Paving Contractor;","1007 CHILI AVENUE","ROCHESTER","NY","Monroe","585-279-0948","585-527-0977","deccapaving@gmail.com","237310 - Highway, Street, and Bridge Construction; 238990 - All Other Specialty Trade Contractors; 484110 - General freight trucking, local; 405 - COLD MIX BITUMINOUS PAVEMENT (OPEN GRADED); 490 - COLD MILLING; 830 - Trucking - Loose material; 840 - Trucking - Concrete"
"DECENT GENERAL CONSTRUCTION CORP","MASONRY STONE WORK RAKING POINTING STEAM CLEANING RENOVATION AND CONCRETE WORK;","2172 EAST 19TH STREET","BROOKLYN","NY","Kings","347-219-0017","347-673-6222","dgcc24@yahoo.com","238110 - Poured Concrete Foundation and Structure Contractors; 238140 - Masonry Contractors"
"Deem Construction Corp.","Concrete, Masonry, Roofing and Waterproofing Work.","155 Hepstead Turnpike","West Hempstead","NY","Nassau","718-850-0963","888-818-0754","deemconstruction@gmail.com","238110 - Poured Concrete Foundation and Structure Contractors; 238140 - Masonry Contractors; 238160 - Roofing contractors; 238990 - All Other Specialty Trade Contractors"
"DEERPARK 1 ENVIRONMENTAL SERVICES INC","Environmental Health & Safety Consulting","243 SHINHOLLOW RD","PORT JERVIS","NY","Orange","914-850-5095",,"jvicaretti@deerpark1.com","541620 - Environmental consulting services; 541690 - Other Scientific and Technical Consulting Services"
"Delaire USA, Inc.","Assembly of Electro-Mechanical Components;","1913 ATLANTIC AVENUE","MANASQUAN","NJ",,"732-528-4520","732-528-4521","lori@delaireusa.com","334419 - Other Electronic Component Manufacturing"
"Delta International Services, Corp.","Consultants for Civil, Structural, and environmental; contractors for general construction.","57 A Bleecker Street","Jersey City","NJ","Hudson","201-222-3366","201-222-3365",,"238110 - Foundation, building, poured concrete, contractors; 23812 - Structural Steel and Precast Concrete Contractors; 238140 - Masonry Contractors; 238910 - Site Preparation Contractors; 23899 - All Other Specialty Trade Contractors; 541330 - Consulting engineers' offices; 541620 - Environmental consulting services"
