"unique_case_id","electric_utility","county","region","climate_zone","kwh_category","therm_category","data_origin","survey_method","case_disposition","construction_type","dwelling_type","skylights","tubular_skylights","large_window_areas","no_natural_lighting_method_above","dimmer_switch","_3_way_bulb","occupancy_motion_sensor","timer","no_lighting_control_method_above","previously_familiar_with_cfls","previously_familiar_with_leds","cfl_led_bulbs_used_daily_inside_home","incandescent_bulbs_used_daily_inside_home","other_bulbs_used_daily_inside_home","bulbs_used_daily_outside_home","cfl_led_bulbs_used_daily_outside_home"
"MH60196","Central Hudson","Dutchess","Mid-Hudson","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","10","4","0","2","0"
"WN61664","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","2","0","0","1","1"
"MH65052","ConEd","Westchester","Mid-Hudson","Climate zone 4",,,"Tax record data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","25","3","0","8","6"
"CD62184","National Grid","Rensselaer","Capital District","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","15","5","0","0","Programmed Skip"
"FL23872","RG&E","Monroe","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","6","0","0","3","3"
"NC35890","National Grid","Franklin","North Country","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","15","0","0","3","3"
"WN61948","RG&E","Allegany","Western New York","Climate zone 6",,,"Tax record data","Phone complete","Phone complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","4","0","2","0","Programmed Skip"
"WN44545","National Grid","Erie","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","5","5","7","2","2"
"MH60920","O&R","Orange","Mid-Hudson","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","4","3","0","0","Programmed Skip"
"MH35197","O&R","Rockland","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh","1,500 to 1,800 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","9","2","0","0","Programmed Skip"
"MV24915","NYSEG","Otsego","Mohawk Valley","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","4","3","0","2","0"
"CD24925","National Grid","Schenectady","Capital District","Climate zone 5","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","10","3","0","2","2"
"CD64396","National Grid","Saratoga","Capital District","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Refused","Refused","Refused","Refused","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","0","2","0","1","0"
"MH52031","ConEd","Westchester","Mid-Hudson","Climate zone 4","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","6","0","0","0","Programmed Skip"
"CD21292","National Grid","Saratoga","Capital District","Climate zone 5","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","10","3","0","3","3"
"MH34283","O&R","Rockland","Mid-Hudson","Climate zone 5","12,001 to 20,000 kWh","1,200 to 1,500 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","0","11","0","0","Programmed Skip"
"CN60932","National Grid","Onondaga","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Refused","Refused","Refused","Refused","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","Refused","Refused","Refused","Refused","Programmed Skip"
"WN61196","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Phone complete","Phone complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","4","9","1","2","2"
"MH46270","ConEd","Westchester","Mid-Hudson","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","2","2","0","Programmed Skip"
"MH53604","NYSEG","Putnam","Mid-Hudson","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","4","0","5","3","0"
"WN22108","NYSEG","Erie","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","3","3","0","0","Programmed Skip"
"WN29379","National Grid","Chautauqua","Western New York","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","2","7","0","1","0"
"NY54677","ConEd","King (Brooklyn)","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","5","0","0","0","Programmed Skip"
"NY45101","ConEd","Queens","New York City","Climate zone 4","500 kWh or less",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","0","9","0","2","1"
"CD63004","National Grid","Saratoga","Capital District","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","2","4","0","1","0"
"CN60368","National Grid","Madison","Central New York","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","6","0","0","1","1"
"WN49812","RG&E","Allegany","Western New York","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","10","10","0","3","2"
"NY46499","ConEd","King (Brooklyn)","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","0","4","2","2","1"
"WN32380","National Grid","Erie","Western New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","0","2","4","2","0"
"MH11136","ConEd","Westchester","Mid-Hudson","Climate zone 4","2,501 to 6,000 kWh","1,200 to 1,500 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","No","0","1","0","1","Programmed Skip"
"FL46861","RG&E","Wayne","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh","1,500 to 1,800 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","10","5","0","0","Programmed Skip"
"FL34402","National Grid","Genesee","Finger Lakes","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","10","0","0","1","1"
"LI52805","LIPA","Suffolk","Long Island","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","6","5","5","2","0"
"CD26800","National Grid","Albany","Capital District","Climate zone 5","12,001 to 20,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","0","8","0","Programmed Skip"
"ST42356","NYSEG","Broome","Southern Tier","Climate zone 6","2,501 to 6,000 kWh","300 or more therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","6","0","0","0","Programmed Skip"
"NC30074","National Grid","St. Lawrence","North Country","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","4","1","0","0","Programmed Skip"
"LI22816","LIPA","Suffolk","Long Island","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","0","2","0","Programmed Skip"
"CD35319","NYSEG","Columbia","Capital District","Climate zone 5","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","10","4","0","0","Programmed Skip"
"ST11243","NYSEG","Delaware","Southern Tier","Climate zone 6","500 kWh or less",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","Yes","Refused","Refused","Refused","0","Programmed Skip"
"MH63900","NYSEG","Sullivan","Mid-Hudson","Climate zone 6",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","20","0","0","0","Programmed Skip"
"FL11085","RG&E","Monroe","Finger Lakes","Climate zone 5","12,001 to 20,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","3","4","0","3","3"
"MH62160","Central Hudson","Orange","Mid-Hudson","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","5","0","0","2","1"
"ST54091","NYSEG","Chemung","Southern Tier","Climate zone 5","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","0","0","0","0","Programmed Skip"
"CD12943","National Grid","Schenectady","Capital District","Climate zone 5","12,001 to 20,000 kWh","1,200 to 1,500 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","0","0","40","2","0"
"ST11539","NYSEG","Broome","Southern Tier","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","0","0","0","Programmed Skip"
"NY34848","ConEd","King (Brooklyn)","New York City","Climate zone 4","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","2","2","0","Programmed Skip"
"ST13137","NYSEG","Broome","Southern Tier","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","2","13","0","2","0"
"MV38324","National Grid","Oneida","Mohawk Valley","Climate zone 6","12,001 to 20,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","7","8","0","0","Programmed Skip"
"FL44618","RG&E","Monroe","Finger Lakes","Climate zone 5","2,501 to 6,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","2","0","3","0","Programmed Skip"
"CN53556","National Grid","Onondaga","Central New York","Climate zone 5","6,001 to 12,000 kWh","1,200 to 1,500 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","6","3","0","Programmed Skip"
"ST20584","NYSEG","Steuben","Southern Tier","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","6","0","0","1","1"
"CN60116","National Grid","Madison","Central New York","Climate zone 6",,,"Tax record data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","No","No","Refused","Refused","Refused","0","Programmed Skip"
"CN50174","National Grid","Oswego","Central New York","Climate zone 5","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Yes","Yes","5","3","0","1","0"
"FL36089","RG&E","Monroe","Finger Lakes","Climate zone 5","6,001 to 12,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","10","3","4","0","Programmed Skip"
"NY51278","ConEd","New York","New York City","Climate zone 4","6,001 to 12,000 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","3","0","0","Refused","Programmed Skip"
"NC20917","National Grid","Jefferson","North Country","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","4","0","4","0","Programmed Skip"
"CD53482","National Grid","Schenectady","Capital District","Climate zone 5","12,001 to 20,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","6","16","0","5","0"
"CN45677","NYSEG","Cayuga","Central New York","Climate zone 5","2,501 to 6,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","1","10","0","0","Programmed Skip"
"CN61732","NYSEG","Onondaga","Central New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","10","0","0","2","2"
"CN13182","NYSEG","Onondaga","Central New York","Climate zone 5","500 kWh or less",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","0","0","0","Programmed Skip"
"NY37288","ConEd","King (Brooklyn)","New York City","Climate zone 4","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","4","0","0","0","Programmed Skip"
"LI61472","LIPA","Suffolk","Long Island","Climate zone 4",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","15","0","0","0","Programmed Skip"
"MH64336","Central Hudson","Ulster","Mid-Hudson","Climate zone 6",,,"Tax record data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","5","3","0","0","Programmed Skip"
"LI61448","LIPA","Suffolk","Long Island","Climate zone 4",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","19","0","0","1","1"
"ST41266","NYSEG","Steuben","Southern Tier","Climate zone 6","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","30","2","0","14","14"
"MV54166","National Grid","Herkimer","Mohawk Valley","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","4","0","0","0","Programmed Skip"
"CN32484","National Grid","Onondaga","Central New York","Climate zone 5","2,501 to 6,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","5","0","0","0","Programmed Skip"
"CN37445","RG&E","Cayuga","Central New York","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","0","6","1","0"
"ST30469","NYSEG","Broome","Southern Tier","Climate zone 6","501 to 2,500 kWh","600 to 900 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","10","8","0","0","Programmed Skip"
"CD55621","National Grid","Warren","Capital District","Climate zone 6","2,501 to 6,000 kWh","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","0","3","0","0","Programmed Skip"
"NY52563","ConEd","New York","New York City","Climate zone 4","501 to 2,500 kWh","300 or more therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","0","0","0","Programmed Skip"
"NC45512","National Grid","St. Lawrence","North Country","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","No","3","2","0","0","Programmed Skip"
"ST10129","NYSEG","Chemung","Southern Tier","Climate zone 5","2,501 to 6,000 kWh","600 to 900 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","0","0","3","0","Programmed Skip"
"MV45559","National Grid","Fulton","Mohawk Valley","Climate zone 6","6,001 to 12,000 kWh","600 to 900 therms annually","Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","20","2","0","0","Programmed Skip"
"ST20661","NYSEG","Delaware","Southern Tier","Climate zone 6","2,501 to 6,000 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","9","10","5","1","1"
"MH50672","NYSEG","Orange","Mid-Hudson","Climate zone 5","20,000 kWh or more","300 to 600 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Yes","Yes","12","0","0","2","2"
"WN61580","NYSEG","Erie","Western New York","Climate zone 5",,,"Tax record data","Web complete","Web complete","New Construction - built 2012 or later","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","8","8","0","2","0"
"MV25268","National Grid","Oneida","Mohawk Valley","Climate zone 6","12,001 to 20,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Yes","8","0","0","1","1"
"FL45108","RG&E","Ontario","Finger Lakes","Climate zone 5","501 to 2,500 kWh",,"Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","0","4","0","1","0"
"FL17221","NYSEG","Seneca","Finger Lakes","Climate zone 5","501 to 2,500 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Yes","2","2","3","2","0"
"CN20860","National Grid","Onondaga","Central New York","Climate zone 5","2,501 to 6,000 kWh","900 to 1,200 therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Single family","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Yes","8","0","0","0","Programmed Skip"
"NY27147","ConEd","New York","New York City","Climate zone 4","2,501 to 6,000 kWh","300 or more therms annually","Utility data","Web complete","Web complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","No","4","0","4","0","Programmed Skip"
"CD26154","National Grid","Albany","Capital District","Climate zone 5","6,001 to 12,000 kWh",,"Utility data","Phone complete","Phone complete","Existing Construction - built prior to 2012","Tenant","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","No","7","0","0","0","Programmed Skip"
