"project_number","contract_number","title","status","procurement_type","award_type","contract_award_date","contract_end_date","contract_amount","expended_amount_ytd","expended_amount_ltd","remaining_balance","number_of_bids","mwbe","mwbe_proposals","vendor_name","address_line_1","address_line_2","city","state","zip_code","country","georeference"
"311032","T006590","DESIGN: Reconstruct B Gate Road","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-08-03T00:00:00.000","2023-09-14T00:00:00.000","622000.00","0.00","0.00","622000.00","0","N","0","M.J. Engineering and Land Surveying, P.C.","1533 Crescent Road",,"Clifton Park","NY","12065","USA","POINT (-73.771888 42.819305)"
"251004","T006301","CONSTR: Upgrade Mechanical Systems Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2017-01-13T00:00:00.000","2019-02-22T00:00:00.000","2748184.00","0.00","2748184.00","0.00","7","Y","1","Wilkins Mechanical, Inc.","6923 Herman Road",,"Syracuse","NY","13209","USA","POINT (-76.290778 43.104591)"
"29X414","T005741","DESIGN: Rehabilitate Plaza Exterior Pathways","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2010-12-29T00:00:00.000","2015-12-15T00:00:00.000","1087532.54","251853.91","1076430.81","11101.73","30","N","0","Abel Bainnson Butz, LLP","Suite 1105","80 Eighth Avenue","New York","NY","10011","USA",
"04X334","T005899","CONSTR: Bowers Hall Upgrade to Sciences - Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-01-04T00:00:00.000","2016-07-06T00:00:00.000","34244069.00","15736927.00","34244069.00","0.00","11","N","0","Hueber-Breuer Construction Co., Inc.","P.O Box 515","148 Berwyn Avenue","Syracuse","NY","13205","USA",
"26X273","T005419","CONSTR: Rehab Hale Hall/Abate Asbestos","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-09-09T00:00:00.000","2013-03-01T00:00:00.000","25282280.00","660920.00","25282280.00","0.00","3","N","0","EW Howell Company, Inc.","Suite 600","245 Newtown Road","Plainview","NY","11803","USA",
"13XD63","T005850","DESIGN: Student Union Rehab","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2011-08-15T00:00:00.000","2022-05-01T00:00:00.000","6491814.00","1231372.88","5814295.41","677518.59","51","N","5","Spector Group II","220 Crossways Park West",,"Woodbury","NY","11797","USA","POINT (-73.487215 40.804874)"
"25X287","T005655","CONSTR: Renovate Smith Hall-Phase II Building 8","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2010-02-05T00:00:00.000","2012-08-15T00:00:00.000","2636896.00","10346.00","2636896.00","0.00","10","N","0","LeChase Construction Services, LLC","205 Indigo Creek Drive",,"Rochester","NY","14626","USA","POINT (-77.692163 43.184897)"
"31X240","T006015","CONSTR: Cogeneration Improvements","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-05-01T00:00:00.000","2015-02-15T00:00:00.000","514430.00","0.00","514430.00","0.00","10","N","0","Boilermatic Welding Industries, Inc.","17 Peconic Avenue",,"Medford","NY","11763","USA","POINT (-72.967544 40.817776)"
"041011","D006633","CONSTR: Upgrade Site Lighting - Campus wide","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-04-23T00:00:00.000","2023-01-08T00:00:00.000","818900.00","0.00","691224.00","127676.00","3","N","0","Billitier Electric, Inc.","760 Brooks Avenue",,"Rochester","NY","14619","USA","POINT (-77.657408 43.130883)"
"14XB40","D006560","CONSTR: Replace HSEB Roof","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-05-13T00:00:00.000","2022-10-06T00:00:00.000","3605000.00","0.00","3389502.00","215498.00","4","N","0","Alliance Tri-State Construction Inc","1409 Richmond Avenue",,"Staten Island","NY","10314","USA","POINT (-74.15775 40.614002)"
"03X368","T005510","DESIGN: Rehab Rockwell Hall - 2nd Floor","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-05-12T00:00:00.000","2014-05-04T00:00:00.000","1275298.46","233445.63","1275298.46","0.00","28","N","3","Architectural Resources, P.C.","505 Franklin Street",,"Buffalo","NY","14202","USA","POINT (-78.872075 42.900014)"
"071030","T006315","DESIGN: Renovate Data Center in Computer Center Building","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-03-20T00:00:00.000","2022-03-30T00:00:00.000","543000.00","0.00","460033.28","82966.72","13","N","1","M/E Engineering, P.C.","300 Trolley Boulevard",,"Rochester","NY","14606","USA","POINT (-77.681891 43.171416)"
"011008","D006598","CONSTR: Rehab Toilet Rooms for ADA - Podium","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-11-20T00:00:00.000","2023-12-15T00:00:00.000","2662000.00","0.00","1589181.00","1072819.00","6","N","0","Wainschaf Associates, Inc.","589 Third Avenue Ext",,"Rensselaer","NY","12144","USA","POINT (-73.703176 42.644169)"
"121004","T006241","CONSTR: Construct New ADA Restrooms, Kellas Hall","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-04-29T00:00:00.000","2017-09-30T00:00:00.000","369513.00","0.00","369513.00","0.00","4","N","0","Northern Tier Contracting","329A Scotch Settlement Rd",,"Gouverneur","NY","13642","USA","POINT (-75.425712 44.350272)"
"03X387","T005469","DESIGN: Renovate Science Building - Bldg. 15, Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-03-10T00:00:00.000","2022-02-28T00:00:00.000","4546220.63","175085.41","4546220.63","0.00","9","N","0","Cannon Design, Inc.","50 Fountain Plaza","Suite 200","Buffalo","NY","14202","USA","POINT (-78.874202 42.888784)"
"01XA51","T005768","CONSTR: Construct New Business School","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-01-12T00:00:00.000","2014-08-21T00:00:00.000","37641497.00","17020060.00","37641497.00","0.00","9","N","0","Kirchhoff-Consigli Construction Mgmt., LLC","Suite 100","199 West Road","Pleasant Valley","NY","12569","USA",
"05X342","T005835","DESIGN: Exterior Rehab. - McEwen Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2014-07-10T00:00:00.000","2019-05-05T00:00:00.000","440000.00","0.00","488395.92","-48395.92","0","N","0","Bell & Spina Architects-Planners, P.C.","Suite 201, The Bindery","215 Wyoming Street","Syracuse","NY","13204","USA",
"021052","T006720","DESIGN: Clean Energy Master Plan","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-01-31T00:00:00.000","2023-09-10T00:00:00.000","438600.00","0.00","6827.36","431772.64","0","N","0","C.J. Brown Energy & Engineering, P.C.","Suite 204","4245 Union Road","Buffalo","NY","14225","USA",
"07XA43","T005750","DESIGN: Rehab Lect Hall Student Wing","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-01-03T00:00:00.000","2017-12-31T00:00:00.000","1412709.94","131168.21","1412709.94","0.00","39","N","2","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"12X268","D005392","CONSTR: Exterior Safety Enhancements - Campuswide - Site","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-04-16T00:00:00.000","2010-08-01T00:00:00.000","764606.00","0.00","764606.00","0.00","6","N","0","Acts II Construction,Inc.","658 US Hwy 11 South",,"Gouverneur","NY","13642","USA","POINT (-75.450312 44.344049)"
"06X7A3","T005631","CONSTR: JOCs - Rochester Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-18T00:00:00.000","2018-01-31T00:00:00.000","91900.00","0.00","91900.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"401005","T006107","DESIGN: Rehab Envelope 111 West","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2016-03-21T00:00:00.000","2026-04-01T00:00:00.000","166092.63","0.00","166092.63","0.00","5","N","1","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"09X267","D005141","CONSTR: Rehabilitation Of Science I Building Phase I","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2006-05-04T00:00:00.000","2009-12-31T00:00:00.000","11007751.00","0.00","11007751.00","0.00","7","N","0","Andrew R. Mancini Associates Inc.","129 Odell Avenue",,"Endicott","NY","13760","USA","POINT (-76.049175 42.110866)"
"03X414","T005925","DESIGN: Replace Central Heating Plant","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-03-14T00:00:00.000","2012-11-09T00:00:00.000","154778.00","112450.00","154778.00","0.00","18","N","2","RMF Engineering, Inc., P.C.","Suite 300","5520 Research Park Drive","Baltimore","MD","21228","USA",
"07XA73","T005606","DESIGN: Commissioning Services Flood Rehab UDC","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-02-14T00:00:00.000","2021-07-23T00:00:00.000","15018.50","14058.12","15018.50","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"26X325","T006164","DESIGN: Construct School of Applied Social Sciences","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2015-08-10T00:00:00.000","2026-03-25T00:00:00.000","3232000.00","0.00","2462554.00","769446.00","26","N","2","Urbahn Architects, PLLC","306 West 37th Street","9th Floor","New York","NY","10018","USA","POINT (-73.992667 40.754349)"
"22X224","T005554","DESIGN: Student Leadership Center - Phase 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-09-03T00:00:00.000","2016-08-31T00:00:00.000","2307785.96","317034.29","2307785.96","0.00","65","N","1","William Rawn Associates, Architects, Inc.","Suite 1010","10 Post Office Square","Boston","MA","2109","USA",
"091029","T006102","DESIGN: Site Improvements & Safety Upgrades Baseball-Softball Fields","Voided","Design and Construction/Maintenance","Authority Contract - Best Value","2017-09-14T00:00:00.000","2023-07-10T00:00:00.000","424807.08","0.00","0.00","424807.08","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"081013","T006287","DESIGN: Exterior Rehab Various Buildings","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2016-11-28T00:00:00.000","2022-01-16T00:00:00.000","384774.59","0.00","384774.59","0.00","20","N","2","Mosaic Associates Architects","The Frear Building","2 Third Street, Suite 440","Troy","NY","12180","USA",
"09X820","T005191","DESIGN: Rehabilitate Fine Arts Building, Ph II Commissioning","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-04-04T00:00:00.000","2015-12-31T00:00:00.000","0.00","0.00","33499.73","-33499.73","0","N","0","Genesys Engineering P.C.","Suite #111","629 Fifth Avenue","Pelham","NY","10803","USA",
"121013","T006554","CONSTR: Construct Addition, Renovate Bishop Hall., Bldg. No. 009C","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-04-10T00:00:00.000","2023-08-08T00:00:00.000","21664297.00","0.00","17942669.00","3721628.00","0","N","0","Northland Associates, Incorporated","4701 Buckley Road","P.O. Box 2549","Liverpool","NY","13220","USA",
"01XA93","T006107","DESIGN: Replace Exterior Doors - Uptown Phase 1 808BL","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2015-02-19T00:00:00.000","2026-04-01T00:00:00.000","251552.00","0.00","236014.06","15537.94","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"201021","T006356","DESIGN: Update Facilities Master Plan","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2019-02-01T00:00:00.000","2027-02-06T00:00:00.000","270842.54","0.00","270842.54","0.00","0","Y","0","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"031009","T006509","CONSTR: Reconstruct Central Heating Plant","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-07-03T00:00:00.000","2022-08-28T00:00:00.000","12335653.00","0.00","11383279.00","952374.00","1","N","0","D.V. Brown & Associates, Inc.","567 Vickers Street",,"Tonawanda","NY","14150","USA","POINT (-78.854719 43.01223)"
"14XB17","T006025","DESIGN: Replace Boilers BSB","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2013-10-15T00:00:00.000","2022-05-18T00:00:00.000","3940261.51","0.00","3940261.51","0.00","20","N","5","RMF Engineering, Inc., P.C.","Suite 300","5520 Research Park Drive","Baltimore","MD","21228","USA",
"37X032","T006189","DESIGN: Construct Anaerobic Digesters - Cobleskill, Delhi, & Morrisville","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2015-11-23T00:00:00.000","2021-01-13T00:00:00.000","271852.58","0.00","271852.58","0.00","14","N","0","GHD Consulting Services, Inc.","One Remington Park Drive",,"Cazenovia","NY","13035","USA",
"14X490","T006092","DESIGN: Provide Additional Electrical Power-BSB","Assigned to Vendor","Design and Construction/Maintenance","Authority Contract - Best Value","2014-09-11T00:00:00.000","2021-08-27T00:00:00.000","571387.83","0.00","571387.83","0.00","0","N","0","Kallen & Lemelson, Consulting Engineers, LLP","17th Flr","520 Eighth Avenue","New York","NY","10018","USA",
"09X382","T005365","DESIGN: Replace Windows - Hulbert Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-01-18T00:00:00.000","2017-04-14T00:00:00.000","170914.16","46143.86","170914.16","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"36X114","T005365","DESIGN: Replace Windows Plaza Building Ph 2","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-05-20T00:00:00.000","2017-04-14T00:00:00.000","289081.33","2091.91","289081.33","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"10X340","T005587","DESIGN: Commissioning Agent - Science Building","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-12-04T00:00:00.000","2015-03-31T00:00:00.000","182620.58","53449.73","182620.58","0.00","19","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"20X228","T006077","CONSTR: Replace Electrical Substation/Restore Site","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2014-06-09T00:00:00.000","2016-11-08T00:00:00.000","4845641.00","0.00","4845641.00","0.00","6","N","0","Matco Electric Co., Inc.","3913 Gates Road",,"Vestal","NY","13850","USA","POINT (-75.979538 42.107571)"
"05X342","T006225","CONSTR: Rehab McEwen Hall Exterior","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2016-02-03T00:00:00.000","2018-10-29T00:00:00.000","1842380.00","0.00","1842380.00","0.00","7","N","1","Concept Construction Corporation","2555 Transit Road",,"Elma","NY","14059","USA","POINT (-78.69683 42.836367)"
"34X061","T004942","DESIGN: Replace Steams Line, Geneva Campus","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2006-02-28T00:00:00.000","2010-06-18T00:00:00.000","55253.88","0.00","55253.88","0.00","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"231032","D006608","CONSTR: Replace Switchgear and Electrical Panels - Wicks and MacArthur Halls","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-01-15T00:00:00.000","2023-04-09T00:00:00.000","840000.00","0.00","166032.00","673968.00","4","N","1","Dow Electric, Inc.","3874 State Route 11",,"Malone","NY","12953","USA","POINT (-74.267819 44.853703)"
"30XA60","T005427","DESIGN: Construction Manager - Buffalo Educational Opportuniy Center (EOC)","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-12-16T00:00:00.000","2013-11-28T00:00:00.000","1253309.33","499827.60","1231908.03","21401.30","9","N","0","Cannon Design","2170 Whitehaven Road",,"Grand Island","NY","14072","USA","POINT (-78.972943 43.021579)"
"271026","T006549","CONSTR: Replace Roofs at Charlton and STUAC, Bldg. Nos, 45 and 08","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2020-03-04T00:00:00.000","2022-07-19T00:00:00.000","3271809.00","0.00","3271809.00","0.00","1","N","1","Northland Associates, Incorporated","4701 Buckley Road","P.O. Box 2549","Liverpool","NY","13220","USA",
"361020","T006107","DESIGN: Condition Assessment - Plaza Bldg Exterior","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2017-08-04T00:00:00.000","2026-04-01T00:00:00.000","84143.04","0.00","84143.04","0.00","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"291009","D006678","CONSTR: Install Backflow Prevention and Pump Station","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2021-10-05T00:00:00.000","2023-11-02T00:00:00.000","2632000.00","0.00","1370153.00","1261847.00","1","N","0","All State Boiler & Construction, Inc.","449 Cooke Street",,"Farmington","CT","6034","USA","POINT (-72.844383 41.693111)"
"031067","T006577","DESIGN: Reconstruct Main Pedestrian Way","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2022-01-06T00:00:00.000","2023-09-14T00:00:00.000","512000.00","0.00","0.00","512000.00","0","N","0","C & S Engineers, Inc.","499 Col. Eileen Collins","Blvd.","Syracuse","NY","13212","USA","POINT (-76.132243 43.113906)"
"05X333","T005350","DESIGN: Electrical Distribution Upgrade","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-06-25T00:00:00.000","2014-10-01T00:00:00.000","389472.39","1162.98","389472.39","0.00","0","N","0","Jacobs Civil Consultants, Inc.","Suite 0603","2 Penn Plaza","New York","NY","10121","USA",
"201039","T006578","DESIGN: Renovate Bathrooms - Ranger School","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-11-01T00:00:00.000","2023-09-14T00:00:00.000","426000.00","0.00","39139.89","386860.11","0","N","0","Architecture +","297 River Street",,"Troy","NY","12180","USA","POINT (-73.690162 42.73246)"
"07xA84","T006067","CONSTR: JOCs - Syracuse Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-28T00:00:00.000","2018-05-01T00:00:00.000","101239.00","0.00","101239.00","0.00","0","Y","0","Cutting Edge Group, LLC","14 Walkup Cutoff Road","P.O. Box 733","Lake George","NY","12845","USA","POINT (-73.648077 43.386894)"
"021000","T006066","CONSTR: JOCs - Rochester Region","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2015-04-23T00:00:00.000","2018-02-11T00:00:00.000","977964.00","0.00","977964.00","0.00","0","N","0","Sorensen Gross Construction Services","3407 torrey Road",,"Flint","MI","48507","USA","POINT (-83.732564 42.976697)"
"35X120","T006049","CONSTR: Infill Projects - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2013-12-18T00:00:00.000","2017-09-30T00:00:00.000","9584200.00","0.00","9584200.00","0.00","10","N","0","LeChase Construction Services, LLC","Suite 102","11849 East Corning Road","Corning","NY","14830","USA",
"13XD10","T005802","CONSTR: ESS Bldg Exterior Rehab","In Guarantee","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2011-02-18T00:00:00.000","2015-12-13T00:00:00.000","4298001.00","885041.00","4051002.00","246999.00","11","N","0","Kenstar Construction Corp.","100 Keyland Court",,"Bohemia","NY","11716","USA","POINT (-73.098496 40.776711)"
"281001","T006418","CONSTR: Renovate Townsend Hall-Phase 1 Abatement, Demolition and Exterior Improvements","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-03-26T00:00:00.000","2019-12-27T00:00:00.000","1926093.00","0.00","1926093.00","0.00","4","N","0","Rodems Construction Corp.","3555 North Buffalo Road",,"Orchard Park","NY","14127","USA","POINT (-78.750029 42.787061)"
"28X422","T005799","DESIGN: Construction Manager - Hayes Hall Restoration","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2011-04-04T00:00:00.000","2017-12-31T00:00:00.000","1630756.30","466590.65","1630756.30","0.00","18","N","0","L.P. Ciminelli Construction Inc.","2421 Main Street",,"Buffalo","NY","14214","USA","POINT (-78.844112 42.93462)"
"09X335","T005368","DESIGN: Replace Medium Temperature Water Lines","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-08-12T00:00:00.000","2016-11-25T00:00:00.000","175975.12","0.00","175975.12","0.00","0","N","0","Lizardos Engineering Associates P.C.","200 Old Country Road","Suite 670","Mineola","NY","11501","USA","POINT (-73.638751 40.739038)"
"29X441","T005840","DESIGN: Rehabilitate Exteriors - Various Buildings","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2012-05-21T00:00:00.000","2018-07-30T00:00:00.000","534565.82","0.00","520766.66","13799.16","0","N","0","Hoffmann Architects, Inc.","462 Seventh Avenue",,"New York","NY","10018","USA","POINT (-73.990002 40.751854)"
"351003","T006449","DESIGN: Renovate McMahon for Advanced Ceramic Manufacturing and Education","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2018-07-26T00:00:00.000","2023-07-27T00:00:00.000","1546529.00","0.00","1185137.63","361391.37","13","N","3","Kideney Architects, P.C.","143 Genesee Street",,"Buffalo","NY","14203","USA","POINT (-78.869031 42.890071)"
"31X228","T005621","CONSTR: Replace Service Group Fuel Tanks- Site Work","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-12-21T00:00:00.000","2012-02-09T00:00:00.000","795027.00","0.00","795027.00","0.00","7","N","0","Fenley & Nicol Environmental, Inc.","445 Brook Avenue",,"Deer Park","NY","11729","USA","POINT (-73.30481 40.751633)"
"261039","T006691","DESIGN: Replace Mechanical Systems and Windows at Gleeson Hall","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-12-24T00:00:00.000","2027-02-03T00:00:00.000","4176000.00","0.00","0.00","4176000.00","8","N","1","H2M Archs, Engs, Land Surveying & Landscape","538 Broad Hollow Road","4th Floor East","Melville","NY","11747","USA","POINT (-73.422403 40.772002)"
"13XB69","T005438","DESIGN: Rehab Old Chem Classroom Bldg #02","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-02-13T00:00:00.000","2014-12-22T00:00:00.000","2261562.84","423907.80","2261562.84","0.00","17","N","2","Ewing Cole","100 North 6th Street",,"Philadelphia","PA","19106","USA","POINT (-75.149713 39.953775)"
"27X235","T005606","DESIGN: Commissioning - Renovate Charlton Hall","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2012-02-24T00:00:00.000","2021-07-23T00:00:00.000","48877.88","2383.11","48877.88","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"101004","T006395","CONSTR: Rehab Tyler Hall Phase II","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2018-01-24T00:00:00.000","2021-07-02T00:00:00.000","10976175.00","0.00","10976175.00","0.00","2","N","0","PAC & Associates of Oswego, Inc.","11-G Fourth Avenue",,"Oswego","NY","13126","USA","POINT (-76.530844 43.451426)"
"13XC74","T005405","CONSTR: Modification for Prevention of Water Infiltration","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2008-06-16T00:00:00.000","2013-01-09T00:00:00.000","387649.00","23814.00","387649.00","0.00","6","N","0","Koko Contracting Inc.","516 Route 25a",,"Mt. Sinai","NY","11766","USA","POINT (-73.018079 40.935788)"
"14X496","T006130","DESIGN: Upgrade HVAC Systems BSB","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2015-08-25T00:00:00.000","2022-08-30T00:00:00.000","684935.00","0.00","550073.41","134861.59","24","N","4","Jacobs Project Management Co.","Suite 0603","Two Penn Plaza","New York","NY","10121","USA",
"16X281","T005316","DESIGN: Stocking Hall Rehab/System Upgrades","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2007-10-30T00:00:00.000","2016-11-01T00:00:00.000","7132321.66","867282.06","7132321.66","0.00","5","N","0","Mitchell/Giurgola Architects, LLP","Film Center Bldg, Ste 711","630 Ninth Avenue","New York","NY","10036","USA",
"051022","T006465","DESIGN: Replace Roofs Dods & McEwen Halls","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2019-05-13T00:00:00.000","2024-01-13T00:00:00.000","413000.00","0.00","304111.55","108888.45","0","N","0","Labella Associates, D.P.C","Suite 201","300 State Street","Rochester","NY","14614","USA",
"801801","T006356","DESIGN: Architectural Services - JMZ Architects & Planners - Master Term Agreement","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2017-06-30T00:00:00.000","2027-02-06T00:00:00.000","5000000.00","0.00","0.00","5000000.00","86","Y","19","JMZ Architects & Planners PC","190 Glen Street","P. O. Box 725","Glens Falls","NY","12801","USA","POINT (-73.64477 43.309981)"
"21X207","T005371","DESIGN: New Secondary Electrical System - Fort","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2008-07-24T00:00:00.000","2013-04-01T00:00:00.000","153819.98","0.00","153266.76","553.22","0","Y","0","Lakhani & Jordan Engineers, P.C.","315 Madison Avenue","10th Floor","New York","NY","10017","USA","POINT (-73.979148 40.752993)"
"30X492","T005454","CONSTR: Rehabilitate Elevators - Various Buildings","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2009-01-07T00:00:00.000","2011-11-15T00:00:00.000","3469478.00","0.00","3469478.00","0.00","7","N","1","Patrick Development, Inc.","8600 Transit Road",,"East Amherst","NY","14051","USA","POINT (-78.696933 43.001685)"
"271058","T006582","DESIGN: Demolish Structure - 908-912 Montgomery Street, Syracuse NY","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2021-07-21T00:00:00.000","2023-09-14T00:00:00.000","220000.00","0.00","53366.56","166633.44","0","Y","0","Foit-Albert Associates, Arch, Engring & Survey,PC","295 Main Street","Suite 200","Buffalo","NY","14203","USA","POINT (-78.875506 42.882195)"
"11X337","T006038","DESIGN: HTHW Generator Replacement","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2014-01-07T00:00:00.000","2021-12-16T00:00:00.000","1787969.00","0.00","1743719.85","44249.15","11","N","1","RMF Engineering, Inc., P.C.","Suite 300","5520 Research Park Drive","Baltimore","MD","21228","USA",
"12X302","T005535","DESIGN: Rehab HVAC Systems, Replace Windows Raymond Hall, Bldg. No. 0001","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2009-07-06T00:00:00.000","2014-06-29T00:00:00.000","382667.32","41688.57","382667.32","0.00","20","N","2","Mach Architecture, P.C.","2000 Sheridan Drive",,"Tonawanda","NY","14223","USA","POINT (-78.859683 42.980965)"
"151111","T006363","DESIGN: Upgrade Chiller - UH 3W6W","Active","Design and Construction/Maintenance","Authority Contract - Best Value","2020-09-18T00:00:00.000","2025-08-30T00:00:00.000","195000.00","0.00","59002.07","135997.93","0","N","0","Hesnor Engineering Associates, PLLC","22 Computer Drive West",,"Albany","NY","12205","USA","POINT (-73.807714 42.721269)"
"11X304","T005612","DESIGN: Commissioning - Myers Local Exhaust Ventalation Upgrades","Closed","Design and Construction/Maintenance","Authority Contract - Best Value","2010-07-27T00:00:00.000","2017-04-13T00:00:00.000","33596.86","0.00","33596.86","0.00","0","N","0","Genesys Engineering, P.C.","38 Maiden Lane",,"Kingston","NY","12401","USA","POINT (-74.014516 41.931949)"
"09X369","T005915","CONSTR: Upgrade HVAC Systems - Lee Hall - College at Oneonta","Closed","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2012-02-10T00:00:00.000","2013-08-17T00:00:00.000","1291534.00","1204493.00","1291534.00","0.00","3","N","0","Andrew R. Mancini Associates Inc.","129 Odell Avenue",,"Endicott","NY","13760","USA","POINT (-76.049175 42.110866)"
"141000","T006472","CONSTR: Job Order Contracting - NYC Region","Active","Design and Construction/Maintenance","Authority Contract - Competitive Bid","2019-01-29T00:00:00.000","2023-04-01T00:00:00.000","961992.00","0.00","961992.00","0.00","3","N","1","Volmar Construction, Inc","4400 Second Avenue",,"Brooklyn","NY","11232","USA","POINT (-74.013635 40.652263)"
