"violation_description","violation_year","age_at_violation","gender","source"
"NO STOPPING/STANDING/PARKING IN SPECIFIC AREAS","2018","17","M","1"
"NO STOPPING/STANDING/PARKING ON HIGHWAY","2018","17","M","65"
"NYC BIKE/SKATE RDLGT","2018","17","M","62"
"NYC REDLIGHT","2018","17","M","111"
"OBST INTERSEC/CRSWLK","2018","17","M","2"
"OBSTRCT TRAFF LN NYC","2018","17","M","2"
"OBSTRUCTING INTERSECTION","2018","17","M","8"
"OBSTRUCTING RR CROSSING","2018","17","M","1"
"OPENED DOOR UNSAFELY","2018","17","M","1"
"OPER AMPLIFICATION SYSTEM IN EXCESS 0F 70DB","2018","17","M","1"
"OPERATE OUT OF IGNITION INTLK RESTRICTION","2018","17","M","1"
"OPERATE/PERMITTING UNINSURED OPERATION ATV","2018","17","M","7"
"OPERATE SCOOTER NYC","2018","17","M","1"
"OPERATING IN VIOLATION OF RESTRICTIONS","2018","17","M","519"
"OPERATING MV MOBILE PHONE","2018","17","M","205"
"OPERATING OUT OF CLASS","2018","17","M","618"
"OPERATING REGISTRATION SUSP/REVOKED","2018","17","M","87"
"OPERATING W/NO OR IMPROPER FRONT/REAR BUMPER","2018","17","M","14"
"OPERATING W/O INSURANCE","2018","17","M","656"
"OPERATOR HAS MORE THAN 2 PASS UNDER 21/DJ/MJ/LIC","2018","17","M","56"
"OPER HAS MORE THAN 2 PASS UNDER 21/DJ/MJ/PERMIT","2018","17","M","41"
"OPER HAS PASS W/NO SEATBLT/CHILD REST-DJ/MJ/LIC","2018","17","M","6"
"OPER MV/MC/BIC W/MORE 1 EARPHONE","2018","17","M","2"
"OPER MV WHILE USING PORTABLE ELEC DEV","2018","17","M","242"
"OPER NON-SUPV FRONT SEAT OCCUPNT-DJ/MJ/PERMIT","2018","17","M","120"
"OPER/PERMIT OPER/LIC/REG REV-ART 7","2018","17","M","11"
"OPER W/PASS NO SEATBLT/CHILD REST-DJ/MJ/PERM","2018","17","M","4"
"OVERLOAD ON WHEELS","2018","17","M","1"
"OVERWIDTH VEH NYC","2018","17","M","1"
"OVRLGTH COMB VEH NYC","2018","17","M","1"
"OVRLGTH SING VEH NYC","2018","17","M","1"
"OVWGT 3/MORE AXL NYC","2018","17","M","2"
"OVWGT CONSEC AXL NYC","2018","17","M","1"
"PARKING VIOLATION","2018","17","M","2"
"PASSED FLASHING RED LIGHT","2018","17","M","3"
"PASSED RED SIGNAL","2018","17","M","229"
"PASSED VEHICLE ON RIGHT","2018","17","M","26"
"PASSENGER INTERFERED W/DRIVER VIEW/CONTROL","2018","17","M","7"
"PASSENGER IN VEHICLE","2018","17","M","2"
"PEDESTRIAN FAILED TO USE SIDEWALK","2018","17","M","20"
"PEDESTRIAN FAILED TO WALK FACING TRAFFIC","2018","17","M","4"
"PEDESTRIAN PROCEEDED INTO PATH OF VEHICLE","2018","17","M","1"
"PEDESTRIAN STARTED ON STEADY/DO NOT WALK/SIGNAL","2018","17","M","1"
"PED FLD TO YLD RT-OF-WAY OTHER THAN CROSSWLK","2018","17","M","4"
"PED ON STATE EXPRESSWAY","2018","17","M","3"
"PERMITTING CLINGING TO MOTOR VEHICLE","2018","17","M","1"
"PERMITTING IMPROPER USE/DEAL PLATES","2018","17","M","1"
"PERMITTING OPERATION W/O INSURANCE","2018","17","M","26"
"PERMITTING UNLICENSED OPERATION","2018","17","M","22"
"PERS RIDE TRUCKS","2018","17","M","1"
"PLATE MISSING/INSECURE/DIRTY","2018","17","M","513"
"PLATES NOT ISSUED BY COMM/FROM MORE THAN 1 STATE","2018","17","M","1"
"PLATES NOT ISSUED BY COMM/FROM MORE THAN 1 STATE-MCY","2018","17","M","1"
"POSS/USE OF FORGED/ILLEGALLY OBTAINED LICENSE","2018","17","M","10"
"PROHIBITED USE/STUD TIRES 5/1 - 10/15","2018","17","M","1"
"PROVIDING INVALID INSURANCE ID CARD","2018","17","M","4"
"REAR SIDE WINDOWS NON/TRANSPARENT","2018","17","M","159"
"REAR WINDOW REFLECTIVE","2018","17","M","11"
"RECKLESS DRIVING","2018","17","M","57"
"RECKLESS DRIVING ATV","2018","17","M","8"
"REFUSAL TO TAKE BREATH TEST","2018","17","M","2"
"RIDER/SKATER CLINGING TO MOVING MOTOR VEHICLE","2018","17","M","4"
"RIDING MOTORCYCLE BETWEEN LANES","2018","17","M","2"
"RULES ROAD VIO BICY","2018","17","M","24"
"SCHOOL BUS/TURN ON RED","2018","17","M","1"
"SIDEWINGS/SIDEWINDOWS/NON/TRANSPARENT","2018","17","M","457"
"SPD IN ZONE JR 11-30","2018","17","M","1"
"SPD-UNPOSTED 31+ NYC","2018","17","M","3"
"SPD-UNPSTD 1-10 NYC","2018","17","M","2"
"SPD-UNPSTD 11-30 NYC","2018","17","M","48"
"SPEED 11-30 OVR LMT","2018","17","M","6"
"SPEEDING IN POSTED WORK ZONE","2018","17","M","20"
"SPEEDING IN SCHOOL ZONE","2018","17","M","90"
"SPEEDING ON RESTRICTED HIGHWAY","2018","17","M","1"
"SPEED IN ZONE","2018","17","M","3024"
"SPEED IN ZONE 1-10","2018","17","M","4"
"SPEED IN ZONE 11-30","2018","17","M","376"
"SPEED IN ZONE 31+","2018","17","M","81"
"SPEED NOT REASONABLE AND PRUDENT","2018","17","M","466"
"SPEED NOT REASONABLE AND PRUDENT ATV","2018","17","M","8"
"SPEED OVER 55 ZONE","2018","17","M","1201"
"SPEED OVR LMT 31+","2018","17","M","1"
"SPEED PAST SCH 11-30","2018","17","M","2"
"SPEED-POSTED 31+ NYC","2018","17","M","1"
"SPEED-PSTD 11-30 NYC","2018","17","M","4"
"SPEED WORK ZONE 31+","2018","17","M","1"
"STOP/STAND/PARK 15 FT OF FIRE HYDRNT HINDER EMGY VEH","2018","17","M","1"
"SWITCHED TRAILER PLATES","2018","17","M","2"
"THREW/DEPOSITED GLASS/ETC ON HGWY","2018","17","M","1"
"THREW/DEPOSITED REFUSE/ETC HGWY","2018","17","M","12"
"TRUCK RTE VIOLS NYC","2018","17","M","1"
"TWO ON SEAT FOR ONE-MOTORCYCLE","2018","17","M","2"
"UNAPPROVED HEADLAMPS","2018","17","M","3"
"UNAPPROVED INTERIOR MIRROR","2018","17","M","1"
"UNAPPROVED LAMP","2018","17","M","11"
"UNAPPROVED LIGHTS/SIGNALS/REFLECTORS","2018","17","M","2"
"UNAPPROVED/NO FACE SHIELD/GOGGLES- MCY","2018","17","M","11"
"UNAPPROVED/NO PROTECTIVE HELMET MCY","2018","17","M","30"
"UNAPPROVED/NO WINDSCREEN- MCY","2018","17","M","4"
"UNATTENDED VEHICLE","2018","17","M","9"
"UNAUTHORIZED LIGHTS/IMPROPER COLOR","2018","17","M","24"
"UNAUTHORIZED SPEED CONTEST","2018","17","M","5"
"UNAUTHORIZED USE OF RESTRICTED VEH ON PKWY-TRUCK","2018","17","M","1"
"UNAUTHORIZED USE RESTRICTED VEH ON PRKWY-COMM VEH","2018","17","M","2"
"UNAUTHOR USE RESTRICTED VEH ON PKWY-HOUSE COACH","2018","17","M","1"
"UNAUTH POLICE RECEIVER/ PRIVATE VEH","2018","17","M","1"
"UNAUTH STICKER/HANDBILL ON WINDSHIELD/REAR WNDW","2018","17","M","2"
"UNINSPECTED GT 60DAY","2018","17","M","3"
"UNINSPECTED MOTOR VEHICLE","2018","17","M","990"
"UNINSURED ATV","2018","17","M","3"
"UNLAWFUL OPER ON HIGHWAY ATV","2018","17","M","23"
"UNLAWFUL OPER PUBLIC LANDS ATV","2018","17","M","4"
"UNLAWFUL SPEEDOMETER","2018","17","M","30"
"UNLAWFUL USE/SIREN OR GONG","2018","17","M","2"
"UNLICENSED GT 60DAYS","2018","17","M","188"
"UNLICENSED OPERATION OF A FOR HIRE VECHILE","2018","17","M","1"
"UNLICENSED OPERATOR","2018","17","M","1369"
"UNLIC JR OP > 60 DAY","2018","17","M","13"
"UNLIC OPER CL 6 INF","2018","17","M","41"
"UNLIC OP MC >60 DAYS","2018","17","M","1"
"UNNECESSARY SMOKE","2018","17","M","8"
"UNREASONABLE SPEED/SPECIAL HAZARDS","2018","17","M","51"
"UNREGISTERED ATV","2018","17","M","23"
"UNREGISTERED BOAT","2018","17","M","2"
"UNREGISTERED LIMITED USE VEHICLE","2018","17","M","2"
"UNREGISTERED MOTORCYCLE","2018","17","M","18"
"UNREGISTERED MOTOR VEHICLE","2018","17","M","357"
"UNREGISTERED TRAILER","2018","17","M","9"
"UNREG MCY GT 60 DAYS","2018","17","M","8"
"UNREG SNOWMMOBILE","2018","17","M","13"
"UNREG VEH > 60 DAYS","2018","17","M","56"
"UNSAFE STARTING","2018","17","M","73"
"UNSAFE TIRE","2018","17","M","95"
"USING LICENSE OF ANOTHER","2018","17","M","9"
"U-TRN BUSIN DIST NYC","2018","17","M","11"
"VIO GRAD LIC REST","2018","17","M","2"
"VIOLATION OF RESTRICTED LICENSE","2018","17","M","8"
"VISIBILITY DISTORTED BROKEN/DISCOLORED GLASS","2018","17","M","80"
"AGG DWAI IMPAIRED COMB DRUGS - DRUGS/ALCOHOL","2018","18","F","5"
"AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","2018","18","F","8"
"AGGRAVATED UNLIC OPER 1ST DEGREE","2018","18","F","1"
"AGGRAVATED UNLIC OPER-2ND DEG","2018","18","F","5"
"AGGRAVATED UNLIC OPER 2ND MAND SUSP","2018","18","F","1"
"AGGRAVATED UNLIC OPER 2ND/PREV CONV","2018","18","F","3"
"AGGRAVATED UNLIC OPER 3 PLUS SUSPENSION","2018","18","F","6"
"AGGRAVATED UNLIC OPER 3RD MISD","2018","18","F","165"
"ALLOWING USE OF LICENSE BY ANOTHER","2018","18","F","18"
"ANGL PARKING/WRONG DIR/PARTLY ON RDWY","2018","18","F","1"
"AVOIDING TRAF DEVICE OR INTERSECTION","2018","18","F","12"
"BACKING UNSAFELY","2018","18","F","53"
"BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT","2018","18","F","9"
"BACK SEAT PASS AGE 8-15 NO/IMPROPR SEAT BELT","2018","18","F","16"
"BACK SEAT PASS LESS THAN 4 NO/IMP RESTRAINT","2018","18","F","20"
"BIKE/SKATE SDWLK NYC","2018","18","F","2"
"CONDUCT INTERFEARING WITH ORDERLY/SAFE TRAFFIC FLW","2018","18","F","2"
"CONSUMPTION/ALCOHOL IN MOTOR VEHICLE","2018","18","F","25"
"DANGEROUS DRIVING","2018","18","F","2"
"DAZZLING HEADLAMPS","2018","18","F","6"
"DECREASED SPEED OR STOPPED W/OUT SIGNALING","2018","18","F","5"
"DISOBEYED TRAFFIC DEVICE","2018","18","F","823"
"DISOBEYED TRAFFIC DEVICE - HOV LANE","2018","18","F","10"
"DIS STDY RED LT NYC","2018","18","F","1"
"DRIVE MOTOR VEH OFF PAVED/DESIGNATED AREA","2018","18","F","1"
"DRIVERS VIEW OBSTRUCTED","2018","18","F","297"
"DRIVING IN CENTER LANE","2018","18","F","3"
"DRIVING/LEFT ON CREST GRADE/CURVE","2018","18","F","1"
"DRIVING ON SHOULDER/LIMITED ACCESS HGWY","2018","18","F","6"
"DRIVING ON SIDEWALK","2018","18","F","3"
"DRIVING OVER DIVIDING SPACE","2018","18","F","2"
"DRIVING THRU SAFETY ZONE","2018","18","F","1"
"DRIVING TO LEFT AT BRIDGE OR TUNNEL","2018","18","F","1"
"DRIVING TO LEFT OF PAVEMENT MARKINGS","2018","18","F","30"
"DRIVING TOO SLOW","2018","18","F","3"
"DRIVING W/.08 OF 1 PERCENT OF ALCO/BLD","2018","18","F","26"
"DRIVING W/ABILITY IMPAIRED/ALCOHOL","2018","18","F","5"
"DRIVING W/ABILITY IMPAIRED BY DRUGS","2018","18","F","22"
"DRIVING WHILE INTOXICATED","2018","18","F","39"
"DRIVING/WRONG DIRECTION ON ONE-WAY STREET","2018","18","F","26"
"DROVE ACROSS HAZARD MARKING","2018","18","F","33"
"DROVE LEFT AROUND CIRCULAR INTERSECTION","2018","18","F","1"
"DROVE OFF PAVEMENT TO PASS ON RIGHT","2018","18","F","3"
"DROVE WRONG DIRECTION BICYCLE","2018","18","F","1"
"ENTERING EXIT RAMP OF A CONT ACCESS HGWY","2018","18","F","2"
"EQUIPMENT VIOLATION/INADEQUATE BRAKES","2018","18","F","18"
