"program_id","facility_name","town","county","dec_region","withdrawal_category","withdrawal_type","reporting_year","average_day_withdrawal_mgd","maximum_day_withdrawal_mgd","latitude","longitude","georeference"
"WWR0001632","Walton, Vg","Walton (T)","Delaware","4","Public Water Supply","Groundwater","2019","0.28","0.31","42.16887913","-75.12846702","POINT (-75.12846702 42.16887913)"
"WWR0000619","Granville, Vg","Granville (T)","Washington","5","Public Water Supply","Groundwater","2012","0.4","0.66","43.40219759","-73.26653718","POINT (-73.26653718 43.40219759)"
"WWR0000855","Kings Estates (Warwick Water Corp)","Warwick (T)","Orange","3","Public Water Supply","Groundwater","2011","0.07","0.11","41.2954696","-74.29143293","POINT (-74.29143293 41.2954696)"
"WWR0000071","Arthur Kill Generating Station","Richmond (T)","Richmond","2","Power - Fossil Fuel","Surface Water","2013","417.6","712.8","40.58708651","-74.1986863","POINT (-74.1986863 40.58708651)"
"WWR0001586","Ulster Water District, Tn","Ulster (T)","Ulster","3","Public Water Supply","Groundwater","2010","0.21","1.44","41.98262091","-74.00445115","POINT (-74.00445115 41.98262091)"
"WWR0000896","Lang's Nursery","West Sparta (T)","Livingston","8","Agricultural","Groundwater; Surface Water","2018","0.01","0.07","42.58070128","-77.73681192","POINT (-77.73681192 42.58070128)"
"WWR0001478","Star Growers Farm LLC","Elba (T)","Genesee","8","Agricultural","Groundwater; Surface Water","2011","0.12","0.36","43.04876299","-78.11628749","POINT (-78.11628749 43.04876299)"
"WWR0000346","Corning Country Club","Corning (T)","Steuben","8","Recreational - Golf Course","Groundwater","2020","0.03","0.27","42.12325716","-77.01120871","POINT (-77.01120871 42.12325716)"
"WWR0001834","Watchtower Water Supply","Patterson (T)","Putnam","3","Institutional","Surface Water","2016","0.08","0.12","41.4954082","-73.57764159","POINT (-73.57764159 41.4954082)"
"WWR0001703","Willard Drug Treatment Center","Romulus (T)","Seneca","8","Institutional","Surface Water","2019","0.26","0.44","42.67968924","-76.86497121","POINT (-76.86497121 42.67968924)"
"WWR0001124","Olean Advanced Products","Olean (T)","Cattaraugus","9","Industrial","Groundwater","2010","0.24","0.28","42.0752632","-78.39834732","POINT (-78.39834732 42.0752632)"
"WWR0001161","Onondaga County Water Authority - Otisco Lake Water","Marcellus (T)","Onondaga","7","Public Water Supply","Surface Water","2018","17.22","19.68","42.95673848","-76.3363179","POINT (-76.3363179 42.95673848)"
"WWR0000053","Amsterdam, City","Providence (T)","Saratoga","5","Public Water Supply","Surface Water","2010","5.25","6.5","42.93880755","-74.18846244","POINT (-74.18846244 42.93880755)"
"WWR0001124","Olean Advanced Products","Olean (T)","Cattaraugus","9","Industrial","Groundwater","2021","0.44","0.46","42.0752632","-78.39834732","POINT (-78.39834732 42.0752632)"
"WWR0000485","Elmira Water Board","Elmira (C)","Chemung","8","Public Water Supply","Groundwater; Surface Water","2018","5.86","9.17","42.10110969","-76.83568922","POINT (-76.83568922 42.10110969)"
"WWR0000650","Grossinger Country Club","Liberty (T)","Sullivan","3","Recreational - Golf Course","Surface Water","2019","0.05","0.3","41.7911941","-74.72414919","POINT (-74.72414919 41.7911941)"
"WWR0001288","Remington Arms Co","German Flatts (T)","Herkimer","6","Industrial","Groundwater","2017","0.74","0.84","43.01331481","-75.03448437","POINT (-75.03448437 43.01331481)"
"WWR0001160","Oxford, Vg","Oxford (T)","Chenango","7","Public Water Supply","Groundwater","2019","0.29","0.48","42.44224278","-75.59784849","POINT (-75.59784849 42.44224278)"
"WWR0000456","Eagle Crest Golf Club","Clifton Park (T)","Saratoga","5","Recreational - Golf Course","Groundwater; Surface Water","2014","0.04","0.86","42.89165891","-73.85293608","POINT (-73.85293608 42.89165891)"
"WWR0001273","NYSDEC Randolph Fish Hatchery","Cold Spring (T)","Cattaraugus","9","Other","Surface Water","2021","2.7","2.8","42.15496463","-78.93940562","POINT (-78.93940562 42.15496463)"
"WWR0001636","Warrensburg Water District","Warrensburg (T)","Warren","5","Public Water Supply","Groundwater","2020","0.29","0.63","43.49381068","-73.77067078","POINT (-73.77067078 43.49381068)"
"WWR0000690","Hanson Aggregates - Geneva","Phelps (T)","Ontario","8","Mine Dewatering","Groundwater; Surface Water","2012","2.16","3.17","42.93562082","-77.01937505","POINT (-77.01937505 42.93562082)"
"WWR0001891","Rochester, City - Rundell Library","Rochester (C)","Monroe","8","Institutional","Surface Water","2016","0.17","0.26","43.15410745","-77.6082289","POINT (-77.6082289 43.15410745)"
"WWR0000726","Heritage Waterworks","Somers (T)","Westchester","3","Public Water Supply","Groundwater","2015","0.31","0.49","41.33772023","-73.67434513","POINT (-73.67434513 41.33772023)"
"WWR0000062","Aqua Arbor","Chateaugay (T)","Franklin","5","Other","Groundwater","2011",,,"44.97850478","-74.05596971","POINT (-74.05596971 44.97850478)"
"WWR0000470","Edgewood Farms","Groveland (T)","Livingston","8","Agricultural","Groundwater; Surface Water","2011","0.02","0.03","42.69330437","-77.74103429","POINT (-77.74103429 42.69330437)"
"WWR0001539","Tilcon - Cedar Cliff Quarry","Marlborough (T)","Ulster","3","Mine Dewatering","Groundwater","2017","0","0","41.59443623","-73.96184506","POINT (-73.96184506 41.59443623)"
"WWR0000882","Redland Quarries - Niagara","Niagara (T)","Niagara","9","Mine Dewatering","Surface Water","2016","0.58","2.6","43.12745491","-78.95691509","POINT (-78.95691509 43.12745491)"
"WWR0000173","Brook-Lea Country Club","Gates (T)","Monroe","8","Recreational - Golf Course","Groundwater","2018","0.08","0.24","43.13149978","-77.70502968","POINT (-77.70502968 43.13149978)"
"WWR0000919","Lochmor Golf Course","Fallsburg (T)","Sullivan","3","Recreational - Golf Course","Surface Water","2009","0.01","0.25","41.76018553","-74.66113842","POINT (-74.66113842 41.76018553)"
"WWR0000890","Lake Vue Park Water District","Montgomery (T)","Orange","3","Public Water Supply","Groundwater","2011","0.01","0.07","41.52137292","-74.20001995","POINT (-74.20001995 41.52137292)"
"WWR0000737","Highland Sand & Gravel","Woodbury (T)","Orange","3","Mine Dewatering","Groundwater; Surface Water","2012","0.1","0.35","41.36694619","-74.10537543","POINT (-74.10537543 41.36694619)"
"WWR0000596","Glen Arbor Golf Club","Bedford (T)","Westchester","3","Recreational - Golf Course","Groundwater; Surface Water","2019","0.07","0.44","41.22579388","-73.67596432","POINT (-73.67596432 41.22579388)"
"WWR0000944","Mahany, R&G","Dansville (T)","Steuben","8","Agricultural","Surface Water","2018","0.3","5.98","42.42447357","-77.68470124","POINT (-77.68470124 42.42447357)"
"WWR0001115","Odessa, Vg","Catharine (T)","Schuyler","8","Public Water Supply","Groundwater","2013","0.04",,"42.33621387","-76.78628915","POINT (-76.78628915 42.33621387)"
"WWR0000122","Bethel Water Company","Bethel (T)","Sullivan","3","Public Water Supply","Groundwater","2010","0","0","41.69386506","-74.84495465","POINT (-74.84495465 41.69386506)"
"WWR0001175","Park Country Club of Buffalo","Amherst (T)","Erie","9","Recreational - Golf Course","Surface Water","2014","0.05","0.25","42.97742154","-78.75265251","POINT (-78.75265251 42.97742154)"
"WWR0001297","Richland Water District #1 & #2","Richland (T)","Oswego","7","Public Water Supply","Groundwater","2017","0.29","0.39","43.56577985","-76.12903434","POINT (-76.12903434 43.56577985)"
"WWR0000646","Greig Farm","Red Hook (T)","Dutchess","3","Agricultural","Surface Water","2021","0","0","42.02802135","-73.85372394","POINT (-73.85372394 42.02802135)"
"WWR0000935","Lyndonville, Vg","Yates (T)","Orleans","8","Public Water Supply","Surface Water","2016","0.21","0.42","43.37453772","-78.38875103","POINT (-78.38875103 43.37453772)"
"WWR0000187","Burrows Paper Corporation - Lyonsdale","Lyonsdale (T)","Lewis","6","Industrial","Groundwater; Surface Water","2013","1.54","1.96","43.61837045","-75.3059402","POINT (-75.3059402 43.61837045)"
"WWR0001277","Ravenwood Golf Club","Victor (T)","Ontario","8","Recreational - Golf Course","Surface Water","2009","0.08","0.4","42.99364","-77.39500594","POINT (-77.39500594 42.99364)"
"WWR0001936","Guilderland , Tn of:  Keenholts Park","Guilderland (T)","Albany","4","Recreational - Other","Groundwater","2018","0.14","0.15","42.70671947","-73.96365415","POINT (-73.96365415 42.70671947)"
"WWR0000550","Free Bird Farm","Palatine (T)","Montgomery","4","Agricultural","Groundwater; Surface Water","2011","0","0","42.913743","-74.52422525","POINT (-74.52422525 42.913743)"
"WWR0001104","Niskayuna Consolidated Water District","Niskayuna (T)","Schenectady","4","Public Water Supply","Groundwater","2016","1.1","1.3","42.79788013","-73.84500947","POINT (-73.84500947 42.79788013)"
"WWR0001915","Caledonia Country Club","Caledonia (T)","Livingston","8","Recreational - Golf Course","Surface Water","2019","0.03","0.08","42.97265415","-77.84424267","POINT (-77.84424267 42.97265415)"
"WWR0000186","Burrows Paper Corporation","Little Falls (C)","Herkimer","6","Industrial","Surface Water; Purchase","2020","1.03","1.4","43.03300619","-74.87259705","POINT (-74.87259705 43.03300619)"
"WWR0001314","Rockland Country Club","Orangetown (T)","Rockland","3","Recreational - Golf Course","Surface Water","2017","0.1","0.18","41.02465946","-73.91741509","POINT (-73.91741509 41.02465946)"
"WWR0000482","Ellisburg, Tn, Water District #1","Ellisburg (T)","Jefferson","6","Public Water Supply","Groundwater","2018","0.07","0.11","43.73240908","-76.13614613","POINT (-76.13614613 43.73240908)"
"WWR0001540","Tilcon - Clinton Point Quarry","Poughkeepsie (T)","Dutchess","3","Mine Dewatering","Surface Water","2016","22.38","38.08","41.62608123","-73.93656033","POINT (-73.93656033 41.62608123)"
"WWR0000498","Evans Chemetics LP","Waterloo (T)","Seneca","8","Industrial","Groundwater; Surface Water; Purchase","2015","2.8","7.2","42.90200967","-76.85420581","POINT (-76.85420581 42.90200967)"
"WWR0001415","SH Water Company (Sackett Lake Estates)","Thompson (T)","Sullivan","3","Public Water Supply","Groundwater","2014","0","0.01","41.62520649","-74.74975522","POINT (-74.74975522 41.62520649)"
"WWR0000628","NYS Corrections Great Meadow Correctional Facility","Whitehall (T)","Washington","5","Institutional","Groundwater; Surface Water","2010","0.46","0.72","43.45790071","-73.43266701","POINT (-73.43266701 43.45790071)"
"WWR0000010","Adirondack Farms LLC","Ausable (T)","Clinton","5","Agricultural","Groundwater","2016","0.08","0.23","44.54283265","-73.52570076","POINT (-73.52570076 44.54283265)"
"WWR0001731","Wm Wickham Farm","Southold (T)","Suffolk","1","Agricultural","Groundwater","2015","0.06","1.08","41.00399985","-72.49740369","POINT (-72.49740369 41.00399985)"
"WWR0000804","Irving Tissue, Inc","Fort Edward (T)","Washington","5","Industrial","Surface Water","2017","2.01","2.55","43.26952006","-73.59250183","POINT (-73.59250183 43.26952006)"
"WWR0001654","New Enterprise BSC, Wehrle Quarry","Lancaster (T)","Erie","9","Mine Dewatering","Surface Water","2016","16.1","26.36","42.95329758","-78.66476867","POINT (-78.66476867 42.95329758)"
"WWR0001615","Voorheesville, Vg","New Scotland (T)","Albany","4","Public Water Supply","Groundwater","2010","0.36","0.54","42.6517938","-73.92828427","POINT (-73.92828427 42.6517938)"
"WWR0000786","Indian Head Golf Course","Aurelius (T)","Cayuga","7","Recreational - Golf Course","Groundwater; Surface Water","2017","0","0.01","42.95455596","-76.71845536","POINT (-76.71845536 42.95455596)"
"WWR0001511","Syracuse Sand & Gravel  - Hastings Main","Hastings (T)","Oswego","7","Industrial","Surface Water","2018","0","0","43.34266082","-76.16160641","POINT (-76.16160641 43.34266082)"
"WWR0001296","Richfield Springs, Vg","Springfield (T)","Otsego","4","Public Water Supply","Surface Water","2020","0.13","0.2","42.85357628","-74.98898621","POINT (-74.98898621 42.85357628)"
"WWR0000145","Bolivar, Vg","Bolivar (T)","Allegany","9","Public Water Supply","Groundwater","2017","0.21","0.03","42.0676015","-78.16748024","POINT (-78.16748024 42.0676015)"
"WWR0001189","Peckham Materials - Hudson Falls","Kingsbury (T)","Washington","5","Mine Dewatering","Surface Water","2015","1.19","1.78","43.34999192","-73.56993897","POINT (-73.56993897 43.34999192)"
"WWR0001273","NYSDEC Randolph Fish Hatchery","Cold Spring (T)","Cattaraugus","9","Other","Surface Water","2015","2.7","3.01","42.15496463","-78.93940562","POINT (-78.93940562 42.15496463)"
"WWR0001857","Transit Valley Country Club","Amherst (T)","Erie","9","Recreational - Golf Course","Groundwater; Surface Water","2012","0.07","0.26","43.01246688","-78.6987054","POINT (-78.6987054 43.01246688)"
"WWR0000218","Canisteo, Vg","Canisteo (T)","Steuben","8","Public Water Supply","Groundwater","2017","0.25","0.44","42.27258733","-77.60609516","POINT (-77.60609516 42.27258733)"
"WWR0001913","Frear Park Municipal Golf","Troy (C)","Rensselaer","4","Recreational - Golf Course","Surface Water","2020","0.1","0.22","42.74532401","-73.6705703","POINT (-73.6705703 42.74532401)"
"WWR0001559","Trainer Farm","Chateaugay (T)","Franklin","5","Agricultural","Groundwater; Purchase","2018","0.04","0.04","44.96470029","-74.04676216","POINT (-74.04676216 44.96470029)"
"WWR0001042","Moserdale Farm","Denmark (T)","Lewis","6","Agricultural","Groundwater","2015","0.04","0.06","43.87029537","-75.61530819","POINT (-75.61530819 43.87029537)"
"WWR0001583","Twin Hills Golf Course","Parma (T)","Monroe","8","Recreational - Golf Course","Surface Water","2011","0.08","0.41","43.22028854","-77.85683204","POINT (-77.85683204 43.22028854)"
"WWR0000752","Homogeneous Metals","Paris (T)","Oneida","6","Industrial","Surface Water","2011","0.56","1.33","42.97865552","-75.25045398","POINT (-75.25045398 42.97865552)"
"WWR0001202","Perry, Vg","Castile (T)","Wyoming","9","Public Water Supply","Surface Water","2011","0.62",,"42.71777706","-78.00853445","POINT (-78.00853445 42.71777706)"
"WWR0001930","Bent Wire - SOUTHERN DUTCHESS SAND & GRAVEL","Fishkill (T)","Dutchess","3","Industrial","Surface Water","2018","0.18","0.21","41.4961627","-73.90214809","POINT (-73.90214809 41.4961627)"
"WWR0000146","Bolton Water District","Bolton (T)","Warren","5","Public Water Supply","Surface Water","2009","0.22","0.31","43.55707436","-73.6555423","POINT (-73.6555423 43.55707436)"
"WWR0001838","Newport, Vg","Newport (T)","Herkimer","6","Public Water Supply","Surface Water","2011","0.08","0.1","43.18234213","-75.01127344","POINT (-75.01127344 43.18234213)"
"WWR0000474","Spallina  Materials","Cohocton (T)","Steuben","8","Mine Dewatering","Groundwater; Surface Water","2013","0.99","8.68","42.48848761","-77.50558917","POINT (-77.50558917 42.48848761)"
"WWR0000823","Jay Water District","Jay (T)","Essex","5","Public Water Supply","Groundwater","2015","0.16","0.39","44.4388368","-73.67662001","POINT (-73.67662001 44.4388368)"
"WWR0001461","Spook Rock Golf Course","Ramapo (T)","Rockland","3","Recreational - Golf Course","Groundwater; Surface Water","2013","0.15","0.64","41.12837238","-74.09784239","POINT (-74.09784239 41.12837238)"
"WWR0001302","Ridgemont Country Club","Greece (T)","Monroe","8","Recreational - Golf Course","Surface Water","2010","0.15","1","43.21321958","-77.72822733","POINT (-77.72822733 43.21321958)"
"WWR0000104","Bath, Vg","Bath (T)","Steuben","8","Public Water Supply","Groundwater","2011","0.95","2.05","42.33578576","-77.31773994","POINT (-77.31773994 42.33578576)"
"WWR0000303","Clover-Leaf Nursery","Colonie (T)","Albany","4","Agricultural","Surface Water","2016","0.11","0.32","42.69535669","-73.71343796","POINT (-73.71343796 42.69535669)"
"WWR0001840","Pittsford, Tn - Recreational","Pittsford (T)","Monroe","8","Recreational - Other","Surface Water","2014","0","0","43.08985803","-77.51964623","POINT (-77.51964623 43.08985803)"
"WWR0001600","Van Etten, Vg","Van Etten (T)","Chemung","8","Public Water Supply","Groundwater","2013","0.07",,"42.20118734","-76.5519193","POINT (-76.5519193 42.20118734)"
"WWR0000956","Mark Twain State Park_Soaring Eagle","Veteran (T)","Chemung","8","Recreational - Golf Course","Surface Water","2014","0.04","0.42","42.20582879","-76.82906455","POINT (-76.82906455 42.20582879)"
"WWR0001893","New Windsor, Tn","New Windsor (T)","Orange","3","Public Water Supply","Groundwater","2017","2.9","3.4","41.48220077","-74.06294725","POINT (-74.06294725 41.48220077)"
"WWR0000913","The Links at Ivy Ridge","Newstead (T)","Erie","9","Recreational - Golf Course","Groundwater","2015","0.09","0.35","42.99285387","-78.52876597","POINT (-78.52876597 42.99285387)"
"WWR0001669","US ARMY - WEST POINT - Transportation Pool","Highlands (T)","Orange","3","Institutional","Surface Water","2012","0","0.02","41.35320136","-74.04601961","POINT (-74.04601961 41.35320136)"
"WWR0002059","Niagara Orleans Golf Course","Royalton (T)","Niagara","9","Recreational - Golf Course","Surface Water","2020","0.01","0.01","43.20748165","-78.52920179","POINT (-78.52920179 43.20748165)"
"WWR0001917","Cragie Brae Golf Course","Chili (T)","Monroe","8","Recreational - Golf Course","Groundwater","2020","0.03","0.14","43.0428477","-77.79657644","POINT (-77.79657644 43.0428477)"
"WWR0001485","Stockport, Tn","Stockport (T)","Columbia","4","Public Water Supply","Groundwater","2009","0.17","0.4","42.28697344","-73.74741062","POINT (-73.74741062 42.28697344)"
"WWR0001281","Red Hook Golf Club","Red Hook (T)","Dutchess","3","Recreational - Golf Course","Surface Water","2016","0.06","0.25","41.9763503","-73.83218883","POINT (-73.83218883 41.9763503)"
"WWR0000159","Brewster Heights - Middle Branch","Southeast (T)","Putnam","3","Public Water Supply","Surface Water","2013","0.07","0.11","41.39959801","-73.63331293","POINT (-73.63331293 41.39959801)"
"WWR0000046","Amdur Park, Woodbury Water District #6","Woodbury (T)","Orange","3","Public Water Supply","Groundwater","2010","0.02","0.06","41.35390011","-74.16364046","POINT (-74.16364046 41.35390011)"
"WWR0000405","Deer Run Farms","Brookhaven (T)","Suffolk","1","Agricultural","Groundwater","2016","0.05","0.22","40.76943022","-72.92224198","POINT (-72.92224198 40.76943022)"
"WWR0000034","Allegany State Park - Cain Hollow","Cold Spring (T)","Cattaraugus","9","Institutional","Groundwater","2015","0","0.05","42.09956921","-78.74832006","POINT (-78.74832006 42.09956921)"
"WWR0000677","Hanson Aggregates - Boonville","Boonville (T)","Oneida","6","Mine Dewatering","Surface Water","2015","0","0","43.46710666","-75.31651285","POINT (-75.31651285 43.46710666)"
"WWR0001071","Bonded Concrete - Nassau Quarry","Nassau (T)","Rensselaer","4","Mine Dewatering","Surface Water","2011","0.21","0.36","42.58161789","-73.50639916","POINT (-73.50639916 42.58161789)"
"WWR0000216","Canaseraga, Vg","Burns (T)","Allegany","9","Public Water Supply","Groundwater; Surface Water","2012","0.09","0.11","42.46131516","-77.77752522","POINT (-77.77752522 42.46131516)"
"WWR0000227","Carmel Water District #9","Carmel (T)","Putnam","3","Public Water Supply","Groundwater","2014","0.04","0.05","41.37445091","-73.75985217","POINT (-73.75985217 41.37445091)"
"WWR0001127","Omega Wire - Williamstown","Williamstown (T)","Oswego","7","Industrial","Surface Water","2019","0.05","0.2","43.42631945","-75.89313949","POINT (-75.89313949 43.42631945)"
"WWR0001823","Samuel A Carlson Generating Station","Jamestown (C)","Chautauqua","9","Power - Fossil Fuel","Surface Water","2019","0.36","0.63","42.09310475","-79.24638317","POINT (-79.24638317 42.09310475)"
"WWR0000177","Broughton Farm","Gainesville (T)","Wyoming","9","Agricultural","Groundwater","2021","0.38","0.4","42.65562555","-78.1106678","POINT (-78.1106678 42.65562555)"
"WWR0001600","Van Etten, Vg","Van Etten (T)","Chemung","8","Public Water Supply","Groundwater","2019","0.02","0.03","42.20118734","-76.5519193","POINT (-76.5519193 42.20118734)"
"WWR0000357","Cortland Country Club","Cortlandville (T)","Cortland","7","Recreational - Golf Course","Groundwater","2019","0.08","0.4","42.62504901","-76.18665806","POINT (-76.18665806 42.62504901)"
"WWR0001980","Otisville Federal Correctional Institute","Deerpark (T)","Orange","3","Institutional","Groundwater","2021","0.08","0.14","41.49596391","-74.52740184","POINT (-74.52740184 41.49596391)"
"WWR0001276","Ravenswood Generating Station","Queens (T)","Queens","2","Power - Fossil Fuel","Surface Water; Purchase","2015","597","1523.5","40.75852576","-73.94507141","POINT (-73.94507141 40.75852576)"
"WWR0000111","NYS Corrections Bedford Hills Correctional Facility","Bedford (T)","Westchester","3","Institutional","Groundwater","2015","0.02","0.02","41.24150522","-73.68007459","POINT (-73.68007459 41.24150522)"
"WWR0001144","Oswego, City","Oswego (C)","Oswego","7","Public Water Supply","Surface Water","2011","7.85","14.09","43.45536801","-76.51134199","POINT (-76.51134199 43.45536801)"
"WWR0001109","Oak Hill Country Club","Pittsford (T)","Monroe","8","Recreational - Golf Course","Surface Water","2020","0.26","0.89","43.11521275","-77.52583675","POINT (-77.52583675 43.11521275)"
"WWR0001736","Woodland Water District","Oneonta (T)","Otsego","4","Public Water Supply","Groundwater","2020","0.02","0.05","42.45315902","-75.00304223","POINT (-75.00304223 42.45315902)"
"WWR0000535","Fort Ann, Vg","Fort Ann (T)","Washington","5","Public Water Supply","Groundwater","2019","0.08","0.13","43.41490504","-73.48744546","POINT (-73.48744546 43.41490504)"
"WWR0000198","Callanan - East Kingston Site","Ulster (T)","Ulster","3","Mine Dewatering","Surface Water","2018","0.87","1.48","41.95411746","-73.97201542","POINT (-73.97201542 41.95411746)"
"WWR0000938","Lyonsdale Biomass, LLC","Lyonsdale (T)","Lewis","6","Power - Other","Surface Water","2011","0.26","0.56","43.61571281","-75.30647202","POINT (-75.30647202 43.61571281)"
"WWR0001092","Newburgh Consolidated Water District","Newburgh (T)","Orange","3","Public Water Supply","Surface Water; Purchase","2015","2.9","3.8","41.55586388","-74.0631431","POINT (-74.0631431 41.55586388)"
"WWR0000391","PB Energy Dale Brine Field","Middlebury (T)","Wyoming","9","Industrial","Groundwater; Surface Water","2014","0.57","1.51","42.84324877","-78.17692261","POINT (-78.17692261 42.84324877)"
"WWR0001424","Sherburne, Vg","Sherburne (T)","Chenango","7","Public Water Supply","Groundwater","2019","0.26","0.51","42.6784715","-75.50035504","POINT (-75.50035504 42.6784715)"
"WWR0000343","Cornell University - Water Filtration Plant","Ithaca (T)","Tompkins","7","Institutional","Surface Water","2010","2.82",,"42.45397022","-76.45600501","POINT (-76.45600501 42.45397022)"
"WWR0001778","Norwich, City","Norwich (T)","Chenango","7","Public Water Supply","Groundwater; Surface Water","2013","0.91","1.45","42.53171906","-75.52162343","POINT (-75.52162343 42.53171906)"
"WWR0000608","NYS ORDA Gore Mountain - Snow","Johnsburg (T)","Warren","5","Recreational - Snow Making","Surface Water","2011","4.54","7.2","43.67331891","-74.0071954","POINT (-74.0071954 43.67331891)"
"WWR0000477","Elba, Vg","Elba (T)","Genesee","8","Public Water Supply","Groundwater","2012","0.09","0.18","43.08089516","-78.18631187","POINT (-78.18631187 43.08089516)"
"WWR0000757","Hornell, City","Fremont (T)","Steuben","8","Public Water Supply","Groundwater; Surface Water","2011","2.36","3.81","42.32751049","-77.66134809","POINT (-77.66134809 42.32751049)"
"WWR0000947","Malone, Vg","Malone (T)","Franklin","5","Public Water Supply","Groundwater","2017","2.1","3","44.84989929","-74.29217583","POINT (-74.29217583 44.84989929)"
"WWR0001481","Stauffer Farms LLC","Lawrence (T)","St. Lawrence","6","Agricultural","Groundwater","2019","0.1","0.15","44.77022411","-74.66594275","POINT (-74.66594275 44.77022411)"
"WWR0001273","NYSDEC Randolph Fish Hatchery","Cold Spring (T)","Cattaraugus","9","Other","Surface Water","2011","2.74","3.01","42.15496463","-78.93940562","POINT (-78.93940562 42.15496463)"
"WWR0001581","Tuxedo Park, Vg","Tuxedo (T)","Orange","3","Public Water Supply","Surface Water","2017","0.35","0.6","41.18979961","-74.20846976","POINT (-74.20846976 41.18979961)"
"WWR0001057","Cold Spring, Vg","Philipstown (T)","Putnam","3","Public Water Supply","Surface Water; Purchase","2013","0.24","0.42","41.41784996","-73.95798521","POINT (-73.95798521 41.41784996)"
"WWR0001473","St. Lawrence University (Athletic Fields)","Canton (T)","St. Lawrence","6","Recreational - Other","Surface Water","2012","0.08","0.44","44.59273925","-75.16019785","POINT (-75.16019785 44.59273925)"
"WWR0000536","US Army Fort Drum","Le Ray (T)","Jefferson","6","Public Water Supply","Groundwater","2017","1.28","1.46","44.02730287","-75.76797044","POINT (-75.76797044 44.02730287)"
"WWR0000600","Glenview Dairy","Montour (T)","Schuyler","8","Agricultural","Groundwater; Surface Water","2018","0.09","0.12","42.29954259","-76.80296355","POINT (-76.80296355 42.29954259)"
"WWR0000164","Bristol Mountain","South Bristol (T)","Ontario","8","Recreational - Snow Making","Surface Water","2014","1.19","10.08","42.74480159","-77.40285769","POINT (-77.40285769 42.74480159)"
"WWR0000304","Clyde, Vg","Galen (T)","Wayne","8","Public Water Supply","Groundwater","2018","0.16","0.3","43.08379649","-76.87033177","POINT (-76.87033177 43.08379649)"
"WWR0002020","Malta Gardens Community","Malta (T)","Saratoga","5","Public Water Supply","Groundwater","2019","0.08","0.1","42.95824496","-73.79106095","POINT (-73.79106095 42.95824496)"
"WWR0001549","Lake Tiorati Water Supply","Tuxedo (T)","Orange","3","Institutional","Surface Water","2014","0.03","0.09","41.27200365","-74.09125912","POINT (-74.09125912 41.27200365)"
"WWR0001594","Valatie, Vg","Kinderhook (T)","Columbia","4","Public Water Supply","Groundwater","2012","0.17","0.29","42.4136132","-73.6728597","POINT (-73.6728597 42.4136132)"
"WWR0001147","Otego, Vg","Otego (T)","Otsego","4","Public Water Supply","Groundwater","2021","0.08","0.3","42.3968309","-75.17312234","POINT (-75.17312234 42.3968309)"
"WWR0001192","Pedersen Farms","Seneca (T)","Ontario","8","Agricultural","Surface Water","2012","0.08",,"42.88769328","-77.07645553","POINT (-77.07645553 42.88769328)"
"WWR0000892","Lamb Farms # 1","Oakfield (T)","Genesee","8","Agricultural","Groundwater","2014","0.08","0.13","43.08180502","-78.28616381","POINT (-78.28616381 43.08180502)"
"WWR0000039","Allenwaite Farms, Inc","Easton (T)","Washington","5","Agricultural","Groundwater; Surface Water","2015","0.05","0.06","43.00065137","-73.55942099","POINT (-73.55942099 43.00065137)"
"WWR0000091","Ballston Spa, Vg","Saratoga Springs (C)","Saratoga","5","Public Water Supply","Groundwater","2016","0.77","1.4","43.00262907","-73.85124159","POINT (-73.85124159 43.00262907)"
"WWR0000797","Interlaken, Vg","Covert (T)","Seneca","8","Public Water Supply","Groundwater","2014","0.05",,"42.61882017","-76.72493237","POINT (-76.72493237 42.61882017)"
"WWR0000017","Ogdensburg Energy Facility","Ogdensburg (C)","St. Lawrence","6","Power - Fossil Fuel","Surface Water","2017","0","0","44.72584482","-75.44203885","POINT (-75.44203885 44.72584482)"
"WWR0000583","Gernatt - Vogtli","Persia (T)","Cattaraugus","9","Mine Dewatering","Surface Water","2019","0.57","0.71","42.44946691","-78.93042011","POINT (-78.93042011 42.44946691)"
"WWR0000597","Glenfield Water District","Martinsburg (T)","Lewis","6","Public Water Supply","Groundwater","2014","0.03","0.07","43.71036837","-75.40341241","POINT (-75.40341241 43.71036837)"
"WWR0000357","Cortland Country Club","Cortlandville (T)","Cortland","7","Recreational - Golf Course","Groundwater","2020","0.08","0.4","42.62504901","-76.18665806","POINT (-76.18665806 42.62504901)"
"WWR0000652","Groton, Vg","Groton (T)","Tompkins","7","Public Water Supply","Groundwater; Surface Water","2019","0.29","0.4","42.590817","-76.36852159","POINT (-76.36852159 42.590817)"
"WWR0001591","United Water New York","Ramapo (T)","Rockland","3","Public Water Supply","Groundwater; Surface Water","2010","29.5","47.23","41.09596509","-73.98866596","POINT (-73.98866596 41.09596509)"
"WWR0001154","Owego, Tn  Water District #2","Owego (T)","Tioga","7","Public Water Supply","Groundwater","2015","0.17","0.39","42.06002731","-76.14655314","POINT (-76.14655314 42.06002731)"
"WWR0000698","Hanson Aggregates - St. Johnsville Quarry","St Johnsville (T)","Montgomery","4","Industrial","Groundwater; Surface Water","2011","0.03","0.12","43.00635731","-74.70506925","POINT (-74.70506925 43.00635731)"
