"county","year","population","index_count","index_rate","violent_count","violent_rate","property_count","property_rate","firearm_count","firearm_rate"
"Jefferson","2010","118131","2434","2060.4","220","186.2","2214","1874.2","31","26.2"
"Kings","2010","2550004","57172","2242","16514","647.6","40658","1594.4",,
"Lewis","2010","25785","462","1791.7","25","97","437","1694.8","5","19.4"
"Livingston","2010","62020","1157","1865.5","47","75.8","1110","1789.7","3","4.8"
"Madison","2010","69222","1295","1870.8","53","76.6","1242","1794.2","8","11.6"
"Monroe","2010","724942","26186","3612.2","2823","389.4","23363","3222.7","817","112.7"
"Montgomery","2010","47969","1163","2424.5","72","150.1","1091","2274.4","4","8.3"
"Nassau","2010","1344303","20320","1511.6","2344","174.4","17976","1337.2","404","30.1"
"New York","2010","1618207","51297","3170","8829","545.6","42468","2624.4",,
"Niagara","2010","211650","7209","3406.1","835","394.5","6374","3011.6","124","58.6"
"Oneida","2010","228059","6238","2735.3","587","257.4","5651","2477.9","115","50.4"
"Onondaga","2010","449339","13005","2894.3","1608","357.9","11397","2536.4","355","79"
"Ontario","2010","105010","1995","1899.8","128","121.9","1867","1777.9","7","6.7"
"Orange","2010","383475","9079","2367.6","996","259.7","8083","2107.8","152","39.6"
"Orleans","2010","41377","1063","2569.1","79","190.9","984","2378.1","5","12.1"
"Oswego","2010","119906","3288","2742.1","189","157.6","3099","2584.5","16","13.3"
"Otsego","2010","60905","1145","1880","126","206.9","1019","1673.1","13","21.3"
"Putnam","2010","98472","934","948.5","69","70.1","865","878.4","7","7.1"
"Queens","2010","2291352","38808","1693.7","9725","424.4","29083","1269.3",,
"Rensselaer","2010","154087","4853","3149.5","546","354.3","4307","2795.2","93","60.4"
"Richmond","2010","488456","6819","1396","1351","276.6","5468","1119.4",,
"Rockland","2010","298092","4766","1598.8","460","154.3","4306","1444.5","61","20.5"
"Saratoga","2010","219519","2482","1130.7","141","64.2","2341","1066.4","14","6.4"
"Schenectady","2010","151036","3236","2142.5","151","100","3085","2042.6","4","2.6"
"Schoharie","2010","31169","6021","19317.3","748","2399.8","5273","16917.5","145","465.2"
"Schuyler","2010","18455","467","2530.5","17","92.1","450","2438.4","1","5.4"
"Seneca","2010","33740","198","586.8","11","32.6","187","554.2","0","0"
"Steuben","2010","95252","1837","1928.6","164","172.2","1673","1756.4","8","8.4"
"St Lawrence","2010","108273","2482","2292.4","141","130.2","2341","2162.1","14","12.9"
"Suffolk","2010","1511183","32638","2159.8","2377","157.3","30261","2002.5","542","35.9"
"Sullivan","2010","75137","1708","2273.2","219","291.5","1489","1981.7","18","24"
"Tioga","2010","49341","600","1216","36","73","564","1143.1","6","12.2"
"Tompkins","2010","101158","2505","2476.3","120","118.6","2385","2357.7","14","13.8"
"Ulster","2010","179764","3840","2136.1","408","227","3432","1909.2","40","22.3"
"Warren","2010","65549","1297","1978.7","99","151","1198","1827.6","4","6.1"
"Washington","2010","62227","884","1420.6","93","149.5","791","1271.2","12","19.3"
"Wayne","2010","90027","1966","2183.8","169","187.7","1797","1996.1","14","15.6"
"Westchester","2010","948303","15392","1623.1","2457","259.1","12935","1364","347","36.6"
"Wyoming","2010","40743","476","1168.3","33","81","443","1087.3","6","14.7"
"Yates","2010","24182","474","1960.1","18","74.4","456","1885.7","1","4.1"
"Albany","2009","298400","10613","3556.6","1289","432","9324","3124.7","191","64"
"Allegany","2009","49605","776","1564.4","129","260.1","647","1304.3","5","10.1"
"Bronx","2009","1398093","33755","2414.4","11242","804.1","22513","1610.3",,
"Broome","2009","194381","6171","3174.7","458","235.6","5713","2939.1","56","28.8"
"Cattaraugus","2009","77397","1855","2396.7","184","237.7","1671","2159","14","18.1"
"Cayuga","2009","79569","1660","2086.2","186","233.8","1474","1852.5","20","25.1"
"Chautauqua","2009","133112","3597","2702.2","256","192.3","3341","2509.9","23","17.3"
"Chemung","2009","87431","2126","2431.6","161","184.1","1965","2247.5","22","25.2"
"Chenango","2009","50830","997","1961.4","53","104.3","944","1857.2","7","13.8"
"Clinton","2009","82153","1698","2066.9","133","161.9","1565","1905","4","4.9"
"Columbia","2009","61871","1180","1907.2","113","182.6","1067","1724.6","17","27.5"
"Cortland","2009","48257","1084","2246.3","106","219.7","978","2026.6","6","12.4"
"Delaware","2009","45075","754","1672.8","69","153.1","685","1519.7","7","15.5"
"Dutchess","2009","294145","6095","2072.1","909","309","5186","1763.1","120","40.8"
"Erie","2009","905273","32656","3607.3","4915","542.9","27741","3064.4","1331","147"
"Essex","2009","36495","520","1424.9","49","134.3","471","1290.6","2","5.5"
"Franklin","2009","50448","937","1857.4","65","128.8","872","1728.5","8","15.9"
"Fulton","2009","54912","1522","2771.7","112","204","1410","2567.7","18","32.8"
"Genesee","2009","57420","1497","2607.1","92","160.2","1405","2446.9","12","20.9"
"Greene","2009","49071","851","1734.2","102","207.9","749","1526.4","11","22.4"
"Hamilton","2009","4980","51","1024.1","2","40.2","49","983.9","0","0"
"Herkimer","2009","61943","1369","2210.1","168","271.2","1201","1938.9","9","14.5"
"Jefferson","2009","118766","2701","2274.2","224","188.6","2477","2085.6","28","23.6"
"Kings","2009","2567968","55816","2173.5","15803","615.4","40013","1558.2",,
"Lewis","2009","26082","387","1483.8","23","88.2","364","1395.6","2","7.7"
"Livingston","2009","63003","998","1584.1","69","109.5","929","1474.5","9","14.3"
"Madison","2009","69784","1320","1891.6","59","84.5","1261","1807","8","11.5"
"Monroe","2009","731849","25856","3533","2598","355","23258","3178","785","107.3"
"Montgomery","2009","48557","726","1495.2","131","269.8","595","1225.4","10","20.6"
"Nassau","2009","1352956","21828","1613.4","2496","184.5","19332","1428.9","453","33.5"
"New York","2009","1642066","52899","3221.5","8710","530.4","44189","2691.1",,
"Niagara","2009","213831","7173","3354.5","847","396.1","6326","2958.4","135","63.1"
"Oneida","2009","231141","6565","2840.3","644","278.6","5921","2561.6","136","58.8"
"Onondaga","2009","451917","13397","2964.5","1675","370.6","11722","2593.8","301","66.6"
"Ontario","2009","104919","1870","1782.3","139","132.5","1731","1649.8","25","23.8"
"Orange","2009","383829","8766","2283.8","942","245.4","7824","2038.4","127","33.1"
"Orleans","2009","41904","1266","3021.2","71","169.4","1195","2851.8","8","19.1"
"Oswego","2009","121238","2789","2300.4","176","145.2","2613","2155.3","20","16.5"
"Otsego","2009","61976","1201","1937.8","140","225.9","1061","1712","8","12.9"
"Putnam","2009","99574","963","967.1","85","85.4","878","881.8","5","5"
"Queens","2009","2303205","38925","1690","9299","403.7","29626","1286.3",,
"Rensselaer","2009","155511","4809","3092.4","513","329.9","4296","2762.5","96","61.7"
"Richmond","2009","489575","6962","1422","1303","266.1","5659","1155.9",,
"Rockland","2009","299944","4988","1663","473","157.7","4515","1505.3","60","20"
"Saratoga","2009","218936","2923","1335.1","173","79","2750","1256.1","15","6.9"
"Schenectady","2009","151942","5830","3837","652","429.1","5178","3407.9","129","84.9"
"Schoharie","2009","31936","572","1791.1","27","84.5","545","1706.5","3","9.4"
"Schuyler","2009","18839","174","923.6","18","95.5","156","828.1","4","21.2"
"Seneca","2009","34162","651","1905.6","48","140.5","603","1765.1","5","14.6"
"Steuben","2009","96303","1401","1454.8","134","139.1","1267","1315.6","3","3.1"
"St Lawrence","2009","109430","1818","1661.3","194","177.3","1624","1484.1","14","12.8"
"Suffolk","2009","1521962","32603","2142.2","2740","180","29863","1962.1","582","38.2"
"Sullivan","2009","76387","1544","2021.3","186","243.5","1358","1777.8","15","19.6"
"Tioga","2009","49986","555","1110.3","30","60","525","1050.3","6","12"
"Tompkins","2009","101616","2558","2517.3","153","150.6","2405","2366.8","13","12.8"
"Ulster","2009","182041","3898","2141.3","445","244.5","3453","1896.8","57","31.3"
"Warren","2009","66247","1444","2179.7","77","116.2","1367","2063.5","3","4.5"
"Washington","2009","62991","769","1220.8","60","95.3","709","1125.6","5","7.9"
"Wayne","2009","91270","1774","1943.7","140","153.4","1634","1790.3","15","16.4"
"Westchester","2009","956850","16636","1738.6","2482","259.4","14154","1479.2","317","33.1"
"Wyoming","2009","41453","500","1206.2","47","113.4","453","1092.8","8","19.3"
"Yates","2009","24634","350","1420.8","11","44.7","339","1376.1","0","0"
"Albany","2008","299789","10750","3585.9","1356","452.3","9394","3133.5","238","79.4"
"Allegany","2008","49594","651","1312.7","91","183.5","560","1129.2","2","4"
"Bronx","2008","1385371","35284","2546.9","11345","818.9","23939","1728",,
"Broome","2008","195377","6863","3512.7","555","284.1","6308","3228.6","43","22"
"Cattaraugus","2008","77775","1930","2481.5","215","276.4","1715","2205.1","16","20.6"
"Cayuga","2008","79812","1853","2321.7","147","184.2","1706","2137.5","7","8.8"
"Chautauqua","2008","133217","3734","2802.9","320","240.2","3414","2562.7","35","26.3"
"Chemung","2008","87619","2337","2667.2","204","232.8","2133","2434.4","23","26.3"
"Chenango","2008","51170","934","1825.3","41","80.1","893","1745.2","4","7.8"
"Clinton","2008","82475","1819","2205.5","142","172.2","1677","2033.3","3","3.6"
"Columbia","2008","62256","1336","2146","137","220.1","1199","1925.9","15","24.1"
"Cortland","2008","48328","1106","2288.5","112","231.7","994","2056.8","4","8.3"
"Delaware","2008","45266","738","1630.4","74","163.5","664","1466.9","10","22.1"
"Dutchess","2008","294181","6537","2222.1","892","303.2","5645","1918.9","201","68.3"
"Erie","2008","908651","33375","3673","4735","521.1","28640","3151.9","1299","143"
"Essex","2008","36790","467","1269.4","51","138.6","416","1130.7","3","8.2"
"Franklin","2008","50353","1003","1991.9","95","188.7","908","1803.3","2","4"
"Fulton","2008","55012","1487","2703","99","180","1388","2523.1","12","21.8"
"Genesee","2008","57721","1446","2505.2","113","195.8","1333","2309.4","11","19.1"
"Greene","2008","49358","1418","2872.9","102","206.7","1316","2666.2","6","12.2"
"Hamilton","2008","5036","41","814.1","5","99.3","36","714.9","0","0"
"Herkimer","2008","62313","1285","2062.2","201","322.6","1084","1739.6","7","11.2"
"Jefferson","2008","117896","2771","2350.4","271","229.9","2500","2120.5","28","23.7"
"Kings","2008","2549604","59547","2335.5","16895","662.7","42652","1672.9",,
"Lewis","2008","26403","384","1454.4","35","132.6","349","1321.8","5","18.9"
"Livingston","2008","63029","1075","1705.6","72","114.2","1003","1591.3","6","9.5"
"Madison","2008","69859","1461","2091.4","70","100.2","1391","1991.2","7","10"
"Monroe","2008","728695","24904","3417.6","2917","400.3","21987","3017.3","882","121"
"Montgomery","2008","48560","785","1616.6","134","275.9","651","1340.6","5","10.3"
"Nassau","2008","1354833","21075","1555.5","2309","170.4","18766","1385.1","407","30"
"New York","2008","1634686","54731","3348.1","9176","561.3","45555","2786.8",,
"Niagara","2008","214193","7167","3346","763","356.2","6404","2989.8","107","50"
"Oneida","2008","231868","6610","2850.8","672","289.8","5938","2560.9","152","65.6"
"Onondaga","2008","453316","13460","2969.2","1728","381.2","11732","2588","309","68.2"
"Ontario","2008","104379","1897","1817.4","108","103.5","1789","1713.9","11","10.5"
"Orange","2008","381554","9184","2407","1039","272.3","8145","2134.7","123","32.2"
"Orleans","2008","42138","1107","2627.1","73","173.2","1034","2453.8","9","21.4"
"Oswego","2008","121286","2593","2137.9","184","151.7","2409","1986.2","29","23.9"
"Otsego","2008","62469","1102","1764.1","86","137.7","1016","1626.4","10","16"
"Putnam","2008","99894","1052","1053.1","83","83.1","969","970","4","4"
"Queens","2008","2289695","41349","1805.9","9689","423.2","31660","1382.7",,
"Rensselaer","2008","155621","4770","3065.1","547","351.5","4223","2713.6","89","57.2"
"Richmond","2008","485719","7508","1545.7","1325","272.8","6183","1273",,
"Rockland","2008","298129","5047","1692.9","542","181.8","4505","1511.1","36","12.1"
"Saratoga","2008","217656","3140","1442.6","161","74","2979","1368.7","9","4.1"
"Schenectady","2008","151325","5643","3729.1","740","489","4903","3240","174","115"
"Schoharie","2008","32113","605","1884","22","68.5","583","1815.5","1","3.1"
"Schuyler","2008","18989","207","1090.1","15","79","192","1011.1","1","5.3"
"Seneca","2008","34332","665","1937","46","134","619","1803","5","14.6"
"Steuben","2008","96608","1498","1550.6","161","166.7","1337","1383.9","1","1"
"St Lawrence","2008","109530","2327","2124.5","210","191.7","2117","1932.8","6","5.5"
"Suffolk","2008","1522727","34015","2233.8","2613","171.6","31402","2062.2","568","37.3"
"Sullivan","2008","76571","1806","2358.6","195","254.7","1611","2103.9","11","14.4"
"Tioga","2008","50281","580","1153.5","36","71.6","544","1081.9","4","8"
"Tompkins","2008","101591","2475","2436.2","137","134.9","2338","2301.4","20","19.7"
"Ulster","2008","182305","3670","2013.1","459","251.8","3211","1761.3","33","18.1"
"Warren","2008","66478","1614","2427.9","111","167","1503","2260.9","4","6"
"Washington","2008","62944","911","1447.3","119","189.1","792","1258.3","6","9.5"
"Wayne","2008","90960","2008","2207.6","185","203.4","1823","2004.2","8","8.8"
"Westchester","2008","954255","16723","1752.5","2414","253","14309","1499.5","319","33.4"
"Wyoming","2008","41742","547","1310.4","52","124.6","495","1185.9","9","21.6"
"Yates","2008","24542","284","1157.2","15","61.1","269","1096.1","1","4.1"
"Albany","2007","297154","10584","3561.8","1468","494","9116","3067.8","208","70"
"Allegany","2007","50178","710","1415","86","171.4","624","1243.6","6","12"
"Bronx","2007","1364553","36053","2642.1","11689","856.6","24364","1785.5",,
"Broome","2007","195161","6023","3086.2","459","235.2","5564","2851","33","16.9"
"Cattaraugus","2007","79103","2114","2672.5","149","188.4","1965","2484.1","25","31.6"
"Cayuga","2007","80918","1847","2282.6","172","212.6","1675","2070","16","19.8"
"Chautauqua","2007","134387","3805","2831.4","341","253.7","3464","2577.6","38","28.3"
"Chemung","2007","88057","2606","2959.4","224","254.4","2382","2705.1","28","31.8"
"Chenango","2007","51696","970","1876.4","47","90.9","923","1785.4","4","7.7"
"Clinton","2007","82260","2015","2449.6","221","268.7","1794","2180.9","4","4.9"
"Columbia","2007","62763","1362","2170.1","149","237.4","1213","1932.7","17","27.1"
"Cortland","2007","48336","1285","2658.5","116","240","1169","2418.5","14","29"
"Delaware","2007","45894","848","1847.7","91","198.3","757","1649.5","8","17.4"
"Dutchess","2007","296416","6421","2166.2","895","301.9","5526","1864.3","167","56.3"
"Erie","2007","914914","33249","3634.1","4541","496.3","28708","3137.8","1231","134.5"
"Essex","2007","37259","540","1449.3","80","214.7","460","1234.6","2","5.4"
"Franklin","2007","50805","997","1962.4","145","285.4","852","1677","13","25.6"
"Fulton","2007","55242","1615","2923.5","132","238.9","1483","2684.6","14","25.3"
"Genesee","2007","58342","1441","2469.9","87","149.1","1354","2320.8","6","10.3"
"Greene","2007","49912","1140","2284","176","352.6","964","1931.4","5","10"
"Hamilton","2007","5117","54","1055.3","2","39.1","52","1016.2","0","0"
"Herkimer","2007","63007","1191","1890.3","177","280.9","1014","1609.3","8","12.7"
"Jefferson","2007","114354","2535","2216.8","288","251.8","2247","1965","17","14.9"
"Kings","2007","2515380","59321","2358.3","17526","696.8","41795","1661.6",,
"Lewis","2007","26568","409","1539.4","65","244.7","344","1294.8","2","7.5"
"Livingston","2007","63964","1561","2440.4","61","95.4","1500","2345.1","7","10.9"
"Madison","2007","70109","1434","2045.4","74","105.5","1360","1939.8","4","5.7"
"Monroe","2007","728081","25278","3471.9","2956","406","22322","3065.9","962","132.1"
"Montgomery","2007","48895","724","1480.7","118","241.3","606","1239.4","4","8.2"
"Nassau","2007","1320440","20020","1516.2","2341","177.3","17679","1338.9","398","30.1"
"New York","2007","1611158","55098","3419.8","10055","624.1","45043","2795.7",,
"Niagara","2007","215039","6955","3234.3","763","354.8","6192","2879.5","104","48.4"
"Oneida","2007","233118","6915","2966.3","700","300.3","6215","2666","126","54"
"Onondaga","2007","455272","13260","2912.5","1815","398.7","11445","2513.9","380","83.5"
"Ontario","2007","104638","1814","1733.6","99","94.6","1715","1639","8","7.6"
"Orange","2007","380352","8781","2308.7","1042","274","7739","2034.7","118","31"
"Orleans","2007","42956","1091","2539.8","91","211.8","1000","2328","8","18.6"
"Oswego","2007","122810","2641","2150.5","160","130.3","2481","2020.2","18","14.7"
"Otsego","2007","62542","1185","1894.7","100","159.9","1085","1734.8","6","9.6"
"Putnam","2007","100963","983","973.6","71","70.3","912","903.3","1","1"
"Queens","2007","2252334","42630","1892.7","9846","437.1","32784","1455.6",,
"Rensselaer","2007","155251","4539","2923.7","495","318.8","4044","2604.8","84","54.1"
"Richmond","2007","476771","6839","1434.4","1337","280.4","5502","1154",,
"Rockland","2007","295219","4477","1516.5","545","184.6","3932","1331.9","35","11.9"
"Saratoga","2007","216944","3033","1398.1","205","94.5","2828","1303.6","5","2.3"
"Schenectady","2007","150599","5355","3555.8","689","457.5","4666","3098.3","133","88.3"
"Schoharie","2007","32193","567","1761.3","33","102.5","534","1658.7","1","3.1"
"Schuyler","2007","19382","167","861.6","19","98","148","763.6","1","5.2"
"Seneca","2007","34827","565","1622.3","46","132.1","519","1490.2","2","5.7"
"Steuben","2007","97881","1551","1584.6","160","163.5","1391","1421.1","4","4.1"
"St Lawrence","2007","110894","2318","2090.3","196","176.7","2122","1913.5","9","8.1"
"Suffolk","2007","1472242","31374","2131","2657","180.5","28717","1950.6","549","37.3"
"Sullivan","2007","76742","2067","2693.4","268","349.2","1799","2344.2","19","24.8"
"Tioga","2007","51076","533","1043.5","35","68.5","498","975","5","9.8"
"Tompkins","2007","100687","2452","2435.3","116","115.2","2336","2320.1","8","7.9"
"Ulster","2007","182932","3473","1898.5","455","248.7","3018","1649.8","38","20.8"
"Warren","2007","66304","1629","2456.9","109","164.4","1520","2292.5","8","12.1"
"Washington","2007","63536","1003","1578.6","128","201.5","875","1377.2","10","15.7"
"Wayne","2007","92504","1784","1928.6","162","175.1","1622","1753.4","10","10.8"
"Westchester","2007","950091","16786","1766.8","2478","260.8","14308","1506","303","31.9"
"Wyoming","2007","42384","641","1512.4","54","127.4","587","1385","2","4.7"
"Yates","2007","24679","337","1365.5","13","52.7","324","1312.9","0","0"
"Albany","2006","298210","11935","4002.2","1545","518.1","10390","3484.1","200","67.1"
"Allegany","2006","50737","839","1653.6","119","234.5","720","1419.1","6","11.8"
"Bronx","2006","1363555","36655","2688.2","11922","874.3","24733","1813.9",,
"Broome","2006","197474","6625","3354.9","504","255.2","6121","3099.6","39","19.7"
"Cattaraugus","2006","80814","2239","2770.6","165","204.2","2074","2566.4","17","21"
"Cayuga","2006","81672","1960","2399.8","176","215.5","1784","2184.3","18","22"
"Chautauqua","2006","136774","3652","2670.1","330","241.3","3322","2428.8","36","26.3"
"Chemung","2006","89752","2580","2874.6","193","215","2387","2659.6","25","27.9"
"Chenango","2006","51894","1108","2135.1","96","185","1012","1950.1","3","5.8"
"Clinton","2006","82267","1805","2194.1","128","155.6","1677","2038.5","7","8.5"
"Columbia","2006","63792","1323","2073.9","125","195.9","1198","1878","9","14.1"
"Cortland","2006","48752","1169","2397.9","112","229.7","1057","2168.1","4","8.2"
"Delaware","2006","46826","805","1719.1","78","166.6","727","1552.6","3","6.4"
"Dutchess","2006","295638","5973","2020.4","854","288.9","5119","1731.5","168","56.8"
"Erie","2006","933195","32581","3491.3","5015","537.4","27566","2953.9","1450","155.4"
"Essex","2006","37515","552","1471.4","55","146.6","497","1324.8","2","5.3"
"Franklin","2006","51170","965","1885.9","157","306.8","808","1579.1","9","17.6"
"Fulton","2006","55675","1517","2724.7","100","179.6","1417","2545.1","13","23.3"
"Genesee","2006","59301","1754","2957.8","106","178.7","1648","2779","4","6.7"
"Greene","2006","49815","969","1945.2","183","367.4","786","1577.8","5","10"
"Hamilton","2006","5242","74","1411.7","6","114.5","68","1297.2","0","0"
"Herkimer","2006","63951","1348","2107.9","218","340.9","1130","1767","5","7.8"
"Jefferson","2006","116696","3093","2650.5","300","257.1","2793","2393.4","25","21.4"
"Kings","2006","2490325","61368","2464.3","17992","722.5","43376","1741.8",,
"Lewis","2006","26642","348","1306.2","26","97.6","322","1208.6","1","3.8"
"Livingston","2006","64377","1963","3049.2","92","142.9","1871","2906.3","10","15.5"
"Madison","2006","70525","1225","1737","66","93.6","1159","1643.4","7","9.9"
"Monroe","2006","735330","27682","3764.6","3273","445.1","24409","3319.5","1365","185.6"
"Montgomery","2006","49099","815","1659.9","131","266.8","684","1393.1","4","8.1"
"Nassau","2006","1336706","21231","1588.3","2578","192.9","18653","1395.4","468","35"
"New York","2006","1600341","56255","3515.2","10662","666.2","45593","2849",,
"Niagara","2006","217589","7120","3272.2","900","413.6","6220","2858.6","175","80.4"
"Oneida","2006","234732","6369","2713.3","664","282.9","5705","2430.4","107","45.6"
"Onondaga","2006","459279","14204","3092.7","1885","410.4","12319","2682.2","392","85.4"
"Ontario","2006","104741","1889","1803.5","130","124.1","1759","1679.4","9","8.6"
"Orange","2006","373891","8351","2233.5","971","259.7","7380","1973.8","96","25.7"
"Orleans","2006","43503","940","2160.8","89","204.6","851","1956.2","3","6.9"
"Oswego","2006","123703","2736","2211.7","158","127.7","2578","2084","15","12.1"
"Otsego","2006","62914","1192","1894.6","146","232.1","1046","1662.6","11","17.5"
"Putnam","2006","100776","963","955.6","93","92.3","870","863.3","11","10.9"
"Queens","2006","2245375","44108","1964.4","10102","449.9","34006","1514.5",,
"Rensselaer","2006","155667","4695","3016.1","559","359.1","4136","2657","109","70"
"Richmond","2006","465405","7136","1533.3","1408","302.5","5728","1230.8",,
"Rockland","2006","293700","4746","1615.9","507","172.6","4239","1443.3","32","10.9"
"Saratoga","2006","215434","3287","1525.8","244","113.3","3043","1412.5","10","4.6"
"Schenectady","2006","149477","6185","4137.8","799","534.5","5386","3603.2","157","105"
"Schoharie","2006","32363","479","1480.1","28","86.5","451","1393.6","2","6.2"
"Schuyler","2006","19394","213","1098.3","12","61.9","201","1036.4","1","5.2"
"Seneca","2006","34948","590","1688.2","46","131.6","544","1556.6","1","2.9"
"Steuben","2006","98896","1770","1789.8","259","261.9","1511","1527.9","10","10.1"
"St Lawrence","2006","111678","2699","2416.8","158","141.5","2541","2275.3","8","7.2"
"Suffolk","2006","1478876","32596","2204.1","3100","209.6","29496","1994.5","619","41.9"
"Sullivan","2006","76744","2004","2611.3","291","379.2","1713","2232.1","26","33.9"
"Tioga","2006","51613","587","1137.3","37","71.7","550","1065.6","3","5.8"
"Tompkins","2006","100286","2720","2712.2","147","146.6","2573","2565.7","10","10"
"Ulster","2006","183182","3919","2139.4","512","279.5","3407","1859.9","24","13.1"
"Warren","2006","65724","1817","2764.6","112","170.4","1705","2594.2","2","3"
"Washington","2006","63193","1073","1698","96","151.9","977","1546.1","6","9.5"
"Wayne","2006","92018","2267","2463.6","165","179.3","2102","2284.3","9","9.8"
"Westchester","2006","943326","17678","1874","2768","293.4","14910","1580.6","406","43"
"Wyoming","2006","42807","753","1759.1","100","233.6","653","1525.5","6","14"
"Yates","2006","24822","373","1502.7","23","92.7","350","1410","1","4"
"Albany","2005","298859","12119","4055.1","1615","540.4","10504","3514.7","260","87"
"Allegany","2005","50647","1069","2110.7","134","264.6","935","1846.1","4","7.9"
"Bronx","2005","1355320","39024","2879.3","12325","909.4","26699","1969.9",,
"Broome","2005","197979","6129","3095.8","409","206.6","5720","2889.2","31","15.7"
"Cattaraugus","2005","83298","2394","2874","200","240.1","2194","2633.9","22","26.4"
"Cayuga","2005","82033","1848","2252.8","138","168.2","1710","2084.5","5","6.1"
"Chautauqua","2005","137464","4003","2912","390","283.7","3613","2628.3","33","24"
"Chemung","2005","90113","2813","3121.6","211","234.2","2602","2887.5","19","21.1"
