"plant_type","spdes_permit_number","facility_name","ground_or_surface","avg_design_hydraulic_flow","street","city","state","country","zip_code","latitude","longitude","location_1"
"Municipal","NY0033995","ELMA SD #5 - ELMA MEADOWS SUBDIVISION","Surface","0.08","ROLLING GREEN LN","ELMA","NY","USA","14059","42.83","-78.6","(42.83, -78.6)"
"Industrial","NY0249785","MAINTENANCE SUBHEADQUATERS","Surface","0","ST RTE 10","SHARON SPRINGS","NY","USA","13459","42.78","-74.63","(42.78, -74.63)"
"Industrial","NY0096091","KERR PROPERTY","Ground","0.0013","COTTAGE RD","SOUTH DAYTON","NY","USA","14138","42.37","-79.05","(42.37, -79.05)"
"Industrial","NY0265748","CLIFTON PARK TRANSFER STATION & YARD WASTE COMPOSTING FACILITY","Surface","0.0036","217 VISCHER FERRY RD","CLIFTON PARK","NY","USA","12065","42.83","-73.82","(42.83, -73.82)"
"Municipal","NY0236586","CANTON WASTEWATER TREATMENT PLANT","Surface","4.2","125 SULLIVAN DR","CANTON","NY","USA","13617","44.61","-75.17","(44.61, -75.17)"
"Industrial","NY0007056","GENERAL ELECTRIC STEAM TURBINE GENERATOR GLOBAL","Surface","18.05","1 RIVER RD","SCHENECTADY","NY","USA","12345","42.81","-73.96","(42.81, -73.96)"
"Municipal","NY0020184","HADLEY SEWAGE TREATMENT PLANT","Ground","0.05","WOODWARD AVE EXT","HADLEY","NY","USA","12835","43.32","-73.85","(43.32, -73.85)"
"Industrial","NY0259446","LILY POND FILTRATION SYSTEM","Surface",,"W LILY POND RD","LIBERTY","NY","USA","12754","41.88","-74.74","(41.88, -74.74)"
"Industrial","NY0262722","NYS DOT WINDSOR SUBRESIDENCY","Surface",,"610 OLD RTE 17","WINDSOR","NY","USA","13865","42.08","-75.65","(42.08, -75.65)"
"Industrial","NY0251551","EASTVIEW SUBSTATION","Surface",,"OLD SAWMILL RIVER RD","GREENBURGH","NY","USA","10591","41.08","-73.83","(41.08, -73.83)"
"Industrial","NY0162469","NYSDOT RESIDENT ENGINEER'S HEADQUARTERS - SODUS","Surface","0.0007","142 ST RTE 31 E","SODUS","NY","USA","14551","43.23","-77.04","(43.23, -77.04)"
"Industrial","NY0109291","SUNY AT STONY BROOK","Ground",,"NICOLLS RD - W SIDE","STONY BROOK","NY","USA","11794","40.91","-73.12","(40.91, -73.12)"
"Industrial","NY0005801","SI GROUP INC - ROTTERDAM JUNCTION FACILITY","Surface","1.023","1000 MAIN ST (ST RTE 5S)","ROTTERDAM JUNCTION","NY","USA","12150","42.86","-74.02","(42.86, -74.02)"
"Municipal","NY0022411","SILVER CREEK WWTP","Surface","0.75","ST RTE 5 - N SIDE - W SIDE OF SILVER CREEK","SILVER CREEK","NY","USA","14136","42.55","-79.17","(42.55, -79.17)"
"Municipal","NY0110418","CONSTABLEVILLE STP","Surface","0.0393","St Rte 26","CONSTABLEVILLE","NY","USA","13325","43.56","-75.42","(43.56, -75.42)"
"Industrial","NY0237370","EXPRESSWAY 55 CAR WASH","Ground",,"800 MOTOR PKWY |LIE EXIT 55","BRENTWOOD","NY","USA","11717","40.81","-73.23","(40.81, -73.23)"
"Industrial","NY0247201","HARBEC PLASTICS INC","Ground",,"369 ST RTE 104","ONTARIO","NY","USA","14519","43.23","-77.36","(43.23, -77.36)"
"Industrial","NY0171620","OLEAN LEASE","Surface","0","E RIVER RD","OLEAN","NY","USA","14760","42.06","-78.41","(42.06, -78.41)"
"Municipal","NY0031151","ONEONTA WASTEWATER TREATMENT PLANT","Surface","4","11 SILAS RD|ST RTE 205 & I-88","ONEONTA","NY","USA","13820","42.44","-75.1","(42.44, -75.1)"
"Industrial","NY0208752","LUCKY MAIN LAUNDROMAT INC","Ground","0.018","387 E MAIN ST","PATCHOGUE","NY","USA","11772","40.77","-73","(40.77, -73.0)"
"Industrial","NY0243621","ITT ENIDINE INC","Surface","0.0072","7 CENTRE DR","ORCHARD PARK","NY","USA","14127","42.77","-78.77","(42.77, -78.77)"
"Municipal","NY0100803","PEEKSKILL WASTE WATER TREATMENT FACILITY","Surface","10","700 HIGHLAND AVE","PEEKSKILL","NY","USA","10601","41.3","-73.93","(41.3, -73.93)"
"Industrial","NY0276880","M&H Realty West St Redevelopment- B 2570 L 1","Surface","0.576","11 West St","Brooklyn","NY","USA","11222","40.73","-73.96","(40.73, -73.96)"
"Industrial","NY0260509","BREWERY OMMEGANG","Both","0.0394","656 CO RTE 33","MIDDLEFIELD","NY","USA",,"42.63","-74.94","(42.63, -74.94)"
"Municipal","NY0021555","STAMFORD - V STP","Surface","0.7","RAILROAD AVE","STAMFORD","NY","USA","12167","42.4","-74.63","(42.4, -74.63)"
"Industrial","NY0006823","SHELL OIL PRODUCTS US - LONG ISLAND TERMINAL","Surface","0.36","74 EAST AVE","LAWRENCE","NY","USA","11559","40.63","-73.74","(40.63, -73.74)"
"Industrial","NY0000728","ST LAWRENCE POWER PROJECT","Surface","0.3809","ROBERT MOSES POWER DAM","MASSENA","NY","USA","13662","45","-74.81","(45.0, -74.81)"
"Industrial","NY0264024","WOODBINE YARD","Surface",,"UNION/MAPLE/HOYT STS","SPRING VALLEY","NY","USA","10977","41.12","-74.05","(41.12, -74.05)"
"Industrial","NY0267244","ALTAIRE PHARMACEUTICALS","Ground","0.003","311 WEST LN|SCTM 600-066-02-2.1","AQUEBOGUE","NY","USA","11931","40.96","-72.63","(40.96, -72.63)"
"Municipal","NY0263028","PRATTSVILLE STP","Surface","0.086","102 CO RTE 7 - ACCESS RD OFF MAPLE AVE","PRATTSVILLE","NY","USA","12468","42.32","-74.43","(42.32, -74.43)"
"Industrial","NY0271438","TOMSON CONVERTER STATION","Ground",,"1 LILCO RD","SHOREHAM","NY","USA","11786","40.96","-72.87","(40.96, -72.87)"
"Municipal","NY0027146","HEUVELTON WATER POLL CTRL PLANT","Surface","0.45","101 HORSESHOE RD","HEUVELTON","NY","USA","13654","44.61","-75.41","(44.61, -75.41)"
"Industrial","NY0106542","WEBER ASH DISPOSAL SITE","Surface","0.531","60 GOULD RD","FENTON","NY","USA","13903","42.21","-75.83","(42.21, -75.83)"
"Industrial","NY0244805","CORTLAND ASPHALT PRODUCTS","Surface",,"1911 LORING CROSSING RD","CORTLAND","NY","USA","13045","42.63","-76.15","(42.63, -76.15)"
"Municipal","NY0100099","VILLAGE OF ATTICA WATER TREATMENT PLANT","Surface","0.108","3368 DUNBAR RD","ATTICA","NY","USA","14011","42.84","-78.26","(42.84, -78.26)"
"Municipal","NY0020516","SCHENECTADY WATER RESOURCE RECOVER FACILITY","Surface","18.5","300 ANTHONY ST","SCHENECTADY","NY","USA","12305","42.84","-73.92","(42.84, -73.92)"
"Industrial","NY0001635","OLIN CORPORATION CHLOR-ALKALI PRODUCTS","Surface","30","2400 BUFFALO AVE","NIAGARA FALLS","NY","USA","14303","43.08","-79.03","(43.08, -79.03)"
"Municipal","NY0024554","DOLGEVILLE WWTP","Surface","2","VAN BUREN ST","DOLGEVILLE","NY","USA","13329","43.09","-74.77","(43.09, -74.77)"
"Industrial","NY0253324","DEPCO INC","Ground",,"20 NEWTON PL","HAUPPAUGE","NY","USA","11788","40.8","-73.23","(40.8, -73.23)"
"Industrial","NY0003328","CHEMOURS NIAGARA","Surface","13.38","BUFFALO AVE & 26TH ST","NIAGARA FALLS","NY","USA","14302","43.08","-79.02","(43.08, -79.02)"
"Industrial","NY0202606","NYS DOT AURORA RES ENGR HDQTRS","Surface","0.0009","798 OLEAN RD","EAST AURORA","NY","USA","14052","42.74","-78.6","(42.74, -78.6)"
"Industrial","NY0274585","CITY OF PEEKSKILL WATER TREATMENT PLANT","Surface",,"PEEKSKILL HOLLOW BROOK|CAMP FIELD RESERVOIR","PEEKSKILL","NY","USA",,"41.3","-73.91","(41.3, -73.91)"
"Municipal","NY0023507","BROCTON SEWAGE TREATMENT PLANT","Surface","0.658","LAKE AVE","BROCTON","NY","USA","14716","42.4","-79.44","(42.4, -79.44)"
"Industrial","NY0257125","HANSON - JORDANVILLE QUARRY","Surface",,"CO RTE 155 - W SIDE - N OF ST RTE 167","JORDANVILLE","NY","USA","13361","42.92","-74.96","(42.92, -74.96)"
"Industrial","NY0063681","BONDUELLE USA INC - OAKFIELD FACILITY","Both","0.848","40 STEVENS ST","OAKFIELD","NY","USA","14125","43.06","-78.28","(43.06, -78.28)"
"Industrial","NY0230634","REENERGY CHATEAUGAY LLC","Surface","0.205","7019 ST RTE 374","CHATEAUGAY","NY","USA","12920","44.89","-74.07","(44.89, -74.07)"
"Municipal","NY0029076","CLARK MILLS SEWAGE TREATMENT PLANT","Surface","0.5","TREATMENT PLANT ACCESS ROAD OFF OF WESTMORELAND RD","CLARK MILLS","NY","USA","13321","43.09","-75.38","(43.09, -75.38)"
"Industrial","NY0278319","LONG ISLAND SPIRITS INC","Ground",,"2182 SOUND AVE","BAITING HOLLOW","NY","USA","11933","40.96","-72.75","(40.96, -72.75)"
"Industrial","NY0245739","COHOCTON ELEM SCH & BUS GARAGE","Surface","0.0005","30 PARK AVE","COHOCTON","NY","USA","14826","42.5","-77.5","(42.5, -77.5)"
"Industrial","NY0106259","COVANTA NIAGARA I, LLC","Surface","0.092","100 ENERGY BLVD AT 56TH ST","NIAGARA FALLS","NY","USA","14304","43.08","-79.01","(43.08, -79.01)"
"Industrial","NY0261947","METALICO ALUMINUM RECOVERY INC","Surface",,"6223 THOMPSON RD","EAST SYRACUSE","NY","USA","13206","43.07","-76.09","(43.07, -76.09)"
"Industrial","NY0078956","REG 9 HWY MNT COBLESKILL","Surface","0.0002","310 MINERAL SPRINGS RD","COBLESKILL","NY","USA","12043","42.67","-74.49","(42.67, -74.49)"
"Municipal","NY0121070","LAFARGEVILLE WWTF","Surface","0.0642","SUNRISE AVE","LA FARGEVILLE","NY","USA","13656","44.19","-75.96","(44.19, -75.96)"
"Industrial","NY0005649","TILCON - CLINTON POINT QUARRY","Surface","4.49","SHEAFE RD","POUGHKEEPSIE","NY","USA","12601","41.62","-73.94","(41.62, -73.94)"
"Municipal","NY0023329","INDIAN LAKE SD","Surface","0.14","BRIAN ST","INDIAN LAKE","NY","USA","12842","43.78","-74.29","(43.78, -74.29)"
"Industrial","NY0021695","IBM CORP - STERLING FOREST","Surface","1.36","299 LONG MEADOW RD","STERLING FOREST","NY","USA","10979","41.17","-74.26","(41.17, -74.26)"
"Municipal","NY0257001","TABERG SEWER DISTRICT WASTEWATER TREATMENT FACILITY","Surface","0.018","5017 CHURCH ST","TABERG","NY","USA","13471","43.3","-75.61","(43.3, -75.61)"
"Municipal","NY0025984","WATERTOWN WATER POL CONTL FAC","Surface","15.9","700 WM T FIELD DR","WATERTOWN","NY","USA","13601","43.99","-75.93","(43.99, -75.93)"
"Industrial","NY0069019","BISON YARD FACILITY","Surface","0.2116","500 BISON PKWY","BUFFALO","NY","USA",,"42.89","-78.8","(42.89, -78.8)"
"Municipal","NY0030376","VILLAGE OF MALONE WASTE WATER TREATMENT PLANT","Surface","3.3","4 LANE ST","MALONE","NY","USA","12953","44.86","-74.3","(44.86, -74.3)"
"Industrial","NY0108359","AMERICAN TECHNICAL CERAMICS","Surface",,"1 NORDEN LN AND 10 & 15 STEPAR PL","HUNTINGTON STATION","NY","USA","11746","40.84","-73.43","(40.84, -73.43)"
"Municipal","NY0031844","BELMONT STP","Surface","0.155","WILLARD & ERIE STS","BELMONT","NY","USA","14813","42.23","-78.04","(42.23, -78.04)"
"Municipal","NY0020958","CAYUGA HEIGHTS-V WASTEWATER TREATMENT PL","Surface","2","951 E SHORE DR","CAYUGA HEIGHT","NY","USA","14850","42.47","-76.5","(42.47, -76.5)"
"Industrial","NY0002097","FERRO ELECTRONIC MATERIALS - PENN YAN FACILITY","Surface","0.063","1789 TRANSELCO DR @ PERRY PT RD","PENN YAN","NY","USA","14527","42.68","-76.94","(42.68, -76.94)"
"Industrial","NY0076121","JERRY HAYES MEATS LLC","Ground","0.0008","2812 SETTLE RD","NEWARK VALLEY","NY","USA","13811","42.21","-76.13","(42.21, -76.13)"
"Industrial","NY0275735","SOUTH PROTECTION MAINTENANCE CENTER","Surface","0.0002","9988 S PROTECTION RD","HOLLAND","NY","USA","14030","42.61","-78.5","(42.61, -78.5)"
"Municipal","NY0203858","TOWN OF HUME STP","Surface","0.045","20 N GENESEE ST","FILLMORE","NY","USA","14735","42.48","-78.1","(42.48, -78.1)"
"Industrial","NY0002712","CALSPAN CORP","Surface","0.0176","4455 GENESEE ST","BUFFALO","NY","USA","14225","42.93","-78.72","(42.93, -78.72)"
"Municipal","NY0089702","HANCOCK - V STP","Surface","0.35","LABARRE ST","HANCOCK","NY","USA","13783","41.94","-75.28","(41.94, -75.28)"
"Municipal","NY0030597","BAINBRIDGE - V STP","Surface","0.318","WALNUT AVE","BAINBRIDGE","NY","USA","13733","42.29","-75.48","(42.29, -75.48)"
"Industrial","NY0261025","GRAFTON QUARRY","Surface",,"3349 ST RTE 2 & CAMEL HILL RD","GRAFTON","NY","USA","12082","42.76","-73.52","(42.76, -73.52)"
"Industrial","NY0031542","WATERTOWN SAND & GRAVEL","Surface","0.0005","24491 ST RTE 12|GIFFORD STREET RD","WATERTOWN","NY","USA","13601","43.96","-75.87","(43.96, -75.87)"
"Industrial","NY0267023","Suffolk County Water Authority","Ground","0.086","ENTIRE WATER DISTRICT WIDE","SUFFOLK","NY","USA",,"40.96","-72.26","(40.96, -72.26)"
"Municipal","NY0036706","TICONDEROGA SEWER DIST #5 WPCP","Surface","1.7","219 MONTCALM ST","TICONDEROGA","NY","USA","12883","43.85","-73.42","(43.85, -73.42)"
"Industrial","NY0001007","PLEASANT VALLEY WINERY","Surface","0.106","8260 PLEASANT VALLEY RD| CO RTE 88","HAMMONDSPORT","NY","USA","14840","42.4","-77.25","(42.4, -77.25)"
"Municipal","NY0246972","SENECA COUNTY SEWER DISTRICT #2 (5 PTS CORRECTIONAL WRRF)","Surface","0.657","5786 State Route 96|ROMULUS","Romulus","NY","USA","14541","42.74","-76.83","(42.74, -76.83)"
"Industrial","NY0008559","AUBURN - C WTR TREAT PLT","Surface","0.005","SWIFT ST & PULSIFER DR","AUBURN","NY","USA","13021","42.92","-76.55","(42.92, -76.55)"
"Municipal","NY0020869","ATHENS - V  MAIN STP","Surface","0.4","WATER ST","ATHENS","NY","USA","12015","42.26","-73.81","(42.26, -73.81)"
"Industrial","NY0279951","BLUE POINT RD WELL FIELD","Ground",,"282 BLUE POINT RD W","HOLTSVILLE","NY","USA","11742","40.8","-73.05","(40.8, -73.05)"
"Industrial","NY0110485","ROYAL METAL PRODUCTS","Surface",,"463 WEST RD","SURPRISE","NY","USA","12176","42.39","-73.99","(42.39, -73.99)"
"Industrial","NY0249114","KECKS CENTER CREEK WATER TREATMENT PLANT","Surface","0.009","KECKS CENTER RD","JOHNSTOWN","NY","USA","12095","43.03","-74.46","(43.03, -74.46)"
"Municipal","NY0160971","BYRON SD STP","Surface","0.084","ST RTE 237 - W SIDE - OPPOSITE MILL POND RD","BYRON","NY","USA","14422","43.08","-78.07","(43.08, -78.07)"
"Industrial","NY0124257","HOOSICK MEADOWS WATER TREATMENT PLANT","Surface","0.0092","RT 22 RIVER RD","HOOSICK FALLS","NY","USA","12090","42.88","-73.36","(42.88, -73.36)"
"Industrial","NY0005916","GLENWOOD COMBUSTION TURBINE FACILITY","Surface","173.7","SHORE RD","GLENWOOD LANDING","NY","USA","11547","40.83","-73.65","(40.83, -73.65)"
"Municipal","NY0020249","VERNON SEWAGE TREATMENT PLANT","Surface","0.81","40 VAN EPPS ST","VERNON","NY","USA","13476","43.08","-75.55","(43.08, -75.55)"
"Industrial","NY0270067","EAST LOUISVILLE WATER DISTRICT #1","Surface",,"TUCKER TER","LOUISVILLE","NY","USA","13662","44.95","-74.97","(44.95, -74.97)"
"Industrial","NY0227706","7-ELEVEN STORE  #35115","Surface",,"1735 ST RTE 14","PHELPS","NY","USA","14532","42.95","-76.98","(42.95, -76.98)"
"Municipal","NY0026301","FULTON - C STP","Surface","3.4","1690 ST RTE 48|WEST RIVER RD N","FULTON","NY","USA","13069","43.34","-76.42","(43.34, -76.42)"
"Municipal","NY0027669","ENDICOTT (V) WATER POLLUTION CONTROL PLANT","Surface","10","40 ANSON RD","ENDICOTT","NY","USA","13760","42.09","-76.09","(42.09, -76.09)"
"Municipal","NY0257559","HAMLET OF LISBON SEWER DISTRICT STP","Surface","0.05","HALL RD","LISBON","NY","USA","13658","44.72","-75.32","(44.72, -75.32)"
"Industrial","NY0234141","TANDEM TRUCK FACILITY RELOCATION","Surface","0.0027","INTERCHANGE 15 ON NYS THRUWAY","RAMAPO","NY","USA",,"41.14","-74.18","(41.14, -74.18)"
"Municipal","NY0031518","GOSHEN (V) WWTF","Surface","2","END OF CYPRESS RD - WEST OF ST RTE 17","GOSHEN","NY","USA","10924","41.4","-74.34","(41.4, -74.34)"
"Industrial","NY0006491","INTERFACE PERFORMANCE MATERIALS","Surface","0.57","12 DAVIS ST","HOOSICK FALLS","NY","USA","12090","42.91","-73.36","(42.91, -73.36)"
"Industrial","NY0291218","BIG INLET BREWING INC","Ground",,"6169 Elm Flat Rd","Mayville","NY","USA","14757","42.27","-79.47","(42.27, -79.47)"
"Municipal","NY0284254","City of Norwich Water Filtration Plant","Surface",,"5054 St Rte 23","Norwich","NY","USA","13815","42.55","-75.5","(42.55, -75.5)"
"Industrial","NY0201120","866 UNITED NATIONS PLAZA","Surface",,"866 UN PLAZA","NEW YORK","NY","USA","10017","40.75","-73.97","(40.75, -73.97)"
"Industrial","NY0276740","LAGUARDIA AIRPORT CENTRAL TERMINAL BUILDING REPLACEMENT","Surface","0.2","LAGUARDIA AIRPORT CENTRAL TERMINAL BUILDING|GRAND CENTRAL PKWY & 94TH ST","FLUSHING","NY","USA","11371","40.77","-73.87","(40.77, -73.87)"
"Industrial","NY0108138","ULSTER BUSINESS COMPLEX LLC","Surface",,"ENTERPRISE DR","KINGSTON","NY","USA","12401","41.97","-74","(41.97, -74.0)"
"Municipal","NY0109151","NEW BALTIMORE - T SD STP","Surface","0.06","ST RTE 144 - E SIDE","HANNACROIX","NY","USA","12087","42.46","-73.79","(42.46, -73.79)"
"Industrial","NY0258385","ERIE CO STURGEON POINT WATER TRTMNT PLT","Surface","0.915","722 STURGEON PT RD","DERBY","NY","USA","14047","42.69","-79.04","(42.69, -79.04)"
"Industrial","NY0261734","FULTON BOILER WORKS","Surface","0","3981 PORT & JEFFERSON STS","PULASKI","NY","USA","13142","43.56","-76.13","(43.56, -76.13)"
"Municipal","NY0025721","CORNING - C WWTP","Surface","3.08","E MARKET ST IN DENISON PARK","CORNING","NY","USA","14830","42.14","-77.03","(42.14, -77.03)"
"Industrial","NY0078409","COOPERS EDUCATION CENTER (BOCES)","Ground","0.0084","9579 VOCATIONAL DR","PAINTED POST","NY","USA","14870","42.19","-77.14","(42.19, -77.14)"
"Industrial","NY0100293","HALSTEAD-QUINN TERMINAL","Surface",,"33 HUBBELS DR","MT KISCO","NY","USA","10549","41.22","-73.72","(41.22, -73.72)"
"Industrial","NY0279994","BAY SHORE LAUNDROMAT","Ground","0.022","29 LINCOLN AVE","DEER PARK","NY","USA","11729","40.75","-73.31","(40.75, -73.31)"
"Industrial","NY0205524","NYS DOT PETERSBURG RES ENGRS SUBHDQRTS","Surface","0.001","ST RTE 22","PETERSBURG","NY","USA","12138","42.81","-73.33","(42.81, -73.33)"
"Industrial","NY0272035","HOLLERHORN DISTILLING","Ground","0.002","8443 SPIRIT RUN","NAPLES","NY","USA",,"42.61","-77.41","(42.61, -77.41)"
"Industrial","NY0008133","PORT AUTH OF NY & NJ - LAGUARDIA AIRPORT","Surface","0.375","GRAND CENTRAL PKWY & 94TH ST","FLUSHING","NY","USA","11371","40.77","-73.87","(40.77, -73.87)"
"Industrial","NY0210838","MEDFORD LAUNDROMAT","Ground",,"2690 ST RTE 112","MEDFORD","NY","USA","11763","40.82","-73","(40.82, -73.0)"
"Industrial","NY0028606","BAYSIDE FUEL OIL DEPOT - SMITH","Surface","0.01","537 SMITH ST","BROOKLYN","NY","USA","11231","40.67","-74","(40.67, -74.0)"
"Municipal","NY0026620","GLEN COVE WASTEWATER TREATMENT FACILITY","Surface","5.5","100 MORRIS AVE","GLEN COVE","NY","USA","11542","40.86","-73.64","(40.86, -73.64)"
"Industrial","NY0121860","OMEGA WIRE INC","Surface","0.5","29 HARDEN BLVD","CAMDEN","NY","USA","13316","43.33","-75.75","(43.33, -75.75)"
"Industrial","NY0262820","LANCASTER DEVELOPMENT INC","Surface","0.0001","PODPADIC RD - 1200' N OF ST RTE 7","RICHMONDVILLE","NY","USA","12149","42.65","-74.54","(42.65, -74.54)"
"Industrial","NY0241733","ARG TRUCKING","Surface","0.0101","161 RIVERSIDE AVE","RENSSELAER","NY","USA","12144","42.62","-73.75","(42.62, -73.75)"
"Municipal","NY0062570","BLACKBERRY HILL SANITARY SD STP","Surface","0.0747","SCOTT PL & NOEL CT","BREWSTER","NY","USA","10509","41.41","-73.61","(41.41, -73.61)"
"Municipal","NY0076988","SCSD #7-W - WOODSIDE STP","Ground","0.4","47 HARRISON AVE","BELLPORT","NY","USA","11713","40.79","-72.96","(40.79, -72.96)"
"Industrial","NY0003875","GMMM WESTOVER","Surface","101.9","720 RIVERSIDE DR","JOHNSON CITY","NY","USA","13790","42.11","-75.97","(42.11, -75.97)"
"Industrial","NY0025631","BROCKPORT WATER TREATMENT PLANT","Surface","0.129","8100 NEWCO DR","HAMLIN","NY","USA","14464","43.36","-77.92","(43.36, -77.92)"
"Municipal","NY0033511","CASTORLAND WASTEWATER TREATMENT FAC","Surface","0.045","ST RTE 410 - NW SIDE JUST SW OF RIVER","CASTORLAND","NY","USA","13620","43.89","-75.51","(43.89, -75.51)"
"Municipal","NY0214531","DALTON FARMS WWTP","Surface","0.216","21 RECREATION RD","POUGHQUAG","NY","USA","12570","41.61","-73.7","(41.61, -73.7)"
"Industrial","NY0004430","CARNEGIE ENTERPRISE","Surface","0.0203","STATE LINE RD","UNIONVILLE","NY","USA","10988","41.29","-74.54","(41.29, -74.54)"
"Industrial","NY0156311","BUCKEYE PIPE LINE CO LP - AUBURN","Surface","0.02","3186 GATES RD","AUBURN","NY","USA","13021","42.96","-76.53","(42.96, -76.53)"
"Industrial","NY0264113","BYRAM LAKE FILTRATION PLANT","Surface",,"506 Byram Lake Rd","Mount Kisco","NY","USA","10549","41.18","-73.7","(41.18, -73.7)"
"Industrial","NY0250414","INDIAN POINT 2 LLC AND INDIAN POINT 3 LLC","Surface","0.001","450 BROADWAY","BUCHANAN","NY","USA","10511","41.27","-73.95","(41.27, -73.95)"
"Industrial","NY0276928","NYC-HH - CONEY ISLAND HOSPITAL","Surface","2.88","2601 OCEAN PKWY @ AVE Z","BROOKLYN","NY","USA","11235","40.59","-73.97","(40.59, -73.97)"
"Industrial","NY0257311","Alder Creek Beverages LLC","Ground",,"ONE NIRVANA PLZ","FORESTPORT","NY","USA","13338","43.44","-75.25","(43.44, -75.25)"
"Industrial","NY0090191","MOOG INC","Surface",,"400 JAMISON RD","ELMA","NY","USA","14059","42.8","-78.65","(42.8, -78.65)"
"Industrial","NY0195987","BRISTOL COMMACK","Ground","0.004","49 MALL DR","COMMACK","NY","USA","11725","40.82","-73.28","(40.82, -73.28)"
"Municipal","NY0026557","PINE HILL WWTP","Surface","0.5","8811 ST RTE 28","SHANDAKEN","NY","USA","12405","42.12","-74.46","(42.12, -74.46)"
"Municipal","NY0258270","TOWN OF OTTO SD #1 STP","Surface","0.0269","YOUNGS RD","OTTO","NY","USA","14766","42.36","-78.83","(42.36, -78.83)"
"Municipal","NY0203360","TOWN OF ELMA SEWER DISTRICT NO 7 - POND BROOK TOWNHOMES","Surface","0.0198","CORNER OF BOWEN & BULLIS RD","ELMA","NY","USA","14059","42.84","-78.63","(42.84, -78.63)"
"Industrial","NY0236101","BEAVER FALLS LLC","Surface",,"9644 MAIN ST","BEAVER FALLS","NY","USA","13305","43.89","-75.43","(43.89, -75.43)"
"Industrial","NY0002909","GRANDMA BROWNS BEANS","Surface","0.05","SCENIC AVE","MEXICO","NY","USA","13114","43.48","-76.24","(43.48, -76.24)"
"Municipal","NY0023612","MACEDON - V STP","Surface","0.75","135 MAIN ST|ST RTE 31 - S SIDE - OPPOSITE QUAKER RD","MACEDON","NY","USA","14502","43.07","-77.29","(43.07, -77.29)"
"Industrial","NY0094480","SKANEATELES (V) WWTP","Surface","0.85","26 FENNELL ST","SKANEATELES","NY","USA","13152","42.96","-76.44","(42.96, -76.44)"
"Industrial","NY0252948","CHANNING DAUGHTERS WINERY","Ground","0.0018","1927 SCUTTLEHOLE RD","BRIDGEHAMPTON","NY","USA","11932","40.96","-72.31","(40.96, -72.31)"
"Industrial","NY0265373","SCHUYLERVILLE/VICTORY WATER TREATMENT FACILITY","Surface",,"ST RTE 29 - N SIDE @ RIVER IN FORT HARDY PARK","SCHUYLERVILLE","NY","USA","12871","43.1","-73.58","(43.1, -73.58)"
"Industrial","NY0268615","STOCKPORT WATER DIST #2","Surface",,"CO RTE 25 & ROSSMAN HILL RD","HUDSON","NY","USA","12534","42.34","-73.74","(42.34, -73.74)"
"Municipal","NY0270091","BEAVER FALLS SEWER DISTRICT","Surface","0.02","MAIN ST","BEAVER FALLS","NY","USA","13305","43.89","-75.44","(43.89, -75.44)"
"Industrial","NY0258741","FILLMORE GREENHOUSES INC","Ground",,"11589 ST RTE 19A","PORTAGEVILLE","NY","USA","14536","42.51","-78.07","(42.51, -78.07)"
"Industrial","NY0237701","RONKONKOMA TRUCK STOP","Ground",,"60 MILL RD","RONKONKOMA","NY","USA","11779","40.81","-73.1","(40.81, -73.1)"
"Municipal","NY0252042","VILLAGE OF MAYFIELD WWTP","Surface","0.125","MAYFIELD LAKE","MAYFIELD","NY","USA","12117","43.1","-74.26","(43.1, -74.26)"
"Industrial","NY0247731","CHROMALLOY MIDDLETOWN","Surface","0.0145","105 TOWER RD","MIDDLETOWN","NY","USA","10941","41.47","-74.38","(41.47, -74.38)"
"Industrial","NY0110779","GOUVERNEUR MINERALS DIV # 4 MINE","Surface",,"HERMITAGE RD AT ST RTE 3","LAKE BONAPARTE","NY","USA","13648","44.12","-75.38","(44.12, -75.38)"
"Industrial","NY0202215","WHEELABRATOR HUDSON FALLS","Surface",,"93 RIVER ST","HUDSON FALLS","NY","USA","12839","43.31","-73.59","(43.31, -73.59)"
"Industrial","NY0255998","WILMINGTON WATER FILTRATION PLT & RESERVOIR","Surface","0","RESERVOIR RD|WHITE & RED BROOK","WILMINGTON","NY","USA","12997","44.39","-73.84","(44.39, -73.84)"
"Industrial","NY0229881","COMMONWEALTH PLYWOOD INC","Surface","0.0099","10068 US RTE 4","WHITEHALL","NY","USA","12887","43.55","-73.38","(43.55, -73.38)"
"Industrial","NY0005347","GLOBAL COMPANIES - SOUTH TERMINAL","Surface","0.153","49 RIVER RD","NEW WINDSOR","NY","USA","12550","41.48","-74.01","(41.48, -74.01)"
"Municipal","NY0035742","CHEMUNG COUNTY REGIONAL WWTP","Surface","12","600 MILTON ST","ELMIRA","NY","USA","14901","42.07","-76.78","(42.07, -76.78)"
"Municipal","NY0265080","PATTERSON HAMLET WWTP","Surface","0.08","APPROX 2000 FT SE OF INTERSECTION OF RT 311 & RT 216","PATTERSON","NY","USA","12563","41.51","-73.61","(41.51, -73.61)"
"Industrial","NY0264679","BETHEL - T LANDFILL","Surface",,"608 OLD WHITE LAKE TPKE","SWAN LAKE","NY","USA",,"41.72","-74.79","(41.72, -74.79)"
"Industrial","NY0104001","CAHOON FARMS","Ground","0.105","10951 LUMMISVILLE RD","WOLCOTT","NY","USA","14590","43.24","-76.86","(43.24, -76.86)"
