"name","url","agency","category","granularity","filter_value","rows","latitude","longitude","georeference"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","COHOCTON","11","42.500569","-77.499753","POINT (-77.499753 42.500569)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","LEICESTER","2","42.772104","-77.898295","POINT (-77.898295 42.772104)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","Municipality","CANTON","10","44.595632","-75.169226","POINT (-75.169226 44.595632)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","ALTAMONT","7065","42.705906","-74.035072","POINT (-74.035072 42.705906)"
"Boat Launch Sites by State Parks or Marine Facility","http://data.ny.gov/d/2gcg-hikh","Parks, Recreation and Historic Preservation, Office of","Recreation","County","PUTNAM","1","41.4266616","-73.7495141","POINT (-73.7495141 41.4266616)"
"County Mental Health Profiles: 2006-2016","http://data.ny.gov/d/xgig-n5ch","Mental Health, Office of","Human Services","County","RENSSELAER","107","42.7110547","-73.5097151","POINT (-73.5097151 42.7110547)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","COHOCTON","1","42.500569","-77.499753","POINT (-77.499753 42.500569)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","LAKE SUCCESS","1","40.777159","-73.71402","POINT (-73.71402 40.777159)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","PORT BYRON","15","43.034584","-76.623778","POINT (-76.623778 43.034584)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","LACKAWANNA","1312","42.816277","-78.824001","POINT (-78.824001 42.816277)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","WALTON","2","42.168319","-75.130508","POINT (-75.130508 42.168319)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","ELMIRA HEIGHTS","11520","42.126684","-76.827302","POINT (-76.827302 42.126684)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","RIVERSIDE","559","40.912281","-72.647388","POINT (-72.647388 40.912281)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","BROADALBIN","12","43.058747","-74.196378","POINT (-74.196378 43.058747)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","GLENVILLE","43","42.929158","-74.052151","POINT (-74.052151 42.929158)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","LENOX","7","43.073242","-75.70651","POINT (-75.70651 43.073242)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","WINDHAM","12","42.310975","-74.245328","POINT (-74.245328 42.310975)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","SWEDEN","1","43.214471","-77.938805","POINT (-77.938805 43.214471)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","Municipality","COEYMANS","1","42.492171","-73.876531","POINT (-73.876531 42.492171)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","CANASERAGA","1","42.465234","-77.777221","POINT (-77.777221 42.465234)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","FLORENCE","1","43.438475","-75.749714","POINT (-75.749714 43.438475)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ELBA","25","43.077511","-78.187269","POINT (-78.187269 43.077511)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","DUANESBURG","1","42.761482","-74.134047","POINT (-74.134047 42.761482)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","PARISHVILLE","12","44.625524","-74.816427","POINT (-74.816427 44.625524)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","BROCKPORT","7","43.214471","-77.938805","POINT (-77.938805 43.214471)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","BRANT","2","42.58859","-79.044449","POINT (-79.044449 42.58859)"
"Brownfield Real Property Tax Credit and Environmental Remediated Insurance Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/635g-4qx7","Taxation and Finance, Department of","Government & Finance","Municipality","ROCHESTER","10","43.155708","-77.612547","POINT (-77.612547 43.155708)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","GROTON","12","42.587771","-76.366727","POINT (-76.366727 42.587771)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","PHILADELPHIA","1","44.154603","-75.709366","POINT (-75.709366 44.154603)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","NORTH TONAWANDA","17","43.052136","-78.865585","POINT (-78.865585 43.052136)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","WOLCOTT","9","43.220683","-76.815121","POINT (-76.815121 43.220683)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","DELAWARE","1204","41.768032","-75.057341","POINT (-75.057341 41.768032)"
"All Payer Inpatient Quality Indicators (IQI) by Hospital (SPARCS): Calendar Year 2015","http://health.data.ny.gov/d/7w3f-kcst","Health, Department of","Health","County","ST LAWRENCE","29","44.4963907","-75.0689699","POINT (-75.0689699 44.4963907)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","HOLLAND","1","42.641006","-78.541743","POINT (-78.541743 42.641006)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","MUNSEY PARK","258","40.799236","-73.676416","POINT (-73.676416 40.799236)"
"Brownfield Redevelopment Credit: Beginning Calendar Year 2005","http://data.ny.gov/d/vud8-75x8","Taxation and Finance, Department of","Government & Finance","Municipality","SLEEPY HOLLOW","1","41.092455","-73.862459","POINT (-73.862459 41.092455)"
"Child and Adult Care Food Program Participation","http://health.data.ny.gov/d/dmn7-mpa8","Health, Department of","Health","Municipality","CANANDAIGUA","3","42.887495","-77.282497","POINT (-77.282497 42.887495)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","CARMEL","34","41.414739","-73.686018","POINT (-73.686018 41.414739)"
"Community Health Indicator Reports (CHIRS): Trend Data","http://health.data.ny.gov/d/jb5s-mei3","Health, Department of","Health","County","MONTGOMERY","2805","42.9022816","-74.4396827","POINT (-74.4396827 42.9022816)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","WAWARSING","46","41.759453","-74.35613","POINT (-74.35613 41.759453)"
"Child Welfare and Community Services Funded Programs","http://data.ny.gov/d/ahjq-dbec","Children and Family Services, Office of","Human Services","Municipality","WARSAW","4","42.740219","-78.132589","POINT (-78.132589 42.740219)"
"Alternative Fuel Stations in New York","http://data.ny.gov/d/bpkx-gmh7","Energy Research and Development Authority","Energy & Environment","Municipality","CANTON","8","44.595632","-75.169226","POINT (-75.169226 44.595632)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CHESTNUT RIDGE","1333","41.08423","-74.056229","POINT (-74.056229 41.08423)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","RUTLAND","30","44.008226","-75.79608","POINT (-75.79608 44.008226)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","LOCKPORT","53","43.168861","-78.696849","POINT (-78.696849 43.168861)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","HAMDEN","1","42.191004","-74.994648","POINT (-74.994648 42.191004)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","County","NASSAU","27","40.7321726","-73.5854457","POINT (-73.5854457 40.7321726)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","HUDSON FALLS","3","43.309251","-73.580627","POINT (-73.580627 43.309251)"
"Census 2000 and 2010 Population, Villages","http://data.ny.gov/d/gxct-stum","Empire State Development","Government & Finance","Municipality","MATINECOCK","1","40.868003","-73.582412","POINT (-73.582412 40.868003)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","GREENBURGH","1","41.048722","-73.789876","POINT (-73.789876 41.048722)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","BAYVILLE","247","40.906433","-73.562549","POINT (-73.562549 40.906433)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","STARKEY","2","42.536908","-76.918049","POINT (-76.918049 42.536908)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","ALDEN","64","42.900146","-78.4922","POINT (-78.4922 42.900146)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","ATLANTIC BEACH","258","40.58976","-73.728818","POINT (-73.728818 40.58976)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CASTILE","645","42.632095","-78.050386","POINT (-78.050386 42.632095)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","CANASTOTA","2","43.079472","-75.751198","POINT (-75.751198 43.079472)"
"Community Health Obesity and Diabetes Related Indicators: 2008 - 2012","http://health.data.ny.gov/d/tchg-ruva","Health, Department of","Health","County","ULSTER","40","41.8881457","-74.2585695","POINT (-74.2585695 41.8881457)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","SARANAC LAKE","1","44.325031","-74.131784","POINT (-74.131784 44.325031)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","WAVERLY","2107","42.009476","-76.529309","POINT (-76.529309 42.009476)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","REMSEN","516","43.32692","-75.186788","POINT (-75.186788 43.32692)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","MONTEBELLO","1","41.136903","-74.110917","POINT (-74.110917 41.136903)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","CLYMER","1","42.02082","-79.629966","POINT (-79.629966 42.02082)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","WELLSVILLE","6","42.120693","-77.946058","POINT (-77.946058 42.120693)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","ENDICOTT","230","42.096973","-76.065435","POINT (-76.065435 42.096973)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","RICHMOND","1","42.790065","-77.516695","POINT (-77.516695 42.790065)"
"County Level Attainment Status of National Ambient Air Quality Standards (NAAQS)","http://data.ny.gov/d/p58z-ik4q","Environmental Conservation, Department of","Energy & Environment","County","SUFFOLK","8","40.9404609","-72.6852404","POINT (-72.6852404 40.9404609)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","NEW PALTZ","1","41.74753","-74.086891","POINT (-74.086891 41.74753)"
"Boat Launch Sites by State Parks or Marine Facility","http://data.ny.gov/d/2gcg-hikh","Parks, Recreation and Historic Preservation, Office of","Recreation","County","ERIE","3","42.7582365","-78.7796596","POINT (-78.7796596 42.7582365)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","POTTER","4","42.704788","-77.20622","POINT (-77.20622 42.704788)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","UNION","23","42.867802","-75.887497","POINT (-75.887497 42.867802)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","CLARE","258","44.405108","-75.061504","POINT (-75.061504 44.405108)"
"County Emergency Management Offices","http://data.ny.gov/d/jwkb-x5v6","Homeland Security and Emergency Services, Division of","Public Safety","County","CHEMUNG","2","42.1412474","-76.760026","POINT (-76.760026 42.1412474)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","PERINTON","1","43.098535","-77.441969","POINT (-77.441969 43.098535)"
"All Payer Inpatient Quality Indicators (IQI) Composite Measures by Hospital (SPARCS): Beginning 2009","http://health.data.ny.gov/d/ba3n-bkk4","Health, Department of","Health","County","ESSEX","32","44.1172179","-73.7727091","POINT (-73.7727091 44.1172179)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","MANLIUS","203","43.001216","-75.979256","POINT (-75.979256 43.001216)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","WAYNE","2","42.441032","-77.135184","POINT (-77.135184 42.441032)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","CONSTABLE","455","44.929269","-74.298088","POINT (-74.298088 44.929269)"
"Active Sporting License Issuing Agents","http://data.ny.gov/d/66qd-rvmy","Environmental Conservation, Department of","Energy & Environment","Municipality","PENFIELD","1","43.130076","-77.475877","POINT (-77.475877 43.130076)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","GATES","1","43.150998","-77.69334","POINT (-77.69334 43.150998)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","PORTVILLE","7","42.036015","-78.338463","POINT (-78.338463 42.036015)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","DEERPARK","2","40.757444","-73.326569","POINT (-73.326569 40.757444)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","HORNELL","42","42.327612","-77.661591","POINT (-77.661591 42.327612)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","PAWLING","95","41.56191","-73.601135","POINT (-73.601135 41.56191)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","NEWARK VALLEY","3","42.223762","-76.183846","POINT (-76.183846 42.223762)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","DELHI","7","42.279591","-74.91376","POINT (-74.91376 42.279591)"
"Bus Safety Information Network (BUSNET) Operator Report:  Beginning 2009","http://data.ny.gov/d/h9zr-j4pg","Transportation, Department of","Transportation","Municipality","NEW PALTZ","35","41.74753","-74.086891","POINT (-74.086891 41.74753)"
"Active Appearance Enhancement and Barber Business and Area Renter Licensees","http://data.ny.gov/d/y3u4-jbgh","State, Department of","Economic Development","Municipality","TUPPER LAKE","92","44.223983","-74.464106","POINT (-74.464106 44.223983)"
"Advantage After School Program","http://data.ny.gov/d/ae9a-zs4q","Children and Family Services, Office of","Human Services","Municipality","SACKETS HARBOR","1","43.946269","-76.118991","POINT (-76.118991 43.946269)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","County","CAYUGA","31","43.0103267","-76.5743582","POINT (-76.5743582 43.0103267)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","MOREAU","2322","43.299187","-73.635289","POINT (-73.635289 43.299187)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","ELLICOTT","5","42.734402","-78.731697","POINT (-78.731697 42.734402)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","STAFFORD","6348","42.981656","-78.073476","POINT (-78.073476 42.981656)"
"Active Retail Tobacco Vendors","http://health.data.ny.gov/d/9ma3-vsuk","Health, Department of","Health","Municipality","GREENE","4","42.331237","-75.770617","POINT (-75.770617 42.331237)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","RED HOUSE","5","42.059242","-78.759785","POINT (-78.759785 42.059242)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","COHOES","10","42.773015","-73.697857","POINT (-73.697857 42.773015)"
"Biodiversity by County - Distribution of Animals, Plants and Natural Communities","http://data.ny.gov/d/tk82-7km5","Environmental Conservation, Department of","Energy & Environment","County","JEFFERSON","426","43.9988484","-76.0521081","POINT (-76.0521081 43.9988484)"
"Conservation Partnership Program Grants","http://data.ny.gov/d/pvur-3dya","Environmental Conservation, Department of","Energy & Environment","Municipality","HURLEY","1","41.919194","-74.058264","POINT (-74.058264 41.919194)"
"Chronic Disease Evidence-Based Self-Management Programs (QTAC): Location, Delivery and Capacity Data","http://health.data.ny.gov/d/dhmw-ig8b","Health, Department of","Health","County","SENECA","8","42.7810814","-76.8237786","POINT (-76.8237786 42.7810814)"
"Bank-Owned ATM Locations in New York State","http://data.ny.gov/d/ndex-ad5r","Financial Services, Department of","Government & Finance","Municipality","EAST AURORA","6","42.768085","-78.621022","POINT (-78.621022 42.768085)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","AMSTERDAM","1","42.937753","-74.190343","POINT (-74.190343 42.937753)"
"Council On The Arts Grant Awards:  Beginning 2003","http://data.ny.gov/d/5q72-7g66","Council on the Arts, New York State","Economic Development","Municipality","ROME","46","43.212496","-75.455758","POINT (-75.455758 43.212496)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","CHARLTON","118","42.933478","-73.969848","POINT (-73.969848 42.933478)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","STRATFORD","2","43.179382","-74.69306","POINT (-74.69306 43.179382)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","WAVERLY","37","42.009476","-76.529309","POINT (-76.529309 42.009476)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","BOONVILLE","88","43.480514","-75.327131","POINT (-75.327131 43.480514)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","ENDICOTT","37","42.096973","-76.065435","POINT (-76.065435 42.096973)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","PLEASANTVILLE","94","41.133369","-73.792431","POINT (-73.792431 41.133369)"
"Child Care Regulated Programs","http://data.ny.gov/d/cb42-qumz","Children and Family Services, Office of","Human Services","Municipality","MONTOUR FALLS","2","42.347118","-76.8451","POINT (-76.8451 42.347118)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","HERMON","2","44.467028","-75.230912","POINT (-75.230912 44.467028)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","GREENWICH","134148","43.087513","-73.496974","POINT (-73.496974 43.087513)"
"Certified Plant Dealers","http://data.ny.gov/d/2ssy-s6ns","Agriculture and Markets, Department of","Economic Development","Municipality","TULLY","2","42.798129","-76.109517","POINT (-76.109517 42.798129)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","WRIGHT","2","43.800301","-73.381104","POINT (-73.381104 43.800301)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","WEBB","1","43.710117","-74.973422","POINT (-74.973422 43.710117)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CENTRE ISLAND","2","40.901273","-73.519843","POINT (-73.519843 40.901273)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","SALEM","9","43.172396","-73.327508","POINT (-73.327508 43.172396)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","EAST WILLISTON","430","40.75974","-73.635283","POINT (-73.635283 40.75974)"
"Certified Disadvantaged Business Enterprises (DBEs) in the NYS Unified Certification Program","http://data.ny.gov/d/pfeu-dsx6","Transportation, Department of","Transportation","Municipality","ORCHARD PARK","14","42.767456","-78.743906","POINT (-78.743906 42.767456)"
"Aquatic Biological Monitoring Sampling Locations: Beginning 1980","http://data.ny.gov/d/absp-7rbm","Environmental Conservation, Department of","Energy & Environment","Municipality","RUSSELL","5","44.428045","-75.149553","POINT (-75.149553 44.428045)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","NORTHEAST","2","41.952741","-73.512572","POINT (-73.512572 41.952741)"
"All Payer Patient Safety Indicators (PSI) Composite Measures by Hospital: Beginning 2009","http://health.data.ny.gov/d/jjir-cuty","Health, Department of","Health","County","HERKIMER","8","43.4197021","-74.962498","POINT (-74.962498 43.4197021)"
"Community Health Obesity and Diabetes Related Indicators: 2008 - 2012","http://health.data.ny.gov/d/tchg-ruva","Health, Department of","Health","County","DUTCHESS","40","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Active Corporations:  Beginning 1800","http://data.ny.gov/d/n9v6-gdp6","State, Department of","Economic Development","Municipality","KINGS POINT","92","40.819745","-73.734966","POINT (-73.734966 40.819745)"
"Current Season Spring Trout Stocking","http://data.ny.gov/d/d9y2-n436","Environmental Conservation, Department of","Recreation","County","CATTARAUGUS","96","42.2486317","-78.6788524","POINT (-78.6788524 42.2486317)"
"AOT (Assisted Outpatient Treatment) Court Orders","http://data.ny.gov/d/r4sv-k333","Mental Health, Office of","Human Services","County","TIOGA","1","42.1702975","-76.3063168","POINT (-76.3063168 42.1702975)"
"Active Real Estate Salespersons and Brokers","http://data.ny.gov/d/yg7h-zjbf","State, Department of","Economic Development","Municipality","CANDOR","2","42.227562","-76.337698","POINT (-76.337698 42.227562)"
"Certificate of Need Applications: Beginning 1974","http://health.data.ny.gov/d/h343-jwie","Health, Department of","Health","Municipality","ARDSLEY","3","41.008591","-73.841246","POINT (-73.841246 41.008591)"
"All Payer Patient Safety Indicators (PSI) Volume Measures by Hospital: Calendar Year 2015","http://health.data.ny.gov/d/8hr6-ev4v","Health, Department of","Health","County","CLINTON","1","44.7462266","-73.6781745","POINT (-73.6781745 44.7462266)"
"Bulk Storage Facilities in New York State","http://data.ny.gov/d/pteg-c78n","Environmental Conservation, Department of","Energy & Environment","Municipality","RIVERHEAD","1487","40.917006","-72.662142","POINT (-72.662142 40.917006)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","WILLIAMSON","473","43.223947","-77.186123","POINT (-77.186123 43.223947)"
"Annual Average Daily Traffic (AADT): Beginning 1977","http://data.ny.gov/d/6amx-2pbv","Transportation, Department of","Transportation","Municipality","STOCKHOLM","946","44.713902","-74.900854","POINT (-74.900854 44.713902)"
"Case-Specific Beneficial Use Determinations: Beginning 1988","http://data.ny.gov/d/id6x-swrj","Environmental Conservation, Department of","Energy & Environment","Municipality","MONROE","1","41.319875","-74.177985","POINT (-74.177985 41.319875)"
"Combined Sewer Overflows (CSOs): Beginning 2013","http://data.ny.gov/d/ephi-ffu6","Environmental Conservation, Department of","Energy & Environment","County","DUTCHESS","6","41.7651483","-73.7428624","POINT (-73.7428624 41.7651483)"
"Citizen Statewide Lake Monitoring Assessment Program (CSLAP) Lakes","http://data.ny.gov/d/b6x3-58ht","Environmental Conservation, Department of","Energy & Environment","Municipality","CANAAN","1","42.412453","-73.447681","POINT (-73.447681 42.412453)"
