"unique_case_id","electric_utility","gas_utility","county","region","climate_zone","confirm_multifamily_unit","job_title","electric_metering","organization_s_years_of_property_management","range_of_units_in_building","number_of_separate_buildings","other_nys_properties","number_of_other_nys_properties","other_nys_properties_built_after_january_2012","other_business_present","other_business_professional","other_business_food","other_business_retail","other_business_education","other_business_health","other_business_other","percentage_floor_space_non_residential","number_of_living_units","percentage_occupied_units","number_of_stories_of_average_building","common_area_buildings","number_of_common_area_buildings","common_area_buildings_gym","common_area_buildings_club_house","common_area_buildings_office","common_area_buildings_laundry","common_area_buildings_maintenance","common_area_buildings_storage","common_area_buildings_community","common_area_buildings_boiler","common_area_buildings_garage","common_area_buildings_other","year_built","major_renovations_past_five_years","past_renovations_units","past_renovations_common_area","past_renovations_building","past_renovations_storm_damage","past_renovations_hvac","past_renovations_other","past_renovations_lighting","past_renovations_cosmetic","major_renovations_next_five_years","future_renovations_units","future_renovations_common_area","future_renovations_building","future_renovations_storm_damage","future_renovations_hvac","future_renovations_other","future_renovations_lighting","future_renovations_cosmetic","percentage_studios","percentage_1_bedroom","percentage_2_bedroom","percentage_3_bedroom","natural_gas_service","natural_gas_metering"
"185","RG&E","NA","Monroe","Finger Lakes","5","Yes","* District manager / Regional manager","Individual metered plus separate meters for common area","40","5 or more units","6","Yes","36","Yes","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","99","100%","2","Yes","1","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1960 to 1969","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","1%","0%","99%","0%","Yes","One master meter, no individual tenant unit meters"
"156","ConEd","NA","Queens","New York City","4","Yes","Owner of property","Individual metered plus separate meters for common area","90","5 or more units","1","Yes","9","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","28","100%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","Yes","All individual metered tenant units, no master meter"
"158","ConEd","Ambit New York","New York","New York City","4","Programmed skip","Other","Individual metered plus separate meters for common area","20","5 or more units","2","No","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20","100%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","0%","100%","0%","0%","No","Programmed skip"
"159","ConEd","NA","Westchester","Mid-Hudson","4","Programmed skip","Property / Leasing manager / Associate","Master meter for total building plus sub-meter for individual tenant units","20","5 or more units","1","Yes","4","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","43","99%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","0%","70%","30%","0%","Yes","All individual metered tenant units, no master meter"
"162","RG&E","NA","Monroe","Finger Lakes","5","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","35","5 or more units","1","Yes","100","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","10","100%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","30%","70%","0%","0%","Yes","One master meter, no individual tenant unit meters"
"163","National Grid","NA","Jefferson","North Country","6","Yes","Property / Leasing manager / Associate","All individual metered tenant units, no master meter","Don’t know","5 or more units","39","Yes","Don’t know","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","126","95%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1980 to 1989","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","All individual metered tenant units, no master meter"
"164","National Grid","NA","Onondaga","Central New York","5","Yes","* President / Vice president","Individual metered plus separate meters for common area","50","5 or more units","22","Yes","67","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","132","98%","3","Yes","1","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1970 to 1979","Yes","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","34%","66%","0%","Yes","One master meter, no individual tenant unit meters"
"171","ConEd","NA","New York","New York City","4","Yes","Property / Leasing manager / Associate","All individual metered tenant units, no master meter","60","5 or more units","1","Yes","30","No","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Don’t know","56","100%","7","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1990 to 1999","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","32%","64%","4%","0%","Yes","One master meter, no individual tenant unit meters"
"194","National Grid","NA","Albany","Capital District","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","75","Yes","27","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","319","95%","2","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","1950 to 1959","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1%","55%","44%","0%","Yes","One master meter, no individual tenant unit meters"
"346","National Grid","NA","Genesee","Finger Lakes","5","Programmed skip","Maintenance supervisor / Facilities manager","Individual metered plus separate meters for common area","5","5 or more units","3","No","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","90","85%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1990 to 1999","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","28%","33%","39%","0%","Yes","One master meter, no individual tenant unit meters"
"181","National Grid","NA","St. Lawrence","North Country","6","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","14","5 or more units","3","Yes","8","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","28","97%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1970 to 1979","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1%","0%","50%","49%","Yes","Other"
"199","ConEd","NA","New York","New York City","4","Yes","Property / Leasing manager / Associate","Don’t know","30","5 or more units","2","Yes","25","Don’t know","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","222","97%","9","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","16%","69%","15%","0%","Yes","Don’t know"
"168","RG&E","Rochester Gas & Electric Corporation","Monroe","Finger Lakes","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","40","5 or more units","15","Yes","10","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","180","99%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","0%","21%","59%","20%","Yes","Individual metered plus separate meters for common area"
"201","National Grid","NA","Niagara","Western New York","5","Yes","Other","Individual metered plus separate meters for common area","29","5 or more units","1","Yes","5","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","80","100%","2","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","2000 to 2009","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","80%","20%","0%","Yes","One master meter, no individual tenant unit meters"
"237","NYSEG","NA","Saratoga","Capital District","5","Yes","Property / Leasing manager / Associate","All individual metered tenant units, no master meter","70","5 or more units","75","Yes","25","Don’t know","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","729","90%","2","Yes","1","Not mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","1939 or earlier","Yes","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","2%","30%","60%","8%","Yes","All individual metered tenant units, no master meter"
"167","ConEd","NA","Westchester","Mid-Hudson","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","20","5 or more units","1","Yes","60","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","65","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","Mentioned","Mentioned","10%","40%","50%","0%","Yes","Individual metered plus separate meters for common area"
"169","Central Hudson","NA","Dutchess","Mid-Hudson","5","Yes","* District manager / Regional manager","Individual metered plus separate meters for common area","15","5 or more units","2","Yes","20","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","46","100%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1970 to 1979","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","10%","25%","25%","40%","No","Programmed skip"
"203","ConEd","NA","Bronx","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","75","5 or more units","89","No","Programmed skip","Programmed skip","Yes","Mentioned","Mentioned","Mentioned","Mentioned","Mentioned","Not mentioned","9","8323","95%","10","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","15%","30%","40%","15%","Yes","One master meter, no individual tenant unit meters"
"172","ConEd","New Wave Energy Corp.","Queens","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","31","5 or more units","3","Yes","50","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","162","99%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","Yes","Not mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Not mentioned","Mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20%","40%","20%","20%","Yes","All individual metered tenant units, no master meter"
"178","ConEd","NA","Westchester","Mid-Hudson","4","Programmed skip","Property / Leasing manager / Associate","Master meter for total building plus sub-meter for individual tenant units","30","5 or more units","1","Yes","40","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","68","100%","6","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","One master meter, no individual tenant unit meters"
"179","RG&E","NA","Monroe","Finger Lakes","5","Programmed skip","Owner of property","Individual metered plus separate meters for common area","40","5 or more units","1","Yes","19","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","6","100%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","67%","33%","0%","Yes","One master meter, no individual tenant unit meters"
"180","RG&E","Rochester Gas & Electric Corporation","Monroe","Finger Lakes","5","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","50","5 or more units","1","Yes","10","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","16","100%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1940 to 1949","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","25%","75%","0%","0%","Don’t know","Programmed skip"
"182","RG&E","NA","Monroe","Finger Lakes","5","Programmed skip","Owner of property","Individual metered plus separate meters for common area","3","5 or more units","1","No","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","18","100%","3","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","33%","67%","0%","Yes","One master meter, no individual tenant unit meters"
"189","RG&E","NA","Monroe","Finger Lakes","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","30","5 or more units","4","Yes","20","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","66","98%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","20%","30%","50%","0%","Yes","One master meter, no individual tenant unit meters"
"190","National Grid","NA","Schenectady","Capital District","5","Yes","Maintenance supervisor / Facilities manager","All individual metered tenant units, no master meter","40","5 or more units","13","Yes","25","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","134","95%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1960 to 1969","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","25%","75%","0%","Yes","All individual metered tenant units, no master meter"
"191","ConEd","NA","New York","New York City","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","50","5 or more units","1","Yes","200","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","46","60%","14","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","No","Programmed skip"
"195","ConEd","Consolidated Edison Company Of N Y","Bronx","New York City","4","Programmed skip","Owner of property","Individual metered plus separate meters for common area","80","5 or more units","1","Yes","6","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","43","85%","4","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","Individual metered plus separate meters for common area"
"196","National Grid","NA","Cattaraugus","Western New York","6","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","Don’t know","5 or more units","6","Yes","Don’t know","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","32","100%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1990 to 1999","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Don’t know","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","50%","50%","0%","Yes","Individual metered plus separate meters for common area"
"197","ConEd","NA","Westchester","Mid-Hudson","4","Programmed skip","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","59","5 or more units","4","Yes","Don’t know","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","203","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","9%","14%","77%","0%","No","Programmed skip"
"202","National Grid","NA","Franklin","North Country","6","Yes","Maintenance supervisor / Facilities manager","Individual metered plus separate meters for common area","Don’t know","5 or more units","8","No","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","21","0%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1940 to 1949","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","0%","38%","62%","No","Programmed skip"
"205","National Grid","NA","Lewis","North Country","6","Programmed skip","Owner of property","Individual metered plus separate meters for common area","39","5 or more units","1","Yes","4","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","5","100%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1970 to 1979","Yes","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","0%","100%","0%","0%","No","Programmed skip"
"207","ConEd","NA","New York","New York City","4","Yes","Owner of property","Individual metered plus separate meters for common area","30","5 or more units","1","Yes","6","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","24","100%","6","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1939 or earlier","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","100%","0%","0%","Yes","All individual metered tenant units, no master meter"
"210","ConEd","Consolidated Edison Company Of N Y","New York","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","20","5 or more units","4","Yes","30","No","Yes","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","7","36","90%","5","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","1950 to 1959","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","8%","33%","59%","0%","No","Programmed skip"
"297","National Grid","NA","Saratoga","Capital District","5","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","40","5 or more units","14","Yes","13","Yes","Yes","Not mentioned","Not mentioned","Mentioned","Mentioned","Not mentioned","Mentioned","10","218","90%","2","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2012","Yes","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Yes","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","0%","35%","60%","5%","Yes","Individual metered plus separate meters for common area"
"328","ConEd","Constellation Energy Gas Choice","New York","New York City","4","Yes","Property / Leasing manager / Associate","Individual metered plus separate meters for common area","Don’t know","5 or more units","1","Don’t know","Programmed skip","Programmed skip","Yes","Mentioned","Mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","2","196","98%","19","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","2010","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Don’t know","Don’t know","Don’t know","Don’t know","Yes","One master meter, no individual tenant unit meters"
"223","National Grid","NA","Cortland","Central New York","5","Yes","Owner of property","Individual metered plus separate meters for common area","30","5 or more units","3","Yes","2","No","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","13","100%","2","Yes","1","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","1980 to 1989","Yes","Not mentioned","Not mentioned","Not mentioned","Not mentioned","Mentioned","Not mentioned","Not mentioned","Not mentioned","No","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","Programmed skip","0%","8%","92%","0%","Yes","Individual metered plus separate meters for common area"
