"region","pin","county","cont_no","sh","descript","bin","executed","numbersheets","route","loc_municipality","url"
"5",,"ERIE","C57-01","C57-01, C57-02, C65-21, C60-11, C60-10","BRIDGE SUBSTRUCTURE,;FUHRMANN BLVD. - HAMBURG TURNPIKE VIADUCT; RT. 5",,"1957-03-25T00:00:00.000","74","971P, I278, I287, I495, I81, I87, NY27, NY55, NY61, US44","C-Brooklyn, C-Queens, C-Rye, C-White Plains, T-Adams, T-Champlain, T-Chazy, T-Hounsfield, T-Lewis, T-Lewiston, T-North Hempstead, T-Rochester, T-Watertown, T-Wawarsing, V-East Hills, V-Harrison, V-Port Chester, V-Rye Brook","https://rpol.dot.ny.gov/?id=C57-01"
"4",,"MONROE","C57-03","C57-03","DEMOLITION,;ROCHESTER INNER LOOP; RT. 906",,"1957-04-23T00:00:00.000","3","I278, I81","C-Bronx, T-Hastings","https://rpol.dot.ny.gov/?id=C57-03"
"5",,"ERIE","C57-04","C57-04","FUHRMANN BLVD. - HAMBURG TURNPIKE VIADUCT,;DEMOLITION; RT. 5",,"1957-10-30T00:00:00.000","11","I287, NY46","C-Oneida - inner district, C-Rye, V-Port Chester","https://rpol.dot.ny.gov/?id=C57-04"
"6",,"STEUBEN","C57-05","C57-05, 57--11, 59--11","A.C. RECON.,;CORNING; RT. 17",,"1957-07-08T00:00:00.000","90","I86, NY17, NY352, NY37B","C-Corning, T-Corning, V-Massena, V-Riverside","https://rpol.dot.ny.gov/?id=C57-05"
"5",,"ERIE","C57-06","C57-06, C57-07","VIADUCT SUPERSTRUCTURE & RAMP A,;FUHRMANN BLVD. - HAMBURG TURNPIKE VIADUCT; RT. 5",,"1957-08-30T00:00:00.000","62","930J, 931J, 981V, I81","C-New Rochelle, T-Cicero, T-Clay, T-Salina, V-North Syracuse","https://rpol.dot.ny.gov/?id=C57-06"
"2",,"HERKIMER","C57-08","C57-08, 0133","A.C. RESURFACING,;RT. 167;",,"1957-10-10T00:00:00.000","20","I81, NY167","C-Little Falls, T-Manheim, T-Salina","https://rpol.dot.ny.gov/?id=C57-08"
"1",,"ALBANY","C57-09","C57-09, 0630","A.C. RECON.,;RT. 7;",,"1957-10-10T00:00:00.000","20","NY2","C-Watervliet, T-Colonie","https://rpol.dot.ny.gov/?id=C57-09"
"4",,"MONROE","C57-10","C57-10","A.C. RECON.,;MT. READ BLVD.; RT. 940K",,"1957-10-25T00:00:00.000","40","940K, NY23","C-Rochester, T-Greenport","https://rpol.dot.ny.gov/?id=C57-10"
"3",,"ONONDAGA","C57-11","C57-11, 54--03, 5274, C60-17","A.C. RECON.,;OSWEGO BLVD.; RT. I-81","1031639","1957-10-28T00:00:00.000","148","931G, I81, I86, I87, NY17, NY352, NY370, NY481","C-Bronx, C-Corning, T-Clay, T-Corning, T-Salina, V-Liverpool, V-Riverside","https://rpol.dot.ny.gov/?id=C57-11"
"5",,"ERIE","C57-13","C57-13, C57-14","A.C. RECON.,;FUHRMANN BLVD. - HAMBURG TURNPIKE VIADUCT; RT. 5",,"1957-11-13T00:00:00.000","84","NY3, NY370","T-Butler, T-Harrietstown, V-Saranac Lake","https://rpol.dot.ny.gov/?id=C57-13"
"5",,"NIAGARA","C57-15","C57-15","A.C. RECON.,;WALNUT AVE. & FERRY AVE. ARTERIAL; RT. 62",,"1958-01-13T00:00:00.000","67","NY370, US62","C-Niagara Falls, T-Victory","https://rpol.dot.ny.gov/?id=C57-15"
"7",,"ST. LAWRENCE","C57-16","C57-16, 57--19, 9878, 5497, 9357, 0878","A.C. RECON.,;RT. 37, 971A, 812;",,"1957-12-10T00:00:00.000","205","971A, I87, NY37, NY812","C-Ogdensburg, T-Colonie, T-Halfmoon, T-Lisbon, T-Oswegatchie, T-Waddington","https://rpol.dot.ny.gov/?id=C57-16"
"5",,"ERIE","C57-17","C57-17","GUIDE RAIL,;FUHRMANN BLVD. VIADUCT; RT. 5","1001579","1957-11-04T00:00:00.000","4","I87","T-Colonie, T-Guilderland, V-Colonie","https://rpol.dot.ny.gov/?id=C57-17"
"1",,"SCHENECTADY","C57-18","57--20, C57-18","C.C.P. CONSTRUCTION,;CROSSTOWN; RT. 7","1002610","1957-12-04T00:00:00.000","59","NY31, NY7","C-Lockport, C-Schenectady, T-Niskayuna","https://rpol.dot.ny.gov/?id=C57-18"
"5",,"ERIE","C57-19","C57-19","DEMOLITION,;KENSINGTON EXPRESSWAY; RT. 33",,"1957-12-10T00:00:00.000","13","NY37, NY812","T-Lisbon, T-Oswegatchie","https://rpol.dot.ny.gov/?id=C57-19"
"3",,"ONONDAGA","C57-L46A",,"BRIDGE CONSTRUCTION OF DORWIN AVE. AND WEST SENECA TURNPIKE BRIDGES OVER ONONDAGA CREEK CHANNEL;",,"1949-11-22T00:00:00.000","26",,,"https://rpol.dot.ny.gov/?id=C57-L46A"
"5",,"ERIE, NIAGARA","C57-L46B",,"BRIDGE CONSTRUCTION OF PICKARD'S BRIDGE E-242 OVER BARGE CANAL,;C.R. 2, C.R. 96;",,"1950-07-21T00:00:00.000","20",,,"https://rpol.dot.ny.gov/?id=C57-L46B"
"7",,"CLINTON","C58-01","0259, 58--23, C58-01","A.C. RESURFACING,;RT. I-87;","1034010,1034021,1034022,1034030,1034041,1034042","1958-08-19T00:00:00.000","213","908C, 972B, 987C, 987E, I287, I87, NY107, NY198, NY22, NY314, US6","C-Bronx, C-Buffalo, C-Glen Cove, C-Plattsburgh, T-Beekmantown, T-Greenburgh, T-Hempstead, T-Highlands, T-Plattsburgh, V-Elmsford","https://rpol.dot.ny.gov/?id=C58-01"
"4",,"MONROE","C58-02","C58-02","C.C.P. CONSTRUCTION,;RT. I-490;","1048760,1048770,1048780,1048790,1048800","1958-04-24T00:00:00.000","373","I295, I490, I495, I695, I95","C-Bronx, C-Queens, C-Rochester, V-Old Westbury","https://rpol.dot.ny.gov/?id=C58-02"
"3",,"TOMPKINS","C58-03","C58-03","A.C. RECON.,;MEADOW, SENECA, GREEN ST.; RT. 79, 13, 34",,"1958-06-24T00:00:00.000","48","I295, I87, NY13, NY34, NY7, NY79, NY96","C-Ithaca, C-Queens, T-Colonie","https://rpol.dot.ny.gov/?id=C58-03"
"6",,"STEUBEN","C58-04","C58-04, C34-04","A.C. RECON.,;WEST MAIN ST.; RT. 21",,"1958-07-01T00:00:00.000","33","947A, I278, I87, NY21, NY26, NY365, NY49, NY69","C-Bronx, C-Hornell, C-Rome - outer district, T-Greece","https://rpol.dot.ny.gov/?id=C58-04"
"5",,"CHAUTAUQUA","C58-05","C58-05","A.C. RECON.,;EAST SECOND ST.; RT. 394",,"1958-06-09T00:00:00.000","13","NY27, NY394","C-Jamestown, T-Brookhaven","https://rpol.dot.ny.gov/?id=C58-05"
"4",,"MONROE","C58-06","C58-06","DEMOLITION,;ROCHESTER INNER LOOP; RT. I-490",,"1958-08-05T00:00:00.000","18","NY27","T-Brookhaven","https://rpol.dot.ny.gov/?id=C58-06"
"5",,"NIAGARA","C58-08","C58-08","TRAFFIC SIGNALS,;WALNUT AVE. & FERRY AVE.;",,"1958-07-31T00:00:00.000","6","NY26","T-Willet","https://rpol.dot.ny.gov/?id=C58-08"
"3",,"ONONDAGA","C58-09","C58-09, 54--03, 5274","LIGHTING,;OSWEGO BLVD.;",,"1958-08-19T00:00:00.000","12","931G, I81, I87, NY370, NY481","C-Bronx, T-Clay, T-Salina, V-Liverpool","https://rpol.dot.ny.gov/?id=C58-09"
"10",,"NASSAU","C58-11","C58-11","C.C.P. CONSTRUCTION,;GLEN COVE ARTERIAL; RT. 107","1036900","1958-09-15T00:00:00.000","96","NY238","T-Alexander, T-Darien","https://rpol.dot.ny.gov/?id=C58-11"
"5",,"ERIE","C58-12","C58-12","C.C.P. CONSTRUCTION,;BROADWAY BLVD.; RT. 130",,"1958-10-14T00:00:00.000","125","NY130","C-Buffalo","https://rpol.dot.ny.gov/?id=C58-12"
"3",,"ONONDAGA","C58-13","C58-13","LIGHTING,;STATE FAIR BLVD.; RT. I-481",,"1958-09-12T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C58-13"
"5",,"ERIE","C58-14","C58-14, C58-15","C.C.P. CONSTRUCTION,;FUHRMANN BLVD. & HAMBURG TURNPIKE VIADUCT; RT. 5",,"1958-10-14T00:00:00.000","183","I587, NY28, NY5","C-Buffalo, C-Kingston, C-Lackawanna, T-Ulster","https://rpol.dot.ny.gov/?id=C58-14"
"2",,"MONTGOMERY","C58-16","C58-16","A.C. RECON. & C.C.P.,;RT. 30;","1002960","1958-10-28T00:00:00.000","111","I490, NY30","C-Amsterdam, T-Brighton","https://rpol.dot.ny.gov/?id=C58-16"
"5",,"ERIE","C58-17","C58-17","SEWER OUTLET,;KENSINGTON EXPRESSWAY; RT. 33",,"1958-11-06T00:00:00.000","48","NY590","T-Brighton","https://rpol.dot.ny.gov/?id=C58-17"
"9",,"CHENANGO","C58-18","C58-18","A.C. RECON.,;BROAD ST.; RT. 12",,"1959-01-19T00:00:00.000","24","NY12","C-Norwich","https://rpol.dot.ny.gov/?id=C58-18"
"5",,"ERIE","C58-19","C58-19, C60-02, C59-19","GRADING,;KENSINGTON EXPRESSWAY; RT. 33",,"1958-11-06T00:00:00.000","91","954P, I190, I278, I495, I81, I87, NY33","C-Brooklyn, C-Buffalo, T-Ellisburg, T-Huntington, T-Islip, T-Lewiston, T-Moreau, T-Queensbury, T-Smithtown","https://rpol.dot.ny.gov/?id=C58-19"
"4",,"MONROE","C58-20","C58-20","DEMOLITION,;ROCHESTER INNERLOOP; RT. 940T",,"1959-01-30T00:00:00.000","8","I890, NY7","T-Colonie, T-Guilderland, T-Rotterdam","https://rpol.dot.ny.gov/?id=C58-20"
"5",,"CATTARAUGUS","C58-21","1305, C58-21","A.C. RECON.,;CENTRAL AVE.; RT. 219","1041470","1958-12-08T00:00:00.000","55","NY61, US219","C-Niagara Falls, C-Salamanca, T-Great Valley","https://rpol.dot.ny.gov/?id=C58-21"
"5",,"ERIE","C58-22","C58-22, 0914","A.C. RECON.,;BROADWAY ARTERIAL; RT. 130",,"1959-01-05T00:00:00.000","21","NY130, NY5, US20","C-Buffalo, T-Cheektowaga, T-Waterloo","https://rpol.dot.ny.gov/?id=C58-22"
"10",,"NASSAU","C58-23","C58-23, 9017","C.C.P. & A.C. RECON.,;GLEN COVE ARTERIAL; RT. 107","1036889,7036890","1959-01-21T00:00:00.000","134","972B, I87, NY106, NY107, NY314","C-Glen Cove, T-Hempstead, T-Oyster Bay, T-Plattsburgh, V-Brookville, V-Old Brookville, V-Upper Brookville","https://rpol.dot.ny.gov/?id=C58-23"
"1",,"SCHENECTADY","C58-28","C58-28","DEMOLITION,;RT. I-890;",,"1959-01-26T00:00:00.000","1",,,"https://rpol.dot.ny.gov/?id=C58-28"
"4",,"MONROE","C59-01","C59-01","DRAINAGE TUNNEL CONSTRUCTION,;ROCHESTER INNER LOOP; RT. 940T",,"1959-04-16T00:00:00.000","48","908M, I295, I495, I81, I95, NY135, NY198, NY23","C-Bronx, C-Buffalo, C-Queens, T-Albion, T-Islip, T-Mexico, T-Oyster Bay, T-Parish, T-Richland, V-Catskill, V-Parish","https://rpol.dot.ny.gov/?id=C59-01"
"3",,"ONONDAGA","C59-04","C59-04","A.C. RECON.,;BEAR ST. ARTERIAL; RT. 298","4045180","1959-06-11T00:00:00.000","93","NY206, NY298","C-Syracuse, T-Bainbridge","https://rpol.dot.ny.gov/?id=C59-04"
"1",,"ALBANY","C59-05","C59-05, 59--08","C.C.P. RECON.,;FULLER RD.; RT. 910F",,"1959-07-15T00:00:00.000","36","910F, NY206, NY590","C-Albany, C-Rochester, T-Guilderland, T-Masonville","https://rpol.dot.ny.gov/?id=C59-05"
"8",,"WESTCHESTER","C59-07","C59-07","A.C. RECON.,;RT. 9, 6, 202;",,"1959-08-17T00:00:00.000","13","NY13, US202, US6, US9","C-Peekskill, T-Horseheads","https://rpol.dot.ny.gov/?id=C59-07"
"4",,"MONROE","C59-08","59--14, C59-08","C.C.P. CONSTRUCTION,;ROCHESTER OUTER LOOP; RT. 47","1026041,1026042,1026059,1026060,1026070","1959-08-26T00:00:00.000","184","910F, NY590","C-Albany, C-Rochester, T-Brighton, T-Guilderland","https://rpol.dot.ny.gov/?id=C59-08"
"2",,"MADISON, ONEIDA","C59-10","0726, 1821, 59--15, C59-10","A.C. RESURFACING.;ONEIDA EAST-WEST ARTERIAL; RT. 365A, 940K","1046750","1960-01-18T00:00:00.000","56","I86, I99, NY13, NY17, NY33, NY365A, NY5","C-Batavia, C-Oneida - inner district, C-Oneida - outer district, T-Corning, T-Erwin, T-Lenox, T-Sullivan, T-Vernon, V-Painted Post, V-Wampsville","https://rpol.dot.ny.gov/?id=C59-10"
"2",,"MONTGOMERY","C59-11","0180, 5126, C59-11, 59--17, C59-20","DEMOLITION,;AMSTERDAM EAST-WEST ARTERIAL;",,"1960-02-19T00:00:00.000","21","NY5","C-Amsterdam, T-Amsterdam","https://rpol.dot.ny.gov/?id=C59-11"
"5",,"CHAUTAUQUA","C59-13","C59-13","DEMOLITION,;NORTH-SOUTH ARTERIAL, WASHINGTON ST. BRIDGE;",,"1959-10-30T00:00:00.000","2","NY27","T-Southampton","https://rpol.dot.ny.gov/?id=C59-13"
"4",,"GENESEE","C59-15","5145, C59-15","A.C. RECON.,;BATAVIA CITY, MAIN ST. ARTERIAL; RT. 5, 33",,"1959-11-18T00:00:00.000","108","NY33, NY365A, NY5","C-Batavia, T-Batavia, T-Stafford, T-Vernon","https://rpol.dot.ny.gov/?id=C59-15"
"4",,"MONROE","C59-16","C59-16","DEMOLITION,;RT. I-490;",,"1960-01-08T00:00:00.000","5","I81","T-Ellisburg, V-Adams","https://rpol.dot.ny.gov/?id=C59-16"
"4",,"MONROE","C59-17","C59-17","DEM0LITION,;ROCHESTER INNER LOOP; RT. I-490",,"1959-12-16T00:00:00.000","4",,,"https://rpol.dot.ny.gov/?id=C59-17"
"9",,"CHENANGO","C59-18","C59-18, 59--24","A.C. RECON.,;EAST MAIN ST. ARTERIAL; RT. 990L","1050520","1959-12-28T00:00:00.000","67","990L, I87","C-Norwich, T-Clifton Park, T-Malta, T-Norwich, V-Round Lake","https://rpol.dot.ny.gov/?id=C59-18"
"8",,"ORANGE","C61-07","C61-07","A.C. RECON.,;SOUTH ST. ARTERIAL; RT. 980P","1050180","1961-05-16T00:00:00.000","61","980P, NY531","C-Newburgh, T-Gates","https://rpol.dot.ny.gov/?id=C61-07"
"5",,"ERIE","C59-19","C59-19, C58-19, C60-02","A.C. RECON.,;KENSINGTON EXPRESSWAY; RT. 33","2022580,2022560","1960-01-14T00:00:00.000","428","954P, I190, I278, I495, I81, I87, NY33","C-Brooklyn, C-Buffalo, T-Ellisburg, T-Huntington, T-Islip, T-Lewiston, T-Moreau, T-Queensbury, T-Smithtown","https://rpol.dot.ny.gov/?id=C59-19"
"2",,"MONTGOMERY","C59-20","5126, 0180, C59-20, 59--25, 59--17, C59-11","A.C. RECON.,;AMSTERDAM EAST-WEST ARTERIAL; RT. 5",,"1960-01-18T00:00:00.000","127","NY5","C-Amsterdam, T-Amsterdam","https://rpol.dot.ny.gov/?id=C59-20"
"4",,"MONROE","C60-01","C60-01","A.C. RECON.,;RIDGE RD., KODAK BRIDGE;",,"1960-03-22T00:00:00.000","30","908M, I278, I495, I95, NY440, NY895, US1","C-Bronx, C-Manhattan, C-Staten Island, T-Huntington, T-Islip","https://rpol.dot.ny.gov/?id=C60-01"
"5",,"ERIE","C60-02","C60-02, C58-19, C59-19","A.C. RECON.,;KENSINGTON EXPRESSWAY; RT. 33",,"1960-12-09T00:00:00.000","116","954P, I190, I278, I495, I81, I87, NY33","C-Brooklyn, C-Buffalo, T-Ellisburg, T-Huntington, T-Islip, T-Lewiston, T-Moreau, T-Queensbury, T-Smithtown","https://rpol.dot.ny.gov/?id=C60-02"
"3",,"CORTLAND","C60-04","C60-04","A.C. RECON.,;TOMPKINS ST., PORT WATSON ST.; RT. 11, 13, 41",,"1960-03-25T00:00:00.000","54","I81, NY13, NY41, US11","C-Cortland, T-Kirkwood","https://rpol.dot.ny.gov/?id=C60-04"
"3",,"CAYUGA","C60-05","C60-05","A.C. RECON.,;NORTH ST. ARTERIAL; RT. 34",,"1960-08-24T00:00:00.000","38","I95, NY22, NY22A, NY34, US1","C-Auburn, C-Bronx, T-Granville, V-Granville","https://rpol.dot.ny.gov/?id=C60-05"
"4",,"MONROE","C60-06","C60-06, C60-09","C.C.P. CONSTRUCTION,;ROCHESTER OUTER LOOP; RT. 47, I-490",,"1960-03-16T00:00:00.000","542","915M, I490, I590, I890, NY7, US209","C-Rochester, T-Rotterdam, T-Ulster","https://rpol.dot.ny.gov/?id=C60-06"
"3",,"OSWEGO","C60-08","0280, C60-08","A.C. RECON.,;OSWEGO CITY, EAST-WEST ARTERIAL; RT. 104",,"1960-08-30T00:00:00.000","49","I87, NY104","C-Oswego, C-Saratoga Springs - inner district, T-Malta, T-Oswego","https://rpol.dot.ny.gov/?id=C60-08"
"5",,"ERIE","C60-10","C60-10, C60-11, C65-21, C57-02","C.C.P. RECON.,;HAMBURG TURNPIKE, FUHRMANN BLVD.; RT. 5",,"1960-09-19T00:00:00.000","21","971P, I495, I81, I87, NY61","T-Adams, T-Champlain, T-Chazy, T-Hounsfield, T-Lewis, T-Lewiston, T-North Hempstead, T-Watertown, V-East Hills","https://rpol.dot.ny.gov/?id=C60-10"
"5",,"CATTARAUGUS","C60-13","C60-13","A.C. RECON.,;EAST-WEST ARTERIAL; RT. 417",,"1960-12-28T00:00:00.000","10","I490, NY417","C-Olean, T-Gates","https://rpol.dot.ny.gov/?id=C60-13"
"5",,"NIAGARA","C60-14","C60-14","A.C. RECON.,;HYDE PARK BLVD.; RT. 61, 182","1060180","1960-03-07T00:00:00.000","64","I87, NY182, NY61","C-Niagara Falls, T-Chazy","https://rpol.dot.ny.gov/?id=C60-14"
"1",,"ALBANY","C60-15","C60-15","DEMOLITION,;RT. 9W TO GREEN ST.; RT. I-787",,"1960-10-18T00:00:00.000","1","I87","T-Beekmantown, T-Chazy, T-Plattsburgh","https://rpol.dot.ny.gov/?id=C60-15"
"3",,"ONONDAGA","C60-17","C60-17, C57-11","A.C. RESURFACING,;OSWEGO BLVD., RT. I-81;",,"1960-10-13T00:00:00.000","26","I86, NY17, NY352","C-Corning, T-Corning, V-Riverside","https://rpol.dot.ny.gov/?id=C60-17"
"2",,"ONEIDA","C60-19","C60-19","FENCING,;EAST WHITESBORO ST.; RT. 69",,"1960-10-24T00:00:00.000","2",,,"https://rpol.dot.ny.gov/?id=C60-19"
"1",,"RENSSELAER, SARATOGA","C60-20","9364, C60-20","BRIDGE REPAIR,;TROY-WATERFORD BRIDGE; RT. 4",,"1960-10-13T00:00:00.000","4","NY25, NY32, US4","C-Troy, V-Floral Park, V-Waterford","https://rpol.dot.ny.gov/?id=C60-20"
"3",,"ONONDAGA","C60-22","54--03, 54--05, C60-22, C60-23","FENCING,;RT. I-81, I-690, 11",,"1960-12-14T00:00:00.000","26","951T, I690, I81, I87, NY417, NY695","C-Bronx, C-Salamanca, T-Geddes, T-Salina","https://rpol.dot.ny.gov/?id=C60-22"
"8",,"DUTCHESS","C60-27","C60-27","DEMOLITION,;NORTH-SOUTH ARTERIAL; RT. 9, 44",,"1961-01-12T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C60-27"
"3",,"ONONDAGA","C60-28","C60-28","DEMOLITION,;WEST ST.-HERALD PL. ARTERIAL;",,"1961-01-06T00:00:00.000","16",,,"https://rpol.dot.ny.gov/?id=C60-28"
"2",,"MONTGOMERY","C60-29","0108, C60-29","P.C.C. RECON.,;AMSTERDAM EAST-WEST ARTERIAL; RT. 5, 67","1002550","1960-12-23T00:00:00.000","30","NY5, NY67","C-Amsterdam, T-Amsterdam, V-Fort Johnson","https://rpol.dot.ny.gov/?id=C60-29"
"8",,"ORANGE","C60-L561",,"SIDEWALKS & CURBS ON DICKSON ST.;",,"1959-04-10T00:00:00.000","4",,,"https://rpol.dot.ny.gov/?id=C60-L561"
"1",,"SCHENECTADY","C61-01","C61-01","DEMOLITION,;RT. I-890, 7",,"1961-02-15T00:00:00.000","1","987E, I278, I290, I295, I678, NY135, NY204, NY27","C-Brooklyn, C-Queens, T-Amherst, T-Brookhaven, T-Gates, T-Haverstraw, T-Oyster Bay, T-Ramapo, T-Tuxedo, V-Sloatsburg","https://rpol.dot.ny.gov/?id=C61-01"
"5",,"ERIE","C61-02","C61-02, C49-10","PEDESTRIAN BRIDGE,;HAMBURG TURNPIKE; RT. 5",,"1961-02-15T00:00:00.000","15","I278, I678, I87, NY11B, NY5","C-Brooklyn, C-Lackawanna, C-Queens, T-Bangor, T-Malone, T-Moreau, T-Wilton, V-Malone","https://rpol.dot.ny.gov/?id=C61-02"
"5",,"ERIE","C61-04","C61-04","A.C. RECON.,;FUHRMANN BLVD.; RT. I-190, 62",,"1961-02-17T00:00:00.000","30","I190, NY324, US11, US62","C-Niagara Falls, T-Champlain, T-Niagara","https://rpol.dot.ny.gov/?id=C61-04"
"5",,"ERIE","C61-05","C61-05","DEMOLITION,;KENSINGTON EXPRESSWAY; RT. 33",,"1962-01-16T00:00:00.000","14","I495, I678, I87, NY442","C-Queens, T-Au Sable, T-Islip, T-Peru, T-Plattsburgh","https://rpol.dot.ny.gov/?id=C61-05"
"1",,"ALBANY","C61-06","5237, C61-06, 41--00","GRADING, C.C.P. CONSTRUCTION,;RT. 85;","1060321,1060322,1060360","1961-05-12T00:00:00.000","232","I490, NY531, NY85","C-Albany, T-Bethlehem, T-Gates","https://rpol.dot.ny.gov/?id=C61-06"
"1","1054.00","ALBANY, RENSSELAER","D 75-2","C75-12","DEMOLITION,;RT. I-787;",,"1975-04-17T00:00:00.000",,,,"https://rpol.dot.ny.gov/?id=D-75-2"
"9",,"Broome","C61-09",,"Interstate Rt.505, Five Mile Point to Broad Ave. associated with SH 61-11. F.I.S.H. 61-11 . F.I.C. 61-9","1013120",,"391",,,"https://rpol.dot.ny.gov/?id=C61-09"
"9",,"BROOME","C61-09","C61-09, 61--11","C.C.P. CONSTRUCTION,;RT. I-81, 17","1031150,1031161,1031162,1031171,1031172,1050190,1063140","1961-06-15T00:00:00.000","391","I81, I86, NY17, US209","C-Binghamton, T-Hurley, T-Kirkwood, T-Ulster","https://rpol.dot.ny.gov/?id=C61-09"
"5",,"CHAUTAUQUA","C61-10","C61-10","A.C. RECON.,;NORTH-SOUTH ARTERIAL; RT. 60, 430",,"1961-05-22T00:00:00.000","63","NY430, NY60","C-Jamestown","https://rpol.dot.ny.gov/?id=C61-10"
"8",,"DUTCHESS","C61-11","C61-11","DEMOLITION,;NORTH-SOUTH ARTERIAL; RT. 9",,"1961-05-25T00:00:00.000","12","I81, I86, NY17","C-Binghamton, T-Kirkwood","https://rpol.dot.ny.gov/?id=C61-11"
"8",,"DUTCHESS","C61-12","1762, C61-12","DEMOLITION,;NORTH-SOUTH ARTERIAL; RT. 9",,"1961-09-28T00:00:00.000","13","US9","T-Poughkeepsie","https://rpol.dot.ny.gov/?id=C61-12"
"1",,"SARATOGA, WARREN","C61-13","5598, C61-13, C63-29","A.C. RECON.,GLEN ST.; RT. 9, 32","4005690","1961-09-01T00:00:00.000","47","NY32, US9","C-Glens Falls, V-South Glens Falls","https://rpol.dot.ny.gov/?id=C61-13"
"9",,"BROOME","C61-14","C61-14","DEMOLITION,;RT. I-81;",,"1961-09-08T00:00:00.000","8","I490","T-Chili","https://rpol.dot.ny.gov/?id=C61-14"
"4",,"MONROE","C61-15","C61-15","A.C. RESURFACING,;RT. I-490;",,"1951-09-13T00:00:00.000","58","I490, NY204","T-Chili, T-Gates","https://rpol.dot.ny.gov/?id=C61-15"
"1",,"ALBANY","C61-16","C61-16","STORM SEWER EXT.,;RT. I-787;",,"1961-08-22T00:00:00.000","8","NY318","T-Seneca Falls, T-Tyre","https://rpol.dot.ny.gov/?id=C61-16"
"4",,"MONROE","C61-19","C61-19","C.C.P. CONSTRUCTION,;RT. I-490;","1048729,7048700","1961-11-13T00:00:00.000","117","I490, NY197","C-Rochester, T-Moreau","https://rpol.dot.ny.gov/?id=C61-19"
"9",,"BROOME","C61-21","C61-21","DEMOLITION,;BINGHAMTON CITY ARTERIAL; RT. 434",,"1961-12-29T00:00:00.000","9","I81","T-Onondaga","https://rpol.dot.ny.gov/?id=C61-21"
"1",,"SCHENECTADY","C61-24","C61-24","DEMOLITION,;RT. I-890;",,"1962-02-14T00:00:00.000","1","NY32","T-Bethlehem","https://rpol.dot.ny.gov/?id=C61-24"
"1",,"WASHINGTON","C618-L12",,"SOUTH BAY BRIDGE ALTERATION #2 OF WOODEN TRESTLE;",,"1930-05-12T00:00:00.000","3",,,"https://rpol.dot.ny.gov/?id=C618-L12"
"5",,"ERIE, NIAGARA","C618-L28",,"TONAWANDA - NORTH TONAWANDA BRIDGE OVER BARGE CANAL;",,"1929-02-02T00:00:00.000","10",,,"https://rpol.dot.ny.gov/?id=C618-L28"
"4",,"MONROE","C62-01","C62-01, LOSP 62-1","A.C. RECON.,;LOSP; RT. 942F",,"1962-03-06T00:00:00.000","20","I278, I84, NY52","C-Staten Island, T-Fishkill, T-Newburgh","https://rpol.dot.ny.gov/?id=C62-01"
"4",,"MONROE","C62-02","C62-02","DEMOLITION,;ROCHESTER INNER LOOP; RT. 940T",,"1962-03-20T00:00:00.000","9","I278, I84, NY52","C-Beacon, C-Brooklyn, C-Staten Island, T-Fishkill","https://rpol.dot.ny.gov/?id=C62-02"
"1",,"ALBANY","C62-03","C62-03, C62-04, PSC 22208","C.C.P. CONSTRUCTION,;RT. I-787, 912;","1049669,1054460,1007620","1962-03-13T00:00:00.000","183","912S, I278, I787, I84, NY180, NY52, NY79, US9W","C-Albany, C-Beacon, C-Brooklyn, C-Staten Island, T-Brownville, T-Clayton, T-Hector, T-Newburgh","https://rpol.dot.ny.gov/?id=C62-03"
"5",,"CHAUTAUQUA","C62-05","C62-05","C.C.P. CONSTRUCTION,;NORTH-SOUTH ARTERIAL, WASHINGTON ST. BRIDGE; RT. 60",,"1962-04-25T00:00:00.000","327","NY231, NY60","C-Jamestown, T-Babylon","https://rpol.dot.ny.gov/?id=C62-05"
"4",,"MONROE","C62-06","C62-06, C52-12","A.C. RESURFACING,;ROCHESTER INNER LOOP;",,"1962-05-21T00:00:00.000","20","942G, I84, NY27, NY52","C-Rochester, T-Islip, T-Newburgh","https://rpol.dot.ny.gov/?id=C62-06"
"3",,"ONONDAGA","C62-07","C62-07","A.C. RECON.,;RT. I-690, 930B, 5;","1002070,1050001,1050002,1050010,1060720","1962-05-04T00:00:00.000","227","930B, 930C, NY300","C-Syracuse, T-Newburgh","https://rpol.dot.ny.gov/?id=C62-07"
"5",,"ERIE","C62-09","C62-09, C51-07, 0006","A.C. RESURFACING,;RIDGE RD.;",,"1962-07-17T00:00:00.000","10","NY104, NY60","C-Rochester, T-Greece, T-Pomfret, V-Fredonia","https://rpol.dot.ny.gov/?id=C62-09"
"1",,"SCHENECTADY","C62-11","C62-11","DEMOLITION,;RT. I-890;",,"1962-09-12T00:00:00.000","2","I490","T-Chili, T-Riga","https://rpol.dot.ny.gov/?id=C62-11"
"2",,"ONEIDA","C62-12","C62-12","A.C. RECON.,;NORTHSIDE ARTERIAL, NO. GENESEE ST. ARTERIAL; RT. 5, 8, 49, 921C","1002351,1002352","1963-01-30T00:00:00.000","67","921C, I790, I81, NY49, NY5","C-Utica, T-Cortlandville, T-Homer, V-Homer","https://rpol.dot.ny.gov/?id=C62-12"
