"project_number","program_name","project_type","activity","contract_amount","organization","county","municipality","current_status","residential_units_existing","residential_units_new","civic_units_existing","civic_units_new","commercial_units_existing","commercial_units_new"
"20130394","UI  ","LPA","CNSTR/RHAB","150000","URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.","MONROE","ROCHESTER","CMPL","59","0","0","0","0","0"
"20130393","NYMS","LPA","CNSTR/RHAB","100000","HAMBURG DEVELOPMENT CORP.","ERIE","BLASDELL","CONT","2","0","0","0","5","0"
"20130392","NYMS","LPA","CNSTR/RHAB","200000","DOWNTOWN COMMITTEE OF SYRACUSE, INC.","ONONDAGA","SYRACUSE","CONT","12","0","0","0","6","0"
"20130391","NYMS","LPA","CNSTR/RHAB","200000","LUMBER CITY DEVELOPMENT CORP.","NIAGARA","NORTH TONAWANDA","CONT","15","0","0","0","10","0"
"20130390","UI  ","LPA","CNSTR/RHAB","150000","BOYS AND GIRLS CLUBS OF BUFFALO, INC.","ERIE","BUFFALO","CONT","0","0","1","0","0","0"
"20130382","NYMS","LPA","CNSTR/RHAB","180500","COMMUNITY PROGRESS INC.","SCHUYLER","MONTOUR FALLS","CONT","4","0","0","0","3","0"
"20130374","UI  ","LPA","CNSTR/RHAB","120000","GREATER ROCHESTER HOUSING PARTNERSHIP, INC.","MONROE","ROCHESTER","CMPL","4","0","0","0","0","0"
"20130373","NYMS","LPA","CNSTR/RHAB","195000","VILLAGE OF HUDSON FALLS","WASHINGTON","HUDSON FALLS","CONT","5","0","1","0","4","0"
"20130370","NYMS","LPA","CNSTR/RHAB","200000","VILLAGE OF POTSDAM","ST LAWRENCE","POTSDAM","CONT","0","0","0","0","4","0"
"20130369","NYMS","LPA","CNSTR/RHAB","200000","VILLAGE OF HOMER","CORTLAND","HOMER","CMPL","1","0","0","0","5","0"
"20130366","NYMS","LPA","CNSTR/RHAB","200000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","CAMILLUS","CONT","1","0","0","0","7","0"
"20130363","UI  ","LPA","CNSTR/RHAB","150000","PATHSTONE DEVELOPMENT CORPORATION","MONROE","ROCHESTER","CMPL","15","0","0","0","0","0"
"20130361","UI  ","LPA","CNSTR/RHAB","150000","INDEPENDENT LIVING CENTER OF THE HUDSON VALLEY, INC.","RENSSELAER","TROY","CMPL","0","0","0","0","1","0"
"20130355","RARP","LPA","CNSTR/RHAB","150000","COMMUNITY ACTION IN SELF-HELP, INC.","WAYNE","LYONS","CONT","0","0","1","0","1","0"
"20130349","NYMS","LPA","CNSTR/RHAB","200000","VILLAGE OF BROCKPORT","MONROE","BROCKPORT","CONT","14","0","0","0","13","0"
"20130347","NYMS","LPA","CNSTR/RHAB","110000","CITY OF WATERVLIET","ALBANY","WATERVLIET","CONT","1","0","0","0","2","0"
"20130345","RARP","LPA","CNSTR/RHAB","150000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","CORNING","CONT","0","0","0","0","2","0"
"20130343","NYMS","LPA","CNSTR/RHAB","15000","CHURCH AVENUE DISTRICT MANAGEMENT ASSOCIATION, INC.","KINGS","NEW YORK CITY","CMPL","0","0","0","0","5","0"
"20123225","HOME","LPA","CNSTR/RHAB","400000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","LIVINGSTON","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20123216","HOME","LPA","CNSTR/RHAB","386425","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20123210","HOME","LPA","MTGE ASST","750000","CAPITAL DISTRICT HABITAT FOR HUMANITY, INC.","ALBANY","ALBANY","CMPL","1","9","0","0","0","0"
"20123200","HOME","LPA","MTGE ASST","64452","ADIRONDACK COMMUNITY HOUSING TRUST, INC","MULTI-COUNTY",,"CMPL","2","0","0","0","0","0"
"20123197","HOME","LPA","CNSTR/RHAB","99778","RURAL REVITALIZATION CORP.","CATTARAUGUS","MULTI-MUNI","CMPL","4","0","0","0","0","0"
"20123193","HOME","LPA","CNSTR/RHAB","400000","OPPORTUNITIES FOR CHENANGO, INC.","BROOME","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20123183","HOME","LPA","MTGE ASST","200000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20123180","HOME","LPA","CNSTR/RHAB","279934","VILLAGE OF MASSENA","ST LAWRENCE","MASSENA","CMPL","16","0","0","0","0","0"
"20123170","HOME","LPA","CNSTR/RHAB","395405","CITY OF MECHANICVILLE","SARATOGA","MECHANICVILLE","CMPL","20","0","0","0","0","0"
"20123169","HOME","LPA","MTGE ASST","400000","ITHACA NEIGHBORHOOD HOUSING SERVICES, INC.","TOMPKINS","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20123166","HOME","LPA","CNSTR/RHAB","347745","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","16","0","0","0","0","0"
"20123163","HOME","LPA","CNSTR/RHAB","399926","FRIENDS OF THE NORTH COUNTRY, INC.","CLINTON","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20123158","HOME","LPA","CNSTR/RHAB","0","SENECA HOUSING, INC.","SENECA","MULTI-MUNI","INA","20","0","0","0","0","0"
"20123157","HOME","LPA","CNSTR/RHAB","300000","BETTER HOUSING FOR TOMPKINS COUNTY INC.","TOMPKINS","MULTI-MUNI","CMPL","15","0","0","0","0","0"
"20123156","HOME","LPA","MTGE ASST","100450","CITY OF GLENS FALLS","WARREN","GLENS FALLS","CMPL","7","0","0","0","0","0"
"20123155","HOME","LPA","CNSTR/RHAB","0","VILLAGE OF HUDSON FALLS","WASHINGTON","HUDSON FALLS","AWRD","4","0","0","0","0","0"
"20123154","HOME","LPA","CNSTR/RHAB","291508","TOWN OF FALLSBURG","SULLIVAN","FALLSBURGH","CMPL","5","2","0","0","0","0"
"20123153","HOME","LPA","CNSTR/RHAB","283599","VILLAGE OF GREENWICH","WASHINGTON","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20123148","HOME","LPA","CNSTR/RHAB","400000","DELAWARE OPPORTUNITIES INC.","DELAWARE","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20123146","HOME","LPA","CNSTR/RHAB","147796","VILLAGE OF ILION","HERKIMER","ILION","CMPL","8","0","0","0","0","0"
"20123145","HOME","LPA","CNSTR/RHAB","400000","SCHOHARIE COUNTY RURAL PRESERVATION CORP.","SCHOHARIE","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20123141","HOME","LPA","CNSTR/RHAB","400000","VILLAGE OF GOUVERNEUR","ST LAWRENCE","GOUVERNEUR","CMPL","26","0","0","0","0","0"
"20123135","HOME","LPA","CNSTR/RHAB","49725","STONELEIGH HOUSING, INC.","MADISON","SULLIVAN","CMPL","2","0","0","0","0","0"
"20123132","HOME","LPA","CNSTR/RHAB","385378","SARATOGA COUNTY RURAL PRESERVATION CO.","SARATOGA","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20123131","HOME","LPA","CNSTR/RHAB","267695","COUNTY OF HAMILTON","HAMILTON","MULTI-MUNI","CMPL","19","0","0","0","0","0"
"20123125","HOME","LPA","CNSTR/RHAB","341727","CITY OF GLOVERSVILLE","FULTON","GLOVERSVILLE","CMPL","12","0","0","0","0","0"
"20123122","REST","LPA","CNSTR/RHAB","50000","GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.","LIVINGSTON","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20123117","ACSS","LPA","CNSTR/RHAB","150000","FAMILY SERVICE SOCIETY OF YONKERS","WESTCHESTER","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20123114","ACSS","LPA","CNSTR/RHAB","94415","TOWN OF BROOKHAVEN","SUFFOLK","BROOKHAVEN","CMPL","6","0","0","0","0","0"
"20123106","REST","LPA","CNSTR/RHAB","50000","OTSEGO RURAL HOUSING ASSISTANCE, INC.","OTSEGO","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20123105","ACSS","LPA","CNSTR/RHAB","150000","CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.","CHAUTAUQUA","MULTI-MUNI","CMPL","18","0","0","0","0","0"
"20123103","REST","LPA","CNSTR/RHAB","50000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","MULTI-MUNI","CMPL","14","0","0","0","0","0"
"20123097","REST","LPA","CNSTR/RHAB","50000","MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.","HERKIMER","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20123092","ACSS","LPA","CNSTR/RHAB","137116","COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.","RENSSELAER","MULTI-MUNI","CMPL","7","0","0","0","0","0"
"20123091","ACSS","LPA","CNSTR/RHAB","54782","ST LAWRENCE COUNTY HOUSING COUNCIL, INC.","ST LAWRENCE","MULTI-MUNI","CMPL","5","0","0","0","0","0"
"20123085","REST","LPA","CNSTR/RHAB","50000","DELAWARE OPPORTUNITIES INC.","DELAWARE","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20123083","ACSS","LPA","CNSTR/RHAB","150000","NHS OF EAST FLATBUSH","KINGS","NEW YORK CITY","CMPL","7","0","0","0","0","0"
"20123081","ACSS","LPA","CNSTR/RHAB","78699","FIRST WARD ACTION COUNCIL, INC.","BROOME","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20123079","ACSS","LPA","CNSTR/RHAB","150000","UNITED WAY OF LI","NASSAU","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20123078","ACSS","LPA","CNSTR/RHAB","51366","RIVERCREST DEVELOPMENT CORPORATION","MONTGOMERY","MULTI-MUNI","CMPL","6","0","0","0","0","0"
"20123077","ACSS","LPA","CNSTR/RHAB","150000","ONONDAGA COUNTY COMMUNITY DEVELOPMENT","ONONDAGA","MULTI-MUNI","CMPL","16","0","0","0","0","0"
"20123074","REST","LPA","CNSTR/RHAB","50000","FULTON COUNTY COMMUNITY HERITAGE CORP.","FULTON","MULTI-MUNI","CMPL","13","0","0","0","0","0"
"20123073","REST","LPA","CNSTR/RHAB","50000","ST LAWRENCE COUNTY COMMUNITY DEVELOPMENT PROGRAM, INC.","FRANKLIN","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20123072","REST","LPA","CNSTR/RHAB","25000","CITY OF WHITE PLAINS","WESTCHESTER","WHITE PLAINS","CMPL","2","0","0","0","0","0"
"20123071","REST","LPA","CNSTR/RHAB","50000","COUNTY OF OSWEGO","OSWEGO","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20123070","ACSS","LPA","CNSTR/RHAB","150000","ACCESS TO INDEPENDENCE OF CORTLAND COUNTY, INC.","MULTI-COUNTY",,"CMPL","11","0","0","0","0","0"
"20123066","REST","LPA","CNSTR/RHAB","41049","UNITED WAY OF LI","NASSAU","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20123063","ACSS","LPA","CNSTR/RHAB","150000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","14","0","0","0","0","0"
"20123062","REST","LPA","CNSTR/RHAB","50000","BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.","MULTI-COUNTY",,"CMPL","12","0","0","0","0","0"
"20123061","REST","LPA","CNSTR/RHAB","43690","UNITED WAY OF LI","SUFFOLK","MULTI-MUNI","CMPL","9","0","0","0","0","0"
"20123058","ACSS","LPA","CNSTR/RHAB","150000","FRIENDS OF THE NORTH COUNTRY, INC.","CLINTON","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20123054","ACSS","LPA","CNSTR/RHAB","150000","HAMASPIK OF KINGS COUNTY","NYC","NEW YORK CITY","CMPL","14","0","0","0","0","0"
"20123053","REST","LPA","CNSTR/RHAB","50000","HAMASPIK OF KINGS COUNTY","KINGS","NEW YORK CITY","CMPL","11","0","0","0","0","0"
"20123049","REST","LPA","CNSTR/RHAB","50000","COMMUNITY LAND TRUST OF SCHENECTADY, INC.","SCHENECTADY","SCHENECTADY","CMPL","9","0","0","0","0","0"
"20123048","REST","LPA","CNSTR/RHAB","50000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20123047","REST","LPA","CNSTR/RHAB","25000","VILLAGE OF SPRING VALLEY","ROCKLAND","MULTI-MUNI","CMPL","4","0","0","0","0","0"
"20123043","ACSS","LPA","CNSTR/RHAB","150000","UNITED CEREBRAL PALSY OF NEW YORK CITY, INC","NYC","NEW YORK CITY","CMPL","10","0","0","0","0","0"
"20123040","HOME","LPA","CNSTR/RHAB","384117","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","MULTI-COUNTY",,"CMPL","13","0","0","0","0","0"
"20123038","HOME","LPA","CNSTR/RHAB","230723","RENSSELAER COUNTY HOUSING RESOURCES","RENSSELAER","MULTI-MUNI","CMPL","11","0","0","0","0","0"
"20123036","HOME","LPA","CNSTR/RHAB","318613","TOWN OF SARATOGA","SARATOGA","SARATOGA","CMPL","10","0","0","0","0","0"
"20123035","REST","LPA","CNSTR/RHAB","50000","NEIGHBORHOOD HOUSING SERVICES OF NORTHERN QUEENS","QUEENS","NEW YORK CITY","CMPL","12","0","0","0","0","0"
"20123034","ACSS","LPA","CNSTR/RHAB","150000","SCAP D/B/A ARBOR HOUSING & DEVELOPMENT","STEUBEN","MULTI-MUNI","CMPL","17","0","0","0","0","0"
"20123031","ACSS","LPA","CNSTR/RHAB","150000","BETTER HOUSING FOR TOMPKINS COUNTY INC.","TOMPKINS","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20123030","ACSS","LPA","CNSTR/RHAB","112718","RENSSELAER COUNTY HOUSING RESOURCES","RENSSELAER","MULTI-MUNI","CMPL","8","0","0","0","0","0"
"20123029","ACSS","LPA","CNSTR/RHAB","150000","COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.","MULTI-COUNTY",,"CMPL","8","0","0","0","0","0"
"20123025","REST","LPA","CNSTR/RHAB","50000","PRIDE OF TICONDEROGA, INC.","WASHINGTON","MULTI-MUNI","CMPL","10","0","0","0","0","0"
"20123019","ACSS","LPA","CNSTR/RHAB","88750","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","MULTI-COUNTY",,"CMPL","13","0","0","0","0","0"
"20123016","ACSS","LPA","CNSTR/RHAB","54933","STONELEIGH HOUSING, INC.","MADISON","MULTI-MUNI","CMPL","4","0","0","0","0","0"
"20123014","HOME","LPA","CNSTR/RHAB","170678","VILLAGE OF VICTORY","SARATOGA","VICTORY","CMPL","7","0","0","0","0","0"
"20123013","ACSS","LPA","CNSTR/RHAB","107087","WESTCHESTER RESIDENTIAL OPPORTUNITIES, INC.","WESTCHESTER","MULTI-MUNI","CMPL","6","0","0","0","0","0"
"20123008","REST","LPA","CNSTR/RHAB","50000","ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.","ALBANY","MULTI-MUNI","CMPL","12","0","0","0","0","0"
"20123005","ACSS","LPA","CNSTR/RHAB","149505","SARATOGA COUNTY RURAL PRESERVATION CO.","MULTI-COUNTY",,"CMPL","9","0","0","0","0","0"
"20123003","ACSS","LPA","CNSTR/RHAB","150000","REBUILDING TOGETHER SARATOGA COUNTY, INC.","SARATOGA","MULTI-MUNI","CMPL","31","0","0","0","0","0"
"20120356","RARP","LPA","CNSTR/RHAB","200000","ST LAWRENCE COUNTY HOUSING COUNCIL, INC.","ST LAWRENCE","CANTON","CONT","2","0","0","0","2","0"
"20120339","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF ATTICA","WYOMING","ATTICA","CMPL","4","0","0","0","7","0"
"20120336","RARP","LPA","CNSTR/RHAB","150000","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","ESSEX","PORT HENRY","CMPL","2","0","0","0","0","0"
"20120330","NYMS","LPA","CNSTR/RHAB","250000","DOWNTOWN ITHACA ALLIANCE","TOMPKINS","ITHACA","CMPL","5","0","0","0","4","0"
"20120316","RARP","LPA","CNSTR/RHAB","200000","COMMUNITY SERVICES PROGRAMS INC.","DUTCHESS","WAPPINGERS FALLS","CMPL","7","0","0","0","1","0"
"20120308","NYMS","LPA","CNSTR/RHAB","250000","CORNING INTOWN DISTRICT MANAGEMENT ASSOCIATION","STEUBEN","CORNING","CMPL","0","0","0","0","5","0"
"20120306","RARP","LPA","CNSTR/RHAB","200000","CORNELL COOPERATIVE EXTENSION OF MADISON COUNTY","MADISON","CANASTOTA","CMPL","0","0","0","0","1","0"
"20120305","UI  ","LPA","CNSTR/RHAB","200000","COMMUNITY FOUNDATION FOR GREATER BUFFALO, INC.","ERIE","BUFFALO","CONT","2","0","0","0","0","0"
"20120304","NYMS","LPA","CNSTR/RHAB","250000","COUNTY OF TIOGA","TIOGA","NICHOLS","CMPL","5","0","0","0","7","0"
"20120301","UI  ","LPA","CNSTR/RHAB","200000","NEWBURGH COMMUNITY LAND BANK","ORANGE","NEWBURGH","CONT","0","0","0","0","2","0"
"20120300","RARP","LPA","CNSTR/RHAB","200000","GOODWILL THEATRE, INC.","BROOME","JOHNSON CITY","CMPL","0","0","2","0","0","0"
"20120298","UI  ","LPA","CNSTR/RHAB","200000","UNITY HOUSE OF TROY, INC.","RENSSELAER","TROY","CMPL","0","0","0","0","1","0"
"20120293","UI  ","LPA","CNSTR/RHAB","158506","SOUTH WEDGE PLANNING COMMITTEE, INC.","MONROE","ROCHESTER","CMPL","0","0","1","0","0","0"
"20120292","UI  ","LPA","CNSTR/RHAB","200000","SOUTH WEDGE PLANNING COMMITTEE, INC.","MONROE","ROCHESTER","CMPL","0","0","1","0","0","0"
"20120290","UI  ","LPA","CNSTR/RHAB","199184","CAPITALIZE ALBANY CORPORATION","ALBANY","ALBANY","CMPL","9","0","0","0","0","0"
"20120286","UI  ","LPA","CNSTR/RHAB","200000","HUDSON RIVER HOUSING, INC.","DUTCHESS","POUGHKEEPSIE","CMPL","15","0","0","0","0","0"
"20120285","NYMS","LPA","CNSTR/RHAB","250000","HUDSON RIVER HOUSING, INC.","DUTCHESS","POUGHKEEPSIE","CONT","16","0","0","0","3","0"
"20120284","UI  ","LPA","CNSTR/RHAB","200000","HOUSING VISIONS CONSULTANTS, INC.","ALBANY","ALBANY","CMPL","0","0","0","0","3","0"
"20120283","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF MARATHON","CORTLAND","MARATHON","CONT","9","0","1","0","6","0"
"20120280","UI  ","LPA","CNSTR/RHAB","150000","INDEPENDENT LIVING CENTER OF THE HUDSON VALLEY, INC.","RENSSELAER","TROY","CMPL","0","0","0","0","1","0"
"20120279","NYMS","LPA","CNSTR/RHAB","250000","PEEKSKILL FACILITIES DEVELOPMENT CORPORATION","WESTCHESTER","PEEKSKILL","CONT","6","0","0","0","14","0"
"20120277","UI  ","LPA","CNSTR/RHAB","160931","DOWNTOWN BROOKLYN PARTNERSHIP","KINGS","NEW YORK CITY","CMPL","0","0","0","0","15","0"
"20120275","RARP","LPA","CNSTR/RHAB","200000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","PRATTSVILLE","CMPL","4","0","0","0","0","0"
"20120272","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF HOLLEY","ORLEANS","HOLLEY","CMPL","10","0","0","0","10","0"
"20120271","NYMS","LPA","CNSTR/RHAB","250000","TOWN OF RIVERHEAD","SUFFOLK","RIVERHEAD","CONT","45","0","0","0","6","0"
"20120269","NYMS","LPA","CNSTR/RHAB","83262","BUSINESS DEVELOPMENT CORPORATION FOR A GREATER MASSENA (BDC)","ST LAWRENCE","MASSENA","CMPL","0","0","0","0","4","0"
"20120263","RARP","LPA","CNSTR/RHAB","62723","INDIAN LAKE THEATER, INC.","HAMILTON","INDIAN LAKE","CMPL","0","0","2","0","1","0"
"20120262","RARP","LPA","CNSTR/RHAB","146814","SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT","SCHUYLER","WATKINS GLEN","CMPL","3","0","0","0","3","0"
"20120261","RARP","LPA","CNSTR/RHAB","0","SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT","SCHUYLER","BURDETT","INA","0","0","0","0","0","0"
"20120259","RARP","LPA","CNSTR/RHAB","40251","SCHUYLER COUNTY PARTNERSHIP FOR ECONOMIC DEVELOPMENT","SCHUYLER","ODESSA","CMPL","2","0","0","0","0","0"
"20120257","RARP","LPA","CNSTR/RHAB","179394","M-ARK PROJECT, INC.","DELAWARE","FLEISCHMANNS","CONT","0","0","0","0","3","0"
"20120256","RARP","LPA","CNSTR/RHAB","200000","KIRKSIDE OF ROXBURY, INC.","DELAWARE","ROXBURY","CMPL","0","0","1","0","0","0"
"20120250","NYMS","LPA","CNSTR/RHAB","200000","VICTOR LOCAL DEVELOPMENT CORPORATION","ONTARIO","VICTOR","CONT","10","0","0","0","15","0"
"20120242","NYMS","LPA","CNSTR/RHAB","87797","CHAUTAUQUA OPPORTUNITIES INC.","CHAUTAUQUA","WESTFIELD","CMPL","0","0","0","0","4","0"
"20120241","RARP","LPA","CNSTR/RHAB","200000","HOWLAND STONE STORE MUSEUM","CAYUGA","SCIPIO","CMPL","0","0","1","0","0","0"
"20120240","RARP","LPA","CNSTR/RHAB","200000","CARTHAGE INDUSTRIAL DEVELOPMENT CORP.","JEFFERSON","CARTHAGE","CMPL","2","0","0","0","2","0"
"20120238","UI  ","LPA","CNSTR/RHAB","200000","SOUTHERN TIER ECONOMIC GROWTH, INC.","CHEMUNG","ELMIRA","CONT","4","0","0","0","2","0"
"20120236","RARP","LPA","CNSTR/RHAB","200000","CAPE VINCENT IMPROVEMENT LEAGUE","JEFFERSON","CAPE VINCENT","CMPL","0","3","0","0","2","0"
"20120227","NYMS","LPA","CNSTR/RHAB","237827","CITY OF ROME","ONEIDA","ROME","CMPL","2","0","1","0","9","0"
"20120221","RARP","LPA","CNSTR/RHAB","200000","CORTLAND DOWNTOWN PARTNERSHIP","CORTLAND","CORTLAND","CONT","0","0","1","0","1","0"
"20120220","NYMS","LPA","CNSTR/RHAB","235265","VILLAGE OF WATERVILLE","ONEIDA","MULTI-MUNI","CMPL","0","0","0","0","10","0"
"20120219","NYMS","LPA","CNSTR/RHAB","226999","BINGHAMTON LOCAL DEVELOPMENT CORP.","BROOME","BINGHAMTON","CMPL","4","0","0","0","6","0"
"20120218","NYMS","LPA","CNSTR/RHAB","244224","CITY OF DUNKIRK","CHAUTAUQUA","DUNKIRK","CMPL","11","0","0","0","4","0"
"20120216","NYMS","LPA","CNSTR/RHAB","250000","DEVELOPMENT CHENANGO CORPORATION","CHENANGO","NEW BERLIN","CONT","8","0","0","0","8","0"
"20120213","NYMS","LPA","CNSTR/RHAB","244632","PATCHOGUE BUSINESS IMPROVEMENT MANAGEMENT ASSOCIATION, INC.","SUFFOLK","PATCHOGUE","CMPL","0","0","0","0","11","0"
"20120212","UI  ","LPA","CNSTR/RHAB","158035","YWCA OF THE NIAGARA FRONTIER, INC.","NIAGARA","LOCKPORT","CMPL","0","0","0","0","1","0"
"20120207","RARP","LPA","CNSTR/RHAB","100000","CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.","GREENE","WINDHAM","CMPL","12","0","0","0","0","0"
"20120201","UI  ","LPA","CNSTR/RHAB","134178","TAP, INC.","RENSSELAER","TROY","CMPL","7","0","0","0","0","0"
"20120194","RARP","LPA","CNSTR/RHAB","200000","KEUKA HOUSING COUNCIL, INC.","YATES","DUNDEE","CMPL","2","0","0","0","4","0"
"20120193","NYMS","LPA","CNSTR/RHAB","220000","CITY OF CORTLAND","CORTLAND","CORTLAND","CONT","1","0","0","0","6","0"
"20120192","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF AVON","LIVINGSTON","AVON","CMPL","12","0","0","0","11","0"
"20120190","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF NUNDA","LIVINGSTON","NUNDA","CMPL","7","0","0","0","13","0"
"20120188","RARP","LPA","CNSTR/RHAB","200000","HAMBURG DEVELOPMENT CORP.","ERIE","HAMBURG","CMPL","0","0","0","0","3","0"
"20120180","UI  ","LPA","CNSTR/RHAB","200000","BUFFALO NEIGHBORHOOD STABILIZATION CO., INC.","ERIE","BUFFALO","CMPL","3","0","0","0","2","0"
"20120178","UI  ","LPA","CNSTR/RHAB","110365","NEAR WESTSIDE NEIGHBORHOOD ASSOCIATION, INC.","CHEMUNG","ELMIRA","CMPL","2","0","0","0","1","0"
"20120171","RARP","LPA","CNSTR/RHAB","66925","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","SCHOHARIE","JEFFERSON","CONT","0","0","0","0","1","0"
"20120170","NYMS","LPA","CNSTR/RHAB","172500","WESTERN CATSKILLS COMMUNITY REVITALIZATION COUNCIL, INC.","SCHOHARIE","JEFFERSON","CONT","0","0","2","0","0","0"
"20120168","UI  ","LPA","CNSTR/RHAB","200000","PATHSTONE DEVELOPMENT CORPORATION","MONROE","ROCHESTER","CMPL","4","0","0","0","0","0"
"20120166","UI  ","LPA","CNSTR/RHAB","180000","COOPER SQUARE CD COMMITTEE & BUSINESSMEN'S ASSOCIATION, INC.","NEW YORK","NEW YORK CITY","CMPL","0","0","0","0","1","0"
"20120163","RARP","LPA","CNSTR/RHAB","177960","SPRINGVILLE CENTER FOR THE ARTS, INC.","ERIE","SPRINGVILLE","CMPL","0","0","0","0","1","0"
"20120161","RARP","LPA","CNSTR/RHAB","172500","SPRINGVILLE CENTER FOR THE ARTS, INC.","ERIE","SPRINGVILLE","CMPL","0","0","1","0","0","0"
"20120155","NYMS","LPA","CNSTR/RHAB","250000","VILLAGE OF FAIR HAVEN","CAYUGA","FAIR HAVEN","CONT","6","0","0","0","8","0"
"20120152","NYMS","LPA","CNSTR/RHAB","249643","VILLAGE OF SPRINGVILLE","ERIE","SPRINGVILLE","CMPL","1","0","0","0","15","0"
"20120151","NYMS","LPA","CNSTR/RHAB","181329","CENTER STATE CORPORATION FOR ECONOMIC OPPORTUNITY","ONONDAGA","SYRACUSE","CMPL","0","0","1","0","7","0"
"20120150","NYMS","LPA","CNSTR/RHAB","245000","CITY OF LITTLE FALLS","HERKIMER","LITTLE FALLS","CONT","10","0","0","0","3","0"
"20120147","RARP","LPA","CNSTR/RHAB","0","SNOW BELT HOUSING COMPANY, INC.","LEWIS","LOWVILLE","INA","0","0","0","0","0","0"
"20120144","RARP","LPA","CNSTR/RHAB","0","CENTER FOR THE ARTS OF HOMER, INC.","CORTLAND","HOMER","INA","0","0","0","0","0","0"
"20120137","UI  ","LPA","CNSTR/RHAB","200000","YWCA OF ROCHESTER AND MONROE COUNTY, INC.","MONROE","ROCHESTER","CMPL","96","0","1","0","1","0"
"20120008","NYMS","LPA","CNSTR/RHAB","270470","COUNTY OF ULSTER","ULSTER","MULTI-MUNI","CONT","42","0","0","0","0","0"
"20113416","HOME","LPA","CNSTR/RHAB","300000","RURAL HOUSING OPPORTUNITIES CORPORATION","MULTI-COUNTY",,"CMPL","6","0","0","0","0","0"
"20113414","NYMS","LPA","CNSTR/RHAB","255000","VILLAGE OF FRANKLIN","DELAWARE","FRANKLIN","CONT","8","0","1","0","6","0"
"20113405","NYMS","LPA","CNSTR/RHAB","383469","OYSTER BAY MAIN STREET ASSOCIATION","NASSAU","OYSTER BAY","CONT","19","0","0","0","14","0"
