"tax_year","credit_type","place_of_residence","county","size_of_earned_income","notes","number_of_claims_zero_qualifying_children","credit_amount_claimed_zero_qualifying_children_000","average_credit_zero_qualifying_children","number_of_claims_one_qualifying_child","credit_amount_claimed_one_qualifying_child_000","average_credit_one_qualifying_child","number_of_claims_more_than_one_qualifying_child","credit_amount_claimed_more_than_one_qualifying_child_000","average_credit_more_than_one_qualifying_child","number_of_claims_two_qualifying_children","credit_amount_claimed_two_qualifying_children_000","average_credit_two_qualifying_children","number_of_claims_more_than_two_qualifying_children","credit_amount_claimed_more_than_two_qualifying_children_000","average_credit_more_than_two_qualifying_children","number_of_claims_total","credit_amount_claimed_total_000","average_credit_total","place_of_residence_sort_order","earned_income_sort_order"
"2020","NYS EITC","Broome","Broome","$44,001 - $48,000",,"0","0","0","45","3.829","85",,,,"120","31.773","265","71","33.8","476","236","69.402","294","9","12"
"2020","NYS EITC","Broome","Broome","$32,001 - $36,000",,"0","0","0","387","142.76","369",,,,"260","218.83","842","114","126.23","1107","761","487.82","641","9","9"
"2020","NYS EITC","Broome","Broome","TOTAL",,"2615","251.853","96","4553","2736.32","601",,,,"2887","2861.941","991","1659","1880.96","1134","11714","7731.074","660","9","16"
"2020","NYS EITC","Broome","Broome","$24,001 - $28,000",,"0","0","0","460","298.013","648",,,,"276","330.829","1199","157","229.014","1459","893","857.856","961","9","7"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$36,001 - $40,000",,"0","0","0","136","27.003","199",,,,"96","59.751","622","48","45.032","938","280","131.786","471","10","10"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$40,001 - $44,000",,"0","0","0","59","6.433","109",,,,"77","30.894","401","50","36.923","738","186","74.25","399","10","11"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$44,001 - $48,000",,"0","0","0","14","1.229","88",,,,"54","14.192","263","38","18.235","480","106","33.656","318","10","12"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$0 - $4,000",,"280","26.732","95","92","22.025","239",,,,"47","9.89","210","26","8.039","309","445","66.686","150","10","1"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$8,001 - $12,000",,"265","25.528","96","216","180.135","834",,,,"111","124.398","1121","58","72.063","1242","650","402.124","619","10","3"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$24,001 - $28,000",,"0","0","0","232","148.531","640",,,,"138","167.591","1214","76","109.37","1439","446","425.492","954","10","7"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"31",,,"31","10","15"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"32","6.018","188","49","14.981","306","81","20.999","259","10","13"
"2020","NYS EITC","Cattaraugus","Cattaraugus","TOTAL",,"961","94.586","98","1897","1160.682","612",,,,"1371","1358.141","991","789","878.655","1114","5018","3492.064","696","10","16"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$20,001 - $24,000","d/, a/",,,"2","232","170.482","735",,,,,,"1330","87","126.154","1450","495","529.349","1069","10","6"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$4,001 - $8,000",,"257","33.092","129","148","85.785","580",,,,"89","61.46","691","28","21.605","772","522","201.942","387","10","2"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$32,001 - $36,000",,"0","0","0","141","52.224","370",,,,"116","94.56","815","62","58.038","936","319","204.822","642","10","9"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$28,001 - $32,000",,"0","0","0","167","88.643","531",,,,"134","134.601","1004","86","104.097","1210","387","327.341","846","10","8"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"38","15","2.835","189",,,"157","10","14"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$16,001 - $20,000","d/",,,"82","239","188.978","791",,,,"155","222.084","1433",,,"1620","495","553.175","1118","10","5"
"2020","NYS EITC","Cattaraugus","Cattaraugus","$12,001 - $16,000",,"144","8.079","56","221","189.214","856",,,,"143","199.838","1397","76","120.231","1582","584","517.362","886","10","4"
"2020","NYS EITC","Cayuga","Cayuga","$0 - $4,000",,"293","25.837","88","95","18.296","193",,,,"48","9.478","197","19","5.167","272","455","58.778","129","11","1"
"2020","NYS EITC","Cayuga","Cayuga","$20,001 - $24,000","d/, a/",,,"26","184","135.798","738",,,,,,"1305","52","77.545","1491","362","376.516","1040","11","6"
"2020","NYS EITC","Cayuga","Cayuga","$8,001 - $12,000",,"251","24.709","98","200","168.716","844",,,,"76","81.724","1075","46","56.026","1218","573","331.175","578","11","3"
"2020","NYS EITC","Cayuga","Cayuga","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"29","13","2.103","162",,,"131","11","14"
"2020","NYS EITC","Cayuga","Cayuga","$12,001 - $16,000",,"118","4.831","41","179","152.02","849",,,,"110","150.357","1367","57","85.775","1505","464","392.983","847","11","4"
"2020","NYS EITC","Cayuga","Cayuga","$40,001 - $44,000",,"0","0","0","61","7.133","117",,,,"81","32.817","405","32","22.033","689","174","61.983","356","11","11"
"2020","NYS EITC","Cayuga","Cayuga","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"11",,,"11","11","15"
"2020","NYS EITC","Cayuga","Cayuga","$44,001 - $48,000",,"0","0","0","12","0.856","71",,,,"41","8.458","206","30","15.534","518","83","24.848","299","11","12"
"2020","NYS EITC","Cayuga","Cayuga","TOTAL",,"960","92.961","97","1704","1010.457","593",,,,"1080","1017.408","942","572","636.531","1113","4316","2757.357","639","11","16"
"2020","NYS EITC","Cayuga","Cayuga","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"16","3.15","197","26","7.291","280","42","10.441","249","11","13"
"2020","NYS EITC","Cayuga","Cayuga","$4,001 - $8,000",,"284","36.754","129","135","79.371","588",,,,"67","45.182","674","28","21.033","751","514","182.34","355","11","2"
"2020","NYS EITC","Cayuga","Cayuga","$16,001 - $20,000","d/",,,"62","189","157.941","836",,,,"114","160.388","1407",,,"1602","379","420.037","1108","11","5"
"2020","NYS EITC","Cayuga","Cayuga","$32,001 - $36,000",,"0","0","0","166","62.742","378",,,,"102","78.106","766","44","47.452","1078","312","188.3","604","11","9"
"2020","NYS EITC","Cayuga","Cayuga","$24,001 - $28,000",,"0","0","0","174","114.868","660",,,,"119","138.108","1161","71","96.825","1364","364","349.801","961","11","7"
"2020","NYS EITC","Cayuga","Cayuga","$28,001 - $32,000",,"0","0","0","176","87.145","495",,,,"101","99.516","985","51","65.749","1289","328","252.41","770","11","8"
"2020","NYS EITC","Cayuga","Cayuga","$36,001 - $40,000",,"0","0","0","133","25.571","192",,,,"76","46.86","617","39","33.083","848","248","105.514","425","11","10"
"2020","NYS EITC","Chautauqua","Chautauqua","$8,001 - $12,000",,"529","52.177","99","362","313.84","867",,,,"196","220.44","1125","101","130.378","1291","1188","716.835","603","12","3"
"2020","NYS EITC","Chautauqua","Chautauqua","$12,001 - $16,000",,"235","12.951","55","376","334.213","889",,,,"254","350.287","1379","110","184.855","1681","975","882.306","905","12","4"
"2020","NYS EITC","Chautauqua","Chautauqua","$24,001 - $28,000",,"0","0","0","382","246.829","646",,,,"275","330.622","1202","119","166.988","1403","776","744.439","959","12","7"
"2020","NYS EITC","Chautauqua","Chautauqua","$40,001 - $44,000",,"0","0","0","114","14.129","124",,,,"122","45.969","377","63","41.524","659","299","101.622","340","12","11"
"2020","NYS EITC","Chautauqua","Chautauqua","$44,001 - $48,000",,"0","0","0","29","2.46","85",,,,"97","25.667","265","58","28.89","498","184","57.017","310","12","12"
"2020","NYS EITC","Chautauqua","Chautauqua","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"38","7.956","209","50","15.136","303","88","23.092","262","12","13"
"2020","NYS EITC","Chautauqua","Chautauqua","$28,001 - $32,000",,"0","0","0","340","171.174","503",,,,"226","220.73","977","131","163.823","1251","697","555.727","797","12","8"
"2020","NYS EITC","Chautauqua","Chautauqua","$20,001 - $24,000","d/, a/",,,"30","354","275.697","779",,,,"242","336.369","1390",,,"1513","761","854.264","1123","12","6"
"2020","NYS EITC","Chautauqua","Chautauqua","$32,001 - $36,000",,"0","0","0","261","94.598","362",,,,"199","161.633","812","98","106.675","1089","558","362.906","650","12","9"
"2020","NYS EITC","Chautauqua","Chautauqua","$36,001 - $40,000",,"0","0","0","218","47.582","218",,,,"141","88.73","629","75","64.316","858","434","200.628","462","12","10"
"2020","NYS EITC","Chautauqua","Chautauqua","$16,001 - $20,000","d/",,,"56","387","324.649","839",,,,"254","373.874","1472","139","229.936","1654",,,"1143","12","5"
"2020","NYS EITC","Chautauqua","Chautauqua","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"15","0.548","37","24","3.576","149","39","4.124","106","12","14"
"2020","NYS EITC","Chautauqua","Chautauqua","$0 - $4,000",,"516","38.307","74","174","36.825","212",,,,"92","21.885","238","33","8.569","260","815","105.586","130","12","1"
"2020","NYS EITC","Chautauqua","Chautauqua","$4,001 - $8,000",,"529","67.153","127","284","156.465","551",,,,"156","106.916","685","75","56.723","756","1044","387.257","371","12","2"
"2020","NYS EITC","Chautauqua","Chautauqua","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"26",,,"26","12","15"
"2020","NYS EITC","Chautauqua","Chautauqua","TOTAL",,"1848","172.647","93","3281","2018.461","615",,,,"2307","2291.626","993","1245","1443.666","1160","8681","5926.4","683","12","16"
"2020","NYS EITC","Chemung","Chemung","$20,001 - $24,000",,"0","0","0","244","181.168","742",,,,"137","181.737","1327","78","118.653","1521","459","481.558","1049","13","6"
"2020","NYS EITC","Chemung","Chemung","$8,001 - $12,000",,"298","28.436","95","277","231.655","836",,,,"117","128.996","1103","60","74.111","1235","752","463.198","616","13","3"
"2020","NYS EITC","Chemung","Chemung","$36,001 - $40,000",,"0","0","0","160","34.839","218",,,,"109","72.321","663","57","49.311","865","326","156.471","480","13","10"
"2020","NYS EITC","Chemung","Chemung","$28,001 - $32,000",,"0","0","0","230","112.453","489",,,,"130","129.494","996","80","94.997","1187","440","336.944","766","13","8"
"2020","NYS EITC","Chemung","Chemung","$32,001 - $36,000",,"0","0","0","211","79.029","375",,,,"115","94.315","820","60","65.094","1085","386","238.438","618","13","9"
"2020","NYS EITC","Chemung","Chemung","$40,001 - $44,000",,"0","0","0","67","6.695","100",,,,"77","31.895","414","40","28.054","701","184","66.644","362","13","11"
"2020","NYS EITC","Chemung","Chemung","$0 - $4,000",,"362","28.741","79","107","21.326","199",,,,"65","16.214","249","40","10.351","259","574","76.632","134","13","1"
"2020","NYS EITC","Chemung","Chemung","$44,001 - $48,000",,"0","0","0","11","0.948","86",,,,"49","12.771","261","34","16.352","481","94","30.071","320","13","12"
"2020","NYS EITC","Chemung","Chemung","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"30","6.043","201","25","7.097","284","55","13.14","239","13","13"
"2020","NYS EITC","Chemung","Chemung","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"33","10","1.317","132",,,"91","13","14"
"2020","NYS EITC","Chemung","Chemung","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"30",,,"30","13","15"
"2020","NYS EITC","Chemung","Chemung","$4,001 - $8,000",,"327","41.556","127","223","123.378","553",,,,"79","50.738","642","42","32.827","782","671","248.499","370","13","2"
"2020","NYS EITC","Chemung","Chemung","$12,001 - $16,000","d/",,,"41","255","221.629","869",,,,"153","218.504","1428",,,"1531","624","560.67","899","13","4"
"2020","NYS EITC","Chemung","Chemung","TOTAL",,"1137","104.918","92","2264","1356.174","599",,,,"1389","1379.75","993","747","840.848","1126","5537","3681.69","665","13","16"
"2020","NYS EITC","Chemung","Chemung","$16,001 - $20,000","d/, a/",,,"53","254","201.938","795",,,,,,"1518","74","126.721","1712","508","588.783","1159","13","5"
"2020","NYS EITC","Chemung","Chemung","$24,001 - $28,000",,"0","0","0","225","141.116","627",,,,"150","176.84","1179","70","101.079","1444","445","419.035","942","13","7"
"2020","NYS EITC","Chenango","Chenango","$48,001 - $52,000","d/","0","0","0","0","0","0",,,,,,"217",,,"387","44","14.143","321","14","13"
"2020","NYS EITC","Chenango","Chenango","TOTAL",,"697","62.374","89","1293","774.341","599",,,,"837","813.677","972","469","527.506","1125","3296","2177.898","661","14","16"
"2020","NYS EITC","Chenango","Chenango","$4,001 - $8,000",,"205","25.994","127","79","45.565","577",,,,"47","32.197","685","19","16.446","866","350","120.202","343","14","2"
"2020","NYS EITC","Chenango","Chenango","$28,001 - $32,000",,"0","0","0","128","64.71","506",,,,"86","89.923","1046","43","56.116","1305","257","210.749","820","14","8"
"2020","NYS EITC","Chenango","Chenango","$32,001 - $36,000",,"0","0","0","148","59.621","403",,,,"91","76.11","836","38","42.612","1121","277","178.343","644","14","9"
"2020","NYS EITC","Chenango","Chenango","$20,001 - $24,000",,"0","0","0","146","109.116","747",,,,"89","126.71","1424","46","71.611","1557","281","307.437","1094","14","6"
"2020","NYS EITC","Chenango","Chenango","$24,001 - $28,000",,"0","0","0","165","105.776","641",,,,"95","118.172","1244","61","89.807","1472","321","313.755","977","14","7"
"2020","NYS EITC","Chenango","Chenango","$36,001 - $40,000",,"0","0","0","106","24.206","228",,,,"71","46.624","657","29","26.877","927","206","97.707","474","14","10"
"2020","NYS EITC","Chenango","Chenango","$8,001 - $12,000",,"192","19.281","100","112","100.785","900",,,,"47","52.02","1107","28","34.852","1245","379","206.938","546","14","3"
"2020","NYS EITC","Chenango","Chenango","$0 - $4,000",,"193","10.591","55","63","12.286","195",,,,"31","6.433","208","15","4.031","269","302","33.341","110","14","1"
"2020","NYS EITC","Chenango","Chenango","$12,001 - $16,000",,"86","5.057","59","148","137.246","927",,,,"80","116.769","1460","40","65.153","1629","354","324.225","916","14","4"
"2020","NYS EITC","Chenango","Chenango","$16,001 - $20,000",,"21","1.451","69","132","108.538","822",,,,"75","108.86","1451","39","66.558","1707","267","285.407","1069","14","5"
"2020","NYS EITC","Chenango","Chenango","$40,001 - $44,000",,"0","0","0","56","5.856","105",,,,"57","22.858","401","38","27.212","716","151","55.926","370","14","11"
"2020","NYS EITC","Chenango","Chenango","$44,001 - $48,000",,"0","0","0","10","0.636","64",,,,"46","13.131","285","29","13.343","460","85","27.11","319","14","12"
"2020","NYS EITC","Chenango","Chenango","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"35","15","2.408","161",,,"129","14","14"
"2020","NYS EITC","Chenango","Chenango","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"17",,,"17","14","15"
"2020","NYS EITC","Clinton","Clinton","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"23","10","1.261","126",,,"109","15","14"
"2020","NYS EITC","Clinton","Clinton","$20,001 - $24,000",,"0","0","0","174","125.988","724",,,,"107","142.226","1329","41","65.832","1606","322","334.046","1037","15","6"
"2020","NYS EITC","Clinton","Clinton","$24,001 - $28,000",,"0","0","0","173","108.032","624",,,,"124","141.952","1145","47","66.093","1406","344","316.077","919","15","7"
"2020","NYS EITC","Clinton","Clinton","$28,001 - $32,000",,"0","0","0","196","101.051","516",,,,"117","115.076","984","44","52.48","1193","357","268.607","752","15","8"
"2020","NYS EITC","Clinton","Clinton","$12,001 - $16,000",,"160","6.97","44","190","159.3","838",,,,"90","134.196","1491","39","62.754","1609","479","363.22","758","15","4"
"2020","NYS EITC","Clinton","Clinton","$16,001 - $20,000",,"11","0.846","77","178","152.916","859",,,,"108","151.297","1401","48","81.237","1692","345","386.296","1120","15","5"
"2020","NYS EITC","Clinton","Clinton","$32,001 - $36,000",,"0","0","0","195","70.909","364",,,,"105","84.762","807","40","43.054","1076","340","198.725","584","15","9"
"2020","NYS EITC","Clinton","Clinton","$0 - $4,000",,"293","18.825","64","98","19.889","203",,,,"33","7.532","228","14","3.221","230","438","49.467","113","15","1"
"2020","NYS EITC","Clinton","Clinton","$4,001 - $8,000",,"432","52.393","121","126","73.043","580",,,,"65","44.206","680","29","22.899","790","652","192.541","295","15","2"
"2020","NYS EITC","Clinton","Clinton","$8,001 - $12,000",,"313","31.103","99","196","166.131","848",,,,"74","80.425","1087","36","44.929","1248","619","322.588","521","15","3"
"2020","NYS EITC","Clinton","Clinton","$36,001 - $40,000",,"0","0","0","143","29.602","207",,,,"88","52.877","601","35","32.335","924","266","114.814","432","15","10"
"2020","NYS EITC","Clinton","Clinton","$40,001 - $44,000",,"0","0","0","67","5.919","88",,,,"58","25.068","432","35","25.083","717","160","56.07","350","15","11"
"2020","NYS EITC","Clinton","Clinton","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"13",,,"13","15","15"
"2020","NYS EITC","Clinton","Clinton","$48,001 - $52,000","d/","0","0","0","0","0","0",,,,,,"206",,,"383","35","10.922","312","15","13"
"2020","NYS EITC","Clinton","Clinton","TOTAL",,"1209","110.137","91","1746","1013.807","581",,,,"1048","997.006","951","465","518.101","1114","4468","2639.051","591","15","16"
"2020","NYS EITC","Clinton","Clinton","$44,001 - $48,000",,"0","0","0","10","1.027","103",,,,"63","14.459","230","22","8.836","402","95","24.322","256","15","12"
"2020","NYS EITC","Columbia","Columbia","$36,001 - $40,000",,"0","0","0","97","19.912","205",,,,"82","52.301","638","27","21.983","814","206","94.196","457","16","10"
"2020","NYS EITC","Columbia","Columbia","TOTAL",,"928","82.909","89","1157","704.721","609",,,,"705","678.979","963","359","415.85","1158","3149","1882.459","598","16","16"
"2020","NYS EITC","Columbia","Columbia","$16,001 - $20,000","d/, a/",,,"41","133","113.99","857",,,,"70","109.385","1563",,,"1731","257","299.93","1167","16","5"
"2020","NYS EITC","Columbia","Columbia","$20,001 - $24,000","d/, a/",,,"19","116","88.01","759",,,,,,"1357","42","64.125","1527","228","245.814","1078","16","6"
"2020","NYS EITC","Columbia","Columbia","$12,001 - $16,000",,"116","6.209","54","130","115.093","885",,,,"64","95.898","1498","29","47.701","1645","339","264.901","781","16","4"
"2020","NYS EITC","Columbia","Columbia","$24,001 - $28,000",,"0","0","0","108","68.32","633",,,,"72","86.047","1195","32","51.789","1618","212","206.156","972","16","7"
"2020","NYS EITC","Columbia","Columbia","$4,001 - $8,000",,"284","35.944","127","92","52.557","571",,,,"34","24.202","712","16","13.167","823","426","125.87","295","16","2"
"2020","NYS EITC","Columbia","Columbia","$8,001 - $12,000",,"252","24.624","98","131","113.316","865",,,,"45","50.54","1123","25","31.013","1241","453","219.493","485","16","3"
"2020","NYS EITC","Columbia","Columbia","$28,001 - $32,000",,"0","0","0","140","75.456","539",,,,"60","60.684","1011","35","42.68","1219","235","178.82","761","16","8"
"2020","NYS EITC","Columbia","Columbia","$0 - $4,000",,"265","15.701","59","52","11.168","215",,,,"24","5.822","243","10","2.465","247","351","35.156","100","16","1"
"2020","NYS EITC","Columbia","Columbia","$32,001 - $36,000",,"0","0","0","105","42.033","400",,,,"72","59.05","820","32","34.151","1067","209","135.234","647","16","9"
"2020","NYS EITC","Columbia","Columbia","$40,001 - $44,000",,"0","0","0","41","4.052","99",,,,"59","28.077","476","21","14.642","697","121","46.771","387","16","11"
"2020","NYS EITC","Columbia","Columbia","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"49","12","2.428","202",,,"146","16","14"
"2020","NYS EITC","Columbia","Columbia","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"26",,,"26","16","15"
"2020","NYS EITC","Columbia","Columbia","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"11","1.883","171","11","3.1","282","22","4.983","227","16","13"
"2020","NYS EITC","Columbia","Columbia","$44,001 - $48,000",,"0","0","0","12","0.814","68",,,,"36","11.089","308","20","10.384","519","68","22.287","328","16","12"
"2020","NYS EITC","Cortland","Cortland","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"61",,,"175","14","1.878","134","17","14"
"2020","NYS EITC","Cortland","Cortland","$36,001 - $40,000",,"0","0","0","69","13.522","196",,,,"54","35.503","657","32","28.633","895","155","77.658","501","17","10"
"2020","NYS EITC","Cortland","Cortland","$8,001 - $12,000",,"155","14.918","96","92","77.262","840",,,,"59","63.73","1080","28","35.769","1277","334","191.679","574","17","3"
"2020","NYS EITC","Cortland","Cortland","$12,001 - $16,000","d/",,,"41",,,"875",,,,"67","93.644","1398","36","55.606","1545","289","251.987","872","17","4"
"2020","NYS EITC","Cortland","Cortland","$16,001 - $20,000","d/",,,"56","113","88.28","781",,,,,,"1353","28","50.3","1796","217","229.739","1059","17","5"
"2020","NYS EITC","Cortland","Cortland","$0 - $4,000",,"178","13.522","76","58","11.14","192",,,,"19","5.351","282","11","2.801","255","266","32.814","123","17","1"
"2020","NYS EITC","Cortland","Cortland","$4,001 - $8,000",,"160","20.027","125","82","44.682","545",,,,"37","25.598","692","15","10.283","686","294","100.59","342","17","2"
"2020","NYS EITC","Cortland","Cortland","$20,001 - $24,000",,"0","0","0","114","87.75","770",,,,"71","92.465","1302","31","48.783","1574","216","228.998","1060","17","6"
"2020","NYS EITC","Cortland","Cortland","$24,001 - $28,000",,"0","0","0","139","86.32","621",,,,"78","92.783","1190","43","60.089","1397","260","239.192","920","17","7"
"2020","NYS EITC","Cortland","Cortland","$28,001 - $32,000",,"0","0","0","115","56.875","495",,,,"73","75.042","1028","33","43.426","1316","221","175.343","793","17","8"
"2020","NYS EITC","Cortland","Cortland","$32,001 - $36,000",,"0","0","0","111","43.06","388",,,,"46","37.397","813","49","53.832","1099","206","134.289","652","17","9"
"2020","NYS EITC","Cortland","Cortland","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"20",,,"20","17","15"
"2020","NYS EITC","Cortland","Cortland","TOTAL",,"574","51.939","90","1051","614.44","585",,,,"679","645.226","950","375","422.711","1127","2679","1734.316","647","17","16"
"2020","NYS EITC","Cortland","Cortland","$40,001 - $44,000",,"0","0","0","37","5.221","141",,,,"52","21.367","411","21","14.344","683","110","40.932","372","17","11"
"2020","NYS EITC","Cortland","Cortland","$44,001 - $48,000","d/","0","0","0",,,"80",,,,"37","8.273","224","25","13.677","547",,,"326","17","12"
"2020","NYS EITC","Cortland","Cortland","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"14","3.108","222","13","3.576","275","27","6.684","248","17","13"
"2020","NYS EITC","Delaware","Delaware","$28,001 - $32,000",,"0","0","0","104","55.169","530",,,,"54","57.583","1066","23","31.169","1355","181","143.921","795","18","8"
"2020","NYS EITC","Delaware","Delaware","TOTAL",,"722","68.472","95","940","573.698","610",,,,"589","577.406","980","326","374.13","1148","2577","1593.706","618","18","16"
"2020","NYS EITC","Delaware","Delaware","$44,001 - $48,000",,"0","0","0","14","0.883","63",,,,"32","7.717","241","21","9.386","447","67","17.986","268","18","12"
"2020","NYS EITC","Delaware","Delaware","$4,001 - $8,000",,"225","28.37","126","78","43.89","563",,,,"30","19.538","651","11","7.987","726","344","99.785","290","18","2"
"2020","NYS EITC","Delaware","Delaware","$8,001 - $12,000",,"195","18.618","95","110","93.208","847",,,,"51","56.519","1108","22","28.378","1290","378","196.723","520","18","3"
"2020","NYS EITC","Delaware","Delaware","$0 - $4,000",,"199","15.759","79","51","11.291","221",,,,"24","4.409","184","11","3.041","276","285","34.5","121","18","1"
"2020","NYS EITC","Delaware","Delaware","$12,001 - $16,000",,"88","4.639","53","89","80.16","901",,,,"61","87.907","1441","32","54.369","1699","270","227.075","841","18","4"
"2020","NYS EITC","Delaware","Delaware","$16,001 - $20,000",,"15","1.086","72","109","97.65","896",,,,"67","97.636","1457","37","65.212","1762","228","261.584","1147","18","5"
"2020","NYS EITC","Delaware","Delaware","$20,001 - $24,000",,"0","0","0","97","72.915","752",,,,"52","71.086","1367","32","51.162","1599","181","195.163","1078","18","6"
"2020","NYS EITC","Delaware","Delaware","$56,001 AND OVER","d/, a/","0","0","0","0","0","0",,,,"0","0","0",,,"26",,,"26","18","15"
"2020","NYS EITC","Delaware","Delaware","$48,001 - $52,000","d/","0","0","0","0","0","0",,,,,,"237",,,"307","26","7.289","280","18","13"
"2020","NYS EITC","Delaware","Delaware","$52,001 - $56,000","d/, a/","0","0","0","0","0","0",,,,,,"63",,,"122",,,"89","18","14"
"2020","NYS EITC","Delaware","Delaware","$32,001 - $36,000",,"0","0","0","80","30.06","376",,,,"60","52.208","870","29","31.877","1099","169","114.145","675","18","9"
"2020","NYS EITC","Delaware","Delaware","$24,001 - $28,000",,"0","0","0","111","71.952","648",,,,"60","74.705","1245","39","54.356","1394","210","201.013","957","18","7"
"2020","NYS EITC","Delaware","Delaware","$36,001 - $40,000",,"0","0","0","62","12.052","194",,,,"42","27.554","656","25","19.468","779","129","59.074","458","18","10"
"2020","NYS EITC","Delaware","Delaware","$40,001 - $44,000",,"0","0","0","35","4.468","128",,,,"41","17.86","436","20","12.212","611","96","34.54","360","18","11"
"2020","NYS EITC","Dutchess","Dutchess","$40,001 - $44,000",,"0","0","0","176","17.528","100",,,,"204","85.096","417","93","62.103","668","473","164.727","348","19","11"
"2020","NYS EITC","Dutchess","Dutchess","$24,001 - $28,000",,"0","0","0","440","279.572","635",,,,"236","284.776","1207","113","148.026","1310","789","712.374","903","19","7"
"2020","NYS EITC","Dutchess","Dutchess","$56,001 AND OVER","a/","0","0","0","0","0","0",,,,"0","0","0","10","0.342","34","10","0.342","34","19","15"
"2020","NYS EITC","Dutchess","Dutchess","$16,001 - $20,000","d/",,,"70",,,"827",,,,"263","357.66","1360","115","179.945","1565","853","901.706","1057","19","5"
"2020","NYS EITC","Dutchess","Dutchess","$0 - $4,000",,"929","53.351","57","290","61.433","212",,,,"97","21.947","226","40","10.952","274","1356","147.683","109","19","1"
"2020","NYS EITC","Dutchess","Dutchess","$4,001 - $8,000",,"966","123.273","128","412","227.8","553",,,,"191","129.037","676","80","61.565","770","1649","541.675","328","19","2"
"2020","NYS EITC","Dutchess","Dutchess","$8,001 - $12,000",,"930","90.763","98","596","482.793","810",,,,"238","252.086","1059","87","109.302","1256","1851","934.944","505","19","3"
"2020","NYS EITC","Dutchess","Dutchess","$12,001 - $16,000",,"454","18.482","41","547","450.349","823",,,,"306","430.858","1408","118","181.456","1538","1425","1081.145","759","19","4"
"2020","NYS EITC","Dutchess","Dutchess","$20,001 - $24,000","d/, a/",,,"14",,,"736",,,,"281","356.398","1268","110","169.814","1544","837","852.372","1018","19","6"
"2020","NYS EITC","Dutchess","Dutchess","TOTAL",,"3320","288.559","87","4678","2684.697","574",,,,"2746","2555.153","931","1216","1285.381","1057","11960","6813.79","570","19","16"
"2020","NYS EITC","Dutchess","Dutchess","$52,001 - $56,000",,"0","0","0","0","0","0",,,,"25","1.14","46","29","4.876","168","54","6.016","111","19","14"
"2020","NYS EITC","Dutchess","Dutchess","$44,001 - $48,000",,"0","0","0","37","3.351","91",,,,"138","34.969","253","69","30.677","445","244","68.997","283","19","12"
"2020","NYS EITC","Dutchess","Dutchess","$48,001 - $52,000",,"0","0","0","0","0","0",,,,"62","12.405","200","63","18.086","287","125","30.491","244","19","13"
"2020","NYS EITC","Dutchess","Dutchess","$28,001 - $32,000",,"0","0","0","471","238.578","507",,,,"252","261.902","1039","109","134.717","1236","832","635.197","763","19","8"
"2020","NYS EITC","Dutchess","Dutchess","$32,001 - $36,000",,"0","0","0","435","155.717","358",,,,"251","203.446","811","99","108.816","1099","785","467.979","596","19","9"
"2020","NYS EITC","Dutchess","Dutchess","$36,001 - $40,000",,"0","0","0","394","80.005","203",,,,"202","123.433","611","81","64.704","799","677","268.142","396","19","10"
