"facility_name","location_address","location_address2","city","state","zip_code","county","region","phone_number","owner_name","owner_type","activity_desc","activity_number","active","east_coordinate","north_coordinate","accuracy_code","waste_types","authorization_number","authorization_issue_date","expiration_date","georeference"
"Colonie (T) SWMF","4 Arrowhead Lane",,"Colonie","NY","12047","Albany","4","5187832827","Town of Colonie","Municipal","Transfer station - permit","[01T26]","Yes","603570","4740311","1 - No accuracy stated","Construction & Demolition Debris;MSW (Residential/Institutional & Commercial)","4-0126-00033/00001","2018-04-05T00:00:00.000","2028-04-04T00:00:00.000","4 Arrowhead Lane
Colonie, NY 12047
(42.801704, -73.730765)"
"Oneida-Herkimer Solid Waste Authority - Leland Ave. Ext.","80 Leland Avenue",,"Utica","NY","13502","Oneida","6","3157380417","Oneida Herkimer SWA","Municipal","Landfill - land clearing debris","[33D19]","Yes","484432","4772023",,,"33D19","2002-10-21T00:00:00.000",,"80 Leland Avenue
Utica, NY 13502
(43.106545, -75.212374)"
"Wayne's Used Cars","2500 State Highway 310",,"Madrid","NY","13660","St. Lawrence","6","3153224950","Wayne Taillon","Private","Scrap metal processor - registration","[45V30023]","Yes","491096","4955954","4.1 - Address Matching","Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous ;End of Life Vehicles","45V30023","2019-11-19T00:00:00.000","2024-11-18T00:00:00.000","2500 State Highway 310
Madrid, NY 13660
(44.757554, -75.112891)"
"Crown Recycling Facility","865 Youngs Ave.",,"Riverhead","NY","11901","Suffolk","1","6317273939","Crown Sanitation","Private","CDDHRF - permit","[52W01]","Yes","691869","4535154","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;Wood (Brush/ Branches/ Trees/ Stumps);Concrete;Wood (Unadulterated);Paper / Cardboard","1-4730-00371/00001","2019-05-07T00:00:00.000","2024-05-06T00:00:00.000","865 Youngs Ave.
Riverhead, NY 11901
(40.946055, -72.71693)"
"Finne Bros Refuse Systems Inc","225 Railroad Avenue",,"Bedford Hills","NY","10507","Westchester","3","9142023563","Aida Iongo","Private","C&D processing - permit","[60T25]","Yes","609320","4566195",,"Construction & Demolition Debris","3-5520-00071/00007","2003-08-29T00:00:00.000","2008-08-29T00:00:00.000","225 Railroad Avenue
Bedford Hills, NY 10507
(41.240022, -73.695622)"
"Peckham Materials Corp - Hudson Falls","438 Vaughn Road",,"Hudson Falls","NY","12839","Washington","5","5187473353","Peckham Materials Corp","Private","C&D processing - registration","[58W09]","Yes","616236","4800415",,"Asphalt;Rock;Soil (Clean);Concrete;Brick","58W09","2009-02-12T00:00:00.000",,"438 Vaughn Road
Hudson Falls, NY 12839
(43.344097, -73.571993)"
"Lawton Adams Construction Corp","260 Route 100 Po Box 309",,"Somers","NY","10589","Westchester","3","9142323275","Lawton Adams","Private","C&D processing - registration","[60W11]","Yes","609353","4574094",,"Asphalt;Wood (Brush/ Branches/ Trees/ Stumps);Concrete;Soil (Clean)","60W11",,,"260 Route 100 Po Box 309
Somers, NY 10589
(41.310553, -73.693965)"
"Rubicon Recycling Inc","7895 Tannery Road",,"Rome","NY","13440","Oneida","6","3153372233","Rubicon Recycling Inc","Private","Scrap metal processor - registration","[33V30006]","Yes","457150","4787983",,"Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous","33V30006","2019-03-06T00:00:00.000","2024-03-05T00:00:00.000","7895 Tannery Road
Rome, NY 13440
(43.243306, -75.527701)"
"Sullivan County Ferndale Transfer Station","78 Lt. J.G. Brender Highway",,"Ferndale","NY","12734","Sullivan","3","9142923670","Sullivan County","County","Transfer facility - registration","[53T10002]","Yes","521077","4623724",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Commingled Paper & Containers;Electronics;Source Separated Organic Waste","53T10002","2021-10-28T00:00:00.000","2023-05-18T00:00:00.000","78 Lt. J.G. Brender Highway
Ferndale, NY 12734
(41.765152, -74.745979)"
"Harlem Valley Transfer Station - Kejem Properties; LLC","1933 NY Route 22",,"Wingdale","NY","12594","Dutchess","3","8458323828","Emil Panichi","Private","Transfer station - permit","[14T11]","Yes","618853","4612609",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Electronics;Emergency Authorization Waste (Storm Debris);Single Stream","3-1326-00124/00002","2009-05-28T00:00:00.000","2019-05-27T00:00:00.000","1933 NY Route 22
Wingdale, NY 12594
(41.655048, -73.571488)"
"MBC Contractors Inc (Hudson River Views Ind. Park)","45 Holt Drive","PO Box 54","Stony Point","NY","10960","Rockland","3","8454298231","MBC Contractors","Private","C&D processing - permit","[44W13]","Yes","585676","4563469",,,"3-3928-00181/00001","2014-04-09T00:00:00.000","2019-04-08T00:00:00.000","45 Holt Drive
Stony Point, NY 10960
(41.218066, -73.980001)"
"Bapton Livestock Farms","310 Dutchtown road",,"Ouaquaga","NY","13826","Broome","7","6076552937","Kenneth & Pat Worden","Private","Storage - manure & food processing waste - registration","[04A30004]","Yes","446315","4663222","4.1 - Address Matching","Non-recognizable Food Processing Waste","04A30004","2018-02-13T00:00:00.000","2023-02-13T00:00:00.000","310 Dutchtown road
Ouaquaga, NY 13826
(42.119853, -75.646518)"
"A J Recycling Inc (Roll-Tech)","325 Faile Street",,"Bronx","NY","10474","Bronx","2","7183287334","Andrew Bullaro","Private","C&D processing - permit","[03W41]","Yes","594080","4517969","2.1 - NYSDEC 100 m grid collection","Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous);Concrete;Paper / Cardboard;Plastics;Wood (Unadulterated)","2-6007-00137/00001","2016-11-02T00:00:00.000","2021-11-01T00:00:00.000","325 Faile Street
Bronx, NY 10474
(40.807744, -73.88472)"
"Hounsfield Transfer Station","249 Hill Street",,"Sackets Harbor","NY","13685","Jefferson","6","3157826380","Town of Hounsfield","Municipal","RHRF - 5 tpd or less - registration","[23R10032]","Yes","409454","4866546","4.1 - Address Matching","Paperboard/Boxboard;Container Glass;Commingled Containers;Commingled Paper;Plastic;Other Aluminum Scrap Metal;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal","23R10032","2019-11-21T00:00:00.000","2024-11-20T00:00:00.000","249 Hill Street
Sackets Harbor, NY 13685
(43.946356, -76.128459)"
"Jet Paper Stock Corp TS","228 Blydenburgh Road",,"Islandia","NY","11749","Suffolk","1","6312347100","Patricia DiMatteo","Private","CDDHRF - permit","[52CP0288]","Yes","653272","4518747",,"Construction & Demolition Debris","1-4728-00720/00001","2019-10-31T00:00:00.000","2024-10-30T00:00:00.000",
"Ray's Salvage","15 Pasco Ave",,"Queensbury","NY","12804","Warren","5","5187988902","Carol Perkins","Private","Scrap metal processor - registration","[57V30008]","Yes","604714","4796393",,"Scrap Metal - Non-ferrous","57V30008","2019-03-13T00:00:00.000","2024-03-12T00:00:00.000","15 Pasco Ave
Queensbury, NY 12804
(43.31363, -73.708787)"
"Triad Recycling and Energy","3755 River Road",,"Tonawanda","NY","14150","Erie","9","7162358822","Casella Waste Management of N.Y.; Inc.","Private","C&D processing - permit","[15W54]","Yes","179400","4765811","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;Roofing Shingles;Paper / Cardboard;Wood (Chips);Electronics","9-1464-00285/00003","2017-03-30T00:00:00.000","2022-03-30T00:00:00.000","3755 River Road
Tonawanda, NY 14150
(42.976986, -78.932792)"
"Kinsella Barrett Plant","4800 Solvay Road Ext.",,"Jamesville","NY","13078","Onondaga","7","3153780657","Hanson Aggregates East","Private","CDDHRF - concrete rock brick - registration","[34C10033]","Yes","412430","4761773",,"Brick;Concrete","34C10033","2018-06-05T00:00:00.000","2023-06-04T00:00:00.000","4800 Solvay Road Ext.
Jamesville, NY 13078
(43.003602, -76.07451)"
"North End Auto Repair & Salvage Inc - Allens Falls","401 Allens Falls Road",,"Parishville","NY","13672","St. Lawrence","6","3152657380","Leon A. Martin","Private","Motor vehicle repair shop - small - registration","[45V10005]","Yes","511240","4944563","4.1 - Address Matching","End of Life Vehicles","45V10005","2019-11-15T00:00:00.000","2024-11-14T00:00:00.000","401 Allens Falls Road
Parishville, NY 13672
(44.653582, -74.857285)"
"Cardinal Health Nuclear Pharmacy Services #1034","7 Walker Way",,"Colonie","NY","12205","Albany","4","5188620213","Cardinal Health 414 LLC",,"RMW - radiological storage - registration","[01J10101]","Yes","595097","4730065","1 - No accuracy stated","Regulated Medical Waste","01J20101","2019-08-28T00:00:00.000","2024-08-28T00:00:00.000","7 Walker Way
Colonie, NY 12205
(42.717006, -73.838362)"
"Ford & Sons Salvage Inc","158 Fordlea Road",,"Westtown","NY","10998","Orange","3","8457263288","Ralph Ford","Private","VDF - large - registration","[36V50012]","Yes","538851","4578329",,"End of Life Vehicles","36V50012","2019-10-03T00:00:00.000","2024-10-02T00:00:00.000","158 Fordlea Road
Westtown, NY 10998
(41.353349, -74.532738)"
"Peckham Materials - Port Chester","1 Purdy Avenue",,"Port Chester","NY","10573","Westchester","3","9143930509","Peckham Materials Corp","Private","C&D processing - registration","[60W13]","Yes","612701","4539147",,,"60W13",,,"1 Purdy Avenue
Port Chester, NY 10573
(40.995644, -73.659985)"
"Westport Transfer Station","Ledge Hill Road",,"Elizabethtown","NY","12993","Essex","5","5189624419","Essex County","County","RHRF - registration","[16R32]","Yes","617430","4894623",,,"16R32","1994-02-09T00:00:00.000",,
"MacArthur Compost Facility","1101 Railroad Avenue",,"Ronkonkoma","NY","11779","Suffolk","1","6314673259","Town of Islip","Municipal","Composting - yard waste - permit","[52Y18]","Yes","659404","4518886",,"Yard Waste","1-4728-00969/00002","2017-07-27T00:00:00.000","2022-07-26T00:00:00.000","1101 Railroad Avenue
Ronkonkoma, NY 11779
(40.805576, -73.110268)"
"Adams Transfer Station","6224 County Rt 97",,"Town of Lorraine","NY","13605","Jefferson","6","3152323057","Town of Adams","Municipal","Transfer facility - registration","[23T10034]","Yes","419329","4847764","1 - No accuracy stated","MSW (Residential/Institutional & Commercial);Waste Tires;Construction & Demolition Debris","23T10034","2020-11-18T00:00:00.000","2025-11-18T00:00:00.000","6224 County Rt 97
Town of Lorraine, NY 13605
(43.778695, -76.002578)"
"Moriah Transfer Station","Joyce Road",,"Moriah","NY","12974","Essex","5","5185468631","Essex County","County","Transfer station - registration","[16R27]","Yes","618131","4882223",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris","16R27",,,
"Gooseneck Farms Sand and Gravel","8193 Putnam Rd",,"Chautauqua","NY","14781","Chautauqua","9","7169694858","Gooseneck Farms Inc.","Private","CDDHRF - uncontaminated unadulterated wood - registration","[07C50062]","Yes","121113","4683231","4.2 - Utilization of GIS and existing spatial data","Wood (Unadulterated)","07C50062","2021-12-22T00:00:00.000","2026-12-22T00:00:00.000","8193 Putnam Rd
Chautauqua, NY 14781
(42.209993, -79.589116)"
"Allegany Transfer Station","11 West Union Street",,"Allegany","NY","14706","Cattaraugus","9","7163727822","Cattaraugus County DPW","County","RHRF - 5 tpd or less - registration","[05R10008]","Yes","210519","4665914",,"Plastic;Container Glass;Electronics;Paperboard/Boxboard","05R10008","2019-01-03T00:00:00.000","2024-01-03T00:00:00.000","11 West Union Street
Allegany, NY 14706
(42.089518, -78.496173)"
"Stericycle Inc - Gates","40 Industrial Park Circle",,"Rochester","NY","14624","Monroe","8","8473675910","Stericycle Inc","Private","RMW - permit","[28JP0001]","Yes","277082","4778809",,,"8-2626-00112/00001","2018-09-10T00:00:00.000","2023-09-09T00:00:00.000","40 Industrial Park Circle
Rochester, NY 14624
(43.129232, -77.740065)"
"Country Auto Recycling System","371 Wilbur Avenue",,"Greenwich","NY","12834","Washington","5","5187960416","Ronald MacNeil","Private","VDF - large - registration","[58V50007]","Yes","617791","4769569",,"End of Life Vehicles","58V50007","2019-01-08T00:00:00.000","2024-01-07T00:00:00.000","371 Wilbur Avenue
Greenwich, NY 12834
(43.069561, -73.553153)"
"LaForge Transfer Station","3090 County Road 30 (Trapping Brook Road)",,"Wellsville","NY","14895","Allegany","9","5858089000","LaForge Transfer Station","Private","Transfer station - permit","[02R09]","Yes","259868","4667111","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial)","9-0270-00109/00002","2016-05-31T00:00:00.000","2021-05-30T00:00:00.000","3090 County Road 30 (Trapping Brook Road)
Wellsville, NY 14895
(42.119788, -77.904377)"
"Milton Transfer Station","503 Geyser Road",,"Ballston Spa","NY","12020","Saratoga","5","5188859220","Town of Milton","Municipal","Transfer station - registration","[46R25]","Yes","593613","4766504","4.3 - Utilization of Digital Orthophoto Quads","Land Clearing Debris;Wood (Brush/ Branches/ Trees/ Stumps)","46R25","2003-03-24T00:00:00.000",,"503 Geyser Road
Ballston Spa, NY 12020
(43.045159, -73.85198)"
"Green's Auto Repair Inc","300 Beekman-Poughquag Rd",,"Poughquag","NY","12570","Dutchess","3","8457245362","Brian Green","Private","VDF - large - registration","[14V50004]","Yes","609514","4607488",,"End of Life Vehicles;Gasoline;Lead-acid Batteries;Brake Fluid;Used Oil;Waste Tire","14V50004","2019-01-29T00:00:00.000","2024-01-29T00:00:00.000","300 Beekman-Poughquag Rd
Poughquag, NY 12570
(41.611745, -73.685643)"
"Blasdell Transfer Station","3675 Jeffrey Boulevard",,"Blasdell","NY","14219","Erie","9","7168243766",,,"Transfer station - permit","[15T23]","Yes","186374","4744105","4.2 - Utilization of GIS and existing spatial data","Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Sludge (Industrial);Corrugated Cardboard;Metals (Ferrous & Non-Ferrous);Commingled Plastics;Electronics;Wood (Chips)","9-1448-00168/00001","2012-10-04T00:00:00.000","2021-08-19T00:00:00.000","3675 Jeffrey Boulevard
Blasdell, NY 14219
(42.785249, -78.834637)"
"Ed Crane Farm","7065 College Hill Road",,"Clinton","NY","13323","Oneida","6","3157941860","Ed Crane","Private","Composting - SSO - registration","[33P20010]","Yes","465292","4766880","4.3 - Utilization of Digital Orthophoto Quads","Food Scraps;Wood (Chips);Manure;Yard Waste","33P20010","2019-07-31T00:00:00.000","2024-07-30T00:00:00.000","7065 College Hill Road
Clinton, NY 13323
(43.053717, -75.426879)"
"Northumberland SW & Recycling Station","392 Peters Road",,"Northumberland","NY","12831","Saratoga","5","5187929179","Town of Northumberland","Municipal","RHRF - 5 tpd or less - registration","[46R10017]","Yes","612859","4782542","1 - No accuracy stated","Commingled Paper;Single Stream;Electronics","46R10017","2019-05-09T00:00:00.000","2024-05-08T00:00:00.000","392 Peters Road
Northumberland, NY 12831
(43.189756, -73.588808)"
"Leitz Gravel Pit","Gulf Road",,"Frankfort","NY","13340","Herkimer","6","3157245527","Leitz Trucking Corp.",,"CDDHRF - concrete rock brick - registration","[22C10014]","Yes","486110","4762366","1.1 - Obtained from original submission and unverified process","Concrete;Rock;Brick","22C10014","2021-03-02T00:00:00.000","2026-03-01T00:00:00.000",
"Franklin County Regional Landfill","828 County Route 20",,"Constable","NY","12926","Franklin","5","5184838270","County of Franklin SWMA","County","Landfill - MSW - permit","[17LS0001]","Yes","552124","4980020",,"MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Sewage Treatment Plant Sludge;Asbestos (Friable & Non-Friable)","5-1699-00003/00005","2019-01-28T00:00:00.000","2024-01-28T00:00:00.000","828 County Route 20
Constable, NY 12926
(44.974465, -74.343777)"
"Cardinal Health 414; LLC","25 Fairchild Ave","Bldg. 25; #100","Plainview","NY","11803","Nassau","1","5163498001","Cardinal Health 414; LLC","Private","RMW - radiological storage - registration","[30J10132]","Yes","629404","4517328","4.3 - Utilization of Digital Orthophoto Quads","Regulated Medical Waste","30J10132","2020-10-26T00:00:00.000","2025-10-26T00:00:00.000","25 Fairchild Ave
Plainview, NY 11803
(40.795816, -73.461121)"
"High Acres Yard Waste Composting and Wood Chipping Facility","Wayneport Road",,"Macedon","NY","14502","Wayne","8","5854216210","Waste Management of New York LLC","Private","Composting - yard waste - permit","[59PP0001]","Yes","306354","4773375","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste;Wood (Chips);Source Separated Organic Waste (SSOW)","8-9908-00162/00021","2018-10-21T00:00:00.000","2028-10-20T00:00:00.000",
"Van Dyke Septic","4114 County Route 27",,"Rock Stream","NY","14878","Yates","8","6075352410","Michael A Van Dyke",,"Land application - septage - registration","[62A40006]","Yes","337884","4699792","4.1 - Address Matching","Septage","62A50006","2019-06-03T00:00:00.000","2024-06-02T00:00:00.000",
"Bristol Hill TS","3125 State Rte 3",,"Fulton","NY","13069","Oswego","7","3155919211","Oswego County DSW","County","Transfer facility - registration","[38T10002]","Yes","391141","4799728","4.2 - Utilization of GIS and existing spatial data","Waste Tires;Commingled Paper & Containers;MSW (Residential/Institutional & Commercial);Construction & Demolition Debris;Single Stream;Wood (Brush/ Branches/ Trees/ Stumps);Food Scraps;Yard Waste;Electronics","38T10002","2019-02-20T00:00:00.000","2024-02-20T00:00:00.000","3125 State Rte 3
Fulton, NY 13069
(43.339737, -76.344947)"
"Arrowhead Disposal LLC / Ray Forker Site","2049 State Route 14",,"Montour Falls","NY","14865","Schuyler","8","6073290041","Ray Forker","Private","Transfer facility - registration","[49T10002]","Yes","348575","4688335",,"MSW (Residential/Institutional & Commercial)","49T10002","2019-06-18T00:00:00.000","2024-06-18T00:00:00.000","2049 State Route 14
Montour Falls, NY 14865
(42.3328, -76.837807)"
"Millbrook Dairy Farm","383 Cooke Hollow Road",,"Cambridge","NY","12816","Washington","5","5188596169","New England Waste Services of ME; Inc. DBA Casella Organics",,"Land application - UFPW - registration","[58A30001]","Yes","621444","4762391",,"Sludge (Papermill)","58A30001","2018-06-21T00:00:00.000","2023-04-23T00:00:00.000","383 Cooke Hollow Road
Cambridge, NY 12816
(43.004078, -73.510442)"
"Town of Floyd","7430 Camroden Road",,"Floyd (T)","NY","13440","Oneida","6","3158656364","Town of Floyd","Municipal","RHRF - 5 tpd or less - registration","[33R10031]","Yes","470749","4792408",,"Enameled Appliances / White Goods;Electronics;Other Ferrous Scrap Metal","33R10031","2021-09-30T00:00:00.000","2026-09-29T00:00:00.000","7430 Camroden Road
Floyd (T), NY 13440
(43.223579, -75.337145)"
"Ben Weitsman of Albany LLC","300 Smith Blvd.",,"Albany","NY","12202","Albany","4","5184624444","Ben Weitsman of Albany; LLC","Private","VDF - large - registration","[01V50101]","Yes","601641","4719972",,"End of Life Vehicles","01V50105","2019-04-01T00:00:00.000","2024-04-01T00:00:00.000","300 Smith Blvd.
Albany, NY 12202
(42.624747, -73.75848)"
"Ross Recycling","28 Martin Lane",,"Mongaup Valley","NY","12762","Sullivan","3","8455835231","William Loyd Ross","Private","VDF - large - registration","[53V50002]","Yes","517370","4613493",,"End of Life Vehicles","53V50002","2019-03-05T00:00:00.000","2024-03-04T00:00:00.000","28 Martin Lane
Mongaup Valley, NY 12762
(41.672249, -74.791664)"
"R & R Salvage Inc.","1329 William Street",,"Buffalo","NY","14206","Erie","9","7168563608","Robert Redino","Private","VDF - small - registration","[15V20065]","Yes","187883","4755100","1 - No accuracy stated","End of Life Vehicles","15V20065","2019-10-10T00:00:00.000","2024-10-10T00:00:00.000","1329 William Street
Buffalo, NY 14206
(42.884843, -78.821617)"
"Nassau Suffolk Materials Inc.","255 North Fehr Way",,"Bayshore","NY","11706","Suffolk","1","6314621632","George Condos","Private","CDDHRF - concrete rock brick - registration","[52C10313]","Yes","644896","4514165","4.3 - Utilization of Digital Orthophoto Quads","Concrete;Brick;Rock","52-0313","2020-05-18T00:00:00.000","2025-05-17T00:00:00.000","255 North Fehr Way
Bayshore, NY 11706
(40.765643, -73.283671)"
"Bob J's Auto","7284 Wildcat Rd.",,"Port Leyden","NY","13433","Lewis","6","3153484000","Robert Kraeger","Private","Motor vehicle repair shop - large - registration","[25V40009]","Yes","474553","4824444","1 - No accuracy stated","End of Life Vehicles","25V40009","2019-09-18T00:00:00.000","2024-09-17T00:00:00.000","7284 Wildcat Rd.
Port Leyden, NY 13433
(43.573506, -75.321062)"
"Cayuga Compost","3225 Agard Road",,"Trumansburg","NY","14886","Tompkins","7","6073876826","William & Mary Proctor","Private","Composting - source separated organic waste - permit","[55PP0004]","Yes","367052","4709267","3.1 - Sportsman Hand-Held Unit (w/ Selective Availability on)",,"7-5036-00122/00001","2019-11-13T00:00:00.000","2029-11-12T00:00:00.000","3225 Agard Road
Trumansburg, NY 14886
(42.524164, -76.623298)"
"SMI Waste Tire Facility","1786 Salcman Road",,"Seneca Falls","NY","13165","Seneca","8","3155395624","Seneca Meadows Inc","Private","Waste tire storage - New product manufacturing","[50K03]","Yes","349655","4782657",,"Waste Tires","50K03","1997-09-09T00:00:00.000",,"1786 Salcman Road
Seneca Falls, NY 13165
(42.915265, -76.843801)"
"Oppenheim Transfer Station","122 State Highway 331",,"Oppenheim","NY","13329","Fulton","5","5187365501","Fulton County","County","RHRF - 5 tpd or less - registration","[18R10006]","Yes","524942","4768814",,"Electronics;Other Ferrous Scrap Metal;Other Non-Ferrous Scrap Metal;Single Stream","18R10006","2018-07-02T00:00:00.000","2023-07-01T00:00:00.000",
"Manorville Yard Waste Composting Facility","2 Papermill Rd.",,"Manorville","NY","11949","Suffolk","1","6318780128","Town of Brookhaven","Municipal","Composting - yard waste - permit","[52Y21]","Yes","687000","4522700","4.3 - Utilization of Digital Orthophoto Quads","Yard Waste",,,,"2 Papermill Rd.
Manorville, NY 11949
(40.834334, -72.782638)"
"Afton Septic Service","Dale Growver Farm","State Route 41 and Ives Road","Afton","NY","13730","Chenango","7","6076391053","Jason & Lisa Page","Private","Land application - septage - registration","[09A40004]","Yes","456249","4673290","1 - No accuracy stated","Septage","09A40004","2019-09-26T00:00:00.000","2024-09-27T00:00:00.000",
"Brighton (T) C&D Landfill","444 Browncroft Blvd",,"Rochester","NY","14610","Monroe","8","5852889205","Town of Brighton","Municipal","Landfill - land clearing debris","[28D07]","Yes","293866","4781457",,,"28D07","1994-09-22T00:00:00.000",,"444 Browncroft Blvd
Rochester, NY 14610
(43.15763, -77.535636)"
"Port Albany Ventures LLC","140 -184 Port Road South",,"Albany","NY","12202","Albany","4","5184324276","Sims Metal East LLC","Private","CDDHRF - concrete rock brick - registration","[01C10101]","Yes","601270","4719459","4.1 - Address Matching","Concrete;Brick;Rock","01C10101","2019-01-08T00:00:00.000","2024-01-07T00:00:00.000","140 -184 Port Road South
Albany, NY 12202
(42.612919, -73.765279)"
"Alfred Transfer Station","394 Satterlee Hill Road",,"Almond","NY","14804","Allegany","9","5852685415","Allegany County DPW","County","Transfer facility - registration","[02T10013]","Yes","273601","4685615","4.2 - Utilization of GIS and existing spatial data","MSW (Residential/Institutional & Commercial)","02T10013","2019-10-03T00:00:00.000","2024-10-03T00:00:00.000","394 Satterlee Hill Road
Almond, NY 14804
(42.288675, -77.746788)"
"Park Line Asphalt Maintenance","1877 Montauk Hwy",,"Brookhaven","NY","11719","Suffolk","1","6312864726","Richard Mailand & Robert Mailand","Private","Transfer facility - permit","[52R11]","Yes","674362","4515950","4.2 - Utilization of GIS and existing spatial data","Street Sweepings;Asphalt;Brick;Concrete;Soil (Clean);Storm Drain & Catch Basin","1-4722-06190/00001","2019-07-22T00:00:00.000","2024-07-21T00:00:00.000","1877 Montauk Hwy
Brookhaven, NY 11719
(40.775624, -72.934368)"
"Old Mud Creek Farm","67 Pine Wood Rd.",,"Livingston","NY","12534","Columbia","4","4138541507","Old Mud Creek Farm; LLC","Private","Storage - septage - registration","[11A54610]","Yes","600885","4667317","1 - No accuracy stated","Septage","11A44610","2020-10-30T00:00:00.000","2025-10-30T00:00:00.000","67 Pine Wood Rd.
Livingston, NY 12534
(42.150392, -73.781866)"
"Zoladz Construction Company","13600 Railroad Street",,"Alden","NY","14004","Erie","9","7169356575","Zoladz Construction Co.; Inc.","Private","Mulch processing - registration","[15M10081]","Yes","215820","4755135","4 - GIS Assisted","Wood (Chips);Wood (Brush/ Branches/ Trees/ Stumps)","15M10081","2021-12-21T00:00:00.000","2026-12-20T00:00:00.000","13600 Railroad Street
Alden, NY 14004
(42.895243, -78.480703)"
"Stokes Waste Paper Co","25 Van Street",,"Staten Island","NY","10310","Richmond","2","7187207220","David Berman","Private","C&D processing - permit","[43W14]","Yes","574500","4499100","2.1 - NYSDEC 100 m grid collection","Brick;Construction & Demolition Debris;Soil (Clean);Concrete;Wood (Trees/Stumps);Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard","2-6401-00001/00009","2017-11-06T00:00:00.000","2022-10-30T00:00:00.000","25 Van Street
Staten Island, NY 10310
(40.639411, -74.119396)"
"Town of Salisbury Transfer Station","2290 State Route 29",,"Salisbury (T)","NY","13454","Herkimer","6","3154293223","Town of Salisbury","Municipal","Transfer facility - registration","[22T10013]","Yes","515896","4775976",,"MSW (Residential/Institutional & Commercial);Single Stream;Bulk Metal","22T10013","2020-02-20T00:00:00.000","2025-02-19T00:00:00.000",
"Hempstead (V) Transfer Station","470 Milburn Avenue",,"Hempstead","NY","11550","Nassau","1","5164893400","Village of Hempstead","Municipal","Transfer facility - registration","[30T10117]","Yes","617632","4504709",,"MSW (Residential/Institutional & Commercial);Concrete;Street Sweepings;Asphalt Pavement","30T10117","2019-09-23T00:00:00.000","2024-09-23T00:00:00.000","470 Milburn Avenue
Hempstead, NY 11550
(40.684558, -73.607492)"
"Bill Tefft Trucking LLC","9 Pleasant Street",,"Oxford","NY","13830","Chenango","7","6078439718","Blanche J. Tefft","Private","RHRF - 5 tpd or less - registration","[09R10006]","Yes","451520","4699017",,"PET","09R10006","2019-02-20T00:00:00.000","2024-02-20T00:00:00.000","9 Pleasant Street
Oxford, NY 13830
(42.441933, -75.589343)"
"JC Fibers Inc","1779 Mt Read Blvd",,"Rochester","NY","14615","Monroe","8","5853427210","Frank Colubriale","Private","CDDHRF - permit","[28CP0026]","Yes","283630","4785070","4.2 - Utilization of GIS and existing spatial data",,"8-2699-00117/00001","2022-01-13T00:00:00.000","2032-01-12T00:00:00.000","1779 Mt Read Blvd
Rochester, NY 14615
(43.187516, -77.659593)"
"Otsego County Chapter NYSARC; Inc.","23 Duane Street",,"Oneonta","NY","13820","Otsego","4","6073537831","Otsego County Chaper NYSARC; Inc.","County","RHRF - 5 tpd or less - registration","[39R11201]","Yes","493214","4699374",,"Plastic","39R11201","2019-04-29T00:00:00.000","2024-04-29T00:00:00.000","23 Duane Street
Oneonta, NY 13820
(42.446332, -75.081727)"
"A-1 Compaction (Waste Management of NY)","325 Yonkers Ave.",,"Yonkers","NY","10701","Westchester","3","9144232160","Waste Management of NY; LLC","Private","Transfer station - permit","[60T12]","Yes","594960","4532013",,"Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Single Stream;Metals (Ferrous & Non-Ferrous);Yard Waste;Clean Fill","3-5518-00407/00011","2019-11-20T00:00:00.000","2024-11-19T00:00:00.000","325 Yonkers Ave.
Yonkers, NY 10701
(40.933259, -73.872558)"
"Woodhull Auto Supply LLC","5567 McCaslin Road",,"Woodhull","NY","14898","Steuben","8","6074585474","Bradley LaBarron","Private","VDF - large - registration","[51V50076]","Yes","302237","4653067","4.1 - Address Matching","End of Life Vehicles","51V50076","2020-11-02T00:00:00.000","2025-11-01T00:00:00.000","5567 McCaslin Road
Woodhull, NY 14898
(42.004023, -77.38726)"
"Taylor Solid Waste Facility","5730 State Route 434",,"Apalachin","NY","13732","Tioga","7","6072580339","Robert Taylor","Private","RHRF - permit","[54M08]","Yes","403589","4659715","1 - No accuracy stated","Commingled Containers;Paperboard/Boxboard;Commingled Paper;Source Separated Recyclables (Metal/Glass/Paper/Plastic);Office Paper;Glass;Metals (Ferrous);Metals (Non-Ferrous);Plastics","7-4930-00252/00001","2017-12-13T00:00:00.000","2024-03-18T00:00:00.000","5730 State Route 434
Apalachin, NY 13732
(42.084978, -76.164793)"
