"the_geom","objectid","businessaddress","businessname","businessphone","businessstartdate","businesstype","businesslicensenumber","city","ownername","state","streetdirection","streetname","streetnumber","streetsuffix","suite","zip","locationx","locationy"
"POINT (-90.063233957185 29.956002452179)","2776","600 DECATUR ST","BIG EASY MARDI GRAS CO","5045244729","1997-01-02","1101 - CONVENIENCE STORES","277182","NEW ORLEANS","BIG EASY MARDI GRAS CO LLC","LA",,"DECATUR","600","ST",,"70130","3683031.20853","531719.273731"
"POINT (-90.104268184053 29.94914583608)","8962","4401 S BROAD ST","EL PAVO REAL",,"2015-10-14","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","283935","NEW ORLEANS","BROADMOOR ZOCALO,LLC","LA","S","BROAD","4401","ST",,"70125","3670064.357","529084.248"
"POINT (-90.071185209525 29.949925584803)","9382","701 POYDRAS ST","URGENT-CARE-ONE SHELL SQUARE",,"2019-06-27","3383 - GENERAL MEDICAL & SURGICAL HOSPITALS","287841","NEW ORLEANS","OCHSNER CLINIC,LLC","LA",,"POYDRAS","701","ST",,"70139","3680537.7684","529481.680385"
"POINT (-90.11644875429 29.972475429635)","9711","8928 DIXON ST","BLACKBERRY’S DELIGHTS, INC",,"2020-12-03","1109 - CONFECTIONERY & NUT STORES","285278","NEW ORLEANS","BLACKBERRY’S DELIGHTS, INC","LA",,"DIXON","8928","ST",,"70118","3666116.97728","537526.622216"
"POINT (-90.020183202719 30.001534905009)","3727","3501 JOURDAN RD","SQUARE BUTTON CONSULTING","5044599804","2015-01-05","3350 - ADMIN MGT/GENERAL MGT CONSULTING SVCS","289297","NEW ORLEANS","SQUARE BUTTON CONSULTING,LLC","LA",,"JOURDAN","3501","RD",,"70126","3696473.53853","548430.19093"
"POINT (-90.076989294557 29.951922709288)","5034","CANAL ST","ISHINE","2565133782","1981-06-02","5503 - DIRECT SELLING ESTABLISHMENTS, OTH","275580","NEW ORLEANS","MCFARLANE, KENNETH","LA",,"CANAL",,"ST","9","70130","3678691.8167","530187.70942"
"POINT (-90.103076410998 29.91709189318)","2024","4527 TCHOUPITOULAS ST","ANTHONY BEAN COMMUNITY THEATER AND ACTING SCHOOL",,"2021-11-19","2503 - PERFORMING ARTS COMPANIES, OTHER","275364","NEW ORLEANS","ABCT","LA",,"TCHOUPITOULAS","4527","ST",,"70115","3670566.90894","517432.301558"
"POINT (-90.048405125209 29.968310714757)","4662","1040 ST FERDINAND ST","2730 ST CLAUDE",,"2020-08-25","3002 - LESSOR OF NONRES BLDGS (EX MINIWRHSE)","286120","NEW ORLEANS","2730 ST CLAUDE LLC","LA",,"ST FERDINAND","1040","ST",,"70117","3687676.5942","536247.357831"
"POINT (-90.06139885138 29.960306997599)","1409","1023 CHARTRES ST","ROCK & ROUGE FOUNDATION",,"2018-06-01","1212 - HOME BASED-OFFICE USE ONLY","282459","NEW ORLEANS","ROCK & ROUGE FOUNDATION INC","LA",,"CHARTRES","1023","ST",,"70116","3683594.92297","533291.009796"
"POINT (-90.091505740227 29.962397583738)","8325","2737 TULANE AVE","#1 BAIL BONDS & RECOVERY LLC","5043925245","2005-02-01","3342 - LEGAL SERVICES, ALL OTHER","286084","NEW ORLEANS","#1 BAIL BONDS & RECOVERY","LA",,"TULANE","2737","AVE",,"70119","3674053.67636","533946.658053"
"POINT (-90.073691406679 29.954149250161)","8919","1013 COMMON ST","PREMIUM PARKING SERVICE-142","5045655546","2014-07-01","2014 - PARKING LOTS & GARAGES","282610","NEW ORLEANS","PREMIUM PARKING SERVICE LLC","LA",,"COMMON","1013","ST",,"70112","3679727.2429","531008.827266"
"POINT (-90.117647833343 29.920834215075)","283","5600 MAGAZINE ST","WHOLE FOODS MARKET","0008999119","2002-12-04","1106 - GROCERY (EXC CONVENIENCE) STORES","281331","NEW ORLEANS","WHOLE FOOD COMPANY, INC","LA",,"MAGAZINE","5600","ST",,"70115","3665936.58068","518743.880951"
"POINT (-90.087965485718 29.923218747042)","1293","3308 MAGAZINE ST","GOULD EVANS",,"2016-05-04","3353 - ARCHITECTURAL SERVICES","275960","NEW ORLEANS","GOULD EVANS,LLC","LA",,"MAGAZINE","3308","ST","STE #A","70115","3675329.47976","519711.954808"
"POINT (-90.109591577878 29.986995839863)","652","5331 CANAL BLVD","HELM PAINT & SUPPLY",,"2007-04-10","1119 - GENERAL MERCHANDISE STORES, ALL OTH","287596","NEW ORLEANS","HELM PAINT & SUPPLY, INC","LA",,"CANAL","5331","BLVD",,"70124","3668231.57607","542829.937165"
"POINT (-89.991699695334 30.02762875068)","896","5701 CROWDER BLVD","BROTHERS FOOD MART  NO 132","5043662413","2010-10-08","1101 - CONVENIENCE STORES","286537","NEW ORLEANS","CROWDER BROTHERS LLC","LA",,"CROWDER","5701","BLVD",,"70127","3705377.62999","558023.320475"
"POINT (-90.06859372777 29.95317636328)","1932","623 CANAL ST","SONDER USA",,"2021-04-06","4701 - HOTELS (EXC CASINO HOTELS) & MOTELS","286357","NEW ORLEANS","SONDER USA, INC.","LA",,"CANAL","623","ST",,"70130","3681345.36917","530672.83117"
"POINT (-90.077471411872 29.938105214864)","5812","1634 EUTERPE ST","PITSTOP TRANSPORTATION","5047227700","2010-02-25","2001 - TAXI SERVICE","287308","NEW ORLEANS","PITSTOP TRANSPORTATION LLC","LA",,"EUTERPE","1634","ST",,"70113","3678594.21691","525161.489085"
"POINT (-90.019856996766 30.009589893996)","5095","5950 CHEF MENTEUR HWY","BANNER CHEVROLET INC.","5042538460","1970-06-01","1601 - NEW CAR DEALERS","282361","NEW ORLEANS","RICHARD O. FLICK","LA",,"CHEF MENTEUR","5950","HWY",,"70126","3696543.20829","551360.472085"
"POINT (-90.062927510427 29.972829998165)","9311","1700 N CLAIBORNE AVE","J'S WINGS AND THANGZ, LLC",,"2017-05-30","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","285713","NEW ORLEANS","J'S WINGS AND THANGZ, LLC","LA","N","CLAIBORNE","1700","AVE",,"70116","3683060.40226","537839.468681"
"POINT (-90.083208532262 29.976271993273)","6322","2931 URSULINES AVE","NOLA FLOOD CERT","5046555544","2014-08-20","4201 - SCIENTIFIC/TECHNCL CONSLTNG SVCS, OTH","289484","NEW ORLEANS","NOLA FLOOD CERT, LLC","LA",,"URSULINES","2931","AVE",,"70119","3676625.79726","539020.488138"
"POINT (-90.06768717838 29.956481872818)","5477","407 BOURBON ST","CRESCENT CITY PIZZA WORKS",,"2005-04-07","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","279687","NEW ORLEANS","407 BOURBON, LLC","LA",,"BOURBON","407","ST",,"70130","3681619.1613","531878.005699"
"POINT (-90.084099706242 29.926032448275)","5533","1127 6TH ST","D W C","5048914111","2000-11-13","4001 - MGMT CONSULTING SVCS, OTHER","285866","NEW ORLEANS","THOMPSON,RUTH H","LA",,"6TH","1127","ST",,"70115-2211","3676542.83649","520748.446713"
"POINT (-90.09146872645 29.926458570427)","5372","3434 PRYTANIA ST","VISION SOURCE","5042695274","1999-11-01","1143 - OPTICAL GOODS STORES","284840","NEW ORLEANS","VISION SOURCE","LA",,"PRYTANIA","3434","ST","250","70115-3522","3674207.03572","520878.027769"
"POINT (-90.067331394456 29.957334716077)","1756","817 ST LOUIS ST","CLAIRE'S POUR HOUSE",,"2021-12-20","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","287537","NEW ORLEANS","NOEL REAL ESTATE LLC","LA",,"ST LOUIS","817","ST",,"70112","3681728.39413","532189.375299"
"POINT (-90.003745145225 29.918030145282)","8536","3510 LANG ST","KIA'S CONCRETE CO.","5044811925","2009-08-19","1177 - CONCRETE CONTRACTORS","289477","NEW ORLEANS","NAKIA BOLDING","LA",,"LANG","3510","ST",,"70131","3702028.62916","518124.958262"
"POINT (-89.987766670062 29.908343293723)","6348","6364 WOODLAND HWY","D.R.C. FINISHING TOUCH CONSTRUCTION, LLC",,"2016-04-29","1170 - CARPENTRY CONTRACTORS","288272","NEW ORLEANS","D.R.C. FINISHING TOUCH CONSTRUCTION, LLC","LA",,"WOODLAND","6364","HWY","APT 8C","70131","3707131.50142","514661.595507"
"POINT (-90.073081765677 29.932721505224)","1320","1581 MAGAZINE ST","MARIPOSA SALON & SPA, LLC",,"2017-11-09","3338 - BEAUTY SALONS","286870","NEW ORLEANS","MARIPOSA SALON & SPA, LLC","LA",,"MAGAZINE","1581","ST","#1","70130","3680005.98984","523219.042619"
"POINT (-90.096771603997 29.921461727247)","8157","911 CONSTANTINOPLE ST","M CABINE RESTORATIONS",,"1997-01-01","3501 - SINGLE FAMILY HOUSING CONSTRUCTION","285333","NEW ORLEANS","M CABINE RESTORATIONS","LA",,"CONSTANTINOPLE","911","ST",,"70115-2744","3672546.97588","519042.829239"
"POINT (-90.076989294557 29.951922709288)","443","420 MOUNTAIN AVE","HEWLETT-PACKARD FINANCIAL  SERVICES CO",,"2002-09-01","1901 - COMP/COMP PERIPH EQUIP & SFTWR WHLSRS","278563","MURRAY HILL","HEWLETT-PACKARD FINANCIAL CO","NJ",,"MOUNTAIN","420","AVE",,"07974","3678691.8167","530187.70942"
"POINT (-90.076989294557 29.951922709288)","1282","2022 SAINT BERNARD AVE","CRESCENT CITY DRIVING SCHOOL","5046062720","2016-03-29","3313 - AUTOMOBILE DRIVING SCHOOLS","276375","NEW ORLEANS","CHRISTOPHER LOTT","LA",,"SAINT BERNARD","2022","AVE","ROOMS 223&226","70116","3678691.8167","530187.70942"
"POINT (-90.076989294557 29.951922709288)","5239","3000 HANOVER ST","HEWLETT-PACKARD CO  C/O TAX DEPT",,"1983-11-01","1137 - COMPUTER & SOFTWARE STORES","282819","COLORADO SPRINGS","HEWLETT-PACKARD CO","CO",,"HANOVER","3000","ST",,,"3678691.8167","530187.70942"
"POINT (-90.075488832888 29.949935750897)","2332","1100 POYDRAS ST","GREATER NEW ORLEANS, INC","5045276900","2011-06-21","1001 - CONSUMER LENDING","286481","NEW ORLEANS","GREATER NEW ORLEANS, INC","LA",,"POYDRAS","1100","ST","3475","70163","3679174.89243","529470.390785"
"POINT (-90.066628918584 29.957396895834)","8242","522 BOURBON ST","BOOT SCOOTIN RODEO","5044581203","2008-12-05","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","282904","NEW ORLEANS","RS 522 ENTERTAINMENT LLC","LA",,"BOURBON","522","ST",,"70130","3681950.58152","532214.444483"
"POINT (-90.076989294557 29.951922709288)","1566","P O BOX 1793","DBJ PROPERTIES",,"2018-11-05","0502 - RESIDENTIAL PROPERTY MGRS","284488","METAIRIE","DBJ PROPERTIES,LLC","LA",,"P O BOX 1793",,,,"70004","3678691.8167","530187.70942"
"POINT (-90.116031535808 29.920814853616)","4503","739 OCTAVIA ST","JK GROOVES GUITAR SERVICE",,"2022-03-28","1166 - PERSONAL & HH GOODS R & M, OTHER","289651","NEW ORLEANS","JK GROOVES GUITAR REPAIR LLC","LA",,"OCTAVIA","739","ST",,"70115","3666448.64244","518742.276151"
"POINT (-90.084367260284 29.943846847443)","9883","2432 MARTIN LUTHER KING JR BLVD","BAYOU FOOD STORE OF N. O","5045221004","1997-11-05","1101 - CONVENIENCE STORES","283995","NEW ORLEANS","NGA, INC","LA",,"MARTIN LUTHER KING JR","2432","BLVD",,"70113","3676387.47963","527225.485951"
"POINT (-90.068871587909 29.94700549857)","6149","643 MAGAZINE ST","WALKER & DUNLOP, LLC","5045850581","2014-01-09","3370 - MORTGAGE & NONMORTGAGE LOAN BROKERS","282928","NEW ORLEANS","WALKER & DUNLOP MULTIFAMILY, INC","LA",,"MAGAZINE","643","ST","STE 401","70130","3681282.14421","528427.908096"
"POINT (-90.076989294557 29.951922709288)","603","6470 PARK MANOR DR","WAFIK HICHAM # 552",,"2008-01-09","2001 - TAXI SERVICE","275480","METAIRIE","WAFIK HICHAM","LA",,"PARK MANOR","6470","DR",,"70003","3678691.8167","530187.70942"
"POINT (-90.134202780373 29.949767859218)","3053","8519 ZIMPLE ST","BILD DESIGN, LLC","5048610042","2004-01-04","3203 - INTERIOR DESIGN SERVICES","288304","NEW ORLEANS","BILD DESIGN,LLC","LA",,"ZIMPLE","8519","ST",,"70118-1173","3660582.43827","529209.997248"
"POINT (-90.047925966828 29.996085467689)","7568","2666 ACACIA ST","SOUTHERN H & H CONTRACTORS LLC","5042310898","2019-03-21","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","287127","NEW ORLEANS","SOUTHERN H & H CONTRACTORS LLC","LA",,"ACACIA","2666","ST",,"70122","3687715.00003","546349.000016"
"POINT (-90.081532496173 29.922544287839)","4103","729 SIXTH ST","UPTURN ARTS","5044271515","2016-05-25","3365 - FINE ARTS SCHOOLS","284285","NEW ORLEANS","HOPE STONE NEW ORLEANS,INC","LA",,"SIXTH","729","ST",,"70115","3677369.85147","519488.901303"
"POINT (-89.931497259874 30.043953555287)","6202","5600 MAPLE RIDGE DR","THE LOFT","5047088890","2015-01-06","1401 - SOCIAL ADVOCACY ORGANIZATIONS, OTHER","276042","NEW ORLEANS","THE LOFT, INC","LA",,"MAPLE RIDGE","5600","DR",,"70129","3724354.34726","564187.658977"
"POINT (-90.078588616712 29.952166865222)","1536","1515 POYDRAS ST","MUSGRAVE, MCLACHLAN AND PENN",,"2010-07-01","3382 - LAWYERS","286856","NEW ORLEANS","MUSGRAVE, MCLACHLAN AND PENN, LLC","LA",,"POYDRAS","1515","ST","2380","70112","3678184.39451","530270.944065"
"POINT (-90.10071116496 29.951430346835)","2113","4035 WASHINGTON AVE","COMMERCIAL INTERIORS, INC",,"2018-08-01","1134 - FURNITURE STORES","276493","NEW ORLEANS","COMMERCIAL INTERIORS, INC","LA",,"WASHINGTON","4035","AVE",,"70125","3671181.83918","529927.081985"
"POINT (-89.948549868005 30.056987264338)","8401","6990 EDGEFIELD DR","G & R PLUMBING CO","5047826259","2006-08-07","0802 - PLUMBING, HEATING & A/C CONTRACTORS","274391","NEW ORLEANS","RONNIE C CROSBY","LA",,"EDGEFIELD","6990","DR",,"70128","3718902.1518","568861.605477"
"POINT (-90.078588616712 29.952166865222)","3613","1515 POYDRAS ST","PIVOTAL ENGINEERING, LLC","5047993653","2013-01-16","3355 - ENGINEERING SERVICES","281790","NEW ORLEANS","PIVOTAL ENGINEERING, LLC","LA",,"POYDRAS","1515","ST","STE 1875","70112","3678184.39451","530270.944065"
"POINT (-90.103572230068 29.920763326404)","6044","4531 MAGAZINE ST","STUDIO SOLITARIO","5049054175","2012-04-04","1173 - ART DEALERS","284818","NEW ORLEANS","STUDIO SOLITARIO, LLC","LA",,"MAGAZINE","4531","ST",,"70115","3670395.51655","518765.681591"
"POINT (-90.038197626444 29.966527651457)","10038","3621 ST CLAUDE AVE","BYWATER EVENT SOLUTIONS LLC",,"2020-09-03","3364 - RECEPTION HALL","291155","NEW ORLEANS","BYWATER EVENT SOLUTIONS LLC","LA",,"ST CLAUDE","3621","AVE",,"70117","3690915.74313","535635.35655"
"POINT (-90.100199773791 29.927025811054)","8746","4217 ST CHARLES AVE","FRENCH QUARTER NEW ORLEANS TOURS",,"2015-03-06","5301 - TOUR OPERATORS","282271","NEW ORLEANS","FRENCH QUARTER NEW ORLEANS TOURS,LLC","LA",,"ST CHARLES","4217","AVE","#3","70115","3671439.28494","521054.429945"
"POINT (-90.074353883845 29.949018128795)","3819","938 LAFAYETTE ST","EAGLE EYE","5044586313","2016-04-21","2033 - JANITORIAL SERVICES","291417","NEW ORLEANS","EAGLE EYE RESOURCES,LLC","LA",,"LAFAYETTE","938","ST","STE #236","70113","3679537.96507","529140.656832"
"POINT (-90.133998927626 29.943634202658)","5584","614 S CARROLLTON AVE","JAZMINE CAFE","5042541851","2004-03-18","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","284003","NEW ORLEANS","CHANLE,LLC","LA","S","CARROLLTON","614","AVE",,"70118","3660670.33875","526980.238718"
"POINT (-90.084608325969 29.967915264067)","3143","2645 CONTI ST","CONTI BEAUTY SUPPLY","5048211566","2004-11-15","1121 - COSMETICS/BEAUTY SUPP/PERFUME STORES","282233","NEW ORLEANS","NAM YONG HA","LA",,"CONTI","2645","ST",,"70119","3676215.75592","535976.829959"
"POINT (-90.111029920368 29.989888945845)","4071","5496 HAWTHORNE PL","PEPPER JELLY JASON",,"2019-07-01","1212 - HOME BASED-OFFICE USE ONLY","285117","NEW ORLEANS","PEPPER JELLY JASON LLC","LA",,"HAWTHORNE","5496","PL",,"70124","3667765.03911","543877.12667"
"POINT (-90.019908429883 30.02117312179)","7457","6628 DORIAN ST","EDUCATION CONSULTING SERVICES AND SOLUTIONS",,"2017-09-28","1212 - HOME BASED-OFFICE USE ONLY","287908","NEW ORLEANS","EDUCATION CONSULTING SERVICES AND SOLUTIONS","LA",,"DORIAN","6628","ST",,"70126","3696478.64887","555572.390745"
"POINT (-90.076989294557 29.951922709288)","1261","4021 BEHRMAN PL","WENDY'S #239",,"2016-09-08","2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC)","282413","NEW ORLEANS","HAZA FOODS OF LOUISIANA, LLC","LA",,"BEHRMAN","4021","PL","SUITE C","70114","3678691.8167","530187.70942"
"POINT (-90.013865969685 29.920105124819)","7997","4005 GENERAL DE GAULLE DR","APPLEBEE'S #9077",,"2000-10-23","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","287920","NEW ORLEANS","SOUTHERN RIVER RESTAURAN","LA",,"GENERAL DE GAULLE","4005","DR",,"70114","3698813.95876","518842.429815"
"POINT (-90.127631266968 29.943734673348)","1984","1024 ADAMS ST","NAMISUTRA LLC",,"2021-07-09","1112 - CLOTHING ACCESSORIES STORES","275174","NEW ORLEANS","NAMISUTRA LLC","LA",,"ADAMS","1024","ST",,"70118","3662686.54944","527037.937086"
"POINT (-90.058584327462 29.982617851051)","10001","2188 N DORGENOIS ST","ON TIME AUTO SALON","5042436202","2004-08-25","2023 - CAR WASHES","274768","NEW ORLEANS","CAUSEY JESSE","LA","N","DORGENOIS","2188","ST",,"70116","3684395.85103","541413.971212"
"POINT (-90.067655419012 29.956518110282)","8292","409 BOURBON ST","WILLIE'S CHICKEN SHACK","5045252222","2007-02-01","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","276485","NEW ORLEANS","DIAMOND BOURBON INC","LA",,"BOURBON","409","ST",,"70130","3681629.07228","531891.293891"
"POINT (-90.076989294557 29.951922709288)","1825","120 N GALVEZ","SHACK BROWN INVESTMENTS",,"2022-03-11","1101 - CONVENIENCE STORES","289621","NEW ORLEANS","LEANDER BROWN","LA","N","GALVEZ","120",,,"70119","3678691.8167","530187.70942"
"POINT (-90.086680070668 29.92402049571)","479","3205 MAGAZINE ST","ANIMAL SNACKERS PETCETERA","5042207190","2001-04-21","1199 - PET & PET SUPPLIES STORES","285759","NEW ORLEANS","ANIMAL SNACKERS PETCETERA, LLC","LA",,"MAGAZINE","3205","ST",,"70115","3675733.47176","520007.926968"
"POINT (-90.055397408084 30.012524950724)","6813","5223 ST ROCH AVE","WELLS, CPA, LLC",,"2020-08-18","3344 - CERTIFIED PUBLIC ACCOUNTANTS","284179","NEW ORLEANS","WELLS, CPA, LLC","LA",,"ST ROCH","5223","AVE",,"70122","3685283.4342","552300.58383"
"POINT (-90.066629867051 29.952652800917)","4038","131 DECATUR ST","CLAIRE ELIZABETH GALLERY, LLC.",,"2016-03-15","1173 - ART DEALERS","274997","NEW ORLEANS","CLAIRE ELIZABETH","LA",,"DECATUR","131","ST",,"70130","3681969.35208","530489.314306"
"POINT (-90.060363618688 29.998739458043)","757","3105 GENTILLY BLVD","BURGER ORLEANS & CAJUN SEAFOOD","5042889585","2008-05-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","284760","NEW ORLEANS","SONG THU CORPORATION","LA",,"GENTILLY","3105","BLVD",,"70122","3683767.45666","547270.144017"
"POINT (-90.073981624158 29.938764903539)","327","1415 PRYTANIA ST","1415 CREOLE GARDENS","5045698700","2004-08-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","282882","NEW ORLEANS","CREOLE GARDENS, LLC","LA",,"PRYTANIA","1415","ST",,"70130","3679696.82831","525413.506301"
"POINT (-90.065386428957 29.943730924747)","5661","845 FULTON ST","YUMUL INTERNATIONAL ENTERPRISE","5045982447","2006-08-02","0305 - FNAN TRANSAC PROC/RESRV/CLEARGHSE ACT","277048","NEW ORLEANS","YUMUL INTERNATIONAL ENTERPRISE LLC","LA",,"FULTON","845","ST",,"70130","3682399.00316","527249.350911"
"POINT (-90.037102105578 29.949500745385)","4077","2000 OPELOUSAS AVE","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",,"2019-06-27","3345 - PROF/SCIENTIFIC/TECHNCL SVCS, ALL OTH","283506","NEW ORLEANS","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","LA",,"OPELOUSAS","2000","AVE",,"70114","3691332.64707","529447.685953"
"POINT (-90.077301690142 29.951117528365)","752","1340 POYDRAS ST","NEW ORLEANS LEGAL ASSISTANCE","5045291000","2003-01-01","3382 - LAWYERS","281405","NEW ORLEANS","SOUTHEAST LOUISIANA LEGAL SERVICES","LA",,"POYDRAS","1340","ST","STE 600","70112","3678596.10133","529893.831297"
"POINT (-90.092404128535 29.957538766048)","8150","2600 POYDRAS ST","LOOMIS ARMORED US, INC","7134356700","1997-01-24","2009 - ARMORED CAR SERVICES","279054","NEW ORLEANS","LOOMIS ARMORED US, INC","LA",,"POYDRAS","2600","ST",,"70119","3673788.3522","532176.726019"
"POINT (-90.076989294557 29.951922709288)","57","1230 SAINT CLAUDE AVE","SOLON AUTOMATED SERVICES INC","2152383374","1991-11-08","2019 - COIN-OPERATED LAUNDRIES/DRY CLEANERS","289409","NEW ORLEANS","SOLON AUTOMATED SERVICES","LA",,"SAINT CLAUDE","1230","AVE",,"70116","3678691.8167","530187.70942"
"POINT (-90.068994480826 29.955053654502)","4771","215 BOURBON ST","THE BAR & STEAKHOUSE AT GALATOIRE'S",,"2013-01-30","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","285289","NEW ORLEANS","NEW ORLEANS EQUITY LLC","LA",,"BOURBON","215","ST",,"70130","3681210.93384","531354.082626"
"POINT (-89.888108097835 30.046760170296)","3696","16258 CHEF MENTEUR HWY","GARY'S TOWING OF NEW ORLEANS",,"2015-10-20","2010 - MOTOR VEHICLE TOWING","284947","NEW ORLEANS","GARY'S TOWING OF NEW ORLEANS LLC","LA",,"CHEF MENTEUR","16258","HWY",,"70129","3738068.41351","565378.780706"
"POINT (-90.087271465881 29.96501697452)","775","2650 CANAL ST","FAMILY DOLLAR STORE #8019","7048492011","2010-09-30","1119 - GENERAL MERCHANDISE STORES, ALL OTH","286100","NEW ORLEANS","FAMILY DOLLAR STORES OF LA, LLC","LA",,"CANAL","2650","ST",,"70125","3675384.02734","534913.722694"
"POINT (-90.002769330746 30.025646579799)","5080","6828 MAYO RD","GENERAL CONTRACTING CO INC",,"1989-02-02","3401 - ELECTRICAL CONTRACTORS","280340","NEW ORLEANS","RICHARD, DWIGHT M","LA",,"MAYO","6828","RD",,"70126-3246","3701883.3169","557261.684059"
"POINT (-90.070101395019 29.970767490725)","787","1737 ESPLANADE AVE","LA BELLE GALERIE","5045295538","2009-01-01","1173 - ART DEALERS","288151","NEW ORLEANS","LA BELLE GALERIE INC","LA",,"ESPLANADE","1737","AVE",,"70116","3680797.42792","537064.35284"
"POINT (-90.100664955858 29.973993273229)","8582","4038 CANAL ST","NEW ORLEANS COUNSELING & HYNPOSIS CENTER CENTER","5046691980","2013-01-02","3803 - PERSONAL SERVICES, ALL OTHER","285370","NEW ORLEANS","NEW ORLEANS COUNSELING & HYNPOSIS CENTER CENTER, L","LA",,"CANAL","4038","ST",,"70119","3671108.20763","538131.982985"
"POINT (-90.133624405913 29.950308145106)","5622","8518 OAK ST","J W DRENNAN LLC","5048667333","2004-04-01","1185 - SPECIAL TRADE CONTRACTORS, ALL OTHER","279798","NEW ORLEANS","J W DRENNAN LLC","LA",,"OAK","8518","ST",,"70118-1201","3660763.53734","529408.383489"
"POINT (-90.076989294557 29.951922709288)","1545","916 NAVARRE AVE","WYES",,"2016-11-11","2401 - TELEVISION BROADCASTING","278833","NEW ORLEANS","THE GREATER NEW ORLEANS TELEVISION FOUNDATION","LA",,"NAVARRE","916","AVE",,"70124","3678691.8167","530187.70942"
"POINT (-90.104763188684 29.916971489136)","394","500 VALENCE ST","ROSYS JAZZ HALL","5048967679","2000-12-01","2065 - CATERERS","280867","NEW ORLEANS","ROSYS JAZZ HALL LLC","LA",,"VALENCE","500","ST",,"70115","3670033.04641","517382.784949"
"POINT (-90.068669979685 29.978721267013)","7980","2169 AUBRY ST","ONE-EYED JACK GAMING INC","5047341120","1999-02-23","4511 - VIDEO DRAW POKER DEVICES","276648","NEW ORLEANS","ONE-EYED JACK GAMING INC","LA",,"AUBRY","2169","ST",,"70119-1601","3681218.69948","539961.645642"
"POINT (-90.073078431491 29.94000722694)","5938","1231 PRYTANIA ST","PREMIER PARKING ENFORCEMENT","4044021819","2009-07-02","2010 - MOTOR VEHICLE TOWING","279807","NEW ORLEANS","BOOT MAN, INC.","LA",,"PRYTANIA","1231","ST","119","70130","3679977.9069","525868.405053"
"POINT (-90.099967256932 29.958690719632)","1018","4333 EUPHROSINE ST","DELUXE SHUTTLE","5045618777","2011-10-27","5301 - TOUR OPERATORS","284077","NEW ORLEANS","DELUXE SHUTTLE, LLC","LA",,"EUPHROSINE","4333","ST",,"70125","3671388.99291","532569.76346"
"POINT (-90.065417818841 29.943980433039)","417","823 FULTON ST","ROCK N SAKE",,"2006-06-22","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","274924","NEW ORLEANS","ROCK-N-SAKE OF NEW ORLEANS, L.L.C.","LA",,"FULTON","823","ST",,"70130","3682388.0582","527339.970943"
"POINT (-90.07166079606 29.953942824124)","5817","123 BARONNE ST","THE ROOSEVELT HOTEL WAC","5046481200","2009-07-01","1105 - FULL SVC RESTAURANTS (TABLE SERVICE)","283649","NEW ORLEANS","FCH SUB-TENANT, LLC","LA",,"BARONNE","123","ST",,"70112","3680371.07893","530940.837378"
"POINT (-90.073590999136 29.953827716553)","8652","1010 COMMON ST","PREMIUM PARKING 100","5047172401","2010-04-26","2014 - PARKING LOTS & GARAGES","282560","NEW ORLEANS","PREMIUM PARKING SERVICE LLC","LA",,"COMMON","1010","ST",,"70112","3679760.32309","530892.25517"
"POINT (-90.065948722049 29.958416737998)","6947","631 BOURBON ST","HAPPY HOOKAH",,"2017-11-22","1149 - TOBACCO STORES","280694","NEW ORLEANS","MAGNOLIA ENTERPRISES INC","LA",,"BOURBON","631","ST",,"70130","3682161.86255","532587.678532"
"POINT (-90.056564590353 29.969452857817)","1818","1131 ELYSIAN FIELDS AVE","THE BOURBON SQUARE JAZZ BAR","5049084510","2022-02-16","1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES)","285328","NEW ORLEANS","A & E RESTAURANT LLC","LA",,"ELYSIAN FIELDS","1131","AVE",,"70117","3685088.57685","536633.805767"
"POINT (-90.04158844227 29.929638574716)","5824","2204 L B LANDRY AVE","NOLA DISCOUNT FOOD STORE",,"2010-11-12","1101 - CONVENIENCE STORES","275690","NEW ORLEANS","NOLA DISCOUNT, INC","LA",,"L B LANDRY","2204","AVE",,"70114","3689993.37308","522209.060218"
"POINT (-90.073787155546 29.950590722965)","5462","909 POYDRAS ST","RAFFLES","5048373010","2001-09-17","1128 - CLOTHING STORES, OTHER","285921","NEW ORLEANS","RAFFLES, LLC","LA",,"POYDRAS","909","ST","1900","70112-1017","3679711.14754","529714.482369"
