"nearestfu","mdate","neighborhood","segmentid","councildistrict","crewname","reason","lineflushed","gisid","cbmaintid","y","x","worktype","location"
"2204 Conti Street","2017-10-13T00:00:00.000","Tulane-Gravier","2511439","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-474-0413","5318","29.9647426601","-90.0802735234","Cleaned","(29.9647426601, -90.0802735234)"
"4901 Wright Road","2019-01-08T00:00:00.000","Read Blvd East","2523320","E","PWD3711","GeneralMaintenance",,"435-496-0186","27302","30.025953578","-89.9558531646","Inaccessible","(30.025953578, -89.9558531646)"
"4551 Lynhuber Drive",,"Pines Village","2520898","D",,,,"417-492-0147",,"30.0151241079","-90.0147596099",,"(30.0151241079, -90.0147596099)"
"5623 Brighton Place",,"Old Aurora","2517655","C",,,,"423-458-0213",,"29.9240983993","-89.9960926279",,"(29.9240983993, -89.9960926279)"
"1400 Camp Street","2019-07-22T00:00:00.000","Lower Garden District","2505955","B","Pothole Truck",,,"399-462-0416","32275","29.9365116612","-90.0729819105","Inspected","(29.9365116612, -90.0729819105)"
"5800 Morrison Road",,"Pines Village","2520685","D",,,,"414-496-0118",,"30.0256536856","-90.0252008119",,"(30.0256536856, -90.0252008119)"
"6100 South Hermes Street",,"Pines Village","2520775","D",,,,"414-494-0115",,"30.0194117013","-90.0198407247",,"(30.0194117013, -90.0198407247)"
"3401 Florence Avenue",,"Tall Timbers-Brechtel","2516757","C",,,,"411-460-0169",,"29.9276961356","-90.033055915",,"(29.9276961356, -90.033055915)"
"4844 Nottingham Drive",,"Read Blvd East","2523259","E",,,,"435-496-0196",,"30.0256354285","-89.9571223774",,"(30.0256354285, -89.9571223774)"
,,"Behrman","2560102","C",,,,"414-460-0247",,"29.9281589232","-90.0201099631",,"(29.9281589232, -90.0201099631)"
,"2018-09-20T00:00:00.000","Dillard","2520232","D","DPW - Vac Crew #1","2018 Cleanup New Orleans Initiative","100","402-488-0297","25547","30.0038854335","-90.0598247479","Cleaned","(30.0038854335, -90.0598247479)"
"5948 Babylon Street",,"Pines Village","2520222","D",,,,"414-494-0121",,"30.0200297261","-90.0210343578",,"(30.0200297261, -90.0210343578)"
"4914 General Meyer Avenue","2021-11-09T00:00:00.000","Old Aurora","2524904","C","Contractor - Wingate","Hurricane Ida",,"420-462-0178","45040","29.9315527272","-90.0020008618","Inspected","(29.9315527272, -90.0020008618)"
"1952 Florida Avenue","2017-09-27T00:00:00.000","St. Roch South","2520921","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-482-0575","4323","29.9872247673","-90.064020483","Cleaned","(29.9872247673, -90.064020483)"
"1950 Moss Street","2021-08-17T00:00:00.000","Fairgrounds","2509678","D","PWD3713","311Case","25","393-482-0092","43661","29.9903061866","-90.0867533549","Cleaned","(29.9903061866, -90.0867533549)"
"2501 Decatur Street","2017-10-09T00:00:00.000","Marigny","2514446","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"405-472-0221","4972","29.9627264084","-90.052733658","Cleaned","(29.9627264084, -90.052733658)"
"2930 Wabash Street",,"Tall Timbers-Brechtel","2516807","C",,,,"411-460-0279",,"29.9260288724","-90.0280109653",,"(29.9260288724, -90.0280109653)"
"1130 Burdette Street","2017-01-23T00:00:00.000","East Carrollton","2527527","A","DPW - Vac Crew","General Maintenance",,"381-466-0582","22143","29.9452290719","-90.1274067429","Cleaned","(29.9452290719, -90.1274067429)"
"742 Third Street",,"Irish Channel","2505780","B",,,,"396-458-0420",,"29.9245126638","-90.0790495408",,"(29.9245126638, -90.0790495408)"
"6580 Harbourview Drive",,"West Lake Forest","2520657","E",,,,"417-494-0299",,"30.0221911711","-90.0121671642",,"(30.0221911711, -90.0121671642)"
"4441 Eastview Drive",,"Plum Orchard","2518614","E",,,,"423-492-0190",,"30.0156281027","-89.992141016",,"(30.0156281027, -89.992141016)"
"3901 Mirabeau Avenue",,"Gentilly Woods","2520461","D",,,,"405-490-9031",,"30.0092215866","-90.0457276436",,"(30.0092215866, -90.0457276436)"
"4800 Odin Street",,"PONTCHARTRAIN PARK","2520442","D",,,,"408-492-9027",,"30.01666711","-90.03618954",,"(30.01666711, -90.03618954)"
"1456 Camp Street","2019-04-18T00:00:00.000","Lower Garden District","2505764","B","PWD3714","General Maintenance",,"399-462-0412","29264","29.9352087242","-90.073468323","Cleaned","(29.9352087242, -90.073468323)"
"4729 Papania Drive","2017-06-10T00:00:00.000","Read Blvd East","2522992","E","DPW - Vac Crew","General Maintenance",,"432-496-0116","1132","30.024094761","-89.9594297757","Cleaned","(30.024094761, -89.9594297757)"
"1209 Behrman Avenue","2020-01-25T00:00:00.000","Behrman","2516430","C","PWD3719","SpecialEvent","30","408-466-0428","35163","29.9425013338","-90.0370231015","Cleaned","(29.9425013338, -90.0370231015)"
"2101 Governor Nicholls Street","2017-10-11T00:00:00.000","Treme-Lafitte","2511575","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-476-0625","5121","29.9705468535","-90.0735098658","Cleaned","(29.9705468535, -90.0735098658)"
"503 Bon Homme Richard Street",,"U.S. Naval Base","2516459","C",,,,"411-468-9119",,"29.9485210207","-90.02811214",,"(29.9485210207, -90.02811214)"
"203 South Jefferson Davis Parkway","2017-10-13T00:00:00.000","Mid City","2510484","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"390-474-0423","5277","29.9693821863","-90.0952703304","Cleaned","(29.9693821863, -90.0952703304)"
"5600 Christian Lane",,"West Lake Forest","2523505","E",,,,"423-496-0117",,"30.0241844271","-89.9951302464",,"(30.0241844271, -89.9951302464)"
"7859 South Coronet Court","2020-02-24T00:00:00.000","West Lake Forest","2522338","E","PWD3719","311Case","30","420-496-0251","36219","30.0261754692","-89.997565711","Cleaned","(30.0261754692, -89.997565711)"
"2473 Prancer Street","2021-11-04T00:00:00.000","Old Aurora","2517104","C","Contractor - Wingate","Hurricane Ida",,"417-460-0354","45010","29.9288623568","-90.010793763","Inspected","(29.9288623568, -90.010793763)"
"1234 Fourth Street",,"Garden District","2505202","B",,,,"396-460-0361",,"29.92827879","-90.0830204557",,"(29.92827879, -90.0830204557)"
"2656 Danbury Drive",,"Old Aurora","2516905","C",,,,"420-460-0232",,"29.9259591705","-89.9984117577",,"(29.9259591705, -89.9984117577)"
"8208 Forshey Street","2017-08-03T00:00:00.000","Gert Town","2508189","A","DPW - Vac Crew","General Maintenance",,"384-472-0501","1666","29.9633672455","-90.1147311286","Cleaned","(29.9633672455, -90.1147311286)"
"3131 Nashville Avenue","2017-06-20T00:00:00.000","Marlyville-Fontainebleau","2502893","A","DPW - Vac Crew","General Maintenance",,"387-466-0628","1214","29.9446917464","-90.11107382","Cleaned","(29.9446917464, -90.11107382)"
"4962 Meadowbank Drive",,"Read Blvd East","2523346","E",,,,"438-496-0099",,"30.028353348","-89.9489714966",,"(30.028353348, -89.9489714966)"
"2300 Laurel Street","2017-11-08T00:00:00.000","Lower Garden District","2505663","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-460-0617","9279","29.9272669933","-90.0762032767","Cleaned","(29.9272669933, -90.0762032767)"
"3097 Boyd Street",,"New Aurora-English Turn","2517794","C",,,,"426-458-0320",,"29.9201864076","-89.9846620484",,"(29.9201864076, -89.9846620484)"
"4633 Babylon Street",,"Pines Village","2521291","D",,,,"414-492-0206",,"30.0163998283","-90.0191768788",,"(30.0163998283, -90.0191768788)"
"1133 North d'Orgenois Street","2017-02-14T00:00:00.000","Treme-Lafitte","2511451","D","DPW - Vac Crew","General Maintenance",,"396-476-0419","213","29.9737247913","-90.0782606131","Cleaned","(29.9737247913, -90.0782606131)"
"2830 South Saratoga Street","2017-11-05T00:00:00.000","Central City","2504265","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-462-0504","8690","29.9346744799","-90.0896828502","Cleaned","(29.9346744799, -90.0896828502)"
"1516 Tennessee Street","2018-09-10T00:00:00.000","Lower Ninth Ward South","2515312","E","DPW - Vac Crew #1","2018 Cleanup New Orleans Initiative","100","414-474-9015","25484","29.96763","-90.02172456","Cleaned","(29.96763, -90.02172456)"
"4130 South Liberty Street","2022-03-22T00:00:00.000","Milan","2503510","B","PWD3718","311Case","25","390-462-0589","46029","29.9334969004","-90.1002485596","Cleaned","(29.9334969004, -90.1002485596)"
"4521 Alba Road",,"Lake Catherine","2512955","E",,,,"480-512-9084",,"30.06803659","-89.8128935514",,"(30.06803659, -89.8128935514)"
"1134 Sumner Street",,"Behrman","2513196","C",,,,"408-466-0420",,"29.9429836139","-90.0379179039",,"(29.9429836139, -90.0379179039)"
"4737 Camelia Street",,"Plum Orchard","2522317","E",,,,"420-492-0224",,"30.0173174366","-90.0039130712",,"(30.0173174366, -90.0039130712)"
"2132 Westbend Parkway",,"Behrman","2527600","C",,,,"414-462-0284",,"29.9312673652","-90.0197952617",,"(29.9312673652, -90.0197952617)"
"11160 Winchester Park Drive",,"Read Blvd East","2522912","E",,,,"432-500-0079",,"30.0371838907","-89.9603069825",,"(30.0371838907, -89.9603069825)"
,,"West Lake Forest","2526713","E",,,,"429-498-0099",,"30.0306974654","-89.977068523",,"(30.0306974654, -89.977068523)"
"4130 Canal Street","2019-02-25T00:00:00.000","Mid City","2509182","A","PWD3713","Special Event",,"390-476-0607","28304","29.9749472261","-90.1015303881","Cleaned","(29.9749472261, -90.1015303881)"
"2007 Bodenger Boulevard","2018-12-10T00:00:00.000","McDonogh","2516453","C","PWD3713","General Maintenance",,"405-462-0016","26988","29.9357168178","-90.0465247471","Cleaned","(29.9357168178, -90.0465247471)"
"11400 Maxine Drive",,"Read Blvd East","2526425","E",,,,"435-498-0286",,"30.0339511798","-89.9506164044",,"(30.0339511798, -89.9506164044)"
"448 Thayer Street","2020-07-29T00:00:00.000","Whitney","2516026","C","PWD3719","311Case","30","408-468-9029","39593","29.9506612751","-90.0426009392","Cleaned","(29.9506612751, -90.0426009392)"
"4902 Spain Street","2017-11-04T00:00:00.000","Gentilly Terrace","2520153","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-490-0385","8563","30.0085257179","-90.0565193954","Cleaned","(30.0085257179, -90.0565193954)"
"5876 West Deer Park Boulevard",,"Read Blvd East","2523383","E",,,,"429-500-0090",,"30.035888172","-89.9704315131",,"(30.035888172, -89.9704315131)"
"3100 Tulane Avenue","2018-12-04T00:00:00.000","Mid City","2510678","B","PWD3698","311Case","20","390-472-0283","26270","29.9636895327","-90.0953522176","Cleaned","(29.9636895327, -90.0953522176)"
"5218 Elysian Fields Avenue","2017-08-20T00:00:00.000","St. Anthony East","2519849","D","DPW - Vac Truck #1","General Maintenance","150","402-490-0512","1940","30.0117516191","-90.0604596768","Cleaned","(30.0117516191, -90.0604596768)"
"2322 Behrman Highway",,"Tall Timbers-Brechtel","2516560","C",,,,"411-460-0178",,"29.9279480981","-90.0355626425",,"(29.9279480981, -90.0355626425)"
"1020 Verret Street","2020-07-30T00:00:00.000","McDonogh","2515856","C","PWD3719","311Case","30","405-466-0431","39607","29.9450320931","-90.0500302417","Cleaned","(29.9450320931, -90.0500302417)"
"5280 Basinview Drive",,"West Lake Forest","2530299","E",,,,"417-496-0035",,"30.0248033941","-90.0114272774",,"(30.0248033941, -90.0114272774)"
"9006 Cohn Street","2017-11-06T00:00:00.000","Leonidas","2500324","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"378-470-0234","8798","29.9584007232","-90.1320896477","Cleaned","(29.9584007232, -90.1320896477)"
,"2019-12-11T00:00:00.000","Whitney","2516311","C","PWD3698","GeneralMaintenance","30","408-464-0327","34757","29.9419782393","-90.0401660367","Cleaned","(29.9419782393, -90.0401660367)"
"1317 South Genois Street","2017-05-04T00:00:00.000","Gert Town","2510231","B","DPW - Vac Crew","General Maintenance",,"387-470-0599","733","29.9580034134","-90.1066954421","Cleaned","(29.9580034134, -90.1066954421)"
"3731 Tall Pines Drive",,"Tall Timbers-Brechtel","2517822","C",,,,"420-452-0092",,"29.9053477529","-89.998120944",,"(29.9053477529, -89.998120944)"
"4521 Stephen Girard Avenue","2017-11-10T00:00:00.000","Gentilly Woods","2520511","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-488-0288","9679","30.0072153525","-90.0373732855","Cleaned","(30.0072153525, -90.0373732855)"
"1551 Leda Street","2019-08-10T00:00:00.000","Fairgrounds","2511351","A","PWD3711","Emergency","20","393-480-0147","32345","29.9841009694","-90.0859397664","Cleaned","(29.9841009694, -90.0859397664)"
"4950 Major Drive",,"Read Blvd East","2523338","E",,,,"435-496-0315",,"30.0276956512","-89.9514111054",,"(30.0276956512, -89.9514111054)"
"14221 S??G??n Drive",,"Village De Lest","2512826","E",,,,"447-502-0154",,"30.0401733008","-89.9160669604",,"(30.0401733008, -89.9160669604)"
"2905 Broadway Street","2017-01-30T00:00:00.000","Marlyville-Fontainebleau","2501934","B","DPW - Vac Crew","General Maintenance",,"384-470-0485","137","29.9561482401","-90.1121363699","Cleaned","(29.9561482401, -90.1121363699)"
,,"Read Blvd East","2518559","E",,,,"435-504-0072",,"30.045890055","-89.9524241899",,"(30.045890055, -89.9524241899)"
"5036 Elysian Fields Avenue","2017-08-20T00:00:00.000","St. Anthony East","2523210","D","DPW - Vac Truck #1","General Maintenance","150","402-490-0288","1939","30.0101622692","-90.0603410444","Cleaned","(30.0101622692, -90.0603410444)"
"5032 Papania Drive",,"Read Blvd East","2522796","E",,,,"432-496-0151",,"30.0280699071","-89.9599612312",,"(30.0280699071, -89.9599612312)"
"630 Newton Street",,"McDonogh","2515919","C",,,,"405-466-0584",,"29.9457744339","-90.0494411481",,"(29.9457744339, -90.0494411481)"
"4355 Majestic Oaks Drive",,"Pines Village","2518600","D",,,,"417-490-0204",,"30.0123247076","-90.0152200278",,"(30.0123247076, -90.0152200278)"
"3101 Laussat Place","2017-10-06T00:00:00.000","Florida Area","2513349","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"408-480-0340","4792","29.9837594913","-90.0391675331","Cleaned","(29.9837594913, -90.0391675331)"
"101 Iberville Street",,"French Quarter","2507320","C",,,,"402-468-9002",,"29.9512240874","-90.0639034664",,"(29.9512240874, -90.0639034664)"
"6635 Catina Street","2017-09-18T00:00:00.000","Lakeview North","2507319","A","DPW - Vac Truck #3","General Maintenance","100","384-490-0245","4087","30.0127405249","-90.1128839332","Cleaned","(30.0127405249, -90.1128839332)"
,,"U.S. Naval Base","2516573","C",,,,"411-468-9102",,"29.9488104217","-90.0330807922",,"(29.9488104217, -90.0330807922)"
"4831 Major Drive",,"Read Blvd East","2523339","E",,,,"435-496-0352",,"30.0254585619","-89.9512300726",,"(30.0254585619, -89.9512300726)"
"1922 Old Prieur Street","2017-08-17T00:00:00.000","Seventh Ward","2521195","D","DPW - Vac Crew","General Maintenance",,"399-478-0607","1817","29.9780588292","-90.0651323808","Cleaned","(29.9780588292, -90.0651323808)"
"4576 Montegut Drive","2017-07-17T00:00:00.000","Gentilly Woods","2521275","D","DPW - Vac Crew","General Maintenance",,"408-488-0313","1505","30.0074639705","-90.0407452096","Cleaned","(30.0074639705, -90.0407452096)"
"6326 Dorothea Street",,"Pines Village","2520765","D",,,,"414-496-0228",,"30.0268600453","-90.018683889",,"(30.0268600453, -90.018683889)"
,,"Lake Terrace and Oaks","2522845","D",,,,"408-498-9010",,"30.0302273829","-90.0414585329",,"(30.0302273829, -90.0414585329)"
"1 Seine Court",,"Tall Timbers-Brechtel","2517979","C",,,,"414-458-0218",,"29.9245918643","-90.0239315382",,"(29.9245918643, -90.0239315382)"
"5432 North Miro Street","2017-11-08T00:00:00.000","Lower Ninth Ward Northwest","2515604","E","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"417-476-0274","9288","29.9727994503","-90.0139466971","Cleaned","(29.9727994503, -90.0139466971)"
"4675 Eastview Drive",,"Plum Orchard","2522212","E",,,,"423-494-0235",,"30.0193081552","-89.9923838321",,"(30.0193081552, -89.9923838321)"
"6742 Tara Lane",,"West Lake Forest","2522301","E",,,,"426-498-0099",,"30.0300041557","-89.9849536799",,"(30.0300041557, -89.9849536799)"
,,"Read Blvd East","2561770","E",,,,"438-498-0055",,"30.0337195849","-89.9400337442",,"(30.0337195849, -89.9400337442)"
"1706 North Galvez Street","2019-09-27T00:00:00.000","Seventh Ward","2521079","D","PWD3698","GeneralMaintenance","20","399-478-0524","33087","29.9779504092","-90.068044356","Cleaned","(29.9779504092, -90.068044356)"
"11409 North Easterlyn Circle",,"Read Blvd East","2526380","E",,,,"435-500-0171",,"30.034905342","-89.950846699",,"(30.034905342, -89.950846699)"
"1320 Clouet Street","2019-06-22T00:00:00.000","St. Claude","2514605","C","PWD3714","GeneralMaintenance","30","408-476-0368","30390","29.9700807439","-90.0435130301","Cleaned","(29.9700807439, -90.0435130301)"
"2235 Palmer Avenue","2022-07-22T00:00:00.000","Audubon","2500878","A","PWD3719","311Case","30","384-464-0488","46622","29.9386271707","-90.1164535306","Cleaned","(29.9386271707, -90.1164535306)"
,"2017-08-31T00:00:00.000","St. Roch South","9000094","D","DOTD - Vac Crew","General Maintenance",,"402-480-0435","1988","29.984584665","-90.0578511261","Cleaned","(29.984584665, -90.0578511261)"
"2137 Hope Street","2017-10-11T00:00:00.000","Seventh Ward","2521842","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"402-480-0379","5115","29.9846655675","-90.0603223746","Cleaned","(29.9846655675, -90.0603223746)"
"1401 Desire Street","2021-06-04T00:00:00.000","St. Claude","2514749","C","PWD3713","311Case","25","408-476-0538","43133","29.9697830347","-90.0394127046","Cleaned","(29.9697830347, -90.0394127046)"
,,"Tall Timbers-Brechtel","2527482","C",,,,"408-460-0100",,"29.9303759188","-90.0383779137",,"(29.9303759188, -90.0383779137)"
"4201 South Carrollton Avenue","2019-08-19T00:00:00.000","Mid City","2509881","A","PWD3713","311Case","0","387-474-9012","32500","29.969754","-90.10591507","Cleaned","(29.969754, -90.10591507)"
"400 Hillary Street","2017-11-07T00:00:00.000","Black Pearl","2501102","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"378-464-0288","9124","29.9385022939","-90.1318124883","Cleaned","(29.9385022939, -90.1318124883)"
"4548 Chantilly Drive","2019-05-28T00:00:00.000","Plum Orchard","2522208","E","PWD3714","311Case","30","420-492-0167","29824","30.0145218078","-90.0058191558","Cleaned","(30.0145218078, -90.0058191558)"
"2605 Prytania Street","2017-11-16T00:00:00.000","Garden District","2505420","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"393-460-0771","10921","29.9306437019","-90.0835993047","Cleaned","(29.9306437019, -90.0835993047)"
"2337 Annunciation Street",,"Lower Garden District","2505664","B",,,,"396-460-0645",,"29.9260596571","-90.0764861056",,"(29.9260596571, -90.0764861056)"
"13135 Calais Street",,"Village De Lest","2512778","E",,,,"441-500-0214",,"30.0346908774","-89.9313996701",,"(30.0346908774, -89.9313996701)"
"6601 Foch Road",,"Pines Village","2521332","D",,,,"414-494-0194",,"30.0209358103","-90.0183833096",,"(30.0209358103, -90.0183833096)"
"4617 Lafon Drive","2019-05-23T00:00:00.000","Plum Orchard","2522318","E","PWD3714","311Case","30","420-492-0170","29544","30.0153819446","-90.0049599845","Cleaned","(30.0153819446, -90.0049599845)"
"1656 Steeple Chase Lane","2020-07-20T00:00:00.000","Old Aurora","2526439","C","PWD3719","311Case","30","417-462-0298","39138","29.9355208672","-90.0101039667","Cleaned","(29.9355208672, -90.0101039667)"
"3690 Garden Oaks Drive",,"Tall Timbers-Brechtel","2517161","C",,,,"414-456-0094",,"29.9186903089","-90.0227974572",,"(29.9186903089, -90.0227974572)"
"2105 Behrman Highway",,"Tall Timbers-Brechtel","2516550","C",,,,"408-460-0109",,"29.9285429431","-90.0369740675",,"(29.9285429431, -90.0369740675)"
"3025 Saint Bernard Avenue","2018-09-07T00:00:00.000","Fairgrounds","2524460","D","DPW - Vac Crew #2","2018 Cleanup New Orleans Initiative","100","396-482-0382","25357","29.9883457201","-90.0743371655","Cleaned","(29.9883457201, -90.0743371655)"
"4423 Lancelot Drive","2022-05-23T00:00:00.000","Read Blvd West","2518341","E","PWD3713","311Case","25","426-492-0200","46346","30.0157617498","-89.9847031485","Cleaned","(30.0157617498, -89.9847031485)"
"2629 Jackson Avenue","2022-01-06T00:00:00.000","Central City","2503962","B","PWD3698","311Case","25","393-466-0737","45189","29.9434840412","-90.0884435552","Cleaned","(29.9434840412, -90.0884435552)"
"2200 Socrates Street","2020-09-01T00:00:00.000","Behrman","2516588","C","PWD3719","311Case","30","411-464-0153","40009","29.9406667725","-90.0348728713","Cleaned","(29.9406667725, -90.0348728713)"
"1144 Camp Street","2017-11-15T00:00:00.000","Central City","2505857","B","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-464-0574","10702","29.9402938672","-90.0722184758","Cleaned","(29.9402938672, -90.0722184758)"
"3325 Desaix Boulevard","2017-09-30T00:00:00.000","Fairgrounds","2511014","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-482-0229","4451","29.9890999193","-90.0807092648","Cleaned","(29.9890999193, -90.0807092648)"
"1505 Saint Bernard Avenue","2017-10-09T00:00:00.000","Seventh Ward","2513307","C","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-476-0605","4919","29.9721585998","-90.0650154154","Cleaned","(29.9721585998, -90.0650154154)"
"2838 State Street","2022-06-22T00:00:00.000","Audubon","2501146","A","PWD3719","311Case","30","384-466-0607","46499","29.9435555615","-90.1133258073","Cleaned","(29.9435555615, -90.1133258073)"
"2653 Republic Street","2017-10-06T00:00:00.000","Seventh Ward","2521037","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"399-480-0527","4766","29.9846633438","-90.0700700048","Cleaned","(29.9846633438, -90.0700700048)"
"14449 Peltier Drive",,"Village De Lest","2512839","E",,,,"447-500-0048",,"30.0393948351","-89.9117161751",,"(30.0393948351, -89.9117161751)"
"501 Josephine Street  A",,"St. Thomas Development","2506301","B",,,,"399-458-0118",,"29.9254272595","-90.0713902824",,"(29.9254272595, -90.0713902824)"
"1501 Paula Street","2017-07-25T00:00:00.000","Filmore South","2507035","D","DPW - Vac Crew","General Maintenance",,"396-488-0409","1582","30.0046235453","-90.0761373945","Cleaned","(30.0046235453, -90.0761373945)"
"3727 MacArthur Boulevard",,"Behrman","2517182","C",,,,"414-458-0265",,"29.9243782567","-90.0176002691",,"(29.9243782567, -90.0176002691)"
"1529 Saint Thomas Street",,"Lower Garden District","2504968","B",,,,"399-462-0518",,"29.9325044412","-90.0679055312",,"(29.9325044412, -90.0679055312)"
"3201 Patterson Street",,"U.S. Naval Base","2516419","C",,,,"414-466-0249",,"29.9462254817","-90.0221160568",,"(29.9462254817, -90.0221160568)"
"1403 Prytania Street",,"Central City","2505951","B",,,,"396-464-0779",,"29.9389691111","-90.0737278767",,"(29.9389691111, -90.0737278767)"
"1041 Sumner Street","2020-08-21T00:00:00.000","Behrman","2516296","C","PWD3719","311Case","30","408-466-0410","39809","29.9439959161","-90.0379463007","Cleaned","(29.9439959161, -90.0379463007)"
"170 East Greenbrier Drive",,"Read Blvd East","2561712","E",,,,"435-504-0090",,"30.0468635051","-89.9540189985",,"(30.0468635051, -89.9540189985)"
"3151 Behrman Highway",,"Tall Timbers-Brechtel","2517131","C",,,,"414-458-0230",,"29.9202330755","-90.026474508",,"(29.9202330755, -90.026474508)"
"4634 Francisco Verrett Drive",,"Plum Orchard","2518339","E",,,,"423-492-0237",,"30.0182306135","-89.9953083043",,"(30.0182306135, -89.9953083043)"
,,"Fischer Development","2530070","C",,,,"408-462-9100",,"29.9312269833","-90.0399136646",,"(29.9312269833, -90.0399136646)"
"4500 Bonita Drive",,"Plum Orchard","2521967","E",,,,"423-492-0209",,"30.0155656412","-89.9943414006",,"(30.0155656412, -89.9943414006)"
"4822 Rhodes Drive",,"Plum Orchard","2522365","E",,,,"420-494-0194",,"30.0196138751","-90.0012091611",,"(30.0196138751, -90.0012091611)"
"4751 Bonita Drive","2020-02-21T00:00:00.000","Plum Orchard","2522534","E","PWD3719","311Case","30","423-494-0149","36198","30.0203547674","-89.9946086541","Cleaned","(30.0203547674, -89.9946086541)"
"2314 State Street","2017-11-06T00:00:00.000","Audubon","2500879","A","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"384-464-0547","8728","29.9384846171","-90.1152876093","Cleaned","(29.9384846171, -90.1152876093)"
"901 Convention Center Boulevard",,"Lower Garden District","2505613","B",,,,"399-464-0848",,"29.9420806909","-90.0647478906",,"(29.9420806909, -90.0647478906)"
"5230 Toulon Street",,"Village De Lest","2512565","E",,,,"441-502-0195",,"30.0398463545","-89.9342435894",,"(30.0398463545, -89.9342435894)"
"2601 La Salle Street","2019-06-04T00:00:00.000","Central City","2504237","B","PWD3714","CleanupInitiative",,"393-464-0825","30094","29.9384885727","-90.0894810714","Inaccessible","(29.9384885727, -90.0894810714)"
"935 Poland Avenue",,"Bywater","2524950","C",,,,"411-472-0143",,"29.9632919372","-90.031789784",,"(29.9632919372, -90.031789784)"
"14301 S??G??n Drive",,"Village De Lest","2512830","E",,,,"447-502-0150",,"30.0405183965","-89.9149253338",,"(30.0405183965, -89.9149253338)"
"6105 Milne Boulevard","2022-03-02T00:00:00.000","Lakeview South","2507495","A","PWD3719","311Case","30","384-486-0191","45890","30.0015763483","-90.1129077495","Cleaned","(30.0015763483, -90.1129077495)"
"9542 Hammond Street",,"Read Blvd West","2523011","E",,,,"429-494-0349",,"30.0223812339","-89.9751619332",,"(30.0223812339, -89.9751619332)"
"4255 America Street",,"Plum Orchard","2518182","E",,,,"417-490-0189",,"30.0126566336","-90.0089619517",,"(30.0126566336, -90.0089619517)"
"2500 Bell Street","2017-10-04T00:00:00.000","Seventh Ward","2511481","D","Contractor - Vac Crew","Emergency Catch Basin Cleaning Program",,"396-478-0631","4603","29.9757429822","-90.0764535556","Cleaned","(29.9757429822, -90.0764535556)"
"2705 Camp Street",,"Garden District","2505095","B",,,,"396-460-0359",,"29.9275088687","-90.0824345418",,"(29.9275088687, -90.0824345418)"
"935 Gravier Street","2019-07-01T00:00:00.000","Central Business District","2502710","B","PWD3714","311Case","30","399-468-0832","30619","29.9528352556","-90.0733960602","Cleaned","(29.9528352556, -90.0733960602)"
"13907 Dwyer Boulevard",,"Village De Lest","2559186","E",,,,"444-502-0124",,"30.0396527085","-89.9209452722",,"(30.0396527085, -89.9209452722)"
"501 Belleville Street","2019-08-12T00:00:00.000","Algiers Point","2515913","C","PWD3713","311Case","25","405-468-0617","32365","29.9508487871","-90.0483321074","Cleaned","(29.9508487871, -90.0483321074)"
"6130 Shetland Drive","2020-09-17T00:00:00.000","Old Aurora","2517656","C","PWD3719","311Case","30","423-458-0198","40717","29.9233831032","-89.9930245914","Cleaned","(29.9233831032, -89.9930245914)"
"2504 South Prieur Street","2017-05-08T00:00:00.000","Central City","2503664","B","DPW - Vac Crew","General Maintenance",,"390-466-0491","745","29.9462249603","-90.0940380293","Cleaned","(29.9462249603, -90.0940380293)"
"2110 Valentine Court",,"Old Aurora","2516964","C",,,,"417-462-0362",,"29.9327659188","-90.0107763669",,"(29.9327659188, -90.0107763669)"
,"2020-01-08T00:00:00.000","Old Aurora","2524689","C","PWD3714","GeneralMaintenance","30","417-458-0245","35325","29.9239064052","-90.0137676891","Cleaned","(29.9239064052, -90.0137676891)"
"4700 Rosemont Place",,"Plum Orchard","2522381","E",,,,"420-492-0374",,"30.018198158","-90.0002722458",,"(30.018198158, -90.0002722458)"
