"the_geom","objectid","fullname","onewaydir","roadclass","fullnameab","joinid","segmentid","shape_stlength"
"MULTILINESTRING ((-90.077001566323 29.97730856336, -90.077052592741 29.977388293668, -90.077104802421 29.977469874086))","2053","Bayou Rd (Median)",,"Major Arterial","Bayou Rd","0","2511135","67.153303138399593"
"MULTILINESTRING ((-90.111976485578 29.976936323861, -90.112213577903 29.977503079902, -90.112592681661 29.978421450918, -90.112844956348 29.979032573455, -90.113019977011 29.979485284393, -90.113630934884 29.98106556598, -90.113650885878 29.981117170201, -90.113668955438 29.981163905765, -90.11390522673 29.981775020162, -90.114094451795 29.982276933566, -90.114399236442 29.983085355653, -90.115103712147 29.984901322456, -90.115470280989 29.985871502287, -90.115722686767 29.986535071739, -90.115787961655 29.986715801978, -90.115846138703 29.986898360266))","3149","Interstate 10","From-To","Freeway","Pontchartrain Expy","0","2512499","3824.657132122567"
"MULTILINESTRING ((-90.035489202383 30.002179846062, -90.035396353497 30.002207571726, -90.035304523399 30.002234993565))","2934","Almonaster Ave (Median)",,"Major Arterial","Almonaster Ave","0","2525980","61.800058935458836"
"MULTILINESTRING ((-90.074819226406 29.944715808652, -90.075619862279 29.94524039461, -90.07593908309 29.945442911329))","1878","900 Howard Ave (Rivervound)",,"Major Arterial","Howard Ave","0","2505286","442.39507232413206"
"MULTILINESTRING ((-89.993010784426 29.908957442098, -89.992790746538 29.908996291301, -89.992709948007 29.909007504526, -89.992628808587 29.909016661513))","2998",,"From-To","Major Arterial",,"0","2518034","122.97251903053507"
"MULTILINESTRING ((-89.93914996284 30.027007424604, -89.938939234538 30.027083841649, -89.938707631144 30.027164985166, -89.936139562821 30.028048773458))","321",,"From-To","Major Arterial","Chef Menteur Hwy","0","2525396","1025.1494112494258"
"MULTILINESTRING ((-90.080931696686 29.973116918516, -90.080701982754 29.973377757949, -90.080477209716 29.973637089416, -90.080448177464 29.973670494875, -90.080239960258 29.973910078747))","1455","1000 N Broad St (Lakeside)","To-From","Major Arterial","N Broad St","0","2506889","362.16968187556438"
"MULTILINESTRING ((-90.065847504153 29.94460391692, -90.065813559463 29.943040271896, -90.065811729553 29.9429559627))","1654","800 S Peters St",,"Major Arterial","S Peters St","0","2505920","599.39944975040237"
"MULTILINESTRING ((-89.979216037849 30.013073297229, -89.979729260239 30.013357031224, -89.979872205456 30.013454866829, -89.979901289783 30.013475442573, -89.980022433268 30.013561143634, -89.980142142496 30.013657129526, -89.980171585995 30.013680738561, -89.980299132683 30.013786216973, -89.980318067582 30.013802315254, -89.980407850831 30.013878641475, -89.980567595146 30.014018132609, -89.980913042661 30.014308793979, -89.980947684849 30.014339047779, -89.980983725121 30.014370463624, -89.980996651628 30.014381731726, -89.981068598354 30.014444445668, -89.981099365624 30.014471000241, -89.981102790229 30.014473955954, -89.981236419726 30.014595004294, -89.981361949084 30.01470210036, -89.981492205883 30.014805995004, -89.981610101398 30.014880521302, -89.98189601183 30.015027352635, -89.982178175651 30.015172259225))","2825","9000 Old Gentilly Rd",,"Major Arterial","Old Gentilly Rd","0","2518622","1215.3287842098682"
"MULTILINESTRING ((-90.073453037048 29.922306160654, -90.073558563255 29.92225372491, -90.073566257273 29.922249746713, -90.07366243907 29.922200021914, -90.073730120072 29.922163898601, -90.073807039004 29.922126715306, -90.073963837156 29.922059035373, -90.07404362432 29.922028789532, -90.074124287401 29.921999961264, -90.074589165973 29.921847001792, -90.0746226902 29.92183606912))","1875","2330 Tchoupitoulas St",,"Major Arterial","Tchoupitoulas St","0","2506304","409.13713173327153"
"MULTILINESTRING ((-90.029870449836 30.007460837455, -90.029789491022 30.007481321218, -90.029785414196 30.007482332799, -90.029717956046 30.007499064308))","2928","Chef Menteur Hwy (Median)",,"Local","Chef Menteur Hwy","0","2520724","50.227815822244168"
"MULTILINESTRING ((-90.056899007522 29.967543851477, -90.056904405857 29.967611991252, -90.056912482258 29.967721973646, -90.056936147358 29.968012424534, -90.056954670312 29.968248827954, -90.05697483982 29.968459948261, -90.056980594656 29.968537739957))","1515","1000 Elysian Fields Ave (Riverbound)","To-From","Major Arterial","Elysian Fields Ave","0","2514177","362.3666905256116"
"MULTILINESTRING ((-90.092441242715 29.959540786565, -90.093041452149 29.958853655981))","873","700 S Broad St (Riverside)","From-To","Major Arterial","S Broad St","0","2525719","313.95009287907578"
"MULTILINESTRING ((-90.07307251328 29.98925387936, -90.072959872449 29.989320400791, -90.072847081146 29.989387010092))","2029","Gentilly Blvd (Median)",,"Major Arterial","Gentilly Blvd","0","2519151","86.236817467260735"
"MULTILINESTRING ((-90.073120141201 29.981653494823, -90.073070066192 29.981709838419, -90.072400627706 29.982455888278))","823","1740 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2511309","370.18224498396597"
"MULTILINESTRING ((-90.100563753991 29.950838601483, -90.100684194313 29.95078793217, -90.100782104597 29.950746740642))","1143","S Broad St (Median)","To-From","Major Arterial","S Broad St","0","2503041","76.795487696423308"
"MULTILINESTRING ((-90.073225531866 29.961152311173, -90.072677830467 29.960786989381))","905","1500 Saint Louis St",,"Local","Saint Louis St","0","2511957","218.46910516242048"
"MULTILINESTRING ((-90.077594235981 29.967349287893, -90.077765145342 29.967463420722, -90.077795039732 29.967483461154, -90.078321130567 29.967836136528, -90.078465978203 29.967933237647))","1385","2200 Orleans Ave (Lakebound)","From-To","Major Arterial","Orleans Ave","0","2506507","348.26060765260166"
"MULTILINESTRING ((-90.130354224994 29.946497289942, -90.129907749285 29.946916765147, -90.12981656656 29.947002433567, -90.129650285426 29.947158657371, -90.129599207899 29.947206197505))","63","1100 S Carrollton Ave (Lakebound)","From-To","Major Arterial","S Carrollton Ave","0","2500777","351.6202486025507"
"MULTILINESTRING ((-90.013922055237 29.960714481459, -90.013783608868 29.96068374268, -90.013388898364 29.96059085097, -90.013077017459 29.960517450999, -90.013053075152 29.960511816364))","2444","5800 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2515790","284.87146313730989"
"MULTILINESTRING ((-90.082629735291 29.953367782896, -90.082698399302 29.953391879035, -90.082796557818 29.953428336241, -90.082871024111 29.953457621164, -90.08291784465 29.953476769229, -90.082994221963 29.953509247099, -90.083069732886 29.953542918417, -90.083112536798 29.95356271042, -90.083214597635 29.953618664485, -90.083319284183 29.953670811727, -90.083401639797 29.953708353514, -90.083534892782 29.953762996747, -90.083671205756 29.953811579847, -90.083810216731 29.953853973, -90.083951554002 29.953890063373, -90.084094841612 29.953919754637, -90.084239698128 29.95394296819, -90.08475145745 29.954019354613, -90.08516912237 29.95409561722, -90.085173997459 29.954096507029, -90.086275032038 29.95426163406, -90.08643979203 29.95427486403, -90.086550467956 29.954283750365, -90.086831982848 29.954306353998))","3298","Interstate 10 Exit","To-From","Ramp",,"0","2506438","1386.3776006618687"
"MULTILINESTRING ((-90.082916601377 29.958221442656, -90.082975813694 29.958248231163, -90.083174101701 29.958340745722, -90.083917259674 29.958679083355))","736","2000 Tulane Ave (Riverbound)","To-From","Major Arterial","Tulane Ave","0","2502256","357.92112442188574"
"MULTILINESTRING ((-90.056714944557 29.968553596594, -90.056337591251 29.968576120039, -90.056168055183 29.968586245354, -90.055809025764 29.968613115073, -90.055632535808 29.968624103233, -90.055535033448 29.96862856715))","1109","2200 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2514182","374.60811989416669"
"MULTILINESTRING ((-90.041561567612 29.935243926613, -90.041571555943 29.935128893458, -90.041592911858 29.934882951337, -90.041609916713 29.934633898087, -90.041615190656 29.934554722079))","2587","1800 LB Landry Ave (Southbound)",,"Major Arterial","L. B. Landry Ave","0","2516518","251.21801524281304"
"MULTILINESTRING ((-90.014313976527 30.036822287822, -90.013633474428 30.0370502735))","253","6900 Hayne Blvd",,"Major Arterial","Hayne Blvd","0","2520593","230.73171731786772"
"MULTILINESTRING ((-89.994220323938 30.031231948443, -89.994412985416 30.031601857134, -89.994515925653 30.03178751145, -89.994642204011 30.032015253566, -89.994669516616 30.032067552488, -89.994742366738 30.032197079276, -89.994804242288 30.032307092159))","268","7000 Crowder Blvd (Lakebound)",,"Major Arterial","Crowder Blvd","0","2518721","432.48578788922782"
"MULTILINESTRING ((-89.939955426376 30.011987222296, -89.939738119035 30.012008844141, -89.939660369733 30.012016578833, -89.939608912178 30.012021698175, -89.939418235061 30.012040670103, -89.939131453884 30.012083311712, -89.939005945805 30.012104919171, -89.938896473297 30.012125779737, -89.938878681532 30.012129488833, -89.938811441328 30.012143504737, -89.938678143535 30.01217250342, -89.938605652887 30.012188273416, -89.938565169036 30.012197080709, -89.938315496511 30.012256760858, -89.9383106421 30.012257921186, -89.938140698032 30.012303126661, -89.938070476567 30.012323700412, -89.938056859716 30.012327690186, -89.937959004494 30.012358454151, -89.937866878557 30.012388659774, -89.937520399021 30.012502263604, -89.937511975635 30.012505025337, -89.937315388359 30.012579728357, -89.937167675232 30.012637544314, -89.937167644941 30.012637555609, -89.937156796411 30.01264180204, -89.936854513203 30.012771032086, -89.936843616045 30.012776091803, -89.936827700617 30.012783481867, -89.93669414441 30.012845497584, -89.936543767137 30.012918558451, -89.936441929056 30.012970171904, -89.936415106788 30.012984359154, -89.936227050944 30.013083831476, -89.936130297121 30.013136812486, -89.935976636511 30.013226024825, -89.935963085447 30.013233891849, -89.935806116675 30.013331367662, -89.935700845666 30.01340055667, -89.935661935672 30.013426748585, -89.935627903854 30.013449656886, -89.935479124189 30.013548480469, -89.935388447082 30.0136124514, -89.935266012081 30.013703493103, -89.935187331962 30.013762565766, -89.935053564596 30.013869774033, -89.935041866539 30.013879451625, -89.934902312441 30.013994899706, -89.934774541611 30.014104726561, -89.934754103719 30.014122608137, -89.934729722109 30.014144636985, -89.934530734821 30.014324423967, -89.934324048103 30.014515223568, -89.934262362433 30.014572166779, -89.93410091431 30.014728465375, -89.934084898463 30.01474438726, -89.933797469246 30.015030129834, -89.933789995631 30.015038094678, -89.933530372741 30.015314777809, -89.933498701274 30.015349156157, -89.933462206755 30.015388768694, -89.933370402601 30.015492124891, -89.93337038267 30.015492147207, -89.933360531269 30.015503238387, -89.933118023506 30.015787016349, -89.933111122095 30.01579564513, -89.93310468385 30.015803694867, -89.933013996758 30.015923494291, -89.932907067852 30.016076960721, -89.932834112946 30.016231281245, -89.932831841926 30.016238327914, -89.932817687377 30.016286754409, -89.932805930042 30.016335664706, -89.932805905786 30.016335764593, -89.932791477646 30.016419752445, -89.932791465244 30.01641982905, -89.932785075453 30.016486354791, -89.932783069289 30.016553090665, -89.932783066139 30.016553170888, -89.932785204979 30.016616285815, -89.932791263117 30.016679207823, -89.932791265907 30.016679239533, -89.932800105387 30.016735831343, -89.932800170412 30.016736154996, -89.932811372969 30.016788895879, -89.932827508299 30.016848353316, -89.932847198796 30.016906993027, -89.932856689506 30.016931778239, -89.932883782728 30.016994157143, -89.932890408864 30.017007944229, -89.93289055293 30.017008241618, -89.932741035364 30.017056435632, -89.932594015452 30.017110135124, -89.932449761102 30.017169242105, -89.932308534277 30.01723365025, -89.932173615032 30.017301638517, -89.932042069986 30.017374463503, -89.931914130443 30.017451999375, -89.931790016519 30.017534110326, -89.931669945387 30.017620654533, -89.931554124845 30.017711480925, -89.931442757952 30.017806430634, -89.931336038122 30.017905340288, -89.931222309244 30.018020553308, -89.931215421661 30.018027888181, -89.931211983262 30.018031013945, -89.930940714625 30.018277649815, -89.930878194082 30.018332693194, -89.93074312429 30.018451610343, -89.930720219377 30.018471119777, -89.930486515995 30.01867017518, -89.930444687327 30.0187058026, -89.930362717476 30.018771448113, -89.930155696752 30.018937240472, -89.930115114439 30.018967295339, -89.92998135294 30.019066357652, -89.929805119366 30.019194550344, -89.929797881067 30.019199588997, -89.929554157994 30.01936925843, -89.929488311182 30.019412729732, -89.929433586676 30.019448857165, -89.929283717518 30.019545035917, -89.929270813966 30.019552536571, -89.929116234329 30.019642399634, -89.928858461035 30.019789447071, -89.928835099173 30.019801676672, -89.928713935437 30.019865104891, -89.928439153016 30.020008949367, -89.928297376395 30.020081875319, -89.928183434596 30.020140483606, -89.928020011647 30.020226210046, -89.928019962543 30.020226235746, -89.928010732079 30.020231077919, -89.927799969478 30.020355703777, -89.927799672532 30.020355879248, -89.927790461214 30.020360480664, -89.927463209082 30.020523932332, -89.92725495777 30.020629477513, -89.92706843256 30.020724010078, -89.926947766871 30.020783785241, -89.926793941 30.020859985798, -89.926604940672 30.020955444845))","78","12700-13400 Old Gentilly Rd",,"Major Arterial","Old Gentilly Rd","0","2525791","5601.571851307931"
"MULTILINESTRING ((-90.084406760026 29.968717029039, -90.084429865507 29.968733283597, -90.084450809742 29.968748018128, -90.084522325585 29.968798328198, -90.084530106575 29.968803801864, -90.084542916766 29.968812379831, -90.084684253362 29.968907023708))","2007","Saint Louis St (Median)",,"Local","Saint Louis St","0","2506595","111.78358505865603"
"MULTILINESTRING ((-90.047026936424 29.994249651818, -90.047204908037 29.994097444121, -90.047294069339 29.993994902158, -90.048114774807 29.993037203266, -90.048254150848 29.992874559325))","3168","Interstate 10","From-To","Freeway","Interstate 610","0","2524477","634.0378834654731"
"MULTILINESTRING ((-90.038832197933 29.945059401945, -90.038523034623 29.945044972722, -90.037821409156 29.945012225989))","2536","1800 Newton St",,"Major Arterial","Newton St","0","2516366","320.58251596201899"
"MULTILINESTRING ((-90.063480257979 29.965936369191, -90.063331175532 29.966099798013, -90.063181347813 29.96626793556, -90.062908490804 29.966574134262, -90.062860697514 29.966628662718))","1522","1400 N Rampart St (Riverside)","From-To","Major Arterial","N Rampart St","0","2524201","319.17273788947483"
"MULTILINESTRING ((-90.08272491963 29.970773028028, -90.08232983948 29.971227275926, -90.08229032923 29.971272635845))","828","720 N Broad St (Riverside)","From-To","Major Arterial","N Broad St","0","2506280","227.91331118354285"
"MULTILINESTRING ((-89.97942211374 29.903524105788, -89.980194586469 29.902947075418, -89.9806418362 29.902615516283, -89.981741569466 29.901800235801, -89.981842133212 29.901725682179, -89.982349267028 29.901349712649, -89.982659376978 29.901129089434, -89.982973608541 29.900912940793, -89.983291879324 29.900701325867, -89.983614102316 29.900494301639, -89.985108566005 29.899483556313, -89.985143144144 29.899460170172))","2978",,"To-From","Major Arterial","Woodland Hwy","0","2524939","2339.4887066205756"
"MULTILINESTRING ((-90.052134500111 29.944390223518, -90.052067772525 29.943339758582))","2526","1100 Teche St",,"Local","Teche St","0","2516081","382.59449048690533"
"MULTILINESTRING ((-90.122470996104 29.957293186689, -90.123224556072 29.957905930812, -90.12328031934 29.957950903373))","414","8300 S Claiborne Ave (Riverside)","To-From","Major Arterial","S Claiborne Ave","0","2500405","350.55902836326152"
"MULTILINESTRING ((-90.085922152181 30.020558427352, -90.085801080726 30.020592204261, -90.085436694496 30.020675981517, -90.085308097325 30.020703412506, -90.085120071398 30.020739462, -90.084973724194 30.020761722716, -90.084826580541 30.020779843466, -90.084706432122 30.020788632212, -90.084599374845 30.02079667698, -90.084406132004 30.020814895979, -90.08414983263 30.020830040906, -90.084052115736 30.020835005177, -90.083927612727 30.020844705631, -90.083792606934 30.020852270708, -90.083631845051 30.020861278491))","491","1170 Robert E Lee Blvd (Lakeside)",,"Major Arterial","Allen Toussaint Blvd","0","2508413","735.68875653222563"
"MULTILINESTRING ((-90.069423621407 29.968136478463, -90.069509916669 29.967966946955, -90.069556542471 29.96791436097, -90.069587974113 29.967874857535, -90.069621379911 29.967817345601, -90.069650120693 29.967757952836, -90.069674056777 29.967696967422, -90.069693793209 29.967631960395, -90.069708069941 29.96756587856, -90.069723104871 29.967519618727, -90.069737844521 29.967482451358, -90.069756377387 29.967442593824, -90.069787840818 29.967386086281, -90.069808133379 29.967354566186, -90.069843319809 29.967305824624, -90.069870542115 29.967272284929, -90.069923493126 29.96721409271, -90.0701577534 29.966972841276, -90.070623024382 29.966493680599, -90.070709680276 29.966404436386, -90.070847652383 29.966262777043, -90.070857359218 29.966252817602, -90.070898793589 29.966209615969, -90.070908335333 29.966199667436, -90.070918749887 29.96618880891, -90.070958358089 29.966147510598, -90.071015049977 29.966090996606, -90.071046110243 29.966060033332, -90.071108405105 29.966012586329, -90.07115182178 29.965982472295, -90.07121444011 29.965944504509, -90.071274832382 29.965914167098, -90.07141458059 29.965848975206, -90.071544401892 29.965788954419, -90.071574391007 29.965775731003, -90.071594584038 29.965766826669, -90.07184689021 29.965653610653))","3296","Interstate 10 Exit","From-To","Ramp",,"0","2512595","1219.0035453112653"
"MULTILINESTRING ((-90.078305631833 29.976126741254, -90.078194134112 29.976250964365, -90.077920481743 29.976555848746, -90.077873223439 29.976609314931))","464","1400 N Broad St (Lakeside)","To-From","Major Arterial","N Broad St","0","2506912","222.57702342873847"
"MULTILINESTRING ((-90.114479457295 29.916475506794, -90.11604813569 29.916453382322, -90.116198792286 29.916448727206))","1069","5340 Tchoupitoulas St",,"Major Arterial","Tchoupitoulas St","0","2502037","544.77520697023942"
"MULTILINESTRING ((-90.05308020902 30.00296303353, -90.052998716858 30.002968335498, -90.052794545691 30.002974897429, -90.05270875722 30.002976209422, -90.052640618368 30.002975212707, -90.052575970978 30.002975168462, -90.052171518116 30.002977707369))","2231","3600 Gentilly Blvd (Lakeside)",,"Major Arterial","Gentilly Blvd","0","2525675","287.74759774097265"
"MULTILINESTRING ((-90.090202192657 29.975783741812, -90.090292072154 29.975839313191, -90.09048408111 29.975966040338, -90.090575615571 29.976030860578, -90.090831771087 29.97623467885))","1910","Orleans Ave/Bayou Saint John Bridge (Lakebound)","From-To","Major Arterial","Orleans Ave","0","2510559","258.4140588254802"
"MULTILINESTRING ((-90.035294100839 30.002046765116, -90.034903993962 30.002156852912))","2313","4500-4700 Almonaster Ave (Riverside)","From-To","Major Arterial","Almonaster Ave","0","2513764","129.80658994464736"
"MULTILINESTRING ((-90.040736221018 29.948409659452, -90.040537870428 29.94839988291))","3006","Opelousas Ave (Median)",,"Major Arterial","Opelousas Ave","0","2516333","62.917286000583609"
"MULTILINESTRING ((-90.098872705153 29.976018900057, -90.098843215806 29.976047133675, -90.098809275827 29.976079629238))","2045","N Carrollton Ave (Median)","From-To","Major Arterial","N Carrollton Ave","0","2526293","29.850174405490268"
"MULTILINESTRING ((-90.041017013782 29.939999833482, -90.041015169124 29.939979332058, -90.041004442815 29.939938943671, -90.040977831134 29.939795165191, -90.040962390881 29.939690814632, -90.04095787843 29.939636414445, -90.0409557983 29.939533698342, -90.040962084622 29.939343622727, -90.040980223494 29.939020460612, -90.040990085936 29.938912920244, -90.041005299358 29.938806291319, -90.041033472643 29.938679633041, -90.041054002155 29.938602712614, -90.041102250615 29.938442274404, -90.04115605441 29.938263363148, -90.041195066569 29.938133637115))","2577","1500-1600 LB Landry Ave (Northbound)",,"Major Arterial","L. B. Landry Ave","0","2516047","688.06234212887216"
"MULTILINESTRING ((-90.064203301787 29.93744173158, -90.064633959431 29.937483964902, -90.064663805697 29.937486437938, -90.064779722964 29.937496041027, -90.064804325086 29.937503922994, -90.064903957084 29.937535840838))","3355","US 90B Exit",,"Ramp",,"0","2561575","225.56652459288173"
"MULTILINESTRING ((-90.052908605952 29.991581724514, -90.052802406088 29.99157072989, -90.052120601824 29.991500143232, -90.051666381241 29.991479964923, -90.050914426615 29.991446556057, -90.050761225319 29.991441288592, -90.050619789385 29.991433167196, -90.05039103273 29.991420877914, -90.050129327596 29.991403606409, -90.049819431477 29.991383153053, -90.04969263576 29.991374784629))","3455","Interstate 610 Exit","From-To","Ramp",,"0","2521654","1021.2064928359561"
"MULTILINESTRING ((-90.113586262368 30.019344875022, -90.113561933534 30.019687565563, -90.113556584543 30.019803120583, -90.11355649003 30.019805159517, -90.113542143636 30.020114659822))","467","7100 West End Blvd","From-To","Major Arterial","West End Blvd","0","2507067","280.30562524152623"
"MULTILINESTRING ((-90.064908968683 29.964582500282, -90.064759280532 29.964750877326, -90.064415791405 29.965134612115, -90.064284384151 29.965279533775, -90.064216690967 29.965355896817))","1763","1200 N Rampart St (Lakeside)","To-From","Major Arterial","N Rampart St","0","2511765","356.5887384627398"
"MULTILINESTRING ((-90.039288754508 29.970830145089, -90.038482736044 29.97064955039, -90.038398654274 29.970628483451))","1946","3400 N Robertson St","From-To","Major Arterial","N Robertson St","0","2514549","291.2231640832245"
"MULTILINESTRING ((-90.017460125429 29.956108499275, -90.017433727812 29.956188213686, -90.017143309868 29.957065189658))","1265","600 Caffin Ave",,"Local","Fats Domino Ave","0","2514702","362.0856326974698"
"MULTILINESTRING ((-90.07255437655 29.982563005234, -90.072398547912 29.982737331655, -90.072183290588 29.982978400546, -90.072135179696 29.983032663114, -90.072107772579 29.98306357503, -90.071908625959 29.983291550753, -90.071844860502 29.983363498224))","1445","1800 N Broad St (Lakeside)","To-From","Major Arterial","N Broad St","0","2506930","367.69815145769712"
"MULTILINESTRING ((-90.052341200884 29.972893010649, -90.052264880137 29.972897448317, -90.051328313637 29.972955096947))","2429","2400 N Robertson St","From-To","Major Arterial","N Robertson St","0","2513119","321.49207390221193"
"MULTILINESTRING ((-89.936874786179 30.01820291821, -89.936920242911 30.018229929573, -89.93693373569 30.018239828554, -89.937025483573 30.018300417496, -89.937476813056 30.018588044369, -89.9377774693 30.018777474547, -89.938531649369 30.019252180414, -89.938591776433 30.019295433207, -89.9386961462 30.019378377525, -89.938771929138 30.019450488001, -89.938813664174 30.019493365666, -89.938881882718 30.019570693925, -89.938917357865 30.019615109328, -89.938951065307 30.019660501107, -89.939008578225 30.019746965626, -89.939061667609 30.01984377874, -89.939109192519 30.019942758612, -89.939151035 30.020043661644, -89.939187093927 30.0201462409, -89.939217280146 30.020250246751, -89.939241520948 30.020355424816, -89.939259756226 30.020461516268))","3520","Interstate 510 Exit","From-To","Ramp",,"0","2525792","1158.1021885696312"
"MULTILINESTRING ((-90.062349233956 29.967212207941, -90.062383340569 29.967240628103, -90.062415960359 29.967270343158, -90.062457029441 29.967311854333))","2094","Saint Bernard Ave (Median)",,"Major Arterial","Saint Bernard Ave","0","2513412","49.820991243416728"
"MULTILINESTRING ((-90.011767599962 29.973452703801, -90.0114322534 29.974485409164))","1130","2300 Caffin Ave (Lakebound)",,"Major Arterial","Fats Domino Ave","0","2526078","390.27388696809174"
"MULTILINESTRING ((-90.000644020358 30.01219346046, -90.000491842833 30.012210878496, -89.999951920437 30.012272841392, -89.999860949637 30.012281997969, -89.999544969024 30.012319052793, -89.999464918009 30.012330034836, -89.999089379979 30.012385765745, -89.998750158859 30.012441585993, -89.998662451066 30.012456809668, -89.998610302588 30.012466385151))","60","7400-7500 Chef Menteur Hwy (Lakeside)",,"Major Arterial","Chef Menteur Hwy","0","2518497","651.48745429442408"
"MULTILINESTRING ((-90.109085422732 29.993907371758, -90.109058950469 29.99410718563, -90.109058892311 29.99410762438))","760","Canal Blvd (Median)","From-To","Major Arterial","Canal Blvd","0","2509200","73.306714967915894"
"MULTILINESTRING ((-90.038020881084 29.966376701211, -90.037306701865 29.966211737122, -90.037208781255 29.966190977832))","1219","3700 Saint Claude Ave (Lakeside)","To-From","Major Arterial","Saint Claude Ave","0","2514839","265.87022457249458"
"MULTILINESTRING ((-90.035977603899 29.960307575653, -90.035883924258 29.960284654821, -90.03571550669 29.960246975191, -90.035251685957 29.960143091277, -90.035088851802 29.960105715134))","2353","4100 Chartres St",,"Major Arterial","Chartres St","0","2514889","290.85382382145019"
"MULTILINESTRING ((-90.094232135634 29.963510063392, -90.095083564326 29.963897926909, -90.095193134189 29.963948774233))","1573","3000 Tulane Ave (Lakebound)","From-To","Major Arterial","Tulane Ave","0","2510683","343.58542930683143"
"MULTILINESTRING ((-90.070449641344 29.945651756609, -90.070571653088 29.945243745112, -90.070631098662 29.945040815277, -90.070774159277 29.944555805288, -90.070871874001 29.944227108982, -90.070878398616 29.944203361778, -90.070903750816 29.944111097668))","1651","800 Camp St",,"Major Arterial","Camp St","0","2505722","578.44516407104948"
"MULTILINESTRING ((-90.115310029728 30.012184358286, -90.115250932788 30.012955502487, -90.115244802624 30.013042602562, -90.115173600752 30.013991728802))","477","6600 Pontchartrain Blvd","To-From","Major Arterial","Pontchartrain Blvd","0","2507307","658.68926173033196"
"MULTILINESTRING ((-90.097021646527 29.974863035016, -90.097083275383 29.97490447469, -90.097750192676 29.975361786702, -90.09794351774 29.975491961659))","1474","3900 Bienville Ave (Lakebound)","From-To","Local","Bienville Ave","0","2525667","370.81467326609379"
"MULTILINESTRING ((-90.031415396857 29.964731422291, -90.031328438076 29.964711440067, -90.031036716979 29.964645337914, -90.030229526809 29.964462430112, -90.0298632015 29.964379419541, -90.028825294424 29.964144219632, -90.026703971013 29.963660523543, -90.026439677299 29.963600522619, -90.025817509668 29.963459356929, -90.023174056338 29.962859571965, -90.023068109033 29.962835531985, -90.022400656981 29.962684080951, -90.022295428354 29.962618943488))","2836","Saint Claude Ave/IHNC Bridge (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2525872","2990.8742694262965"
"MULTILINESTRING ((-90.081378254036 29.955395852164, -90.081446894807 29.955357323318, -90.081609972378 29.955269283548, -90.081775505498 29.955184791147, -90.081775969361 29.955184564472, -90.081934935089 29.955107861452, -90.081935330133 29.955107674954, -90.082143733016 29.955013425108, -90.08214412478 29.95501325829, -90.082330006425 29.95493497558, -90.082404403037 29.954905121771, -90.0824051517 29.954904828457, -90.082503696991 29.954866559946, -90.082504112466 29.954866404088, -90.082657994562 29.95480949002, -90.082658457817 29.954809327575, -90.082802059952 29.954759265502, -90.082845724739 29.954744624939, -90.082874885048 29.954734977616, -90.082904094675 29.954725442516, -90.08316419704 29.954654543109, -90.083232936481 29.954636579649, -90.083407526597 29.954590954167, -90.083555768898 29.954555189733, -90.083773635277 29.954507215828, -90.083805633287 29.954500536552, -90.083841582387 29.95449308079, -90.083870364004 29.954487110682, -90.083899975156 29.954481247709, -90.083930147198 29.954475672358, -90.084013075483 29.954460347867, -90.084033069507 29.954456652684, -90.084054414182 29.954453058849, -90.084136647004 29.954439248665, -90.084174421192 29.954432900984, -90.08419477637 29.954429480772, -90.084199054121 29.954428829351, -90.084218403415 29.954425907698, -90.084320947684 29.954410422681, -90.084452593505 29.954394176102, -90.084452917149 29.954394138694, -90.08447870727 29.954391251733, -90.084491091173 29.954389866232, -90.084708503703 29.954366352174, -90.084835337903 29.95435755555, -90.084916176632 29.954352205327, -90.084939375921 29.954350768044, -90.085050316492 29.954343893521))","3139","Interstate 10","From-To","Freeway","Interstate 10","0","2502575","1238.1782344184267"
"MULTILINESTRING ((-90.020891043813 30.010472758801, -90.020897815298 30.010546564331, -90.020946374433 30.01107581082, -90.020951213054 30.011126663325))","292","3920 Downman Rd (Lakebound)",,"Major Arterial","Downman Rd","0","2560624","238.56153439394734"
"MULTILINESTRING ((-90.038078393657 29.966196575961, -90.037260602089 29.96601070939))","1220","3700 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2514844","267.62142800293799"
"MULTILINESTRING ((-90.007672708529 30.039141070217, -90.007084021443 30.03936252477))","270","7600 Hayne Blvd",,"Major Arterial","Hayne Blvd","0","2524888","202.92973902152761"
"MULTILINESTRING ((-90.053271553587 29.968765200145, -90.052591637116 29.968807709552, -90.052332163544 29.968821785131, -90.052140159684 29.968834205473))","1254","2340 Saint Claude Ave (Riverside)","From-To","Major Arterial","Saint Claude Ave","0","2514217","359.11539427740263"
"MULTILINESTRING ((-90.116254231109 29.999557956863, -90.116249695923 29.999625411701, -90.116244121369 29.999697194748))","772","Pontchartrain Blvd (Median)","To-From","Major Arterial","Pontchartrain Blvd","0","2507461","50.736963819991097"
