"o_c","casenumber","casesummary","propertyaddress","casetype","department","casehistory","hearingdatetime","videoconferencelink","teleconferenceaccesscode","videoconferencepassword","prevhearing","prevhearingstat","caseestablished","inspected","inspectionresult","councildistrict","geoaddress","city","state","zip","xpos","ypos","longitude","latitude","location"
"Open","20-21882-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262502","524 Governor Nicholls St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-09-29T14:30:00.000",,,,"2022-07-28T00:00:00.000","OSS Reset","2020-10-06T15:24:48.000","2020-09-30T15:38:00.000","Violation: No WIP","C","524 Governor Nicholls St","New Orleans","LA","70116","3684085.99","533536.51","-90.05983394044718","29.96096162487362",
"Open","21-02998-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267300","9930 Lake Forest Blvd","Dumpster Screening","Sanitation","Reset Hearing","2022-02-24T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=me4d02c779292645978d3bb3b1d1ed837","2497 576 5063",,"2021-10-13T10:00:00.000","OSS Reset","2021-04-08T09:15:52.000","2021-04-07T11:30:00.000","Complete","E","9930 Lake Forest Blvd","New Orleans","LA","70127","3710897.12","559521.15","-89.97419696799028","30.031562903666202",
"Open","19-11200-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=259875","1001 Dauphine St, 1003 Dauphine St, 901 St Philip St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2021-06-30T13:00:00.000","https://protect2.fireeye.com/v1/url?k=31323334-501d2dca-3132d9c6-454455534531-9726d5ec512ceeb5&q=1&e=aa9feeb7-c0ec-4837-95d5-5d8b32e10d1d&u=https%3A%2F%2Fnola.webex.com%2Fnola%2Fj.php%3FMTID%3Dm279986cffd7b437ba409b7054782326d","2499 851 5478",,"2021-03-17T09:00:00.000","OSS Reset","2019-11-19T09:49:12.000","2019-11-12T09:51:00.000","Violation: No WIP","C","1001 Dauphine St","New Orleans","LA","70116","3682634.08","533836.1","-90.06440831901395","29.96182968533423",
"Closed","19-00695-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=249370","1130-1132 Decatur St, 39-41 French Market Pl","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-04-07T14:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f35ecb6ec67f052efa0c08971dd7e569","999 354 113 ",,"2021-01-20T13:00:00.000","OSS Reset","2019-01-31T09:59:21.000","2019-01-28T10:05:00.000","Violation: No WIP","C","1130 Decatur St","New Orleans","LA","70116","3684266.9","533326.62","-90.05927003101738","29.960378969598175",
"Open","21-04503-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268805","1351 Magazine St","Short Term Rental","Safety and Permits","Reset Hearing","2022-06-08T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb0d7a0b232b1a50e950e0ec09c763868","2482 388 6883
",,"2022-05-04T10:30:00.000","OSS Reset","2021-05-25T09:06:54.000","2021-05-25T09:08:00.000","Violation: WIP","B","1351 Magazine St","New Orleans","LA","70130","3680395.34","524835.31","-90.07179083106139","29.937148516530034",
"Closed","18-00842-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=236918","1019 Opelousas Ave","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2020-12-02T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=6f3227c2b7ff6a798fa73c75aefb4e74","992 529 405 ",,"2019-06-05T14:00:00.000","OSS Reset","2018-02-08T11:04:41.000","2018-02-06T11:07:00.000","Violation: No WIP","C","1019 Opelousas Ave","New Orleans","LA","70114","3688631.02","529013.96","-90.0456421207319","29.948386492786046",
"Closed","19-07122-VCCSN","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255797","806 Conti St [Last Call]","Signage Violation VCC","Vieux Carré Commission","Initial Hearing","2019-12-04T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f20cd537c92ec6654388e9d1f2b41878","998 055 502 ",,,,"2019-07-01T11:34:43.000","2019-06-27T11:36:00.000","Violation: No WIP","C","806 Conti St","New Orleans","LA","70112","3681505.77","531820.3","-90.06804163106695","29.956321230731355",
"Closed","21-05772-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270076","212 River Oaks Dr","Zoning General","Safety and Permits","Reset Hearing","2022-05-04T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m756e9e8f58c6ccb497dd6f40acc6cb6e","2481 422 2383
",,"2022-03-09T09:30:00.000","OSS Reset","2021-07-14T09:33:38.000","2021-07-15T00:00:00.000","Complete","C","212 River Oaks Dr","New Orleans","LA","70131","3701634.14","523002.9","-90.0048062129057","29.931449974643744",
"Closed","21-06166-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270470","3914 Marais St","Working without CofA - NO","Historic District Landmarks Commission","Initial Hearing","2021-10-13T14:30:00.000","https://nola.webex.com/nola/j.php?MTID=m07b3a91b4794bee56219e94927cce7ec","2485 334 5496",,,,"2021-07-30T09:23:37.000","2021-07-12T09:27:00.000","Violation: No WIP","C","3914 Marais St","New Orleans","LA","70117","3691695.41","535662.36","-90.03572888682791","29.96657222872435",
"Closed","19-01429-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250104","533 Toulouse St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2021-12-08T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=ma97eb3804784f77530028b0054460f05","2497 401 7394 ",,"2019-09-25T09:00:00.000","OSS Reset","2019-02-28T13:38:30.000","2019-02-28T13:40:00.000","Violation: No WIP","C","533 Toulouse St","New Orleans","LA","70130","3682709.02","531893.63","-90.06423960888499","29.95648627404246",
"Closed","21-06245-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270549","4950 Dauphine St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-08-17T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=mc8fb366a822644993e78b5f72e9a7da7","2493 975 2647
",,"2022-05-18T01:00:00.000","OSS Reset","2021-08-02T14:59:10.000","2021-07-13T15:00:00.000","Violation: No WIP","E","4950 Dauphine St","New Orleans","LA","70117","3695240.72","532684.39","-90.02464029695528","29.958272992198836",
"Closed","18-11190-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247270","4808 St Claude Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-05-22T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=d6de7e41327ab343df1d486cbe01c3a4","992 901 606 ",,,,"2018-10-31T08:12:34.000","2018-10-31T08:14:00.000","Complete","E","4808 St Claude Ave","New Orleans","LA","70117","3695140.33","534421.41","-90.0248946659948","29.963052336898603",
"Open","21-00519-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264820","335-337 Dauphine St, 900-908 Conti St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-06-16T15:00:00.000",,,,"2022-04-28T14:00:00.000","OSS Reset","2021-01-28T10:55:27.000","2021-01-14T10:56:00.000","Violation: No WIP","C","337 Dauphine St","New Orleans","LA","70112","3681246.79","532021.15","-90.06885240406646","29.956881360972858",
"Closed","21-06084-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270388","5630 Crowder Blvd","Dumpster Screening","Sanitation","Initial Hearing","2021-10-27T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mcf14185473ef6661709a3bb799c6847b","2493 377 3715",,,,"2021-03-02T15:36:40.000","2021-09-30T00:30:00.000","Complete","E","5630 Crowder Blvd","New Orleans","LA","70126","3705269.08","557649.73","-89.99205092757154","30.026599584049713",
"Open","19-09447-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=258122","211 Decatur St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-10-30T09:00:00.000",,,,,,"2019-09-18T14:06:24.000","2019-09-17T14:08:00.000","Violation: No WIP","C","211 Decatur St","New Orleans","LA","70130","3682065.58","530687.54","-90.06631349110424","29.95318951561361",
"Closed","18-11678-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247758","641-704 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2019-12-04T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m53f2688ea8d23021f03a8fdb6ff59eab","2497 273 2930",,"2019-10-30T10:30:00.000","OSS Reset","2018-11-15T13:17:34.000","2018-11-15T13:23:00.000","Violation: No WIP","C","641 Bourbon St","New Orleans","LA","70112","3682188.46","532665.36","-90.06585640919273","29.958624111834713",
"Closed","18-11439-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=247519","200 Decatur St ","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-01-16T09:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=4d5f5fd5e87fcf769c1f028f3b05ced1","994 850 839 ",,,,"2018-11-07T13:46:38.000","2018-11-06T13:48:00.000","Violation: No WIP","C","200 Decatur St","New Orleans","LA","70130","3682117.5","530549.23","-90.06615438007016","29.952807631244546",
"Closed","16-09159-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=216520","2616 Royal St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2021-01-27T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mced41453c266d81491bc5ef123eeb90c","995 879 975
",,"2017-04-05T09:00:00.000","Complete","2016-08-30T10:02:04.000","2016-08-26T10:03:00.000","Violation: WIP","C","2616 Royal St","New Orleans","LA","70117","3686881.86","534871.41","-90.05095795043741","29.96454639948626",
"Open","16-01755-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=209113","730 Girod St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Initial Hearing","2022-08-24T09:30:00.000",,,,,,"2016-03-28T09:48:25.000","2016-03-04T09:49:00.000","Violation: No WIP","B","730 Girod St","New Orleans","LA","70130","3680256.91","528581.58","-90.07209767978358","29.947453701274153",
"Closed","17-03318-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=225056","801 First St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2018-04-04T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=f4adfbad01041a62773b8f611e96b4b5","994 675 418",,,,"2017-04-11T11:04:07.000","2017-04-21T00:00:00.000","Violation: No WIP","B","801 First St","New Orleans","LA","70130","3678692.31","520623.1","-90.0773131680107","29.925617765913106",
"Open","17-12468-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=234208","1113-1115 Marais St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2019-07-17T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=784631654b5b420006b00c35705420d8","992 710 824 ",,,,"2017-10-10T11:27:41.000","2017-10-06T11:29:00.000","Violation: No WIP","C","1115 Marais St","New Orleans","LA","70116","3681513.97","535302.36","-90.067894310066","29.965895458462295",
"Open","21-06396-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270700","2920 Elmwood Park Dr","Zoning General","Safety and Permits","Reset Hearing","2022-03-10T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=m4d52d202431bd793838c35643e4dd22e","2499 536 2136
",,"2022-01-19T10:30:00.000","OSS Reset","2021-08-09T09:24:16.000","2021-08-10T08:30:00.000","Violation","C","2920 Elmwood Park Dr","New Orleans","LA","70114","3693435.58","519802.67","-90.0308028064079","29.922909255113993",
"Open","17-11195-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=232935","1122-1124 Marais St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-04-28T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m99e071ea5c85630ebfa8b017d6b58de1","2485 054 9401
",,"2022-03-16T10:00:00.000","OSS Reset","2017-08-31T08:52:57.000","2017-08-31T08:54:00.000","Violation: No WIP","C","1124 Marais St","New Orleans","LA","70116","3681604.34","535310.41","-90.06760864380165","29.965914848662923",
"Open","19-07915-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256590","505-507 Belleville St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2021-10-20T09:30:00.000","https://nola.webex.com/nola/j.php?MTID=m64257a4f9bd9a2562de1b65240b0f8c5","2499 848 5228
",,"2021-09-15T09:30:00.000","OSS Reset","2019-08-05T10:44:59.000","2019-08-01T10:46:00.000","Violation: No WIP","C","505 Belleville St","New Orleans","LA","70114","3687803.02","529852.77","-90.04822674979631","29.950718493028592",
"Closed","19-02084-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250759","1527 Euterpe St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2019-12-11T10:30:00.000","https://nola.webex.com/nola/j.php?MTID=mdc937f90508b5bfe964df2b4ba7a77bc","2493 475 4978 ",,"2019-11-06T11:30:00.000","OSS Reset","2019-03-28T10:02:19.000","2019-03-26T10:03:00.000","Violation: No WIP","B","1527 Euterpe St","New Orleans","LA","70130","3679190.63","524944.06","-90.0755904036107","29.9374839585483",
"Open","21-00232-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264532","909-911 St Ann St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-09-07T09:00:00.000",,,,"2022-08-31T14:30:00.000","OSS Reset","2021-01-14T10:12:00.000","2021-01-11T10:14:00.000","Violation: No WIP","C","909 St Ann St","New Orleans","LA","70116","3682162.14","533279.36","-90.06591807515466","29.960313202868992",
"Open","20-23166-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263786","5544 Vermillion Blvd","Short Term Rental","Safety and Permits","Initial Hearing","2021-04-28T11:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m88a04c9e1a457b2a637499b80029c3b3","990 584 319
",,,,"2020-12-02T09:33:37.000","2020-12-02T09:34:00.000","Violation: No WIP","D","5544 Vermillion Blvd","New Orleans","LA","70122","3683111.89","553350.11","-90.06221587954403","30.015471752637296",
"Open","19-06555-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=255230","1239-1243 Chartres St, 602-610 Barracks St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-04-28T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=mbb508ecb41f47430af47ee8a2604a60b","2499 671 5790
",,"2022-02-24T14:00:00.000","OSS Reset","2019-06-17T13:42:09.000","2019-06-17T13:44:00.000","Violation: No WIP","C","1243 Chartres St","New Orleans","LA","70116","3684091.81","533985.31","-90.05979981038294","29.96219549280355",
"Open","22-01469-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274707","800-810 N Rampart St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-08-03T15:00:00.000","https://nola.webex.com/nola/j.php?MTID=m1c0545808737ab00ed904d456c244690","2499 987 3108 ",,,,"2022-04-18T14:47:11.000","2022-04-13T00:00:00.000","Violation: No WIP","C","806 N Rampart St","New Orleans","LA","70116","3681705.52","533679.25","-90.0673460334305","29.961426643624677",
"Closed","20-20058-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=260677","730 St Louis St","Working Without Permit VCC","Vieux Carré Commission","Initial Hearing","2020-11-11T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=cc5a88c61f3ace925a903f4ce121ebe8","991 467 786",,,,"2020-03-10T08:54:41.000","2020-03-09T08:56:00.000","Violation: No WIP","C","730 St Louis St","New Orleans","LA","70130","3681875.25","531991.92","-90.06686894790256","29.956781903693127",
"Open","21-03056-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267358","1030 Burgundy St","Short Term Rental","Safety and Permits","Initial Hearing","2022-01-13T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb6cf849ad2e27b02e3b80718ee6ff635"," 2482 508 1838",,,,"2021-04-12T13:37:25.000","2021-04-12T13:38:00.000","Complete","C","1030 Burgundy St","New Orleans","LA","70116","3682539.48","534188.22","-90.06469473937355","29.962800774956392",
"Open","21-02420-BLDGC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266722","621 Bartholomew St","Building Code","Safety and Permits","Initial Hearing","2021-11-10T11:00:00.000","https://nola.webex.com/nola/j.php?MTID=m0f4c4ec2dcf38a9a863e9b064abd0d31","2480 041 4310 ",,,,"2021-03-12T10:42:47.000","2021-03-11T10:44:00.000","No Access","C","621 Bartholomew St","New Orleans","LA","70117","3691453.24","533600.34","-90.03656734992988","29.960909935452886",
"Closed","19-01770-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=250445","409 Bourbon St ","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-10-02T12:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m5bc9072d4a3c3f34d81e2fafde071f20","993 972 078
",,,,"2019-03-15T09:59:58.000","2019-02-28T10:03:00.000","Violation: No WIP","C","409 Bourbon St","New Orleans","LA","70112","3681629.07","531891.29","-90.06764981505535","29.95651268478377",
"Open","21-03529-DMPST","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=267831","200 N Olympia St","Dumpster Screening","Sanitation","Reset Hearing","2021-10-06T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=md56b41fde1b48863c625473ba0f3381e","2484 901 6525",,"2021-07-07T09:00:00.000","OSS Reset","2021-03-25T09:04:18.000",,,"A","200 N Olympia St","New Orleans","LA","70119","3669763.12","540021.85","-90.10484344446866","29.979224070746657",
"Open","21-04500-RENT","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268802","1347 Magazine St","Short Term Rental","Safety and Permits","Reset Hearing","2022-06-08T10:00:00.000","https://nola.webex.com/nola/j.php?MTID=mb0d7a0b232b1a50e950e0ec09c763868","2482 388 6883
",,"2022-05-04T10:00:00.000","OSS Reset","2021-05-25T08:44:02.000","2021-05-25T08:45:00.000","Violation: WIP","B","1347 Magazine St","New Orleans","LA","70130","3680400.34","524860.84","-90.07177415837467","29.937218564205413",
"Closed","17-02953-DBNCBD","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=224691","620 Julia St","Demolition by Neglect - HDLC CBD","Historic District Landmarks Commission","Reset Hearing","2020-10-21T14:00:00.000","https://cno-webexadm01.nola.gov/orion/joinmeeting.do?MTID=89681315cd6ec04088ac32067afe821e&siteurl=webexcno","998 417 793",,"2019-11-20T10:30:00.000","OSS Reset","2017-04-03T11:34:59.000","2017-05-09T00:00:00.000","Violation: No WIP","B","620 Julia St","New Orleans","LA","70130","3680606.39","527931.77","-90.07101683975836","29.94565635950767",
"Closed","19-08748-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=257423","540 Chartres St, 540 Chartres St Other 202, 540 Chartres St Ste 201, 5","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2019-11-13T12:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=mcf88b54e9f603053b2ca441982c9f46f","999 947 783
",,,,"2019-08-30T09:56:22.000","2019-08-29T09:58:00.000","Violation: No WIP","C","540 Toulouse St","New Orleans","LA","70130","3682621.34","531882.82","-90.06451685119085","29.956459220164813",
"Open","21-01030-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=265331","145-147 Delaronde St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-09-14T14:00:00.000","https://nola.webex.com/nola/j.php?MTID=m7a6e87b04b8a545ee0ed1f353b931584","2495 533 3322",,,,"2021-02-10T11:45:05.000","2022-04-27T00:00:00.000","Complete","C","147 Delaronde St","New Orleans","LA","70114","3685811.9","530385.77","-90.05449489332604","29.952245314292913",
"Open","19-07916-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=256591","505-507 Belleville St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-01-12T09:30:00.000",,,,"2021-10-20T09:30:00.000","OSS Reset","2019-08-05T10:52:28.000","2019-08-01T10:54:00.000","Violation: No WIP","C","505 Belleville St","New Orleans","LA","70114","3687803.02","529852.77","-90.04822674979631","29.950718493028592",
"Open","21-02327-VIONO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=266629","2600-2602 N Rampart St","Working without CofA - NO","Historic District Landmarks Commission","Reset Hearing","2022-10-06T09:00:00.000",,,,"2022-06-15T09:00:00.000","OSS Reset","2021-03-10T13:17:10.000","2021-03-10T13:18:00.000","Complete","C","2600 N Rampart St","New Orleans","LA","70117","3687044.28","535994.62","-90.05040532754295","29.96762983711966",
"Closed","20-21675-ZONG","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=262295","3126 Bienville Ave","Zoning General","Safety and Permits","Reset Hearing","2020-12-09T13:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=5343c466ac983818b0a39171f7419931","993 329 278 ",,"2020-11-12T09:00:00.000","OSS Reset","2020-09-28T11:01:47.000","2020-09-25T11:04:00.000","Violation: No WIP","B","3126 Bienville Ave","New Orleans","LA","70119","3674314.85","536764.07","-90.0905788767353","29.97013131576341",
"Open","21-05791-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=270095","532-534 N Rampart St","Demolition by Neglect - VCC","Vieux Carré Commission","Reset Hearing","2022-07-28T09:00:00.000",,,,"2022-06-02T13:00:00.000","OSS Reset","2021-07-14T13:35:17.000","2021-06-30T13:41:00.000","Violation: No WIP","C","532 N Rampart St","New Orleans","LA","70112","3681140.76","532936.11","-90.06915533774396","29.95940040697907",
"Closed","21-06828-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=271132","429-433 Bourbon St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-02-09T14:00:00.000",," ",,,,"2021-08-19T15:09:24.000","2021-08-13T15:10:00.000","Violation: No WIP","C","433 Bourbon St","New Orleans","LA","70112","3681727.6","532018.13","-90.06733426466893","29.956858458724543",
"Open","22-01535-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=274773","928 Kerlerec St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-06-29T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=m03fe318a9c6f9bb8572d84b85bcaed76","2496 281 1559 ",,"2022-05-11T09:00:00.000","Pending","2022-04-21T08:55:08.000","2022-04-21T09:02:00.000","Complete",,"928 Kerlerec St","New Orleans","LA","70116","3683489.12","535257.29","-90.06165843532878","29.965711405150042",
"Open","21-04001-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=268303","1432 Magazine St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2022-08-31T09:30:00.000",,,,,,"2021-05-12T07:53:01.000","2021-05-11T07:54:00.000","Violation: No WIP","B","1432 Magazine St","New Orleans","LA","70130","3680380.1","524235.57","-90.07185978952589","29.93549989137066",
"Open","20-21088-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261708","627-629 Toulouse St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2021-07-14T14:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=m0d2504e8a049930ad49c839efbbad486","994 873 998 ",,,,"2020-07-23T13:52:39.000","2020-07-14T13:54:00.000","Violation: No WIP","C","627 Toulouse St","New Orleans","LA","70130","3682448.12","532098.98","-90.06505626735988","29.957058859598796",
"Open","21-08639-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=272943","625 Dauphine St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-05-18T13:00:00.000","https://nola.webex.com/nola/j.php?MTID=m832b12598e2a0f6b72abc5a2bf64ad55","2496 129 2828",,"2022-03-16T13:30:00.000","OSS Reset","2021-12-03T13:56:31.000","2021-12-03T13:59:00.000","Violation: WIP","C","625 Dauphine St","New Orleans","LA","70112","3681801.77","532833.46","-90.06707160826686","29.959098085281056",
"Open","19-02399-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=251074","4514 St Claude Ave","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Initial Hearing","2021-02-03T10:30:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=27b04bb463ae2df60016557e8b65e778","990 503 557",,,,"2019-04-08T10:42:48.000","2019-04-08T10:44:00.000","Complete","C","4514 St Claude Ave","New Orleans","LA","70117","3693441.35","534850.66","-90.03024440035003","29.964285859018233",
"Open","18-12068-DBNNO","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=248148","826 N Robertson St","Demolition by Neglect - HDLC NO","Historic District Landmarks Commission","Reset Hearing","2022-03-10T09:00:00.000","https://nola.webex.com/nola/j.php?MTID=mca3bc98512a79db82e73f77be5d95221","2498 551 4532
",,"2021-05-12T09:00:00.000","OSS Reset","2018-12-04T09:36:43.000","2018-12-04T09:38:00.000","Complete","C","826 N Robertson St","New Orleans","LA","70116","3680469.13","534799.35","-90.0712113780534","29.96454403983414",
"Open","20-22943-VCCNOP","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=263563","815-817 St Peter St","Working Without Permit VCC","Vieux Carré Commission","Reset Hearing","2022-10-13T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=mdb3e6bcc2339a3d9db57794ab5a8524f","2486 045 0351 ",,"2022-08-10T14:00:00.000","OSS Reset","2020-11-20T14:00:53.000","2020-11-19T14:02:00.000","Violation: No WIP","C","815 St Peter St","New Orleans","LA","70116","3682170.76","532770.46","-90.06590863018475","29.958913639348456",
"Open","20-20856-ILGUS","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=261476","3330 Dickens Dr","Illegal Use","Safety and Permits","Initial Hearing","2021-02-24T10:00:00.000","https://webexcno.nola.gov/orion/joinmeeting.do?MTID=4c88d333c5d7655d0c8500c845bd5dfb","994 199 208 ",,,,"2020-06-30T12:26:56.000","2020-07-22T12:28:00.000","Complete","C","3330 Dickens Dr","New Orleans","LA","70131","3708342.9","518378.39","-89.9837996025991","29.91851861130172",
"Open","21-00235-DBNVCC","https://onestopapp.nola.gov/SummaryContent.aspx?type=Code%20Incident&id=264535","717 St Peter St","Demolition by Neglect - VCC","Vieux Carré Commission","Initial Hearing","2022-08-17T13:30:00.000","https://nola.webex.com/nola/j.php?MTID=mdf1eadfa472829ef0750b84141aac923","2494 649 3979
",,,,"2021-01-14T10:58:48.000","2021-01-11T11:00:00.000","Violation: No WIP","C","717 St Peter St","New Orleans","LA","70116","3682428.08","532558.25","-90.06510349605799","29.95832230552089",
