ADDRESS,DATE,EVENT,EVENT TYPE,COMMENTS,LOCATION TYPE,STATUS,USER,USER MODIFIED,MODIFIED DATE,PLANNING DISTRICT,CIVIC LEAGUE,WARD,SUPER WARD,LATITUDE ,LONGITUDE,LOCATION,US Counties,Civic Leagues,Civic Leagues_uniq_prepend,Civic Leagues_from_ktui_fihj
8235 ANDREW LANE                                                                                                                                                                                        ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,twhiteh   ,,,OAKDALE FARMS                 ,Oakdale Farms/ Denby Park,2,7,36.9249866204776,-76.2559197742303,"(36.9249866204776, -76.2559197742303)",2943,119,119,119
BALLENTINE BOULEVARD & CORPREW AVENUE                                                                                                                                                                   ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,LIBERTY - ROBERTS PARK        ,No Civic League,4,7,36.8497774563971,-76.2486992261625,"(36.8497774563971, -76.2486992261625)",2943,128,128,128
7720 ARGYLE AVENUE                                                                                                                                                                                      ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,"Caller called to report the city tree in front of her home has damaged her roof from the storm 
",A,H    ,tdwilli   ,,,NORTH SHORE                   ,Lochaven,1,6,36.9153498805378,-76.3118628567787,"(36.9153498805378, -76.3118628567787)",2943,52,58,58
GLEN AVENUE & ROBIN HOOD ROAD                                                                                                                                                                           ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,ESTABROOK                     ,Estabrook,3,7,36.8766848667005,-76.2436337906672,"(36.8766848667005, -76.2436337906672)",2943,28,24,24
TABB STREET & TIDEWATER DRIVE                                                                                                                                                                           ,09/30/2010,Nicole (9/30/2010)                                                                                  ,Flooded street                                    ,,I,H    ,ssummer   ,istacy    ,06/09/2011,TIDEWATER DRIVE INDUSTRIAL    ,Central Brambleton,4,7,36.8528345518296,-76.2750795755647,"(36.8528345518296, -76.2750795755647)",2943,16,18,18
910 W 26TH STREET                                                                                                                                                                                       ,01/08/2018,unnamed  (1/7/2018)                                                                                 ,Other                                             ,,A,H    ,pescude   ,,,WEST 21st STREET              ,Kensington/ Old Dominion,2,7,36.8752307589907,-76.2974551668302,"(36.8752307589907, -76.2974551668302)",2943,46,51,51
E 26TH STREET & CHURCH STREET                                                                                                                                                                           ,07/19/2016,Thunderstorm (7/19/2016)                                                                            ,Traffic signal issue                              ,LIGHTS OUT,I,H    ,aminix    ,,,EAST 21st STREET / MONTICELLO ,No Civic League,3,7,36.8700431267606,-76.2800013954093,"(36.8700431267606, -76.2800013954093)",2943,93,94,94
9557 18TH BAY STREET                                                                                                                                                                                    ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9288988191074,-76.1972026101481,"(36.9288988191074, -76.1972026101481)",2943,25,32,32
100 BLOCK OF BROADWAY STREET                                                                                                                                                                            ,10/12/2018,Michael (10/11/2018)                                                                                ,Other                                             ,,B,H    ,laboone   ,,,PARK PLACE                    ,Park Place,2,7,36.8760388750996,-76.2822224491179,"(36.8760388750996, -76.2822224491179)",2943,72,78,78
E 28TH STREET & FAWN STREET                                                                                                                                                                             ,10/12/2018,Michael (10/11/2018)                                                                                ,Down power line(s)                                ,,I,H    ,dleavel   ,,,PARK PLACE                    ,,3,7,36.8718610937638,-76.2793052978451,"(36.8718610937638, -76.2793052978451)",2943,93,94,94
3600 BLOCK OF NEWPORT AVENUE                                                                                                                                                                            ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,Minor water in basement - multiple homes on the block ,B,H    ,sjohnso   ,,,PARK PLACE                    ,Park Place,2,7,36.8791600767206,-76.2904994450889,"(36.8791600767206, -76.2904994450889)",2943,72,78,78
LLEWELLYN AVENUE & W PRINCESS ANNE ROAD                                                                                                                                                                 ,10/12/2018,Michael (10/11/2018)                                                                                ,Traffic signal issue                              ,,I,H    ,jferris   ,,,EAST GHENT                    ,,2,6,36.8614721154912,-76.2901146171017,"(36.8614721154912, -76.2901146171017)",2943,22,26,26
2149 HELSLEY AVENUE                                                                                                                                                                                     ,09/03/2016,HERMINE (9/2/2016)                                                                                  ,Damaged tree(s)                                   ,,A,H    ,wwalker   ,,,ROOSEVELT GARDENS             ,Roosevelt Area,5,6,36.9287560074475,-76.2176109597224,"(36.9287560074475, -76.2176109597224)",2943,80,85,85
8005 WALTERS DRIVE                                                                                                                                                                                      ,10/13/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,LIMBS/BRANCHES,A,H    ,jsumler   ,rdelaha   ,20/10/2016,NORTH CAMELLIA                ,North Camelia Acres,5,6,36.9189993668737,-76.2035839618856,"(36.9189993668737, -76.2035839618856)",2943,62,71,71
LAKE HERBERT DRIVE & N MILITARY HIGHWAY                                                                                                                                                                 ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged/Missing sign                              ,"OVERHEAD SIGN HANGING 

Service # 280271 - bdavis 8/28/2011 2:56:14 PM",I,H    ,istacy    ,istacy    ,27/09/2011,LAKE TAYLOR                   ,No Civic League,4,7,36.8685113336036,-76.2111344125496,"(36.8685113336036, -76.2111344125496)",2943,128,128,128
1515 HAMPTON BOULEVARD                                                                                                                                                                                  ,10/20/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,,A,H    ,dholmes   ,,,WEST GHENT                    ,West Ghent,2,6,36.8688821388099,-76.3010485139011,"(36.8688821388099, -76.3010485139011)",2943,97,98,98
8100 SHORE DRIVE                                                                                                                                                                                        ,12/16/2010,Snow (12/16/2010)                                                                                   ,Other                                             ,Shore drive bridge (8100 blk) is completely convered in ice,A,H    ,snewton   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9211329597136,-76.192110770506,"(36.9211329597136, -76.192110770506)",2943,25,32,32
1000 BLOCK OF E VIRGINIA BEACH BOULEVARD                                                                                                                                                                ,08/28/2011,Irene (8/27/2011)                                                                                   ,Flooded underpass                                 ,,B,H    ,kburges   ,istacy    ,06/09/2011,TIDEWATER DRIVE INDUSTRIAL    ,No Civic League,4,7,36.8543493942601,-76.273720004144,"(36.8543493942601, -76.273720004144)",2943,128,128,128
W MAIN STREET & WATERSIDE DRIVE                                                                                                                                                                         ,10/28/2012,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,900 block Waterside Dr/100 block W Main,I,H    ,pmcarte   ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.846798003296,-76.2937263554795,"(36.846798003296, -76.2937263554795)",2943,22,26,26
700 BLOCK OF GRANBY STREET                                                                                                                                                                              ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,"Primary plow passed, passable. Still not clear due to ice. $",B,H    ,mbudd     ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8555413962174,-76.2884360033696,"(36.8555413962174, -76.2884360033696)",2943,22,26,26
MAGNOLIA AVENUE & JAMESTOWN CRESCENT                                                                                                                                                                    ,10/02/2015,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,,I,H    ,sfsmith   ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8943381887947,-76.296023331001,"(36.8943381887947, -76.296023331001)",2943,49,54,54
2673 WINGFIELD ROAD                                                                                                                                                                                     ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,A,H    ,aworrel   ,,,SOUTH CAMELLIA                ,The Gardens,5,6,36.9101075004432,-76.2010618733646,"(36.9101075004432, -76.2010618733646)",2943,90,91,91
1100 BLOCK OF EASTOVER ROAD                                                                                                                                                                             ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Flooded street                                    ,Clogged storm drains. Crown Point Townhomes,B,H    ,daburto   ,fpicard   ,14/10/2016,CROWN POINT                   ,Crown Point,4,7,36.8590511829672,-76.2235138963206,"(36.8590511829672, -76.2235138963206)",2943,20,22,22
600 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,SOUTHERN SHOPPING CENTER      ,Oakdale Farms/ Denby Park,2,7,36.9164024461179,-76.2548916100441,"(36.9164024461179, -76.2548916100441)",2943,119,119,119
9620 18TH BAY STREET                                                                                                                                                                                    ,10/31/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9299192868654,-76.1962625453093,"(36.9299192868654, -76.1962625453093)",2943,25,32,32
4400 BLOCK OF COLLEY AVENUE                                                                                                                                                                             ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,,B,H    ,dholmes   ,rdelaha   ,12/10/2018,NORTH COLLEY                  ,Highland Park,2,7,36.8847118758099,-76.2949299758899,"(36.8847118758099, -76.2949299758899)",2943,40,44,44
7800 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                           ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,SOUTHERN SHOPPING CENTER      ,No Civic League,3,7,36.914816883411,-76.2543420595087,"(36.914816883411, -76.2543420595087)",2943,124,124,124
LAFAYETTE BOULEVARD & ORLEANS CIRCLE                                                                                                                                                                    ,10/02/2015,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,13:02,I,H    ,hhoward   ,,,LAYFAYETTE                    ,Lafayette/ Winona,2,6,36.8746730170302,-76.2704018721465,"(36.8746730170302, -76.2704018721465)",2943,122,122,122
4000 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,01/23/2016,Jan Winter Weather (1/20/2016)                                                                      ,Flooded street                                    ,,B,H    ,bfeggin   ,,,COLONIAL PLACE                ,Colonial Place/ Riverview,2,6,36.8836904625899,-76.2836819693829,"(36.8836904625899, -76.2836819693829)",2943,19,21,21
7416 POMONA STREET                                                                                                                                                                                      ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,pick up bags and debris removal.,A,H    ,vsmith    ,vsmith    ,14/09/2011,ROSEMONT                      ,Oakwood,3,7,36.9105375417532,-76.2438264932696,"(36.9105375417532, -76.2438264932696)",2943,68,74,74
COLLEY AVENUE & REDGATE AVENUE                                                                                                                                                                          ,10/29/2012,Sandy (10/28/2012)                                                                                  ,Flooded street                                    ,,I,H    ,pmarino   ,,,GHENT                         ,Ghent Neighborhood League,2,6,36.8635413105385,-76.3002554063459,"(36.8635413105385, -76.3002554063459)",2943,33,38,38
9422 WELLS PARKWAY                                                                                                                                                                                      ,07/10/2014,Thunderstorms (7/9/2014)                                                                            ,Damaged tree(s)                                   ,,A,H    ,wwalker   ,,,PINEWELL                      ,Greater Pinewell,5,6,36.9480087719078,-76.2529580693568,"(36.9480087719078, -76.2529580693568)",2943,102,102,102
CHESAPEAKE BOULEVARD & JOHNSTONS ROAD                                                                                                                                                                   ,08/07/2019,STORM 8/7/19 (8/7/2019)                                                                             ,Flooded street                                    ,,I,H    ,jferris   ,,,ROSEMONT                      ,,3,7,36.9076788455448,-76.2403286250407,"(36.9076788455448, -76.2403286250407)",2943,68,74,74
1472 LONGDALE DRIVE                                                                                                                                                                                     ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,,A,H    ,dleavel   ,,,ROSEMONT                      ,,3,7,36.9014096968919,-76.2310612359894,"(36.9014096968919, -76.2310612359894)",2943,87,14,14
2300 BLOCK OF ALDER STREET                                                                                                                                                                              ,08/30/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,2300-2700 ALDER STREET,B,H    ,auwhite   ,auwhite   ,30/08/2011,COLEMAN PLACE                 ,Coleman Place,3,7,36.8699419053026,-76.2353520344236,"(36.8699419053026, -76.2353520344236)",2943,18,20,20
6419 PALEM ROAD                                                                                                                                                                                         ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,damaged during storm.,A,H    ,mmarcan   ,,,SEWELLS GARDENS               ,Sewells Gardens,3,7,36.8970371553731,-76.2428487811855,"(36.8970371553731, -76.2428487811855)",2943,81,86,86
2714 PLEASANT AVENUE                                                                                                                                                                                    ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,jmiddle   ,,,PRETTY LAKE                   ,East Ocean View,5,6,36.9322101210284,-76.2086968755735,"(36.9322101210284, -76.2086968755735)",2943,25,32,32
1063 LITTLE BAY AVENUE                                                                                                                                                                                  ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,sjohnso   ,,,WILLOUGHBY                    ,Willoughby,1,6,36.9654830842809,-76.2811207363331,"(36.9654830842809, -76.2811207363331)",,98,31,31
700 BLOCK OF B AVENUE                                                                                                                                                                                   ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,PICK UP DEBRIS,B,H    ,auwhite   ,auwhite   ,14/09/2011,HUNTERSVILLE                  ,Olde Huntersville,4,7,36.8643662375168,-76.277696162466,"(36.8643662375168, -76.277696162466)",2943,70,76,76
1449 SHADYWOOD ROAD                                                                                                                                                                                     ,08/28/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,Leon Rubbles - 339-9237,A,H    ,mmarcan   ,auwhite   ,01/09/2011,EAST NORVIEW                  ,Shadywood East,3,7,36.895285898441,-76.2295603962591,"(36.895285898441, -76.2295603962591)",2943,82,87,87
RUTHVEN ROAD & TERMINAL BOULEVARD                                                                                                                                                                       ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,NAVAL BASE                    ,No Civic League,1,7,36.9203152795945,-76.2865441560807,"(36.9203152795945, -76.2865441560807)",2943,128,128,128
BOUSH STREET & W OLNEY ROAD                                                                                                                                                                             ,09/06/2019,Dorian (9/5/2019)                                                                                   ,Flooded street                                    ,,I,H    ,ssummer   ,,,DOWNTOWN                      ,,2,6,36.8563017873591,-76.2908379140226,"(36.8563017873591, -76.2908379140226)",2943,128,128,128
1500 BLOCK OF JOHNSTONS ROAD                                                                                                                                                                            ,10/12/2018,Michael (10/11/2018)                                                                                ,Damaged tree(s)                                   ,,B,H    ,ssummer   ,,,LARRYMORE                     ,Larrymore Lawns,5,6,36.9096867407559,-76.2326065225083,"(36.9096867407559, -76.2326065225083)",2943,50,56,56
LION AVENUE & TEMPLAR BOULEVARD                                                                                                                                                                         ,10/28/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,downed tree fell on car and garage and is in ditch,I,H    ,sheming   ,,,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.9195936343142,-76.2410443650748,"(36.9195936343142, -76.2410443650748)",2943,84,89,89
2500 BLOCK OF BALLENTINE BOULEVARD                                                                                                                                                                      ,07/11/2015,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,,B,H    ,jmoss     ,,,BALLENTINE PARK               ,Ballentine Place,3,7,36.8668070353675,-76.2513993289494,"(36.8668070353675, -76.2513993289494)",2943,3,3,3
2400 BLOCK OF HEUTTE DRIVE                                                                                                                                                                              ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,daburto   ,,,SOUTH CAMELLIA                ,East Lynne/ Saratoga,5,6,36.9099859694753,-76.2104672296499,"(36.9099859694753, -76.2104672296499)",2943,24,28,28
E BRAMBLETON AVENUE & CHURCH STREET                                                                                                                                                                     ,10/04/2015,Joaquin (9/29/2015)                                                                                 ,Other                                             ,THE STREET IS BLOCKED OFF,I,H    ,aminix    ,,,TIDEWATER - YOUNG PARK        ,Downtown Norfolk Civic League,4,7,36.8532067325694,-76.2802839092051,"(36.8532067325694, -76.2802839092051)",2943,22,26,26
1751 FONTAINEBLEAU CRESCENT                                                                                                                                                                             ,08/31/2011,Irene (8/27/2011)                                                                                   ,Damaged tree(s)                                   ,"LARGE SYCAMORE DOWN ON HOUSE AND CAR
PROPERTY OWER SAYS ROOF DAMAGED & OPEN TO RAINFALL
42"" DBH & 75' TALL",A,H    ,vlbrown   ,,,LAYFAYETTE                    ,Lafayette/ Winona,2,6,36.8792458549115,-76.2650606155559,"(36.8792458549115, -76.2650606155559)",2943,122,122,122
3609 KILLAM AVENUE                                                                                                                                                                                      ,08/29/2011,Irene (8/27/2011)                                                                                   ,Down power line(s)                                ,"At 3609 Killiam Ave. remove large private Sycamore limb that came down and fell into the street, also cut out broken limb in city maple ",A,H    ,aelliot   ,vsmith    ,06/09/2011,PARK PLACE                    ,Kensington/ Old Dominion,2,7,36.8786853748666,-76.298345536014,"(36.8786853748666, -76.298345536014)",2943,46,51,51
200 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,10/02/2015,Joaquin (9/29/2015)                                                                                 ,Closed street                                     ,,B,H    ,wwalker   ,,,WARDS CORNER                  ,No Civic League,2,6,36.9161220946344,-76.2684160589208,"(36.9161220946344, -76.2684160589208)",2943,128,128,128
3100 BLOCK OF STRATHMORE AVENUE                                                                                                                                                                         ,09/04/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,DEBRIS REMOVAL.,B,H    ,vsmith    ,vsmith    ,04/09/2011,CHESTERFIELD                  ,Chesterfield Heights,4,7,36.8450225005176,-76.2465272384085,"(36.8450225005176, -76.2465272384085)",2943,17,19,19
TIDEWATER DRIVE & LINDENWOOD AVENUE                                                                                                                                                                     ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,LINDENWOOD                    ,Lindenwood/ Barraud Park/ Cottage Heights,3,7,36.8663133193672,-76.2690935652222,"(36.8663133193672, -76.2690935652222)",2943,51,57,57
631 MUSKOGEE AVENUE                                                                                                                                                                                     ,01/09/2018,unnamed  (1/7/2018)                                                                                 ,Water line issue                                  ,,A,H    ,stjones   ,,,ROLAND PARK                   ,Roland Park,2,6,36.8968915943065,-76.2601461412661,"(36.8968915943065, -76.2601461412661)",2943,79,84,84
8275 CHESAPEAKE BOULEVARD                                                                                                                                                                               ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged building                                  ,,A,H    ,sjohnso   ,,,NORTH CHESAPEAKE BLVD.        ,Crossroads,5,6,36.9232492412466,-76.2431765505949,"(36.9232492412466, -76.2431765505949)",2943,126,126,126
1ST VIEW STREET & SAINT GEORGE AVENUE                                                                                                                                                                   ,10/04/2015,Joaquin (9/29/2015)                                                                                 ,Closed street                                     ,1st VIEW ST BETWEEN SAINT GEORGE AV AND RIDGEWELL WILL BE CLOSED UNTIL FURTHER ADVISED DUE TO POWER LINES DOWN.,I,H    ,aminix    ,,,PAMLICO                       ,Ocean View,5,6,36.9480572540686,-76.2637528112138,"(36.9480572540686, -76.2637528112138)",2943,69,75,75
300 BLOCK OF DUNE STREET                                                                                                                                                                                ,09/06/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,DEBRIS BLOCKING S/W.,B,H    ,vsmith    ,vsmith    ,06/09/2011,NORTHSIDE                     ,Northside,1,6,36.935612543566,-76.2552653679199,"(36.935612543566, -76.2552653679199)",2943,101,101,101
GRANBY STREET & THOLE STREET                                                                                                                                                                            ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,mbudd     ,,,SUBURBAN                      ,No Civic League,2,6,36.9065063423584,-76.2760836542059,"(36.9065063423584, -76.2760836542059)",2943,,,
5600 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8933289743109,-76.3035322451003,"(36.8933289743109, -76.3035322451003)",2943,49,54,54
163 FAYTON AVENUE                                                                                                                                                                                       ,10/04/2015,Joaquin (9/29/2015)                                                                                 ,Other                                             ,,A,H    ,areese    ,,,TALBOT PARK                   ,Cromwell Farms/ Ellsworth,2,6,36.9007599876646,-76.2755636812381,"(36.9007599876646, -76.2755636812381)",2943,114,115,115
1400 BLOCK OF AZALEA COURT                                                                                                                                                                              ,09/01/2011,Irene (8/27/2011)                                                                                   ,Debris blocking street                            ,,B,H    ,auwhite   ,auwhite   ,01/09/2011,WEST GHENT                    ,West Ghent,2,6,36.8732356138531,-76.304050349983,"(36.8732356138531, -76.304050349983)",2943,97,98,98
20TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,09/30/2010,Nicole (9/30/2010)                                                                                  ,Flooded street                                    ,Pleasant ave from 19th to 20th- whole area flooded but school buses are driving through. (from PW),I,H    ,acastil   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9288581811178,-76.1942881319954,"(36.9288581811178, -76.1942881319954)",2943,25,32,32
105 MIDTOWN TUNNEL                                                                                                                                                                                      ,10/29/2012,Sandy (10/28/2012)                                                                                  ,Closed street                                     ,MIDTOWN TUNNEL IS CLOSED TO ALL TRAFFIC,A,H    ,pmcarte   ,,,MEDICAL CENTER                ,No Civic League,2,6,36.861479805049,-76.3091329661996,"(36.861479805049, -76.3091329661996)",2943,128,128,128
3800 PETERSON STREET                                                                                                                                                                                    ,09/21/2016,unnamed  (9/20/2016)                                                                                ,Flooded street                                    ,,A,H    ,nmoran    ,,,ESTABROOK                     ,Estabrook,3,7,36.8739075955444,-76.2435763531628,"(36.8739075955444, -76.2435763531628)",2943,28,24,24
600 BLOCK OF RESERVOIR AVENUE                                                                                                                                                                           ,10/01/2010,Nicole (9/30/2010)                                                                                  ,Flooded street                                    ,TEST,B,H    ,aminix    ,,,BRAMBLETON                    ,South Brambleton,4,7,36.8470476923671,-76.2729307252681,"(36.8470476923671, -76.2729307252681)",2943,85,69,69
800 BLOCK OF BANCKER ROAD                                                                                                                                                                               ,10/09/2016,Hurricane Matthew (10/5/2016)                                                                       ,Damaged tree(s)                                   ,,B,H    ,dleavel   ,,,NORTH CHESAPEAKE BLVD.        ,Crossroads,5,6,36.9172849972722,-76.2493202505986,"(36.9172849972722, -76.2493202505986)",2943,126,126,126
3600 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,LAMBERTS POINT / ODU          ,Lamberts Point,2,7,36.8784297279087,-76.3020429587671,"(36.8784297279087, -76.3020429587671)",2943,48,53,53
3580 KENTUCKY AVENUE                                                                                                                                                                                    ,04/13/2020,Storm Spring 2020 (4/13/2020)                                                                       ,Damaged tree(s)                                   ,,A,H    ,dleavel   ,,,INGLESIDE                     ,Ingleside,4,7,36.8440837256911,-76.236178965649,"(36.8440837256911, -76.236178965649)",2943,44,49,49
1848 SPRINGWOOD STREET                                                                                                                                                                                  ,10/14/2016,Hurricane Matthew (10/5/2016)                                                                       ,Other                                             ,"Limbs, branches",A,H    ,jsumler   ,,,BEL-AIRE                      ,Roosevelt Area,5,6,36.920670106374,-76.2227912047758,"(36.920670106374, -76.2227912047758)",2943,80,85,85
6200 BLOCK OF TIDEWATER DRIVE                                                                                                                                                                           ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,rdelaha   ,,,ROLAND PARK                   ,Roland Park,2,7,36.8936852565339,-76.2574196128173,"(36.8936852565339, -76.2574196128173)",2943,79,84,84
3101 ARGONNE AVENUE                                                                                                                                                                                     ,10/11/2016,Hurricane Matthew (10/5/2016)                                                                       ,Debris blocking street                            ,,A,H    ,mbudd     ,,,LAYFAYETTE                    ,Fairmount Park,3,7,36.8749470841924,-76.258221367415,"(36.8749470841924, -76.258221367415)",2943,29,29,29
901 HANOVER AVENUE                                                                                                                                                                                      ,10/03/2015,Joaquin (9/29/2015)                                                                                 ,Debris blocking street                            ,ALOT OF DEBRIS HAS WASHED UP FROM THE RIVER AND NEEDS TO BE CLEANED UP AND REMOVED,A,H    ,harias    ,,,EDGEWATER - LARCHMONT         ,Larchmont/ Edgewater,2,6,36.8977835676084,-76.2947480536671,"(36.8977835676084, -76.2947480536671)",2943,49,54,54
1121 LANCE ROAD                                                                                                                                                                                         ,08/30/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,"HANSEN SR#: 280601 
Storm debris blocking drain",A,H    ,rcraddo   ,,,CROWN POINT                   ,No Civic League,4,7,36.8597709354916,-76.2147591290866,"(36.8597709354916, -76.2147591290866)",2943,128,128,128
6200 BLOCK OF TAYLOR DRIVE                                                                                                                                                                              ,09/14/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,BAGS & BRANCH REMOVAL.,B,H    ,vsmith    ,vsmith    ,14/09/2011,MAPLE HALL - HOLLYWOOD        ,Hollywood Homes/ Maple Hall,4,7,36.8610340346152,-76.1897426116416,"(36.8610340346152, -76.1897426116416)",2943,41,45,45
9567 17TH BAY STREET                                                                                                                                                                                    ,10/30/2012,Sandy (10/28/2012)                                                                                  ,Damaged building                                  ,,A,H    ,mhonabl   ,,,SHORE DRIVE                   ,East Ocean View,5,6,36.9293335934415,-76.1982194853157,"(36.9293335934415, -76.1982194853157)",2943,25,32,32
13TH BAY STREET & E OCEAN VIEW AVENUE                                                                                                                                                                   ,10/29/2012,Sandy (10/28/2012)                                                                                  ,Traffic signal issue                              ,"Traffic lights flashing - 9:46
The number 1 control box tripped and reset it now its back operational at 10:08am - mmckenz 10/29/2012 10:08:22 AM
service request number - 3088901 - mmckenz 10/29/2012 1:06:54 PM",I,H    ,mmckenz   ,bdamico   ,29/10/2012,PRETTY LAKE                   ,East Ocean View,5,6,36.9322472915029,-76.2020495604529,"(36.9322472915029, -76.2020495604529)",2943,25,32,32
NORWAY PLACE & LASALLE AVENUE                                                                                                                                                                           ,01/09/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,I,H    ,rdelaha   ,,,LAYFAYETTE                    ,Lafayette/ Winona,2,6,36.8792239131132,-76.2679168774446,"(36.8792239131132, -76.2679168774446)",2943,122,122,122
900 BLOCK OF GRANBY STREET                                                                                                                                                                              ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,mbudd     ,,,EAST GHENT                    ,Downtown Norfolk Civic League,2,6,36.8591025682351,-76.2882929669567,"(36.8591025682351, -76.2882929669567)",2943,22,26,26
MONTICELLO AVENUE & E VIRGINIA BEACH BOULEVARD                                                                                                                                                          ,05/16/2014,Heavy Rain (5/16/2014)                                                                              ,Closed street                                     ,,I,H    ,smahone   ,,,HUNTERSVILLE                  ,Downtown Norfolk Civic League,4,6,36.858254171334,-76.2870270586713,"(36.858254171334, -76.2870270586713)",2943,128,128,128
5900 BLOCK OF CHESAPEAKE BOULEVARD                                                                                                                                                                      ,01/08/2017,Winter Storm Helena (1/6/2017)                                                                      ,Other                                             ,,B,H    ,tmscott   ,,,NORVIEW                       ,Norview Heights,3,7,36.8880783314891,-76.2412360231255,"(36.8880783314891, -76.2412360231255)",2943,108,109,109
300 BLOCK OF WATERSIDE DRIVE                                                                                                                                                                            ,08/28/2011,Irene (8/27/2011)                                                                                   ,Other                                             ,Historical marker knocked over on pier behind Waterside.,B,H    ,aramsey   ,,,DOWNTOWN                      ,Downtown Norfolk Civic League,2,6,36.8448618872102,-76.2911621187477,"(36.8448618872102, -76.2911621187477)",2943,22,26,26
1300 TEMPLAR BOULEVARD                                                                                                                                                                                  ,10/10/2016,Hurricane Matthew (10/5/2016)                                                                       ,Flooded street                                    ,,A,H    ,nmoran    ,fpicard   ,14/10/2016,NORTH CHESAPEAKE BLVD.        ,South Bayview,5,6,36.9205646788421,-76.238106903317,"(36.9205646788421, -76.238106903317)",2943,84,89,89
