"the_geom","tax_year","roll_num","address","year_built","assessclas","bldg_desc","bldg_metre","bldg_feet","garage","fireplace","basement","bsmtdevl","assessment","latitude","longitude"
"POINT (-113.32957623816075 53.49412314753939)","2017","2316108386","448 52304 RNG RD 233","2005","Residential","1 Storey & Basement","192","2066","Y","Y","Y","Y","900000","53.4943484695","-113.3297672715"
"POINT (-113.27143010627537 53.548743035151375)","2017","8107015007","157 CORNWALL RD","2003","Residential","2 Storey & Basement","205","2204","Y","Y","Y","Y","584000","53.5489578951","-113.2716993608"
"POINT (-113.2537998415013 53.527095471434336)","2017","7326072008","291 FOXHAVEN BAY","2003","Residential","Split Entry & Bonus Upper","135","1452","Y","Y","Y","Y","445000","53.5271636193","-113.2540670672"
"POINT (-113.2734554650907 53.549963528188066)","2017","8109008004","30 CONNOR LN","2003","Residential","2 Storey & Basement","125","1341","N","Y","Y","N","324000","53.5500006865","-113.2737306287"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520089009","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","241000","53.5286850865","-113.3234136847"
"POINT (-112.91280502598642 53.375402838810146)","2017","1005109002","133 51042 RNG RD 204","1983","Residential","1 Storey & Basement","165","1773","Y","Y","Y","Y","469000","53.3749103021","-112.914189714"
"POINT (-113.33200958042742 53.49467875118055)","2017","2316109085","476 52304 RNG RD 233","2016","Residential","1 Storey & Basement","322","3461","Y","Y","Y","Y","897000","53.4948168199","-113.3316376698"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520197000","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","107","1151","N","N","Y","Y","232000","53.5174913477","-113.3217174757"
"POINT (-113.28270341430378 53.51293382629751)","2017","7063240004","164 NEWCASTLE CR","2003","Residential","Split Entry & Bonus Upper","160","1722","Y","Y","Y","Y","515000","53.5129878639","-113.2829593153"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520104006","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1529","N","Y","Y","N","274000","53.5320005115","-113.3233104121"
"POINT (-113.2496955669628 53.51275880541832)","2017","7390132002","149 RIDGEBROOK RD","2004","Residential","1 Storey & Basement","120","1293","Y","Y","Y","N","444000","53.5129212343","-113.2498081679"
"POINT (-113.27000098446528 53.54428123243917)","2017","8055024005","9 CAVAN RD","2003","Residential","Split Entry & Bonus Upper","130","1399","Y","Y","Y","Y","437000","53.5442267625","-113.2702576092"
"POINT (-113.27053116462778 53.545648694450804)","2017","8057009000","104 CHELSEA WY","2003","Residential","Split Entry & Bonus Upper","139","1499","Y","Y","Y","Y","471000","53.5456112507","-113.2702115512"
"POINT (-112.92242193879939 53.404098154820836)","2017","1017346006","267 51268 RNG RD 204","1995","Residential","2 Storey & Basement","201","2167","Y","Y","Y","N","492000","53.404187448","-112.922788482"
"POINT (-113.25710827668891 53.523053515917624)","2017","7361009004","447 FOXBORO WY","2003","Residential","Split Entry & Bonus Upper","128","1379","Y","Y","Y","Y","429000","53.5231053838","-113.2573796128"
"POINT (-112.98304405413828 53.56893283582218)","2017","3111102009","21119 HWY 16","1986","Exempt / Farmland / Residential","Manufactured Home","181","1952","Y","Y","N","N","419340","53.5698573966","-112.988402615"
"POINT (-113.27000248184046 53.543842825312595)","2017","8055020004","25 CAVAN RD","2003","Residential","Split Entry","118","1265","Y","Y","Y","Y","416000","53.5438979617","-113.2702587128"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520098000","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","220000","53.5286850865","-113.3234136847"
"POINT (-113.25179806067622 53.52747066977041)","2017","7327530004","9 FOXHAVEN WY","2003","Residential","2 Storey & Basement","192","2068","Y","Y","Y","Y","476000","53.5273179752","-113.2517053992"
"POINT (-113.01577999023026 53.415736504860206)","2017","1122700006","21242 TWP RD 513","2000","Exempt / Farmland / Residential","2 Storey Basementless","259","2789","Y","Y","N","N","600240","53.4105289401","-113.0143728548"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520184008","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","Y","228000","53.5174913477","-113.3217174757"
"POINT (-113.26217890455477 53.51951527690962)","2017","7383090001","149 FOXBORO TERR","2002","Residential","2 Storey & Basement","199","2142","Y","Y","Y","Y","471000","53.519667496","-113.2622724523"
"POINT (-113.25740522084381 53.55365406004195)","2017","8025004003","157 SUNFLOWER CR","2003","Residential","1 Storey & Basement","121","1303","Y","Y","Y","Y","452000","53.5535867748","-113.2576900482"
"POINT (-113.088340276276 53.44586006244704)","2017","1131708008","157 51519 RNG RD 220","1992","Residential","Split Entry","114","1229","Y","Y","Y","Y","494000","53.4454989467","-113.0897191712"
"POINT (-112.88357292225633 53.40705116933998)","2017","1016100008","51278A WYE RD","1978","Exempt / Farmland / Residential","1 3/4 Storey Basementless","206","2212","Y","Y","Y","N","571680","53.4088358188","-112.8896451184"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520096004","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","234000","53.5286850865","-113.3234136847"
"POINT (-113.00993849092524 53.47214925070888)","2017","2110501009","52151 RNG RD 213","2004","Exempt / Farmland / Residential","1 Storey & Basement","283","3043","Y","Y","Y","Y","1416310","53.4757554672","-113.0129733119"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520135000","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1533","N","Y","Y","Y","280000","53.5320005115","-113.3233104121"
"POINT (-113.27825858103421 53.484410783668544)","2017","2314522400","337 52224 RNG RD 231","2007","Residential","1 Storey & Basement","170","1826","Y","Y","Y","Y","1026000","53.4851890879","-113.2795333489"
"POINT (-113.05860786821749 53.399566545722436)","2017","1117502003","21432A HWY 14","1960","Exempt / Farmland / Residential","1 Storey & Basement","151","1620","Y","Y","Y","N","385640","53.4030284076","-113.0594440665"
"POINT (-113.13679619542425 53.533470587107225)","2017","2235715117","163 52521 RNG RD 222","2002","Residential","Split Entry & Bonus Upper","131","1406","Y","Y","Y","Y","617000","53.5331547946","-113.1380973291"
"POINT (-112.85715461176618 53.375345622314896)","2017","1003131008","253 20212 TWP RD 510","2003","Residential","1 Storey & Basement","156","1682","Y","Y","Y","Y","540000","53.3761305224","-112.8572731153"
"POINT (-113.29008591762366 53.54586322115089)","2017","8530200158","15, 101 JIM COMMON DR","2002","Residential Condominium","Split Entry","113","1219","N","Y","Y","Y","381000","53.5460148731","-113.2902101002"
"POINT (-113.2662855150838 53.494530369690004)","2017","2313302303","60 52257 RNG RD 231","2002","Residential","2 Storey & Basement","225","2420","Y","Y","Y","Y","932000","53.4954455546","-113.2668731318"
"POINT (-113.24972400002319 53.51355875018945)","2017","7393006002","25 RIDGEBROOK WY","2004","Residential","2 Storey & Basement","178","1918","Y","Y","Y","Y","503000","53.5137124377","-113.249831067"
"POINT (-112.89979833173493 53.40875321049969)","2017","1016307009","53 51263 RNG RD 204","1993","Residential","1 Storey & Basement","113","1215","Y","N","Y","Y","372000","53.4088529062","-112.9002368757"
"POINT (-113.26238875521727 53.52385028955928)","2017","7251139004","573 FORREST DR","2004","Residential","1 Storey & Basement","114","1222","Y","Y","Y","Y","448000","53.5237259521","-113.2626870524"
"POINT (-113.00940528340527 53.448040397958145)","2017","1134137007","87 51551 RNG RD 212A","1977","Residential","1 Storey & Basement","85","912","N","Y","Y","N","214000","53.4481224009","-113.0091079877"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520178000","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","106","1140","N","N","Y","Y","222000","53.5174913477","-113.3217174757"
"POINT (-113.26366634324006 53.52000548261691)","2017","7383117002","257 FOXBORO PT","2002","Residential","2 Storey & Basement","170","1835","Y","N","Y","Y","424000","53.5199400105","-113.2639208819"
"POINT (-113.24930587810734 53.513573467255476)","2017","7393008008","33 RIDGEBROOK WY","2004","Residential","2 Storey & Basement","165","1772","Y","Y","Y","N","472000","53.5137255249","-113.2494639227"
"POINT (-113.28893324230299 53.54543357514912)","2017","8530200263","26, 101 JIM COMMON DR","2003","Residential Condominium","2 Storey & Basement","138","1486","Y","Y","Y","Y","356000","53.5453001434","-113.2890583903"
"POINT (-113.25609381704054 53.553997203582746)","2017","8026010007","77 SUNFLOWER LN","2002","Residential","1 Storey & Basement","104","1118","Y","N","Y","Y","392000","53.5540576026","-113.256350272"
"POINT (-112.8884015070027 53.39805248472094)","2017","1016510008","16 20332 TWP RD 512","1992","Residential","2 Storey & Basement","97","1044","Y","Y","Y","Y","393000","53.3962821913","-112.889635764"
"POINT (-112.94802898460881 53.46226002435947)","2017","2006339002","15 20575 WYE RD","2003","Residential","2 Storey & Basement","167","1800","Y","Y","Y","N","376000","53.4623274277","-112.9483278122"
"POINT (-113.08819506519632 53.38477534829435)","2017","1107729004","145 51109 RNG RD 220","1993","Residential","Split Entry","116","1250","Y","Y","Y","Y","510000","53.3851005728","-113.0897957803"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520157004","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1530","N","Y","Y","Y","267000","53.5320005115","-113.3233104121"
"POINT (-112.92037680868923 53.43157619400938)","2017","1029701008","51439 RNG RD 205","1981","Exempt / Farmland / Residential","1 Storey Basementless","205","2209","Y","N","N","N","401610","53.4306601769","-112.926440909"
"POINT (-112.88353448572538 53.376181039882916)","2017","1004100002","51052 RNG RD 203","2007","Exempt / Farmland / Residential","2 Storey Slab on Grade","303","3259","Y","Y","N","N","625470","53.3779787644","-112.8896063439"
"POINT (-112.84650676598214 53.37252755429958)","2017","1002700001","51037 RNG RD 202","1967","Farmland / Residential","Manufactured Home","67","717","N","N","N","N","133550","53.3706310475","-112.8525726907"
"POINT (-113.25517365960329 53.55500568414829)","2017","8024055003","61 SUNFLOWER CR","2003","Residential","Split Entry","104","1118","Y","N","Y","Y","381000","53.5548321212","-113.2551096386"
"POINT (-113.25792157070131 53.52460589086499)","2017","7324054008","386 FOXBORO WY","2003","Residential","2 Storey & Basement","176","1893","Y","N","Y","N","424000","53.5245536909","-113.2581929754"
"POINT (-113.28162159987252 53.51381921098771)","2017","7063228001","216 NEWCASTLE CR","2003","Residential","2 Storey & Basement","172","1847","Y","Y","Y","Y","457000","53.5136676621","-113.2815277271"
"POINT (-112.85589568741462 53.394909537172694)","2017","1010101002","20219 TWP RD 512","1930","Exempt / Farmland / Residential","1 Storey & Basement","88","944","N","Y","Y","N","227530","53.3959887154","-112.8589106477"
"POINT (-113.2734539628434 53.55050029001158)","2017","8109001009","2 CONNOR LN","2003","Residential","2 Storey & Basement","144","1551","N","Y","Y","Y","364000","53.5504487087","-113.2737292755"
"POINT (-113.33035093460978 53.49412619262581)","2017","2316108401","456 52304 RNG RD 233","2002","Residential","1 Storey & Basement","181","1949","Y","Y","Y","Y","802000","53.494351525","-113.3305419757"
"POINT (-113.24854982515005 53.551595930054596)","2017","8020102008","57 CROCUS CR","2002","Residential","2 Storey & Basement","139","1500","Y","Y","Y","Y","413000","53.5517583983","-113.2487156893"
"POINT (-113.08957708505682 53.393567138906874)","2017","1107302000","21551 HWY 14","1960","Exempt / Farmland / Residential","Manufactured Home","83","896","Y","N","N","N","171310","53.3951929056","-113.0925655621"
"POINT (-112.90317375301895 53.37796393768331)","2017","1005101009","51056 RNG RD 204","1963","Exempt / Farmland / Non-Residential / Residential","1 Storey Basementless","140","1512","Y","Y","Y","N","416580","53.3803693879","-112.9043125866"
"POINT (-112.90637855706885 53.41031251116543)","2017","1017116003","101 51268 RNG RD 204","1966","Residential","1 Storey Basementless","67","720","N","N","N","N","179000","53.4100971892","-112.9066087155"
"POINT (-113.25710803974684 53.523457430678974)","2017","7361013005","431 FOXBORO WY","2003","Residential","Split Entry & Bonus Upper","101","1083","Y","N","Y","Y","380000","53.5235093032","-113.2573793913"
"POINT (-112.85770887638256 53.36855713343869)","2017","1003108006","134 20212 TWP RD 510","2008","Residential","1 Storey & Basement","216","2322","Y","Y","Y","Y","802000","53.3682848138","-112.8592065036"
"POINT (-112.92025808289763 53.40496825488055)","2017","1017335009","243 51268 RNG RD 204","1968","Residential","A-Frame Basementless","117","1256","Y","Y","N","N","163000","53.4050392445","-112.92055995"
"POINT (-113.28055689746083 53.51303838041748)","2017","7219008004","107 NEWCASTLE CR","2003","Residential","2 Storey & Basement","180","1937","Y","Y","Y","N","452000","53.5128896566","-113.2806514477"
"POINT (-112.87517165749024 53.418569822041775)","2017","1022300022","51350 WYE RD","1978","Farmland / Residential","1 Storey & Basement","136","1467","Y","Y","Y","Y","471640","53.4179039797","-112.8772288455"
"POINT (-113.27078906275872 53.54321885113822)","2017","8056013000","50 CAVAN RD","2004","Residential","2 Storey & Basement","145","1562","Y","Y","Y","Y","404000","53.5432730723","-113.2710452749"
"POINT (-113.04894247178663 53.37839369183079)","2017","1104327000","242 51049 RNG RD 214","1993","Residential","1 Storey & Basement","120","1293","Y","Y","Y","Y","478000","53.3792690709","-113.0494129876"
"POINT (-113.33209430027605 53.497078263975574)","2017","2316101348","746 52304 RNG RD 233","2002","Residential","2 Storey & Basement","415","4468","Y","Y","Y","Y","1098000","53.4971961443","-113.3324751377"
"POINT (-112.91419136713466 53.40842422654681)","2017","1017114008","169 51268 RNG RD 204","1976","Residential","1 3/4 Storey Basementless","134","1440","N","N","N","N","183000","53.4087897843","-112.9144592905"
"POINT (-113.00850459924347 53.447180275181694)","2017","1134194008","98 51551 RNG RD 212A","1953","Residential","1 1/2 Storey & Basement","89","962","Y","N","Y","N","245000","53.4472734424","-113.0088029231"
"POINT (-112.86019019631608 53.37893973301676)","2017","1003124003","385 20212 TWP RD 510","2005","Residential","1 Storey & Basement","173","1858","Y","Y","Y","Y","607000","53.3797066448","-112.8610177897"
"POINT (-113.27208416491462 53.549495583164166)","2017","8108011006","140 CORNWALL RD","2003","Residential","2 Storey & Basement","213","2298","Y","Y","Y","Y","505000","53.5495472672","-113.2718087012"
"POINT (-113.09391524171488 53.38551181244544)","2017","1107712000","230 51109 RNG RD 220","1981","Residential","2 Storey & Basement","211","2268","Y","Y","Y","Y","576000","53.3863473941","-113.0944374996"
"POINT (-113.25687963348872 53.55324297697199)","2017","8025021006","62 SUNFLOWER LN","2004","Residential","2 Storey & Basement","183","1967","Y","Y","Y","N","482000","53.5533171417","-113.2571369827"
"POINT (-113.25427380456038 53.55494849954603)","2017","8024060002","41 SUNFLOWER CR","2002","Residential","2 Storey & Basement","112","1210","Y","N","Y","N","337000","53.5547925121","-113.254388524"
"POINT (-113.31806537653429 53.49095265444109)","2017","2315336107","7 52249 RNG RD 233","1976","Residential","2 Storey & Basement","322","3465","Y","Y","Y","N","1134000","53.4916505627","-113.3185073738"
"POINT (-113.2498425410694 53.51431597026641)","2017","7392022006","89 RIDGEBROOK CL","2004","Residential","2 Storey & Basement","184","1976","Y","Y","Y","Y","522000","53.5141849155","-113.249962241"
"POINT (-113.14384323390188 53.50901163015636)","2017","2223171105","314 52349 RNG RD 222","1992","Exempt / Farmland / Residential","1 Storey & Basement","129","1388","Y","Y","Y","Y","559100","53.5098100037","-113.1453618025"
"POINT (-113.27945731127272 53.5149515235741)","2017","7063188009","422 NORWAY CR","2002","Residential","2 Storey & Basement","201","2161","Y","Y","Y","N","494000","53.5148322838","-113.2796702791"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520526000","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","247000","53.5301184283","-113.3033310255"
"POINT (-113.27185672789453 53.48797964034662)","2017","2314510104","2 52224 RNG RD 231","2003","Residential","1 Storey & Basement","217","2339","Y","Y","Y","N","916000","53.4888378785","-113.2715221241"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520137006","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1525","N","Y","Y","N","271000","53.5320005115","-113.3233104121"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520095006","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","226000","53.5286850865","-113.3234136847"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520122008","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","141","1521","N","Y","Y","Y","266000","53.5320005115","-113.3233104121"
"POINT (-113.2587616519263 53.53564329528887)","2017","7314059007","224 HERITAGE DR","2002","Residential","1 Storey & Basement","124","1333","Y","Y","Y","Y","501000","53.5357706452","-113.2590951702"
"POINT (-112.86373240991637 53.379170509318065)","2017","1003152004","350 20212 TWP RD 510","1995","Residential","1 Storey & Basement","127","1370","Y","Y","Y","Y","398000","53.3797098579","-112.8650208955"
"POINT (-113.26493189118546 53.52273586754235)","2017","7251060008","256 FORREST DR","2002","Residential","2 Storey & Basement","171","1844","Y","Y","Y","Y","457000","53.5226015538","-113.2650901446"
"POINT (-113.25833771994536 53.553013917343016)","2017","8024022008","186 SUNFLOWER CR","2003","Residential","2 Storey & Basement","208","2236","Y","Y","Y","Y","518000","53.5531431888","-113.2585232084"
"POINT (-113.32223105081559 53.53138953349034)","2017","7520121000","525 WOODBRIDGE WY","1980","Residential Condominium","2 Storey & Basement","142","1530","N","Y","Y","Y","267000","53.5320005115","-113.3233104121"
"POINT (-113.00298196811609 53.38075481800828)","2017","1103123004","62 51058 RNG RD 212","1992","Residential","1 Storey Basementless","89","962","Y","N","N","N","317000","53.3812976088","-113.0040452669"
"POINT (-113.24839453301973 53.55266913510885)","2017","8020113004","101 CROCUS CR","2002","Residential","2 Storey & Basement","124","1337","Y","N","Y","N","348000","53.55260785","-113.2487030783"
"POINT (-113.27128134872268 53.54934855647923)","2017","8107010008","137 CORNWALL RD","2005","Residential","2 Storey & Basement","166","1790","Y","Y","Y","Y","470000","53.5492860709","-113.2715379801"
"POINT (-112.91925957402613 53.405901379623145)","2017","1017328004","229 51268 RNG RD 204","1983","Residential","1 Storey & Basement","77","831","N","Y","Y","N","216000","53.4058807288","-112.9195891569"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520209003","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","Y","235000","53.5174913477","-113.3217174757"
"POINT (-113.01351657000465 53.54670794835536)","2017","3103704006","38 21252 TWP RD 530","2002","Residential","1 Storey & Basement","159","1708","Y","Y","Y","N","619000","53.5461621042","-113.0133910601"
"POINT (-113.0449968204452 53.37279498477941)","2017","1104703002","51039 RNG RD 214","1976","Residential","2 Storey & Basement","186","2003","Y","Y","Y","N","555000","53.3739681398","-113.0494074089"
"POINT (-113.24944191084668 53.513264542039046)","2017","7393009006","154 RIDGEBROOK RD","2004","Residential","2 Storey & Basement","172","1854","Y","Y","Y","Y","492000","53.5134048628","-113.2496169374"
"POINT (-113.01007082796671 53.44820442756008)","2017","1134131000","75 51551 RNG RD 212A","1993","Residential","Split Level","88","950","N","N","N","N","276000","53.4482870106","-113.0097724078"
"POINT (-113.2494861959456 53.51276606147886)","2017","7390133000","153 RIDGEBROOK RD","2003","Residential","Split Entry & Bonus Upper","138","1485","Y","Y","Y","Y","460000","53.5129281789","-113.2496154462"
"POINT (-113.25792146333208 53.52481333205877)","2017","7324056003","378 FOXBORO WY","2003","Residential","2 Storey & Basement","131","1415","Y","Y","Y","Y","395000","53.5248648607","-113.2581928091"
"POINT (-113.25710748559467 53.5245686220089)","2017","7360026003","395 FOXBORO WY","2003","Residential","1 Storey & Basement","104","1122","Y","N","Y","Y","406000","53.5246205533","-113.2573788348"
"POINT (-113.26914978443067 53.545471305064545)","2017","8052050001","111 CHELSEA WY","2003","Residential","Split Entry & Bonus Upper","143","1534","Y","Y","Y","Y","474000","53.5454734147","-113.2694425533"
"POINT (-113.26985752127017 53.403659414671345)","2017","1313322109","242 51247 RNG RD 231","2006","Residential","1 Storey & Basement","148","1590","Y","N","Y","Y","528000","53.4042670096","-113.2704755868"
"POINT (-113.3258083299993 53.496253509811524)","2017","2316106024","604 52304 RNG RD 233","2002","Residential","2 Storey & Basement","308","3314","Y","Y","Y","Y","937000","53.4963646042","-113.325418301"
"POINT (-113.27127815376377 53.55034492436834)","2017","8107002005","105 CORNWALL RD","2002","Residential","2 Storey & Basement","192","2068","Y","Y","Y","Y","493000","53.5502851645","-113.2715348159"
"POINT (-113.2654331951197 53.52314185437288)","2017","7251064009","272 FORREST DR","2002","Residential","1 Storey & Basement","120","1290","Y","Y","Y","Y","461000","53.5230517297","-113.2656876125"
"POINT (-112.91793175623198 53.405296386823025)","2017","1017301001","200 51268 RNG RD 204","1997","Residential","1 3/4 Sty. Slab on Grade","182","1960","N","N","N","N","520000","53.4033824281","-112.9217528623"
"POINT (-113.2529378741032 53.5273757226172)","2017","7326082006","331 FOXHAVEN BAY","2003","Residential","Split Entry & Bonus Upper","138","1482","Y","Y","Y","Y","455000","53.5274323245","-113.2532247748"
"POINT (-113.32957245731262 53.49557044823867)","2017","2316107172","564 52304 RNG RD 233","2006","Residential","1 Storey & Basement","203","2180","Y","Y","Y","Y","957000","53.4957955591","-113.3297710203"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520553004","47, 2131 OAK ST","1983","Exempt","2 Storey & Basement","109","1170","N","N","Y","N","240000","53.5301184283","-113.3033310255"
"POINT (-113.2694112136538 53.542948945452565)","2017","8053115003","81 CAVAN CR","2004","Residential","2 Storey & Basement","119","1277","Y","Y","Y","N","379000","53.5431016824","-113.2695015547"
"POINT (-112.87112230957177 53.40526930307281)","2017","1015301003","51247 WYE RD","1993","Exempt / Farmland / Residential","Manufactured Home","113","1217","N","Y","N","N","262890","53.4070657185","-112.8772001945"
"POINT (-113.27277211226883 53.48580212965148)","2017","2314520208","13 52224 RNG RD 231","2004","Residential","1 Storey & Basement","212","2284","Y","Y","Y","Y","1139000","53.4849914759","-113.2733559715"
"POINT (-113.01253541786592 53.44770977053427)","2017","1134109006","31 51551 RNG RD 212A","1993","Residential","Split Entry","100","1074","Y","N","Y","Y","308000","53.4477922794","-113.0128341485"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520549002","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","N","225000","53.5301184283","-113.3033310255"
"POINT (-113.25792325323724 53.52138329164389)","2017","7384144002","22 FOXBORO GROVE","2003","Residential","Split Entry & Bonus Upper","125","1343","Y","Y","Y","Y","428000","53.52133138","-113.2581946386"
"POINT (-113.25797771789613 53.552820684124576)","2017","8024020003","194 SUNFLOWER CR","2004","Residential","2 Storey & Basement","224","2414","Y","Y","Y","Y","556000","53.5527019165","-113.2581859714"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520088001","246 WOODBRIDGE WY","1978","Residential Condominium","Split Entry","80","864","N","N","Y","Y","239000","53.5286850865","-113.3234136847"
"POINT (-112.89510877976433 53.3929363580886)","2017","1009302009","51163 RNG RD 204","1982","Residential","2 Storey & Basement","184","1981","N","Y","Y","Y","555000","53.3917901667","-112.8896290208"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520191003","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","105","1133","N","N","Y","Y","221000","53.5174913477","-113.3217174757"
"POINT (-113.0055166622713 53.4438674058659)","2017","1134218005","165 51551 RNG RD 212A","2002","Residential","2 Storey & Basement","203","2185","Y","Y","Y","Y","609000","53.4436489756","-113.005891445"
"POINT (-113.2563499104252 53.555071261788626)","2017","8024048009","89 SUNFLOWER CR","2003","Residential","2 Storey & Basement","123","1319","Y","Y","Y","Y","373000","53.5548966729","-113.2562845021"
"POINT (-113.0670484116194 53.37478914346143)","2017","1105310005","73 51049 RNG RD 215","1992","Residential","1 Storey & Basement","136","1460","Y","N","Y","Y","506000","53.3756226123","-113.0675869434"
"POINT (-113.32143549832573 53.51769342277753)","2017","7520171005","787 VILLAGE DR","1980","Residential Condominium","2 Storey & Basement","107","1151","N","N","Y","N","230000","53.5174913477","-113.3217174757"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520561007","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","N","234000","53.5301184283","-113.3033310255"
"POINT (-112.92187183839889 53.40450767261223)","2017","1017342005","259 51268 RNG RD 204","1998","Residential","2 Storey Basementless","156","1676","Y","Y","N","N","380000","53.4042900203","-112.9218946689"
"POINT (-113.26939106887355 53.54583758748858)","2017","8052053004","99 CHELSEA WY","2004","Residential","1 Storey & Basement","127","1372","Y","Y","Y","N","462000","53.5459568869","-113.269178859"
"POINT (-112.91303993302317 53.37938199730639)","2017","1005113503","181 51042 RNG RD 204","2002","Residential","1 Storey & Basement","149","1600","Y","Y","Y","Y","586000","53.3798270401","-112.9118523999"
"POINT (-113.06824636998272 53.378400474984005)","2017","1108718006","61 51069 RNG RD 215","2011","Residential","1 Storey & Basement","196","2110","Y","Y","Y","Y","835000","53.3792361578","-113.0687410881"
"POINT (-113.27522699766429 53.5487998266558)","2017","8106518004","241 CORNWALL RD","2006","Residential","2 Storey & Basement","166","1786","Y","Y","Y","N","428000","53.5489606334","-113.2753064584"
"POINT (-112.88515649036697 53.401631550607924)","2017","1016502005","6 20332 TWP RD 512","1958","Residential","1 Storey & Basement","146","1573","Y","Y","Y","Y","415000","53.3998235322","-112.8867989819"
"POINT (-113.30243151136236 53.529255010406125)","2017","7520512000","47, 2131 OAK ST","1983","Residential Condominium","2 Storey & Basement","109","1170","N","N","Y","Y","229000","53.5301184283","-113.3033310255"
"POINT (-113.00487277919292 53.4431374180542)","2017","1134223005","175 51551 RNG RD 212A","1983","Residential","Split Entry","98","1057","N","Y","Y","Y","336000","53.4430746352","-113.0053585681"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520093001","246 WOODBRIDGE WY","1978","Residential Condominium","Split Entry","80","864","N","N","Y","Y","226000","53.5286850865","-113.3234136847"
"POINT (-113.27263199722587 53.55038280043573)","2017","8108027001","5 CONNOR LN","2004","Residential","2 Storey & Basement","168","1810","Y","Y","Y","Y","461000","53.5504321871","-113.2729071549"
"POINT (-113.01890711235951 53.35782160443183)","2017","133300004",,"1953","Exempt / Farmland / Residential","Split Level","151","1621","Y","Y","Y","N","365460","53.3595462282","-113.0253097884"
"POINT (-113.24908961569184 53.51406797692019)","2017","7392035008","34 RIDGEBROOK WY","2004","Residential","Split Entry","118","1265","Y","Y","Y","Y","467000","53.5142090717","-113.2492683561"
"POINT (-113.28928308566962 53.5456058581315)","2017","8530200222","22, 101 JIM COMMON DR","2003","Residential Condominium","Split Entry","113","1219","N","Y","Y","Y","374000","53.5455138404","-113.2894925396"
"POINT (-113.26366387848272 53.51988215393665)","2017","7383116004","253 FOXBORO PT","2002","Residential","2 Storey & Basement","132","1420","Y","N","Y","N","379000","53.5199400105","-113.2639208819"
"POINT (-113.32222985506155 53.528862388141775)","2017","7520051009","246 WOODBRIDGE WY","1978","Residential Condominium","2 Storey & Basement","97","1044","N","N","Y","Y","222000","53.5286850865","-113.3234136847"
"POINT (-113.26236754536903 53.519893358599184)","2017","7383184007","202 FOXBORO LANDING","2002","Residential","Split Entry & Bonus Upper","114","1232","Y","Y","Y","Y","409000","53.5199567177","-113.2626245858"
"POINT (-113.0666748100195 53.38034314075586)","2017","1108747005","74 51069 RNG RD 215","1992","Residential","1 Storey & Basement","113","1215","Y","Y","Y","Y","471000","53.3811758962","-113.0671577792"
"POINT (-113.24956588461085 53.553390578231195)","2017","8028016005","132 CROCUS CR","2002","Residential","2 Storey & Basement","132","1420","Y","N","Y","Y","377000","53.5533265518","-113.2498008198"
