"contactid","topic","phone_number","organization","department","website","email","address","searchterms","_24hour","emergency"
"487","Industrial Development and Site Selection","780-410-8511","Strathcona County","Economic Development and Tourism","/departments/economic-development-and-tourism/",,,"EDT","No","No"
"488","Industrial Heartland - PDS","780-416-6739","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"489","Information and Technology Services","780-464-8052","Strathcona County","Information and Technology Services","/departments/information-technology-services/",,,"ITS","No","No"
"490","Information and Technology Services","780-464-8024","Strathcona County","Information and Technology Services","/departments/information-technology-services/",,,"ITS",,
"491","Information and Volunteer Centre","780-464-4242","Information and Volunteer Centre",,,,"100 Ordze Avenue",,,
"492","Injured Bird","780-922-3024","Alberta Society for Injured Birds of Prey","Strathcona Raptor Shelter","www.raptorshelter.org",,"51562 Rge Rd 222  Sherwood Park, AB",,,
"493","Insect/ Bee - Private Property","780-446-7428","Park Pest Control",,"www.parkpestcontrol.com",,,,,
"494","Inspection - Building, Plumbing, Gas","780-464-8169","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"495","Inspection - Fire Safety","780-467-5216","Strathcona County","Emergency Services","/departments/emergency-services/",,,"EMS",,
"497","Insurance Claims","780-400-2025","Strathcona County","Financial Services","/departments/financial-services/",,,"FIN",,
"496","Insurance - Host Liquor License Liability","780-464-8472","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"973","Interlocking Brick & Retention Walls","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"499","Internet - High Speed ","780-464-8024","Strathcona County","Information and Technology Services","/departments/information-technology-services/",,,"ITS",,
"974","Irrigation ","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"500","Job Information for County ","780-467-7331","Strathcona County","Human Resources","/departments/human-resources/careers/ ",,,"HR",,
"501","Job Listings - Provincial Bulletin newspaper","780-464-0114","Provincial Court House",,,,"190 Chippewa Road, Sherwood Park",,,
"502","Josephburg Airport - Warren Thomas Aerodrome","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"975","Jump Pits","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"503","Justice of the Peace - Marriage Commissioners","780-464-4242","Information and Volunteer Centre",,,,,,,
"504","Kalyna Country","1-888-452-5962","Kalyna Country",,,,,,,
"505","Kinsmen Leisure Centre","780-464-2112","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,"2001 Oak Street, Sh.Pk.","RPC",,
"506","Lafarge","780-466-5084","Lafarge",,,,,,,
"508","Lake - Drainage ","780-467-7785","Strathcona County","Utilities","/departments/utilities/",,,,,
"510","Lakeland Trailer Court","780-464-4649","Lakeland Trailer Court",,,,,,,
"511","Lamont County","780-895-2233","County of Lamont",,,,,,,
"520","Landfill - Cloverbar Landfill","780-442-5311","City of Edmonton",,"www.edmonton.ca/programs_services/garbage_waste/edmonton-waste-management-centre.aspx ",,"13111 Meridian Street",,,
"521","Landfill - Fort Saskatchewan Transfer Station","780-992-6152","City of Fort Saskatchewan",,,,"8609 - 111 St.  Ft. Saskatchewan",,,
"522","Landfill - Information","780-449-5514","Strathcona County","Utilities","/departments/utilities/",,,,,
"523","Landfill - Lindbrook Transfer Station","780-662-2704","Beaver County",,,,"51008 Rge Rd 201",,,
"513","Land For Sale - Private","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS","No","No"
"524","Landlord and Tenant Complaints","780-427-4088","Government of Alberta","Alberta Government Affairs",,,,,,
"514","Land Measurement","780-464-8196","Strathcona County","Assessment and Tax","/departments/assessment-and-tax/",,,"TAX",,
"515","Land Ownership Maps","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"525","Landscaping - New Development","780-464-8409","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"526","Landscaping - On Blvd Between Road and Sidewalk","780-464-8117","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"516","Land Titles - for a copy of Land Title - Motor registry office - Sioux Road","780-417-5283","Sherwood Park Registries",,,,,,,
"517","Land Titles - for a copy of Land Title - Motor registry office - Wye Road","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"518","Land Titles - to make any changes","780-427-2742","Government of Alberta","Land Titles",,,"10365-97 Street, Edmonton, AB. T5J 2T3 ",,,
"519","Land Use Bylaw","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"527","Laurier House Care Housing","780-467-3366","Government of Alberta","Capital Care",,,,,,
"528","Lawn Busters","780-464-4242","Strathcona County","Information & Volunteer Centre","www.ivcstrathcona.org",,,"IVC","No","No"
"976","Leaf Mulching","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"529","Lease Land Payments","780-410-6524","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"530","Leduc County","780-955-3555","Leduc County",,,,"Suite 101, 1101 - 5 St. Nisku",,,
"531","Legal Land Description - Address Known","780-464-8120","Strathcona County","Assessment and Tax","/departments/assessment-and-tax/",,,"TAX",,
"532","Legal Land Description - Address Unknown","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"533","License Registries - vehicle, driver, birth/death, legal name change, etc. (Sioux Road)","780-417-5283","Sherwood Park Registries",,,,"104, 52 Sioux Road",,,
"534","License Registries - vehicle, driver, birth/death, legal name change, etc. (Wye Road)","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"535","Liens on Property","780-427-2742","Government of Alberta","Land Titles",,,"10365 - 97 Street, Edmonton",,,
"537","Lights - New Subdivision","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"538","Lights - Outdoor Rink","780-400-2064","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"539","Lights - School, Park","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"536","Light Standards - Burned Out","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"977","Litter - Schools, Parks, Boulevards","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"978","Litter - Shoreline Edge","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"979","Litter - Storm Water Lakes","780.467.7785","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"542","Lot Grading","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"543","Low Cost Housing For Seniors ","780-464-4044","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"544","Magpie Problems","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"545","Mail Box - Placement/Replace/Damaged","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"546","Manhole - Covers (Catch Basins) Blocked with Debris/Ice","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"547","Manhole - Repair in Driveways ","780-467-7785","Strathcona County","Utilities","/departments/utilities/",,,,,
"548","Maps - Dangerous Goods Route Truck Routes","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"549","Maps - For Sale ","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"550","Maps - Land Use","780-464-8124","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"551","Maps - Mapping Information","780-464-8255","Strathcona County","Information and Technology Services","/departments/information-technology-services/",,,"ITS",,
"554","Marriage Licenses - Wye Road","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"555","Mascots - Skates ","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"556","Mascots - Sparky","780-467-5216","Strathcona County","Emergency Services","/departments/emergency-services/",,,"EMS",,
"557","Meal Delivery - Chef's Choice Frozen Meals","780-464-4242","Information and Volunteer Centre",,,,,,,
"558","Meal Delivery - Meals on Wheels","780-467-2281","Sherwood Park Nursing Home",,,,,,,
"559","Mediation Program - Neighbours","780-464-8445","Strathcona County","Family and Community Services","/departments/family-and-community-services/",,,"FCS",,
"560","Medical Laboratory - Bethel","780-640-1049","Dynalife Diagnostic Lab",,,,"133, 501 Bethel Drive",,,
"561","Medical Laboratory - Chippewa","780-464-1733","Dynalife Diagnostic Lab",,,,"80 Chippewa Road",,,
"562","Meeting Room Booking","780-410-8505","Strathcona County","Facilities","/departments/facility-services/",,,"FAC",,
"980","Memorial Trees","780.464.8073","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"563","Mental Health","780-342-4675","Health Care Centre",,,,,,,
"564","Millennium Place","780-416-3300","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,"2000 Premier Way","RPC",,
"981","Millennium Place Outdoor Soccer Fields","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"565","Ministik Bird Sanctuary","780-464-7955","Government of Alberta","Alberta Environment",,,,,,
"566","Minor Soccer","780-449-1343","Sherwood Park District Soccer Association",,,,,,,
"567","Missing a Pet or Have a Pet to Giveaway","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"568","Mobility Bus","780-449-9680","Strathcona County","Transit","/departments/transit/",,,"SCAT","No","No"
"569","Mold in Basement/House","780-342-4600","Alberta Health Services",,,,,,,
"570","Moles","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"571","Moose on the Loose","780-427-3574","Government of Alberta","Alberta Environment",,,,,,
"572","Mortgage Discharge","780-427-2742","Government of Alberta","Land Titles",,,"10365 - 97 Street  Edmonton",,,
"573","Mosquitoes","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"574","Motor Vehicle Licensing - Sioux Road","780-417-5283","Sherwood Park Registries",,,,,,,
"575","Motor Vehicle Licensing - Wye Road","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"576","Motor Vehicle Registration, Driver Licensing, Land Searches","780-417-5283","Sherwood Park Registries",,,,,,,
"982","Mulch","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"578","Municipal Clerk","780-417-8137","Strathcona County","Legislative and Legal Services","/departments/legislative-legal-services/",,,"LLS",,
"579","Municipal Parking Lot Maintenance","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"580","Museum - Strathcona Heritage Foundation","780-467-8189","Strathcona Heritage Foundation",,,,"913 Ash Street T8A 2G3 ",,,
"582","Natural Areas - Blackfoot Grazing","780-922-3293","Government of Alberta",,,,,,,
"583","Natural Areas - Elk Island National Park","780-992-2950","Government of Canada","Parks Canada",,,,,,
"983","Natural Areas - Hazard Trees","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"584","Natural Areas - Sherwood Park","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"984","Natural Areas - Weeds","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"585","Natural Areas - Wilderness Centre","780-922-3939","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"586","Naturalization - Hazard Trees","780-464-8181","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"985","Naturalization - Tree Planting","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"587","New Horizons School","780-416-2353","New Horizons School",,,,"1000 Strathcona Drive",,,
"588","Newspapers in Strathcona County","780-464-0033","Sherwood Park News",,,,,,,
"1048","Next Step - Continuing Education","780-467-7292","Elk Island Public Schools",,,,"20 Festival Way",,"No","No"
"590","Noise Bylaw","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"591","Noise Permit","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"453","North Contact Office","780-400-2165","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/agriculture-services/rural-contact-offices/",,"55305 Rge Rd 214,  Ft. Sask","northcontactrural","No","No"
"592","Noxious Weeds - Private Property and Undeveloped Land","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"593","Noxious Weeds - Recreational Areas","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"594","Nuisance and Unsightly Premises ","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"595","Nursing","780-342-4600","Alberta Health Services",,,,,,,
"596","Occupancy Permit","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"597","Odour - County","780-467-5216","Strathcona County","Emergency Services","/departments/emergency-services/",,,"EMS",,
"598","Odour - Source: Meat Packing Plant","780-342-4600","Alberta Health Services","Capital Health Centre",,,,,,
"599","Odour - Source: Refineries","780-429-2237","CAER",,,,,,,
"600","Odour - Source: Unknown","1-800-222-6514","Government of Alberta","Capital Health Centre",,,,,"Yes",
"601","Off Leash Area","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"602","Oil and Gas Exploration","780-416-6739","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"604","Old Age Pension","780-497-2330","Government of Canada",,,,"Canada Place",,,
"605","Old Strathcona (Whyte Avenue)","780-437-4182","Old Strathcona Business Association",,,,,,,
"606","Ombudsman's Office","780-427-2756","Alberta Ombudsman",,,,"10303 Jasper Avenue NW, Suite 2800",,,
"607","Ottewell Barn (Red Barn)","780-449-4443","Arts Society of Strathcona County",,,,,,,
"608","Outdoor Rink - Maintenance and Schedules","780-400-2064","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"987","Outdoor Rinks - Maintenance, Schedule & Timers","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"986","Outdoor Rinks - Repairs","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"609","Outdoor Rink - Status","780-467-5800","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC","Automated",
"610","Outreach School","780-464-1899","Elk Island Public School Board","Home Education",,,"1604 Sherwood Drive",,,
"611","Oversize Load Permit","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"612","Paint - Disposal of Old and Dry","780-449-5514","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,,,,
"613","Paint - Disposal of Old and Wet","780-449-5514","Strathcona County","Utilities - Enviroservice Station",,,"101 Broadview Road",,"No","No"
"614","Parade Permit ","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"1049","Parent Link","780-416-6730","Strathcona County","Family & Community Services",,,"3 Spruce Avenue",,"No","No"
"616","Park and Playground Changes/Fields","780-464-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"621","Parking - County Hall","780-464-8403","Strathcona County","Facilities","/departments/facility-services/","CITPparking@strathcona.ca",,"FAC",,
"622","Parking - Lot Issues (e.g. Potholes)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"623","Parking - On County Land Overnight (Motor Home)","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"624","Parking - On Property or Street (Motor Home)","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"625","Parking Tickets - White (Bylaw Tickets)","780-449-0170","Strathcona County","Enforcement Services","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"626","Parking Tickets - Yellow","780-464-0114","Government of Alberta","Provincial Court House",,,"190 Chippewa Road",,,
"988","Park Permit Access Request","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"619","Park Planning and Design","780-464-8117","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"615","Park - Reserve Land","780-464-8065","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"620","Park Special Event","780-464-8476","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"989","Parks Planning","780.410.8512","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"627","Parkway - Blackfoot Grazing","780-922-3293","Government of Alberta",,,,,,,
"628","Parkway - Broadmoor Lake","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"629","Parkway - Elk Island ","780-992-2950","Government of Canada","Parks Canada",,,,,,
"630","Parkway - Sherwood Park Natural","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"631","Parkway - South Cooking Lake (SCL) Park","780-464-0249","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"632","Parkway - Wilderness Centre","780-922-3939","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"990","Partners in Parks","780.416.6745","Strathcona County","Transportation Planning and Engineering",,,,"TPE","No","No"
"633","Passport and Social Insurance Forms - Sioux Road","780-417-5283","Sherwood Park Registries",,,,"104, 52 Sioux Road",,,
"634","Passport and Social Insurance Forms - Wye Road","780-417-7300","Registry on Wye",,,,"25, 99 Wye Road",,,
"635","Paving Stone Walkways (except Heritage Mile)","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"636","Permit  - Block Party, Noise, Special Event","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"637","Pest control - coyotes, skunks, moles, etc.","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"991","Pesticide/Herbicide - Spraying of Trees / Shrubs ","780.464.8181","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC","No","No"
"638","Pesticide - Recreation Areas","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"992","Pesticides","780.464.8493","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"639","Pesticide - Spraying in Rural Areas (Ditches, etc.)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"640","Pet Cemetery inquiry","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"641","Photo Radar - Edmonton","780-496-5656","City of Edmonton","Transportation",,,"Provincial Court of Alberta, 1A Sir Winston Churchill Square, Edmonton, Alberta, T5J 0R2",,,
"642","Photo Radar - Strathcona County","780-467-7741","Strathcona County","RCMP","/departments/rcmp-and-enforcement-services/",,,"RCMP",,
"643","Pins for Teams, Travel, Giveaway","780-400-2086","Strathcona County","Office of the Elected Officials","/local-government/mayor-councillors/councillors/",,,,,
"645","Pipeline Information","780-416-6739","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"646","Pitch-In Campaign","780-464-8471","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"647","Pitch-in Campaign - Parks","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"648","Pitch-in Campaign - Roadside Cleanup","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"993","Pitch In - Pick-Up","780.464.8495","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"994","Pitch In - Program","780.464.8013","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"649","Planning and Development - Welcome (Baseline)","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"995","Planting - Public Lands","780.464.8260","Strathcona County","Transportation Planning and Engineering",,,,"TPE","No","No"
"650","Playground Maintenance","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"996","Playgrounds/Parks - Amenities, Maintenance,  Repairs, Inspections & Water Pump Out","780.400.2063","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"651","Playschool and Preschool","780-464-4242","Information and Volunteer Centre",,"www.ivcstrathcona.org ",,,,,
"652","Plumbing Inspection","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"655","Poison Centre","1-800-332-1414","Poison Centre",,,,,,,
"656","Pools - Public and Private","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"657","Porcupines","780-427-3574","Government of Alberta","Fish and Wildlife",,,,,,
"658","Portable Toilets","780-464-8493","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"663","Postal Codes","1-900-565-2633","Canada Post",,"www.canadapost.ca",,,,,
"659","Post Office - Edmonton Address","780-944-3403","Canada Post",,"www.canadapost.ca/cpotools/apps/fpo/personal/findPostOffice",,,,,
"660","Post Office - Fort Saskatchewan Address","780-992-6000","Canada Post",,"www.canadapost.ca/cpotools/apps/fpo/personal/findPostOffice",,,,,
"661","Post Office - Rural Strathcona County","780-464-0512","Canada Post",,"www.canadapost.ca/cpotools/apps/fpo/personal/findPostOffice",,,,,
"664","Pot Hole Claims","780-400-2025","Strathcona County","Financial Services","/departments/financial-services/",,,"FIN",,
"665","Power ","780-310-9473","Fortis Alberta",,"www.fortisalberta.com/",,,,"No","No"
"997","Prairie Walk - Water Feature & Sound System","780.400.2064","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"666","Pride of Strathcona Awards/Nominations","780-410-6595","Strathcona County","Communications","/departments/communications/pride-of-strathcona-awards/",,,,,
"667","Private Sewage Disposal Systems","780-464-8064","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"668","Private Sewage Disposal Systems","780-416-7266","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"669","Probation Office","780-464-4244","Government of Alberta","Probation/Community Corrections",,,"162 Kaska Road",,,
"670","Property (County Owned) For Lease or Sale","780-464-8144","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"671","Provincial Court House","780-464-0114","Government of Alberta","Provincial Court House",,,"190 Chippewa Road",,,
"672","Provincial Government Information","780-310-0000","Government of Alberta","Service Alberta",,,,,"No","No"
"673","Public Road Maintenance","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"674","Public School Board ","780-464-3477","Elk Island Public School Board",,,,,,,
"675","Purchaser/Buyer","780-464-8402","Strathcona County","Procurement Services Branch","/departments/procurement-services/",,,,,
"676","Quad Riding","780-464-7955","Government of Alberta","Alberta Forestry Lands & Wildlife",,,,,,
"677","Radio Licensing For County","780-467-5216","Strathcona County","Emergency Services","/departments/emergency-services/",,,"EMS",,
"678","Railway Crossing","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"680","Rainfall in Strathcona County","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"682","Rats","780-310-7287","Government of Alberta","Alberta Agriculture",,,,,"No","No"
"683","RCMP - Administration","780-467-7749","Government of Canada","RCMP",,,"911 Bison Way",,,
"684","RCMP - Complaint Line","780-467-7741","Government of Canada","RCMP",,,"911 Bison Way",,,
"998","RCMP Memorial Site - Vegetation","780.464.8181","Strathcona County","Recreation, Parks and Culture",,,,"RPC",,
"685","Real Property Reports","780-464-8080","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
"686","Rebate - Toilet","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"687","Rebate - Trickle System","780-467-7785","Strathcona County","Utilities - Water & Wastewater Services","/departments/utilities/wastewater/",,,,,
"690","Recreational Vehicle (RV) Dumping Station - Fort Saskatchewan","780-992-6248","Fort Saskatchewan RV Dump Station",,,,"11121-88 Ave.",,,
"689","Recreation, Parks and Culture - Parks, Trails","780-400-2062","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"688","Recreation Trail Access/Permit ","780-467-2211","Strathcona County","Recreation, Parks and Culture","/departments/recreation-parks-and-culture/",,,"RPC",,
"692","Recycling Station - Ardrossan","780-449-5514","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,"80, 3 Avenue, Ardrossan",,,
"693","Recycling Station - Broadview Road","780-449-5574","Strathcona County","Utilities - Waste Management Services","/departments/utilities/waste-collection-recycling/",,"101 Broadview Road",,,
"694","Recycling Station - Meridian Street (Construction and Demolition Materials)","780-496-5698","City of Edmonton","Utilities - Waste Management Services","www.edmonton.ca/programs_services/garbage_waste/edmonton-waste-management-centre.aspx ",,"13111 Meridian (1st) Street NE",,,
"695","Recycling Station - South Cooking Lake","780-449-5514","Strathcona County","Edmonton Waste Management","/departments/utilities/waste-collection-recycling/",,"22142 SCL Road",,,
"696","Red Barn (A.J. Ottewell Community Centre)","780-449-4443","Arts Society of Strathcona County",,,,,,,
"697","Red Light Camera/Radar","780-987-4949","Global Traffic Group",,,,,,"No","No"
"698","Refinery - Esso","780-449-8110","Esso",,,,,,"No","No"
"699","Relocation Information","780-464-8095","Strathcona County","Economic Development and Tourism","/departments/economic-development-and-tourism/",,,"EDT","No","No"
"700","Rental of Apartments","780-464-4242","Information and Volunteer Centre",,,,,,,
"701","Rental of Hall - Ardrossan and Moyer","780-922-3377","Strathcona County","Facilities","/departments/recreation-parks-and-culture/",,,"RPC",,
"702","Rental of Meeting Rooms in County Hall and Community Centre","780-410-8505","Strathcona County","Transportation and Agriculture Services","/departments/facility-services/",,,"FAC",,
"703","Rental of School Space - Catholic","780-467-8896","Elk Island Catholic School Board",,,,,,,
"704","Rental of School Space - Public","780-464-3477","Elk Island Public School Board",,,,,,,
"705","Rental of Skunk/Squirrel/Fox/Muskrat Traps","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"706","Rental Tenant Agreement","780-427-4088","Government of Alberta","Service Alberta",,,,,,
"707","Report a Poacher","1-800-642-3800","Alberta Conservation Association",,,,,,,
"709","Reserve Land","780-464-8144","Strathcona County","Land Management Services","/departments/planning-development-services/",,,"PDS",,
"710","Reserve Land - Maintenance of Undeveloped Reserve Land","780-417-7100","Strathcona County","Transportation and Agriculture Services","/departments/transportation-and-agriculture-services/",,,"TAS",,
"711","Reserve License Fees","780-410-6524","Strathcona County","Land Management Services","/departments/planning-development-services/",,,"PDS",,
"708","Reserve - Municipal Reserve, Conservation Easement","780-464-8144","Strathcona County","Land Management Services","/departments/planning-development-services/",,,"PDS",,
"712","Restrictive Covenant","780-464-8125","Strathcona County","Planning and Development Services","/departments/planning-development-services/",,,"PDS",,
