"permitnum","originaladdress1","description","permitclassmapped","workclass","workclassmapped","currentstatus","currentstatusmapped","statusdate","applieddate","issueddate","completeddate","applicant","zoning","ward","totalsqft","estprojectcost","housingunits","parcelarea","permittype","permittypemapped","permittypedesc","originaladdress2","city","province","postalcode","jurisdiction","pin","permitobjectid","addressobjectid","parcelobjectid","permityear","permitmonth","latitude","longitude","count","permityearlabel","permitmonthlabel","lot","block","plan","quarter","section","township","range","meridian","servicearea","buildingtype","location"
"2009-0444-B","351 ASCOTT CR","Deck (15' x 15')","RESIDENTIAL","111702","ADDITION","1970","Completed","2012-07-19T00:00:00.000","2009-05-12T00:00:00.000","2009-05-15T00:00:00.000","2009-05-15T00:00:00.000","COSS, DAN & KEELA","R1C","4","225","1500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8153002001","4550991","33606","2953571","2009-01-01T00:00:00.000","2009-04-01T00:00:00.000","53.55868424","-113.27818665","1","2009","4","2","153","0525430","SE","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55868424, -113.27818665)"
"2007-0952-B","74 LIBERTY RD","Warehouse Addition; Brenex Building","INDUSTRIAL","111702","ADDITION","1970","Completed","2011-01-13T00:00:00.000","2007-06-12T00:00:00.000","2007-07-03T00:00:00.000","2007-07-03T00:00:00.000","BRENEX BUILDING CORPORATION LTD","IM","4",,"250000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3314710401","3759586","27221","1451629","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.57334615","-113.28481496","1","2007","9","4","1","0225094","SW","14","53","23","4","Sherwood Park","Workshops","
,  
(53.57334615, -113.28481496)"
"2009-0160-B",,"Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2012-07-10T00:00:00.000","2009-02-27T00:00:00.000","2009-03-03T00:00:00.000","2012-07-10T00:00:00.000","SPARKS, KEN & MARY","RA","5","1000","1500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3125506008","4476136","0","2201746","2009-01-01T00:00:00.000","2009-01-01T00:00:00.000","53.60019319","-112.9614201","1","2009","1","6","1","0422106","SE","25","53","21","4","Rural","Single Detached Dwelling","
,  
(53.60019319, -112.9614201)"
"2009-1271-B","1124 MOYER DR","Wood Stove","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-10-20T00:00:00.000","2009-09-29T00:00:00.000","2009-09-29T00:00:00.000","2009-09-29T00:00:00.000","BRACONNIER, JOHN","R1A","1",,"5000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7101001001","4767104","13742","17974","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.52337632","-113.33088788","1","2009","12","1","101","1961RS",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.52337632, -113.33088788)"
"2009-0157-B","7 53221 RNG RD 223","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-08-20T00:00:00.000","2009-02-27T00:00:00.000","2009-03-02T00:00:00.000","2009-03-02T00:00:00.000","STEWART, CHARLES","RA","5","576","7000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3215714208","4475293","1857","8134","2009-01-01T00:00:00.000","2009-01-01T00:00:00.000","53.57363237","-113.17015735","1","2009","1","14C",,"9622196","SW","15","53","22","4","Rural","Storage Building","
,  
(53.57363237, -113.17015735)"
"2006-0101-B","619 MEADOWVIEW CR","Basement Development:  Family Room and Den with Storage Areas Only","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2008-12-02T00:00:00.000","2006-01-23T00:00:00.000","2006-01-23T00:00:00.000","2006-01-23T00:00:00.000","FORST, ROBERT & KARYN","R1B","4","736","11000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8005074000","3070955","4103","28607","2006-01-01T00:00:00.000","2006-01-01T00:00:00.000","53.54791948","-113.26104396","1","2006","1","74","5","9820439","SW","1","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54791948, -113.26104396)"
"2009-1313-B","111 CEDAR ST","INTERIOR RENOVATIONS/GAS FIREPLACE, AND FRONT WINDOW ENLARGEMENT","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2010-02-10T00:00:00.000","2009-10-07T00:00:00.000","2009-10-08T00:00:00.000","2009-10-08T00:00:00.000","ABINGTON HOMES LTD","R1A","3",,"5000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7012014002","4779069","17607","3727","2009-01-01T00:00:00.000",,"53.51514938","-113.31488309","1","2009","13","14","12","4533KS","SW","27","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.51514938, -113.31488309)"
"2006-1162-B","114 HIGHGROVE CR","Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2008-10-29T00:00:00.000","2006-07-11T00:00:00.000","2006-07-25T00:00:00.000","2006-07-25T00:00:00.000","KRAUSS, Gail","R1B","8",,"2500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7318053004","3319395","27869","1408691","2006-01-01T00:00:00.000","2006-11-01T00:00:00.000","53.53464147","-113.25932481","1","2006","11","53","318","0224280",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.53464147, -113.25932481)"
"2009-1371-B","57 CASCADE CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-10-21T00:00:00.000","2009-10-21T00:00:00.000","2009-10-23T00:00:00.000","2009-10-23T00:00:00.000","DAYTONA HOMES INC","R1C","2","2626","319220","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8066014008","4796957","39896","4414152","2009-01-01T00:00:00.000",,"53.54791234","-113.27469173","1","2009","13","14","66","0825286","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.54791234, -113.27469173)"
"2006-0214-B","250, 2301 PREMIER WY","New Tenant; Second Floor Addition to Profile Auto","COMMERCIAL","111703","ALTERATIONS","1970","Completed","2007-11-22T00:00:00.000","2006-02-16T00:00:00.000","2006-03-08T00:00:00.000","2006-03-08T00:00:00.000","I.C.C. INTEGRATED CONSTRUCT CONCEPTS LTD.","C5","1",,"53500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8244002002","3108089","69782","31148","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.56505978","-113.31723738","1","2006","2","2","244","0122183","NW","10","53","23","4","Sherwood Park","Offices","
,  
(53.56505978, -113.31723738)"
"2007-1607-B","10 ALDER CRT","Installation of Garden Door","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2007-10-31T00:00:00.000","2007-10-23T00:00:00.000","2007-10-24T00:00:00.000","2007-10-24T00:00:00.000","DALLINGER, ANGIE","R1A","3",,"1000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7046026006","3930661","17031","16266","2007-01-01T00:00:00.000",,"53.51594082","-113.2986978","1","2007","16","26","46","468RS",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51594082, -113.2986978)"
"2008-0255-B","288 CORNWALL RD","Deck","RESIDENTIAL","111702","ADDITION","1970","Completed","2010-03-30T00:00:00.000","2008-03-12T00:00:00.000","2008-03-17T00:00:00.000","2008-03-17T00:00:00.000","TREBELL, BILL & LISA","R1C","2","610","16000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8106535004","4060292","33141","2861406","2008-01-01T00:00:00.000","2008-02-01T00:00:00.000","53.54958497","-113.27602333","1","2008","2","35","106","0524137",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.54958497, -113.27602333)"
"2009-1276-B","53332 RNG RD 215","EXISTING SECONDARY SUITE:  OVER ATTACHED GARAGE","RESIDENTIAL","111702","ADDITION","1970","Completed","2010-06-14T00:00:00.000","2009-09-30T00:00:00.000","2010-06-14T00:00:00.000","2010-06-14T00:00:00.000","SCHEIRIS, SANDY","AG","5",,"18000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3119501009","4768829","1585","12256","2009-01-01T00:00:00.000","2009-12-01T00:00:00.000","53.59058427","-113.07529543","1","2009","12","A",,"4866MC","SE","19","53","21","4","Rural","Secondary Suite","
,  
(53.59058427, -113.07529543)"
"2009-0153-B","54352A RNG RD 213","Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-06-04T00:00:00.000","2009-02-26T00:00:00.000","2009-02-27T00:00:00.000","2009-02-27T00:00:00.000","BRAZ, GEORGE","RA","5",,"50000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4122303003","4474074","61915","13917","2009-01-01T00:00:00.000","2009-01-01T00:00:00.000","53.68089602","-113.02400478","1","2009","1","1","1","7920486","NW","22","54","21","4","Rural","Mobile Home","
,  
(53.68089602, -113.02400478)"
"2008-0045-B","4046 CROWSNEST CR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-06-18T00:00:00.000","2008-01-15T00:00:00.000","2008-01-21T00:00:00.000","2008-01-21T00:00:00.000","LANDMARK CLASSIC EDMONTON","R1B","2","1996","307000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8085076007","4010507","35774","3521626","2008-01-01T00:00:00.000",,"53.5478587","-113.28276449","1","2008","0","76","85","0627099","SE","2","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5478587, -113.28276449)"
"2009-1377-B","10 NEWPORT DR","INTERIOR ALTERATIONS:  CREATE ONE BEDROOM FROM TWO EXISTING BEDROOMS -REMOVE WALL","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-12-23T00:00:00.000","2009-10-21T00:00:00.000","2009-10-22T00:00:00.000","2009-10-22T00:00:00.000","SEEMANN, DORRI & TOBER, GORD","R1A","3",,"2000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7209005003","4797508","61676","22150","2009-01-01T00:00:00.000",,"53.52333605","-113.27287791","1","2009","13","5A","209","9322494",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.52333605, -113.27287791)"
"2007-0919-B","97 20212 TWP RD 510","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2019-05-13T00:00:00.000","2007-06-06T00:00:00.000","2007-06-08T00:00:00.000","2007-06-08T00:00:00.000","LITKE, RAYMOND","RCL","7","2760","280000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1003107008","3753286","5496","89","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.36946539","-112.85676607","1","2007","9","7","1","8021490","E","3","51","20","4","Rural","Single Detached Dwelling","
,  
(53.36946539, -112.85676607)"
"2007-0419-B","1C 52249 RNG RD 233","Main Entry Gate Structure","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-05-27T00:00:00.000","2007-04-03T00:00:00.000","2007-05-23T00:00:00.000","2007-05-23T00:00:00.000","MONTORIO HOMES LTD.","RCL","6",,"30000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2315336205","3655182","58371","1162102","2007-01-01T00:00:00.000","2007-04-01T00:00:00.000","53.49112901","-113.31911062","1","2007","4","22","3","0125239","NW","15","52","23","4","Rural","Storage Building","
,  
(53.49112901, -113.31911062)"
"2007-1130-B",,"1995 JUBILEE ROAD Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-10-26T00:00:00.000","2007-07-10T00:00:00.000","2007-08-30T00:00:00.000","2007-08-30T00:00:00.000","RIDGEWOOD HOMES INC.",,,"1584","198953","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3312319956","3800304","0","3458413","2007-01-01T00:00:00.000","2007-11-01T00:00:00.000",,,"1","2007","11","1995",,,"NW","12","53","23","4","Sherwood Park","Mobile Home",
"2006-0317-B","677 52304 RNG RD 233","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-09-17T00:00:00.000","2006-03-10T00:00:00.000","2006-03-29T00:00:00.000","2006-03-29T00:00:00.000","SEKHON, PARWANT","RE","6","3413","250000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2316104452","3139719","26737","1199367","2006-01-01T00:00:00.000","2006-03-01T00:00:00.000","53.49609919","-113.32904338","1","2006","3","45","4","0125628","NE","16","52","23","4","Rural","Single Detached Dwelling","
,  
(53.49609919, -113.32904338)"
"2007-0941-B","53378 RNG RD 221","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2009-04-17T00:00:00.000","2007-06-11T00:00:00.000","2007-06-12T00:00:00.000","2007-06-12T00:00:00.000","SOPER, ANDY","AG","5","1968","60000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3223103204","3758183","29653","28701","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.5986762","-113.12398595","1","2007","9","2",,"9822121","NE","23","53","22","4","Rural","Storage Building","
,  
(53.5986762, -113.12398595)"
"2006-0256-B","801 PETROLEUM WY","Manufactured Buildings (5) Office Trailers (Building Value $369,612.00)","INDUSTRIAL","111707","RELOCATION","1970","Completed","2008-12-15T00:00:00.000","2006-02-27T00:00:00.000","2006-03-21T00:00:00.000","2006-03-21T00:00:00.000","PETRO-CANADA EDMONTON REFINERY","IH","1","3720","10000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3305100004","3117308","36264","13194","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.55826469","-113.34943845","1","2006","2",,,,"NE","5","53","23","4","Sherwood Park","Offices","
,  
(53.55826469, -113.34943845)"
"2006-0247-B","64 GROVELAND RD","Remove portion of load bearing wall on main floor.","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2006-03-13T00:00:00.000","2006-02-23T00:00:00.000","2006-03-01T00:00:00.000","2006-03-01T00:00:00.000","JECO POWER DEVELOPMENTS INC","R1A","2",,"2000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7170066000","3114422","9934","20982","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.53217766","-113.27153461","1","2006","2","66","170","634TR",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.53217766, -113.27153461)"
"2007-0881-B","37 CREEKSIDE DR","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2014-09-25T00:00:00.000","2007-06-01T00:00:00.000","2007-06-19T00:00:00.000","2007-06-19T00:00:00.000","H & S JONES CONSTRUCTION Ltd","R1A","5","2806","280000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3211721609","3746426","36243","3536449","2007-01-01T00:00:00.000","2007-08-01T00:00:00.000","53.55528038","-113.14061093","1","2007","8","16","2","0627962","NW","2","53","22","4","Rural","Single Detached Dwelling","
,  
(53.55528038, -113.14061093)"
"2006-0129-B","151 53050 RNG RD 220","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-06-15T00:00:00.000","2006-01-27T00:00:00.000","2006-04-06T00:00:00.000","2006-04-06T00:00:00.000","STONERIDGE DEVELOPMENT LTD","RCL","5","3197","344000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3201111105","3083983","33298","2841182","2006-01-01T00:00:00.000","2006-01-01T00:00:00.000","53.55237818","-113.10912104","1","2006","1","11A","1","0523691","NE","1","53","22","4","Rural","Single Detached Dwelling","
,  
(53.55237818, -113.10912104)"
"2006-0402-B","182 52422 RNG RD 224","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2006-09-15T00:00:00.000","2006-03-27T00:00:00.000","2006-04-13T00:00:00.000","2006-04-13T00:00:00.000","DAVERY CONSULTING & CUSTOM HOMES","RCL","6","3753","210000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2229501173","3163858","29792","2154477","2006-01-01T00:00:00.000","2006-04-01T00:00:00.000","53.51505397","-113.20227898","1","2006","4","17","1","0420404","SE","29","52","22","4","Rural","Single Detached Dwelling","
,  
(53.51505397, -113.20227898)"
"2019-0506-B","677 52304 RNG RD 233","Workshop/Pottery Studio","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-03T00:00:00.000","2019-06-04T00:00:00.000","2019-06-27T00:00:00.000",,"McLeod, Deborah","RE","6",,"16000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2316104452","9078982","26737","1199367","2019-01-01T00:00:00.000","2019-05-01T00:00:00.000","53.49609919","-113.32904338","1","2019","5","45","4","0125628","NE","16","52","23","4","Rural","Single Detached Dwelling","
,  
(53.49609919, -113.32904338)"
"2022-0161-B","66 GLENCOE PL","Basement Development","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2022-05-03T00:00:00.000","2022-03-01T00:00:00.000","2022-03-02T00:00:00.000",,"Adamic, Brenda","R2A","8",,"17500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7287218007","10401200","8899","22687","2022-01-01T00:00:00.000","2022-01-01T00:00:00.000","53.53435205","-113.27080458","1","2022","1","218","287","8921965","NW","36","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.53435205, -113.27080458)"
"2007-0940-B","53365 RNG RD 213","Basement Development and Main Floor Renovation","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2009-10-01T00:00:00.000","2007-06-11T00:00:00.000","2007-06-12T00:00:00.000","2007-06-12T00:00:00.000","Beith, Shirleyann","AG","5",,"30000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3122301009","3758140","1434","12325","2007-01-01T00:00:00.000","2007-09-01T00:00:00.000","53.59624622","-113.02386958","1","2007","9",,,,"NW","22","53","21","4","Rural","Single Detached Dwelling","
,  
(53.59624622, -113.02386958)"
"2006-0301-B","52314 RNG RD 224","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2007-10-02T00:00:00.000","2006-03-08T00:00:00.000","2006-04-20T00:00:00.000","2006-04-20T00:00:00.000","H & S JONES CONSTRUCTION Ltd","AD","6","3242","250000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2220502005","3134710","31479","9407","2006-01-01T00:00:00.000","2006-03-01T00:00:00.000","53.49940328","-113.19783822","1","2006","3","C",,"2165RS","SE","20","52","22","4","Rural","Single Detached Dwelling","
,  
(53.49940328, -113.19783822)"
"2006-0248-B","537 ALDER AV","REMOVE TELEPOST-INSTALL ADDITIONAL STRINGERS ON BEAM","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2006-04-25T00:00:00.000","2006-02-23T00:00:00.000","2006-03-06T00:00:00.000","2006-03-06T00:00:00.000","HARKNESS, RAE","R1A","3",,"500","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7072013001","3114477","16785","17269","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.51640316","-113.29106574","1","2006","2","13","72","2413RS",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.51640316, -113.29106574)"
"2004-1156-B",,"New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2006-06-07T00:00:00.000","2004-08-04T00:00:00.000","2004-08-11T00:00:00.000","2004-08-11T00:00:00.000","SALVI  HOMES LTD",,"2",,"160000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8063015005","2319607","0","1934228","2004-01-01T00:00:00.000","2004-11-01T00:00:00.000","53.54399354","-113.2739618","1","2004","11","15","63","0324617",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.54399354, -113.2739618)"
"2008-0562-B","142 22106 SOUTH COOKING LAKE RD","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2008-11-20T00:00:00.000","2008-05-20T00:00:00.000","2008-05-22T00:00:00.000","2008-05-22T00:00:00.000","Gwidon Construction Ltd","R1A","7","1000","17000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","1224759009","4135463","22997","3100596","2008-01-01T00:00:00.000","2008-05-01T00:00:00.000","53.41127919","-113.12026986","1","2008","5","11","5","2891KS","SW","24","51","22","4","Rural","Single Detached Dwelling","
,  
(53.41127919, -113.12026986)"
"2016-0581-B","237 SUNPINE PT","To Construct a Duplex, 233 & 237",,,,"1970","Completed","2017-06-16T00:00:00.000","2016-06-10T00:00:00.000","2016-09-08T00:00:00.000","2016-09-08T00:00:00.000","Rohit Communities Inc - Rahim Shivji","R2A","4","3814","327580","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8129088004","7642382","220635","7557460","2016-01-01T00:00:00.000","2016-05-01T00:00:00.000","53.56446901","-113.25816581","1","2016","5","88","129","1620965","NE","12","53","23","4","Sherwood Park",,"
,  
(53.56446901, -113.25816581)"
"2017-0553-B","2270 ASPEN TR","New Detached Garage","RESIDENTIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2019-11-08T00:00:00.000","2017-05-16T00:00:00.000","2017-06-15T00:00:00.000",,"Crystal Creek Homes","R1C","4",,"10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8156048009","8046609","164424","6761757","2017-01-01T00:00:00.000","2017-05-01T00:00:00.000","53.56201369","-113.27909662","1","2017","5","48","156","1420315","SE","11","53","23","5","Sherwood Park","Storage Building","
,  
(53.56201369, -113.27909662)"
"2007-0778-B","54234 RNG RD 205","New Single Detached Dwelling","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-10-14T00:00:00.000","2007-05-18T00:00:00.000","2007-06-11T00:00:00.000","2007-06-11T00:00:00.000","JOHANSON, SHERYL","AG","5","1012","100000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","4018505000","3724959","877","13559","2007-01-01T00:00:00.000","2007-07-01T00:00:00.000","53.66352704","-112.92742477","1","2007","7","E",,"3954TR","SE","18","54","20","4","Rural","Single Detached Dwelling","
,  
(53.66352704, -112.92742477)"
"2021-0979-B","55424 RNG RD 212","Bulk Sulphur Enclosure","INDUSTRIAL","111706","NEW CONSTRUCTION","151675","Approved - File Closed","2022-05-27T00:00:00.000","2021-10-07T00:00:00.000","2021-10-13T00:00:00.000",,"Heartland Sulphur LP","IHH","5","1100","177000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","5127600009","10226893","243854","8144223","2021-01-01T00:00:00.000","2021-09-01T00:00:00.000","53.77869211","-113.02582929","1","2021","9","1","1","1722057","S","27","55","21","4","Rural","Storage Building","
,  
(53.77869211, -113.02582929)"
"2006-0239-B",,"Mobile Home","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2008-11-18T00:00:00.000","2006-02-23T00:00:00.000","2006-02-28T00:00:00.000","2006-02-28T00:00:00.000","RIDGEWOOD HOMES INC.",,,,"105000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3312317401","3113815","0","1934092","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000",,,"1","2006","2","1740",,,"NW","12","53","23","4","Sherwood Park","Mobile Home",
"2020-1044-B","1104 ALLENDALE CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-05-03T00:00:00.000","2020-11-09T00:00:00.000","2020-11-12T00:00:00.000",,"Harmata, Brian","R1C","4","515","15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8170065005","9777317","189559","7040193","2020-01-01T00:00:00.000","2020-10-01T00:00:00.000","53.5614518","-113.29242598","1","2020","10","65","170","1424595","SW","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.5614518, -113.29242598)"
"2005-1707-B","58 HIGHGROVE TERR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2005-11-24T00:00:00.000","2005-11-23T00:00:00.000","2005-11-24T00:00:00.000","2005-11-24T00:00:00.000","PROULX, JASON & TANNIS","R1B","8","585","6000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7314015004","2985078","25066","30431","2005-01-01T00:00:00.000",,"53.53753829","-113.26062467","1","2005","17","15","314","0023634",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.53753829, -113.26062467)"
"2007-0600-B","23 52105 RNG RD 225","New Single Detached Dwelling(Foundation 2007-0922-B)","RESIDENTIAL","111706","NEW CONSTRUCTION","1970","Completed","2010-02-23T00:00:00.000","2007-04-26T00:00:00.000","2007-06-28T00:00:00.000","2007-06-28T00:00:00.000","KUCHER, MYKOLA NICK","RCL","6","6092","320000","1",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","2208710403","3691968","36267","3543020","2007-01-01T00:00:00.000","2007-06-01T00:00:00.000","53.46926394","-113.21717238","1","2007","6","4","1","0628366","SW","8","52","22","4","Rural","Single Detached Dwelling","
,  
(53.46926394, -113.21717238)"
"2020-0234-B","14 ALTADENA PT","Install a Hot Tub","RESIDENTIAL","111703","ALTERATIONS","151675","Approved - File Closed","2022-07-13T00:00:00.000","2020-04-07T00:00:00.000","2020-04-08T00:00:00.000",,"Babysh, Shane","R1C","4",,"15000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","8173034008","9469355","151580","6615653","2020-01-01T00:00:00.000","2020-02-01T00:00:00.000","53.55656155","-113.29074785","1","2020","2","34","173","1323075","SW","11","53","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.55656155, -113.29074785)"
"2022-0287-B","1048 FOXWOOD CR","Basement Development","RESIDENTIAL","111703","ALTERATIONS","3083","In Progress - Inspection","2022-04-21T00:00:00.000","2022-04-05T00:00:00.000","2022-04-06T00:00:00.000",,"Michael, Volkman","R1C","8",,"50000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7386023008","10450082","62830","5271147","2022-01-01T00:00:00.000","2022-02-01T00:00:00.000","53.51966028","-113.25227173","1","2022","2","23","386","1025612","NE","25","52","23","4","Sherwood Park","Single Detached Dwelling","
,  
(53.51966028, -113.25227173)"
"2006-0296-B","28 STRATHMOOR WY","Addition to Existing Facility","INDUSTRIAL","111702","ADDITION","1970","Completed","2006-12-18T00:00:00.000","2006-03-07T00:00:00.000","2006-06-09T00:00:00.000","2006-06-09T00:00:00.000","CONEX RENTALS","IM","1","4500","589000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","3309102105","3133160","2002","1302151","2006-01-01T00:00:00.000","2006-02-01T00:00:00.000","53.56321544","-113.32206414","1","2006","2","10","2","0221831","NE","9","53","23","4","Sherwood Park","Repair Garages","
,  
(53.56321544, -113.32206414)"
"2009-1501-B","212 FOXTAIL WY","Basement Development","RESIDENTIAL","111703","ALTERATIONS","1970","Completed","2010-09-16T00:00:00.000","2009-11-23T00:00:00.000","2009-11-24T00:00:00.000","2009-11-24T00:00:00.000","HLADYSHN, SHAUN","R1C","8","760","10000","0",,"1028","Building Permit","NULL",,"NULL","AB",,"Strathcona County","7367055005","4843975","35972","3536528","2009-01-01T00:00:00.000",,"53.52175626","-113.2530982","1","2009","15","55","367","0627917",,,,,,"Sherwood Park","Single Detached Dwelling","
,  
(53.52175626, -113.2530982)"
