"office","control_officer","general_fund_type","fund_type","fund","bureau","department_number","department_name","business_unit_number","business_unit_name","job_code","job_title","grade","_2015_adopted_fte","_2015_adopted_salary","_2016_dept_req_fte","_2016_dept_req_salary","_2016_pres_rec_fte","_2016_pres_rec_salary"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910491","Clinical Laboratories","1844","Medical Technologist II","T16","8.0","513227.00","8.0","549852.00","8.0","549852.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910491","Clinical Laboratories","5398","Clinical Laboratory Site Supervisor I","20","2.0","143526.00","2.0","147079.00","2.0","147079.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910491","Clinical Laboratories","5399","Clinical Laboratory Site Supervisor II","22","1.0","104255.00","1.0","113360.00","1.0","113360.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910492","Anatomical Laboratories","1844","Medical Technologist II","T16","1.0","59182.00","1.0","66205.00","1.0","66205.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910493","Blood Bank","1842","Medical Laboratory Technician III","13","1.0","52344.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910493","Blood Bank","1843","Medical Technologist I","14","2.0","105082.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910493","Blood Bank","5398","Clinical Laboratory Site Supervisor I","20","1.0","82152.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910494","Quality Services ","50","Administrative Assistant IV","18","3.0","216822.00","1.0","77085.00","1.0","77085.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910494","Quality Services ","829","Safety Liaison","21","1.0","89154.00","1.0","65500.00","1.0","65500.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910494","Quality Services ","1724","Assistant Director Of Quality Assurance","21","1.0","96708.00","1.0","105157.00","1.0","105157.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910494","Quality Services ","6417","Quality Data Manager","22",,,"1.0","72010.00","1.0","72010.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910498","Social Services/Utilization Review","47","Administrative Assistant II","14","1.0","57255.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910498","Social Services/Utilization Review","1524","Medical Social Worker III","17","1.0","71005.00","1.0","75733.00","1.0","75733.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910498","Social Services/Utilization Review","5505","Clinical Case Manager","FC","1.0","94008.00","1.0","101642.00","1.0","101642.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910499","Medical Services Administration","51","Administrative Assistant V","20","1.0","82079.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910499","Medical Services Administration","1727","Medical Director II-Chief Of Staff","K12","1.0","293662.00","1.0","293662.00","1.0","293662.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910501","Medicine - Medical Staff","936","Stenographer V","13","1.0","53328.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910501","Medicine - Medical Staff","1652","Attending Physician Senior 6","K06","4.0","751416.00","2.0","400718.00","2.0","400718.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910501","Medicine - Medical Staff","1653","Attending Physician Senior 7","K07","1.0","160104.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910501","Medicine - Medical Staff","1773","Medical Department Chairman-Internal Medicine","K12","1.0","291462.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","50","Administrative Assistant IV","18","1.0","72274.00","1.0","77085.00","1.0","77085.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1641","Attending Physician 11","K11","1.0","272040.00","1.0","272040.00","1.0","272040.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1642","Attending Physician 12","K12","1.0","250000.00","1.0","250000.00","1.0","250000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1655","Attending Physician Senior 9","K09","3.0","581682.00","3.0","624221.00","3.0","624221.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1658","Attending Physician Senior 12","K12","1.0","300000.00","1.0","300000.00","1.0","300000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1780","Medical Department Chairman-Surgery","K12","1.0","311157.00","1.0","311157.00","1.0","311157.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","1816","Physician Assistant I","22","2.0","183392.00","3.0","270179.00","3.0","270179.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","2191","Surgical Assistant","18","3.0","214642.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910502","Surgical - Medical Staff","4778","Orthopedic Technologist","T16","1.0","66371.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910503","OB/Gyne - Medical Staff","1641","Attending Physician 11","K11","2.0","544080.00","2.0","544078.00","2.0","544078.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","50","Administrative Assistant IV","18","1.0","53843.00","1.0","49538.00","1.0","49538.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1639","Attending Physician 9","K09","2.0","433789.00","2.0","462330.00","2.0","462330.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1648","Medical Division Chairman 11","K11","1.0","296259.00","1.0","322145.00","1.0","322145.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1655","Attending Physician Senior 9","K09","2.0","467526.00","2.0","498648.00","2.0","498648.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1656","Attending Physician Senior 10","K10","9.0","2289247.00","9.0","2315605.00","9.0","2315605.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1657","Attending Physician Senior 11","K11","1.0","295578.00","1.0","315056.00","1.0","315056.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1769","Medical Department Chairman","K12","1.0","336000.00","1.0","336000.00","1.0","336000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910506","Emergency - Medical Staff","1816","Physician Assistant I","22","2.0","186342.00","2.0","199241.00","2.0","199241.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910507","Anesthesiology - Medical Staff","50","Administrative Assistant IV","18","1.0","72274.00","1.0","77085.00","1.0","77085.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910507","Anesthesiology - Medical Staff","1639","Attending Physician 9","K09","1.0","233763.00","1.0","249324.00","1.0","249324.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910507","Anesthesiology - Medical Staff","1641","Attending Physician 11","K11","1.0","272040.00","1.0","272726.00","1.0","272726.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910507","Anesthesiology - Medical Staff","1771","Medical Department Chairman-Anesthesiology","K12","1.0","322876.00","1.0","322876.00","1.0","322876.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910507","Anesthesiology - Medical Staff","1911","Anesthesia Technician","12","1.0","38883.00","1.0","41243.00","1.0","41243.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910508","Pathology - Medical Staff","1636","Attending Physician 6","K06","1.0","187854.00","1.0","200359.00","1.0","200359.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910509","Radiology - Medical Staff","1658","Attending Physician Senior 12","K12","2.0","600000.00","2.0","600000.00","2.0","600000.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910509","Radiology - Medical Staff","1779","Medical Department Chairman-Radiology","K12","1.0","335375.00","1.0","335375.00","1.0","335375.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910510","Medical Sub-Specialties - Medical Staff","936","Stenographer V","13","1.0","50788.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910510","Medical Sub-Specialties - Medical Staff","1815","Consultant (Physicians)","ZZ","0.2","220305.00","1.0","220305.00","1.0","220305.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910510","Medical Sub-Specialties - Medical Staff","1985","Respiratory Therapy Supervisor","18","1.0","73230.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910511","Nursing Services Administration","47","Administrative Assistant II","14","1.0","54528.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910511","Nursing Services Administration","936","Stenographer V","13","1.0","50788.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910511","Nursing Services Administration","1722","Associate Director Of Nursing Service","NS4","1.0","130048.00","1.0","139129.00","1.0","139129.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910511","Nursing Services Administration","5388","House Administrator","NS2","4.0","356983.00","4.0","369410.00","4.0","369410.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","901","Ward Clerk (Provident)","CE","5.0","181505.00","5.0","192239.00","5.0","192239.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","1050","Patient Service Coordinator","14","2.0","109149.00","2.0","114295.00","2.0","114295.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","1941","Clinical Nurse I","FA","26.0","2173270.00","26.0","2171025.00","26.0","2171025.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","1942","Clinical Nurse II","FB","3.8","355399.00","4.0","392372.00","4.0","392372.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","1943","Nurse Clinician","FC",,,"1.0","85131.00","1.0","85131.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","1961","Attendant Patient Care","CD","3.0","107610.00","4.0","146060.00","4.0","146060.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910512","Emergency Room Nursing","5384","Nurse Coordinator II","NS2","1.0","99228.00","1.0","80024.00","1.0","80024.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","48","Administrative Assistant III","16","1.0","62696.00","1.0","66870.00","1.0","66870.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","901","Ward Clerk (Provident)","CE","1.0","37474.00","1.0","39968.00","1.0","39968.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","1941","Clinical Nurse I","FA","5.0","408308.00","6.0","548741.00","6.0","548741.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","1942","Clinical Nurse II","FB","1.0","92199.00","1.0","98337.00","1.0","98337.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","1943","Nurse Clinician","FC","1.0","96835.00","1.0","103281.00","1.0","103281.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","1961","Attendant Patient Care","CD","2.0","68802.00","2.0","73924.00","2.0","73924.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","1964","Operating Room Technician","12","3.0","132954.00","3.0","140349.00","3.0","140349.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910513","Preoperative Nursing","5384","Nurse Coordinator II","NS2","1.0","99228.00","1.0","105636.00","1.0","105636.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910515","Staff and Patient Resources","48","Administrative Assistant III","16","1.0","62696.00","1.0","66870.00","1.0","66870.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910515","Staff and Patient Resources","1943","Nurse Clinician","FC","1.0","96835.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910516","Patient Transportation Services","1967","Transporter CCH","CC","6.0","211798.00","6.0","226145.00","6.0","226145.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910521","Recovery Room Nursing","901","Ward Clerk (Provident)","CE","1.0","37474.00","1.0","39968.00","1.0","39968.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910521","Recovery Room Nursing","1941","Clinical Nurse I","FA","6.0","526124.00","6.0","526534.00","6.0","526534.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910521","Recovery Room Nursing","1942","Clinical Nurse II","FB","1.0","92199.00","1.0","98337.00","1.0","98337.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910522","Central Sterile Processing","927","Administrative Aide (CCU)","CE","1.0","35685.00","1.0","38618.00","1.0","38618.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910522","Central Sterile Processing","1220","Inventory Control Technician","14","1.0","57255.00","1.0","61067.00","1.0","61067.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910522","Central Sterile Processing","4780","Sterile Processing Technician","11","1.0","41625.00","1.0","45010.00","1.0","45010.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","901","Ward Clerk (Provident)","CE","5.0","180479.00","6.0","229178.00","6.0","229178.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","1941","Clinical Nurse I","FA","20.0","1720629.00","10.0","801744.00","10.0","801744.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","1942","Clinical Nurse II","FB","3.0","264114.00","3.0","294035.00","3.0","294035.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","1943","Nurse Clinician","FC","1.0","75232.00","1.0","80150.00","1.0","80150.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","1961","Attendant Patient Care","CD","9.0","321878.00","8.0","300069.00","8.0","300069.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","2086","Electrocardiogram Technician","10","3.0","102536.00","3.0","107664.00","3.0","107664.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910523","Medical Unit - 8 West","5384","Nurse Coordinator II","NS2","1.0","75018.00","1.0","79962.00","1.0","79962.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910529","Facility Operations Administration","48","Administrative Assistant III","16","1.0","62696.00",,,,
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910529","Facility Operations Administration","50","Administrative Assistant IV","18","1.0","62324.00","1.0","69171.00","1.0","69171.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910529","Facility Operations Administration","2085","Director Of Plant Operations","24","1.0","112783.00","1.0","120217.00","1.0","120217.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910530","Environmental Services","936","Stenographer V","13","1.0","53328.00","1.0","56878.00","1.0","56878.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910530","Environmental Services","2146","Building Service Leader","CG","1.0","38508.00","2.0","70720.00","2.0","70720.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910530","Environmental Services","2420","Building Service Supervisor","12","2.0","95585.00","2.0","103689.00","2.0","103689.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910530","Environmental Services","2458","Building Service Worker-Provident Hospital","CF","20.0","744281.00","19.0","745687.00","19.0","745687.00"
"Cook County Health & Hospital Systems Board","Cook County Health & Hospital System","Health Fund","Enterprise","Health Fund","COOK COUNTY HEALTH AND HOSPITALS SYSTEM","891","Provident Hospital of Cook County","8910531","Plant Operations","2443","Fireman","X","1.0","68846.00","1.0","68846.00","1.0","68846.00"
