"period","start_date","end_date","zip_code","service_district","quality_of_life","overall_feeling_of_safety","neighborhood_safety","city_appearance","neighborhood_appearance","nashville_as_residence","nashville_as_place_to_raise","nashville_as_workplace","nashville_as_place_to_start","nashville_as_retirement_place","metro_services_overall","value_received_from_taxes","elected_official_leadership","elected_official","elected_official_accessibility","metro_transparency_and_ethics","metro_budgeting_and","customer_service","metro_communication","decision_input_opportunity","crime_prevention","police_overall","fire_and_ems_overall","streets_and_sidewalks_overall","trash_and_recycling_overall","public_education","public_health_overall","public_library","social_services_overall","economic_development_overall","parks_and_recreation_overall","code_enforcement_overall","public_transit_overall","water_services_overall","metro_provided_arts_and","affordable_housing_overall","historic_preservation_overall","_1st_priority_service","_2nd_priority_service","_3rd_priority_service","_4th_priority_service","_5th_priority_service","city_street_maintenance","street_signs_and_traffic","pedestrian_infrastructure","curb_space_management","bicycle_infrastructure","trash_service","curbside_recycling","drop_off_recycling","street_lighting","public_works_personnel","police_visibility","traffic_enforcement","police_professionalism","police_response_time","school_crossing_guards","school_resource_officers","youth_violence_programs","special_event_security","fire_services","fire_response_time","emergency_medical_services","ems_response_time","fire_professionalism","ems_professionalism","mta_bus_service","music_city_circuit","accessride","music_city_star","park_and_ride","bus_shelters","mta_personnel_professionalism","trash_and_debris_enforcement","lawn_and_brush_enforcement","exterior_maintenance","short_term_rental_enforcement","strp_complaint_hotline","codes_personnel","codes_responsiveness","_911_services","non_emergency_number","hubnashville_311","program_information","nashville_gov","metro_video_programming","metro_social_media","parks_maintenance","outdoor_athletic_fields","walking_and_biking_trails","swimming_pools","community_centers","youth_recreation_programs","senior_recreation_programs","parks_personnel","park_safety","burial_assistance_program","family_support_services","homeless_services","nutrition_programs","head_start_early_head_start","low_income_home_energy","violent_crime_victim_services","tap_water","water_service_reliability","water_emergency_response","flood_prevention","stormwater_fund_use","water_services_value","water_services_communication","water_services_information","water_services_social_media","water_services_employee","crime_victim","mnpd_officer_contact","_311_hubnashville_usage","nashville_gov_usage","park_community_center_usage","mta_bus_service_usage","bicycle_usage","arts_cultural_event_attendance","public_library_usage","metro_elected_official_contact","public_meeting_attendance","neighborhood_meeting","monthly_housing_cost_over","rideshare_bikeshare_usage","commute_by_walking_biking","affordable_housing_preference","opioid_addiction","neighborhood_tree_canopy","internet_use_for_information","mobile_phone_internet_access","home_internet_access","natural_disaster_preparedness","_500_emergency_expense","healthcare_access","healthy_food_access","childcare_access","pre_k_access","public_transit_access","park_and_green_space_access","affordable_housing_access","diversity_support_efforts","diversity_acceptance","disability_access","job_access","neighborhood_arts_and_culture","small_business_and_freelance","farmers_market","general_hospital","emergency_and_natural_disaster","no_children_in_davidson_county","children_ages_0_5","children_agest_6_13","children_agest_13_17","public_school_attendance","charter_school_attendance","private_school_attendance","other_school_attendance","other_school_definition","school_quality","own_or_rent","years_lived_in_davidson_county","business_owner_operator","race_ethnicity_white","race_ethnicity_black","race_ethnicity_hispanic","race_ethnicity_asian_or","race_ethnicity_native_american","race_ethnicity_other","race_ethnicity_other_1","total_annual_household_income","age","gender_identity","education_attained"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37218","Urban Services District","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Good","Good","Good","Good","Good","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Economic developmentEconomic development",,,,,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","false","Yes","No","No","Yes","Yes","Yes","Very Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Very Satisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Yes",,,,,,,,,,"Own","78","No","Yes",,"Yes",,,,,"$30,000 to $59,999","55-64","Male","High school graduate"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37218","General Services District","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Good","Below Average","Good","Neutral","Good","Dissatisfied","Dissatisfied","Very Dissatisfied","Don't Know","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Very Dissatisfied","Neutral","Satisfied","Very Satisfied","Neutral","Satisfied","Satisfied","Don't Know","Dissatisfied","Neutral","Satisfied","Satisfied","Streets and sidewalks","Water / stormwater","Police","Solid waste services","Economic development","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Don't Know","Don't Know","Neutral","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Satisfied","Very Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Dissatisfied","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Dissatisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Dissatisfied","Don't Know","Neutral","Don't Know","Dissatisfied","Neutral","Neutral","Don't Know","Dissatisfied","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Very Satisfied","Don't Know","Don't Know","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Yes",,,,,,,,,,"Rent","18","No","Yes",,,,,,,"$100,000 or more","35-44","Male","Graduate degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37217","Urban Services District","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Below Average","Below Average","Below Average","Below Average","Below Average","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Economic developmentEconomic development",,,,,"Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","false","No","No","No","No","No","No","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Yes",,,,,,,,,,"Own","20","No",,"Yes",,,,,,"Under $30,000","9","Male","9"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37218","General Services District","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Good","Good","Good","Good","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Satisfied","Code enforcement","Public education","Affordable housing","Public transportation","Streets and sidewalks","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Neutral","Don't Know","Dissatisfied","Neutral","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Don't Know","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","true","No","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Satisfied",,,"Yes",,,,"Yes",,,"Good","Own","44","No",,"Yes",,,,,,"$100,000 or more","25-34","Female","Associate's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37211","General Services District","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Good","Don't Know","Neutral","Good","Excellent","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Very Satisfied","Neutral","Dissatisfied","Don't Know","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Very Dissatisfied","Neutral","Satisfied","Don't Know","Neutral","Public transportation","Streets and sidewalks","Social services","Solid waste services","Code enforcement","Dissatisfied","Very Dissatisfied","Very Dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Very Dissatisfied","Very Dissatisfied","Satisfied","Very Satisfied","Neutral","Very Dissatisfied","Satisfied","Satisfied","Neutral","Don't Know","Don't Know","Neutral","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Don't Know","Neutral","Don't Know","Neutral","Dissatisfied","Dissatisfied","Don't Know","Neutral","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Satisfied","Very Satisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Neutral","Don't Know","Don't Know","No","No","No","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","true","Yes","Yes","Yes","Yes","No","No","Don't Know","Dissatisfied","Don't Know","Don't Know","Neutral","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Dissatisfied","Neutral","Don't Know","Satisfied","Don't Know","Satisfied","Yes",,,,,,,,,,"Rent","3","No","Yes",,,,,,,"$60,000 to $99,999","18-24","Female","Graduate degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37013","Urban Services District","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Good","Below Average","Below Average","Below Average","Below Average","Satisfied","Dissatisfied","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Don't Know","Satisfied","Don't Know","Dissatisfied","Dissatisfied","Public transportation","Affordable housing","Public health","Public education","Water / stormwater","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Don't Know","Satisfied","Don't Know","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","false","No","Yes","Yes","Yes","Yes","Yes","Dissatisfied","Satisfied","Don't Know","Don't Know","Very Dissatisfied","Satisfied","Dissatisfied","Satisfied","Satisfied","Don't Know","Dissatisfied","Don't Know","Dissatisfied","Don't Know","Don't Know","Satisfied",,,,,,,,,,,"Rent","58","Yes","Yes",,,,,,,"$30,000 to $59,999","45-54","Female","Some college"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37076","General Services District","Satisfied","Neutral","Satisfied","Satisfied","Satisfied","Excellent","Neutral","Excellent","Good","Good","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Very Dissatisfied","Neutral","Affordable housing","Social services","Streets and sidewalks","Solid waste services","Parks and recreation","Dissatisfied","Satisfied","Neutral","Satisfied","Neutral","Dissatisfied","Dissatisfied","Satisfied","Neutral","Neutral","Dissatisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Neutral","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Very Satisfied","Very Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","true","Yes","Yes","Yes","Yes","Yes","Yes","Very Satisfied","Very Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Don't Know","Dissatisfied","Satisfied","Neutral","Satisfied","Yes",,,,,,,,,,"Rent","52","No",,"Yes",,,,,,"$100,000 or more","35-44","Female","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37203","Urban Services District","Satisfied","Dissatisfied","Don't Know","Satisfied","Neutral","Good","Below Average","Good","Good","Good","Neutral","Dissatisfied","Dissatisfied","Dissatisfied","Dissatisfied","Very Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Very Dissatisfied","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Police","Streets and sidewalks","Economic development","Social services","Historic preservation","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","true","Yes","Yes","Yes","Yes","Yes","Yes","Neutral","Satisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Yes",,,,,,,,,,"Own","5","Yes","Yes",,,,,,,"$100,000 or more","25-34","Female","Some college"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37013","Urban Services District","Dissatisfied","Dissatisfied","Satisfied","Dissatisfied","Satisfied","Good","Neutral","Neutral","Neutral","Good","Dissatisfied","Dissatisfied","Neutral","Neutral","Dissatisfied","Satisfied","Dissatisfied","Don't Know","Don't Know","Very Dissatisfied","Dissatisfied","Satisfied","Satisfied","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Neutral","Neutral","Very Dissatisfied","Neutral","Neutral","Dissatisfied","Police","Public education","Streets and sidewalks","Fire and EMS","Parks and recreation","Dissatisfied","Satisfied","Satisfied","Neutral","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Very Satisfied","Very Satisfied","Very Satisfied","Neutral","Very Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Don't Know","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Don't Know","Neutral","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Neutral","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","true","Yes","No","No","Yes","Yes","Yes","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Satisfied","Yes",,,,,,,,,,"Own","77","No","Yes",,,,,,,"Under $30,000","55-64","Male","Less than high school"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37214","Urban Services District","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Very Dissatisfied","Below Average","Below Average","Below Average","Below Average","Poor","Dissatisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Satisfied","Neutral","Very Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Very Satisfied","Neutral","Satisfied","Satisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Neutral","Dissatisfied","Neutral","Public transportation","Code enforcement","Streets and sidewalks","Public health","Water / stormwater","Satisfied","Satisfied","Very Dissatisfied","Very Dissatisfied","Very Dissatisfied","Satisfied","Satisfied","Don't Know","Dissatisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Very Dissatisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Don't Know","Don't Know","Dissatisfied","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Very Dissatisfied","Very Dissatisfied","Satisfied","Very Dissatisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Very Satisfied","Very Satisfied","Satisfied","Satisfied","Very Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","false","Yes","Yes","No","Yes","Yes","Yes","Very Dissatisfied","Very Satisfied","Don't Know","Don't Know","Very Dissatisfied","Dissatisfied","Satisfied","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Satisfied","Yes",,,,,,,,,,"Own","25","No","Yes",,"Yes",,,,,"$30,000 to $59,999","55-64","Male","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37221","General Services District","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Good","Good","Good","Good","Good","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Very Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Public transportation","Public education","Public health","Streets and sidewalks","Police","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Very Dissatisfied","Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Satisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Neutral","Neutral",,"Yes",,,,,"Yes",,,"Excellent","Own","8","No","Yes",,"Yes",,,,,"$60,000 to $99,999","18-24","Male","Bachelor's degree"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37221","General Services District","Satisfied","Satisfied","Very Satisfied","Satisfied","Very Satisfied","Good","Don't Know","Good","Don't Know","Good","Neutral","Neutral","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Neutral","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Neutral","Satisfied","Don't Know","Satisfied","Satisfied","Satisfied","Neutral","Dissatisfied","Streets and sidewalks","Historic preservation","Solid waste services","Public education","Affordable housing","Dissatisfied","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Dissatisfied","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Neutral","Dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neutral","Neutral","Dissatisfied","Neutral","Neutral","Neutral","Neutral","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Satisfied","Neutral","Satisfied","Don't Know","Neutral","Neutral","Neutral","Neutral","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Satisfied","Satisfied","Neutral","Neutral","Satisfied","Satisfied","Neutral","Don't Know","Don't Know","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Very Satisfied","Don't Know","Neutral","Neutral","Satisfied","Neutral","Neutral","Don't Know","Satisfied","Don't Know","Neutral","Yes",,,,,,,,,,"Own","16","No","Yes",,,,,,,"$60,000 to $99,999","25-34","Male","High school graduate"
"2018Q3","2018-09-06T00:00:00.000","2018-10-17T00:00:00.000","37205","Urban Services District","Satisfied","Dissatisfied","Neutral","Satisfied","Satisfied","Good","Good","Excellent","Excellent","Good","Satisfied","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Neutral","Don't Know","Satisfied","Satisfied","Very Dissatisfied","Don't Know","Satisfied","Don't Know","Satisfied","Neutral","Neutral","Don't Know","Satisfied","Don't Know","Don't Know","Neutral","Police","Public education","Parks and recreation","Historic preservation","Public transportation","Satisfied","Satisfied","Dissatisfied","Neutral","Neutral","Satisfied","Dissatisfied","Don't Know","Dissatisfied","Neutral","Neutral","Neutral","Satisfied","Dissatisfied","Satisfied","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Dissatisfied","Dissatisfied","Dissatisfied","Neutral","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Satisfied","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Satisfied","Satisfied","Don't Know","Don't Know","Neutral","Neutral","Don't Know","Don't Know","Don't Know","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","Yes","No","No","false","Yes","Yes","Yes","Yes","Yes","Yes","Satisfied","Satisfied","Satisfied","Neutral","Don't Know","Satisfied","Don't Know","Don't Know","Satisfied","Don't Know","Don't Know","Don't Know","Don't Know","Neutral","Don't Know","Neutral",,"Yes","Yes",,,,"Yes",,,"Excellent","Own","2","No","Yes",,,,,,,"$100,000 or more","25-34","Female","Bachelor's degree"
