"permit_number","status","permit_type","permit_subtype","sub_type_description","date_entered","date_issued","parcel","business_name","business_owner","address","city","state","zip","council_district","census_tract","mapped_location"
"19-26301","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-03T00:00:00.000","2020-03-06T00:00:00.000","08214000900","JONATHAN'S GRILLE",,"717  3RD AVE N","NASHVILLE","TN","37201","19","37019400","717 3RD AVE N
NASHVILLE, TN 37201
(36.170966, -86.78209)"
"19-26166","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-07-24T00:00:00.000","2020-03-06T00:00:00.000","09209016300","BOLD PATRIOT BREWING COMPANY","Walter Mueller","410  39TH AVE N","NASHVILLE","TN","37209","24","37013500","410 39TH AVE N
NASHVILLE, TN 37209
(36.152666, -86.833252)"
"21-27391","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-08-24T00:00:00.000","2021-10-28T00:00:00.000","18100024500","G MART",,"6340  NOLENSVILLE PIKE","NASHVILLE","TN","37211","31","37019114","6340 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.014815, -86.705276)"
"19-26400","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-16T00:00:00.000","2020-03-06T00:00:00.000","09306200200","Bowies","Tiffany Martin Snow","174  3RD AVE N","NASHVILLE","TN","37201","19","37019500","174 3RD AVE N
NASHVILLE, TN 37201
(36.163751, -86.777407)"
"21-27510","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-12-29T00:00:00.000","2022-01-18T00:00:00.000","15512028800","CORNER PUB BELLEVUE",,"8058  HIGHWAY 100","NASHVILLE","TN","37221","35","37018405","8058 HIGHWAY 100
NASHVILLE, TN 37221
(36.04489, -86.953818)"
"19-26379","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-01T00:00:00.000","2020-03-06T00:00:00.000","06416002700","LOS AMIGOS MEXICAN RESTAURANT","Juan Manuel Beltran Castro","4700  LEBANON PIKE","HERMITAGE","TN","37076","11","37015401","4700 LEBANON PIKE
HERMITAGE, TN 37076
(36.215098, -86.595553)"
"19-26146","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-07-15T00:00:00.000","2020-03-06T00:00:00.000","093100C00100CO","HOME2 SUITES/TRU by HILTON DUAL BRAND",,"500  5TH AVE S","NASHVILLE","TN","37203","19","37019500","500 5TH AVE S
NASHVILLE, TN 37203
(36.155537, -86.775182)"
"14-19877","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2014-04-02T00:00:00.000","2014-04-24T00:00:00.000","11710012100","Hampton Inn & Suites Green Hills","Rochford Hotel Group","2324  Crestmoor RD","Nashville","TN","37215","25","17900110","2324 Crestmoor RD
Nashville, TN 37215
(36.109688, -86.817006)"
"21-27389","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-08-23T00:00:00.000","2021-10-28T00:00:00.000","10501023300","SADIE BROWN'S",,"1200  VILLA PL  101","NASHVILLE","TN","37212","17","37016300","1200 VILLA PL 101
NASHVILLE, TN 37212
(36.142756, -86.791967)"
"21-27252","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-21T00:00:00.000","2021-06-11T00:00:00.000","16200018600","STOP 1 EXPRESS",,"14901  OLD HICKORY BLVD","NASHVILLE","TN","37211","31","37019112","14901 OLD HICKORY BLVD
NASHVILLE, TN 37211
(36.044956, -86.702545)"
"21-27241","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-13T00:00:00.000","2021-06-11T00:00:00.000","13500001000","SPEEDWAY 7142","PO Box 711","1975  MURFREESBORO PIKE","NASHVILLE","TN","37217","28","37015613","1975 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.095983, -86.655354)"
"20-26824","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-06-24T00:00:00.000","2020-10-29T00:00:00.000","09215017700","ELLISTON PLACE SODA SHOP",,"2105  ELLISTON PL","NASHVILLE","TN","37203","21","37016500","2105 ELLISTON PL
NASHVILLE, TN 37203
(36.152012, -86.803357)"
"20-26769","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-05-12T00:00:00.000","2020-10-29T00:00:00.000","05302008200","MAPCO #7546",,"1500  ROBINSON RD","OLD HICKORY","TN","37138","11","37010501","1500 ROBINSON RD
OLD HICKORY, TN 37138
(36.255615, -86.653677)"
"21-27100","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-03-04T00:00:00.000","2021-06-11T00:00:00.000","07009011900","DAIZY MART","DANA ZAHER","2141  BUENA VISTA PIKE","NASHVILLE","TN","37218","2","37012801","2141 BUENA VISTA PIKE
NASHVILLE, TN 37218
(36.196867, -86.828303)"
"21-27317","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-06-29T00:00:00.000","2021-10-28T00:00:00.000","09306307100","THE RYMAN AUDITORIUM",,"116  REP JOHN LEWIS WAY N","NASHVILLE","TN","37219","19","37019500","116 REP JOHN LEWIS WAY N
NASHVILLE, TN 37219"
"21-27342","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-07-20T00:00:00.000","2021-10-28T00:00:00.000","09306105600","CHURCH AND UNION",,"201  4TH AVE N 101","NASHVILLE","TN","37219","19","37019500","201 4TH AVE N 101
NASHVILLE, TN 37219
(36.164001, -86.779135)"
"19-26393","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-09T00:00:00.000","2020-03-12T00:00:00.000","14900023500","MONTERREY MEXICAN RESTAURANT",,"2641  MURFREESBORO PIKE","NASHVILLE","TN","37217","32","37015626","2641 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.073224, -86.637434)"
"20-26424","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-01-13T00:00:00.000","2020-03-13T00:00:00.000","09302315200","Hotel Indigo Nashville",,"301  UNION ST","NASHVILLE","TN","37201","19","37019500","301 UNION ST
NASHVILLE, TN 37201
(36.165552, -86.778585)"
"19-26335","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-10-24T00:00:00.000","2020-03-12T00:00:00.000","10600011000","BJ HOT CHICKEN","carlos arjona","818  MURFREESBORO PIKE  110","NASHVILLE","TN","37217","15","37015803","818 MURFREESBORO PIKE 110
NASHVILLE, TN 37217
(36.135117, -86.723998)"
"19-26051","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-05-22T00:00:00.000","2020-03-12T00:00:00.000","08205017200","OPTIMIST","Daniel Peter VanLoh, William Ford Fry","1400  ADAMS ST","NASHVILLE","TN","37208","19","37019400","1400 ADAMS ST
NASHVILLE, TN 37208
(36.181225, -86.784248)"
"20-26521","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-02-28T00:00:00.000","2020-03-12T00:00:00.000","08305009100","WALGREENS #19382",,"700  GALLATIN AVE","NASHVILLE","TN","37206","5","37011700","700 GALLATIN AVE
NASHVILLE, TN 37206
(36.183654, -86.748422)"
"20-26516","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-02-25T00:00:00.000","2020-03-12T00:00:00.000","09302316600","THE WHISKEY SHOT",,"209  PRINTERS ALY  201","NASHVILLE","TN","37201","19","37019500","209 PRINTERS ALY 201
NASHVILLE, TN 37201
(36.1645, -86.778695)"
"19-26387","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-12-04T00:00:00.000","2020-03-13T00:00:00.000","09309011200","WHOLE FOODS MARKET",,"1202  BROADWAY","NASHVILLE","TN","37203","19","37019500","1202 BROADWAY
NASHVILLE, TN 37203
(36.156409, -86.787906)"
"19-26362","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-15T00:00:00.000","2020-03-13T00:00:00.000","04216008200","CULTURE BAR AND LOUNGE",,"119  MADISON STATION BLVD","MADISON","TN","37115","8","37010701","119 MADISON STATION BLVD
MADISON, TN 37115
(36.254345, -86.71363)"
"21-27052","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-01-20T00:00:00.000","2022-07-28T00:00:00.000","11909019700","KWIK MART","fadhle hauter","230  THOMPSON LN","NASHVILLE","TN","37211","16","37017401","230 THOMPSON LN
NASHVILLE, TN 37211
(36.110703, -86.742162)"
"20-26927","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-22T00:00:00.000","2020-10-29T00:00:00.000","09314055500","CASA DE MONTECRISTO","Tabacalera USA, Inc.","600  9TH AVE S 130","NASHVILLE","TN","37203","19","37019500","600 9TH AVE S 130
NASHVILLE, TN 37203
(36.151629, -86.78041)"
"19-26116","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-06-25T00:00:00.000","2020-03-16T00:00:00.000","08209045700","MOTHER'S RUIN","JAMES METZE, NICHOLAS PFANNERSTILL, RICHARD KNAPP, TIMOTHY LYNCH","1239  6TH AVE N","NASHVILLE","TN","37208","19","37019400","1239 6TH AVE N
NASHVILLE, TN 37208
(36.17616, -86.790165)"
"19-26355","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2019-11-06T00:00:00.000","2020-03-16T00:00:00.000","08212030500","CRAZY GNOME BREWERY",,"948  MAIN ST","NASHVILLE","TN","37206","6","37019200","948 MAIN ST
NASHVILLE, TN 37206
(36.177305, -86.753713)"
"21-27243","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-13T00:00:00.000","2021-06-11T00:00:00.000","06400011600","SPEEDWAY 7134",,"4343  OLD HICKORY BLVD","OLD HICKORY","TN","37138","11","37010502","4343 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.217374, -86.623702)"
"20-26981","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-11-20T00:00:00.000","2021-03-11T00:00:00.000","07107020200","EAST NASHVILLE BEER WORKS LLC",,"320 E TRINITY LN","NASHVILLE","TN","37207","5","37011300","320 E TRINITY LN
NASHVILLE, TN 37207
(36.205502, -86.763292)"
"22-27532","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-01-10T00:00:00.000","2022-07-28T00:00:00.000","03402009500","BONGOS",,"271  GLEAVES ST","GOODLETTSVILLE","TN","37072","10","37010401","271 GLEAVES ST
GOODLETTSVILLE, TN 37072"
"20-27017","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-12-20T00:00:00.000","2021-06-11T00:00:00.000","14810013600","UPTOWN FRESH MARKET","Rashid Muhsin","3901  APACHE TRL","ANTIOCH","TN","37013","30","37019108","3901 APACHE TRL
ANTIOCH, TN 37013
(36.069216, -86.693967)"
"T20-26883","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-17T00:00:00.000",,"10613021900","GAME TERMINAL 3, LLC","Patrick McKennon","201  TERMINAL CT","NASHVILLE","TN","37210","17","37015900","201 TERMINAL CT
NASHVILLE, TN 37210
(36.131083, -86.745016)"
"20-26876","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-12T00:00:00.000","2020-10-29T00:00:00.000","06200023300","TOOTH 'N NAIL CIGARS & ALE","Phil Toothman","2416  MUSIC VALLEY DR  137","NASHVILLE","TN","37214","15","37015300","2416 MUSIC VALLEY DR 137
NASHVILLE, TN 37214
(36.218524, -86.695398)"
"21-27359","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-08-03T00:00:00.000","2021-10-28T00:00:00.000","10412027900","INTERNATIONAL MARKET","Anna K Myint, Arnold K Myint","2013  BELMONT BLVD","NASHVILLE","TN","37212","18","37016800","2013 BELMONT BLVD
NASHVILLE, TN 37212
(36.131725, -86.795487)"
"22-27711","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-04-14T00:00:00.000","2022-07-28T00:00:00.000","16204000400","LAS VIAS MEXICAN FOOD",,"2427  ANTIOCH PIKE","ANTIOCH","TN","37013","28","37015627","2427 ANTIOCH PIKE
ANTIOCH, TN 37013
(36.060049, -86.672317)"
"19-26396","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-11T00:00:00.000","2021-03-10T00:00:00.000","09613017700","TOWNEPLACE SUITES NASHVILLE AIRPORT",,"2700  ELM HILL PIKE","NASHVILLE","TN","37214","15","37015100","2700 ELM HILL PIKE
NASHVILLE, TN 37214
(36.150275, -86.669588)"
"22-27809","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-06-23T00:00:00.000","2022-07-28T00:00:00.000","16300030200","PUPUSERIA LA ESQUINA 2","Juan romero","5325  MT VIEW RD","ANTIOCH","TN","37013","32","37015629","5325 MT VIEW RD
ANTIOCH, TN 37013
(36.04881, -86.648203)"
"21-27039","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-01-11T00:00:00.000","2021-03-11T00:00:00.000","09107013300","THE ROCK 'N DOUGH PIZZA COMPANY LLC",,"1105  51ST AVE N","NASHVILLE","TN","37209","20","37013300","1105 51ST AVE N
NASHVILLE, TN 37209
(36.160562, -86.849018)"
"21-27242","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-13T00:00:00.000","2021-06-11T00:00:00.000","10606002000","SPEEDWAY 7136",,"710  MURFREESBORO PIKE","NASHVILLE","TN","37210","19","37015900","710 MURFREESBORO PIKE
NASHVILLE, TN 37210
(36.139061, -86.732748)"
"21-27244","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2021-05-13T00:00:00.000","2021-06-11T00:00:00.000","07214000400","SPEEDWAY 7112",,"2600  GALLATIN AVE","NASHVILLE","TN","37216","7","37011400","2600 GALLATIN AVE
NASHVILLE, TN 37216
(36.197006, -86.742033)"
"20-26453","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-01-27T00:00:00.000","2020-03-17T00:00:00.000","11909019600","M MARKET",,"234  THOMPSON LN","NASHVILLE","TN","37211","16","37017401","234 THOMPSON LN
NASHVILLE, TN 37211
(36.110749, -86.742643)"
"21-27415","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-09-13T00:00:00.000","2021-10-28T00:00:00.000","08301015900","EAST SIDE BANH MI",,"1000  GALLATIN AVE","NASHVILLE","TN","37206","5","37011700","1000 GALLATIN AVE
NASHVILLE, TN 37206
(36.18848, -86.746299)"
"20-26479","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-02-07T00:00:00.000","2020-03-19T00:00:00.000","09700011500","Z MART",,"5851A  OLD HICKORY BLVD","HERMITAGE","TN","37076","14","37015610","5851A OLD HICKORY BLVD
HERMITAGE, TN 37076
(36.167684, -86.599699)"
"20-26845","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-08T00:00:00.000","2020-08-13T00:00:00.000","09310048600","THE JOSEPH","Paul Wischermann - 100","401  KOREAN VETERANS BLVD","NASHVILLE","TN","37203","19","37019500","401 KOREAN VETERANS BLVD
NASHVILLE, TN 37203
(36.156542, -86.775863)"
"20-26539","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-03-12T00:00:00.000","2020-08-13T00:00:00.000","17200019400","SUDDEN SERVICE #0060","CEO","6029  NOLENSVILLE PIKE","NASHVILLE","TN","37211","4","37019115","6029 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.025023, -86.713028)"
"20-26901","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-01T00:00:00.000","2020-11-04T00:00:00.000","10510036700","BLADE AND TIMBER","Matthew Baysinger, Ryan Henrich","2018B  LINDELL AVE","NASHVILLE","TN","37203","17","37016100","2018B LINDELL AVE
NASHVILLE, TN 37203
(36.131976, -86.773585)"
"22-27807","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-06-16T00:00:00.000","2022-07-28T00:00:00.000","08216007400","HONEYTREE MEADERY",,"918  WOODLAND ST","NASHVILLE","TN","37206","6","37019200","918 WOODLAND ST
NASHVILLE, TN 37206
(36.175443, -86.755308)"
"20-26859","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-22T00:00:00.000","2020-11-19T00:00:00.000","09309032600","UNION STATION HOTEL NASHVILLE","Bobby Mancil 50%, Gregory Friedman 50%","1001  BROADWAY","NASHVILLE","TN","37203","19","37019500","1001 BROADWAY
NASHVILLE, TN 37203
(36.157744, -86.784807)"
"21-27056","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-01-22T00:00:00.000","2021-03-11T00:00:00.000","10700011300","SONESTA NASHVILLE AIRPORT",,"600  MARRIOTT DR","NASHVILLE","TN","37214","15","37015100","600 MARRIOTT DR
NASHVILLE, TN 37214
(36.146788, -86.691719)"
"20-26928","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-23T00:00:00.000","2021-03-11T00:00:00.000","10513009600","LOCUST","Benjamin Goldberg (16%), Jason Jodway (20%), Max Goldberg (16%), Melissa Jodway (20%)","2305  12TH AVE S","NASHVILLE","TN","37204","18","37017000","2305 12TH AVE S
NASHVILLE, TN 37204
(36.127364, -86.789146)"
"21-27092","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-01T00:00:00.000","2021-10-28T00:00:00.000","07215021300","BABO",,"1601A  RIVERSIDE DR","NASHVILLE","TN","37216","7","37011500","1601A RIVERSIDE DR
NASHVILLE, TN 37216
(36.195574, -86.723334)"
"T22-27622","TEMPORARY","BBPERMIT","ONSALES","BB - On Site Sales","2022-02-17T00:00:00.000",,"08208010600","SPICY BOY'S","Justen Gardner Cheney","924  MCFERRIN AVE","NASHVILLE","TN","37206","5","37011700","924 MCFERRIN AVE
NASHVILLE, TN 37206
(36.185072, -86.75438)"
"09-16500","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2009-05-28T00:00:00.000","2009-06-12T00:00:00.000","09114026800","Cho A Dong","Thuong Vo, Van C. Vo","5827  CHARLOTTE PIKE","NASHVILLE","TN","37209","20","37018101","5827 CHARLOTTE PIKE
NASHVILLE, TN 37209
(36.149129, -86.862711)"
"20-26537","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-03-12T00:00:00.000","2020-08-13T00:00:00.000","10706000800","SUDDEN SERVICE #0017",,"801  BRILEY PKWY","NASHVILLE","TN","37217","13","37015804","801 BRILEY PKWY
NASHVILLE, TN 37217
(36.139339, -86.700331)"
"20-26782","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-22T00:00:00.000","2020-08-13T00:00:00.000","06200011900","CRACKER BARREL OLD COUNTRY STORE #13",,"2406  MUSIC VALLEY DR","NASHVILLE","TN","37214","15","37015300","2406 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.218001, -86.696085)"
"20-26785","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-05-25T00:00:00.000","2020-08-13T00:00:00.000","09700013100","CRACKER BARREL OLD COUNTRY STORE #23",,"3454  PERCY PRIEST DR","NASHVILLE","TN","37214","13","37015624","3454 PERCY PRIEST DR
NASHVILLE, TN 37214
(36.153472, -86.626492)"
"20-26950","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-06T00:00:00.000","2020-11-19T00:00:00.000","09209016300","CULTURE AND CO.",,"3820  CHARLOTTE AVE  134","NASHVILLE","TN","37209","24","37013500","3820 CHARLOTTE AVE 134
NASHVILLE, TN 37209
(36.152527, -86.832501)"
"20-26866","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-08-04T00:00:00.000","2020-11-19T00:00:00.000","06200016900","LOGAN�S ROADHOUSE NASHVILLE OPRYLAND #520","LR MidCo LLC","2506  MUSIC VALLEY DR","NASHVILLE","TN","37214","15","37015300","2506 MUSIC VALLEY DR
NASHVILLE, TN 37214
(36.224256, -86.694766)"
"21-27067","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-02-03T00:00:00.000","2021-03-12T00:00:00.000","09313010400","THE GUMBO BROS.",,"505  12TH AVE S","NASHVILLE","TN","37203","19","37019500","505 12TH AVE S
NASHVILLE, TN 37203
(36.152124, -86.784543)"
"19-26330","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2019-10-21T00:00:00.000","2021-03-12T00:00:00.000","09107004600","LAVERTE'S MARKET","Wade Burnette","1313  51ST AVE N","NASHVILLE","TN","37209","20","37013300","1313 51ST AVE N
NASHVILLE, TN 37209
(36.161737, -86.849102)"
"20-27021","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-12-21T00:00:00.000","2021-03-12T00:00:00.000","08600021100","SUSHI THAI","ROJANA NAKAGAWA","5760  OLD HICKORY BLVD  106","HERMITAGE","TN","37076","12","37015609","5760 OLD HICKORY BLVD 106
HERMITAGE, TN 37076
(36.172445, -86.601866)"
"T22-27847","TEMPORARY","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2022-07-25T00:00:00.000",,"09302315900","21C MUSEUM HOTEL NASHVILLE",,"221  2ND AVE N","NASHVILLE","TN","37201","19","37019500","221 2ND AVE N
NASHVILLE, TN 37201
(36.165398, -86.777382)"
"T22-27843","TEMPORARY","BBPERMIT","OFFSALES","BB - Off Site Sales","2022-07-22T00:00:00.000",,"04313004900","DISCOUNT BEER & TOBACCO",,"208  OLD HICKORY BLVD E","MADISON","TN","37115","9","37010701","208 OLD HICKORY BLVD E
MADISON, TN 37115
(36.262351, -86.710443)"
"20-26945","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-10-01T00:00:00.000","2021-03-03T00:00:00.000","09212047800","SHABU SHABU HOT POT & BARBECUE",,"1722  WEST END AVE","NASHVILLE","TN","37203","21","37019500","1722 WEST END AVE
NASHVILLE, TN 37203
(36.153084, -86.795836)"
"20-26828","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-06-25T00:00:00.000","2021-03-15T00:00:00.000","13611007600","TAQUERIA LA SAN MARQUENA","Efren Martin Del Campo, Perla M Garcia Padilla","3618  ANDERSON RD","NASHVILLE","TN","37217","29","37015617","3618 ANDERSON RD
NASHVILLE, TN 37217
(36.089223, -86.606757)"
"21-27181","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-04-19T00:00:00.000","2021-06-15T00:00:00.000","10408008400","CENTRAL BBQ","Johnny Lawrence","1601  21ST AVE S","NASHVILLE","TN","37212","18","37016500","1601 21ST AVE S
NASHVILLE, TN 37212
(36.138525, -86.800663)"
"20-27015","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-12-18T00:00:00.000","2021-03-16T00:00:00.000","14716005400","OM RANDAL OIL GROUP INC","KALPESH PATEL","5016  NOLENSVILLE PIKE","NASHVILLE","TN","37211","30","37019004","5016 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0603, -86.716371)"
"20-27024","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-12-23T00:00:00.000","2021-03-16T00:00:00.000","07509027400","FLAT TIRE DINER","Cheryl Caballero, Tom Mead","4700  OLD HICKORY BLVD","OLD HICKORY","TN","37138","11","37015401","4700 OLD HICKORY BLVD
OLD HICKORY, TN 37138
(36.202657, -86.621518)"
"21-27098","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2021-03-03T00:00:00.000","2021-06-15T00:00:00.000","10404000100","THE VANDERBILT UNIVERSITY BASEBALL AND FOOTBALL CONCESSIONS","Daniel Andreas Diermeier","2205  WEST END AVE","NASHVILLE","TN","37212","18","37016500","2205 WEST END AVE
NASHVILLE, TN 37212
(36.149018, -86.804142)"
"21-27179","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2021-04-20T00:00:00.000","2022-04-28T00:00:00.000","093050A00100CO","L20 HEARTBREAKER LOUNGE",,"101  PLATFORM WAY N 2000","NASHVILLE","TN","37203","19","37019500","101 PLATFORM WAY N 2000
NASHVILLE, TN 37203"
"22-27664","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2022-03-14T00:00:00.000","2022-04-28T00:00:00.000","07116015800","FLORA + FAUNA",,"747  DOUGLAS AVE  107 C","NASHVILLE","TN","37207","5","37011700","747 DOUGLAS AVE 107 C
NASHVILLE, TN 37207
(36.193433, -86.753997)"
"19-26407","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-26T00:00:00.000","2021-06-21T00:00:00.000","09310049000","CALACAS MEXICAN CUISINE",,"411  KOREAN VETERANS BLVD","NASHVILLE","TN","37203","19","37019500","411 KOREAN VETERANS BLVD
NASHVILLE, TN 37203
(36.156449, -86.776045)"
"20-26903","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-09-03T00:00:00.000","2020-11-20T00:00:00.000","13315014500","JUICY SEAFOOD VII INC","NENG YUAN LAN","3949  NOLENSVILLE PIKE","NASHVILLE","TN","37211","26","37018901","3949 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.085517, -86.728747)"
"20-26489","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-02-14T00:00:00.000","2020-08-14T00:00:00.000","16300022400","FAMILY DOLLAR STORE# 28967","Lonnie  W. McCaffety","853  BELL RD","ANTIOCH","TN","37013","32","37015628","853 BELL RD
ANTIOCH, TN 37013
(36.04958, -86.650994)"
"20-26813","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-06-09T00:00:00.000","2020-08-14T00:00:00.000","10611000700","G CATERING","Guy Haskins","332  HILL AVE","NASHVILLE","TN","37210","17","37015900","332 HILL AVE
NASHVILLE, TN 37210
(36.13414, -86.727948)"
"20-26480","ISSUED","BBPERMIT","OFFSALES","BB - Off Site Sales","2020-02-07T00:00:00.000","2020-08-14T00:00:00.000","093061J30900CO","SAVI URBAN  MARKET",,"415  CHURCH ST","NASHVILLE","TN","37219","19","37019500","415 CHURCH ST
NASHVILLE, TN 37219
(36.163474, -86.779479)"
"19-26403","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-12-19T00:00:00.000","2020-08-14T00:00:00.000","07206023800","THE UNDERDOG",,"3208  GALLATIN PIKE","NASHVILLE","TN","37216","7","37011200","3208 GALLATIN PIKE
NASHVILLE, TN 37216
(36.206974, -86.736079)"
"19-26369","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2019-11-21T00:00:00.000","2020-08-14T00:00:00.000","09216039400","VIRGIN HOTELS NASHVILLE, LLC","100% voting interest in Applicant (Virgin Hotels Nashville), 100% Voting Interest in Virgin Central Services LLC, 100% Voting Interest of Virgin Hotels North America, LLC","1  MUSIC SQ W","NASHVILLE","TN","37203","19","37019500","1 MUSIC SQ W
NASHVILLE, TN 37203
(36.151678, -86.792944)"
"20-26762","ISSUED","BBPERMIT","ONOFFSALES","BB - On & Off Site Sales","2020-04-30T00:00:00.000","2020-08-14T00:00:00.000","08303006400","VINYL TAP","Riley Hedrick","2038  GREENWOOD AVE","NASHVILLE","TN","37206","6","37011700","2038 GREENWOOD AVE
NASHVILLE, TN 37206
(36.188755, -86.72951)"
"20-26540","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-03-12T00:00:00.000","2020-08-14T00:00:00.000","08104022900","CHIPOTLE MEXICAN GRILL #3336",,"2030  ROSA L PARKS BLVD","NASHVILLE","TN","37228","2","37013700","2030 ROSA L PARKS BLVD
NASHVILLE, TN 37228
(36.189057, -86.798445)"
"20-26854","ISSUED","BBPERMIT","ONSALES","BB - On Site Sales","2020-07-14T00:00:00.000","2020-08-14T00:00:00.000","11909013700","FONDA CUBILETE MEXICAN RESTAURANT","Francisco Perez Elias","2712  NOLENSVILLE PIKE","NASHVILLE","TN","37211","16","37017300","2712 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.113501, -86.746539)"
