PROJ NUM,PROJ NAME,PROJ CITY,FUND RD CATEGORY,LIHTC AMT REQ,LIHTC AMT AWARD,SELF SCORE,FINAL SCORE,TOTAL UNITS,LIHTC UNITS,PROJ SET ASIDE,OWN CONTACT,PRIOR APP PROJ NUM,GP DEVELOPER,NONPROFIT,MANAGE AGENT,RELATED PARTY 1,RELATED PARTY 2,RELATED PARTY 3,SYNDICATOR,EQUITY RATE,EXTENDED LI USE PERIOD,CONST TYPE,0 BDRM,1 BDRM,2 BDRM,3P BDRM,15 PCT,20 PCT,25 PCT,30 PCT,35 PCT,40 PCT,45 PCT,50 PCT,55 PCT,60 PCT,MKT,PSH UNITS,ELDERLY,FAMILY,TOTAL DEV COST,APP DATE,PROJ DESIGNATION,APP CYCLE,PROJ MIMIMUM SET ASIDE,TYPE OF DEVE,NO BLDGS,ALLOC YEAR,COMMON AREA UNITS,COMMON SQ FT,MKT SQ FT,LIHTC SQ FT,PROJ ADDRESS 1,PROJ ADDRESS 2,PROJ COUNTY,PROJ STATE,PROJ ZIP CODE,OWN NAME,OWN PHONE,OWN CITY,OWN ZIP CODE,PROJ SET ASIDE 1,PROJ SET ASIDE 2,EMAIL,Project Location,Owner Location
G16019,Center City Downtown Adrian,Adrian,General,935649.00,,0,,48,48,Open,Peter Jobson,,Excel Realty Investors 100 LLC,,Michigan Asset Group LLC,Performance Community Development,Excel-Deal 23 LLC,Peter Jobson,RBC TAX Credit Equity LLC,0.94,45,New & Adaptive Reuse,,23,25,,,,,4,,16,0,5,0,23,0,,,48,9117360.00,04/01/2016 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,3,12816,,40134,,,Lenawee,MI,49221,Excel-Deal 23 LDHA LP,,3690 Orange Place #517,,Beachwood,,44122,Distressed,Rural,,
H17067,Claire Gardens,Adrian,General,877900.00,,127,,49,49,Open,Dawn A. Gallaway,,"Keller Development, Inc.",,"New Generation Management, Inc.","Claire Gardens GP, LLC",,,Cinnaire,0.89,45,New & Adaptive Reuse,,12,37,,,,,10,,7,,8,,24,,,49,,8792318.00,10/02/2017 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"32,053",,46112,,,Lenawee,MI,48221,"Claire Gardens LDHA, LP",,4530 Merchant RD,,Fort Wayne,,46818,Elderly,Distressed,,
A10085,Friendship Place Apartments,Adrian,General,390799.00,0.00,329,,59,58,Elderly,Laurence S. Tisdale,,Laurence S. Tisdale,,Premier Property Management,Friendship Investors LLC - GP,,,Great Lakes Capital Fund,0.7,45,Acquisition/Rehab,,58,,,,,,,,,27,30,,1,,,58,,7021432.00,12/01/2010 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"16,626",,32074,,,Lenawee,MI,49221,Friendship Senior LDHA LP,,"26711 Northwestern Hwy, #250",,Southfield,,48033,Distressed,,,
T12073,Maple Village,Adrian,General,479109.00,0.00,,,201,200,,Gleason E. Amboy,,FHC Developer LLC,,First Housing Corporation,FHC Group LLC,,,Great Lakes Capital Fund,0.86,30,Acquisition/Rehab,,106,76,18,,,,,,,,,,200,,,119,82,19077082.00,11/28/2012 12:00:00 AM,Family & Elderly,Tax Exempt,40 @ 60,Apartment,13,"24,802",,185315,,,Lenawee,MI,49221,FHC Eight LDHA LP,,4275 Five Oaks Drive,,Lansing,,48911,,,,
Y08132,Britton Apartments,Britton,General,35458.00,0.00,,,20,20,,"Andrew McLemore, Jr",,A-MAC Rural Development LLC,,Gardner Management Company,"Andrew McLemore, Jr",,,,,,,,8,12,,,,,,,10,,10,,,,,,20,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,,Apartment,2,"3,161",,14948,,,Lenawee,MI,49229,Britton Rural LP,,15780 Schaefer Hwy,,Detroit,,48227,,,,
Y08128,Deer Run Apartments,Deerfield,General,28506.00,0.00,,,16,16,,"Andrew McLemore, Jr",,A-MAC Rural Development LLC,,Gardner Management Company,"Andrew McLemore, Jr",,,PNC Multifamily Capital,,45,Acquisition/Rehab,,4,8,4,,,,,,,,3,,9,,,,16,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"2,320",,12064,,,Lenawee,MI,49238,Deer Run Rural LP,,15780 Schaefer Hwy,,Detroit,,48227,,,,
G16011,Wexford Manor,Onsted,General,129232.00,,102,,24,24,Preservation,Jeffrey F. Gates,,"T J Acquisitions, LLC",,"Watermark Management Group, LLC","T J Development, LLC",Thomas L. Lapka,,Cinnaire,1.015,45,Acquisition/Rehab,,24,,,,,,,,,,,,24,0,,24,,2014250.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,4476,,13824,,,Lenawee,MI,49265,T J Wexford LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Elderly,Rural,,
H17052,Wexford Manor,Onsted,General,11247.00,,,,24,24,July 2017 Fund RD,Jeffrey F. Gates,,"T J Acquisitions, LLC",,"Watermark Management Group, LLC","T J Development, LLC",Thomas L. Lapka,,Cinnaire,0.8841,45,Acquisition/Rehab,,24,,,,,,,,,,,,24,,,24,,2010105.00,07/17/2017 12:00:00 AM,Elderly,Additional Credit Funding Round,40 @ 60,Apartment,1,"4,476",,13824,,,Lenawee,MI,49265,T J Wexford LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Additional Credit,,,
Y08086,Wexford Manor,Onsted,General,91686.00,0.00,159,,24,24,Rural,Thomas Lapka,,Jeffrey F. Gates,,"KMG Prestige, INC","TJ Acquisitions, LLC",Thomas L. Lapka,,The Summit Group,0.82,45,Acquisition/Rehab,,,,,,,,6,,6,,6,,6,,,24,,0.00,08/01/2008 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"2,976",,13824,,,Lenawee,MI,49265,TJ Wexford LDHA LP,,605 South Capitol Avenue,,Lansing,,48933,Elderly,,,
C12064,Mill Pond Manor,Brighton,General,443569.00,0.00,152,,58,58,Preservation,Amin Irving,,Ginosko Development Company,,"KMG Prestige, INC",GDC-MP LLC,Great Lakes Capital Fund,,Great Lakes Capital Fund,0.87,45,Acquisition/Rehab,,58,,,,,,,,,,,,58,,,58,,6745691.00,08/15/2012 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,3,"7,490",,37700,,,Livingston,MI,48116,GDC-MP LDHA LLC,,"1100 Corporate Office Drive, Suite 110",,48381,,,,,,
E14069,Mill Pond Manor,Brighton,General,404207.00,,95,,58,58,Preservation,T. Van Fox,,"MHT Housing, INC","MHT Housing, INC",Continental Management LLC,MHT Properties 148 INC,RBC TAX Credit Equity LLC,,Royal Bank of Canada Capital Markets,0.9,45,Acquisition/Rehab,,58,,,,,,,,,,,,58,,,58,,6005286.00,10/01/2014 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"11,147",,34800,,,Livingston,MI,48116,Mill Pond/MHT II LDHA LLC,,"32600 Telegraph Road, Suite 102",,Bingham Farms,,48025,Elderly,,,
A10019,Livingston Greene,Fowlerville,General,364476.00,0.00,318,,32,32,Rural,"David Cooper, Jr",,The Woda Group LLC,,Woda Management & Real Estate LLC,"Woda Investor Member, LLC","Woda Housing of Fowlerville, LLC",,City Real Estate,0.71,45,Acquisition/Rehab,,28,4,,,2,,,,8,,10,,12,,,32,,4358055.00,03/01/2010 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"4,934",,19540,,,Livingston,MI,48836,Livingston Greene LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,Elderly,,,
T16062,Lakeshore Village Apartments Phase II,Genoa TWP,General,451653.00,,,,96,96,,"Rodney M. Lockwood, Jr.",,Lockwood Development LLC,,Lockwood Management LLC,Cinnaire,,,Cinnaire,1.047,30,Rehab Only,,32,52,12,,,,,,,,,,96,0,,,96,14058233.00,06/17/2016 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,6,,,95200,,,Livingston,MI,48843,Lakeshore Village II LDHA LP,,"27777 Franklin Road, Suite 1410",,Southfield,,48034,,,,
T16064,Lakeshore Village Apartments Phase III,Genoa TWP,General,911434.00,,,,144,144,,Mark Lockwood,,Lockwood Development LLC,,Lockwood Management LLC,"Rodney M. Lockwood, Jr.",TLG 27 LLC,Genoa Grand River III LLC,Cinnaire,0.9881,30,New Construction,,16,84,44,,,,,,,,3,0,141,0,,,144,24203097.00,07/18/2016 12:00:00 AM,Family,Tax Exempt,40 @ 60,Apartment,14,2200,,156000,,,Livingston,MI,48843,Lakeshore Village III LDHA LP,,"27777 Franklin Road, Suite 1410",,Southfield,,48034,,,,
A10091,Bridgeview Greene,St. Ignace,General,415573.00,0.00,338,,40,40,Rural,David Cooper Jr,,"The Woda Group, LLC",,Woda Management & Real Estate,Woda Investor Member LLC,Valhalla Michigan Portfolio I Partner LLC,,RBC Capital,0.73,45,Acquisition/Rehab,,19,20,1,,,,,,,,4,,36,,,,40,5026759.00,12/01/2010 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"6,637",,29914,,,Mackinac,MI,49781,Bridgeview Greene LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,,,,
A10092,Charters Cove,St. Ignace,General,279037.00,0.00,340,,24,24,Rural,David Cooper Jr,,The Woda Group LLC,,Woda Management & Real Estate,Woda Investor Member LLC,Valhalla Michigan Portfolio I Partner LLC,,RBC Capital,0.73,45,Acquisition/Rehab,,24,,,,,,,,,,,,24,,,24,,3445228.00,12/01/2010 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"5,180",,12862,,,Mackinac,MI,49781,Charters Cove LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,,,,
D13006,STHA St. Ignace Elder Complex,St. Ignace,General,456967.00,0.00,147,,20,20,Open,Joni  Talentino,,Sault Tribe of Chippewa Indians Housing Authority,Sault Tribe of Chippewa Indians Housing Authority,Sault Tribe of Chippewa Indians Housing Authority,Sault Tribe of Chippewa Indians ,,,Raymond James TAX Credit Funds,0.83,45,New Construction,,,20,,,,,2,,,,,,18,,,20,,4750181.00,08/14/2013 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"7,586",,17880,,,Mackinac,MI,49781,SaultSteMarie Tribe of Chippewa Indians HA TC LP 1,,154 Parkside Drive,,Kincheloe,,49788,Elderly,Rural,,
D13006,STHA St. Ignace Elder Complex,St. Ignace,General,517106.00,0.00,144,,20,20,Open,Joni Talentino,,Sault Tribe of Chippewa Indians HA,Sault Tribe of Chippewa Indians HA,Sault Tribe of Chippewa Indians HA,David Bland,,,Raymond James TAX Credit Funds,0.83,45,New Construction,,,20,,,,,2,,,,,,18,,,20,,4548322.00,02/14/2013 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"7,586",,17880,,,Mackinac,MI,49781,SaultSteMarie Tribe of Chippewa Indians HA TC LP 1,,154 Parkside Drive,,Kincheloe,,49788,Elderly,Distressed,,
E14006,STHA St. Ignace Elder Complex,St. Ignace,General,456990.00,0.00,148,,20,20,Open,Joni Talentino,,Sault Tribe of Chippewa Indians HA,Sault Tribe of Chippewa Indians HA,Sault Tribe of Chippewa Indians HA,David Bland,,,Raymond James TAX Credit Funds,0.83,45,New Construction,,,20,,,,,2,,,,,,18,,,20,,4750424.00,02/14/2014 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"7,586",,17880,,,Mackinac,MI,49781,SaultSteMarie Tribe of Chippewa Indians HA TC LP 1,,154 Parkside Drive,,Kincheloe,,49788,Elderly,Rural,,
Z09063,American House Lakeside I,Clinton TWP,General,248007.00,0.00,267,,81,33,Elderly,Joseph E. Schwartz,,SGN Holdings II LLC,,American House Managemnet II LLC,,,,Schwartz Financial Group INC,0.65,45,Acquisition/Rehab,,19,14,,,,,,,,,33,,,48,,81,,0.00,05/01/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,20 @ 50,Apartment,1,"4,424",35200,24250,,,Macomb,MI,48038,Lakesdie I LDHA LLC,,6755 Telegraph RD Suite 330,,Bloomfield Hills,,48301,,,,
Z09064,American House Lakeside II,Clinton TWP,General,244625.00,0.00,273,,82,33,Elderly,Joseph E. Schwartz,,SGN Holdngs II LLC,,American House Management II LLC,,,,Schwartz Financial Group INC,0.65,45,Acquisition/Rehab,,19,14,,,,,,,,,33,,,49,,82,,0.00,05/01/2009 12:00:00 AM,Elderly,1st Funding Round of Credit Year,20 @ 50,Apartment,1,"4,136",36050,24250,,,Macomb,MI,48038,Lakeside II LDHA LLC,,6755 Telegraph RD Suite 330,,Bloomfield Hills,,48301,,,,
A10005,Clemens Court Apartments,Clinton TWP,General,791718.00,0.00,332,,160,160,,Gerald A. Krueger,,"American Community Developers, INC",,Independent Management Services,ACD Partners 2008 LLC,,,Key Community Development Corp,0.7,45,Acquisition/Rehab,,48,48,64,,10,10,10,,,10,,,120,,,,160,11441496.00,02/26/2010 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,13,"1,926",,139444,,,Macomb,MI,48036,CC 2009 LDHA LLC,,20250 Harper Avenue,,Detroit,,48225,,,,
G16053,Clinton Villages - Phase I,Clinton TWP,General,1500000.00,,75,,70,70,Open,Eboni Nugin,,"RAD Conversion Specialists, LLC",,Premier Property Management LLC,Clinton TWP Housing Commission,"Clinton Villages I MM, LLC",RBC Capital,"RBC TAX Credit Equity, LLC",0.98,45,New Construction,,,,,,,,8,,,,,,62,0,,70,,15070000.00,04/01/2016 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,21531,,47597,,,Macomb,MI,48035,Clinton Villages I LDHA LLC,,34947 Village Road,,Clinton TWP,,48035,Elderly,,,
G16053,Clinton Villages - Phase I,Clinton TWP,General,857500.00,,109,,44,44,Open,Eboni Nugin,,"RAD Conversion Specialists, LLC","CTHC, Inc.",Clinton Township Housing Commission,The Slavik Company,RBC Capital Markets,,"RBC TAX Credit Equity, LLC",1,45,New Construction,,42,2,,,,,,,,,27,0,17,,,44,,10540000.00,09/30/2016 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"17,511",,29048,,,Macomb,MI,48035,"Clinton Villages I LDHA, LLC",,34947 Village Road,,Clinton TWP,,48035,Elderly,Nonprofit,,
A10036,Newport Apartments,Clinton TWP,General,1014867.00,0.00,210,,168,168,,Gerald A. Krueger,Z09044,"American Community Developers, INC",,Independent Management Services,ACD Partners 2008 LLC,,,PNC Real Estate,0.78,45,Acquisition/Rehab,,42,126,,,9,9,9,,,9,,,132,,,,168,12956884.00,08/19/2010 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,7,"7,324",,145292,,,Macomb,MI,48036,Newport 2008 LDHA LLC,,20250 Harper Avenue,,Detroit,,48225,,,,
B11041,St. George Tower,Clinton TWP,General,1500000.00,0.00,173,,205,204,Preservation,Christine Robertson,,Millennia Housing Development Ltd,,Millennia Housing Management Ltd,Eternal Housing Fund,St. George Tower Investment LLC,Great Lakes Capital Fund for Housing LP XVIII,Great Lakes Capital Fund,0.8376,45,Acquisition/Rehab,,205,,,,,,,,,,,,204,,,204,,21533824.00,08/15/2011 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"5,955",,118490,,,Macomb,MI,48038,St. George Tower LDHA LP,,"8111 Rockside Road, Suite 200",,Valley View,,44125,Elderly,,,
T12070,St. George Tower,Clinton TWP,General,530567.00,0.00,157,,205,204,,Frank T. Sinito,,Millennia Housing Development Ltd,"Eternal Housing Fund, INC","Millennia Housing Management, Ltd","Eternal Housing Fund, INC",St. George Tower Investment LLC,GLCF for Housing LP XXVI,Great Lakes Capital Fund,0.935,45,Acquisition/Rehab,,204,,,,,,,,,,,,204,,,204,,19834730.00,11/01/2012 12:00:00 AM,Elderly,Tax Exempt,20 @ 50,Apartment,1,575,,118490,,,Macomb,MI,48038,St. George Tower LDHA LP,,"8111 Rockside Road, Suite 200",,Cleveland,,44125,,,,
H17017,Erin Park,Eastpointe,Special Needs,1464336.00,,130,,52,52,PSH,Kirsten Elliott,,"Community Housing Network, Inc.","Community Housing Network, Inc.",Piper Management Company,"Macomb Innovative Dev. Group II, Inc.",,,Tom Edmiston,0.92,45,New Construction,,,26,26,,,,7,,1,0,0,0,44,,13,,52,15056100.00,04/03/2017 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Duplex,26,"2,705",,63180,,,Macomb,MI,48021,CHN Erin Park LDHA LP,,"570 Kirts BLVD, Suite 231",,Troy,,48084,Nonprofit,Distressed,,
H17017,Erin Park,Eastpointe,Special Needs,1331797.00,,132,,52,52,PSH,Kirsten Elliott,,"Community Housing Network, Inc.","Community Housing Network, Inc.",Piper Management Company,"Macomb Innovative Dev. Group II, Inc.",,,PNC,0.95,45,New Construction,,,26,26,,,,4,,1,,,,47,,19,,52,14538000.00,10/02/2017 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Duplex,26,"1,545",,60970,,,Macomb,MI,48021,CHN Erin Park LDHA LP,,"570 Kirts BLVD, Suite 231",,Troy,,48084,Nonprofit,Distressed,,
E14011,Grafton Townhomes,Eastpointe,Special Needs,1008402.00,0.00,166,,48,48,PSH,Kirsten Elliott,,"Community Housing Network, Inc.","Community Housing Network, Inc.",Piper Realty CO,Macomb INnovative DEV Group INC,,,PNC Real Estate,0.97,45,New Construction,,2,22,24,,,,4,,7,,,,37,,12,,48,11026300.00,02/14/2014 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,7,"1,125",,57240,,,Macomb,MI,48021,CHN Grafton LDHA LP,,"570 Kirts BLVD, Suite 231",,Troy,,48084,Nonprofit,Distressed,,
B11027,Oakwood Manor Senior Living,Eastpointe,General,851080.00,0.00,305,,44,44,Elderly,T. Van Fox,,"MHT Housing, INC","MHT Housing, INC",Continental Management LLC,"MHT Properties 132, LLC","Bank of America, NA","Bank of America CDC Special Holding Co, INC",Bank of America Merrill Lynch,0.71,45,New Construction,,16,28,,,,,,,22,,22,,,,,44,,8342163.00,03/01/2011 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"69,837",,40312,,,Macomb,MI,48021,Oakwood Manor Senior Living / MHT LDHA LLC,,32600 Telegraph Road,,Bingham Farms,,48025,Distressed,,,
B11027,Oakwood Manor Senior Living,Eastpointe,General,896693.00,0.00,167,,44,44,Open,T. Van Fox,B11027,"MHT Housing, INC","MHT Housing, INC","Continental Management, LLC","MHT Properties 132, LLC","Bank of America, N.A.","Bank of America CDC Special Holding Co, INC",Bank of America Merrill Lynch,0.74,45,New & Acq/Rehab,,16,28,,,,,,,22,22,,,,,,44,,8934966.00,08/15/2011 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"69,837",,40312,,,Macomb,MI,48021,Oakwood Manor Senior Living/MHT LDHA LLC,,32600 Telegraph Road,,Bingham Farms,,48025,Elderly,Distressed,,
T15046,Fraser Woods,Fraser,General,634110.00,,58,,241,241,,George Larimore,,Michigan Nonprofit Housing Corp,Michigan Nonprofit Housing Corp,"KMG Prestige, INC",National Equity Fund,,,National Equity Fund,0.91,30,Acquisition/Rehab,,190,41,10,,,,,,,,,,241,,,211,30,28346185.00,05/27/2015 12:00:00 AM,Family & Elderly,Tax Exempt,40 @ 60,Apartment,8,"36,823",,174415,,,Macomb,MI,48026,"Fraser Woods Fraser LDHA, LLC",,"23332 Orchard Lake Road, Suite F",,Farmington Hills,,48336,,,,
T16061,AHEPA 371 Apartments,Harrison TWP,General,400604.00,,51,,79,79,TAX Exempt,Lazaros Kircos,,"AOC Senior Apartments, Inc.","AHEPA 371, Inc.",AHEPA Management,Lazaros Kircos,,,PNC Real Estate,1.038,45,Acquisition/Rehab,,79,,,,,,,,,,,,79,0,,79,,13545894.00,05/10/2016 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,15819,,41475,,,Macomb,MI,48045,Omega Senior Housing LDHA LP,,26700 Crocker BLVD,,Harrison TWP,,48045,,,,
Y08108,Newport Apartments,Mt. Clemens,General,729400.00,0.00,200,,168,168,,Gerald A. Krueger,,"American Community Developers, INC",,Independent Management Services,ACD Partners 2008 LLC,,,The Richman Group,0.84,45,Acquisition/Rehab,,40,128,,,9,9,9,,,9,,,132,,,,168,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,7,"7,324",,145292,,,Macomb,MI,48036,Newport 2008 LDHA LLC,,20250 Harper Avenue,,Detroit,,48225,,,,
Z09044,Newport Apartments,Mt. Clemens,General,924359.00,0.00,245,,168,168,,Gerald A. Krueger,Y08108,American Community Developers INC,,Independent Management Services,ACD Partners 2008 LLC,,,Stratford Capital Group,0.6,45,Acquisition/Rehab,,42,126,,,9,9,9,,,9,,,132,,,,168,0.00,05/01/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,7,"7,324",,145292,,,Macomb,MI,48036,Newport 2008 LDHA LLC,,20250 Harper Avenue,,Detroit,,48225,,,,
C12008,Samuel Price Commons,Mt. Clemens,Special Needs,1340932.00,0.00,179,,55,55,PSH,Marc Craig,,"Community Housing Network, INC","Community Housing Network, INC",Piper Realty Company,Macomb Innovative Development Group INC,,,"PNC Bank, National Association",1,45,New Construction,,19,36,,,,,6,,14,,20,,15,,20,,55,14123949.00,02/15/2012 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"13,370",,49642,,,Macomb,MI,48043,CHN Cass LDHA LP,,"570 Kirts BLVD, Suite 231",,Troy,,48084,Nonprofit,,,
T09082,Shire of Shelby,Shelby TWP,,115406.00,0.00,,,102,32,,Dawn Foulke,,Shire of Shelby LLC,,Piper Realty LLC,Norman Pappas,Dawn Foulke,,Norman Pappas,,35,New Construction,,32,,,,,,32,,,,,,,70,,102,,0.00,06/04/2009 12:00:00 AM,Elderly,Tax Exempt,20 @ 50,Apartment,1,"13,100",70520,18800,,,Macomb,MI,48316,Shire of Shelby LDHA LLC,,"30301 Northwestern Hwy, Ste 200",,Farmington Hills,,48334,,,,
B11006,Lakeside Towers,Sterling Heights,General,1265767.00,0.00,362,,115,114,Elderly,Joseph Kasberg,,National Church Residences,National Church Residences,National Church Residences,,,,National Affordable Housing Trust,0.7,45,Acquisition/Rehab,,109,5,,,,,,,,,,,114,,,114,,16581359.00,03/01/2011 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,,"16,128",,68075,,,Macomb,MI,48313,Lakeside Towers of Sterling Heights LDHA LP,,2335 North Bank Drive,,Columbus,,43220,Nonprofit,,,
T13048,Tivoli Manor,Warren,General,240525.00,0.00,,,80,79,,Diane Smith,,CSI Support and Devleopment Services,Tivoli Nonprofit Housing Corp,CSI Support and Devleopment Services,CREA Tivoli Manor LLC,CREA SLP LLC,,City Real Estates Advisors INC,0.93,45,Acquisition/Rehab,,79,1,,,,,,,,,,,79,,,79,,8700669.00,06/20/2013 12:00:00 AM,Elderly,Tax Exempt,40 @ 60,Apartment,1,"19,947",,42209,,,Macomb,MI,48093,Tivoli Manor LDHA LP,,8425 Twelve Mile Road,,Warren,,48093,,,,
Y08117,Brush Estates,Detroit,General,1000000.00,0.00,160,,75,75,,Sam Arabbo,,"SJS Investments, INC",,Midwest Management Company,"Brush Estates GP, INC",,,National Equity Fund,0.84,30,New Construction,,,75,,,,,8,,8,,38,,21,,8,,67,0.00,08/01/2008 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Townhome,17,,,102975,,,Wayne,MI,48203,Brush  Estates LDHA LP,,17445 W. 10 Mile Road,,Southfield,,48075,,,,
H17063,Little River Band Elder Housing,Manistee,General,586077.00,,99,,18,18,Open,"Larry Romanelli, Tribal Ogema",,Little River Band of Ottawa Indians,Little River Band of Ottawa Indians,Little River Band of Ottawa Indians,Elizabeth Glynn,,,RBC Capital Markets,0.83,45,New Construction,,10,8,,,,,4,,,,6,,8,0,,18,,5740644.00,09/29/2017 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,1,"7,509",,18634,,,Manistee,MI,49660,Little River Band Elder Housing LP,,2608 Government Center Dr.,,Manistee,,49660,Elderly,Distressed,,
B11012,Manistee Place,Manistee,General,474647.00,0.00,368,,46,46,Rural,"David Cooper, Jr",,The Woda Group LLC,,Woda Management & Real Estate LLC,Woda Invester Member LLC,"Manistee Place GP, LLC",,RBC Capital,0.82,45,Acquisition/Rehab,,16,30,,,,,,,4,,12,,30,,,,46,4930273.00,03/01/2011 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,6,,,,,,Manistee,MI,49660,Manistee Place LDHA LP,,"229 Huber Village BLVD, Suite 100",,Westerville,,43081,,,,
H17035,"Willows, The",Manistee,General,871050.00,,118,,42,42,Open,Pete Potterpin,,"PK Development Group, LLC",,PK Housing & Management Company,"Third Coast Development, LLC",,,Cinnaire,0.905,45,New Construction,,36,6,,,,,8,,6,0,0,0,28,,,42,,8888801.00,04/03/2017 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"10,733",,25770,,,Manistee,MI,49660,PK3C Manistee Senior LDHA LP,,1784 Hamilton Road,,Okemos,,48864,Elderly,Distressed,,
H17004,Jasperlite Senior Housing,Ishpeming,General,686545.00,,137,,36,32,Open,Amy Lerlie,,"G.A. Haan Development, LLC",Community Action Alger-Marquette,KMG Prestige,Jasperlite MM LLC,,,The Richman Group,0.8699,45,New Construction,,18,18,,,,,7,,,,6,0,19,4,,36,,7528017.00,03/28/2017 12:00:00 AM,Elderly,2nd Funding Round of Credit Year,40 @ 60,Apartment,6,"13,235",4052,32414,,,Marquette,MI,49849,Jasperlite Senior Housing LDHA LLC,,1125 Commerce Drive,,Marquette,,49855,Elderly,Nonprofit,,
H17004,Jasperlite Senior Housing,Ishpeming,General,671590.00,,138,,36,32,Open,Amy Lerlie,,G.A. Haan Development LLC,Community Action Alger-Marquette,KMG Prestige,Jasperlite MM LLC,,,The Richman Group,0.8799,45,New Construction,,18,18,,,,,7,,6,,,,19,4,,36,,7374447.00,09/28/2017 12:00:00 AM,Elderly,1st Funding Round of Credit Year,40 @ 60,Apartment,6,"13,235",4052,32414,,,Marquette,MI,49849,Jasperlite Senior Housing LDHA LLC,,1125 Commerce Drive,,Marquette,,49855,Elderly,Nonprofit,,
D13007,Phelps Square,Ishpeming,Special Needs,728559.00,0.00,166,,24,24,PSH,Benjamin W. Ide,,G.A. Haan Development LLC,,"KMG Prestige, Inc.",Gerald A. Haan,Ishpeming BGG LLC,,Boston Capital,0.81,45,Acquisition/Rehab,,8,8,8,,,,2,,8,,,,14,,8,,24,6803603.00,02/14/2013 12:00:00 AM,Family,2nd Funding Round of Credit Year,40 @ 60,Apartment,1,"12,000",,27200,,,Marquette,MI,49849,Ishpeming Phelps Apartments LDHA LLC,,380 Franklin Street #104,,Harbor Springs,,49740,Rural,,,
Z09015,Woodcliff Apartments,Ishpeming,General,137817.00,0.00,174,,24,24,Rural,Jeff Gates,,Jeffrey  F. Gates,,"KMG Prestige, INC",Thomas L. Lapka,TJ Acquisitions,,Great Lakes Capital Fund LP XVIII,0.7,45,Acquisition/Rehab,,10,14,,,,,3,,4,,11,,6,,,,24,1901631.00,11/02/2009 12:00:00 AM,Family,1st Funding Round of Credit Year,40 @ 60,Apartment,2,"1,920",,16500,,,Marquette,MI,49849,TJ Woodcliff LDHA LP,,605 S. Capitol Avenue,,Lansing,,48933,Distressed,,,
