"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","location_1"
"Automotive - Manufacturing","Caparo Vehicle Components, Inc.","608","2011","Approved","-","133","$131,402","
Novi,  
(42.466585, -83.474698)"
"Automotive - Manufacturing","Ford Motor Company","221","2010","Approved","-","3,193","-","
Wayne,  
(40.927178, -74.231046)"
"Automotive - Manufacturing","Acument Global Technologies","714","2014","Approved","97","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Alt. Energy - Other","United Solar Ovonic, LLC","312","2010","Approved","123","-","-","
Greenville,  
(34.850746, -82.398964)"
"Automotive - Manufacturing","Caparo Vehicle Components, Inc.","608","2010","Approved","-","131","$8,184,288","
Novi,  
(42.466585, -83.474698)"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2007","Approved","75","-","-","
Clarkston,  
(42.73582, -83.422142)"
"Automotive - Manufacturing","Axle Alliance","173","2014","Approved","147","-","-","
Redford Township,  
(42.403049, -83.294395)"
"Automotive - Manufacturing","ASIMCO Camshaft Specialties","34","2000","Approved","146","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Faurecia Interior Systems Inc.","277","2009","Did Not Qualify","-","-","-","
Fraser,  
(42.542226, -82.94983)"
"Automotive - Manufacturing","General Motors LLC","355","2007","Approved","-","103","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2011","Approved","104","-","$67,090,489","
Superior Township,  
(42.303179, -83.603236)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","2002","Approved","300","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","Ford Motor Company","129","2004","Approved","-","2,315","-","
Dearborn,  
(42.322141, -83.17594)"
"Alt. Energy - Other","Cobasys LLC","241","2006","Approved","62","-","-","
Orion Township,  
(42.76982, -83.283404)"
"Automotive - Manufacturing","Ecomotors, Inc.","421","2011","Approved","21","-","$374,721","
Allen Park,  
(42.256799, -83.213957)"
"Automotive - Manufacturing","Behr America, Inc","95","2008","Approved","105","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2013","Approved","-","20,000","$747,153,353","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","Hi-Lex Controls, Incorporated","142","2003","Approved","113","-","-","
Hudson,  
(42.251775, -73.787882)"
"Automotive - Manufacturing","Chrysler Group LLC","366","2011","Approved","-","484","$55,821,956","
Trenton,  
(40.220572, -74.759709)"
"Aerospace","Models & Tools, Inc.","508","2010","Approved","52","-","$3,263,425","
Shelby Township,  
(42.662102, -82.993698)"
"Automotive - Manufacturing","General Motors LLC","362","2008","Approved","-","880","$253,104,458","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2009","Approved","120","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","Akebono Brake Corporation","589","2010","Approved","59","-","$1,157,883","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Asama Coldwater Manufacturing, Inc.","19","2001","Approved","293","-","-","
Coldwater,  
(41.940611, -85.000721)"
"Automotive - Manufacturing","Ford Motor Company","129","2005","Approved","-","2,763","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2007","Approved","-","1,961","-","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2015","Approved","-","21,000","$650,360,797","
Sterling Heights,  
(42.58968, -83.011059)"
"Call Center","AT&T Inc. Michigan","279","2006","Approved","-","1,032","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Fiat Chrysler Automobiles US LLC","692","2012","Approved","-","18,034","$1,803,442,255","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","Hi-Lex Controls, Inc.","28","2001","Approved","197","-","-","
Litchfield,  
(41.746861, -73.189234)"
"Automotive - Manufacturing","Bosal","40","2001","Approved","110","-","-","
Warren,  
(42.52144, -83.020184)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2005","Approved","-","1,866","$9,073,133","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2001","Approved","128","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2011","Approved","197","-","-","
Marlette,  
(43.327797, -83.079846)"
"Alt. Energy - Advanced Energy Storage","A123 Systems, LLC","566","2010","Approved","186","-","$156,155,136","
Romulus,  
(42.220519, -83.385307)"
"Automotive - Manufacturing","ArvinMeritor Automotive, Inc.","92","2007.1","Approved","123","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Ecomotors, Inc.","421","2012","Approved","32","-","$63,668","
Allen Park,  
(42.256799, -83.213957)"
"Automotive - Manufacturing","Gentex Corporation","193","2010","Approved","638","-","-","
Zeeland,  
(42.807091, -86.018872)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2004","Approved","1,389","-","-","
Flat Rock,  
(42.089873, -83.286219)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2012","Approved","251","-","$35,578,422","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Ford Motor Company","221","2009","Approved","-","2,662","-","
Wayne,  
(40.927178, -74.231046)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2010","Approved","82","-","$992,582","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","General Motors LLC","83","2006","Approved","-","1,597","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","General Motors LLC","355","2006","Approved","-","80","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Brembo North America Homer, Incorporated","433","2011","Approved","-","106","$10,828,084","
Homer,  
(59.641779, -151.551418)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2000","Approved","98","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2012","Approved","-","1,437","-","
Southfield,  
(42.477952, -83.240756)"
"Alt. Energy - Wind","Danotek Motion Technologies, LLC","456","2011","Approved","37","-","$921,746","
Canton,  
(40.797388, -81.377036)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2010","Approved","128","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","Delphi Corporation","106","2008","Approved","387","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","US Farathane Corporation","607","2011","Approved","-","510","$26,744,456","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Detroit Manufacturing Systems, LLC","775","2015","Approved","759","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2005","Approved","156","-","-","
Dundee,  
(41.957261, -83.659798)"
"Automotive - Manufacturing","Behr America, Inc","95","2009","Approved","105","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2002","Approved","151","-","-","
Escanaba,  
(45.745727, -87.071273)"
"Alt. Energy - Wind","Dokka Fasteners, Incorporated","698","2014","Approved","33","-","$74,131","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Auto Alliance International, Inc.","180","2008","Approved","972","-","-","
Flat Rock,  
(42.089873, -83.286219)"
"Alt. Energy - Solar","Kostal Kontakt Systeme, Inc.","680","2014","Approved","123","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Alt. Energy - Other","United Solar Ovonic, LLC","312","2008","Approved","171","-","$209,327,205","
Greenville,  
(34.850746, -82.398964)"
"Automotive - Manufacturing","Chrysler Group LLC","366","2010","Approved","-","243","$319,030,210","
Trenton,  
(40.220572, -74.759709)"
"Alt. Energy - Solar","Kostal Kontakt Systeme, Inc.","680","2012","Approved","71","-","-","
Rochester Hills,  
(42.652398, -83.132561)"
"Automotive - Manufacturing","BorgWarner, Inc. - HQ","214","2005","Approved","90","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Global Engine Manufacturing Alliance LLC","200","2006","Approved","198","-","-","
Dundee,  
(41.957261, -83.659798)"
"Automotive - Advanced Mfg Mats","Engineered Plastic Components","483","2010","Approved","52","-","-","
St. Clair,  
(40.720476, -76.192119)"
"Automotive - Manufacturing","Delphi Corporation","106","2006","Approved","500","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Gestamp Mason, LLC.","33","2010","Approved","194","-","$1,992,875","
Mason,  
(30.749797, -99.23192)"
"Automotive - Manufacturing","Gibbs Technologies, Limited","434","2010","Approved","60","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2014","Approved","60","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Acument Global Technologies","714","2015","Approved","138","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","ArvinMeritor Automotive, Inc.","92","2001","Approved","166","-","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Federal-Mogul Products, Inc.","265","2016","Approved","-","1,463","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","BorgWarner, Inc. - HQ","214","2006","Approved","85","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","General Motors LLC","264","2009.1","Approved","-","1,368","-","
Flint,  
(43.00992, -83.685109)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2002","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Chrysler Group LLC","356","2007","Approved","219","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","306","2008","Approved","148","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Automotive - Manufacturing","Behr America, Inc","95","2007","Approved","105","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Behr America, Inc","95","2003","Approved","92","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Chrysler LLC","273","2010","Approved","-","2,692","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Alt. Energy - Other","Cobasys LLC","241","2007","Approved","83","-","-","
Orion Township,  
(42.76982, -83.283404)"
"Automotive - Manufacturing","Hyundai America Technical Center, Inc.","213","2007","Approved","86","-","-","
Superior Township,  
(42.303179, -83.603236)"
"Automotive - Manufacturing","Delphi Corporation","106","2005","Approved","600","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Ford Motor Company","324","2009","Approved","-","10,651","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Benteler Automotive Corporation","737","2016","Approved","444","-","$24,778,779","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Wind","Energetx Composites, LLC","553","2012.2","Approved","53","-","-","
Holland,  
(42.751561, -86.096297)"
"Alt. Energy - Advanced Energy Storage","ALTe","622","2011","Approved","20","-","$2,343,842","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Faurecia Automotive Seating, Inc","195","2008","Approved","181","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Axle Alliance","173","2011","Approved","85","-","-","
Redford Township,  
(42.403049, -83.294395)"
"Automotive - Manufacturing","Behr America, Inc","95","2011","Approved","142","-","$51,437","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Brembo North America Homer, Incorporated","433","2013","Approved","-","104","$50,119,768","
Homer,  
(59.641779, -151.551418)"
"Automotive - Manufacturing","Faurecia Interior Systems Inc.","277","2006","Approved","181","-","-","
Fraser,  
(42.542226, -82.94983)"
"Automotive - Manufacturing","Grupo Antolin Michigan","203","2013","Approved","278","-","-","
Marlette,  
(43.327797, -83.079846)"
"Automotive - Manufacturing","Chrysler Group LLC","356","2006","Approved","204","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","General Motors LLC","83","2009.2","Approved","-","1,290","-","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Gemini Group, Inc.","735","2013","Approved","66","-","-","
Bad Axe,  
(43.802035, -83.000495)"
"Automotive - Manufacturing","General Motors LLC","112","2009.1","Approved","-","1,316","-","
Lansing,  
(42.733625, -84.553927)"
"Alt. Energy - Advanced Energy Storage","XALT Energy, LLC","568","2013","Approved","89","-","-","
Midland,  
(31.997433, -102.078043)"
"Automotive - Manufacturing","Faurecia Automotive Seating, Inc","195","2007","Approved","109","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Other","Hemlock Semiconductor Corporation","259","2008","Approved","60","-","-","
Hemlock,  
(44.823601, -90.611702)"
"Alt. Energy - Advanced Energy Storage","Magna Holdings of America, Inc.","642","2015","Approved","640","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Alt. Energy - Wind","Cascade Engineering, Inc.","664","2015","Approved","127","-","$871,507","
Grand Rapids,  
(42.965446, -85.670209)"
"Automotive - Manufacturing","Engineered Machined Products, Inc.","53","2011","Approved","115","-","$2,082,941","
Escanaba,  
(45.745727, -87.071273)"
"Automotive - Manufacturing","Ford Motor Company","324","2010","Approved","-","8,757","-","
Dearborn,  
(42.322141, -83.17594)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2007","Approved","163","-","-","
Adrian,  
(41.895299, -84.039815)"
"Call Center","Morley Companies, Incorporated","476","2010","Approved","349","-","$6,801,396","
Saginaw,  
(43.419547, -83.946359)"
"Automotive - Manufacturing","ZF Group NAO","494","2013","Approved","475","-","$32,265,307","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Shape Corporation","21","2003","Approved","400","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Lear Corporation","605","2012","Approved","222","-","-","
Roscommon,  
(44.49835, -84.591968)"
"Information Technology","Grand River Interactive, LLC","648","2010","Approved","6","-","$312,440","
Ann Arbor,  
(42.281419, -83.748478)"
"Electronics","Dow Corning Corporation","216","2007","Approved","35","-","-","
Auburn,  
(47.307522, -122.22575)"
"Automotive - Manufacturing","Lear Corporation","605","2011","Approved","-","677","$2,484,417","
Roscommon,  
(44.49835, -84.591968)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2016","Approved","111","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1999","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2011","Approved","7","-","$10,286,576","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Otto Bock Polyurethane Technologies Inc.","715","2012","Approved","19","-","$3,491,855","
Rochester Hills,  
(42.652398, -83.132561)"
"Electronics","GE Aviation","205","2006","Approved","120","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Chemicals","BASF Corporation","338","2008","Approved","83","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Automotive - Manufacturing","Toyoda Gosei North America Corporation","234","2006","Did Not Qualify","22","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Mando America Corporation","464","2013","Approved","20","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Molex North America HQ","7","2001","Approved","162","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2000","Approved","139","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2010","Approved","66","-","$1,931,604","
Plymouth,  
(41.95575, -70.664394)"
"Electronics","Advanced Photonix, Inc.","308","2013","Approved","45","-","$646,855","
Ann Arbor,  
(42.281419, -83.748478)"
"Instuments and Controls","Rigaku Innovative Technologies, Inc.","138","2004","Approved","8","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Chemicals","Metalloid Corporation","734","2014","Approved","18","-","$107,994","
Sturgis,  
(44.41272, -103.513282)"
"Automotive - Manufacturing","ZF Group NAO","179","2010","Approved","34","-","$2,605,693","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","R.L. Polk Company","169","2009","Approved","77","-","$23,675,716","
Southfield,  
(42.477952, -83.240756)"
"Defense/Military","Waltonen Engineering","667","2011","Did Not Qualify","-","-","-","
Warren,  
(42.52144, -83.020184)"
"Information Technology","Barracuda Networks","472","2011","Approved","42","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2016","Approved","170","-","$1,595,191","
Plymouth,  
(41.95575, -70.664394)"
"Financial Services","Chrysler Group LLC","91","2002","Approved","228","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Chemicals","ADCO Products","625","2014","Approved","84","-","$1,396,257","
Michigan Center,  
(42.233077, -84.326975)"
"Automotive - Manufacturing","ZF Group NAO","494","2014","Approved","476","-","$34,457,059","
Northville,  
(42.440686, -83.493151)"
"Call Center","The Minacs Group (USA) Inc.","633","2015","Approved","1,107","-","$3,143,176","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","POM Group, Inc","139","2002","Approved","18","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Lacks Enterprises, Inc.","245","2007","Approved","100","-","-","
Grand Rapids,  
(42.965446, -85.670209)"
"Financial Services","Hagerty Insurance Agency, Inc.","479","2014","Approved","165","-","-","
Traverse City,  
(44.759092, -85.605469)"
"Automotive - Manufacturing","Shape Corporation","21","2007","Approved","462","-","$2,277,362","
Grand Haven,  
(43.058798, -86.227994)"
"Life Science - Medical Devices/Instruments/Equipment","Delphinus Medical Technologies, LLC","665","2012","Approved","9","-","$85,988","
Plymouth Township,  
(42.377522, -83.51005)"
"Electronics","Dow Corning Corporation","216","2014","Approved","176","-","$15,622,900","
Auburn,  
(47.307522, -122.22575)"
"Business Services","Pulte Homes Corporation","488","2010","Did Not Qualify","35","-","-","
Bloomfield Hills,  
(42.584093, -83.243237)"
"Automotive - Manufacturing","Venchurs Inc.","425","2009","Did Not Qualify","-","-","-","
Adrian,  
(41.895299, -84.039815)"
"Electronics","Advanced Photonix, Inc.","308","2012.2","Approved","52","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Lear Corporation","605","2010","Did Not Qualify","3","-","-","
Roscommon,  
(44.49835, -84.591968)"
"Automotive - Manufacturing","Mobis North America, LLC","587","2015","Approved","198","-","$12,176,065","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Magnesium Products of America, Inc.","76","2008","Approved","77","-","-","
Eaton Rapids,  
(42.514738, -84.65645)"
"Automotive - Manufacturing","ZF Group NAO","179","2012","Approved","94","-","$813,155","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","Inteva Products, LLC","670","2011","Approved","15","-","$3,056,266","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Lear Corporation","605","2015","Approved","489","-","-","
Roscommon,  
(44.49835, -84.591968)"
"Life Science - Other","PureFlex, Inc.","341","2012","Approved","83","-","$818,497","
Kentwood,  
(42.882932, -85.59342)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2011","Approved","249","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","US Farathane Corporation","607","2012","Approved","-","510","$20,892,333","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Lear Corporation","181","2006","Approved","28","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2007","Approved","165","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","Shape Corporation","21","2015","Approved","549","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Inteva Products, LLC","670","2012","Approved","25","-","-","
Troy,  
(42.727684, -73.691059)"
"Chemicals","ADCO Products","625","2013.1","Approved","97","-","$1,135,766","
Michigan Center,  
(42.233077, -84.326975)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2001","Approved","115","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2013","Approved","131","-","$1,919,760","
Plymouth,  
(41.95575, -70.664394)"
"Call Center","Comcast Corporation","299","2008","Approved","190","-","-","
Sterling Heights,  
(42.58968, -83.011059)"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing, N.A. Inc","282","2010","Approved","327","-","$1,949,711","
Ann Arbor,  
(42.281419, -83.748478)"
"Chemicals","ADCO Products","625","2015.2","Approved","69","-","-","
Michigan Center,  
(42.233077, -84.326975)"
"Chemicals","ADCO Products","625","2012","Approved","81","-","$4,470,076","
Michigan Center,  
(42.233077, -84.326975)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2006","Approved","128","-","-","
Charlotte,  
(35.222936, -80.840161)"
"Call Center","AT&T Inc. Michigan","279","2010","Approved","-","883","-","
Detroit,  
(42.332916, -83.047853)"
"Automotive - Manufacturing","Magna Electronics","764","2012","Approved","57","-","-","
Holly,  
(42.791893, -83.627648)"
"Automotive - Manufacturing","R.L. Polk Company","169","2006","Approved","126","-","-","
Southfield,  
(42.477952, -83.240756)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2005","Approved","390","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Shape Corporation","21","2004","Approved","400","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2014","Approved","134","-","-","
Jonesville,  
(36.689005, -83.110991)"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2012","Approved","20","-","$18,772","
Grand Rapids,  
(42.965446, -85.670209)"
"Chemicals","BASF Corporation","338","2012","Approved","70","-","-","
Wyandotte,  
(42.201008, -83.150254)"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2003","Approved","153","-","-","
Kalamazoo,  
(42.289777, -85.584682)"
"Automotive - Manufacturing","Mando America Corporation","464","2014","Approved","25","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Financial Services","Auto-Owners Insurance","585","2015","Approved","381","-","$3,534,847","
Lansing,  
(42.733625, -84.553927)"
"Automotive - Manufacturing","Inergy Automotive Systems USA, LLC","1","2008","Approved","157","-","$9,675,739","
Adrian,  
(41.895299, -84.039815)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2009","Approved","52","-","$488,737","
Quincy,  
(39.93553, -91.388754)"
"Automotive - Manufacturing","Shape Corporation","21","2001","Approved","393","-","-","
Grand Haven,  
(43.058798, -86.227994)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2010","Approved","327","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","ZF Group NAO","179","2008","Approved","42","-","-","
Northville,  
(42.440686, -83.493151)"
"Automotive - Manufacturing","JAC Products, Inc.","682","2014","Approved","100","-","-","
Saline,  
(42.166685, -83.781318)"
"Automotive - Manufacturing","Magna Electronics","764","2015","Approved","149","-","-","
Holly,  
(42.791893, -83.627648)"
"Automotive - Manufacturing","US Farathane Corporation","607","2013","Approved","865","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","TRW Automotive Inc","190","2006","Approved","165","-","-","
Livonia,  
(42.39709, -83.36961)"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2001","Approved","247","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2010","Approved","211","-","$1,920,482","
Charlotte,  
(35.222936, -80.840161)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2015","Approved","150","-","-","
Charlotte,  
(35.222936, -80.840161)"
"Business Services","Quicken Loans, Inc.","231","2006","Approved","518","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","Robert Bosch LLC","56","2002","Approved","475","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2010","Approved","51","-","$1,129,905","
Quincy,  
(39.93553, -91.388754)"
"Automotive - Manufacturing","ZF Group NAO","179","2015","Approved","198","-","$7,756,654","
Northville,  
(42.440686, -83.493151)"
"Life Science - Other","Cayman Chemical","367","2015","Approved","80","-","$174,052","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2015","Approved","404","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Chemicals","ADCO Products","625","2013.2","Approved","88","-","-","
Michigan Center,  
(42.233077, -84.326975)"
"Chemicals","ADCO Products","625","2011","Approved","86","-","$4,158,292","
Michigan Center,  
(42.233077, -84.326975)"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2015","Approved","-","53","$1,463,766","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Kostal of America, Inc.","358","2014","Approved","75","-","-","
Troy,  
(42.727684, -73.691059)"
"Life Science - Medical Devices/Instruments/Equipment","Enovate IT","697","2011","Did Not Qualify","37","-","-","
Ferndale,  
(40.58112, -124.259969)"
"Life Science - Other","NanoBio Corporation","649","2011","Approved","5","-","$466,250","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Mando America Corporation","464","2011","Approved","14","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","JAC Products, Inc.","682","2013","Approved","74","-","-","
Saline,  
(42.166685, -83.781318)"
"Automotive - Manufacturing","US Farathane Corporation","607","2014.1","Approved","-","704","$46,950,001","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Lear Corporation","605","2013","Approved","-","646","$2,998,477","
Roscommon,  
(44.49835, -84.591968)"
"Business Services","Quicken Loans, Inc.","231","2005","Approved","331","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2007","Approved","84","-","-","
Plymouth,  
(41.95575, -70.664394)"
"Automotive - Manufacturing","Magna International of America, Mimco Inc.","766","2014","Approved","580","-","-","
Troy,  
(42.727684, -73.691059)"
"Automotive - Manufacturing","ZF Group NAO","179","2014","Approved","140","-","-","
Northville,  
(42.440686, -83.493151)"
"Call Center","priceline.com","431","2010","Approved","151","-","$3,179,077","
Wyoming,  
(42.913415, -85.695442)"
"Information Technology","Barracuda Networks","472","2016","Approved","218","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2013","Approved","122","-","$5,661,572","
Quincy,  
(39.93553, -91.388754)"
"Information Technology","Barracuda Networks","472","2013","Approved","131","-","-","
Ann Arbor,  
(42.281419, -83.748478)"
"Automotive - Manufacturing","Martinrea Jonesville LLC","572","2012","Approved","-","161","-","
Jonesville,  
(36.689005, -83.110991)"
"Financial Services","Chrysler Group LLC","91","2004","Approved","352","-","-","
Auburn Hills,  
(42.672504, -83.225448)"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2013","Approved","95","-","$477,189","
Charlotte,  
(35.222936, -80.840161)"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2012","Approved","296","-","-","
Farmington Hills,  
(42.485645, -83.357869)"
"Electronics","Gentex Corporation","769","2015","Approved","1,103","-","-","
Zeeland,  
(42.807091, -86.018872)"
