"item","establecimiento","municipio","direccion","telefono","correo_electronico","actividad_de_establecimiento","con_servicio_de_inyectologia","manejo_medicamentos_de_control","concepto","fecha_de_concepto_visita","ultima_visita_de_seguimirnto","no_resolucion_inscripcion","fecha_resolucion_de","no_resolucion_renovacion","fecha_renovacion_de","vigente"
"212","Drogueria Super Salud Plus La Paz","Paz De Ariporo","Calle 11 No 09 - 04","3134166975
3134166975","edwinserrano@copydrogas.org","Droguería","No","No","Favorable","2019-05-09T00:00:00.000","43994","1565","2017-10-17T00:00:00.000","313","2021-04-06T00:00:00.000","SI"
"213","Drogueria Drogas Del Norte","Paz De Ariporo","Carrera 10 No 10 - 71","3144199594","drogueria.norte@autlook.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","23/0372018","43998","707","2000-03-24T00:00:00.000","857","2020-09-23T00:00:00.000","SI"
"214","Drogueria El Angel De Tu Salud Paz De Ariporo","Paz De Ariporo","Carrera 6 No 4 - 47","6374359","el_angeldetusalud@hotmail.com","Droguería","No","Si","Favorable","2019-06-05T00:00:00.000","44456","1854","2014-12-01T00:00:00.000","1540","2021-12-28T00:00:00.000","SI"
"215","Drogueria Descuento","Paz De Ariporo","Calle 8 No 9 - 05","3204751309","vh.olaya@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-05-08T00:00:00.000","44062","635","2006-07-28T00:00:00.000","958","2020-10-28T00:00:00.000","SI"
"216","Drogueria  Drogas Super Rebajas De Junior","Paz De Ariporo","Carrera 8 No 12 - 03","3125164756","yesidbarrioscastro@gmail.com","Droguería Con Servicio De Inyectología","Si","Si","Favorable","2019-04-04T00:00:00.000","44332","242","2010-03-02T00:00:00.000","1476","2021-12-20T00:00:00.000","SI"
"217","Drogueria Unicentro La Paz","Paz De Ariporo","Carrera 10 No 5 - 36","3146821617","drogasunicentro@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-05-03T00:00:00.000","N/A","450","2010-05-21T00:00:00.000","1012","2021-08-27T00:00:00.000","SI"
"218","Drogueria  Famisalud Pza","Paz De Ariporo","Calle 9 No 16 - 09","3118137780","everhumo@gmail.com","Droguería","No","No","Favorable","2019-04-03T00:00:00.000","N/A","313","2013-03-15T00:00:00.000","1346","2020-12-15T00:00:00.000","SI"
"219","Drogueria La Economica De La Paz","Paz De Ariporo","Carrera 10 No 9 - 58","3114941575
3212235688","garzonben@hotmail.com","Droguería","No","No","Favorable","2019-06-10T00:00:00.000","N/A","268","2012-04-11T00:00:00.000","367","2020-03-17T00:00:00.000","SI"
"220","Suministros Y Farmacos Rehobot S.A.S","Paz De Ariporo","Carrera 7 No 5 - 07","3213546821","Ipssaludtotal2016@gmail.com","Droguería","No","Si","Favorable","2019-04-14T00:00:00.000","N/A","1542","2016-12-02T00:00:00.000","698","2019-06-19T00:00:00.000","NO"
"221","Drogueria La Rebaja No.1","Paz De Ariporo","Carrera 10 No 10 - 36","3102504881","jandres_205@hotmail.com","Droguería","No","Si","Favorable","2019-05-08T00:00:00.000","44007","1171","2014-08-25T00:00:00.000","1284","2020-12-03T00:00:00.000","SI"
"222","Drogueria Don Andres De La Paz","Paz De Ariporo","Calle 2 No 8A - 18","3114941576","carlosalbertobarrera20@hotmail.com","Droguería","No","No","Favorable","2019-04-10T00:00:00.000","N/A","1371","2016-11-09T00:00:00.000","496","2020-05-18T00:00:00.000","SI"
"223","Drogueria Farmanare La Paz","Paz De Ariporo","Carrera 10 No 3-11","43055","maritza.bar.78@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-04-30T00:00:00.000","N/A","N/A","N/A","11038","2019-09-11T00:00:00.000","NO"
"224","Drogueria Drogas Manare","Paz De Ariporo","Calle 6 No 10 - 54","3214262950","drogasmanare@gmail.com","Droguería","No","No","Favorable","2019-04-23T00:00:00.000","N/A","1992","2017-12-28T00:00:00.000","92","2019-01-01T00:00:00.000","NO"
"225","Drogueria Super Market Don Luis","Paz De Ariporo","Calle 7 No 10-04","31884459","lfbeltran64@hotmail.com","Droguería","No","No","Favorable","2019-05-09T00:00:00.000","43594","1244","2018-10-02T00:00:00.000","1332","2020-12-04T00:00:00.000","SI"
"226","Drogueria Vital Y Salud","Paz De Ariporo","Carrera7 No 5 - 31","3212582423","yacami38@hotmail.com","Droguería","No","No","Favorable","2019-04-09T00:00:00.000","N/A","1233","2018-10-02T00:00:00.000","528","2020-05-26T00:00:00.000","SI"
"227","Drogueria Salud Y Esperanza","Paz De Ariporo","Calle 16 No 05 - 01","3204751309","lavob_63@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-03-29T00:00:00.000","N/A","996","2020-11-04T00:00:00.000","N/A","N/A","SI"
"228","Drogueria Mifarma Drogueria Pza","Paz De Ariporo","Carrera 10 NO 4 - 03","3505331857","edwardalbertochaparrosigua@gmail.com","Droguería","No","No","Favorable","2019-06-21T00:00:00.000","44064","969","2019-08-23T00:00:00.000","988","2020-11-04T00:00:00.000","SI"
"229","Drogueria Farmajireh","Paz De Ariporo","Carrera 10 ESTE No4 - 27","3142657725","jeliana851@gmail.com","Droguería","No","No","Favorable","2019-06-04T00:00:00.000","44012","982","2019-08-23T00:00:00.000","756","2020-08-28T00:00:00.000","SI"
"230","Drogueria Sanasalud","Paz De Ariporo","Carrera 10 No 12 - 32","3118775099","N/A","Droguería","No","No","Favorable","2019-11-07T00:00:00.000","N/A","49","2020-01-24T00:00:00.000","N/A","N/A","SI"
"231","Drogueria Farma'Rinkon","Paz De Ariporo","Carrera 10 No 11-40","3209108816","miladis20091996@gmail.com","Droguería","No","No","Favorable","2020-06-30T00:00:00.000","N/A","813","2020-09-06T00:00:00.000","N/A","N/A","SI"
"232","Drogueria Sanalberto","Paz De Ariporo","Calle 5 No 9 - 11","3115093795","luzdarypuertapuerta@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2020-10-23T00:00:00.000","N/A","1283","03/12/2020","N/A","N/A","SI"
"233","Drogueria Llano Rebajas","Paz De Ariporo","Calle 19 No 1 - 05","3132398818","yesidbarrioscastro@gmail.com","Droguería","No","No","Favorable","2020-09-23T00:00:00.000","N/A","1256","2020-11-30T00:00:00.000","N/A","N/A","SI"
"234","Drogueria Super Salud Plus La Paz 2","Paz De Ariporo","Carrera 10 No 6 - 76","3134166975","shanner7705@hotmail.com","Droguería","No","No","Favorable","2020-07-31T00:00:00.000","N/A","181","2021-03-05T00:00:00.000","N/A","N/A","SI"
"235","Drogueria Nexus Vital Sas Sf Paz De Ariporo","Paz De Ariporo","Calle 6 No 08 - 57","3213688130","andres.vargas@nexusvital.com","Droguería","No","No","Favorable","2021-09-22T00:00:00.000","N/A","1416","2021-12-03T00:00:00.000","N/A","N/A","N/A"
"236","Drogueria Surtidrogas 2","Paz De Ariporo","Carrera 10 No 9 - 22","3102404278","robleswilton@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2021-09-14T00:00:00.000","N/A","1427","2021-12-03T00:00:00.000","N/A","N/A","SI"
"237","Drogueria Y Papeleria San Alejo","Pore","Carrera- 20 No 3 - 74","3123786319","luisacruz1669@gmail.com","Droguería","No","No","Favorable","2019-05-01T00:00:00.000","44034","245","2004-03-23T00:00:00.000","21","2021-01-25T00:00:00.000","SI"
"238","Drogueria Pore","Pore","Carrera 16 No 4 - 22","6388350
3123500574","elsytamurcia@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-05-01T00:00:00.000","N/A","12","2002-02-04T00:00:00.000","348","2020-03-12T00:00:00.000","SI"
"239","Drogueria Drogas San Felipe C.L","Pore","Carrera 14 No 3 - 66","6388093 3134957450","alejocruz75@hotmail.com","Droguería","No","No","Favorable","2019-05-31T00:00:00.000","44036","638","2011-07-06T00:00:00.000","145","2021-02-24T00:00:00.000","SI"
"240","Drogueria Papeleria Y Miscelanea San Francisco","Pore","Calle 4 No 18 - 37","6388513
3125170524","dmdrog@gmailcom","Droguería","No","No","Favorable","2019-05-31T00:00:00.000","44036","673","2001-03-12T00:00:00.000","570","2021-05-26T00:00:00.000","SI"
"241","Drogueria Copidescuentos Del Llano","Pore","Calle 4 No 10 - 51","3212277034","javierenrique1988@hotmail.com","Droguería","No","No","Favorable","2019-04-25T00:00:00.000","44036","1078","2014-08-08T00:00:00.000","997","2020-11-04T00:00:00.000","SI"
"242","Drogueria Villa Massiel","Pore","Carrera 17 No 3 - 49","3213469885","dvillamassiel@gmail.com","Droguería","No","No","Favorable","2019-05-01T00:00:00.000","44039","1609","2016-12-21T00:00:00.000","1243","2020-11-30T00:00:00.000","SI"
"243","Drogueria Farmedican","Pore","Calle 5 No 11 - 34","3219908470","coomedicanipscalidad@gmail.com","Droguería","No","No","Favorable","2020-07-16T00:00:00.000","N/A","1323","2020-12-04T00:00:00.000","N/A","N/A","SI"
"244","Drogueria Gabriel Josue","Pore","Carrera 18 No 04 - 07","3106136407","colmenarezmujica09@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2021-09-30T00:00:00.000","N/A","1136","2021-09-21T00:00:00.000","N/A","N/A","SI"
"245","Drogueria Superdrogas Cusiana S.A.S","Aguazul","Calle 9 No 17 - 67","6386018-3114652790
3114652790","drocusiana@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-26T00:00:00.000","44004","405","1992-03-17T00:00:00.000","182","2021-03-05T00:00:00.000","SI"
"246","Drogueria Multidrogas La 15 A.C","Aguazul","Calle 15 No 19 - 14","6382216","alcricaro84@hotmail.com","Droguería","No","No","Favorable","2018-02-05T00:00:00.000","43566","1125","2012-12-03T00:00:00.000","1281","2020-12-03T00:00:00.000","SI"
"247","Drogueria Drogas Beto","Aguazul","Calle 10 No 11 - 83","6382097","mayerly.contadora@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-05T00:00:00.000","44006","3011","1996-12-05T00:00:00.000","1286","2020-12-03T00:00:00.000","SI"
"248","Drogueria Familiar","Aguazul","Carrera 17 No 10 - 16","6382802","malucmar65@yahoo.es","Droguería","No","No","Favorable","2018-07-16T00:00:00.000","44005","1841","1992-09-29T00:00:00.000","144","2021-02-24T00:00:00.000","SI"
"249","Drogueria Medi Vital","Aguazul","Calle  12 No 15 - 46","6383792/3143294261","nantovardiaz@gmail.com","Droguería","No","No","Favorable","2018-02-05T00:00:00.000","43563","303","2013-03-15T00:00:00.000","1150","2020-11-12T00:00:00.000","SI"
"250","Drogueria Oriental","Aguazul","Calle 9 No 14 - 38","6384064 -6384066","gildardoaguazul@yahoo.es","Droguería","No","No","Favorable","2018-02-06T00:00:00.000","44310","1739","1983-10-25T00:00:00.000","667","2021-06-18T00:00:00.000","SI"
"251","Drogueria Llano Drogas","Aguazul","Carrera 18 No17 - 99","3138131441","jeiyafa@yahoo.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2005-07-11T00:00:00.000","44011","1554","27/12/2003","910","2020-10-06T00:00:00.000","SI"
"252","Drogueria Colfam","Aguazul","Calle 15 No 17 - 67","3133719483","angelanicole03@hotmail.com","Droguería","No","No","Favorable","2018-02-07T00:00:00.000","44312","1555","2000-06-13T00:00:00.000","1204","2021-10-08T00:00:00.000","SI"
"253","Drogueria Vida Aguazul P.G","Aguazul","Carrera 17 No 12-01","6384804","drovidaguazul@hotmail.com","Droguería","No","No","Favorable","2018-02-07T00:00:00.000","44006","823","2001-04-02T00:00:00.000","143","2021-02-24T00:00:00.000","SI"
"254","Drogueria Farmared Plus N-2","Aguazul","Carrera 12 No 15 - 10","6384734","florhidalgorivero@hotmail.com","Droguería","No","No","Favorable","2018-02-07T00:00:00.000","44315","174","2004-03-12T00:00:00.000","1034","2021-09-01T00:00:00.000","SI"
"255","Drogueria Supervivir La 22","Aguazul","Calle 22 No 9a - 03","3216432514","karley9095@hotmail.com","Droguería","No","No","Favorable","2018-02-07T00:00:00.000","44005","842","17/09/2012","1321","2020-12-04T00:00:00.000","SI"
"256","Drogueria Drogas Y Alkosto","Aguazul","Carrera 21 No 14 -71","6383071","lilianareyes111@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-07T00:00:00.000","43557","466","05/06/2006","1007","2020-11-04T00:00:00.000","SI"
"257","Rebaja Drogueria N-1","Aguazul","Carrera 16 No 10 - 71","6384917/3108542564","edgarsfuentes@hotmail.com","Droguería","No","No","Favorable","2018-02-26T00:00:00.000","43557","3368","1994-09-19T00:00:00.000","918","2020-10-06T00:00:00.000","SI"
"258","Drogueria Tua","Aguazul","Calle 9 No 16 - 01","6384820","drog.tua@copidrogas.org","Droguería","No","No","Favorable","2018-02-08T00:00:00.000","44299","248","1986-03-31T00:00:00.000","574","2021-05-26T00:00:00.000","SI"
"259","Drogueria Llanera Y Hermanos","Aguazul","Carrera 15 No 9 - 18","6382285","qf.ricardogonzalez@gmail.com","Droguería","No","No","Favorable","2018-02-08T00:00:00.000","N/A","1421","2001-06-21T00:00:00.000","900","2018-07-16T00:00:00.000","NO"
"260","Drogueria Servidrogas De La Octava","Aguazul","Calle 8 No 5A - 25","6384723","yeanpi@hotmail.es","Droguería","No","No","Favorable","2018-02-08T00:00:00.000","44309","403","2010-05-10T00:00:00.000","663","2021-06-18T00:00:00.000","SI"
"261","Drogueria Blue Farma Drogueria","Aguazul","Carrera 18 No 12 - 01","3124288125","gustavolosada14@hotmail.com","Droguería","No","Si","Favorable","2018-02-09T00:00:00.000","N/A","193","4/31/12/15","168","2021-03-05T00:00:00.000","NO"
"262","Drogueria Farmasalud Del Llano","Aguazul","Carrera 16 No 14 - 97","6383930","nanbar20@hotmail.com","Droguería","No","No","Favorable","2018-02-09T00:00:00.000","44036","0049/","2011-01-13T00:00:00.000","297","2021-03-26T00:00:00.000","SI"
"263","Drogueria Farmasolucion","Aguazul","Carrera 6 No 14 - 68","6383248","marysolbarrera@hotmail.com","Droguería","No","No","Favorable","2018-02-10T00:00:00.000","N/A","0634/","2011-07-06T00:00:00.000","253","2021-03-15T00:00:00.000","SI"
"264","Drogueria Superdrogas Cusiana San Luis","Aguazul","Calle 9 No 11- 61","6382587","superdrogassanluis@outlook.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-26T00:00:00.000","43566","818","2013-07-12T00:00:00.000","1319","2020-12-04T00:00:00.000","NO"
"265","Drogueria Wr","Aguazul","Calle 11 No 16 - 00","3208400009","drogueriawr@autlook.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-16T00:00:00.000","44011","773","2016-07-01T00:00:00.000","298","2021-03-26T00:00:00.000","SI"
"266","Drogueria Maffe R.H","Aguazul","Calle 10 No14 - 52","6382188","miniifuentes@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-14T00:00:00.000","44004","984","2013-08-22T00:00:00.000","519","2021-05-14T00:00:00.000","SI"
"267","Drogueria Superdrogas Central Park","Aguazul","Calle 10 No 18 - 20","3208176979","joesdi-83@hotmail.com","Droguería","No","No","Favorable","2018-02-11T00:00:00.000","44308","1172","2014-08-25T00:00:00.000","719","2021-07-01T00:00:00.000","SI"
"268","Drogueria Cupiagua","Aguazul","CORREGIMIENTO CUPIAGUA","3103510873","jhanpinzon@hotmail.com","Droguería","No","No","Favorable","2018-02-14T00:00:00.000","44314","1217","2014-09-01T00:00:00.000","656","2021-06-18T00:00:00.000","SI"
"269","Drogueria Farmared Plus Drogueria # 5","Aguazul","Carrera 17 No 8 - 44","6382033","juancamilo_r@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-02-14T00:00:00.000","44299","1006","2010-11-17T00:00:00.000","403","2021-04-27T00:00:00.000","SI"
"270","Drogueria Multivida Aguazul","Aguazul","Carrera 17 No 11 - 03","3147169011","drogueriamultivida@hotmail.com","Droguería","No","No","Favorable","2018-02-14T00:00:00.000","43578","632","2017-06-05T00:00:00.000","1311","2020-12-04T00:00:00.000","SI"
"271","Drogueria Darsalud Aguazul","Aguazul","Carrera 23A No 18 - 03","3133462697","cruzz_056@hotmail.com","Droguería","No","No","Favorable","2018-02-15T00:00:00.000","44314","1070","2017-07-06T00:00:00.000","668","2021-06-18T00:00:00.000","SI"
"272","Drogueria Nutrisalud","Aguazul","Calle 10 No 10 - 59","3107288869","ESLACA-027@HOTMAIL.COM","Droguería","No","No","Favorable","2018-07-13T00:00:00.000","44385","1597","2018-12-03T00:00:00.000","979","2021-08-24T00:00:00.000","SI"
"273","Drogueria Nutrifarma M.G","Aguazul","Carrera 18 No 13 - 73","3123524045","meritag1208@gmail.com","Droguería","No","No","Favorable","N/A","N/A","51","2020-01-24T00:00:00.000","285","2021-03-25T00:00:00.000","SI"
"274","Drogueria Golden Healt","Aguazul","Carrera 16 No 10 - 63","3214483590","larzukoo1@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-10-15T00:00:00.000","44310","482","2020-05-18T00:00:00.000","1463","2021-07-14T00:00:00.000","SI"
"275","Drogueria Alemana 328","Aguazul","Carrera 16 No 9 - 75","3175103316/3176470888","asiszonallanos@unidrogas.net.co","Droguería","No","No","Favorable","2020-10-15T00:00:00.000","N/A","235","2021-03-11T00:00:00.000","N/A","N/A","SI"
"276","Drogueria Pediatrifarma Aguazul","Aguazul","Carrera 18 No 8 - 01","3204753848","isayojaramillo@hotmail.com","Droguería","No","Si","Favorable","2021-12-11T00:00:00.000","N/A","1456","2021-12-14T00:00:00.000","N/A","N/A","SI"
"277","Drogueria Farmaoriente Del Llano","Aguazul","Carrera3 ESTE No 15 - 04","3187227777","milenitacruz7@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2021-05-03T00:00:00.000","N/A","665","18/006/2021","N/A","N/A","SI"
"278","Drogueria Chameza","Chameza","Carrera 6 No6 - 52","3204947710","lidiablac2009@hotmail.com","Droguería","No","No","Favorable","2018-03-12T00:00:00.000","44046","790","2008-12-26T00:00:00.000","810","2021-07-21T00:00:00.000","NO"
"279","Drogueria Familiar & Cm","Chameza","BARRIO CENTRO","3133559180","saludyvidacarlosh.@hotmail.com","Droguería","No","No","Favorable","N/A","44046","1277","2017-08-22T00:00:00.000","664","2021-06-18T00:00:00.000","NO"
"280","Drogueria La Esperanza","Mani","Carrera 3 No 16 - 108","6381089-3108025004","droguerialaesperanzamani@hotmail.com","Droguería","No","No","Favorable","2018-04-16T00:00:00.000","43598","1817","N/A","1251","2020-11-30T00:00:00.000","SI"
"281","Drogueria La Llanerita","Mani","Calle 16 No 4 - 10","6381683","maruby16@hotmail.com","Droguería","No","No","Favorable","2018-04-16T00:00:00.000","44460","512","2006-06-20T00:00:00.000","1028","2021-09-01T00:00:00.000","SI"
"282","Drogueria La Gran Drogueria","Mani","Carrera 4 No 16 - 91","3122039355","arosperezortiz@hotmail.com","Droguería","No","Si","Favorable","2018-09-06T00:00:00.000","44047","282","2005-07-01T00:00:00.000","1333","2020-12-04T00:00:00.000","SI"
"283","Drogueria Sebastian","Mani","Carrera 2 No 13 - 39","3202743788
3108849113","YOLISEPT28@GMAIL.COM","Droguería","No","No","Favorable","2020-01-13T00:00:00.000","N/A","949","1998-07-22T00:00:00.000","388","2020-03-20T00:00:00.000","SI"
"284","Drogueria Mani","Mani","Carrera 2 No 15 - 02","3115725526","flora_2719@hotmail.com","Droguería","No","No","Favorable","2018-04-17T00:00:00.000","43598","102","1990-02-26T00:00:00.000","141","2021-02-24T00:00:00.000","SI"
"285","Drogueria Nueva Era","Mani","Carrera 2 No 16 - 15","6381123","claudiaera17@hotmail.com","Droguería","No","No","Favorable","2017-04-17T00:00:00.000","44049","358","2014-05-10T00:00:00.000","1279","2020-12-03T00:00:00.000","SI"
"286","Drogueria Farmacopy Mani","Mani","Carrera 14 No 11 - 02","3103210472","wilag64@gmail.com","Droguería","No","No","Favorable","2020-01-21T00:00:00.000","N/A","350","2012-05-07T00:00:00.000","249","2021-03-15T00:00:00.000","SI"
"287","Drogueria Unidrogas Del Llano","Mani","Calle No13 - 7 - 80","3118083558","direlly45@hotmail.com","Droguería","No","No","No Favorable","2018-04-18T00:00:00.000","N/A","433","2011-04-11T00:00:00.000","1503","2014-10-29T00:00:00.000","NO"
"288","Drogueria Nueva Era Ii","Mani","Carrera 2 No 11-77","3103250131","nelsonaguilar31@hotmail.com","Droguería","No","No","Favorable","2018-04-18T00:00:00.000","N/A","1131","2010-12-06T00:00:00.000","646","2018-05-25T00:00:00.000","NO"
"289","Drogueria Juan Esteban","Mani","Carrera 4 No 20-93","3118307870","aura-quenoran@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-16T00:00:00.000","44405","1017","2012-11-08T00:00:00.000","1007","2021-08-27T00:00:00.000","SI"
"290","Drogueria Farmallanos","Mani","Carrera 3 No 16 - 41 LOCAL 01","3212347843","carlosramiro1978@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-17T00:00:00.000","44378","353","2011-03-31T00:00:00.000","365","2021-04-14T00:00:00.000","SI"
"291","Drogueria El Laguito","Mani","Calle 13 No 7 - 56","3115380148","sangil_31@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-18T00:00:00.000","44047","677","2014-05-28T00:00:00.000","510","2021-05-12T00:00:00.000","NO"
"292","Drogueria La Gran Drogueria","Mani","Carrera 4 No 16 - 91","N/A","N/A","Droguería Con Servicio De Inyectología","Si","No","Favorable","N/A","N/A","30","N/A","43714","2019-09-06T00:00:00.000","NO"
"293","Drogueria Nexus Vital Sas Sf Mani","Mani","Carrera 4 No 17 - 27","3213688130","andres.vargas@nexusvital.com","Droguería","No","No","Favorable","N/A","N/A","1475","2021-12-20T00:00:00.000","N/A","N/A","SI"
"294","Drogueria Farmarecor","Monterrey","Calle 14 No 11 - 05","3103037722","luisreguillos@hotmail.com","Droguería Con Servicio De Inyectología","Si","Si","Favorable","2018-04-09T00:00:00.000","44105","637","2008-10-10T00:00:00.000","1185","2020-11-23T00:00:00.000","SI"
"295","Drogueria Santa Lucia","Monterrey","Calle 17 No 7 - 57","314 334 4690","drogueriasantalucia@gmail.com","Droguería","No","No","Favorable","2018-04-09T00:00:00.000","43656","213","2001-01-30T00:00:00.000","814","2020-09-06T00:00:00.000","SI"
"296","Drogueria San Juan No. 2","Monterrey","Calle 17 No 6 - 38","6259142","jamespul81@gmail.com","Droguería","No","No","Favorable","N/A","44336","2861","1992-12-11T00:00:00.000","815","2021-07-21T00:00:00.000","SI"
"297","Drogueria Los Trillizos","Monterrey","Carrera 11 No 21A - 37","3112089858","jef_blanquis61@hotmail.com","Droguería Con Servicio De Inyectología Y Servicio 24 H","Si","No","Favorable","2012-12-08T00:00:00.000","44337","2294","24/20/2001","1082","2021-09-08T00:00:00.000","SI"
"298","Drogueria Surtidrogas Mary","Monterrey","Calle 17 No 06 - 03","3202211080
3214424023","mary_24mf@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-10T00:00:00.000","N/A","989","2014-07-31T00:00:00.000","381","2020-03-17T00:00:00.000","SI"
"299","Drogueria Loren Monterrey","Monterrey","Carrera 11 No 23 - 35","3202007795","karinam.conta@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-11T00:00:00.000","44337","1432","2011-12-23T00:00:00.000","659","2021-06-18T00:00:00.000","SI"
"300","Drogueria Donde Fermin","Monterrey","Calle 14 No 11 - 43","3134200494
3204958783","juniormonica20082009@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-09-05T00:00:00.000","44414","1021","2012-11-08T00:00:00.000","1046","2021-09-02T00:00:00.000","SI"
"301","Drogueria Yed","Monterrey","Calle 18 No 7 - 62","3103089900","yedrogueria@gmail.com","Droguería","No","Si","Favorable","2018-04-11T00:00:00.000","44337","1084","2015-08-14T00:00:00.000","1477","2021-12-21T00:00:00.000","SI"
"302","Drogueria Natufarma Mary 2","Monterrey","Carrera 11 No15 - 75","3105043694","reynaldorama@gmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2019-07-05T00:00:00.000","44105","1102","2019-09-17T00:00:00.000","1308","2020-12-04T00:00:00.000","SI"
"303","Drogueria Farmasalud Centro","Monterrey","Calle 18 No 9  -105","3102778300","farmasaludcentro_2017@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-04-09T00:00:00.000","44111","396","2017-04-17T00:00:00.000","358","2021-04-14T00:00:00.000","SI"
"304","Drogueria Natural Medelink","Monterrey","Calle 18 No 8 - 48","3123460396","caritoarevalo.0510@gmail.com","Droguería","No","No","Favorable","2020-05-20T00:00:00.000","N/A","697","2020-08-14T00:00:00.000","N/A","N/A","SI"
"305","Drogueria Servidrogas Del Llano","Monterrey","Carrera 11 No 17 - 106","3106195532","mir_86@live.com.ar","Droguería Con Servicio De Inyectología","Si","No","Favorable","2020-09-17T00:00:00.000","N/A","1250","30/11/2020","N/A","N/A","N/A"
"306","Drogueria Procarfar","Monterrey","Calle 18 No 9 - 20","3133196859","yeimyjohanabohorquez02@gmail.com","Droguería","No","No","Favorable","N/A","N/A","571","2021-05-26T00:00:00.000","N/A","N/A","SI"
"307","Drogueria Recetor","Recetor","BARRIO CENTRO","3204947710","N/A","Droguería","No","No","Favorable","2018-03-12T00:00:00.000","N/A","434","2019-04-26T00:00:00.000","662","2020-07-23T00:00:00.000","SI"
"308","Drogueria Farmasabana","Sabanalarga","Carrera 6 No 06 - 61","313 344 5896","esperanza.gutij@yahoo.es","Droguería","No","No","Favorable","2018-05-11T00:00:00.000","44062","726","2008-11-24T00:00:00.000","674","2021-06-18T00:00:00.000","SI"
"309","Drogueria Farma  Ross","Sabanalarga","Carrera7 No 5 - 61","3108520245","luisarielroa@enfermeros.com","Droguería","No","No","Favorable","2018-05-11T00:00:00.000","44062","894","2007-11-29T00:00:00.000","500","2021-05-12T00:00:00.000","SI"
"310","Drogueria Prevenimos","Sabanalarga","Carrera 5 No 5 - 29","3112380255","prevenimosips@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2020-04-16T00:00:00.000","N/A","635","2020-07-09T00:00:00.000","N/A","N/A","SI"
"311","Drogueria Tierra Dentro","Tauramena","Carrera 12 No 05 - 04","6247360","blanquitatierra@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-03-05T00:00:00.000","N/A","581","1997-04-21T00:00:00.000","405","2021-04-27T00:00:00.000","SI"
"312","Drogueria Servidescuentos","Tauramena","Carrera 15 No 8A - 24","3123501588","drogueriaservidescuentos@hotmail.com","Droguería","No","Si","Favorable","2018-03-05T00:00:00.000","44308","726","2007-10-01T00:00:00.000","687","2021-06-23T00:00:00.000","SI"
"313","Drogueria Principal","Tauramena","Carrera 14 No 6 - 17","6247562","karyg1974@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-03-05T00:00:00.000","44058","2157","1994-07-01T00:00:00.000","1354","2020-12-16T00:00:00.000","SI"
"314","Drogueria Superdrogas Tauramena","Tauramena","Calle 4 No 14 - 03","313 3508646","tovarmarco0@gmail.com","Droguería","No","No","Favorable","2018-03-06T00:00:00.000","44301","1074","2006-12-14T00:00:00.000","575","2021-05-26T00:00:00.000","SI"
"315","Drogueria  Centenario  Tauramena","Tauramena","Calle 4 No 13 - 07","6257342","drocentenariotauramena@hotmail.com","Droguería","No","No","Favorable","2018-03-06T00:00:00.000","44069","1610","2016-12-21T00:00:00.000","1316","2020-12-04T00:00:00.000","SI"
"316","Drogueria Tauramena","Tauramena","Calle 6 No 15 - 51","3108501069","snvalientemo@hotmail.com","Droguería Con Servicio De Inyectología","Si","No","Favorable","2018-03-06T00:00:00.000","N/A","883","2012-09-12T00:00:00.000","1603","2016-12-21T00:00:00.000","NO"
