"expediente","nombre_establecimiento","ciudad","departamento","direccion","concepto_corto","concepto","fecha_notificacion","fecha_vencimiento"
"373","GASES INDUSTRIALES DE COLOMBIA   CRYOGAS S A   SIBATÉ","SIBATE","CUNDINAMARCA","KILÓMETRO 6 VÍA SAN MIGUEL","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  PARA LA FABRICACIÓN DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 	NO ESTÉRILES1 1 	OXÍGENO1 1 1	LÍQUIDO  GRANEL EN TANQUEROSY PARA EL ENVASADO DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 	NO ESTÉRILES1 1 	OXÍGENO 	1 1 1 	GASEOSO 	CILINDROS DE ALTA PRESIÓN Y CILINDROS PORTATILES 1 1 	AIRE MEDICINAL SINTÉTICO 	1 2 1 	GASEOSO 	CILINDROS DE ALTA PRESIÓN 1 3 	DIÓXIDO DE CARBONO 	1 3 1 	GASEOSO 	CILINDROS DE ALTA PRESIÓN 1 4 	MEZCLA DE OXÍGENO Y HELIO 	1 4 1 	GASEOSO 	CILINDROS DE ALTA PRESIÓN NOTAS ACLARATORIAS  1 	EL OXÍGENO Y EL NITRÓGENO LÍQUIDOS UTILIZADOS PARA EL ENVASADO  COMO LÍQUIDO O GAS  SE FABRICAN LOCALMENTE POR EL MÉTODO CRIOGÉNICO O PUEDEN SER TRANSPORTADOS A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL MÉTODO CRIOGÉNICO 2 	EL AIRE SINTÉTICO SE OBTIENE POR MEZCLA DE OXÍGENO MEDICINAL Y NITRÓGENO OBTENIDOS POR EL MÉTODO DE CRIOGÉNICO  3 	EL DIÓXIDO DE CARBONO UTILIZADO PARA EL ENVASADO  COMO LÍQUIDO O GAS  SE TRANSPORTA A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS 4 	EL HELIO LÍQUIDO UTILIZADO PARA EL ENVASADO  ES TRANSPORTADO A GRANEL EN ISOTANQUES DESDE PLANTAS CERTIFICADAS 5 	EL DIÓXIDO DE CARBONO ES ENVASADO EN ESTADO LÍQUIDO  PARA SER UTILIZADO COMO GAS EN EL PUNTO DE USO 6 	EL OXÍGENO LÍQUIDO A GRANEL ES TRANSPORTADO EN CISTERNAS DE CARROTANQUES PARA SU DISTRIBUCIÓN  7 	EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN Y/O ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS ANTES DESCRITAS 8 	CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2020-10-28","2023-11-12"
"1275","GASES INDUSTRIALES DE COLOMBIA S A  CRYOGAS S A   ESTACIÓN DE LLENADO BOGOTÁ","BOGOTA D C","BOGOTA D C","CALLE 13 NO  69 30","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  POR LO TANTO  SE RENUEVA EL CONCEPTO TECNICO PARA LA FABRICACION DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1 OXIGENO MEDICINAL  LIQUIDO LLENADO EN ENVASES CRIOGENICOS DEWARS TERMOS Y GRANEL 1 1 1 GASEOSO CILINDROS DE ALTA PRESION Y CILINDROS PORTATILES1 2 AIRE SINTETICO  MEDICINAL GASEOSO CILINDROS DE ALTA PRESION NOTAS ACLARATORIAS  1  EL OXIGENO LIQUIDO UTILIZADO PARA EL ENVASADO  COMO LIQUIDO O GAS  ES OBTENIDO  POR EL METODO CRIOGENICO Y TRAIDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS 2  EL NITROGENO LIQUIDO  UTILIZADO PARA LA FABRICACIÓN DE AIRE MEDICINAL SINTETICO  ES OBTENIDO POR EL METODO CRIOGENICO Y TRAIDO A GRANEL DE OTRAS PLANTAS 3  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE EL ENVASADO DE LOS GASES MEDICINALES  EN LAS FORMAS FARMACEUTICAS ANTES DESCRITAS 4  ESTE CONCEPTO INCLUYE LA FABRICACION DE AIRE SINTETICO MEDICINAL POR MEZCLAS DE OXIGENO MEDICINAL Y NITRÓGENO  LOS CUALES SON TRANSPORTADOS A GRANEL DESDE OTRAS PLANTAS CERTIFICADAS DONDE SON OBTENIDOS POR EL METODO CRIOGENICO 5  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD","2021-04-22","2024-05-06"
"1155","MESSER COLOMBIA S A REGIONAL BOGOTA  LINDE COLOMBIA S A","BOGOTA D C","BOGOTA D C","CARRERA 68 NO  11 51","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y ENVASE DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1 	NO ESTERILES1 1 	AIRE MEDICINAL  EN SITIO POR COMPRESOR 1 1 1 	GASEOSO  CILINDROS DE ALTA PRESION1 2 	MEZCLA DE OXIGENO Y HELIO1 2 1 	GASEOSO  CILINDROS DE ALTA PRESION1 3 	AIRE MEDICINAL SINTETICO1 3 1 	GASEOSO  CILINDROS DE ALTA PRESION1 4 	OXIGENO MEDICINAL1 4 1 	LIQUIDO  EN ENVASE CRIOGENICOS  TERMOS O DEWARS1 4 2 	GASEOSO  CILINDROS DE ALTA PRESION Y CILINDROS PORTATILES1 5 	DIOXIDO DE CARBONO1 5 1 	GASEOSO  CILINDROS DE ALTA PRESION1 6 	OXIDO NITROSO1 6 1 	GASEOSO  CILINDROS DE ALTA PRESION1 7 	MEZCLA OXIGENO MONOXIDO CARBONO HELIO BALANCE NITROGENO1 7 1 	GASEOSO  CILINDROS DE ALTA PRESION1 8 	MEZCLA OXIGENO MONOXIDO CARBONO METANO  BALANCE NITROGENO1 8 1 	GASEOSO  CILINDROS DE ALTA PRESIONNOTAS ACLARATORIAS  1  EL OXIGENO LIQUIDO UTILIZADO PARA EL ENVASADO  COMO LIQUIDO O GAS  ES TRAIDO A GRANEL DE OTRAS PLANTAS CERTIFICADAS  LAS CUALES LO OBTIENEN POR EL METODO CRIOGENICO 2  EL AIRE MEDICINAL COMPRIMIDO SE OBTIENE DEL AIRE AMBIENTAL  ES COMPRIMIDO Y LUEGO ENVASADO EN CILINDROS DE ALTA PRESION 3  EL AIRE SINTETICO SE OBTIENE POR MEZCLA DE OXIGENO MEDICINAL Y NITROGENO OBTENIDOS POR EL METODO DE LICUEFACCION  4  EL OXIDO NITROSO Y EL HELIO UTILIZADOS EN LOS PROCESOS DE LA PLANTA SON GASES IMPORTADOS  5  EL DIOXIDO DE CARBONO Y EL OXIDO NITROSO SE ENVASA EN CILINDROS DE ALTA PRESION EN SU ESTADO LIQUIDO PARA SER EMPLEADO COMO GAS EN EL PUNTO DE USO 6  MEZCLAS DE DIFUSION PULMONAR  MEZCLA DE DIFUSION PULMONAR CON HELIO CONFORMADA POR HELIO  9 5%   MONOXIDO DE CARBONO  0 3%   OXIGENO  21%  Y NITROGENO  BALANCE   MEZCLA DE DIFUSION PULMONAR CON METANO  CONFORMADA POR METANO  0 3%   MONOXIDO DE CARBONO  0 3%   OXIGENO  21%  Y NITROGENO  BALANCE   AMBAS SE LLENAN POR GRAVIMETRIA EN LOS PANELES DE LLENADO NUMERO 3 Y NUMERO 4  EN CILINDROS DE ALTA PRESION 7  EL MONOXIDO DE CARBONO  METANO Y EL HELIO UTILIZADO EN LOS PROCESOS DE FABRICACION  ENVASADO  DE MEZCLAS DE DIFUSION PULMONAR SON GASES IMPORTADOS  8  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA FABRICACION Y/O ENVASADO DE LOS GASES MEDICINALES CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS ANTES DESCRITAS 9  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2019-05-29","2022-06-13"
"2019G","OXISALUD S A S","MEDELLIN","ANTIOQUIA","CALLE 29 NRO 65A 04","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA EL ENVASADO DE LOS GASES MEDICINALES POR CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACEUTICA QUE SE RELACIONA A CONTINUACION 1 1 	OXIGENO MEDICINAL1 1 1 	GASEOSA EN CILINDROS Y PORTATILES1 1 2 	LIQUIDA EN TERMOS CRIOGENICOSNOTAS ACLARATORIAS 1 EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE EL ENVASADO DEL GAS MEDICINAL CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACEUTICA ANTES DESCRITA EN CONTENEDORES CRIOGENICOS  TERMOS   CILINDROS Y PORTATILES 2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR Y SE AMPLIA LA CAPACIDAD INSTALADA EN LA LINEA NUMERO 2 PARA EL ENVASE DE OXIGENO GASEOSO MEDICINAL EN CILINDROS PORTATILES","2020-12-07","2023-12-22"
"2029G","FABISALUD IPS S A S","CALI","VALLE DEL CAUCA","AVENIDA 4N NO  22N 46 BARRIO VERSALLES","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR  1 1 1  GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-12-16","2023-12-31"
"1560G","DIME CLINICA NEUROCARDIOVASCULAR S A","CALI","VALLE DEL CAUCA","AVENIDA 5 NORTE NRO  20 N   75 BARRIO VERSALLES DE SANTIAGO DE CALI – VALLE DEL CAUCA","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA PARA LA FABRICACIÓN EN LÍNEA DE LOS GASES MEDICINALES  CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACÉUTICA QUE SE RELACIONA A CONTINUACIÓN 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESIÓN   GASEOSA NOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA FABRICACIÓN EN LÍNEA DEL GAS MEDICINAL CON EL PRINCIPIO ACTIVO Y LA FORMA FARMACÉUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-11-23","2023-12-07"
"2067G","CLINICA PEDIATRICA   SEDE CLINICA COLSANITAS S A","BOGOTA D C","BOGOTA D C","AVENIDA CALLE 127 NRO  20 56","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA  PARA LA FABRICACION Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   GASEOSONOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA  2 CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2021-07-02","2024-07-19"
"1920G","E S E  HOSPITAL UNIVERSITARIO SAN JORGE DE PEREIRA","PEREIRA","RISARALDA","CARRERA 4 NO  24   88  PEREIRA","CUMPLE","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA PARA LA FABRICACION Y SUMINISTRO EN LINEA DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   1 1 1  GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y SUMINISTRO EN LINEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACEUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA DE LAS ACCIONES A QUE HAYA LUGAR","2021-11-12","2024-11-29"
"1941G","CLINICA MEDICAL S A S  ANTES MEDICAL PRO&INFO S A S","BOGOTA D C","BOGOTA D C","CALLE 36 SUR NO  77   33","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1  AIRE MEDICINAL  EN SITIO POR COMPRESOR   GASEOSONOTAS ACLARATORIAS  1 	EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2 	CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2020-11-23","2023-12-07"
"1994G","MACROMED S A S  – SEDE GALAN","BOGOTA D C","BOGOTA D C","CARRERA 56 NRO  5C – 38","PENDIENTE INSPECCIÓN","CUMPLE CON LAS BUENAS PRACTICAS DE MANUFACTURA PARA LA FABRICACION DE GASES DE USO MEDICINAL CON LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACEUTICAS QUE SE RELACIONAN A CONTINUACION 1  NO ESTERILES1 1  OXIGENO MEDICINAL POR PSA  TAMIZ MOLECULAR   1 1 1  GASEOSO  CILINDROS DE ALTA PRESION Y CILINDROS PORTATILESNOTAS ACLARATORIAS  1  EL ANTERIOR CONCEPTO TECNICO  AUTORIZA UNICAMENTE LA PRODUCCION Y ENVASADO DE OXIGENO MEDICINAL POR PSA  TAMIZ MOLECULAR  EN LA FORMA FARMACEUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACION QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  AREAS  PROCESOS PRODUCTIVOS  PERSONAL TECNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATO LA REALIZACION DE ACTIVIDADES CRITICAS DE PRODUCCION Y CONTROL DE CALIDAD  DEBERAN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ESTE EVALUE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACION O VERIFICACION DEL CONCEPTO TECNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2019-01-04","2022-01-21"
"2087G","SOCIEDAD MÉDICA ANTIOQUEÑA S A  “CLÍNICA SOMA”","MEDELLIN","ANTIOQUIA","CALLE 51 NRO  45 93","CUMPLE","CUMPLE CON LAS BUENAS PRÁCTICAS DE MANUFACTURA  POR LO TANTO SE RENUEVA EL CONCEPTO TÉCNICO PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL  PARA LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1 NO ESTÉRILES1 1 AIRE MEDICINAL  EN SITIO POR COMPRESOR 1 1 1 GASEOSONOTAS ACLARATORIAS1 EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCIÓN Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESIÓN EN LA FORMA FARMACÉUTICA ANTES DESCRITA  2 CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR   IGUALMENTE  SE AMPLÍA EN CAPACIDAD INSTALADA DE PUNTOS DE USO ASÍ  SALA DE CIRUGÍA GINECOLÓGICA PUNTOS  2   SALA DE PARTOS PUNTOS  1   SALA DE CIRUGÍA GENERAL PUNTOS  7","2021-12-22","2025-01-05"
"2093G","FUNDACION VALLE DE LILI  ANTES CLINICA AMIGA COMFANDI","CALI","VALLE DEL CAUCA","CARRERA 70 NRO  18 75 BARRIO LA HACIENDA","CUMPLE","CUMPLE PARA LA FABRICACIÓN Y DISTRIBUCION EN LINEA DE GASES DE USO MEDICINAL DE LOS PRINCIPIOS ACTIVOS Y LAS FORMAS FARMACÉUTICAS QUE SE RELACIONAN A CONTINUACIÓN 1  NO ESTÉRILES1 1 1 AIRE MEDICINAL  EN SITIO POR COMPRESOR   GASEOSONOTAS ACLARATORIAS 1  EL ANTERIOR CONCEPTO TÉCNICO  AUTORIZA ÚNICAMENTE LA PRODUCCION Y SUMINISTRO EN LÍNEA DE AIRE MEDICINAL EN SITIO POR COMPRESION EN LA FORMA FARMACÉUTICA ANTES DESCRITA 2  CUALQUIER MODIFICACIÓN QUE SE HAGA EN LAS CONDICIONES EVALUADAS Y CERTIFICADAS DURANTE LA PRESENTE AUDITORIA  RESPECTO A EQUIPOS  ÁREAS  PROCESOS PRODUCTIVOS  PERSONAL TÉCNICO PRINCIPAL O DE LAS EMPRESAS CON LAS QUE SE CONTRATÓ LA REALIZACIÓN DE ACTIVIDADES CRÍTICAS DE PRODUCCIÓN Y CONTROL DE CALIDAD  DEBERÁN SER NOTIFICADAS AL INVIMA CON EL FIN DE QUE ÉSTE EVALÚE Y VERIFIQUE SI SE REQUIERE UNA VISITA DE AMPLIACIÓN O VERIFICACIÓN DEL CONCEPTO TÉCNICO EMITIDO  DE ACUERDO CON LAS DISPOSICIONES DE LA NORMATIVIDAD SANITARIA CORRESPONDIENTE  SO PENA  DE LAS ACCIONES A QUE HAYA LUGAR","2021-06-15","2024-06-29"
