"geographic_area","county","gender","age","time_period","time_period_dates","year","admits","average_tcu_score","admits_w_reported_opioid_use","of_total_admits_w_opioid_use","admits_w_diagnosed_substance_abuse_problem","of_admits_w_diagnosed_substance_abuse","admits_w_opioid_use_in_past_12_months_before_admit_1","admits_w_opioid_use_in_past_12_months_before_admit_2","state_fips","county_fips","county_code_number","county_code","centroid","longitude","geocoded_column"
"State","Commonwealth","All","35 to 39 years","2019 Q3","7/1/2019-9/30/2019","2019","307","5.3","99","32.2","250","81.4","122","39.7","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Crawford","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","11","4.9","4","36","9","81","6","54","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"State","Commonwealth","All","0 to 11 years","2016 Q4","10/1/2016-12/31/2016","2016","0","0","0","0","0","0","0","0","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","40 to 44 years","2020 Q4","10/1/2020-12/31/2020","2020","112","5.4","45","40.0","92","82.0","38","33.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Cameron","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","0","0","0","0","0","0","0","0","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Lebanon","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","6","7.8","2","33.3","6","100","4","66.7","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Luzerne","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","8","5","2","25","6","75","2","25","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Mifflin","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","12","5.3","2","16.7","11","91.7","3","25","42","087","87","87","40.61274928","-77.62003089","POINT (-77.62003089 40.61274928)"
"County","Columbia","Male","All (0 to 99 years)","2021 Q2","4/1/2021-6/30/2021","2021","6","7.3","3","50.0","6","100.0","4","66.0","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Montour","Male","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","7","4.3","1","14.3","4","57.1","2","28.6","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Dauphin","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","93","3.1","10","10.8","53","57","11","11.8","42","043","43","43","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Wyoming","Female","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","2","6","1","50","2","100","2","100","42","131","131","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Snyder","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","5","2.8","4","80","3","60","3","60","42","109","109","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Schuylkill","All","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","39","6.1","17","43","34","87","16","41","42","107","107","107","40.70751243","-76.22332385","POINT (-76.22332385 40.70751243)"
"County","Mckean","All","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","6","7.2","4","66.0","6","100.0","2","33.0","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Columbia","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","11","4.4","3","27.3","9","81.8","3","27.3","42","037","37","37","41.04912086","-76.4100218","POINT (-76.4100218 41.04912086)"
"County","Snyder","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","10","6.5","6","60.0","9","90.0","6","60.0","42","109","109","109","40.77113737","-77.07255968","POINT (-77.07255968 40.77113737)"
"County","Huntingdon","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","3","8","3","100","3","100","3","100","42","061","61","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Montour","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Montour","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","14","5.8","6","42.9","11","78.6","7","50","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Indiana","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","13","6.4","6","46.2","13","100","7","53.8","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Luzerne","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","39","4.2","5","12.8","30","76.9","10","25.6","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","York","All","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","91","4.7","26","28.6","73","80.2","28","30.8","42","133","133","133","39.92192531","-76.72576052","POINT (-76.72576052 39.92192531)"
"County","Cameron","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","2","1.5","0","0","1","50","0","0","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Franklin","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","9","4.7","6","66.7","8","88.9","7","77.8","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Montour","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","6","5.3","4","66.7","4","66.7","4","66.7","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"State","Commonwealth","All","25 to 29 years","2020 Q1","1/1/2020-3/31/2020","2020","330","4.4","118","35","244","73","97","29","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Greene","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","6.5","4","66.7","5","83.3","4","66.7","42","059","59","59","39.85480393","-80.22943817","POINT (-80.22943817 39.85480393)"
"County","Northampton","Female","All (0 to 99 years)","2016 Annual","1/1/2016-12/31/2016","2016","27","4.1","13","48.1","18","66.7","12","44.4","42","095","95","95","40.7545954","-75.31263726","POINT (-75.31263726 40.7545954)"
"County","Wayne","Female","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","0","0","0","0","0","0","0","0","42","127","127","127","41.64969805","-75.3051535","POINT (-75.3051535 41.64969805)"
"County","Somerset","Female","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","3","5.3","1","33.3","2","66.7","2","66.7","42","111","111","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Lebanon","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","14","2.6","6","42.0","6","42.0","4","28.0","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Centre","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","10","6.1","5","50.0","9","90.0","3","30.0","42","027","27","27","40.9193135","-77.82500112","POINT (-77.82500112 40.9193135)"
"County","Lawrence","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","12","6.3","6","50","12","100","7","58.3","42","073","73","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Clearfield","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","35","5.2","9","25.7","29","82.9","12","34.3","42","033","33","33","41.000429","-78.47558343","POINT (-78.47558343 41.000429)"
"County","Adams","Male","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","21","5.6","4","19","20","95.2","6","28.6","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Montour","Male","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","2","0.0","0","0.0","0","0.0","0","0.0","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Jefferson","Female","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","7","4","2","28.6","5","71.4","3","42.9","42","065","65","65","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Chester","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","1","7.0","0","0.0","1","100.0","0","0.0","42","029","29","29","39.97487056","-75.75626498","POINT (-75.75626498 39.97487056)"
"County","Monroe","All","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","48","6.1","15","31.3","42","87.5","21","43.8","42","089","89","89","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"State","Commonwealth","Male","40 to 44 years","2017 Q2","4/1/2017-6/30/2017","2017","192","4.1","48","25","131","68.2","60","31.3","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Cambria","Male","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","20","4.1","8","40","15","75","11","55","42","021","21","21","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Armstrong","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","17","4.8","0","0","13","76.5","1","5.9","42","005","5","05","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"County","Franklin","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","8","7.3","3","37.5","8","100","5","62.5","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Forest","All","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","4","4.5","0","0","4","100","1","25","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Monroe","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","4","6","3","75","4","100","3","75","42","089","89","89","41.06091787","-75.34083603","POINT (-75.34083603 41.06091787)"
"State","Commonwealth","Male","35 to 39 years","2016 Q4","10/1/2016-12/31/2016","2016","261","4.2","70","26.8","176","67.4","94","36","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mercer","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","2","9","2","100","2","100","2","100","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Indiana","Male","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","4","5.8","2","50","4","100","2","50","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"State","Commonwealth","All","56 to 99 years","2017 Q4","10/1/2017-12/31/2017","2017","119","3.2","11","9.2","63","52.9","10","8.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Sullivan","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","1","3","0","0","1","100","0","0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Bedford","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","4","4","2","50","2","50","2","50","42","009","9","09","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Lawrence","All","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","44","5.9","20","45.5","39","88.6","23","52.3","42","073","73","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Allegheny","Male","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","50","6.2","34","68.0","44","88.0","21","42.0","42","003","3","03","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Cumberland","Male","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","16","5","5","31.3","12","75","4","25","42","041","41","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","McKean","Male","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","11","5.1","2","18.2","10","90.9","4","36.4","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Tioga","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","0","0.0","0","0.0","0","0.0","0","0.0","42","117","117","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"County","Lancaster","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","470","4.7","136","28.9","356","75.7","174","37","42","071","71","71","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Cameron","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","0","0","0","0","0","0","0","0","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Sullivan","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","113","113","113","41.4480994","-76.5147922","POINT (-76.5147922 41.4480994)"
"County","Lackawanna","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","4","7.8","2","50.0","4","100.0","1","25.0","42","069","69","69","41.43910064","-75.61218345","POINT (-75.61218345 41.43910064)"
"County","Lawrence","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","0","0.0","0","0.0","0","0.0","0","0.0","42","073","73","73","40.99325035","-80.33754114","POINT (-80.33754114 40.99325035)"
"County","Westmoreland","All","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","22","4.8","4","18.2","18","81.8","6","27.3","42","129","129","129","40.310315","-79.47134118","POINT (-79.47134118 40.310315)"
"County","Indiana","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","5","8.2","4","80","5","100","5","100","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Jefferson","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","12","6.3","7","58.0","10","83.0","6","50.0","42","065","65","65","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"State","Commonwealth","Male","56 to 99 years","2020 Q2","4/1/2020-6/30/2020","2020","30","4.4","13","43.0","21","70.0","5","16.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Adams","All","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","32","4.6","6","18.8","25","78.1","7","21.9","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Montour","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","4","7.5","3","75","4","100","3","75","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","Allegheny","Female","All (0 to 99 years)","2016 Q2","4/1/2016-6/30/2016","2016","6","5.5","1","16.7","5","83.3","2","33.3","42","003","3","03","40.46735543","-79.98619843","POINT (-79.98619843 40.46735543)"
"County","Fulton","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","057","57","57","39.92487511","-78.11485045","POINT (-78.11485045 39.92487511)"
"County","Lancaster","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","37","6.4","20","54.1","34","91.9","22","59.5","42","071","71","71","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
"County","Dauphin","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","354","3.6","55","15.5","231","65.3","75","21.2","42","043","43","43","40.41974636","-76.77960568","POINT (-76.77960568 40.41974636)"
"County","Wyoming","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","5","6.4","4","80.0","4","80.0","0","0.0","42","131","131","131","41.51892488","-76.01813003","POINT (-76.01813003 41.51892488)"
"County","Delaware","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","20","6.5","10","50","18","90","14","70","42","045","45","45","39.91657867","-75.40627712","POINT (-75.40627712 39.91657867)"
"County","Carbon","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","0","0","0","0","0","0","0","0","42","025","25","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Tioga","Male","All (0 to 99 years)","2020 Q1","1/1/2020-3/31/2020","2020","6","5.7","0","0","6","100","1","16","42","117","117","117","41.77333834","-77.25788076","POINT (-77.25788076 41.77333834)"
"State","Commonwealth","Male","35 to 39 years","2019 Q3","7/1/2019-9/30/2019","2019","256","5","68","26.6","204","79.7","88","34.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lebanon","Female","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","4","4.5","2","50","3","75","3","75","42","075","75","75","40.367597","-76.46182575","POINT (-76.46182575 40.367597)"
"County","Potter","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","1","0","1","100","0","0","0","0","42","105","105","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Franklin","Female","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","7","5.0","1","14.0","5","71.0","3","42.0","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Warren","All","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","70","6","24","34.3","63","90","29","41.4","42","123","123","123","41.81675237","-79.27858158","POINT (-79.27858158 41.81675237)"
"County","Luzerne","Female","All (0 to 99 years)","2019 Q4","10/1/2019-12/31/2019","2019","7","7","2","28.6","7","100","4","57.1","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"State","Commonwealth","Male","35 to 39 years","2021 Q2","4/1/2021-6/30/2021","2021","224","6.2","129","57.0","190","84.0","100","44.0","42","000","0","00","39.346129, -75","129, -75.167756",
"State","Commonwealth","All","25 to 29 years","2019 Q4","10/1/2019-12/31/2019","2019","374","5.3","127","34","311","83.2","155","41.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Jefferson","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","9","6.7","3","33.0","8","88.0","6","66.0","42","065","65","65","41.13139091","-79.00101814","POINT (-79.00101814 41.13139091)"
"County","Montgomery","Female","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","55","4.4","20","36.4","38","69.1","23","41.8","42","091","91","91","40.20989874","-75.37252001","POINT (-75.37252001 40.20989874)"
"County","Berks","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","38","3.8","8","21.0","25","65.0","9","23.0","42","011","11","11","40.41939635","-75.93077327","POINT (-75.93077327 40.41939635)"
"County","Clinton","Male","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","13","3.6","2","15.4","10","76.9","5","38.5","42","035","35","35","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Cumberland","Male","All (0 to 99 years)","2017 Q4","10/1/2017-12/31/2017","2017","31","4.9","11","35.5","22","71","14","45.2","42","041","41","41","40.16759839","-77.26866271","POINT (-77.26866271 40.16759839)"
"County","Huntingdon","All","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","56","4.5","24","42.9","39","69.6","28","50","42","061","61","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"State","Commonwealth","Male","45 to 49 years","2016 Q2","4/1/2016-6/30/2016","2016","158","4.5","36","22.8","110","69.6","46","29.1","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Forest","Male","All (0 to 99 years)","2019 Q2","4/1/2019-9/30/2019","2019","0","0","0","0","0","0","0","0","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Crawford","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","1","5.0","0","0.0","1","100.0","0","0.0","42","039","39","39","41.68546907","-80.11321083","POINT (-80.11321083 41.68546907)"
"County","Clarion","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","7","5.9","3","42.9","7","100","5","71.4","42","031","31","31","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","All","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","2295","4.7","618","26.9","1730","75.4","743","32.4","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lehigh","Male","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","64","3.2","14","21.9","40","62.5","15","23.4","42","077","77","77","40.61464794","-75.60099481","POINT (-75.60099481 40.61464794)"
"County","Franklin","Female","All (0 to 99 years)","2019 Q1","1/1/2019-3/31/2019","2019","8","6.3","5","62.5","7","87.5","5","62.5","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Luzerne","Male","All (0 to 99 years)","2018 Annual","1/1/2018-12/31/2018","2018","181","5.5","57","31.5","150","82.9","74","40.9","42","079","79","79","41.17836439","-75.9919961","POINT (-75.9919961 41.17836439)"
"County","Potter","Female","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","1","9.0","0","0.0","1","100.0","0","0.0","42","105","105","105","41.74420644","-77.89879229","POINT (-77.89879229 41.74420644)"
"County","Montour","All","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","6","5.3","2","33.3","6","100","3","50","42","093","93","93","41.02801824","-76.66470527","POINT (-76.66470527 41.02801824)"
"County","McKean","All","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","14","5","5","35.7","11","78.6","6","42.9","42","083","83","83","41.81037074","-78.5712202","POINT (-78.5712202 41.81037074)"
"County","Susquehanna","Female","All (0 to 99 years)","2017 Annual","1/1/2017-12/31/2017","2017","1","8","0","0","1","100","1","100","42","115","115","115","41.8205686","-75.80250303","POINT (-75.80250303 41.8205686)"
"County","Forest","Female","All (0 to 99 years)","2018 Q3","7/1/2018-9/30/2018","2018","0","0","0","0","0","0","0","0","42","053","53","53","41.51357876","-79.23780995","POINT (-79.23780995 41.51357876)"
"County","Bedford","Female","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","2","7.0","0","0.0","2","100.0","1","50.0","42","009","9","09","40.00737536","-78.49116474","POINT (-78.49116474 40.00737536)"
"County","Franklin","Female","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","12","5.8","7","58.3","9","75","8","66.7","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Clarion","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","11","5.5","3","27.3","8","72.7","4","36.4","42","031","31","31","41.19279129","-79.42483608","POINT (-79.42483608 41.19279129)"
"State","Commonwealth","All","All (0 to 99 years)","2016 Q3","7/1/2016-9/30/2016","2016","2489","4","672","27","1624","65.2","830","33.3","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","Male","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","1396","5.3","743","53.0","1119","80.0","507","36.0","42","000","0","00","39.346129, -75","129, -75.167756",
"State","Commonwealth","All","30 to 34 years","2018 Q4","10/1/2018-12/31/2018","2018","435","4.7","117","26.9","322","74","150","34.5","42","000","0","00","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Mercer","Male","All (0 to 99 years)","2022 Q1","1/1/2022-3/31/2022","2022","7","8.0","4","57.0","7","100.0","2","28.0","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Cameron","Male","All (0 to 99 years)","2019 Q3","7/1/2019-9/30/2019","2019","3","7","3","100","3","100","2","66.7","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Huntingdon","Female","All (0 to 99 years)","2020 Q2","4/1/2020-6/30/2020","2020","1","3.0","0","0.0","1","100.0","1","100.0","42","061","61","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Clinton","Female","All (0 to 99 years)","2019 Annual","1/1/2019-12/31/2019","2019","6","4","3","50","3","50","3","50","42","035","35","35","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Adams","Male","All (0 to 99 years)","2017 Q2","4/1/2017-6/30/2017","2017","20","5.2","5","25","16","80","6","30","42","001","1","01","39.87209565","-77.22224271","POINT (-77.22224271 39.87209565)"
"County","Armstrong","All","All (0 to 99 years)","2018 Q1","1/1/2018-3/31/2018","2018","5","4.4","2","40","3","60","2","40","42","005","5","05","40.81509526","-79.47316899","POINT (-79.47316899 40.81509526)"
"State","Commonwealth","All","40 to 44 years","2022 Q1","1/1/2022-3/31/2022","2022","162","5.3","87","53.0","121","74.0","60","37.0","42","000","0","00","39.346129, -75","129, -75.167756",
"County","Indiana","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","7","5.6","3","42.9","6","85.7","3","42.9","42","063","63","63","40.65295497","-79.09333493","POINT (-79.09333493 40.65295497)"
"County","Beaver","All","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","20","4.2","6","30","13","65","8","40","42","007","7","07","40.68349245","-80.35107356","POINT (-80.35107356 40.68349245)"
"County","Carbon","Female","All (0 to 99 years)","2018 Q4","10/1/2018-12/31/2018","2018","2","7.5","2","100","2","100","2","100","42","025","25","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Somerset","Female","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","1","3.0","0","0.0","1","100.0","1","100.0","42","111","111","111","39.97146299","-79.03100206","POINT (-79.03100206 39.97146299)"
"County","Blair","All","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","43","7.0","26","60.0","40","93.0","27","62.0","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Cambria","All","All (0 to 99 years)","2020 Q3","7/1/2020-9/30/2020","2020","10","5.1","4","40.0","9","90.0","3","30.0","42","021","21","21","40.49127491","-78.71894174","POINT (-78.71894174 40.49127491)"
"County","Cameron","All","All (0 to 99 years)","2021 Q3","7/1/2021-9/30/2021","2021","3","8.3","2","66.0","3","100.0","3","100.0","42","023","23","23","41.43880265","-78.20916932","POINT (-78.20916932 41.43880265)"
"County","Mercer","Female","All (0 to 99 years)","2016 Q4","10/1/2016-12/31/2016","2016","2","7.5","2","100","2","100","1","50","42","085","85","85","41.30237777","-80.26009411","POINT (-80.26009411 41.30237777)"
"County","Huntingdon","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","5","4.2","2","40.0","3","60.0","2","40.0","42","061","61","61","40.416105","-77.9827661","POINT (-77.9827661 40.416105)"
"County","Clinton","Female","All (0 to 99 years)","2021 Q4","10/1/2021-12/31/2021","2021","0","0.0","0","0.0","0","0.0","0","0.0","42","035","35","35","41.23286274","-77.6428376","POINT (-77.6428376 41.23286274)"
"County","Franklin","Female","All (0 to 99 years)","2017 Q3","7/1/2017-9/30/2017","2017","7","5.6","2","28.6","7","100","2","28.6","42","055","55","55","39.92786197","-77.72398845","POINT (-77.72398845 39.92786197)"
"County","Blair","Male","All (0 to 99 years)","2021 Q1","1/1/2021-3/31/2021","2021","26","5.6","17","65.0","21","80.0","13","50.0","42","013","13","13","40.48555024","-78.34907687","POINT (-78.34907687 40.48555024)"
"County","Carbon","All","All (0 to 99 years)","2018 Q2","4/1/2018-6/30/2018","2018","1","3","0","0","1","100","1","100","42","025","25","25","40.91936701","-75.71107039","POINT (-75.71107039 40.91936701)"
"County","Lancaster","Female","All (0 to 99 years)","2016 Q1","1/1/2016-3/31/2016","2016","5","3.2","3","60","2","40","2","40","42","071","71","71","40.04590796","-76.25138768","POINT (-76.25138768 40.04590796)"
