"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","removal_rate","type_of_rate","number_of_removals","number_of_removals_notes","number_of_removals_description","total_number_of_children","total_number_of_children_1","total_number_of_children_2","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column"
"County","Columbia County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.15","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","25",,"Number of dependent children removed where parental drug use was a factor","11606",,"Children in area, estimated by American Community Survey","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Tioga County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","8337",,"Children in area, estimated by American Community Survey","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)"
"County","Perry County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.10","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children removed where parental drug use was a factor","9960",,"Children in area, estimated by American Community Survey","50","50","42","099","(40.4041531744, -77.2590738496)","POINT (-77.2590738496 40.4041531744)"
"County","Bucks County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.36","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","176",,"Number of dependent children removed where parental drug use was a factor","129169",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"State","Commonwealth","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.59","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","1589",,"Number of dependent children in kinship care where parental drug use was a factor","2675330",,"Children in area, estimated by American Community Survey","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)"
"County","Snyder County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8537",,"Children in area, estimated by American Community Survey","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)"
"County","Forest County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","667",,"Children in area, estimated by American Community Survey","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"County","Armstrong County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.93","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","12",,"Number of dependent children removed where parental drug use was a factor","12876",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Philadelphia County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","345561",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Cameron County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","849",,"Children in area, estimated by American Community Survey","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)"
"County","McKean County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8202",,"Children in area, estimated by American Community Survey","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)"
"County","Schuylkill County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","3.14","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","89",,"Number of dependent children removed where parental drug use was a factor","28336",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Lycoming County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","23461",,"Children in area, estimated by American Community Survey","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)"
"County","Bradford County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","13577",,"Children in area, estimated by American Community Survey","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Northumberland County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.38","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","44",,"Number of dependent children removed where parental drug use was a factor","18476",,"Children in area, estimated by American Community Survey","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)"
"County","Washington County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.97","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","80",,"Number of dependent children removed where parental drug use was a factor","40570",,"Children in area, estimated by American Community Survey","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Indiana County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","15576",,"Children in area, estimated by American Community Survey","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)"
"County","Monroe County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.46","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children in kinship care where parental drug use was a factor","34514",,"Children in area, estimated by American Community Survey","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)"
"County","Butler County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.98","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","37",,"Number of dependent children in kinship care where parental drug use was a factor","37802",,"Children in area, estimated by American Community Survey","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)"
"County","Clinton County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.13","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","17",,"Number of dependent children removed where parental drug use was a factor","7968",,"Children in area, estimated by American Community Survey","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)"
"County","Delaware County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.09","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","11",,"Number of dependent children in kinship care where parental drug use was a factor","125253",,"Children in area, estimated by American Community Survey","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)"
"County","Philadelphia County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.91","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","315",,"Number of dependent children in kinship care where parental drug use was a factor","345589",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Wyoming County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","5355",,"Children in area, estimated by American Community Survey","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)"
"County","Lancaster County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.20","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","26",,"Number of dependent children in kinship care where parental drug use was a factor","128724",,"Children in area, estimated by American Community Survey","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)"
"County","Monroe County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.30","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","44",,"Number of dependent children removed where parental drug use was a factor","33787",,"Children in area, estimated by American Community Survey","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)"
"County","Chester County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","119547",,"Children in area, estimated by American Community Survey","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)"
"County","Allegheny County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.30","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","298",,"Number of dependent children removed where parental drug use was a factor","229660",,"Children in area, estimated by American Community Survey","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)"
"County","Carbon County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.04","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children removed where parental drug use was a factor","12516",,"Children in area, estimated by American Community Survey","13","13","42","025","(40.9193670081, -75.7110703866)","POINT (-75.7110703866 40.9193670081)"
"County","Lawrence County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.79","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","31",,"Number of dependent children in kinship care where parental drug use was a factor","17289",,"Children in area, estimated by American Community Survey","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Fayette County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","2.50","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","64",,"Number of dependent children in kinship care where parental drug use was a factor","25561",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
"County","Dauphin County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.31","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","19",,"Number of dependent children in kinship care where parental drug use was a factor","62069",,"Children in area, estimated by American Community Survey","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Bradford County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.11","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","15",,"Number of dependent children removed where parental drug use was a factor","13560",,"Children in area, estimated by American Community Survey","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)"
"County","Blair County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.93","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","24",,"Number of dependent children removed where parental drug use was a factor","25823",,"Children in area, estimated by American Community Survey","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)"
"County","Lycoming County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","23647",,"Children in area, estimated by American Community Survey","41","41","42","081","(41.3445979226, -77.069424568)","POINT (-77.069424568 41.3445979226)"
"County","Montgomery County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.50","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","89",,"Number of dependent children removed where parental drug use was a factor","178656",,"Children in area, estimated by American Community Survey","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)"
"County","Lehigh County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.66","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","54",,"Number of dependent children removed where parental drug use was a factor","82388",,"Children in area, estimated by American Community Survey","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)"
"County","Greene County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","9.61","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","69",,"Number of dependent children removed where parental drug use was a factor","7179",,"Children in area, estimated by American Community Survey","30","30","42","059","(39.8548039342, -80.2294381655)","POINT (-80.2294381655 39.8548039342)"
"County","Huntingdon County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.54","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","21",,"Number of dependent children removed where parental drug use was a factor","8272",,"Children in area, estimated by American Community Survey","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","York County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.73","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","72",,"Number of dependent children in kinship care where parental drug use was a factor","98850",,"Children in area, estimated by American Community Survey","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)"
"County","Beaver County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","32598",,"Children in area, estimated by American Community Survey","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)"
"County","Montour County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","5.41","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","20",,"Number of dependent children in kinship care where parental drug use was a factor","3697",,"Children in area, estimated by American Community Survey","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Bedford County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","9499",,"Children in area, estimated by American Community Survey","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)"
"County","Forest County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","785",,"Children in area, estimated by American Community Survey","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"County","Lackawanna County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.16","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","50",,"Number of dependent children removed where parental drug use was a factor","42997",,"Children in area, estimated by American Community Survey","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Philadelphia County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","1.19","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","412",,"Number of dependent children removed where parental drug use was a factor","345561",,"Children in area, estimated by American Community Survey","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)"
"County","Beaver County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","0.42","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","14",,"Number of dependent children in kinship care where parental drug use was a factor","33064",,"Children in area, estimated by American Community Survey","4","04","42","007","(40.6834924548, -80.3510735648)","POINT (-80.3510735648 40.6834924548)"
"County","Bucks County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.57","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","75",,"Number of dependent children in kinship care where parental drug use was a factor","130567",,"Children in area, estimated by American Community Survey","9","09","42","017","(40.335011331, -75.1129124111)","POINT (-75.1129124111 40.335011331)"
"County","Delaware County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.67","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","84",,"Number of dependent children removed where parental drug use was a factor","124912",,"Children in area, estimated by American Community Survey","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)"
"County","Wyoming County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","3.21","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children removed where parental drug use was a factor","5605",,"Children in area, estimated by American Community Survey","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)"
"County","Lancaster County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.17","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","22",,"Number of dependent children in kinship care where parental drug use was a factor","128151",,"Children in area, estimated by American Community Survey","36","36","42","071","(40.0459079619, -76.2513876838)","POINT (-76.2513876838 40.0459079619)"
"County","Montour County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","3681",,"Children in area, estimated by American Community Survey","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)"
"County","Columbia County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.35","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children in kinship care where parental drug use was a factor","11868",,"Children in area, estimated by American Community Survey","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Warren County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","7937",,"Children in area, estimated by American Community Survey","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Luzerne County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.84","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","115",,"Number of dependent children removed where parental drug use was a factor","62491",,"Children in area, estimated by American Community Survey","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)"
"County","Susquehanna County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","2.85","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","22",,"Number of dependent children removed where parental drug use was a factor","7707",,"Children in area, estimated by American Community Survey","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)"
"County","Warren County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","7818",,"Children in area, estimated by American Community Survey","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)"
"County","Tioga County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","8156",,"Children in area, estimated by American Community Survey","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)"
"County","Berks County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.94","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","88",,"Number of dependent children removed where parental drug use was a factor","94038",,"Children in area, estimated by American Community Survey","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)"
"County","Columbia County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children in kinship care where parental drug use was a factor","11761",,"Children in area, estimated by American Community Survey","19","19","42","037","(41.0491208559, -76.4100217975)","POINT (-76.4100217975 41.0491208559)"
"County","Schuylkill County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019","0.57","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","16",,"Number of dependent children in kinship care where parental drug use was a factor","28208",,"Children in area, estimated by American Community Survey","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)"
"County","Juniata County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","5573",,"Children in area, estimated by American Community Survey","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)"
"County","York County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.29","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","128",,"Number of dependent children removed where parental drug use was a factor","98850",,"Children in area, estimated by American Community Survey","67","67","42","133","(39.9219253124, -76.7257605231)","POINT (-76.7257605231 39.9219253124)"
"County","Forest County","All","0 to 17 years","2019","2019 Federal Fiscal Year","10/1/2018-9/30/2019",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","785",,"Children in area, estimated by American Community Survey","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)"
"County","Dauphin County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.71","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","44",,"Number of dependent children in kinship care where parental drug use was a factor","61753",,"Children in area, estimated by American Community Survey","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)"
"County","Armstrong County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","13018",,"Children in area, estimated by American Community Survey","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)"
"County","Washington County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","1.57","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","64",,"Number of dependent children in kinship care where parental drug use was a factor","40817",,"Children in area, estimated by American Community Survey","63","63","42","125","(40.1910966345, -80.2518008276)","POINT (-80.2518008276 40.1910966345)"
"County","Lawrence County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018","0.74","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","13",,"Number of dependent children in kinship care where parental drug use was a factor","17469",,"Children in area, estimated by American Community Survey","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)"
"County","Cameron County","All","0 to 17 years","2018","2018 Federal Fiscal Year","10/1/2017-9/30/2018",,"Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)",,"Not displayed when total number of removals is less than 11","Number of dependent children removed where parental drug use was a factor","779",,"Children in area, estimated by American Community Survey","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)"
"County","Huntingdon County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","2.08","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","18",,"Number of dependent children in kinship care where parental drug use was a factor","8635",,"Children in area, estimated by American Community Survey","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)"
"County","Lackawanna County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","1.07","Rate of dependent children removed where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","46",,"Number of dependent children removed where parental drug use was a factor","42867",,"Children in area, estimated by American Community Survey","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)"
"County","Fayette County","All","0 to 17 years","2017","2017 Federal Fiscal Year","10/1/2016-9/30/2017","3.74","Rate of dependent children in kinship care where parental drug use was a factor per 1,000 children (not displayed if less than 11 children removed)","97",,"Number of dependent children in kinship care where parental drug use was a factor","25938",,"Children in area, estimated by American Community Survey","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)"
