"geographic_area","geographic_name","sex","age","year","time_period","time_period_dates","hepatitis_c_rate","type_of_rate","hepatitis_c_count","hepatitis_c_count_description","hepatitis_c_count_notes","oud_estimate","oud_description","oud_notes","county_code_number","county_code_text","state_fips_code","county_fips_code","geo_2"
"County","Lancaster","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","36.33","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","197","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5422","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","36","36","42","071","POINT (-76.2513876838 40.0459079619)"
"County","Northumberland","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","45.07","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","69","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1531","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","49","49","42","097","POINT (-76.7118842273 40.8515092572)"
"County","Forest","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","21","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","27","27","42","053","POINT (-79.2378099483 41.5135787577)"
"County","Crawford","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","81.70","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","96","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1175","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","20","20","42","039","POINT (-80.1132108295 41.6854690692)"
"County","Wayne","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","65.76","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","34","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","517","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","64","64","42","127","POINT (-75.3051535022 41.6496980525)"
"County","Bedford","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","22","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","5","05","42","009","POINT (-78.4911647381 40.0073753643)"
"County","Montour","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","9","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","47","47","42","093","POINT (-76.6647052668 41.0280182438)"
"County","Berks","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","15.09","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","55","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3644","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","6","06","42","011","POINT (-75.9307732705 40.4193963513)"
"County","Warren","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","11","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","62","62","42","123","POINT (-79.278581578 41.8167523652)"
"County","McKean","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","15","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","42","42","42","083","POINT (-78.5712201998 41.810370736)"
"County","Franklin","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","38.72","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","23","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","594","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","28","28","42","055","POINT (-77.7239884483 39.9278619704)"
"County","Beaver","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","44.25","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","102","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2305","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","4","04","42","007","POINT (-80.3510735648 40.6834924548)"
"County","Elk","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","13","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","24","24","42","047","POINT (-78.6494771322 41.4281941606)"
"County","Mercer","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","41.28","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","53","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1284","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","43","43","42","085","POINT (-80.2600941079 41.302377765)"
"County","Beaver","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","28.26","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","81","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2866","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","4","04","42","007","POINT (-80.3510735648 40.6834924548)"
"County","Allegheny","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","33.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","556","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","16373","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","2","02","42","003","POINT (-79.9861984282 40.4673554298)"
"County","Greene","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","42","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","30","30","42","059","POINT (-80.2294381655 39.8548039342)"
"County","Chester","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","13.15","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","67","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5094","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","15","15","42","029","POINT (-75.7562649818 39.9748705566)"
"County","Huntingdon","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","192.98","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","88","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","456","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","31","31","42","061","POINT (-77.9827661036 40.4161050032)"
"County","Warren","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018",,"Rate suppressed due to small OUD estimate size","15","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","62","62","42","123","POINT (-79.278581578 41.8167523652)"
"County","McKean","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate suppressed due to small OUD estimate size","15","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","42","42","42","083","POINT (-78.5712201998 41.810370736)"
"State","Commonwealth","All","30-34 years","2017","2017 Annual","1/1/2017-12/31/2017","73.94","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1954","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","26428","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","25-29 years","2019","2019 Annual","1/1/2019-12/31/2019","90.61","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1614","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","17812","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Snyder","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","8","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","55","55","42","109","POINT (-77.0725596804 40.7711373692)"
"State","Commonwealth","Female","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","56.08","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","2660","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","47433","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","35-39 years","2016","2016 Annual","1/1/2016-12/31/2016","60.13","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1278","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","21253","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Carbon","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","34.09","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","36","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1056","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","13","13","42","025","POINT (-75.7110703866 40.9193670081)"
"County","Cambria","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","25.15","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","50","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1988","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","11","11","42","021","POINT (-78.7189417385 40.4912749067)"
"County","Indiana","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","41.40","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","70","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1691","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","32","32","42","063","POINT (-79.0933349286 40.6529549748)"
"County","Clarion","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","8","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","16","16","42","031","POINT (-79.4248360769 41.1927912877)"
"State","Commonwealth","All","15-19 years","2020","2020 Annual","1/1/2020-12/31/2020","25.62","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","29","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1132","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lehigh","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","43.43","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","124","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2855","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","39","39","42","077","POINT (-75.6009948118 40.6146479416)"
"County","Philadelphia","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","21.32","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","739","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","34655","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","51","51","42","101","POINT (-75.140236002 40.0044435384)"
"County","Lebanon","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","31.64","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","38","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1201","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","38","38","42","075","POINT (-76.4618257486 40.3675970024)"
"County","Union","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small OUD estimate size","16","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","60","60","42","119","POINT (-77.0641580308 40.9647313096)"
"County","Cumberland","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","100.33","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","245","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2442","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","21","21","42","041","POINT (-77.268662705 40.167598388)"
"County","Clarion","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020",,"Rate suppressed due to small number of unique individuals with Hepatitis C",,"Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","16","16","42","031","POINT (-79.4248360769 41.1927912877)"
"County","Susquehanna","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","82.82","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","27","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","326","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","58","58","42","115","POINT (-75.8025030296 41.8205685982)"
"County","Somerset","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","309.28","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","150","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","485","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","56","56","42","111","POINT (-79.0310020611 39.9714629901)"
"County","Bucks","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","33.10","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","270","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","8158","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","9","09","42","017","POINT (-75.1129124111 40.335011331)"
"County","Tioga","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016",,"Rate suppressed due to small OUD estimate size","19","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","59","59","42","117","POINT (-77.2578807579 41.7733383358)"
"County","Bradford","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","27.31","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","13","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","476","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","8","08","42","015","POINT (-76.5182562384 41.7911781401)"
"County","Columbia","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","39.53","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","20","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","506","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","19","19","42","037","POINT (-76.4100217975 41.0491208559)"
"State","Commonwealth","All","25-29 years","2018","2018 Annual","1/1/2018-12/31/2018","94.87","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1933","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","20375","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lycoming","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","340.37","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","129","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","379","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","41","41","42","081","POINT (-77.069424568 41.3445979226)"
"County","Fayette","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","48.83","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","132","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2703","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","26","26","42","051","POINT (-79.6518963464 39.919447803)"
"County","Delaware","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","22.61","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","123","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5439","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","23","23","42","045","POINT (-75.4062771212 39.9165786652)"
"County","Northampton","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017","25.74","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","88","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3419","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","48","48","42","095","POINT (-75.3126372576 40.754595404)"
"County","Montgomery","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","21.75","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","161","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7404","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","46","46","42","091","POINT (-75.3725200072 40.209898739)"
"County","Wyoming","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","32.09","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","18","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","561","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","66","66","42","131","POINT (-76.0181300338 41.5189248803)"
"State","Commonwealth","All","30-34 years","2020","2020 Annual","1/1/2020-12/31/2020","61.88","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1289","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","20831","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Potter","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","6","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","53","53","42","105","POINT (-77.8987922939 41.7442064382)"
"County","York","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","47.41","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","172","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","3628","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","67","67","42","133","POINT (-76.7257605231 39.9219253124)"
"State","Commonwealth","Female","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","48.96","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","2192","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","44767","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","15-19 years","2016","2016 Annual","1/1/2016-12/31/2016","71.69","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","137","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1911","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Lackawanna","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","63.77","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","147","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","2305","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","35","35","42","069","POINT (-75.6121834524 41.4391006428)"
"County","Bucks","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","31.85","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","232","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","7285","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","9","09","42","017","POINT (-75.1129124111 40.335011331)"
"State","Commonwealth","All","25-29 years","2017","2017 Annual","1/1/2017-12/31/2017","83.34","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","1961","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","23529","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Butler","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","58.79","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","90","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1531","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","10","10","42","019","POINT (-79.9171177889 40.9108318483)"
"County","Franklin","All","15-39 years","2016","2016 Annual","1/1/2016-12/31/2016","35.74","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","42","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","1175","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","28","28","42","055","POINT (-77.7239884483 39.9278619704)"
"County","Bedford","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","34.23","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","14","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","409","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","5","05","42","009","POINT (-78.4911647381 40.0073753643)"
"County","York","All","15-39 years","2020","2020 Annual","1/1/2020-12/31/2020","31.56","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","176","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","5577","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","67","67","42","133","POINT (-76.7257605231 39.9219253124)"
"County","Delaware","All","15-39 years","2019","2019 Annual","1/1/2019-12/31/2019","37.50","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","242","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","6453","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","23","23","42","045","POINT (-75.4062771212 39.9165786652)"
"County","Pike","All","15-39 years","2018","2018 Annual","1/1/2018-12/31/2018","24.11","Rate of individuals with Hepatitis C per 1,000 individuals estimated to have OUD","19","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6","788","Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","52","52","42","103","POINT (-75.0327092448 41.332571995)"
"County","Greene","All","15-39 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate suppressed due to small OUD estimate size","50","Number of unique individuals with Hepatitis C","Not displayed when total number of unique individuals with Hepatitis C is less than 6",,"Number of unique individuals estimated to have Opioid Use Disorder (OUD)","Not displayed when total number of unique individuals estimated with Drug Use Disorder is less than 6","30","30","42","059","POINT (-80.2294381655 39.8548039342)"
