"the_geom","x","y","name","address","city_1","state","zip","phone","directions"
"POINT (-79.880802468037 41.678353857209)","-79.880802470000006","41.678353860000001","HANNA HARDWARE","33416 MAIN ST","TOWNVILLE","PA","16360","8149672111","http://maps.google.com/maps?q=41.67835386,-79.88080247"
"POINT (-79.456325394317 41.496503877859)","-79.456325390000003","41.496503879999999","FOREST COUNTY TREASURER","526 ELM ST","TIONESTA","PA","16353","8147553536","http://maps.google.com/maps?q=41.49650388,-79.45632539"
"POINT (-78.845260075789 40.277014475879)","-78.845260080000003","40.277014479999998","WAL MART 1935","150 TOWN CENTER DRIVE","JOHNSTOWN","PA","15904","8142666996","http://maps.google.com/maps?q=40.27701448,-78.84526008"
"POINT (-79.673598997777 41.455183999851)","-79.673598999999996","41.455184000000003","BRITTON SURPLUS","1164 GRANDVIEW RD","OIL CITY","PA","16301","8146762115","http://maps.google.com/maps?q=41.455184,-79.673599"
"POINT (-79.685480218133 41.627096875894)","-79.685480220000002","41.627096880000003","MORRISION BUILDERS SUPPLY","650 W CENTRAL AVENUE","TITUSVILLE","PA","16354","8148273811","http://maps.google.com/maps?q=41.62709688,-79.68548022"
"POINT (-75.991656987629 40.921888007856)","-75.991656989999996","40.921888010000004","NIGHT STAR INC","318 YORKTOWN DR","HAZLE TOWNSHIP","PA","18201","5704559612","http://maps.google.com/maps?q=40.92188801,-75.99165699"
"POINT (-75.856865993769 41.236551660488)","-75.856865990000003","41.236551660000003","WAL MART 1623","2150 WILKES-BARRE TWP MARKET","WILKES BARRE","PA","18702","5708216180","http://maps.google.com/maps?q=41.23655166,-75.85686599"
"POINT (-79.589760078523 40.228118899415)","-79.589760080000005","40.228118899999998","HEPLERS TOWN COUNTRY","818 STATE RTE 119 N","NEW STANTON","PA","15672","7249252901","http://maps.google.com/maps?q=40.2281189,-79.58976008"
"POINT (-77.078835210756 41.806872481216)","-77.078835209999994","41.806872480000003","COOPERS SPORTING GOODS","15 W WELLSBORO ST","MANSFIELD","PA","16933","5706623429","http://maps.google.com/maps?q=41.80687248,-77.07883521"
"POINT (-76.416060843264 40.557493131696)","-76.41606084","40.557493129999997","DAVID C KEEFER GUNSMITH","138 KEEFER RD","PINE GROVE","PA","17963","5703454490","http://maps.google.com/maps?q=40.55749313,-76.41606084"
"POINT (-75.964534999571 40.794976000165)","-75.964534999999998","40.794975999999998","TOM’S AUTO & MARINE INC","250 S GREENWOOD ST","TAMAQUA","PA","18252","5706685066","http://maps.google.com/maps?q=40.794976,-75.964535"
"POINT (-76.200715148371 40.822587867095)","-76.200715149999994","40.82258787","ABRACHINSKY HARDWARE","29 W COAL STREET","SHENANDOAH","PA","17976","5704620262","http://maps.google.com/maps?q=40.82258787,-76.20071515"
"POINT (-80.145073996683 41.714290004293)","-80.145073999999994","41.714289999999998","MYERS SPORTSMANS CONNECTION","167 S MAIN ST STE 101","SAEGERTOWN","PA","16433","8147633030","http://maps.google.com/maps?q=41.71429,-80.145074"
"POINT (-75.34410751461 40.115468117935)","-75.344107510000001","40.115468120000003","MONTGOMERY COUNTY TREASURER","425 SWEDE ST STE 600, BOX 311","NORRISTOWN","PA","19404","6102783070","http://maps.google.com/maps?q=40.11546812,-75.34410751"
"POINT (-77.493128748854 40.886416564322)","-77.493128749999997","40.886416560000001","WEAVERS STORE INC","108 MARKET DR","SPRING MILLS","PA","16875","8143492650","http://maps.google.com/maps?q=40.88641656,-77.49312875"
"POINT (-75.395558719239 40.285196174295)","-75.395558719999997","40.285196169999999","WAL MART 2236","651 MAIN ST","HARLEYSVILLE","PA","19438","2155130205","http://maps.google.com/maps?q=40.28519617,-75.39555872"
"POINT (-79.592145623032 40.399128228727)","-79.592145619999997","40.399128230000002","WAL MART 3228","6700 HOLLYWOOD BLVD","DELMONT","PA","15626","7244686274","http://maps.google.com/maps?q=40.39912823,-79.59214562"
"POINT (-75.181015081554 41.462405521036)","-75.181015079999995","41.462405519999997","WALLENPAUPACK SPORT SHOP","30 WELLWOOD AVE","HAWLEY","PA","18428","5702264797","http://maps.google.com/maps?q=41.46240552,-75.18101508"
"POINT (-79.903287649942 40.895689720107)","-79.903287649999996","40.89568972","BUTLER RURAL KING SUPPLY","101 CLEARVIEW CIR UNIT 3A","BUTLRT","PA","16001","7242821822","http://maps.google.com/maps?q=40.89568972,-79.90328765"
"POINT (-80.177257727263 40.448368928693)","-80.177257729999994","40.448368930000001","WAL MART 2300","250 SUMMIT PARK DRIVE","PITTSBURGH","PA","15275","4127889079","http://maps.google.com/maps?q=40.44836893,-80.17725773"
"POINT (-79.846787272917 40.1380504387)","-79.846787269999993","40.138050440000001","WAL MART 2420","100 SARA WAY","BELLE VERNON","PA","15012","7249292424","http://maps.google.com/maps?q=40.13805044,-79.84678727"
"POINT (-75.950258116981 41.524730819838)","-75.950258120000001","41.524730820000002","WAL MART 2024","809 HUNTER HWY","TUNKHANNOCK","PA","18657","5708368064","http://maps.google.com/maps?q=41.52473082,-75.95025812"
"POINT (-75.266547899142 40.288200963682)","-75.266547900000006","40.288200959999998","WAL MART 2445","1515 BETHLEHEM PIKE","HATFIELD","PA","19440","2159972929","http://maps.google.com/maps?q=40.28820096,-75.2665479"
"POINT (-77.390835930958 40.561355678075)","-77.390835929999994","40.561355679999998","MK SALES SERVICE REPAIR INC","4158 WILLIAM PENN HWY","MIFFLINTOWN","PA","17059","7174369295","http://maps.google.com/maps?q=40.56135568,-77.39083593"
"POINT (-77.893481580891 40.243164050193)","-77.89348158","40.243164049999997","ORBISONIA HARDWARE  INC","455 RIDGLEY STREET","ORBISONIA","PA","17243","8144473510","http://maps.google.com/maps?q=40.24316405,-77.89348158"
"POINT (-75.692081233533 41.431127436655)","-75.692080000000004","41.431126999999996","ROLL CALL","701 HUDSON AVE","SCRANTON","PA","18504","5704964867","http://maps.google.com/maps?q=41.431127,-75.69208"
"POINT (-74.905354017338 40.08675800901)","-74.905354020000004","40.086758009999997","JOHNSTON AUTO PARTS","715 STATE RD","CROYDON","PA","19021","2157888448","http://maps.google.com/maps?q=40.08675801,-74.90535402"
"POINT (-81.072946137168 41.462593046927)","-81.072946139999999","41.462593050000002","GREAT LAKES OUTDOOR SUPPLY INC","14908 NO STATE AVE","MIDDLEFIELD","OH","44062","2165094800","http://maps.google.com/maps?q=41.46259305,-81.07294614"
"POINT (-76.881672472734 40.96306831599)","-76.881672469999998","40.963068319999998","UNION COUNTY TREASURER","103 S 2ND ST","LEWISBURG","PA","17837","5705248781","http://maps.google.com/maps?q=40.96306832,-76.88167247"
"POINT (-78.730483000283 40.485036000441)","-78.730483000000007","40.485036000000001","DUMMS OUTFITTERS","602 W HIGH ST","EBENSBURG","PA","15931","8144214574","http://maps.google.com/maps?q=40.485036,-78.730483"
"POINT (-75.182672399591 40.99125052617)","-75.182672400000001","40.991250530000002","WAL MART 2368","355 LINCOLN AVE","EAST STROUDSBURG","PA","18301","5704248415","http://maps.google.com/maps?q=40.99125053,-75.1826724"
"POINT (-76.038654241773 40.40486428597)","-76.03865424","40.404864289999999","BLUE MARSH OUTDOORS","5097 BERNVILLE RD","BERNVILLE","PA","19506",,"http://maps.google.com/maps?q=40.40486429,-76.03865424"
"POINT (-75.14690450691 39.928218889262)","-75.146904509999999","39.928218889999997","FIRING LINE INC","1532 S FRONT ST","PHILADELPHIA","PA","19147","2153361710","http://maps.google.com/maps?q=39.92821889,-75.14690451"
"POINT (-78.409832197395 40.455519346225)","-78.409832199999997","40.455519350000003","WAL MART 2049","2600 PLANK ROAD","ALTOONA","PA","16601","8149498980","http://maps.google.com/maps?q=40.45551935,-78.4098322"
"POINT (-79.398857902735 41.255763701314)","-79.398857899999996","41.255763700000003","ROUTE 66 SPORTING GOODS","23066 ROUTE 66","SHIPPENVILLE","PA","16254","8142264055","http://maps.google.com/maps?q=41.2557637,-79.3988579"
"POINT (-74.933348002738 41.283480002018)","-74.933347999999995","41.283479999999997","FLAIR HOME CENTER","1484 RT 739","DINGMANS FERRY","PA","18328","5708287312","http://maps.google.com/maps?q=41.28348,-74.933348"
"POINT (-77.107603334623 41.958357278698)","-77.107603330000003","41.958357280000001","HALLS HOMES AND LUMBER","18759 RT. 287","TIOGA","PA","16946","5708272127","http://maps.google.com/maps?q=41.95835728,-77.10760333"
"POINT (-80.093408425281 40.616367854207)","-80.093408429999997","40.616367850000003","BIG BUCK SPORT SHOP INC","108 VIP DR","WEXFORD","PA","15090","7249357410","http://maps.google.com/maps?q=40.61636785,-80.09340843"
"POINT (-75.688528216921 40.078699337153)","-75.688528219999995","40.07869934","GORDONS SPORTS SUPPLY","129 POTTSTOWN PK","UWCHLAND","PA","19480","6104585153","http://maps.google.com/maps?q=40.07869934,-75.68852822"
"POINT (-80.24110087503 42.058933724197)","-80.241100869999997","42.058933719999999","POOR RICHARDS LLC","6821 W LAKE RD","FAIRVIEW","PA","16415",,"http://maps.google.com/maps?q=42.05893372,-80.24110087"
"POINT (-76.179781000332 41.663794005252)","-76.179781000000006","41.663794009999997","CREEKSIDE OUTDOORS","48000 US-6","LACEYVILLE","PA","18623","5707467400","http://maps.google.com/maps?q=41.66379401,-76.179781"
"POINT (-77.495825300894 40.06047208593)","-77.495825300000007","40.060472089999998","WAL MART 5358","100 S CONESTOGA DRIVE","SHIPPENSBURG","PA","17257","7175324240","http://maps.google.com/maps?q=40.06047209,-77.4958253"
"POINT (-77.182386953742 40.871187744141)","-77.182386949999994","40.871187740000003","NOGLE'S TRADING POST","3380 CREEK ROAD","MILLMONT","PA","17845","5709221322","http://maps.google.com/maps?q=40.87118774,-77.18238695"
"POINT (-79.793448795013 42.254149166133)","-79.793448789999999","42.254149169999998","NORTH EAST MARINE SVC INC","11950 LAKE RD","NORTH EAST","PA","16428",,"http://maps.google.com/maps?q=42.25414917,-79.79344879"
"POINT (-79.084208935601 41.307302705099)","-79.084208939999996","41.307302710000002","CAMPERS PARADISE","37 STEELE DR","SIGEL","PA","15860",,"http://maps.google.com/maps?q=41.30730271,-79.08420894"
"POINT (-76.226639729767 40.039978002621)","-76.226639730000002","40.039977999999998","LANCASTER ARCHERY SUPPLY","2195 OLD PHILADELPHIA PIKE # A","LANCASTER","PA","17602","7173947229","http://maps.google.com/maps?q=40.039978,-76.22663973"
"POINT (-76.959273803269 39.761899361158)","-76.959273800000005","39.761899360000001","WAL MART 5469","1881 BALTIMORE PIKE","HANOVER","PA","17331","7176308211","http://maps.google.com/maps?q=39.76189936,-76.9592738"
"POINT (-78.836425563584 40.466926257162)","-78.836425559999995","40.466926260000001","GOLD CROWN SUPER MARKET","1309 SHOEMAKER ST","NANTY GLO","PA","15943","8147490121","http://maps.google.com/maps?q=40.46692626,-78.83642556"
"POINT (-78.020037598167 41.529437015251)","-78.020037599999995","41.529437020000003","WHARTON GENERAL STORE","27 EAST FORK ROAD","AUSTIN","PA","16720",,"http://maps.google.com/maps?q=41.52943702,-78.0200376"
"POINT (-79.716328164665 41.349933195001)","-79.716328160000003","41.349933200000002","WAL MART 2597","10 KIMBERLY LANE","CRANBERRY","PA","16319","8146780037","http://maps.google.com/maps?q=41.3499332,-79.71632816"
"POINT (-76.504646943773 41.840458398303)","-76.504646940000001","41.840458400000003","BISHOP TRUE VALUE HARDWARE","23449 ROUTE 220","ULSTER","PA","18850","5703583722","http://maps.google.com/maps?q=41.8404584,-76.50464694"
"POINT (-79.755960877396 39.914556724249)","-79.755960880000003","39.91455672","WAL MART 2019","355 WALMART DRIVE","UNIONTOWN","PA","15401","4124383344","http://maps.google.com/maps?q=39.91455672,-79.75596088"
"POINT (-76.223432039924 40.785092861984)","-76.223432040000006","40.785092859999999","THE TACKLE BOX","102 MOREA ROAD","FRACKVILLE","PA","17931",,"http://maps.google.com/maps?q=40.78509286,-76.22343204"
"POINT (-77.167357620711 40.321700970209)","-77.167357620000004","40.321700970000002","CHESTNUTS SPORTING GOODS","5261 SPRING ROAD","SHERMANS DALE","PA","17090","7175822894","http://maps.google.com/maps?q=40.32170097,-77.16735762"
"POINT (-77.129777834187 40.473125891432)","-77.129777829999995","40.473125889999999","BASE CAMP OUTFITTERS LLC","300 S 4TH ST","NEWPORT","PA","17074","7175673300","http://maps.google.com/maps?q=40.47312589,-77.12977783"
"POINT (-75.104554500039 39.986082000336)","-75.104554500000006","39.986082000000003","PATS AUTO TAGS","2536 E ALLEGHENY AVE","PHILADELPHIA","PA","19134",,"http://maps.google.com/maps?q=39.986082,-75.1045545"
"POINT (-75.981592117659 40.553078365151)","-75.981592120000002","40.553078370000001","STATE STREET NOTARY VINYL","112 S 4TH ST","HAMBURG","PA","19526",,"http://maps.google.com/maps?q=40.55307837,-75.98159212"
"POINT (-76.231289495916 40.785745622772)","-76.231289500000003","40.78574562","LARRYS SPORT SHOP","29 N LEHIGH AVE","FRACKVILLE","PA","17931","5708743652","http://maps.google.com/maps?q=40.78574562,-76.2312895"
"POINT (-79.945982612577 40.342764971966)","-79.945982610000002","40.342764969999998","WAL MART 2281","2351 CENTURY DR","WEST MIFFLIN","PA","15122","4126553404","http://maps.google.com/maps?q=40.34276497,-79.94598261"
"POINT (-79.901408987917 40.272656188766)","-79.901408989999993","40.272656189999999","SHADLURE TACKLE","3067 SCOTIA HOLLOW RD S","W ELIZABETH","PA","15088",,"http://maps.google.com/maps?q=40.27265619,-79.90140899"
"POINT (-79.810948999929 41.40426300019)","-79.810948999999994","41.404263","FRANKLIN RURAL KING SUPPLY","491 ALLEGHENY BLVD","FRANKLIN","PA","16323","2172357102","http://maps.google.com/maps?q=41.404263,-79.810949"
"POINT (-80.279728999084 40.861963000211)","-80.279729000000003","40.861963000000003","T & M HARDWARE & RENTAL","4 FOUNTAIN AVE","ELLWOOD CITY","PA","16117","7247525906","http://maps.google.com/maps?q=40.861963,-80.279729"
"POINT (-77.129258813667 40.149792207924)","-77.129258809999996","40.149792210000001","GETTY FOOD MART","101 W 1ST STREET","BOILING SPRINGS","PA","17007",,"http://maps.google.com/maps?q=40.14979221,-77.12925881"
"POINT (-80.158668501017 40.962826592059)","-80.158668500000005","40.962826589999999","ODONNELL SPORTS SUPPLIES","1765 PERRY HWY","PORTERSVILLE","PA","16051","7243683418","http://maps.google.com/maps?q=40.96282659,-80.1586685"
"POINT (-75.101014384133 41.377529009298)","-75.101014379999995","41.377529010000003","BLOOMING GROVE HUNTING AND FISHING","123 OLD FIELD RD","HAWLEY","PA","18428","5707757371","http://maps.google.com/maps?q=41.37752901,-75.10101438"
"POINT (-75.479838481328 40.633917345031)","-75.479838479999998","40.633917349999997","KAYTYON CO ARMY NAVY STORE","1045 GRAPE STREET","WHITEHALL","PA","18052","6102661045","http://maps.google.com/maps?q=40.63391735,-75.47983848"
"POINT (-80.307398565105 40.6942151132)","-80.307398570000004","40.694215110000002","BEAVER COUNTY TREASURER","810 3RD ST","BEAVER","PA","15009","7247704533","http://maps.google.com/maps?q=40.69421511,-80.30739857"
"POINT (-77.026917434643 40.077294184178)","-77.026917429999997","40.077294180000003","THE HUNTERS TRADING POST LLC","10 SOUTH ST","FRANKLINTOWN","PA","17323","7174321091","http://maps.google.com/maps?q=40.07729418,-77.02691743"
"POINT (-79.316552378027 40.799273104237)","-79.316552380000005","40.799273100000001","SHANNOCK HARDWARE","634 WEST MAIN STREET","RURAL VALLEY","PA","16249","7247837241","http://maps.google.com/maps?q=40.7992731,-79.31655238"
"POINT (-78.736130948325 41.127655052717)","-78.736130950000003","41.127655050000001","WAL MART 1769","20 INDUSTRIAL DRIVE","DU BOIS","PA","15801","8143755000","http://maps.google.com/maps?q=41.12765505,-78.73613095"
"POINT (-75.993253114226 40.327206421175)","-75.993253109999998","40.327206420000003","TULPEHOCKEN CREEK OUTFITTERS","2229 PENN AVENUE","READING","PA","19609",,"http://maps.google.com/maps?q=40.32720642,-75.99325311"
"POINT (-75.93866982107 41.538120277844)","-75.938669820000001","41.538120280000001","GAYS TRUE VALUE","189 E TIOGA ST","TUNKHANNOCK","PA","18657","5708362175","http://maps.google.com/maps?q=41.53812028,-75.93866982"
"POINT (-79.114804450149 40.01092383888)","-79.114804449999994","40.010923839999997","RAMBO'S CUSTOM ARMS","4055 GLADES PIKE","SOMERSET","PA","15501","8147012713","http://maps.google.com/maps?q=40.01092384,-79.11480445"
"POINT (-74.925672541829 41.277616384877)","-74.925672539999994","41.277616389999999","INDEPENDENCE HOME CENTER","1543 RTE 739","DINGMANS FERRY","PA","18328",,"http://maps.google.com/maps?q=41.27761639,-74.92567254"
"POINT (-78.944854129992 40.344668434385)","-78.944854129999996","40.344668429999999","FAIRFIELD AVE NOTARY SERVICE","164 FAIRFIELD AVE","JOHNSTOWN","pa","15906","8142544443","http://maps.google.com/maps?q=40.34466843,-78.94485413"
"POINT (-79.532804879979 40.809024022197)","-79.53280488","40.809024020000003","MARK E TRANSUE","321 BUTLER RD","KITTANNING","PA","16201",,"http://maps.google.com/maps?q=40.80902402,-79.53280488"
"POINT (-80.172882776421 41.879509114309)","-80.172882779999995","41.879509110000001","WAL MART 3253","108 WASHINGTON TOWNE BLVD","EDINBORO","PA","16412","8147340900","http://maps.google.com/maps?q=41.87950911,-80.17288278"
"POINT (-77.237161322153 41.138118170016)","-77.237153000000006","41.138117000000001","JACK’S TRADING POST","63 BARGER RD","JERSEY SHORE","PA","17740","5708733243","http://maps.google.com/maps?q=41.138117,-77.237153"
"POINT (-76.169871627839 39.894095741327)","-76.169871630000003","39.894095739999997","GOODS STORE INC","333 WEST 4TH STREET","QUARRYVILLE","PA","17566","7173550571","http://maps.google.com/maps?q=39.89409574,-76.16987163"
"POINT (-75.281986008746 40.713812938282)","-75.281986009999997","40.713812939999997","WAL MART 2252","3722 EASTON NAZARETH HWY","EASTON","PA","18045","6102508603","http://maps.google.com/maps?q=40.71381294,-75.28198601"
"POINT (-79.938977357752 39.856970130932)","-79.938977359999996","39.856970130000001","KJ'S PRO ARCHERY","134 OLD RT 21 ROAD","CARMICHAELS","PA","15320","7249669144","http://maps.google.com/maps?q=39.85697013,-79.93897736"
"POINT (-78.498451170853 40.258223477104)","-78.498451169999996","40.258223479999998","WRIGHT MILLING FEED & SUPPLY","1581 BEAVER DAM RD","CLAYSBURG","PA","16625","8142392818","http://maps.google.com/maps?q=40.25822348,-78.49845117"
"POINT (-75.404111135291 40.128200280986)","-75.404111139999998","40.128200280000001","WAL MART 3475","650 SOUTH TROOPER ROAD","NORRISTOWN","PA","19403","6106316750","http://maps.google.com/maps?q=40.12820028,-75.40411114"
"POINT (-79.635319288899 40.987043134845)","-79.635319289999998","40.987043130000004","STEINERS OUTDOORS AND MORE","798 STATE ROUTE 68","EAST BRADY","PA","16028","7245263442","http://maps.google.com/maps?q=40.98704313,-79.63531929"
"POINT (-75.354212004776 39.937404706695)","-75.354212000000004","39.937404710000003","WAL MART 5881","400 S. STATE ROAD","SPRINGFIELD","PA","19064","6106053154","http://maps.google.com/maps?q=39.93740471,-75.354212"
"POINT (-80.114543661198 41.16880009423)","-80.114543659999995","41.168800089999998","WAL MART 2008","1566 W MAIN S EXT","GROVE CITY","PA","16127","7244585877","http://maps.google.com/maps?q=41.16880009,-80.11454366"
"POINT (-75.773393745255 41.062997357823)","-75.773393749999997","41.062997359999997","G AND A HARDWARE INC","107 SUSQUEHANNA ST","WHITE HAVEN","PA","18661","5704438744","http://maps.google.com/maps?q=41.06299736,-75.77339375"
"POINT (-79.75625850003 40.599926999961)","-79.756258500000001","40.599927000000001","ALLEGHENY BAIT AND TACKLE","200 ROSS ST","TARENTUM","PA","15084",,"http://maps.google.com/maps?q=40.599927,-79.7562585"
"POINT (-76.017228763782 40.191095866659)","-76.017228759999995","40.191095869999998","KERPERS GUN SHOP LLC","1167 READING RD","NARVON","PA","17555","7174455831","http://maps.google.com/maps?q=40.19109587,-76.01722876"
"POINT (-80.314676745182 40.67173044784)","-80.314676750000004","40.671730449999998","MONACA RURAL KING SUPPLY","300 BEAVER VALLEY MALL BLVD","MONACA","PA","15061","7247282068","http://maps.google.com/maps?q=40.67173045,-80.31467675"
"POINT (-79.442362389376 39.756085093976)","-79.44236239","39.756085089999999","AKSHAR GAS & YOUGH LAKE SPORT","5316 NATIONAL PIKE","MARKLEYSBURG","PA","15459","7243295670","http://maps.google.com/maps?q=39.75608509,-79.44236239"
"POINT (-76.10946664977 41.706670799677)","-76.109466650000002","41.706670799999998","SIBLE AND SONS BAIT AND TACKLE","527 STATE ROUTE 367","LACEYVILLE","PA","18623","5708691018","http://maps.google.com/maps?q=41.7066708,-76.10946665"
"POINT (-76.851962419477 41.653977891621)","-76.851962420000007","41.65397789","JIMS SPORTING GOODS","23 W MAIN ST","CANTON","PA","17724","5706733387","http://maps.google.com/maps?q=41.65397789,-76.85196242"
"POINT (-77.015486839777 39.805689376681)","-77.015486839999994","39.805689379999997","POWDER HORN SPORT SHOP","515 MAIN ST","MC SHERRYSTOWN","PA","17344","7176327844","http://maps.google.com/maps?q=39.80568938,-77.01548684"
"POINT (-76.139310617581 41.263136109051)","-76.139310620000003","41.263136109999998","THE BAIT BUDDIES","671 PRICHARDS ROAD","HUNLOCK CREEK","PA","18621","5702567780","http://maps.google.com/maps?q=41.26313611,-76.13931062"
"POINT (-77.069955692058 41.783309837669)","-77.06995569","41.783309840000001","WAL MART 1945","1169 S MAIN STREET","MANSFIELD","PA","16933","5706621115","http://maps.google.com/maps?q=41.78330984,-77.06995569"
"POINT (-76.934035221238 40.434443824836)","-76.934035219999998","40.434443819999998","BAKER'S ARCHERY SUPPLY","3231 PETERS MTN RD","HALIFAX","PA","17032","7178968090","http://maps.google.com/maps?q=40.43444382,-76.93403522"
"POINT (-75.947339360367 41.539305929229)","-75.947339360000001","41.539305929999998","WYOMING COUNTY TREASURER","1 COURTHOUSE SQ","TUNKHANNOCK","PA","18657","5709962287","http://maps.google.com/maps?q=41.53930593,-75.94733936"
"POINT (-75.877364385235 41.834076994816)","-75.877364389999997","41.83407699","SUSQUEHANNA CO TREASURER","105 MAPLE ST","MONTROSE","PA","18801","5702784600","http://maps.google.com/maps?q=41.83407699,-75.87736439"
"POINT (-80.358793363619 42.022772577881)","-80.358793360000007","42.022772580000002","ELK CREEK SPORTS","10543 OLD LAKE RD","LAKE CITY","PA","16423","8147748755","http://maps.google.com/maps?q=42.02277258,-80.35879336"
"POINT (-77.587687168273 40.853427522889)","-77.587687169999995","40.853427519999997","NOLL'S GUN SHOP & GUNSMITHING","3825 PENNS VALLEY ROAD","SPRING MILLS","PA","16875","8144228999","http://maps.google.com/maps?q=40.85342752,-77.58768717"
"POINT (-79.075307937286 40.050253707037)","-79.075307940000002","40.05025371","WAL MART 1765","2028 NORTH CENTER AVENUE","SOMERSET","PA","15501","8144436962","http://maps.google.com/maps?q=40.05025371,-79.07530794"
"POINT (-77.835545943079 40.392353515168)","-77.835545940000003","40.39235352","RIVERFRONT STORE","831 FRONT STREET","NEWTON HAMILTON","PA","17075",,"http://maps.google.com/maps?q=40.39235352,-77.83554594"
"POINT (-76.443585433776 41.776551596063)","-76.443585429999999","41.776551599999998","BRADFORD COUNTY TREASURER","301 MAIN ST","TOWANDA","PA","18848","5702651700","http://maps.google.com/maps?q=41.7765516,-76.44358543"
"POINT (-74.965361703795 40.13658498688)","-74.965361700000003","40.136584990000003","WAL MART 5131","3461 HORIZON BLVD","BENSALEM","PA","19053","2159424005","http://maps.google.com/maps?q=40.13658499,-74.9653617"
"POINT (-79.704082909227 41.372438723693)","-79.704082909999997","41.372438719999998","SENECA OUTPOST","3033 ROUTE 257","SENECA","PA","16346","8146766099","http://maps.google.com/maps?q=41.37243872,-79.70408291"
"POINT (-77.659887590165 39.937348316954)","-77.659887589999997","39.937348319999998","FRANKLIN COUNTY TREASURE","157 LINCOLN WAY EAST","CHAMBERSBURG","PA","17201","7172613120","http://maps.google.com/maps?q=39.93734832,-77.65988759"
"POINT (-78.972069450314 40.945624126026)","-78.972069450000006","40.945624129999999","RAGLEY TRUE VALUE HARDWARE","248 N FINDLEY STREET","PUNXSUTAWNEY","PA","15767","8149384510","http://maps.google.com/maps?q=40.94562413,-78.97206945"
"POINT (-79.612622922054 41.932427253255)","-79.612622920000007","41.932427250000003","C AND H SPORTS CENTER","45490 ROUTE 6","CORRY","PA","16407","8146649693","http://maps.google.com/maps?q=41.93242725,-79.61262292"
"POINT (-76.49414291441 41.425554132709)","-76.494142909999994","41.425554130000002","SULLIVAN COUNTY TREASURER","245 MUNCY ST SUITE 160","LAPORTE","PA","18626","5709467331","http://maps.google.com/maps?q=41.42555413,-76.49414291"
"POINT (-79.615752012904 40.022021665895)","-79.615752009999994","40.022021670000001","SALATINO GUN SHOP","679 VANDERBILT RD","CONNELLSVILLE","PA","15425",,"http://maps.google.com/maps?q=40.02202167,-79.61575201"
"POINT (-80.21159185036 41.62256943963)","-80.211591850000005","41.622569439999999","FAMILY FARM & HOME","16218 CONNEAUT LAKE RD","MEADVILLE","PA","16335","8148131700","http://maps.google.com/maps?q=41.62256944,-80.21159185"
"POINT (-76.993327999645 39.820044000146)","-76.993328000000005","39.820044000000003","HANOVER RURAL KING SUPPLY","1155 CARLISLE ST","HANOVER","PA","17331","2234004213","http://maps.google.com/maps?q=39.820044,-76.993328"
"POINT (-76.433022553083 40.227487341584)","-76.433022550000004","40.227487340000003","WOLFS SPORTING CENTER LLC","2702 LEBANON RD","MANHEIM","PA","17545","7176656089","http://maps.google.com/maps?q=40.22748734,-76.43302255"
"POINT (-76.370255869996 41.045594133043)","-76.370255869999994","41.045594129999998","MAPLE RIDGE SPORTS CENTER","3650 RIDGE RD","BLOOMSBURG","PA","17815","5703875099","http://maps.google.com/maps?q=41.04559413,-76.37025587"
"POINT (-75.311659273298 40.017454518889)","-75.311659270000007","40.017454520000001","TCO FLY SHOP MAIN LINE","895 PENN STREET","BRYN MAWR","PA","19010",,"http://maps.google.com/maps?q=40.01745452,-75.31165927"
"POINT (-76.403673002733 40.571624002142)","-76.403672999999998","40.571624","PINE GROVE GUNS AND AMMO","183 TREMONT RD","PINE GROVE","PA","17963","5703450295","http://maps.google.com/maps?q=40.571624,-76.403673"
"POINT (-77.8041794701 40.831597670964)","-77.804179469999994","40.831597670000001","WAL MART 2230","373 BENNER PIKE","STATE COLLEGE","PA","16801","8142359306","http://maps.google.com/maps?q=40.83159767,-77.80417947"
"POINT (-78.590221409175 40.165916263778)","-78.590221409999998","40.165916260000003","LONG'S OUTPOST INC.","1654 DUNNINGS CREEK ROAD","NEW PARIS","PA","15554","8148394087","http://maps.google.com/maps?q=40.16591626,-78.59022141"
"POINT (-76.798710249909 40.889342780666)","-76.798710249999999","40.88934278","YOUNGS SPORTING GOODS LLC","252 DUKE STREET","NORTHUMBERLAND","PA","17857","5704733100","http://maps.google.com/maps?q=40.88934278,-76.79871025"
"POINT (-75.344153254129 40.67581377531)","-75.344153250000005","40.675813779999999","WAL MART 3563","3926 LINDEN STREET","BETHLEHEM","PA","18020","6108671300","http://maps.google.com/maps?q=40.67581378,-75.34415325"
"POINT (-79.0800138697 40.751421401743)","-79.080013870000002","40.751421399999998","INNOVATIONS OF HOME","7055 US-119","MARION CENTER","PA","15759","7243974900","http://maps.google.com/maps?q=40.7514214,-79.08001387"
"POINT (-76.978117760289 39.825193022847)","-76.978117760000003","39.82519302","WAL MART 1823","495 EISENHOWER DR","HANOVER","PA","17331","7176328444","http://maps.google.com/maps?q=39.82519302,-76.97811776"
"POINT (-80.30767447995 40.96595358582)","-80.307674480000003","40.965953589999998","T M HDWR RNTL NEW CASTLE","2650 ELLWOOD RD","NEW CASTLE","PA","16101",,"http://maps.google.com/maps?q=40.96595359,-80.30767448"
