"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","deliveries_with_oud_diagnosis","type_of_rate","deliveries_with_oud_diagnosis_receiving_mat_percent","type_of_percent","number_of_women_with_a","number_of_women_with_a_1","number_of_women_with_a_2","number_of_women_with_a_3","number_of_women_with_a_4","number_of_women_with_a_5","county_code_number","county_code_text","state_fips_code","county_fips_code","geocoded_column"
"County","Armstrong County","Female","12 to 55 years","2020","2020 Q4","10/1/2020-12/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","3","03","42","005","POINT (-79.47316899 40.81509526)"
"County","Sullivan County","Female","12 to 55 years","2016","2016 Q3","7/1/2016-9/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Northumberland County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","625.00","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","62.50","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","15",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","24",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","49","49","42","097","POINT (-76.71188423 40.85150926)"
"State","Commonwealth","Female","12 to 19 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Washington County","Female","12 to 55 years","2017","2017 Q2","4/1/2017-6/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","63","63","42","125","POINT (-80.25180083 40.19109664)"
"County","Clarion County","Female","12 to 55 years","2016","2016 Q2","4/1/2016-6/30/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","16","16","42","031","POINT (-79.42483608 41.19279129)"
"County","Sullivan County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","57","57","42","113","POINT (-76.5147922 41.4480994)"
"County","Jefferson County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","33","33","42","065","POINT (-79.00101814 41.13139091)"
"County","Westmoreland County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","22",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","65","65","42","129","POINT (-79.47134118 40.310315)"
"County","Cameron County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","12","12","42","023","POINT (-78.20916932 41.43880265)"
"County","Cambria County","Female","12 to 55 years","2020","2020 Annual","1/1/2020-12/31/2020","703.70","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","70.37","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","38",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","54",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","11","11","42","021","POINT (-78.71894174 40.49127491)"
"County","Butler County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","13",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","10","10","42","019","POINT (-79.91711779 40.91083185)"
"County","Lawrence County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","37","37","42","073","POINT (-80.33754114 40.99325035)"
"County","Forest County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","27","27","42","053","POINT (-79.23780995 41.51357876)"
"County","Columbia County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","19","19","42","037","POINT (-76.4100218 41.04912086)"
"County","Montour County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","47","47","42","093","POINT (-76.66470527 41.02801824)"
"State","Commonwealth","Female","45 to 49 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Jefferson County","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","33","33","42","065","POINT (-79.00101814 41.13139091)"
"County","Clearfield County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","633.33","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","63.33","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","19",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","30",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","17","17","42","033","POINT (-78.47558343 41.000429)"
"State","Commonwealth","Female","12 to 55 years","2019","2019 Q4","10/1/2019-12/31/2019","556.64","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","55.66","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","398",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","715",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Mercer County","Female","12 to 55 years","2020","2020 Annual","1/1/2020-12/31/2020","352.94","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","35.29","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","12",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","34",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","43","43","42","085","POINT (-80.26009411 41.30237777)"
"County","Crawford County","Female","12 to 55 years","2020","2020 Q3","7/1/2020-9/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","20","20","42","039","POINT (-80.11321083 41.68546907)"
"County","Schuylkill County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","54","54","42","107","POINT (-76.22332385 40.70751243)"
"County","Elk County","Female","12 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","24","24","42","047","POINT (-78.64947713 41.42819416)"
"County","Tioga County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","59","59","42","117","POINT (-77.25788076 41.77333834)"
"County","Lebanon County","Female","12 to 55 years","2018","2018 Q2","4/1/2018-6/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","38","38","42","075","POINT (-76.46182575 40.367597)"
"State","Commonwealth","Female","25 to 29 years","2017","2017 Annual","1/1/2017-12/31/2017","601.59","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","60.16","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","604",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","1004",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Mifflin County","Female","12 to 55 years","2017","2017 Annual","1/1/2017-12/31/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","15",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","44","44","42","087","POINT (-77.62003089 40.61274928)"
"County","Beaver County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018","607.14","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","60.71","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","17",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","28",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","4","04","42","007","POINT (-80.35107356 40.68349246)"
"County","Montgomery County","Female","12 to 55 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","20",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","46","46","42","091","POINT (-75.37252001 40.20989874)"
"County","Erie County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","25","25","42","049","POINT (-80.0407591 41.99413787)"
"County","Cambria County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018","916.67","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","91.67","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","11",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","11","11","42","021","POINT (-78.71894174 40.49127491)"
"State","Commonwealth","Female","45 to 49 years","2018","2018 Q1","1/1/2018-3/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","0","00","42","000","POINT (-75.167756 39.346129)"
"County","Indiana County","Female","12 to 55 years","2018","2018 Q4","10/1/2018-12/31/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","32","32","42","063","POINT (-79.09333493 40.65295498)"
"County","Columbia County","Female","12 to 55 years","2018","2018 Q3","7/1/2018-9/30/2018",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","19","19","42","037","POINT (-76.4100218 41.04912086)"
"County","Montour County","Female","12 to 55 years","2019","2019 Annual","1/1/2019-12/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","47","47","42","093","POINT (-76.66470527 41.02801824)"
"County","Lawrence County","Female","12 to 55 years","2019","2019 Q3","7/1/2019-9/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","13",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","37","37","42","073","POINT (-80.33754114 40.99325035)"
"County","Huntingdon County","Female","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","31","31","42","061","POINT (-77.9827661 40.416105)"
"County","Centre County","Female","12 to 55 years","2019","2019 Q2","4/1/2019-6/30/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","14","14","42","027","POINT (-77.82500112 40.9193135)"
"County","Warren County","Female","12 to 55 years","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","62","62","42","123","POINT (-79.27858158 41.81675237)"
"County","Crawford County","Female","12 to 55 years","2016","2016 Q4","10/1/2016-12/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","20","20","42","039","POINT (-80.11321083 41.68546907)"
"County","Lancaster County","Female","12 to 55 years","2018","2018 Annual","1/1/2018-12/31/2018","680.56","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","68.06","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","49",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","72",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","36","36","42","071","POINT (-76.25138768 40.04590796)"
"County","Indiana County","Female","12 to 55 years","2016","2016 Annual","1/1/2016-12/31/2016","423.08","Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries","42.31","Percent of women with OUD diagnoses and deliveries receiving MAT for OUD","11",,"Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","26",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","32","32","42","063","POINT (-79.09333493 40.65295498)"
"County","Cumberland County","Female","12 to 55 years","2020","2020 Q1","1/1/2020-3/31/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","14",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","21","21","42","041","POINT (-77.26866271 40.16759839)"
"County","Butler County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid","12",,"Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","10","10","42","019","POINT (-79.91711779 40.91083185)"
"County","Columbia County","Female","12 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","19","19","42","037","POINT (-76.4100218 41.04912086)"
"County","Perry County","Female","12 to 55 years","2020","2020 Q2","4/1/2020-6/30/2020",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","50","50","42","099","POINT (-77.25907385 40.40415317)"
"County","Fulton County","Female","12 to 55 years","2016","2016 Q1","1/1/2016-3/31/2016",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","29","29","42","057","POINT (-78.11485045 39.92487511)"
"County","Potter County","Female","12 to 55 years","2019","2019 Q1","1/1/2019-3/31/2019",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","53","53","42","105","POINT (-77.89879229 41.74420644)"
"County","Perry County","Female","12 to 55 years","2017","2017 Q3","7/1/2017-9/30/2017",,"Rate of women receiving MAT for OUD per 1,000 women with OUD diagnoses and deliveries",,"Percent of women with OUD diagnoses and deliveries receiving MAT for OUD",,"Not displayed when total number of women receiving Medication-Assisted Treatment for Opioid Use Disorder with deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder and receiving Medication-Assisted Treatment in Medicaid",,"Not displayed when total number of deliveries is less than 11","Women with a delivery diagnosed with Opioid Use Disorder in Medicaid","50","50","42","099","POINT (-77.25907385 40.40415317)"
