"layername","the_geom","name","address","city","state","zip","phonenumber","latitude","longitude","directions","more_info","sthealthcntr_fax_number","child_care_provider_mpi_id","child_care_provider_mpi_location_id","child_care_provider_type","child_care_provider_facility_address_continued","child_care_providers_facility_state_fips_code","child_care_provider_facility_county","child_care_providers_facility_county_fips_code","child_care_providers_facility_fax","child_care_providers_facility_email","child_care_provider_responsible_person_first_name","child_care_provider_responsible_person_last_name","child_care_provider_responsible_person_title","child_care_provider_license_number","child_care_provider_license_issue_date","child_care_provider_license_expiration_date","child_care_provider_capacity","child_care_provider_elrc","child_care_provider_star_level","child_care_provider_star_level_effective_date","child_care_provider_negative_sanctions","child_care_provider_pa_pre_k_counts","child_care_provider_head_start_state_supplemental","child_care_provider_school_age_provider","child_care_provider_legal_entity_name","child_care_provider_legal_entity_address","child_care_provider_legal_entity_address_continued","child_care_provider_legal_entity_city","child_care_provider_legal_entity_state","child_care_provider_legal_entity_state_fips_code","child_care_provider_legal_entity_zip_code","child_care_provider_legal_entity_county","child_care_provider_legal_entity_county_fips","child_care_provider_legal_entity_location","education_aun","education_school","education_addressline2","edcuation_zipcodeextn","education_webaddress","education_grades","licensed_personal_care_home_object_id","licensed_personal_care_home_type_served","licensed_personal_care_home_total_capacity","licensed_personal_care_home_street_additional","licensed_personal_care_home_program_office","licensed_personal_care_home_accuracy","aging_address_2","aging_website","aging_county","aging_additional_information","aging_modified","aging_item_type","aging_path","elrc_county","elrc_additional_address","elrc_website","elrc_fax_number","dispensaries_object_id","dispensaries_facility_id","dispensaries_facility_url","dispensaries_geocoding_certainty","dispensaries_marijuana_available_beginning","dispensaries_available_on_10_04_19","dispensaries_open_on","nursing_object_id","nursing_facility_id_number","nursing_facility_url","nursing_county","nursing_cheif_executive_name","nursing_chief_executive_title","nursing_contact_name","nursing_contact_number","nursing_contact_email","drugtakebackbox_state_fips","drugtakebackbox_county","drugtakebackbox_hours_of_availability","drugtakebackbox_location_1","drugtakebackbox_latitude","drugtakebackbox_longitude","drugtakebackbox_attention","drugtakebackbox_grant_owned","drugtakebackbox_box_status","drugtakebackbox_status","ddap_county","ddap_longitude","ddap_latitude_"
"Child Care Provider","POINT (-75.388782 40.441063)","LIFESPAN SCHOOL","2460 JOHN FRIES HWY","QUAKERTOWN","Pennsylvania","18951","(215) 536-4417",,,"Get Directions (http://maps.apple.com/?daddr=40.441063,-75.388782(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100125447","1","Child Care Center",,"42","Bucks","017","(215) 538-9435","hengle@lq.org","Nicole","Fetherman","EXECUTIVE DIRECTOR","CER-00189910","2022-03-14T00:00:00.000","2023-03-14T00:00:00.000","212","Early Learning Resource Center for Region 16","STAR 4","2022-02-23T00:00:00.000","No","Yes","No","No","LIFESPAN SCHOOL & DAYCARE INC","2460 JOHN FRIES HWY",,"QUAKERTOWN","Pennsylvania","42","18951","Bucks","017","POINT (-75.388782 40.441063)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.05948 40.040143)","LITTLE TREASURE OF OUR FUTURE","6926 ROOSEVELT BLVD","PHILADELPHIA","Pennsylvania","19149","(215) 350-4072",,,"Get Directions (http://maps.apple.com/?daddr=40.040143,-75.05948(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"101466469","1","Family Child Care Home",,"42","Philadelphia","101","(215) 624-7943","STEERSNINA@MSN.COM","PATRICIA","STEERS","OWNER","CER-00189086","2022-04-08T00:00:00.000","2023-04-08T00:00:00.000","6","Early Learning Resource Center for Region 18","STAR 4","2022-07-08T00:00:00.000","No","No","No","Yes","PATRICIA STEERS","6926 ROOSEVELT BLVD",,"PHILADELPHIA","Pennsylvania","42","19149","Philadelphia","101","POINT (-75.05948 40.040143)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.341388 40.570136)","CHILDRENS LEARNING CENTER","69 MAIN ST","HELLERTOWN","Pennsylvania","18055","(610) 838-9790",,,"Get Directions (http://maps.apple.com/?daddr=40.570136,-75.341388(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100296696","1","Child Care Center",,"42","Northampton","095",,"nbryan@clcht.org","Nicole","Bryan","Executive Director","CER-00195048","2022-09-15T00:00:00.000","2023-09-15T00:00:00.000","143","Early Learning Resource Center for Region 14","STAR 1","2019-08-05T00:00:00.000","No","No","No","Yes","CHRIST LUTHERAN CHURCH","69 MAIN ST",,"HELLERTOWN","Pennsylvania","42","18055","Northampton","095","POINT (-75.341388 40.570136)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.18245 39.954743)","SOUND START CHILD CARE CENTER","2970 MARKET ST","PHILADELPHIA","Pennsylvania","19104","(267) 466-1600",,,"Get Directions (http://maps.apple.com/?daddr=39.954743,-75.18245(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100130062","2","Child Care Center",,"42","Philadelphia","101",,"soundstart@brighthorizons.com","GREGORY","MCGEORGE","PRESIDENT","CER-00194748","2022-06-03T00:00:00.000","2023-06-03T00:00:00.000","118","Early Learning Resource Center for Region 18","STAR 4 - ACC","2022-01-29T00:00:00.000","Yes","Yes","No","No","SOUND START/UP START INC","2970 MARKET ST",,"PHILADELPHIA","Pennsylvania","42","19104","Philadelphia","101","POINT (-75.18245 39.954743)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.895775 40.28116)","A PLUS EARLY LEARNING CENTER INC","2200A LOGAN ST","HARRISBURG","Pennsylvania","17110","(717) 963-7348",,,"Get Directions (http://maps.apple.com/?daddr=40.28116,-76.895775(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103123123","1","Child Care Center",,"42","Dauphin","043",,"ajbonheur@gmail.com","ARLEEN","BONHEUR","OWNER","CER-00183594","2022-01-13T00:00:00.000","2023-01-13T00:00:00.000","26","Early Learning Resource Center for Region 9","STAR 1","2019-08-01T00:00:00.000","No","No","No","Yes","A PLUS EARLY LEARNING CENTER INC","2200A LOGAN ST",,"HARRISBURG","Pennsylvania","42","17110","Dauphin","043","POINT (-76.895775 40.28116)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.153241 40.062417)","HEARTS LEARNING ACADEMY","7075 FORREST AVE","PHILADELPHIA","Pennsylvania","19138","(267) 331-6018",,,"Get Directions (http://maps.apple.com/?daddr=40.062417,-75.153241(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"104014197","1","Family Child Care Home",,"42","Philadelphia","101",,"EBONYHAYES1@YAHOO.COM","EBONY","HAYES","OWNER","CER-00192712","2022-05-27T00:00:00.000","2022-11-27T00:00:00.000","6","Early Learning Resource Center for Region 18","No STAR Level",,"Yes","No","No","No","EBONY HAYES","7075 FORREST AVE",,"PHILADELPHIA","Pennsylvania","42","19138","Philadelphia","101","POINT (-75.153241 40.062417)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider",,"DELAWARE VALLEY CHILD CARE ASSOCIATES","JOHN M GRASS ELEM SCHOOL","SELLERSVILLE","Pennsylvania","18960","(215) 230-3445",,,,"Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100281960","9","Child Care Center","600 RICKET ROAD","42","Bucks","017",,"CSTOUGH@KIDSCAREOFPENNSBURY.COM","CHARLES","STOUGH","CEO","CER-00189765","2022-03-20T00:00:00.000","2023-03-20T00:00:00.000","School Age Provider","Early Learning Resource Center for Region 16","STAR 2","2022-04-14T00:00:00.000","No","No","No","Yes","DELAWARE VALLEY CHILD CARE ASSOC INC","5175 COLD SPRING CREAMERY","RD","DOYLESTOWN","Pennsylvania","42","18902","Bucks","017","POINT (-75.08827 40.3595)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.528756 40.246326)","TINY TREASURES","90 WILLIAM PENN DR","SCHWENKSVILLE","Pennsylvania","19473","(610) 287-3360",,,"Get Directions (http://maps.apple.com/?daddr=40.246326,-75.528756(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100128681","2","Family Child Care Home",,"42","Montgomery","091",,"tinytreasures1030@yahoo.com","DEBORAH","CARRIO","OWNER","CER-00188216","2022-02-04T00:00:00.000","2023-02-04T00:00:00.000","6","Early Learning Resource Center for Region 17","STAR 1","2019-06-03T00:00:00.000","No","No","No","No","DEBORAH CARRIO","90 WILLIAM PENN DR",,"SCHWENKSVILLE","Pennsylvania","42","19473","Montgomery","091","POINT (-75.528756 40.246326)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.698935 39.872204)","HOPWOOD CHILD CARE LLC","103 HOPWOOD FAIRCHANCE RD","HOPWOOD","Pennsylvania","15445","(724) 562-3388",,,"Get Directions (http://maps.apple.com/?daddr=39.872204,-79.698935(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103655222","1","Child Care Center",,"42","Fayette","051",,"hopwoodchildcare@gmail.com","JESSICA","BARNHART","OWNER","CER-00181926","2021-11-22T00:00:00.000","2022-11-22T00:00:00.000","64","Early Learning Resource Center for Region 4","STAR 1","2020-01-23T00:00:00.000","Yes","No","No","Yes","HOPWOOD CHILD CARE LLC","103 HOPWOOD FAIRCHANCE RD",,"HOPWOOD","Pennsylvania","42","15445","Fayette","051","POINT (-79.698935 39.872204)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.394202 39.936545)","STAY AND PLAY","102 W ROSE TREE RD","MEDIA","Pennsylvania","19063","(610) 891-0600",,,"Get Directions (http://maps.apple.com/?daddr=39.936545,-75.394202(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100298547","1","Child Care Center",,"42","Delaware","045","(610) 566-7036","STAYANDPLAY@RELCMEDIA.ORG","WAYNE","MATTHIAS LONG","SENIOR PASTOR","CER-00193512","2022-05-23T00:00:00.000","2023-05-23T00:00:00.000","152","Early Learning Resource Center for Region 15","STAR 3","2021-12-16T00:00:00.000","No","No","No","Yes","REFORMATION SCHOOLS INC","102 W ROSE TREE RD",,"MEDIA","Pennsylvania","42","19063","Delaware","045","POINT (-75.394202 39.936545)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-78.610894 40.179149)","ABC COMMUNITY LEARNING CENTER","109 EMERSONS WAY","ALUM BANK","Pennsylvania","15521","(814) 839-9161",,,"Get Directions (http://maps.apple.com/?daddr=40.179149,-78.610894(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100141128","1","Child Care Center",,"42","Bedford","009","(814) 839-9161","jkayedrenning@yahoo.com","HELEN","IBARRA","PRESIDENT","CER-00181549","2021-10-10T00:00:00.000","2022-10-10T00:00:00.000","37","Early Learning Resource Center for Region 6","STAR 1","2020-03-21T00:00:00.000","Yes","No","No","Yes","ABC COMMUNITY LEARNING CENTER","109 EMERSONS WAY",,"ALUM BANK","Pennsylvania","42","15521","Bedford","009","POINT (-78.610894 40.179149)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.331309 40.021629)","CREATIVE KIDZ DAYCARE LLC","34 SPRINGHOUSE RD","LANCASTER","Pennsylvania","17603","(717) 380-1324",,,"Get Directions (http://maps.apple.com/?daddr=40.021629,-76.331309(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103341383","1","Group Child Care Home",,"42","Lancaster","071",,"creativekidzdaycarellc@outlook.com","IRIS","RODRIGUEZ","OWNER","CER-00193203","2022-08-25T00:00:00.000","2023-08-25T00:00:00.000","12","Early Learning Resource Center for Region 10","STAR 1","2019-08-29T00:00:00.000","No","No","No","Yes","CREATIVE KIDZ DAYCARE LLC","34 SPRINGHOUSE RD",,"LANCASTER","Pennsylvania","42","17603","Lancaster","071","POINT (-76.331309 40.021629)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.303756 40.027733)","COMMUNITY ACTION PROGRAM CHILD CARE","601 S QUEEN ST","LANCASTER","Pennsylvania","17603","(717) 299-7388",,,"Get Directions (http://maps.apple.com/?daddr=40.027733,-76.303756(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100126785","3","Child Care Center",,"42","Lancaster","071","(717) 299-9341","fmoyer@caplanc.org","Jamie","Reichenbach","Coordinator of Early Learning","CER-00180419","2021-10-14T00:00:00.000","2022-10-14T00:00:00.000","125","Early Learning Resource Center for Region 10","STAR 4","2022-02-04T00:00:00.000","No","Yes","Yes","No","CAP of Lancaster County","601 S QUEEN ST",,"LANCASTER","Pennsylvania","42","17603","Lancaster","071","POINT (-76.303756 40.027733)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.182996 39.932365)","G B T KIDS ACADEMY","2240 TASKER ST","PHILADELPHIA","Pennsylvania","19145","(267) 978-5156",,,"Get Directions (http://maps.apple.com/?daddr=39.932365,-75.182996(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"102801371","1","Group Child Care Home",,"42","Philadelphia","101",,"gbt.kids@gmail.com","EUGENIA","RODGERS-SPEAKS","OWNER","CER-00193881","2022-06-01T00:00:00.000","2023-06-01T00:00:00.000","10","Early Learning Resource Center for Region 18","STAR 1","2019-04-25T00:00:00.000","No","No","No","Yes","EUGENIA RODGERS SPEAKS","1621 S 23RD ST",,"PHILADELPHIA","Pennsylvania","42","19145","Philadelphia","101","POINT (-75.183186 39.931897)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.178115 41.00477)","POCONO YMCA AT J M HILL ELEMENTARY SCHOOL","151 E BROAD ST","EAST STROUDSBURG","Pennsylvania","18301","(570) 424-8073",,,"Get Directions (http://maps.apple.com/?daddr=41.00477,-75.178115(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100137653","6","Child Care Center",,"42","Monroe","089","(570) 421-2640","childcaresupervisor@poconoymca.org","NICOLE","MILLER","CHILD CARE DIRECTOR","CER-00190385","2022-07-30T00:00:00.000","2023-07-30T00:00:00.000","School Age Provider","Early Learning Resource Center for Region 12","STAR 2","2022-04-30T00:00:00.000","No","No","No","Yes","POCONO FAMILY YMCA","809 MAIN ST",,"STROUDSBURG","Pennsylvania","42","18360","Monroe","089","POINT (-75.197069 40.984574)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.276988 39.895207)","A CHILDS NEST","1600 DELMAR DR","FOLCROFT","Pennsylvania","19032","(610) 586-4350",,,"Get Directions (http://maps.apple.com/?daddr=39.895207,-75.276988(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"101793972","1","Child Care Center",,"42","Delaware","045",,"hmcalabro@achildsnest.com","Helene","Calabro","Director","CER-00187417","2021-12-28T00:00:00.000","2022-12-28T00:00:00.000","135","Early Learning Resource Center for Region 15","STAR 4","2022-03-14T00:00:00.000","No","Yes","No","Yes","GROW AND LEARN CENTERS INC","1600 DELMAR DR",,"FOLCROFT","Pennsylvania","42","19032","Delaware","045","POINT (-75.276988 39.895207)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.244411 39.920444)","B U Z ACADEMY","7101 GREENWAY AVE","PHILADELPHIA","Pennsylvania","19142","(215) 726-6875",,,"Get Directions (http://maps.apple.com/?daddr=39.920444,-75.244411(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"102879820","1","Child Care Center",,"42","Philadelphia","101","(215) 729-0972","BUZACADEMY1@GMAIL.COM","FATIMAH","FINCH","OWNER DIRECTOR","CER-00193129","2022-04-10T00:00:00.000","2023-04-10T00:00:00.000","35","Early Learning Resource Center for Region 18","STAR 2","2021-12-11T00:00:00.000","Yes","No","No","Yes","B U Z ACADEMY INC","7101 GREENWAY AVE",,"PHILADELPHIA","Pennsylvania","42","19142","Philadelphia","101","POINT (-75.244411 39.920444)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-77.88105 40.389163)","FAMILY LITERACY BUILDING","402 N JEFFERSON ST","MOUNT UNION","Pennsylvania","17066","(814) 542-4070",,,"Get Directions (http://maps.apple.com/?daddr=40.389163,-77.88105(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100134295","26","Child Care Center",,"42","Huntingdon","061",,"sweaver@hccadc.org","LOUISE","KETNER","EXECUTIVE DIRECTOR","CER-00183286","2021-11-14T00:00:00.000","2022-11-14T00:00:00.000","12","Early Learning Resource Center for Region 6","STAR 1","2018-12-04T00:00:00.000","Yes","No","No","No","HCCADC","52 JUNIATA AVE",,"HUNTINGDON","Pennsylvania","42","16652","Huntingdon","061","POINT (-78.019111 40.483296)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-76.992942 40.115394)","HEAVENLY HANDS EARLY LEARNING CENTER","450 CHESTNUT GROVE RD","DILLSBURG","Pennsylvania","17019","(717) 432-2082",,,"Get Directions (http://maps.apple.com/?daddr=40.115394,-76.992942(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100559581","1","Child Care Center",,"42","York","133","(717) 432-2082","heavenlyhands5@verizon.net","JOELLE","BECK","DIRECTOR","CER-00180711","2021-10-23T00:00:00.000","2022-10-23T00:00:00.000","94","Early Learning Resource Center for Region 10","STAR 2","2021-12-18T00:00:00.000","No","No","No","No","Chestnut Grove United Methodist Church","450 CHESTNUT GROVE RD",,"DILLSBURG","Pennsylvania","42","17019","York","133","POINT (-76.992942 40.115394)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-80.009258 40.457089)","WADES FAMILY DAY CARE","1321 ARCH ST","PITTSBURGH","Pennsylvania","15212","(412) 224-2627",,,"Get Directions (http://maps.apple.com/?daddr=40.457089,-80.009258(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100143131","1","Family Child Care Home",,"42","Allegheny","003",,"LYDIAJMANUEL@YAHOO.COM","LYDIA","WADE","OWNER","CER-00185923","2021-12-16T00:00:00.000","2022-12-16T00:00:00.000","6","Early Learning Resource Center for Region 5","STAR 1","2019-05-28T00:00:00.000","No","No","No","No","LYDIA J WADE","1321 ARCH ST",,"PITTSBURGH","Pennsylvania","42","15212","Allegheny","003","POINT (-80.009258 40.457089)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-74.870032 40.172237)","CREATIVE LITTLE HANDS PRESCHOOL","50 TRENTON RD","FAIRLESS HILLS","Pennsylvania","19030","(267) 585-3686",,,"Get Directions (http://maps.apple.com/?daddr=40.172237,-74.870032(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103111623","1","Child Care Center",,"42","Bucks","017",,"CREATIVELITTLEHANDSPRESCHOOL@GMAIL.COM","FLORENCE","LANZILLO","OWNER","CER-00185183","2022-01-07T00:00:00.000","2023-01-07T00:00:00.000","60","Early Learning Resource Center for Region 16","STAR 4","2022-07-26T00:00:00.000","No","No","No","No","FLORENCE LANZILLO","605 DREXEL RD",,"FAIRLESS HILLS","Pennsylvania","42","19030","Bucks","017","POINT (-74.844247 40.167346)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.230496 39.986193)","HAPPY LITTLE FEET CHILDCARE CENTER","5343 W BERKS ST","PHILADELPHIA","Pennsylvania","19131","(215) 879-9360",,,"Get Directions (http://maps.apple.com/?daddr=39.986193,-75.230496(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103091576","2","Child Care Center",,"42","Philadelphia","101",,"SUPERWOMAN475@YAHOO.COM","DANA","ANDREWS","OWNER","CER-00175453","2021-09-03T00:00:00.000","2022-09-03T00:00:00.000","39","Early Learning Resource Center for Region 18","STAR 1","2021-09-03T00:00:00.000","Yes","No","No","Yes","DANA ANDREWS","6031 W THOMPSON ST",,"PHILADELPHIA","Pennsylvania","42","19151","Philadelphia","101","POINT (-75.240347 39.971399)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.261844 40.695249)","LITTLE PEOPLE COUNTRY CLUB","2940 NAZARETH RD","EASTON","Pennsylvania","18045","(610) 250-8966",,,"Get Directions (http://maps.apple.com/?daddr=40.695249,-75.261844(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100296598","3","Child Care Center",,"42","Northampton","095","(610) 250-0980","lpccpalmer@rcn.com","KIM","MCNEELY","PRESIDENT-DIRECTOR","CER-00194960","2022-10-22T00:00:00.000","2023-10-22T00:00:00.000","71","Early Learning Resource Center for Region 14","STAR 4","2021-10-23T00:00:00.000","No","No","No","Yes","LPCC INC","2940 NAZARETH RD",,"EASTON","Pennsylvania","42","18045","Northampton","095","POINT (-75.261844 40.695249)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.192057 40.294486)","CENTRAL BUCKS FAMILY YMCA PRESCHOOL","321 W BUTLER AVE","DOYLESTOWN","Pennsylvania","18901","(215) 348-4214",,,"Get Directions (http://maps.apple.com/?daddr=40.294486,-75.192057(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100647933","2","Child Care Center",,"42","Bucks","017",,"vtanner@ymcabucks.org","VALERIE","TANNER","ADVANCE BRNACH DIRECTOR","CER-00191102","2022-02-15T00:00:00.000","2023-02-15T00:00:00.000","80","Early Learning Resource Center for Region 16","STAR 2","2021-12-08T00:00:00.000","No","No","No","No","YMCA OF BUCKS COUNTY","2500 LOWER STATE RD",,"DOYLESTOWN","Pennsylvania","42","18901","Bucks","017","POINT (-75.141161 40.301317)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.133278 40.071633)","INNOVATION & EXPLORATION STEM EARLY LEARNING CTR","7809 OLD YORK RD","ELKINS PARK","Pennsylvania","19027","(215) 201-0458",,,"Get Directions (http://maps.apple.com/?daddr=40.071633,-75.133278(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"103813439","2","Child Care Center",,"42","Montgomery","091",,"NORDAL@INNOVATIONANDEXPLORATION.COM","NORDA","LEWIS","DIRECTOR","CER-00193646","2022-03-03T00:00:00.000","2023-03-03T00:00:00.000","31","Early Learning Resource Center for Region 17","STAR 1","2022-06-21T00:00:00.000","Yes","No","No","No","INNOVATION & EXPLORATION STEM EARLY LRNG CTR","537 ASHBOURNE RD",,"ELKINS PARK","Pennsylvania","42","19027","Montgomery","091","POINT (-75.132966 40.070862)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.925434 40.423174)","Minadeo Extended Day Program","6502 LILAC ST","PITTSBURGH","Pennsylvania","15217","(412) 417-1386",,,"Get Directions (http://maps.apple.com/?daddr=40.423174,-79.925434(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100139371","1","Child Care Center",,"42","Allegheny","003","(412) 464-9547","MEDP4860@AOL.COM","SARAH","MARIANO","DIRECTOR","CER-00192597","2022-07-14T00:00:00.000","2023-07-14T00:00:00.000","105","Early Learning Resource Center for Region 5","STAR 1","2019-05-28T00:00:00.000","No","No","No","No","MINADEO EXTENDED DAY PROGRAM","6502 LILAC ST",,"PITTSBURGH","Pennsylvania","42","15217","Allegheny","003","POINT (-79.925434 40.423174)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-75.431661 40.625136)","LEHIGH VALLEY CHILDRENS CENTER ON UNION","1621 UNION BLVD","ALLENTOWN","Pennsylvania","18109","(610) 820-5304",,,"Get Directions (http://maps.apple.com/?daddr=40.625136,-75.431661(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100127245","31","Child Care Center",,"42","Lehigh","077",,"unionblvd@lvcconline.org","Charles","Dinofrio","President and CEO","CER-00190222","2022-05-14T00:00:00.000","2023-05-14T00:00:00.000","119","Early Learning Resource Center for Region 14","STAR 3","2022-01-07T00:00:00.000","No","Yes","No","Yes","LEHIGH VALLEY CHILDRENS CENTERS INC","1501 LEHIGH ST","SUITE 208","ALLENTOWN","Pennsylvania","42","18103","Lehigh","077","POINT (-75.478578 40.581282)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Child Care Provider","POINT (-79.090775 39.996235)","ABC REVIEW CHILD CARE CENTER","700 CANNELL DR","SOMERSET","Pennsylvania","15501","(814) 443-1131",,,"Get Directions (http://maps.apple.com/?daddr=39.996235,-79.090775(MyDestination))","Click Here (https://www.compass.state.pa.us/Compass.Web/ProviderSearch/Home#/BasicSearch)",,"100141502","1","Child Care Center",,"42","Somerset","111","(814) 443-1131","abcreview95@hotmail.com","LARRY","STEWART","OWNER","CER-00183036","2021-12-28T00:00:00.000","2022-12-28T00:00:00.000","77","Early Learning Resource Center for Region 6","STAR 2","2021-10-06T00:00:00.000","No","No","No","Yes","LARRY DELANO STEWART JR","1056 PETERS MOUNTAIN RD",,"DAUPHIN","Pennsylvania","42","17018","Dauphin","043","POINT (-76.934444 40.383323)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
