"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","court_of_common_pleas_opioid","court_of_common_pleas_opioid_1","court_of_common_pleas_cases","court_of_common_pleas_cases_1","rate_of_court_of_common_pleas","type_of_rate","percent_of_court_of_common","percent_of_court_of_common_1","drug_court_cases","drug_court_cases_description","successfully_completed_drug","successfully_completed_drug_1","opioid_drug_court_cases","opioid_drug_court_cases_1","successfully_completed_opioid","successfully_completed_opioid_1","percent_of_drug_court_cases","percent_of_drug_court_cases_1","percent_of_drug_court_cases_2","percent_of_drug_court_cases_3","percent_of_drug_court_cases_4","percent_of_drug_court_cases_5","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude","longitude","geocoded_column"
"County","Lycoming","All","All (18+ years)","2019","2019 Q1","1/1/2019-3/31/2019","14","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","41","41","42","081","41.34459792260","-77.06942456800","POINT (-77.069424568 41.3445979226)"
"County","Berks","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","6","06","42","011","40.41939635130","-75.93077327050","POINT (-75.93077327050001 40.4193963513)"
"County","Northampton","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","16","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","48","48","42","095","40.75459540400","-75.31263725760","POINT (-75.3126372576 40.754595404)"
"State","Commonwealth","All","50 to 55 years","2017","2017 Q1","1/1/2017-3/31/2017","44","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","987","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.04500","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"State","Commonwealth","All","20 to 24 years","2019","2019 Annual","1/1/2019-12/31/2019","419","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","2184","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.19200","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Luzerne","All","All (18+ years)","2016","2016 Q4","10/1/2016-12/31/2016","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","40","40","42","079","41.17836438840","-75.99199609800","POINT (-75.991996098 41.178364388400006)"
"County","Perry","All","All (18+ years)","2017","2017 Q3","7/1/2017-9/30/2017","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","50","50","42","099","40.40415317440","-77.25907384960","POINT (-77.2590738496 40.4041531744)"
"County","Blair","All","All (18+ years)","2017","2017 Q1","1/1/2017-3/31/2017","66","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","7","07","42","013","40.48555023840","-78.34907687100","POINT (-78.349076871 40.4855502384)"
"County","Lehigh","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","56","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","5078","Total number of annual Court of Common Pleas cases","11.03","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","39","39","42","077","40.61464794160","-75.60099481180","POINT (-75.6009948118 40.6146479416)"
"County","Luzerne","All","All (18+ years)","2018","2018 Q1","1/1/2018-3/31/2018","24","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","40","40","42","079","41.17836438840","-75.99199609800","POINT (-75.991996098 41.178364388400006)"
"State","Commonwealth","All","18 to 19 years","2016","2016 Annual","1/1/2016-12/31/2016","165","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","4059","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.04099999999999999500","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Chester","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","8","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","15","15","42","029","39.97487055660","-75.75626498180","POINT (-75.7562649818 39.9748705566)"
"County","Union","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","413","Total number of annual Court of Common Pleas cases","12.11","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","60","60","42","119","40.96473130960","-77.06415803080","POINT (-77.0641580308 40.9647313096)"
"State","Commonwealth","All","25 to 29 years","2016","2016 Q1","1/1/2016-3/31/2016","252","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1034","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.24400","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Bradford","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","8","08","42","015","41.79117814010","-76.51825623840","POINT (-76.5182562384 41.7911781401)"
"County","Bradford","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","8","08","42","015","41.79117814010","-76.51825623840","POINT (-76.5182562384 41.7911781401)"
"County","Armstrong","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","16","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","3","03","42","005","40.81509525550","-79.47316898930","POINT (-79.4731689893 40.8150952555)"
"County","Columbia","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1072","Total number of annual Court of Common Pleas cases","3.73","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","19","19","42","037","41.04912085590","-76.41002179750","POINT (-76.4100217975 41.0491208559)"
"County","Beaver","All","All (18+ years)","2019","2019 Q1","1/1/2019-3/31/2019","12","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Beaver","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","26","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Susquehanna","All","All (18+ years)","2018","2018 Q1","1/1/2018-3/31/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","58","58","42","115","41.82056859820","-75.80250302960","POINT (-75.8025030296 41.8205685982)"
"State","Commonwealth","All","18 to 19 years","2018","2018 Q2","4/1/2018-6/30/2018","33","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","738","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.04500","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Lancaster","All","All (18+ years)","2018","2018 Q4","10/1/2018-12/31/2018","40","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","36","36","42","071","40.04590796190","-76.25138768380","POINT (-76.2513876838 40.0459079619)"
"County","Franklin","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","6","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","28","28","42","055","39.92786197040","-77.72398844830","POINT (-77.7239884483 39.9278619704)"
"County","Erie","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","18","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","3040","Total number of annual Court of Common Pleas cases","5.92","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","13","Count of discharged drug court cases","9","Count of successfully completed discharged drug court cases","5","Count of discharged drug court cases with an opioid as the drug of choice","2","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.38461538461538464","Percent of drug court cases list an opioid as the drug of choice","0.6923076923076923","Percent of drug court cases discharged graduating successfully from the program","0.4","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","25","25","42","049","41.99413787020","-80.04075910360","POINT (-80.0407591036 41.9941378702)"
"County","Berks","All","All (18+ years)","2017","2017 Q2","4/1/2017-6/30/2017","41","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","6","06","42","011","40.41939635130","-75.93077327050","POINT (-75.93077327050001 40.4193963513)"
"County","York","All","All (18+ years)","2017","2017 Q4","10/1/2017-12/31/2017","38","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","67","67","42","133","39.92192531240","-76.72576052310","POINT (-76.7257605231 39.9219253124)"
"County","Centre","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","14","14","42","027","40.91931350080","-77.82500112120","POINT (-77.8250011212 40.9193135008)"
"County","Beaver","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","12","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Centre","All","All (18+ years)","2019","2019 Q3","7/1/2019-9/30/2019","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","14","14","42","027","40.91931350080","-77.82500112120","POINT (-77.8250011212 40.9193135008)"
"County","York","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","151","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","7106","Total number of annual Court of Common Pleas cases","21.25","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","53","Count of discharged drug court cases","26","Count of successfully completed discharged drug court cases","35","Count of discharged drug court cases with an opioid as the drug of choice","19","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.660377358490566","Percent of drug court cases list an opioid as the drug of choice","0.49056603773584906","Percent of drug court cases discharged graduating successfully from the program","0.5428571428571428","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","67","67","42","133","39.92192531240","-76.72576052310","POINT (-76.7257605231 39.9219253124)"
"County","Northampton","All","All (18+ years)","2018","2018 Q1","1/1/2018-3/31/2018","12","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","48","48","42","095","40.75459540400","-75.31263725760","POINT (-75.3126372576 40.754595404)"
"State","Commonwealth","All","All (18+ years)","2019","2019 Q2","4/1/2019-6/30/2019","615","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Carbon","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","10","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1589","Total number of annual Court of Common Pleas cases","6.29","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","6","Count of discharged drug court cases","0","Count of successfully completed discharged drug court cases","0","Count of discharged drug court cases with an opioid as the drug of choice","0","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0","Percent of drug court cases list an opioid as the drug of choice","0","Percent of drug court cases discharged graduating successfully from the program",,"Percent not available","13","13","42","025","40.91936700810","-75.71107038660","POINT (-75.7110703866 40.9193670081)"
"County","Monroe","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","45","45","42","089","41.06091786530","-75.34083603020","POINT (-75.3408360302 41.0609178653)"
"County","Monroe","All","All (18+ years)","2019","2019 Q4","10/1/2019-12/31/2019","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","45","45","42","089","41.06091786530","-75.34083603020","POINT (-75.3408360302 41.0609178653)"
"County","Perry","All","All (18+ years)","2018","2018 Annual","1/1/2018-12/31/2018","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","527","Total number of annual Court of Common Pleas cases","3.8","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","50","50","42","099","40.40415317440","-77.25907384960","POINT (-77.2590738496 40.4041531744)"
"County","Montour","All","All (18+ years)","2016","2016 Annual","1/1/2016-12/31/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","180","Total number of annual Court of Common Pleas cases","11.11","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","47","47","42","093","41.02801824380","-76.66470526680","POINT (-76.6647052668 41.0280182438)"
"County","Indiana","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","32","32","42","063","40.65295497480","-79.09333492860","POINT (-79.0933349286 40.6529549748)"
"County","Lawrence","All","All (18+ years)","2018","2018 Q3","7/1/2018-9/30/2018","3","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","37","37","42","073","40.99325035140","-80.33754114460","POINT (-80.3375411446 40.9932503514)"
"County","Northumberland","All","All (18+ years)","2018","2018 Q3","7/1/2018-9/30/2018","5","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","49","49","42","097","40.85150925720","-76.71188422730","POINT (-76.7118842273 40.8515092572)"
"County","Northampton","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","48","48","42","095","40.75459540400","-75.31263725760","POINT (-75.3126372576 40.754595404)"
"County","Cumberland","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","4","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","21","21","42","041","40.16759838800","-77.26866270500","POINT (-77.268662705 40.167598388)"
"State","Commonwealth","All","20 to 24 years","2019","2019 Q1","1/1/2019-3/31/2019","109","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","570","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.19100","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Beaver","All","All (18+ years)","2016","2016 Q3","7/1/2016-9/30/2016","19","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","4","04","42","007","40.68349245480","-80.35107356480","POINT (-80.3510735648 40.6834924548)"
"County","Washington","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","18","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","63","63","42","125","40.19109663450","-80.25180082760","POINT (-80.2518008276 40.1910966345)"
"State","Commonwealth","All","25 to 29 years","2018","2018 Q4","10/1/2018-12/31/2018","142","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","576","Total Court of Common Pleas cases are not available",,"Rates by age are not available","0.24700","Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","0","00","42","000","39.346129","-75.167756","POINT (-75.167756 39.346129)"
"County","Carbon","All","All (18+ years)","2017","2017 Annual","1/1/2017-12/31/2017","14","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","1207","Total number of annual Court of Common Pleas cases","11.6","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","13","13","42","025","40.91936700810","-75.71107038660","POINT (-75.7110703866 40.9193670081)"
"County","Clinton","All","All (18+ years)","2016","2016 Q1","1/1/2016-3/31/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","18","18","42","035","41.23286273740","-77.64283760460","POINT (-77.6428376046 41.2328627374)"
"County","York","All","All (18+ years)","2019","2019 Annual","1/1/2019-12/31/2019","105","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug","7198","Total number of annual Court of Common Pleas cases","14.59","Rate of Court of Common Pleas opioid cases per 1,000 total court cases",,"Percent of Court of Common Pleas cases with opioid use not available","40","Count of discharged drug court cases","20","Count of successfully completed discharged drug court cases","27","Count of discharged drug court cases with an opioid as the drug of choice","14","Count of successfully completed discharged drug court cases with an opioid as the drug of choice","0.675","Percent of drug court cases list an opioid as the drug of choice","0.5","Percent of drug court cases discharged graduating successfully from the program","0.5185185185185185","Percent of drug court cases with an opioid as the drug of choice discharged and graduated successfully from the program","67","67","42","133","39.92192531240","-76.72576052310","POINT (-76.7257605231 39.9219253124)"
"County","Fayette","All","All (18+ years)","2016","2016 Q2","4/1/2016-6/30/2016","2","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","26","26","42","051","39.91944780300","-79.65189634640","POINT (-79.6518963464 39.919447803)"
"County","Venango","All","All (18+ years)","2018","2018 Q3","7/1/2018-9/30/2018","1","Number of Court of Common Pleas cases with offense code 35 P.S. Â§ 780-113(a)(30) and a specified opioid drug",,"Total Court of Common Pleas cases are not available",,"Quarterly rates are not available",,"Percent of total Court of Common Pleas opioid cases are not available",,"Count not available",,"Count not available",,"Count not available",,"Count not available",,"Percent not available",,"Percent not available",,"Percent not available","61","61","42","121","41.40341258630","-79.76286561040","POINT (-79.7628656104 41.4034125863)"
