"geographic_area","geographic_name","gender","age","year","time_period","time_period_dates","number_of_days_hospitalized","number_of_days_hospitalized_1","number_of_days_hospitalized_notes","estimated_lost_wages","estimated_lost_wages_desc","estimated_lost_state_income_tax","estimated_lost_state_income_tax_desc","county_code_number","county_code_text","state_fips_code","county_fips_code","latitude_longitude","geocoded_column","latitude","longitude"
"County","Blair","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","195","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","21656.00","Lost wages dues to hospitalization for opioid use","664.84","Estimated state income tax revenue lost during hospitalizations due to opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"County","Clarion","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","16","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1529.14","Lost wages dues to hospitalization for opioid use","46.94","Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Centre","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","41","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5412.00","Lost wages dues to hospitalization for opioid use","166.15","Estimated state income tax revenue lost during hospitalizations due to opioid use","14","14","42","027","(40.9193135008, -77.8250011212)","POINT (-77.8250011212 40.9193135008)","40.9193135","-77.82500112"
"County","Monroe","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017","21","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2436.00","Lost wages dues to hospitalization for opioid use","74.79","Estimated state income tax revenue lost during hospitalizations due to opioid use","45","45","42","089","(41.0609178653, -75.3408360302)","POINT (-75.3408360302 41.0609178653)","41.06091787","-75.34083603"
"County","Huntingdon","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","45","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4602.86","Lost wages dues to hospitalization for opioid use","141.31","Estimated state income tax revenue lost during hospitalizations due to opioid use","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)","40.416105","-77.9827661"
"County","Clinton","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","19","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2149.71","Lost wages dues to hospitalization for opioid use","66.00","Estimated state income tax revenue lost during hospitalizations due to opioid use","18","18","42","035","(41.2328627374, -77.6428376046)","POINT (-77.6428376046 41.2328627374)","41.23286274","-77.6428376"
"County","Dauphin","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","393","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","53111.14","Lost wages dues to hospitalization for opioid use","1630.51","Estimated state income tax revenue lost during hospitalizations due to opioid use","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Indiana","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","11","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1430.00","Lost wages dues to hospitalization for opioid use","43.90","Estimated state income tax revenue lost during hospitalizations due to opioid use","32","32","42","063","(40.6529549748, -79.0933349286)","POINT (-79.0933349286 40.6529549748)","40.65295497","-79.09333493"
"County","Schuylkill","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","158","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","17583.14","Lost wages dues to hospitalization for opioid use","539.80","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Dauphin","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","191","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","30860.14","Lost wages dues to hospitalization for opioid use","947.41","Estimated state income tax revenue lost during hospitalizations due to opioid use","22","22","42","043","(40.4197463597, -76.7796056802)","POINT (-76.7796056802 40.4197463597)","40.41974636","-76.77960568"
"County","Bedford","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Northumberland","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","88","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","9654.86","Lost wages dues to hospitalization for opioid use","296.40","Estimated state income tax revenue lost during hospitalizations due to opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"County","Lackawanna","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","141","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","15288.43","Lost wages dues to hospitalization for opioid use","469.35","Estimated state income tax revenue lost during hospitalizations due to opioid use","35","35","42","069","(41.4391006428, -75.6121834524)","POINT (-75.6121834524 41.4391006428)","41.43910064","-75.61218345"
"County","Delaware","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","3042","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","547560.00","Lost wages dues to hospitalization for opioid use","16810.09","Estimated state income tax revenue lost during hospitalizations due to opioid use","23","23","42","045","(39.9165786652, -75.4062771212)","POINT (-75.40627712120002 39.9165786652)","39.91657867","-75.40627712"
"County","Schuylkill","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","68","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","8519.43","Lost wages dues to hospitalization for opioid use","261.55","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Fayette","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","45","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4860.00","Lost wages dues to hospitalization for opioid use","149.20","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Clarion","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Allegheny","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","993","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","161859.00","Lost wages dues to hospitalization for opioid use","4969.07","Estimated state income tax revenue lost during hospitalizations due to opioid use","2","02","42","003","(40.4673554298, -79.9861984282)","POINT (-79.9861984282 40.4673554298)","40.46735543","-79.98619843"
"County","Elk","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1478.29","Lost wages dues to hospitalization for opioid use","45.38","Estimated state income tax revenue lost during hospitalizations due to opioid use","24","24","42","047","(41.4281941606, -78.6494771322)","POINT (-78.6494771322 41.4281941606)","41.42819416","-78.64947713"
"County","Northumberland","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","56","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6032.00","Lost wages dues to hospitalization for opioid use","185.18","Estimated state income tax revenue lost during hospitalizations due to opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"County","Montour","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","47","47","42","093","(41.0280182438, -76.6647052668)","POINT (-76.6647052668 41.0280182438)","41.02801824","-76.66470527"
"County","Huntingdon","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","31","31","42","061","(40.4161050032, -77.9827661036)","POINT (-77.9827661036 40.4161050032)","40.416105","-77.9827661"
"County","Fayette","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","72","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7570.29","Lost wages dues to hospitalization for opioid use","232.41","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Fayette","All","All (21 to 64 years)","2017","2017 Annual","1/1/2017-12/31/2017","230","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","23906.86","Lost wages dues to hospitalization for opioid use","733.94","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Philadelphia","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","4153","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","757032.57","Lost wages dues to hospitalization for opioid use","23240.90","Estimated state income tax revenue lost during hospitalizations due to opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"State","Commonwealth","All","21 to 34 years","2018","2018 Q1","1/1/2018-3/31/2018","5857","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","983712.71","Lost wages dues to hospitalization for opioid use","30199.98","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Forest","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","27","27","42","053","(41.5135787577, -79.2378099483)","POINT (-79.2378099483 41.5135787577)","41.51357876","-79.23780995"
"County","Juniata","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","15","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1467.86","Lost wages dues to hospitalization for opioid use","45.06","Estimated state income tax revenue lost during hospitalizations due to opioid use","34","34","42","067","(40.5343300836, -77.405775001)","POINT (-77.405775001 40.5343300836)","40.53433008","-77.405775"
"County","Northampton","All","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","231","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","28776.00","Lost wages dues to hospitalization for opioid use","883.42","Estimated state income tax revenue lost during hospitalizations due to opioid use","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)","40.7545954","-75.31263726"
"County","Wyoming","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)","41.51892488","-76.01813003"
"County","Berks","All","All (21 to 64 years)","2016","2016 Q1","1/1/2016-3/31/2016","307","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","38506.57","Lost wages dues to hospitalization for opioid use","1182.15","Estimated state income tax revenue lost during hospitalizations due to opioid use","6","06","42","011","(40.4193963513, -75.9307732705)","POINT (-75.93077327050001 40.4193963513)","40.41939635","-75.93077327"
"County","Sullivan","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)","41.4480994","-76.5147922"
"County","Tioga","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","21","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2277.00","Lost wages dues to hospitalization for opioid use","69.90","Estimated state income tax revenue lost during hospitalizations due to opioid use","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)","41.77333834","-77.25788076"
"County","Bedford","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","12","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1263.43","Lost wages dues to hospitalization for opioid use","38.79","Estimated state income tax revenue lost during hospitalizations due to opioid use","5","05","42","009","(40.0073753643, -78.4911647381)","POINT (-78.4911647381 40.0073753643)","40.00737536","-78.49116474"
"County","Blair","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","69","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","7737.86","Lost wages dues to hospitalization for opioid use","237.55","Estimated state income tax revenue lost during hospitalizations due to opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"County","McKean","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","13","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1493.14","Lost wages dues to hospitalization for opioid use","45.84","Estimated state income tax revenue lost during hospitalizations due to opioid use","42","42","42","083","(41.810370736, -78.5712201998)","POINT (-78.57122019980001 41.810370736)","41.81037074","-78.5712202"
"County","Warren","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018","58","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6496.00","Lost wages dues to hospitalization for opioid use","199.43","Estimated state income tax revenue lost during hospitalizations due to opioid use","62","62","42","123","(41.8167523652, -79.278581578)","POINT (-79.278581578 41.8167523652)","41.81675237","-79.27858158"
"County","Montgomery","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017","1055","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","218385.00","Lost wages dues to hospitalization for opioid use","6704.42","Estimated state income tax revenue lost during hospitalizations due to opioid use","46","46","42","091","(40.209898739, -75.3725200072)","POINT (-75.3725200072 40.209898739)","40.20989874","-75.37252001"
"County","Venango","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","43","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","4281.57","Lost wages dues to hospitalization for opioid use","131.44","Estimated state income tax revenue lost during hospitalizations due to opioid use","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)","41.40341259","-79.76286561"
"County","Fayette","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018","90","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","10324.29","Lost wages dues to hospitalization for opioid use","316.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","26","26","42","051","(39.919447803, -79.6518963464)","POINT (-79.6518963464 39.919447803)","39.9194478","-79.65189635"
"County","Susquehanna","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","58","58","42","115","(41.8205685982, -75.8025030296)","POINT (-75.8025030296 41.8205685982)","41.8205686","-75.80250303"
"County","Lehigh","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019","211","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","31228.00","Lost wages dues to hospitalization for opioid use","958.70","Estimated state income tax revenue lost during hospitalizations due to opioid use","39","39","42","077","(40.6146479416, -75.6009948118)","POINT (-75.6009948118 40.6146479416)","40.61464794","-75.60099481"
"County","Tioga","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","59","59","42","117","(41.7733383358, -77.2578807579)","POINT (-77.2578807579 41.7733383358)","41.77333834","-77.25788076"
"County","Clarion","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","16","16","42","031","(41.1927912877, -79.4248360769)","POINT (-79.4248360769 41.1927912877)","41.19279129","-79.42483608"
"County","Wayne","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","25","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3085.71","Lost wages dues to hospitalization for opioid use","94.73","Estimated state income tax revenue lost during hospitalizations due to opioid use","64","64","42","127","(41.6496980525, -75.3051535022)","POINT (-75.3051535022 41.6496980525)","41.64969805","-75.3051535"
"County","Sullivan","All","All (21 to 64 years)","2019","2019 Q3","7/1/2019-9/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)","41.4480994","-76.5147922"
"County","Bradford","All","All (21 to 64 years)","2019","2019 Q2","4/1/2019-6/30/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","8","08","42","015","(41.7911781401, -76.5182562384)","POINT (-76.5182562384 41.7911781401)","41.79117814","-76.51825624"
"County","Luzerne","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","157","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","19468.00","Lost wages dues to hospitalization for opioid use","597.67","Estimated state income tax revenue lost during hospitalizations due to opioid use","40","40","42","079","(41.1783643884, -75.991996098)","POINT (-75.991996098 41.178364388400006)","41.17836439","-75.9919961"
"County","Blair","All","All (21 to 64 years)","2018","2018 Q4","10/1/2018-12/31/2018","32","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3922.29","Lost wages dues to hospitalization for opioid use","120.41","Estimated state income tax revenue lost during hospitalizations due to opioid use","7","07","42","013","(40.4855502384, -78.349076871)","POINT (-78.349076871 40.4855502384)","40.48555024","-78.34907687"
"County","Wyoming","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)","41.51892488","-76.01813003"
"County","Adams","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019","21","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2454.00","Lost wages dues to hospitalization for opioid use","75.34","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Armstrong","All","All (21 to 64 years)","2018","2018 Q3","7/1/2018-9/30/2018","22","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2410.57","Lost wages dues to hospitalization for opioid use","74.00","Estimated state income tax revenue lost during hospitalizations due to opioid use","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)","40.81509526","-79.47316899"
"County","Union","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","60","60","42","119","(40.9647313096, -77.0641580308)","POINT (-77.0641580308 40.9647313096)","40.96473131","-77.06415803"
"County","Armstrong","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","26","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2663.14","Lost wages dues to hospitalization for opioid use","81.76","Estimated state income tax revenue lost during hospitalizations due to opioid use","3","03","42","005","(40.8150952555, -79.4731689893)","POINT (-79.4731689893 40.8150952555)","40.81509526","-79.47316899"
"County","Venango","All","All (21 to 64 years)","2018","2018 Q1","1/1/2018-3/31/2018",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","61","61","42","121","(41.4034125863, -79.7628656104)","POINT (-79.7628656104 41.4034125863)","41.40341259","-79.76286561"
"County","Schuylkill","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","560","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","60868.00","Lost wages dues to hospitalization for opioid use","1868.65","Estimated state income tax revenue lost during hospitalizations due to opioid use","54","54","42","107","(40.707512431, -76.223323851)","POINT (-76.223323851 40.707512431000005)","40.70751243","-76.22332385"
"County","Snyder","All","All (21 to 64 years)","2017","2017 Q4","10/1/2017-12/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)","40.77113737","-77.07255968"
"County","Wyoming","All","All (21 to 64 years)","2017","2017 Q1","1/1/2017-3/31/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","66","66","42","131","(41.5189248803, -76.0181300338)","POINT (-76.0181300338 41.5189248803)","41.51892488","-76.01813003"
"State","Commonwealth","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","14981","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2271231.43","Lost wages dues to hospitalization for opioid use","69726.80","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Butler","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1115","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","149875.71","Lost wages dues to hospitalization for opioid use","4601.18","Estimated state income tax revenue lost during hospitalizations due to opioid use","10","10","42","019","(40.9108318483, -79.9171177889)","POINT (-79.9171177889 40.9108318483)","40.91083185","-79.91711779"
"County","Cameron","All","All (21 to 64 years)","2018","2018 Q2","4/1/2018-6/30/2018","19","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2076.43","Lost wages dues to hospitalization for opioid use","63.75","Estimated state income tax revenue lost during hospitalizations due to opioid use","12","12","42","023","(41.4388026531, -78.2091693241)","POINT (-78.2091693241 41.4388026531)","41.43880265","-78.20916932"
"County","Northampton","All","All (21 to 64 years)","2016","2016 Q3","7/1/2016-9/30/2016","291","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","36873.86","Lost wages dues to hospitalization for opioid use","1132.03","Estimated state income tax revenue lost during hospitalizations due to opioid use","48","48","42","095","(40.754595404, -75.3126372576)","POINT (-75.3126372576 40.754595404)","40.7545954","-75.31263726"
"County","Lawrence","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","53","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","6579.57","Lost wages dues to hospitalization for opioid use","201.99","Estimated state income tax revenue lost during hospitalizations due to opioid use","37","37","42","073","(40.9932503514, -80.3375411446)","POINT (-80.3375411446 40.9932503514)","40.99325035","-80.33754114"
"County","Snyder","All","All (21 to 64 years)","2019","2019 Q1","1/1/2019-3/31/2019",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","55","55","42","109","(40.7711373692, -77.0725596804)","POINT (-77.0725596804 40.7711373692)","40.77113737","-77.07255968"
"State","Commonwealth","Male","All (21 to 64 years)","2017","2017 Q3","7/1/2017-9/30/2017","9106","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","1367034.43","Lost wages dues to hospitalization for opioid use","41967.96","Estimated state income tax revenue lost during hospitalizations due to opioid use","0","00","42","000","(39.346129, -75.167756)","POINT (-75.167756 39.346129)","39.346129","-75.167756"
"County","Sullivan","All","All (21 to 64 years)","2017","2017 Q2","4/1/2017-6/30/2017",,"Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11",,"Lost wages dues to hospitalization for opioid use",,"Estimated state income tax revenue lost during hospitalizations due to opioid use","57","57","42","113","(41.4480993958, -76.5147922046)","POINT (-76.5147922046 41.4480993958)","41.4480994","-76.5147922"
"County","Philadelphia","All","All (21 to 64 years)","2019","2019 Annual","1/1/2019-12/31/2019","16265","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3086045.14","Lost wages dues to hospitalization for opioid use","94741.59","Estimated state income tax revenue lost during hospitalizations due to opioid use","51","51","42","101","(40.0044435384, -75.140236002)","POINT (-75.140236002 40.0044435384)","40.00444354","-75.140236"
"County","Northumberland","All","All (21 to 64 years)","2016","2016 Q2","4/1/2016-6/30/2016","54","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","5508.00","Lost wages dues to hospitalization for opioid use","169.10","Estimated state income tax revenue lost during hospitalizations due to opioid use","49","49","42","097","(40.8515092572, -76.7118842273)","POINT (-76.7118842273 40.8515092572)","40.85150926","-76.71188423"
"County","Clearfield","All","All (21 to 64 years)","2016","2016 Q4","10/1/2016-12/31/2016","21","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","2184.00","Lost wages dues to hospitalization for opioid use","67.05","Estimated state income tax revenue lost during hospitalizations due to opioid use","17","17","42","033","(41.0004290024, -78.4755834299)","POINT (-78.4755834299 41.0004290024)","41.000429","-78.47558343"
"County","Adams","All","All (21 to 64 years)","2019","2019 Q4","10/1/2019-12/31/2019","27","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","3336.43","Lost wages dues to hospitalization for opioid use","102.43","Estimated state income tax revenue lost during hospitalizations due to opioid use","1","01","42","001","(39.8720956503, -77.2222427076)","POINT (-77.2222427076 39.8720956503)","39.87209565","-77.22224271"
"County","Chester","All","All (21 to 64 years)","2016","2016 Annual","1/1/2016-12/31/2016","1376","Days hospitalized due to opioid use","Number of days hospitalized not displayed when total is less than 11","253631.86","Lost wages dues to hospitalization for opioid use","7786.50","Estimated state income tax revenue lost during hospitalizations due to opioid use","15","15","42","029","(39.9748705566, -75.7562649818)","POINT (-75.7562649818 39.9748705566)","39.97487056","-75.75626498"
