"name","fullname","featureuri","label","description","symbol","otherid","specificationuri","featuretype","geologichistory","representativeageuri","youngerageuri","olderageuri","intervalsincemovement","observationmethod","positionaccuracymeters","positionaccuracy","displacement","sliprate","slipaccumulationinterval","movementtype","movementsense","dipdirection","datemostrecentevent","recurrenceinterval","totalslip","source","none"
"Lookout Pass fault","Lookout Pass fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2404/","Lookout Pass","Lookout Pass 2404","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2404, Lookout Pass fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Mantua area faults","Mantua area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2373/","Mantua","Mantua 2373","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2373, Mantua area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Maple Grove faults","Maple Grove faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2443/","Maple Grove","Maple Grove 2443","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2443, Maple Grove faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Markagunt Plateau faults","Markagunt Plateau faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2535/","Markagunt Plat.","Markagunt Plat. 2535","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2535, Markagunt Plateau faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Meadow-Hatton area faults","Meadow-Hatton area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2466/","Meadow-Hatton","Meadow-Hatton 2466","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2466, Meadow-Hatton area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Mineral Mountains (northeast side) fault","Mineral Mountains (northeast side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2490/","Mineral Mtns. N.","Mineral Mtns. N. 2490","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2490, Mineral Mountains (northeast side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Mineral Mountains (west side) faults","Mineral Mountains (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2489/","Mineral Mtns. W.","Mineral Mtns. W. 2489","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2489, Mineral Mountains (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Moab fault and Spanish Valley faults","Moab fault and Spanish Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2476/","Moab/Spanish Valley","Moab/Spanish Valley 2476 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE; SW",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2476, Moab fault and deformation zones, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Morgan fault central section","Morgan fault central section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2353b/","Morgan central","Morgan central 2353b","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"25-100 k.y.",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2353b, Morgan fault, central section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional",
"Morgan fault northern section","Morgan fault northern section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2353a/","Morgan north","Morgan north 2353a","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2353a, Morgan fault, northern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regiona",
"Morgan fault southern section","Morgan fault southern section","http://resources.usgin.org/uri-gin/utgs/activefault/id:2353c/","Morgan south","Morgan south 2353c","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2353c, Morgan fault, southern section, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regiona",
"Mountain Home Range (west side) faults","Mountain Home Range (west side) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2480/","Mountain Home Range","Mountain Home Range 2480","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2480, Mountain Home Range (west side) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Needles fault zone","Needles fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2507/","Needles","Needles 2507 gravity and salt flowage","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Black, B.D., DuRoss, C.B., and Hecker, S., compilers, 2004, Fault number 2507, Needles fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfa",
"North Hills faults","North Hills faults and Anticline","http://resources.usgin.org/uri-gin/utgs/activefault/id:2522/","North Hills","North Hills 2522","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2522, North Hills faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"North of Wah Wah Mountains faults","North of Wah Wah Mountains faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2459/","N Wah Wah Mtns.","N Wah Wah Mtns. 2459","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; NE",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2459, North of Wah Wah Mountains faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"North Promontory fault","North Promontory fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2361/","N Promontory","N Promontory 2361","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2361, North Promontory fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfault",
"North Promontory Mountains fault","North Promontory Mountains fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2362/","N Promontory Mtns.","N Promontory Mtns. 2362","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","N",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2362, North Promontory Mountains fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Ogden Valley North Fork fault","Ogden Valley North Fork fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2376/","Ogden V. NFk","Ogden Valley NFk 2376","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2376, Ogden Valley North Fork fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Ogden Valley northeastern margin fault","Ogden Valley northeastern margin fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2379/","Ogden V. NE","Ogden Valley NE 2379","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2379, Ogden Valley northeastern margin fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Ogden Valley southwestern margin faults","Ogden Valley southwestern margin faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2375/","Ogden V. SW","Ogden Valley SW 2375","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2375, Ogden Valley southwestern margin faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfau",
"Oquirrh fault zone","Oquirrh fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2398/","Oquirrh","Oquirrh 2398","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"0.2-1.0 mm/yr",,"dip separation","normal","W",,"20 k.y. (preferred); minimum 5 k.y., maximum 50 k.y.",,"Black, B.D., DuRoss, C.B., McDonald, G.N., and Hecker, S., compilers, 2004, Fault number 2398, Oquirrh fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Paradox Valley graben","Paradox Valley graben faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2286/","Paradox Valley","Paradox Valley 2286","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Widmann, B.L., compiler, 1997, Fault number 2286, Paradox Valley graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Paragonah fault","Paragonah fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2534/","Paragonah","Paragonah 2534","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2534, Paragonah fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Parleys Park faults","Parleys Park faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2388/","Parleys Park","Parleys Park 2388","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; N",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2388, Parleys Park faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Parowan Valley faults","Parowan Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2533/","Parowan Valley","Parowan Valley 2533","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2533, Parowan Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Paunsaugunt fault","Paunsaugunt fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2504/","Paunsaugunt","Paunsaugunt 2504","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2504, Paunsaugunt fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/",
"Pavant faults","Pavant faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2438/","Pavant","Pavant 2438","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW; NW",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2438, Pavant faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pavant Range fault","Pavant Range fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2442/","Pavant Range","Pavant Range 2442","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2442, Pavant Range fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pilot Range faults","Pilot Range faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:1599/","Pilot Range","Pilot Cr. 1599","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","unspecified",,"null",,"Oswald, J.A., Sawyer, T.L., Rowley, P.C., Black, B.D., and Hecker, S., compilers, 1998, Fault number 1599, Pilot Range faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regiona",
"Pine Ridge faults","Pine Ridge faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2512/","Pine Ridge","Pine Ridge 2512 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2512, Pine Ridge faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pine Valley (south end) faults","Pine Valley (south end) faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2482/","Pine Valley S.","Pine Valley S. 2482","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2482, Pine Valley (south end) faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pine Valley faults","Pine Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2481/","Pine Valley","Pine Valley 2481","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2481, Pine Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pleasant Valley fault zone Dry Valley graben","Pleasant Valley fault zone Dry Valley graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2427/","Pleasant V. DV graben","Pleasant Valley DV graben 2427","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2427, Pleasant Valley fault zone, Dry Valley graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pleasant Valley fault zone graben","Pleasant Valley fault zone graben","http://resources.usgin.org/uri-gin/utgs/activefault/id:2426/","Pleasant V. graben","Pleasant Valley graben 2426","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2426, Pleasant Valley fault zone, graben, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pleasant Valley fault zone unnamed faults","Pleasant Valley fault zone unnamed faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2425/","Pleasant V. unnamed","Pleasant Valley unnamed 2425","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2425, Pleasant Valley fault zone, unnamed faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Porcupine Mountain faults","Porcupine Mountain faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2380/","Porcupine","Porcupine 2380","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW; W; E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2380, Porcupine Mountain faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Pot Creek faults","Pot Creek faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2394/","Pot Cr.","Pot Creek 2394","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2394, Pot Creek faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Price River area faults","Price River area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2457/","Price River","Price River 2457","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","N; S",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2457, Price River area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Puddle Valley fault zone","Puddle Valley fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2383/","Puddle V.","Puddle Valley 2383","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2383, Puddle Valley fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"string","free text",,"0..1","Hierarchical path name for the described shear displacement structure feature, from largest to most specific. E.g. Pinto Mountain fault zone/Morongo Valley fault. Use slash '/' as the hierarchical delimiter.",,,,,,,,,,,,,,,,,,,,,,,
"Raft River Mountains fault","Raft River Mountains fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2448/","Raft River Mtns.","Raft River Mtns. 2448","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2448, Raft River Mountains fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Red Canyon fault scarps","Red Canyon fault Scarps","http://resources.usgin.org/uri-gin/utgs/activefault/id:2471/","Red Canyon","Red Canyon 2471","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2471, Red Canyon fault scarps, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Red Hills fault","Red Hills fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2532/","Red Hills","Red Hills 2532","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2532, Red Hills fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Round Valley faults","Round Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2400/","Round V.","Round Valley 2400","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW; NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2400, Round Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Ryan Creek fault zone","Ryan Creek fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2263/","Ryan Cr.","Ryan Cr. 2263","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW",,"null",,"Widmann, B.L., compiler, 1997, Fault number 2263, Ryan Creek fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sage Valley fault","Sage Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2444/","Sage Valley","Sage Valley 2444","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2444, Sage Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Saint John Station fault zone","Saint John Station fault zone","http://resources.usgin.org/uri-gin/utgs/activefault/id:2397/","St. John Sta.","St. John Sta. 2397","2.13.3",,,"Normal fault","late Quaternary",,,,"< 130 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","SW; NE",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2397, Saint John Station fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Saleratus Creek fault","Saleratus Creek fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2365/","Saleratus Cr.","Saleratus Cr. 2365","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","NW",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 1999, Fault number 2365, Saleratus Creek fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Salt and Cache Valleys faults","Salt and Cache Valleys faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2474/","Salt & Cache Valleys","Salt & Cache Valleys 2474 possible salt dissolution","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","NE; SW",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2474, Salt and Cache Valleys faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"San Francisco Mountains (west side) fault","San Francisco Mountains (west side) fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2486/","SF Mtns. W.","SF Mtns. W. 2486","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2486, San Francisco Mountains (west side) fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qf",
"Sand Flat graben faults","Sand Flat graben faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2475/","Sand Flat Graben","Sand Flat Graben 2475 SW margin of Uncompahgre uplift","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","N; S",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2000, Fault number 2475, Sand Flat graben faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Scipio fault zone","Scipio faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2441/","Scipio","Scipio 2441","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2441, Scipio fault zone, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Scipio Valley faults","Scipio Valley faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2440/","Scipio V.","Scipio Valley 2440","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; SE",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2440, Scipio Valley faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"URI","string 255",,"0..1","Identifier for a larger shear displacement structure which the named feature is a part of.",,,,,,,,,,,,,,,,,,,,,,,
"Sevier fault","Sevier fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2355/","Sevier","Sevier 2355","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2355, Sevier fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"Sevier Valley-Marysvale-Circleville area faults","Sevier Valley - Marysvale - Circleville area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2500/","Sevier Valley","Sevier Valley 2500","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2500, Sevier Valley-Marysvale-Circleville area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regio",
"Sevier Valley fault","Sevier Valley fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2502/","Sevier Valley","Sevier Valley 2502","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2502, Sevier Valley fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
