"company","mailing_address","company_city","phone","license","valid_date","description","location_1"
"BLUE STAR GAS SLC CO","880 N WRIGHT RD, SANTA ROSA,CA","NORTH SALT LAKE",,"P3820","2015-11-12T00:00:00.000","CLASS 1","
, UT 84054
(40.84646879200005, -111.91077972599999)"
"PILOT FLYING J #746","2025 SOUTH 900 WEST","SALT LAKE CITY","801 972-3711","P165","2015-12-04T00:00:00.000","CLASS 4","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"MILFORD TRUE VALUE","PO BOX 519","MILFORD","435 387-2496","P1749","2014-03-06T00:00:00.000","CLASS 4","
, UT 84751
(38.39334820700003, -113.01163900999995)"
"ARV'S TRAILER REPAIR","1688 SOUTH 1900 WEST","OGDEN","801 731-2316","P253","2015-08-31T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"PILOT FLYING J #773","EXIT 40, 25 E. FLYING J DRIVE","RICHFIELD","435 896-5422","P411","2016-01-24T00:00:00.000","CLASS 4","
, UT 84701-
(38.76948664300005, -112.07845783299996)"
"CASUAL BARBEQUE & FIREPLACE","555 W 3900 S #A","SALT LAKE CITY","801 263-9646","P698","2015-08-30T00:00:00.000","CLASS 4","
, UT 84123
(40.66343978100008, -111.92140760999996)"
"BENSON INC - DBA GILLY'S","BOX 636","FERRON","435 384-3333","P85","2015-03-15T00:00:00.000","CLASS 4","
, UT 84523
(39.091008360000046, -111.13415778799998)"
"AMERIGAS  PROPANE-DELTA","1020 SOUTH HWY 118","RICHFIELD","801 896-5071","P199","2015-01-28T00:00:00.000","CLASS 1 BRANCH","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"PILOT FLYING J #743","1598 SO MAIN STREET","NEPHI","435 623-2400","P619","2016-01-05T00:00:00.000","CLASS 4","
, UT 84648
(39.71148818100005, -111.83322572299994)"
"RGJ INC GOULDING LODGE","P. O. BOX 360001","MONUMENT  VALLEY","435 727-3225","P176","2015-04-05T00:00:00.000","CLASS 4","
, UT 84536
(37.17861936400004, -110.47821837799995)"
"TITAN PROPANE LLC./COAST GAS","1089 E CHINLE DRIVE","KANAB","435 644-2083","P778","2014-05-27T00:00:00.000","CLASS 1","
, UT 84741
(37.02663976200006, -112.47065975499999)"
"TRIPLE STOP #3, INC.","4795 S 3500 W","ROY","801 731-5062","P125","2015-12-16T00:00:00.000","CLASS 4","
, UT 84067
(41.17165769400003, -112.04526633599994)"
"FLAMING GORGE RECREATION SVCS","1050 SOUTH BLVD","DUTCH JOHN","435 885-3191","P1312","2015-03-11T00:00:00.000","CLASS 4","
, UT 84023
(40.88975808200007, -109.47475673799994)"
"MOWER-MEDIC,  LLC","11273 SOUTH REDWOOD ROAD","SOUTH JORDAN","801 254-7006","P13601","2014-04-07T00:00:00.000","CLASS 4","
, UT 84095
(40.55907709300004, -111.95522913199994)"
"AHERN RENTALS","25 EAST 900 NO.","RICHFIELD","435 896-7368","P752","2015-01-21T00:00:00.000","CLASS 4","
, UT 84701
(38.76948664300005, -112.07845783299996)"
"STRIKE 3 LLC","1085 NO. CHAPPLE DRIVE","SPANISH FORK","801 798-9548","P1564","2015-11-08T00:00:00.000","CLASS 4","
, UT 84660
(40.10587998500006, -111.65030968199994)"
"ABC SUPPLY CO., INC.","PO BOX 572545","SALT LAKE CITY","801 281-3232","P1769","2015-11-27T00:00:00.000","CLASS 4","
, UT 84157-
(40.66363965100004, -111.888276943)"
"PROPANE OF WENDOVER","P.O. BOX 274","WENDOVER","775 664-2291","P29","2015-06-26T00:00:00.000","CLASS 1","
, UT 84083
(39.72560944800006, -113.43988709699994)"
"GOOBER'S SERVICE (EAGLE'S LAND","P.O. BOX 610","BEAVER","435-438-6162","P15801","2015-10-04T00:00:00.000","CLASS 4","
, UT 84713
(38.273908351000046, -112.64125770599998)"
"RUBY'S INN CAMPGROUND","PO BOX 640050","BRYCE","435 834-5341","P342","2015-07-31T00:00:00.000","CLASS 4","
, UT 84764
(37.66289629700003, -112.15985716699998)"
"PARK LANE CHEVRON","697 NO. LAGOON DRIVE","FARMINGTON","801 451-8311","P8951","2015-08-17T00:00:00.000","CLASS 4","
, UT 84025
(40.986347554000076, -111.89954788699998)"
"STATELINE  MARINA/WAHWEAP","P.O. BOX 1926","PAGE","928 645-1007","P550","2015-07-28T00:00:00.000","CLASS 4","
, AZ 86040
(36.91650690800003, -111.46136711699995)"
"TOP STOP AUTOMOTIVE","2729 W 9000 S","WEST JORDAN","801-567-1401","P609","2015-10-04T00:00:00.000","CLASS 4","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"TRAVEL CENTERS OF AMERICA","PO BOX 856","PAROWAN","435 477-3311","P1135","2015-05-28T00:00:00.000","CLASS 4","
, UT 84761
(37.84420903200004, -112.83507971099999)"
"MOUNTAIN STATES L.P. GAS","PO BOX 9372","OGDEN","801 621-1315","P513","2014-12-17T00:00:00.000","CLASS 1","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"AMERIGAS PROPANE - RICHFIELD","1020 SOUTH HIGHWAY 118","RICHFIELD","435 896-5071","P195","2015-04-14T00:00:00.000","CLASS 1 BRANCH","
, UT 84701-
(38.76948664300005, -112.07845783299996)"
"IFA COUNTRY STORE - SLC","2100 S 1147 W","SALT LAKE CITY","801-972-3009","P3880","2015-12-03T00:00:00.000","CLASS 4","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"DIAMOND RENTAL SJ","10255 SO REDWOOD ROAD","SO. JORDAN","801 253-9922","P716","2015-12-26T00:00:00.000","CLASS 4","
, UT 84095
(40.55907709300004, -111.95522913199994)"
"LOOK TRAILERS","1650 N 1350 W","SPRINGVILLE","801-477-9060","P4180","2015-04-09T00:00:00.000","CLASS 3","
, UT 84663
(40.16322971200003, -111.60686831699996)"
"LEE'S ROUNDUP CHEVRON #1","1531 NW STATE ROAD","LEHI","801768-1774","P1015","2015-09-23T00:00:00.000","CLASS 4","
, UT 84043
(40.404816363000066, -111.86183758399994)"
"FOOD RANCH, INC.","PO BOX 539","ORANGEVILLE","435 748-2725","P84","2015-11-10T00:00:00.000","CLASS 4","
, UT 84537
(39.222679407000044, -111.05318861099994)"
"FERRELLGAS","360 SOUTH 2ND EAST","ROOSEVELT","435 789-1832","P36","2015-10-03T00:00:00.000","CLASS 1","
, UT 84066
(40.30802702100004, -110.00722847199995)"
"THOMAS PETRO/CASTLE COUNTRY","352 SOUTH MAIN","PRICE","435 637-0094","P12931","2015-09-23T00:00:00.000","CLASS 4","
, UT 84501
(39.589176276000046, -110.80335948399994)"
"U-HAUL CO. - 720054","4690 SOUTH 4000 WEST","WEST VALLEY CITY","801 966-6312","P288","2015-01-08T00:00:00.000","CLASS 4","
, UT 84120
(40.69013983900004, -111.99896595799999)"
"WRIGHT'S AIR SYSTEMS INC.","1111 SOUTH STATE STREET","PROVO","801-377-4822","P15471","2015-07-08T00:00:00.000","CLASS 4","
, UT 84606-
(40.231859074000056, -111.64507829499996)"
"CRUISE AMERICA","4125 SOUTH STATE STREET","MURRAY","801 288-0930","P1278","2015-04-05T00:00:00.000","CLASS 4","
, UT 84107
(40.661658328000044, -111.88116851399997)"
"UNIVERSAL  RENT-ALL","3790 KIESEL AVE","SOUTH OGDEN","801-392-4000","P16631","2015-05-14T00:00:00.000","CLASS 4","
, UT 84405
(41.16668700800005, -111.97334780499995)"
"DIAMOND RENTAL KAYSVILLE","195 N 600 W","KAYSVILLE","801 773-9995","P773","2015-05-11T00:00:00.000","CLASS 4","
, UT 84037
(41.031609477000075, -111.93460773599998)"
"BEAR LAKE PROPANE","P.O. BOX 282","GARDEN CITY","435-535-6920","P16061","2016-01-17T00:00:00.000","CLASS 1","
, UT 84028
(41.94420836200004, -111.39351985599995)"
"MILFORD CHEVRON","PO BOX 355","MILFORD","435 387-5566","P1761","2015-04-01T00:00:00.000","CLASS 4","
, UT 84751
(38.39334820700003, -113.01163900999995)"
"ROOFERS SUPPLY, INC.","125 SO 1550 WEST","LINDON","801 785-5522","P1360","2015-06-22T00:00:00.000","CLASS 4","
, UT 84042
(40.33973687100007, -111.71551952399994)"
"SLIM OLSON'S DISTRIBUTING","2301 SOUTH MAIN","BOUNTIFUL","801 295-3421","P57","2014-08-24T00:00:00.000","CLASS 4","
, UT 84010
(40.87738785100004, -111.875015986)"
"LIZZIE & CHARLIES RV PARK","PO BOX 220","MARYSVALE","435 326-4213","P4401","2015-10-11T00:00:00.000","CLASS 4","
, UT 84750
(38.451197610000065, -112.23178873299997)"
"PEARL VALLEY 1 INC, DBA FASTRA","2690 S 700 E","SALT LAKE CITY","801-710-3184","P16451","2015-04-13T00:00:00.000","CLASS 4","
, UT 84106
(40.705429914000035, -111.85817908999996)"
"BEST LUBE LLC","2830 JUNIPER CIR","LOGAN","801-645-7737","P3900","2015-12-16T00:00:00.000","CLASS 4","
, UT 84341
(41.762209116000065, -111.82021677699998)"
"BIG ""T"" PROPANE","HC 63 BOX 40","DUCHESNE","801 738-2608","P382","2015-12-26T00:00:00.000","CLASS 1","
, UT 84021
(40.163438273000054, -110.39723616499998)"
"SAV ON PROPANE/SEARLE GAS","P.O. BOX 1760","VERNAL","435 789-3198","P45","2015-08-30T00:00:00.000","CLASS 1","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"PILOT FLYING J #742","1605 E SADDLE BACK BLVD","LAKE POINT","801 508-7400","P1176","2015-08-25T00:00:00.000","CLASS 4","
, UT 84074
(40.55690893600007, -112.298606227)"
"AMERIGAS PROPANE - KANAB","1719 S HWY 89 A","KANAB","435 644-2915","P192","2015-05-27T00:00:00.000","CLASS 1","
, UT 84741
(37.02663976200006, -112.47065975499999)"
"GREEN RIVER KOA","PO BOX 261, GR 84525","GREEN RIVER","435 564-8195","P8941","2015-06-26T00:00:00.000","CLASS 4","
, UT 84525
(38.99553989900005, -110.16248855299995)"
"AHERN RENTALS","428 NO. 800 WEST","CEDAR CITY","435 586-4888","P11221","2015-03-01T00:00:00.000","CLASS 4","
, UT 84720
(37.663739228000054, -113.09704878299999)"
"DIAMOND RENTAL TOOELE","1601 N MAIN","TOOELE","435 843-7811","P1803","2015-05-13T00:00:00.000","CLASS 4","
, UT 84074
(40.55690893600007, -112.298606227)"
"JUNCTION MARKET XII, LLC","50 W CANYON CREST, ALPINE, UT","CEDAR VALLEY","801-763-7806","P4650","2015-07-15T00:00:00.000","CLASS 4","
, UT 84013
(40.294839929000034, -112.09894887899998)"
"FAST N EASY MARKET","7360 SO. UNION PARK AVENUE","MIDVALE","801 233-6579","P10381","2015-06-30T00:00:00.000","CLASS 4","
, UT 84047
(40.617148092000036, -111.88374944699996)"
"RAMSAY OIL INC.","P O BOX 99","ORDERVILLE","435 648-2326","P261","2014-09-13T00:00:00.000","CLASS 4","
, UT 84758
(37.27601700800005, -112.63892878299998)"
"SUBURBAN PROPANE SLC","3245 WEST 2100 SOUTH","SALT LAKE CITY","801 972-6674","P502","2015-05-18T00:00:00.000","CLASS 1","
, UT 84119
(40.69923828100008, -111.94877679899997)"
"IFA COUNTRY STORE - OGDEN","1069 W 12TH STREET","OGDEN","801-394-8831","P4870","2015-08-25T00:00:00.000","CLASS 4","
, UT 84404
(41.26585741300005, -111.98805999399997)"
"THE BIG G ON 40","PO BOX 270027","FRUITLAND","435-548-2636","P3620","2015-08-28T00:00:00.000","CLASS 4","
, UT 84027
(40.20897827500005, -110.83974890499996)"
"SRISAI CORPORATION (CHEVRON)","7198 W 3500 S","WEST VALLEY CITY","801-250-7808","P2450","2015-12-19T00:00:00.000","CLASS 4","
, UT 84120
(40.69013983900004, -111.99896595799999)"
"HIGH DESERT GARDENS IFA","340 WEST MAIN STREET","DUCHESNE","435 738-3555","P10501","2015-08-11T00:00:00.000","CLASS 4","
, UT 84021
(40.163438273000054, -110.39723616499998)"
"LOVE'S TRAVEL STOP #518","PO BOX 26210, OKC, OK 73126","SPRINGVILLE","405-751-9000","P3870","2015-12-02T00:00:00.000","CLASS 4","
, UT 84663
(40.16322971200003, -111.60686831699996)"
"AHERN RENTALS","1401 MINERAL AVE LV, NV 89106","SALT LAKE CITY","801 973-9969","P571B","2015-04-03T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"V-1 PROPANE/HERITAGE OPER.","62 EVANS AVENUE","MALAD CITY","435 257-6124","P1890","2015-01-29T00:00:00.000","CLASS 1","
, ID 83252-
(42.18469572600003, -112.28697899199994)"
"CANYONLANDS CAMPGROUND LLC","555 SOUTH MAIN STREET","MOAB","435 259-6848","P2320","2015-03-16T00:00:00.000","CLASS 4","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"THUNDERBIRD  RESORT","PO BOX 5536","MT. CARMEL","435-648-2009","P2980","2014-05-03T00:00:00.000","CLASS 4","
, UT 84755
(37.24222590000005, -112.67054738799999)"
"AMERIGAS PROPANE - SG","3807 S 1600 E CIRCL 7B","ST GEORGE","435 628-1679","P197","2015-02-12T00:00:00.000","CLASS 1","
, UT 84790
(37.08085674100005, -113.55843622699996)"
"UTAH LP GAS","P.O. BOX 16188, SLC, UT 84116","COALVILLE","435 336-2147","P203","2015-03-16T00:00:00.000","CLASS 1 BRANCH","
, UT 84017
(40.83343812100003, -111.43928579899995)"
"OWENS BROTHERS GEN STORE","PO BOX 392","PANGUITCH","435 676-2859","P1506","2015-09-04T00:00:00.000","CLASS 4","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"WASATCH PROPANE INC.","201 W 2700 S","SALT LAKE CITY","801-943-8646","P679","2015-05-09T00:00:00.000","CLASS 1","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"LAKE PHILGAS SERVICE","70 N 400 E","DELTA","435 864-2525","P618","2015-12-20T00:00:00.000","CLASS 1","
, UT 84624
(39.35765700300004, -112.59567859799995)"
"WEST WINDS TRUCK STOP","P.O. BOX 570","GREEN RIVER","(801)564-3495","P133","2015-03-02T00:00:00.000","CLASS 4","
, UT 84525
(38.99553989900005, -110.16248855299995)"
"DIAMOND RENTAL","328 WEST WHITNEY AVE","SALT LAKE CITY","801-596-1690","P17031","2015-08-02T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"BLUE FLAME PROPANE LLC","1000 W LARK LANE","SANTAQUIN","801-885-0976","P15671","2015-10-06T00:00:00.000","CLASS 1","
, UT 84655
(39.98014856100008, -111.79562838999999)"
"JACK'S MOTOR SERVICE","P. O. BOX 239","HUNTINGTON","435 687-2288","P131","2015-07-28T00:00:00.000","CLASS 4","
, UT 84528
(39.32829780000003, -110.96376839699997)"
"INDUSTRIAL TOOL & SUPPLY","839 NORTH MAIN","LOGAN","435-753-4256","P15391","2015-12-01T00:00:00.000","CLASS 4","
, UT 84321
(41.72839628400004, -111.83498979499996)"
"PROVO RIVER RV PARK","320 NORTH 2050 WEST","PROVO","801-318-0440","P229","2015-05-23T00:00:00.000","CLASS 4","
, UT 84601
(40.23455732300005, -111.67783963599999)"
"C-A-L RANCH STORES - WJ","2735 WEST 7800 SOUTH","WEST JORDAN","801-569-2368","P16201","2015-02-09T00:00:00.000","CLASS 4","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"MARKEE LEE'S INC.","9475 E 6000 S","JENSEN","435-789-1530","P15611","2015-09-26T00:00:00.000","CLASS 4","
, UT 84035
(40.365229018000036, -109.36466733299994)"
"ACE RENTS INC-SPAN FRK","96 WEST ARROWHEAD TRAIL","SPANISH FORK","801 798-9226","P1039","2015-11-10T00:00:00.000","CLASS 4","
, UT 84061
(40.73734832400004, -111.35646999499994)"
"PASKETT AUTO CARE","4852 SO 1900 WEST","ROY","801 728-3455","P9991","2015-04-24T00:00:00.000","CLASS 4","
, UT 84067
(41.17165769400003, -112.04526633599994)"
"DIAMOND RENTAL PC","6450 SILVER CREEK DR.","PARK CITY","435 645-7840","P2372","2015-06-22T00:00:00.000","CLASS 4","
, UT 84098
(40.72696810600007, -111.53960763099997)"
"FARM & CITY GENERAL STORE","850 SO HWY 191","MOAB","435-259-0169","P14521","2014-12-27T00:00:00.000","CLASS 4","
, UT 84532
(38.552297198000076, -109.52510666099994)"
"PANGUITCH KOA","PO BOX 384","PANGUITCH","435 676-2225","P2056","2015-03-30T00:00:00.000","CLASS 4","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"C-A-L RANCH STORES - SG","2849 E 850 N","ST GEORGE","435-634-6910","P2597","2015-11-13T00:00:00.000","CLASS 4","
, UT 84770
(37.115977420000036, -113.60079568499998)"
"ALL ABOUT FUEL & FOOD","PO BOX 277","LEHI","`","P13431","2015-02-11T00:00:00.000","CLASS 4","
, UT 84043
(40.404816363000066, -111.86183758399994)"
"DJB GAS SERVICES INC.","PO BOX 1811, SLC, UT 84110","SALT LAKE CITY","801-908-7800","P5130","2015-10-14T00:00:00.000","CLASS 4","
, UT 84104
(40.746577116000026, -111.93907874699994)"
"DALLAS GREEN, INC.","PO BOX 310, HOOPER 84315","WEST HAVEN","801-731-0331","P3140","2015-06-06T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"L.W. MILLER TRANSP. SVCS INC.","1674 W 1100 SOUTH","PERRY","435 753-8350","P2353","2015-06-15T00:00:00.000","CLASS 4","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"QUAIL LAKE QUIK STOP","4390 W STATE","HURRICANE","435 635-2243","P141","2014-11-04T00:00:00.000","CLASS 4","
, UT 84737
(37.16024868100004, -113.30529620599998)"
"GARKANE PROPANE, INC.","PO BOX 397","HATCH","888 735-4288","P794","2015-02-23T00:00:00.000","CLASS 1","
, UT 84735
(37.65295927000005, -112.43434854399999)"
"UNIVERSAL  RENT-ALL","735 NO. MAIN","CLEARFIELD","801 825-7347","P1637","2015-04-11T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"KEN BETTRIDGE DIST.#5","PO BOX 338","CEDAR CITY","801-586-2411","P661","2015-11-16T00:00:00.000","CLASS 4","
, UT 84721
(37.72021995500006, -113.07851733399997)"
"BIG WYOMING TRUCKING INC.","50 DALLEY RD","RIVERTON","307 856-0054","P534","2015-04-20T00:00:00.000","CLASS 1","
, WY 82501
(43.03970590800003, -108.40060620299994)"
"GRASS VALLEY MERCANTILE","PO BOX 440074","KOOSHAREM","435 638-7304","P2343","2015-06-07T00:00:00.000","CLASS 4","
, UT 84744
(38.59857585200007, -111.85488991999995)"
"AMERICAN  CAMPGROUND","418 E. 620 SOUTH","AMERICAN FORK","801 756-5502","P330","2015-05-03T00:00:00.000","CLASS 4","
, UT 84003
(40.39478809000008, -111.79577612099996)"
"DILL RENTAL & SALES","2996 W 7800 S","WEST JORDAN","801 566-1269","P164","2015-03-29T00:00:00.000","CLASS 4","
, UT 84088
(40.595488240000066, -111.96099929999997)"
"GRUMPS GENERAL STORE LLC","P. O. BOX 399","HENEFER","435 336-6660","P151","2015-03-31T00:00:00.000","CLASS 4","
, UT 84033
(41.016036977000056, -111.49755666799996)"
"BRIAN FARM SERVICE CENTER","P 0 BOX 190","LOA","435 836-2884","P588","2015-05-19T00:00:00.000","CLASS 4","
, UT 84747
(38.40049574100004, -111.63960793299998)"
"PRO STOP - SOLUTIONS OPER MGMT","13893 S BANGERTER PKWY","DRAPER","801-707-2234","P16101","2015-02-02T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"DIAMOND RENTAL OGD","1639 SO 1900 WEST","OGDEN","801 393-5353","P10291","2015-06-19T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"GUNNISON IMPLEMENT CO.","BOX 309","GUNNISON","435 528-7544","P1705","2015-09-26T00:00:00.000","CLASS 4","
, UT 84634
(39.15359816400007, -111.82125957799997)"
"PELICAN STATION","PO BOX 695, ROOSEVELT,UT 84066","VERNAL","435-725-3400","P2270","2015-01-03T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"V-1 PROPANE","201 INDUSTRIAL DRIVE","ROCK SPRINGS","307-382-3256","P4270","2015-03-07T00:00:00.000","CLASS 1","
, WY 82901
(41.59386622300008, -109.23518616899997)"
"SOUTH FORK MERCANTILE - HTSVL","P.O. BOX 607, MORGAN, UT 84050","HUNTSVILLE","801 745-4200","P1750","2015-03-18T00:00:00.000","CLASS 4","
, UT 84317
(41.26421934600006, -111.74102905099994)"
"GOLDEN SPIKE R.V. PARK","905 W. 1075 SOUTH","BRIGHAM CITY","435 723-8858","P483","2015-08-02T00:00:00.000","CLASS 4","
, UT 84302
(41.50616663200003, -112.02115590099999)"
"DRYWASH INC/DBA SUNNY SHOPPER","PO BOX 406","ELSINORE","435-527-4644","P3290","2015-07-03T00:00:00.000","CLASS 4","
, UT 84724
(38.66554976700007, -112.14352863599998)"
"FOWERS TIRE FACT. & QUIK LUBE","1275 SO. 1000 EAST","CLEARFIELD","801 223-9140","P11881","2015-06-16T00:00:00.000","CLASS 4","
, UT 84015
(41.12252871700008, -112.04219876299999)"
"IVERSON'S AUTO REPAIR","2012 HARRISON BLVD.","OGDEN","801 394-3545","P121","2014-12-08T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"HITE MARINA","P.O. BOX 501, HITE","LAKE POWELL","435 684-2278","P533","2015-05-13T00:00:00.000","CLASS 4","
, UT 84533
(37.81197778100005, -110.51222673599995)"
"AUTO MOTORWORKS LLC","185 ASPEN DRIVE","PARK CITY","435-649-3136","P3420","2015-07-30T00:00:00.000","CLASS 4","
, UT 84098
(40.72696810600007, -111.53960763099997)"
"GAS N GO (FRAMPS LLC)","MAPLETON","UT","801 226-1463","P11581","2015-05-05T00:00:00.000","CLASS 4","
, UT 84664
(40.131828358000064, -111.58224951499994)"
"STOTZ EQUIPMENT (CROSSROADS)","827 SO. HWY 18","BERYL","435 439-5544","P235","2014-05-17T00:00:00.000","CLASS 4","
, UT 84714
(37.76268803900007, -113.71114578999999)"
"PROPANE ADVANTAGE LLC","1764 SWIFT CREEK DR.","LAYTON","360 609-7488","P11071","2016-01-27T00:00:00.000","CLASS 1","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"PROPANE PIT STOP","904 DRAPER PARKWAY #A","DRAPER","801-576-9064","P3110","2015-05-24T00:00:00.000","CLASS 4","
, UT 84020
(40.51478845200006, -111.87356909899995)"
"BUILDERS RENT ALL","88 E. 8000 SOUTH","MIDVALE","(801)566-3633","P16","2014-10-12T00:00:00.000","CLASS 4","
, UT 84047
(40.617148092000036, -111.88374944699996)"
"PROPANE NETWORK, INC.","PO BOX 251","LEVAN","801 380-1588","P9281","2015-10-30T00:00:00.000","CLASS 1","
, UT 84639
(39.55821811200008, -111.86388842699995)"
"EAGLES LANDING (G & G SERVICE)","810 NORTH 800 WEST","SCIPIO","435-758-2345","P15691","2015-01-24T00:00:00.000","CLASS 4","
, UT 84656
(39.241706186000044, -112.10525782699995)"
"SILVER EAGLE 2","PO BOX 367","PANGUITCH","702-277-1658","P5170","2015-10-29T00:00:00.000","CLASS 4","
, UT 84759
(37.81200819600008, -112.43351864799996)"
"ALTITUDE EQUIPMENT RENTAL","60 W 1000 S","HEBER","435-654-1331","P3270","2015-07-01T00:00:00.000","CLASS 4","
, UT 84032
(40.50332632800007, -111.39879903799999)"
"FERRELL GAS","2844 I-70 BUSINESS LOOP","GRAND JUNCTION","970-243-2720","P4760","2015-08-11T00:00:00.000","CLASS 1","
, CO 81501
(39.07749973800003, -108.54862750499996)"
"JUNCTION MARKET X","50 W CANYON CREST, ALPINE, UT","SPRINGDALE","435-772-3677","P5090","2015-10-02T00:00:00.000","CLASS 4","
, UT 84767
(37.18051813200003, -112.99701806599995)"
"PROPANE ADVANTAGE/MORONI FEED","P. O. BOX 310","MORONI","435 544-2624","P90","2015-11-15T00:00:00.000","CLASS 1 BRANCH","
, UT 84646
(39.52484846900006, -111.57903855599994)"
"DIAMOND RENTAL OREM","1350 SANDHILL RD","OREM",,"P14221","2015-07-05T00:00:00.000","CLASS 4","
, UT 84058
(40.28155724700008, -111.70671654299997)"
"PEAK RECREATION REPAIR","1975 WEST E AVENUE","TOOELE","435-882-2508","P4660","2015-07-15T00:00:00.000","CLASS 4","
, UT 84074
(40.55690893600007, -112.298606227)"
"MAIN STREET SERVICE","45 NORTH MAIN","LAYTON","801 544-4134","P272","2015-11-28T00:00:00.000","CLASS 4","
, UT 84041
(41.07592853300008, -111.97750597599997)"
"JEWELS COUNTRY JUNCTION","PO BOX 339","LEVAN","435 623-1300","P14171","2014-08-20T00:00:00.000","CLASS 4","
, UT 84639
(39.55821811200008, -111.86388842699995)"
"VALLEY WIDE COOPERATIVE","PO BOX 365","RUPERT","208-436-0141","P3790","2015-10-25T00:00:00.000","CLASS 1","
, ID 83350
(42.634177855000075, -113.65385689299995)"
"HALE'S OIL CO., INC.","PO BOX 538","GRANTSVILLE","435 884-1014","P1133","2015-05-18T00:00:00.000","CLASS 4","
, UT 84029
(40.59693947100004, -112.45659931699998)"
"RESORT RETAILERS, INC DBA 7-11","PO BOX 681030","PARK CITY","435 783-4359","P636","2015-06-28T00:00:00.000","CLASS 4","
, UT 84068
(40.66529944300004, -111.51388954399994)"
"SAGEBRUSH INN","PO BOX 436","TABIONA","435 848-5637","P1040","2015-12-03T00:00:00.000","CLASS 4","
, UT 84072
(40.375548406000064, -110.73166689399994)"
"TOP STOP C-30/WIND RIVER PETRO","114 SOUTH 850 EAST","LEHI","801 272-9229","P1854","2015-09-05T00:00:00.000","CLASS 4","
, UT 84043
(40.404816363000066, -111.86183758399994)"
"CANNONVILLE BRYCE VALLEY KOA","RED ROCK RD @ HWY 12","CANNONVILLE","435 679-8988","P1327","2014-05-25T00:00:00.000","CLASS 4","
, UT 84718
(37.56626772000004, -112.05584642499997)"
"MILT'S ACE/THE DIRK LABRUM CO.","PO BOX 810","VERNAL","435 789-5071","P13001","2015-10-04T00:00:00.000","CLASS 4","
, UT 84078
(40.44988710500007, -109.53864569899997)"
"ADVANCED RV SUPPLY","4615 WEST 3500 SOUTH","WEST VALLEY","801 965-0661","P12301","2015-02-24T00:00:00.000","CLASS 4","
, UT 84120
(40.69013983900004, -111.99896595799999)"
"NORCO WELDING","1784 WEST 2900 SOUTH","OGDEN","801 399-4444","P2182","2015-02-01T00:00:00.000","CLASS 4","
, UT 84401
(41.216128825000055, -111.99699766999998)"
"AQUANUTS, INC.","PO BOX 410041","BIG WATER","435 675-9161","P1915","2015-03-29T00:00:00.000","CLASS 4","
, UT 84741
(37.02663976200006, -112.47065975499999)"
"PILOT FLYING J #772","885 W. NORTH POINT CIRCLE","NORTH SALT LAKE","801 936-1408","P1179","2015-08-25T00:00:00.000","CLASS 4","
, UT 84054-
(40.84646879200005, -111.91077972599999)"
"U-HAUL CO. - 720050","2100 SOUTH 415 WEST","SALT LAKE CITY","801 487-6321","P370","2015-03-07T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"LEGACY RV CENTER LLC","3711 S STATE STREET","SOUTH SALT LAKE","801-265-3711","P3350","2015-07-18T00:00:00.000","CLASS 4","
, UT 84115
(40.715458186000035, -111.88832908299997)"
"OFFSHORE MARINA INC.","HCR 60 BOX 330330","LAKE POWELL","435 788-2142","P798","2015-08-26T00:00:00.000","CLASS 4","
, UT 84533
(37.81197778100005, -110.51222673599995)"
"U-HAUL CO. - 720053","551 WEST COLUMBIA LANE","PROVO","801-374-6911","P606","2015-06-20T00:00:00.000","CLASS 4","
, UT 84604
(40.26713617400003, -111.65752673599997)"
"SUPERIOR ENERGY SYSTEMS, LTD","13660 STATION ROAD","COLUMBIA  STATION","440-236-6009","P3960","2016-01-31T00:00:00.000","CLASS 1","
, OH 44028
(41.31291816800007, -81.93569910299999)"
