"tcad_or_wcad_property_id_s","auditor","company","duct_system_1_type","duct_system_2_type","duct_system_1_rvalue","duct_system_2_rvalue","duct_system_1_return_sizing","duct_system_2_return_sizing","duct_system_1_leakage","duct_system_2_leakage","system_1_location_air_handler","system_2_location_air_handler","system_1_air_handler_type","system_2_air_handler_type","system_1_age_years","system_2_age_years","system_1_eer","system_2_eer","system_1_sqft_ton","system_2_sqft_ton","water_heater_fuel_type","water_heating_tank_type","toilet_type","programmable_thermostat_present","window_screen_area_recommended_sqft","furnace_fuel_type","audit_date","attic_r_value","recommended_additional_r_value","year_built","bedrooms","conditioned_sqft","attic_sqft","home_type","as_of","location_1"
"322193","Beau Delozier","GREENLIFE ENERGY SOLUTIONS","Mylar_Flex","Mylar_Flex","7","7","Adequate","Adequate","26","9","Closet","Attic","Up Flow","Horizontal",,,,,"469","465.2","Gas","Tank","Standard","Y","0","Gas","2010-04-22T00:00:00.000","45","0","1990","4","2380","1100","Single Family","2014-05-20T00:00:00.000","7911 HENRY KINNEY ROW
Austin, Tx 78749
(30.219484624000472, -97.87158563899965)"
"465388","Andy Pell","1 EARTH ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"9",,"Attic",,"Horizontal",,"13",,"11",,"466",,"Elec","Tank","Water_Saving","Y","0","Elec","2013-02-14T00:00:00.000","27","0","2001","3","1863","1863","Single Family","2014-05-20T00:00:00.000","9205 ROCK CASTLE COVE
Austin, Tx 78749
(30.20393569500044, -97.87253908799966)"
"124589","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex","Duct_Board","6","6","Adequate","Adequate","17.9","24.3","Attic","Attic","Horizontal","Horizontal",,,"9.5","10","483","483","Gas","Tank","Water_Saving","Y","350","Gas","2013-02-04T00:00:00.000","30","8","1956","4","3140","600","Single Family","2014-05-20T00:00:00.000","4505 EDGEMONT DR
Austin, Tx 78731
(30.32525239700044, -97.76589721999966)"
"545111","Stephen Standley","AUSTIN AUDITORS","Mylar_Flex",,"6",,"Adequate",,"20",,"Closet",,"Up Flow",,"17",,"9",,,,"Elec","Tank","Water_Saving","N","44","Gas","2013-09-16T00:00:00.000","16","22","1972","4","1409","414","Single Family","2014-05-20T00:00:00.000","6204 PARLIAMENT DR
Austin, Tx 78724
(30.28812589600045, -97.66094668899967)"
"220882","Brady Zaitoon","1 EARTH ENERGY AUDITS","Duct_Board",,"6",,"Adequate",,"16.5",,"Attic",,"Horizontal",,"9",,,,"553",,"Elec","Tank","Water_Saving","Y","210","Elec","2011-11-03T00:00:00.000","22","16","1940","2","1106","1102","Single Family","2014-05-20T00:00:00.000","2606 SWEENEY LANE
Austin, Tx 78723
(30.308006210000485, -97.6820185199997)"
"330851","Gene Bautista","GREEN COLLAR OPERATIONS","Duct_Board",,"4",,"Adequate",,,,"Garage",,"Up Flow",,,,,,"357",,"Gas","Tank","Standard","Y","0","Gas","2012-02-27T00:00:00.000","20.3","18","1981","3","1072","1072","Single Family","2014-05-20T00:00:00.000","3211 KITTYHAWK COVE
Austin, Tx 78745
(30.202155527000457, -97.83128254999968)"
"313010","Chad Roesch","A-1 ENERGY AUDITS",,,,,,,,,,,,,,,,,,,"Gas","Tank","Water_Saving","N","0","Elec","2010-10-18T00:00:00.000","11","27","1951","3","1041","1041","Single Family","2014-05-20T00:00:00.000","4703 EVERGLADE
Austin, Tx 78745
(30.224234106000438, -97.79064545899968)"
"547399","Hd Perkins","TEXAS ENERGY SYSTEMS","Duct_Board",,"6",,"Adequate",,"18",,"Closet",,"Up Flow",,"11",,"11",,"729",,"Gas","Tank","Standard","Y","76","Gas","2011-12-05T00:00:00.000","22","16","1984","2","1458","1100","Condo","2014-05-20T00:00:00.000","8604 CIMA OAK A19
Austin, Tx 78759
(30.37611094400046, -97.74702957599965)"
"253837","William Marshall","AUSTIN AUDITORS","Grey_Flex",,"6",,"Adequate",,"16",,"Attic",,"Horizontal",,"14",,"9.5",,"383",,"Gas","Tank","Water_Saving","Y","24","Gas","2011-05-11T00:00:00.000","27","0","1983","3","2487","1032","Single Family","2014-05-20T00:00:00.000","8707 MOUNTAINWOOD CIR
Austin, Tx 78759
(30.37815405100048, -97.74625023499965)"
"231433","Charles Hughes","ENERGO CONSULTANTS, LLC","Mylar_Flex",,"4",,"Inadequate",,"16.3",,"Closet",,"Up Flow",,"26",,"8.5",,"373.3",,"Gas","Tank","Standard","N","210","Gas","2009-05-26T00:00:00.000","23.5","12","1964","3","1120","620","Single Family","2014-05-20T00:00:00.000","7000 TWIN CREST DR
Austin, Tx 78752
(30.33261705600046, -97.70891645999967)"
"112682","Paul Anders","ATX QUALITY ENERGY SERVICES","Mylar_Flex","Mylar_Flex","8","8","Adequate","Adequate","25","14",,"Attic","Horizontal","Horizontal",,"7","11","13","482","293","Gas","Tankless","Water_Saving","Y","230","Gas","2010-03-22T00:00:00.000","21","17","1932","4","2714","1266","Single Family","2014-05-20T00:00:00.000","1515 FOREST TRL
Austin, Tx 78703
(30.288086810000436, -97.76533936399966)"
"465408","Jon Beard","CONSERVATION SPECIALISTS OF AUSTIN, LLC","Mylar_Flex",,"4",,"Adequate",,"8",,"Closet",,"Up Flow",,"13",,"9",,"474",,"Gas","Tank","Water_Saving","Y","0","Gas","2013-07-09T00:00:00.000","30","8","2002","3","1894","1894","Single Family","2014-05-20T00:00:00.000","5322 TAMONGO WAY
Austin, Tx 78749
(30.20555478300048, -97.86701737099969)"
"342291","Rob Scott","GREEN COLLAR OPERATIONS","Grey_Flex",,"6",,"Inadequate",,,,"Closet",,"Up Flow",,"20",,,,"646",,"Gas","Tank","Standard","Y","0","Gas","2010-06-15T00:00:00.000","38","0","1983","3","1616","1616","Single Family","2014-05-20T00:00:00.000","2618 MONARCH DR
Austin, Tx 78748
(30.18059572000044, -97.83172907199969)"
"221684","Vance Acker","GREEN LEAF ENERGY","Mylar_Flex","Mylar_Flex","8","8","Adequate","Adequate","14.4","17.6","Attic","Attic","Horizontal","Horizontal","20",,"12.5","7","572","312","Gas","Tank","Water_Saving","Y","134","Gas","2012-02-20T00:00:00.000","30","8","1940","3","2186","450","Single Family","2014-05-20T00:00:00.000","512 E 49 ST
Austin, Tx 78751
(30.311605630000486, -97.72014821699969)"
"712408","Jason French","GREEN AUSTIN ENERGY AUDITS","Duct_Board",,"6",,"Adequate",,"25",,"Attic",,"Horizontal",,"6",,"13",,"421",,"Elec","Tank","Water_Saving","N","48","Elec","2013-09-09T00:00:00.000",,,"1982","2","841",,"Condo","2014-05-20T00:00:00.000","8888 TALLWOOD DR 1208
Austin, Tx 78759
(30.377006357000482, -97.74016947599966)"
"312919","Scott Young","ACCOUNTABLE ENERGY SOLUTIONS, LLC","Mylar_Flex",,"6",,"Adequate",,"30",,"Closet",,"Up Flow",,"19",,"11.5",,"632",,"Gas","Tankless","Water_Saving","Y","0","Gas","2012-05-01T00:00:00.000","25","13","1958","3","948","948","Single Family","2014-05-20T00:00:00.000","4805 LANSING DR
Austin, Tx 78745
(30.223176428000443, -97.7919340959997)"
"124300","Joseph E. Biddle","QUALITY HOME INSPECTIONS","Grey_Flex",,"6",,"Inadequate",,"39",,"Closet",,"Up Flow",,"22",,,,"333",,"Elec","Tank","Water_Saving","N","0","Elec","2009-06-04T00:00:00.000","18","20","1950","3","1000","1000","Single Family","2014-05-20T00:00:00.000","4902 WEST PARK DR
Austin, Tx 78731
(30.32636100500048, -97.75321219399967)"
"160779","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","9.5","29","Attic","Attic","Horizontal","Horizontal",,,"10","10","647","462","Gas","Tank","Water_Saving","Y","141","Gas","2013-04-11T00:00:00.000","30","8","1993","4","2772","1100","Single Family","2014-05-20T00:00:00.000","7534 FIREOAK DR
Austin, Tx 78759
(30.417284574000462, -97.77553831399968)"
"167588","Chad Garrett","AUSTIN INSPECTORS EXCHANGE","Duct_Board",,"6",,"Adequate",,"10.5",,"Garage",,"Up Flow",,,,,,"542",,"Gas","Tank","Water_Saving","N","174","Gas","2010-11-22T00:00:00.000","22","16","1975","4","1628","1628","Single Family","2014-05-20T00:00:00.000","11704 CHARING CROSS
Austin, Tx 78759
(30.429046945000437, -97.76990881499967)"
"114088","William Marshall","AUSTIN AUDITORS","Duct_Board",,"6",,"Adequate",,"20",,"Closet",,"Up Flow",,"15",,"11",,"350",,"Elec","Tank","Water_Saving","N","24","Elec","2012-12-06T00:00:00.000","11","27","1974","3","1521","771","Condo","2014-05-20T00:00:00.000","2112 HARTFORD RD
Austin, Tx 78703
(30.28803232700045, -97.75983185899969)"
"200864","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"12.8",,"Closet",,"Up Flow",,,,"9.5",,"322",,"Gas","Tank","Water_Saving","N","82","Gas","2013-03-18T00:00:00.000","30","8","1956","2","804","800","Single Family","2014-05-20T00:00:00.000","3016 EAST 14 1/2 ST
Austin, Tx 78702
(30.278707470000484, -97.7035558229997)"
"423691","Gene Bautista","GREEN COLLAR OPERATIONS","Duct_Board",,"6",,"Adequate",,"9.8",,"Closet",,"Up Flow",,"20",,,,"493",,"Elec","Tank","Water_Saving","Y","0","Elec","2012-01-24T00:00:00.000",,"0","1985","2","1480","740","Condo","2014-05-20T00:00:00.000","4711 K-262 SPICEWOOD SPRINGS RD
Austin, Tx 78759
(30.40125117700046, -97.75332664499967)"
"116254","Chad Roesch","A-1 ENERGY AUDITS","Mylar_Flex",,"8",,"Adequate",,"12.4",,"Attic",,"Horizontal",,"15",,"12",,"379",,"Gas","Tank","Water_Saving","Y","0","Gas","2012-01-23T00:00:00.000","13.2","24.8","1950","3","1898","1898","Single Family","2014-05-20T00:00:00.000","3311 BRIDLE PATH
Austin, Tx 78703
(30.29512575600046, -97.77735401399968)"
"225901","Jay Hill","ADVANCED ENERGY SOLUTIONS","Sheet_Metal",,"6",,"Adequate",,"22.4",,"Closet",,"Up Flow",,"20",,"12.5",,"576",,"Elec","Tankless","Water_Saving","Y","0","Elec","2012-11-29T00:00:00.000","26","12","1968","4","2306",,"Single Family","2014-05-20T00:00:00.000","7108 LANGSTON
Austin, Tx 78723
(30.318767756000454, -97.66822725499969)"
"503461","James Davis","ENERGY AUDIT MASTERS","Grey_Flex",,"5",,"Adequate",,"7.7",,"Attic",,"Horizontal",,"9",,"9.5",,"397",,"Gas","Tank","Water_Saving","N","58","Gas","2010-04-21T00:00:00.000","13","25","1981","2","1987","1000","Duplex","2014-05-20T00:00:00.000","11436 PTARMIGAN DR B
Austin, Tx 78758
(30.393055107000464, -97.70534072799967)"
"266881","Jay Hill","ADVANCED ENERGY SOLUTIONS","Mylar_Flex",,"6",,"Adequate",,"6.5",,"Closet",,"Up Flow",,"16",,"10.5",,"526",,"Gas","Tank","Water_Saving","Y","68","Gas","2013-04-03T00:00:00.000","30",,"1985","2","1317",,"Single Family","2014-05-20T00:00:00.000","12808 STATON DR
Austin, Tx 78727
(30.41780097600048, -97.68795241199967)"
"305082","James Davis","ENERGY AUDIT MASTERS","Grey_Flex",,"5",,"Adequate",,"30.3",,"Closet",,"Up Flow",,,,"9.5",,"435",,"Gas","Tank","Water_Saving","Y","205","Gas","2010-08-12T00:00:00.000","11","27","1946","3","1306","1300","Single Family","2014-05-20T00:00:00.000","2207 EUCLID AVENUE
Austin, Tx 78704
(30.241871149000474, -97.7542982979997)"
"365812","James Biddle","QUALITY HOME INSPECTIONS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","6","7","Attic","Attic","Horizontal","Up Flow","17","18",,,"473","489","Gas","Tank","Water_Saving","Y","9","Gas","2009-12-01T00:00:00.000","22",,"1997","4","3113","1427","Single Family","2014-05-20T00:00:00.000","1208 TAMRANAE COURT
Austin, Tx 78746
(30.26714644900045, -97.7969500699997)"
"204555","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"4",,"Inadequate",,"24.4",,"Closet",,"Up Flow",,,,"11",,"397",,"Gas","Tank","Water_Saving","N","54","Gas","2012-09-06T00:00:00.000",,,"1964","5","1984","1900","Single Family","2014-05-20T00:00:00.000","1909 PERSHING DR
Austin, Tx 78723
(30.283930717000487, -97.70033896699965)"
"313036","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"5",,"Adequate",,"27.4",,"Closet",,"Up Flow",,,,"10.5",,"369",,"Gas","Tank","Water_Saving","Y","139","Gas","2011-04-19T00:00:00.000","19","19","1958","3","1108","1100","Single Family","2014-05-20T00:00:00.000","4701 GLENHAVEN CIRCLE
Austin, Tx 78745
(30.223433446000456, -97.78999403299969)"
"328992","Jay Hill","ADVANCED ENERGY SOLUTIONS","Duct_Board",,"2",,"Adequate",,"13.7",,"Closet",,"Up Flow",,,,,,"604",,"Gas","Tank","Water_Saving","N","24","Elec","2013-02-20T00:00:00.000","25","12","1975","3","1512",,"Single Family","2014-05-20T00:00:00.000","2605 HIDDEN OAKS
Austin, Tx 78745
(30.20318477900048, -97.8169926489997)"
"322502","Cody Kasper","ADVANCED ENERGY SOLUTIONS","Grey_Flex",,"6",,"Adequate",,"15",,,,,,"19",,"11.5",,"486",,"Gas","Tank","Water_Saving","Y","76","Gas","2011-02-07T00:00:00.000","19","19","1995","4","1947","1005","Single Family","2014-05-20T00:00:00.000","8121 SIRINGO PASS
Austin, Tx 78749
(30.21958529900047, -97.8769747019997)"
"512110","Vance Acker","GREEN LEAF ENERGY","Sheet_Metal",,"4",,"Adequate",,"18.7",,"Attic",,"Horizontal",,"20",,"12",,"433.3",,"Elec","Tank","Standard","N","20","Elec","2014-01-28T00:00:00.000","11","27","1972","1","650","500","Fourplex","2014-05-20T00:00:00.000","6404 BRADSHER DR F
Austin, Tx 78745
(30.198596377000456, -97.78310313799966)"
"341687","Chad Roesch","A-1 ENERGY AUDITS","Grey_Flex",,"6",,"Adequate",,"17",,"Closet",,"Up Flow",,,,"7",,"446",,"Gas","Tank","Water_Saving","N","0","Gas","2012-02-07T00:00:00.000","26.4",,"1986","2","892",,"Single Family","2014-05-20T00:00:00.000","8722 BIRMINGHAM DR
Austin, Tx 78748
(30.179214699000454, -97.80736221499967)"
"143032","Mitchell Young","GREEN LEAF ENERGY","Mylar_Flex",,"4",,"Adequate",,"10.5",,"Attic",,"Up Flow",,"24",,"10",,"504",,"Gas","Tank","Water_Saving","Y","262","Gas","2013-05-17T00:00:00.000","14","21","1990","3","1736","400","Single Family","2014-05-20T00:00:00.000","3413 LATIMER DR
Austin, Tx 78746
(30.373440100000437, -97.88818040099966)"
"120688","Chad Roesch","A-1 ENERGY AUDITS","Mylar_Flex",,"8",,"Adequate",,"19",,"Closet",,"Up Flow",,"13",,"12",,"570",,"Elec","Tankless","Water_Saving","Y","0","Gas","2011-09-07T00:00:00.000","14","24","1956","3","1712","1712","Single Family","2014-05-20T00:00:00.000","2708 CARLTON RD
Austin, Tx 78703
(30.30904612100045, -97.76383871699966)"
"158386","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"8",,"Adequate",,"17.9",,"Closet",,"Up Flow",,,,"11",,"604",,"Gas","Tank","Standard","Y","162","Gas","2009-05-26T00:00:00.000","29","9","1991","4","2415","1150","Single Family","2014-05-20T00:00:00.000","10903 SIERRA COLORADO
Austin, Tx 78759
(30.414479892000486, -97.76180153199965)"
"362460","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","11.7","8.5","Attic","Attic","Horizontal","Horizontal","20","20",,,"602","602","Gas","Tank","Water_Saving","Y","272","Gas","2010-07-28T00:00:00.000","19","19","1995","4","3010","1500","Single Family","2014-05-20T00:00:00.000","1400 DAPPLEGREY LANE
Austin, Tx 78727
(30.41239770000044, -97.6825159709997)"
"154753","Andy Pell","1 EARTH ENERGY AUDITS","Duct_Board",,"4",,"Adequate",,"31",,"Attic",,"Horizontal",,"6",,"12",,"562",,"Gas","Tankless","Water_Saving","Y","0","Elec","2012-12-17T00:00:00.000","28","0","1980","3","1967","1559","Single Family","2014-05-20T00:00:00.000","9315 KNOLL CREST LOOP
Austin, Tx 78759
(30.394611421000434, -97.76064317899966)"
"306292","Efrain Ramirez","EARTH ANGELS ENERGY AUDITS, LLC","Duct_Board",,"6",,"Adequate",,"29",,"Garage",,"Up Flow",,"14",,"7",,"630",,"Elec","Tank","Water_Saving","Y","18","Elec","2010-02-24T00:00:00.000","27","11","1971","3","1576","1576","Single Family","2014-05-20T00:00:00.000","5802 OAKCLAIRE DR
Austin, Tx 78735
(30.24107641000046, -97.85167571399967)"
"344617","Amir Faghih","APPROVED ENERGY AUDITS","Duct_Board",,"5",,"Inadequate",,"33",,"Closet",,"Up Flow",,"5",,"10",,"582",,"Gas","Tank","Water_Saving","N","66","Gas","2011-12-09T00:00:00.000","13","25","1972","3","1747","1600","Single Family","2014-05-20T00:00:00.000","2205 MONARCH DR
Austin, Tx 78748
(30.177525731000458, -97.82565305099968)"
"R065258","Gary Pruett","LAND AMERICA PROPERTY INSPECTIONS","Grey_Flex",,"6",,"Adequate",,"20",,"Closet",,"Up Flow",,,,"10.5",,"490",,"Gas","Tank","Water_Saving","Y","84","Gas","2011-05-21T00:00:00.000","19","19","1983","3","1960","1960","Single Family","2014-05-20T00:00:00.000","8013 ELKHORN MOUNTAIN TRL
Austin, Tx 78729
(30.44400485300048, -97.76807061199969)"
"318158","Trent Brazziel","AUSTIN GREENTEAM","Mylar_Flex",,"4",,"Adequate",,"11",,"Attic",,"Horizontal",,"18",,,,"399",,"Elec","Tank","Water_Saving","N","228","Elec","2013-05-25T00:00:00.000","30","8","1988","4","1796","709","Single Family","2014-05-20T00:00:00.000","7213 JOHN BLOCKER
Austin, Tx 78749
(30.224810914000443, -97.86258057199967)"
"156264","Rob Scott","GREEN COLLAR OPERATIONS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate",,"57","Attic","Attic","Horizontal","Horizontal",,,,,"453","308","Elec","Tank","Standard","N","0","Elec","2009-11-05T00:00:00.000",,"0","1976","4","1792",,"Single Family","2014-05-20T00:00:00.000","10718 FLORAL PARK DR
Austin, Tx 78759
(30.407405413000447, -97.75264841499967)"
"314623","Vance Acker","GREEN LEAF ENERGY","Mylar_Flex",,"7",,"Adequate",,"10",,"Closet",,"Up Flow",,"2",,,,"400",,"Gas","Tank","Standard","Y","0","Gas","2010-12-21T00:00:00.000","30","8","1982","4","2000","1600","Single Family","2014-05-20T00:00:00.000","5215 SUMMERSET TRAIL
Austin, Tx 78749
(30.228972929000463, -97.8491659499997)"
"257877","Stephen Standley","AUSTIN AUDITORS","Mylar_Flex",,"6",,"Adequate",,"18",,"Garage",,"Up Flow",,"9",,"11",,,,"Elec","Tank","Water_Saving","N","115","Elec","2013-07-26T00:00:00.000","15","23","1984","3","1080","1080","Single Family","2014-05-20T00:00:00.000","1202 TUFFIT LN
Austin, Tx 78753
(30.383455468000477, -97.66140742399966)"
"541855","Curt Kip Van Riper","GREEN ZONE HOME","Duct_Board",,"4",,"Inadequate",,"23",,"Closet",,"Up Flow",,,,,,"456",,"Elec","Tank","Water_Saving","N","84","Gas","2012-01-06T00:00:00.000",,,"1968","2","912",,"Condo","2014-05-20T00:00:00.000","3431 213 NORTH HILLS DR
Austin, Tx 78731
(30.34721234300048, -97.7618080959997)"
"200023","Hd Perkins","TEXAS ENERGY SYSTEMS","Sheet_Metal",,"0","0","Adequate","Adequate",,,"Closet",,"Up Flow","Horizontal",,,,,,,"Elec","Tank","Standard","N","200","Elec","2012-08-23T00:00:00.000",,"0","1964","1","1964",,"Condo","2014-05-20T00:00:00.000","1801 LAVACA ST 3D
Austin, Tx 78701
(30.28078018700046, -97.7407616809997)"
"314421","Amir Faghih","APPROVED ENERGY AUDITS","Grey_Flex",,"5",,"Adequate",,"25",,"Closet",,"Up Flow",,"11",,"10.5",,"550",,"Gas","Tank","Standard","N","146","Gas","2012-03-26T00:00:00.000","15","25","1982","4","2202","992","Single Family","2014-05-20T00:00:00.000","4610 YELLOW ROSETR
Austin, Tx 78749
(30.215311012000484, -97.85749815199966)"
"133749","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"10.7",,"Closet",,"Up Flow",,,,"11",,"443",,"Gas","Tank","Water_Saving","Y","0","Gas","2010-03-03T00:00:00.000","26","12","1985","3","2214","1000","Single Family","2014-05-20T00:00:00.000","4711 HICKORY HOLLOW
Austin, Tx 78731
(30.346622699000477, -97.78034346399966)"
"238136","Trent Brazziel","AUSTIN GREENTEAM","Mylar_Flex",,"6",,"Adequate",,"11.5",,"Closet",,"Up Flow",,"8",,,,"300",,"Gas","Tank","Standard","N","36","Elec","2013-06-20T00:00:00.000","13","25","1958","2",,,"Duplex","2014-05-20T00:00:00.000","103 OERTLI LN A
Austin, Tx 78753
(30.349804023000445, -97.70112067699966)"
"128604","Nicholas Wise","1ST CHOICE ENERGY","Mylar_Flex","Mylar_Flex","4","4","Inadequate","Inadequate","15","10","Attic","Attic","Horizontal","Up Flow","22","10","10","12","360","572","Elec","Tank","Water_Saving","Y","292","Elec","2011-11-30T00:00:00.000","25","13","1993","3","2513","1092","Single Family","2014-05-20T00:00:00.000","4408 ENCLAVE
Austin, Tx 78731
(30.341817550000485, -97.7762217189997)"
"102346","Jeff Geissen","AUSTIN GREEN & CONSERVATION",,,,,,,,,,,,,,,,,,,"Elec","Tank","Water_Saving","N","125","Elec","2013-04-04T00:00:00.000","11","27","1940","3","1236",,"Single Family","2014-05-20T00:00:00.000","1502 KINNEY AVE
Austin, Tx 78704
(30.253997134000485, -97.76714558799966)"
"153866","Lynn Howden","AUSTIN QUALITY GREEN ENERGY AUDITS","Mylar_Flex","Mylar_Flex","6","6","Inadequate","Inadequate","16","15","Attic","Attic","Horizontal","Horizontal","16","16","10","8","530","734","Elec","Tank","Water_Saving","Y","0","Elec","2013-06-10T00:00:00.000","18","20","1996","4","3423","1835","Single Family","2014-05-20T00:00:00.000","8005 BOTTLEBRUSH DR
Austin, Tx 78750
(30.392844282000453, -97.80174100699969)"
"504145","James Davis","ENERGY AUDIT MASTERS","Mylar_Flex",,"6",,"Adequate",,"9.4",,"Garage",,"Up Flow",,,,,,"414",,"Elec","Tank","Water_Saving","Y","24","Elec","2011-02-16T00:00:00.000","30","8","1979","3","1450","1450","Single Family","2014-05-20T00:00:00.000","3000 CANTER LANE
Austin, Tx 78759
(30.41333693700045, -97.71247916499965)"
"239411","Rob Scott","GREEN COLLAR OPERATIONS","Sheet_Metal",,"6",,"Adequate",,"12.5",,"Closet",,"Up Flow",,"8",,,,"556",,"Gas","Tank","Standard","Y","0","Gas","2012-08-08T00:00:00.000","38","0","1958","2","1112","1112","Single Family","2014-05-20T00:00:00.000","7508 ST LOUIS ST
Austin, Tx 78757
(30.350386753000464, -97.73186676499967)"
"364320","Andy Pell","1 EARTH ENERGY AUDITS","Mylar_Flex","Mylar_Flex","6","6","Adequate","Adequate","15","13","Attic","Attic","Horizontal","Horizontal","18","18","9","9","505","505","Elec","Tank","Water_Saving","Y","0","Elec","2011-12-06T00:00:00.000","26","0","1996","3","3032","2042","Single Family","2014-05-20T00:00:00.000","6406 IRA INGRAM DR
Austin, Tx 78749
(30.225405487000444, -97.87058481299965)"
"287588","Greg Schroeder","GREEN ZONE HOME","Sheet_Metal",,"2",,"Inadequate",,"15",,"Closet",,"Up Flow",,"20",,"9",,"364",,"Gas","Tank","Water_Saving","N","0","Gas","2013-09-09T00:00:00.000","10","28","1967","3","1092","1092","Single Family","2014-05-20T00:00:00.000","2501 GLEN SPRINGS WAY
Austin, Tx 78744
(30.23060623000049, -97.7395796399997)"
"284547","Lynn Howden","AUSTIN QUALITY GREEN ENERGY AUDITS","Mylar_Flex",,"6",,,,"17",,,,"Horizontal",,"15",,"8.5",,"429",,"Gas","Tank","Water_Saving","N","30","Elec","2009-07-01T00:00:00.000","11","28","1935","3","1499","1499","Single Family","2014-05-20T00:00:00.000","1707 ALTA VISTA AVE
Austin, Tx 78704
(30.243529322000484, -97.74336145999968)"
"461906","Chad Roesch","A-1 ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"19",,"Attic",,"Horizontal",,"12",,"12",,"531",,"Gas","Tank","Water_Saving","Y","0","Gas","2010-12-16T00:00:00.000","8.8","29.2","1983","3","1595","486","Single Family","2014-05-20T00:00:00.000","4907 PELHAM DR
Austin, Tx 78727
(30.424447882000436, -97.72937239799967)"
"510440","James Davis","ENERGY AUDIT MASTERS","Sheet_Metal",,"6",,"Adequate",,"13.8",,"Garage",,"Up Flow",,"11",,"11.5",,"579",,"Gas","Tank","Standard","Y","98","Gas","2010-11-16T00:00:00.000","30","8","1971","3","1737","1700","Single Family","2014-05-20T00:00:00.000","5002 BUFFALO PASS
Austin, Tx 78745
(30.22347490000044, -97.79831569399965)"
"504796","Andy Pell","1 EARTH ENERGY AUDITS","Duct_Board",,"6",,,,"17",,"Closet",,"Up Flow",,"14",,"10",,"510",,"Gas","Tank","Water_Saving","Y","0","Gas","2013-09-16T00:00:00.000","16","22","1979","4","1784","1484","Single Family","2014-05-20T00:00:00.000","4000 ETON LN
Austin, Tx 78727
(30.415577839000434, -97.72370618299965)"
"210042","Andy Pell","1 EARTH ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"6",,"Attic",,"Horizontal",,"20",,"14",,"357",,"Gas","Tank","Water_Saving","Y","0","Elec","2013-05-17T00:00:00.000","22","0","1931","2","1426","1426","Single Family","2014-05-20T00:00:00.000","2847 SHOAL CREST AVE
Austin, Tx 78705
(30.297327574000462, -97.7478693219997)"
"760195","Chad Roesch","A-1 ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"30",,"Closet",,"Up Flow",,"17",,"10",,"515",,"Gas","Tank","Water_Saving","Y","0","Gas","2010-04-30T00:00:00.000","20.3","17.7","1983","3","1804","1804","Single Family","2014-05-20T00:00:00.000","6102 DANWOOD DR
Austin, Tx 78759
(30.419044606000455, -97.75863442099967)"
"246520","Trent Brazziel","AUSTIN GREENTEAM","Duct_Board",,"6",,"Inadequate",,"68",,"Closet",,"Up Flow",,"17",,,,"460",,"Elec","Tank","Water_Saving","Y","209","Elec","2012-04-20T00:00:00.000","12","26","1975","3","1150","406","Condo","2014-05-20T00:00:00.000","8915 PARKFIELD DR A
Austin, Tx 78758
(30.363350115000458, -97.7082899079997)"
"372250","David Malone","1ST CHOICE ENERGY","Mylar_Flex","Mylar_Flex","4","4","Inadequate","Inadequate","17.8","9.9","Attic","Attic","Horizontal","Horizontal","19","19","10.5","10.5","546","554","Gas","Tank","Water_Saving","Y","0","Elec","2010-05-05T00:00:00.000","24","12","1995","4","2749","1384","Single Family","2014-05-20T00:00:00.000","7105 TEYA COURT
Austin, Tx 78749
(30.22676400500046, -97.86435955599967)"
"316884","Andy Pell","1 EARTH ENERGY AUDITS","Mylar_Flex",,"6",,"Adequate",,"14",,"Closet",,"Up Flow",,"18",,"9",,"536",,"Elec","Tank","Water_Saving","Y","0","Gas","2012-08-14T00:00:00.000","28","0","1972","3","1071","821","Single Family","2014-05-20T00:00:00.000","5132 MEADOW CREEK DR
Austin, Tx 78745
(30.213814856000454, -97.78291600099965)"
"239021","Matt Courtright","GREEN ZONE HOME","Sheet_Metal",,"6",,"Adequate",,"17",,"Closet",,"Up Flow",,"15",,"10.5",,"521",,"Gas","Tank","Standard","N","0","Gas","2013-08-12T00:00:00.000","21","17","1973","2","1303","903","Single Family","2014-05-20T00:00:00.000","7400 WHISPERING WINDS DR
Austin, Tx 78745
(30.20027587000044, -97.8147268729997)"
