"rin","primary_key","date_occurred","time_occurred","location","area_command","nature_of_contact","reason_desc","r2r_level","master_subject_id","subject_sex","subject_race","subject_ethnicity","subject_conduct_desc","subject_resistance","weapon_used_1","weapon_used_2","weapon_used_3","weapon_used_4","weapon_used_5","number_shots","effect_on_officer","officer_organization_desc","officer_commission_date","officer_yrs_of_service","x_coordinate","y_coordinate","council_district","census_tract","zip","county","county_desc"
"7453419","2019121304","2019-01-12T00:00:00.000","1852","1600 PAYTON GIN RD","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459705017: 2019121304","F","W","H","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 300 REG II PATROL","2016-10-28T00:00:00.000","2","3122587","10105986","4","-","78758","1","TRAVIS COUNTY"
"7453419","2019121304","2019-01-12T00:00:00.000","1852","1600 PAYTON GIN RD","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459705017: 2019121304","F","W","H","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 600 EVENINGS REG II PATROL","2017-12-22T00:00:00.000","1","3122587","10105986","4","-","78758","1","TRAVIS COUNTY"
"7453104","2019121374","2019-01-12T00:00:00.000","1915","310 E 5TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","34","174196533: 2019121374","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2008-01-04T00:00:00.000","11","3115140","10070194","9","11","78701","1","TRAVIS COUNTY"
"7453104","2019121374","2019-01-12T00:00:00.000","1915","310 E 5TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","34","174196533: 2019121374","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2011-10-07T00:00:00.000","7","3115140","10070194","9","11","78701","1","TRAVIS COUNTY"
"7453104","2019121374","2019-01-12T00:00:00.000","1915","310 E 5TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","174196533: 2019121374","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","GEORGE 500 REG I EVENING","2014-03-21T00:00:00.000","5","3115140","10070194","9","11","78701","1","TRAVIS COUNTY"
"7447210","201912171","2019-01-01T00:00:00.000","2133","1209 BEGONIA TER","HE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459165875: 201912171","M","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ADAM 600 EVENINGS REG II PATROL","2014-03-21T00:00:00.000","5","3127452","10058110","3","23.18","78741","1","TRAVIS COUNTY"
"7447210","201912171","2019-01-01T00:00:00.000","2133","1209 BEGONIA TER","HE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459165875: 201912171","M","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2016-10-28T00:00:00.000","2","3127452","10058110","3","23.18","78741","1","TRAVIS COUNTY"
"7507733","20191220050","2019-05-02T00:00:00.000","0200","607 W ST JOHNS AVE","ID","1-TRAFFIC STOP [Motor Vehicle Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","3","459781708: 20191220050","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 700 REG I PATROL","2018-09-02T00:00:00.000","1","3122385","10096370","4","15","78752","1","TRAVIS COUNTY"
"7508127","20191220993","2019-05-02T00:00:00.000","1348","1809 W RUNDBERG LN","ED",,"NECESSARY TO EFFECT ARREST / DETENTION","3","459201573: 20191220993","M","B","N",,"DEFENSIVE RESISTANCE","CED - PRONGS MISSED-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","METRO TAC REGION 2","2008-06-20T00:00:00.000","11","3122356","10108459","4","18.20","78758","1","TRAVIS COUNTY"
"7508434","20191221384","2019-05-02T00:00:00.000","1711","1200 ROSEWOOD AVE","CH","4-DISPATCHED CALL [non MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","3","384056191: 20191221384","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 500 REG III PATROL","1991-10-25T00:00:00.000","28","3119330","10071041","1","-","78702","1","TRAVIS COUNTY"
"7508434","20191221384","2019-05-02T00:00:00.000","1705","1200 ROSEWOOD AVE","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","384056191: 20191221384","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 300 REG III PATROL","2017-06-23T00:00:00.000","2","3119330","10071041","1","-","78702","1","TRAVIS COUNTY"
"7508355","20191221538","2019-05-02T00:00:00.000","2038","2426 E RIVERSIDE DR","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","4","216272855: 20191221538","M","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2006-06-23T00:00:00.000","13","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7508355","20191221538","2019-05-02T00:00:00.000","1852","2426 E RIVERSIDE DR","HE",,"IN CUSTODY, MAINTAINING CONTROL","4","216272855: 20191221538","M","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2009-01-02T00:00:00.000","10","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7508355","20191221538","2019-05-02T00:00:00.000","1850","2426 E RIVERSIDE DR","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","216272855: 20191221538","M","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2016-10-28T00:00:00.000","3","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7508366","20191222032","2019-05-02T00:00:00.000","2334","408 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459800775: 20191222032","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - PRONGS MISSED-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-11-13T00:00:00.000","3","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7508366","20191222032","2019-05-02T00:00:00.000","2334","408 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459800775: 20191222032","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG 1 EVENING","2015-11-13T00:00:00.000","3","3115586","10070497","9","-","78701","1","TRAVIS COUNTY"
"7447201","201912289","2019-01-01T00:00:00.000",,"700 W 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459672025: 201912289","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2007-04-16T00:00:00.000","12","3112122","10071481","9","-","78701","1","TRAVIS COUNTY"
"7447201","201912289","2019-01-01T00:00:00.000","2254","700 W 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459672025: 201912289","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 600 REG I EVENING","2015-03-20T00:00:00.000","4","3112122","10071481","9","-","78701","1","TRAVIS COUNTY"
"7447201","201912289","2019-01-01T00:00:00.000",,"700 W 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459672025: 201912289","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-10-30T00:00:00.000","3","3112122","10071481","9","-","78701","1","TRAVIS COUNTY"
"7508792","20191231308","2019-05-03T00:00:00.000",,"2815 MANOR RD","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","329502: 20191231308","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 300 REG III PATROL","2012-03-23T00:00:00.000","7","3124139","10077200","1","-","78722","1","TRAVIS COUNTY"
"7508792","20191231308","2019-05-03T00:00:00.000",,"2815 MANOR RD","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","329502: 20191231308","F","W","N",,"DEFENSIVE RESISTANCE; PREPARATORY RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 300 REG II PATROL","2016-07-08T00:00:00.000","3","3124139","10077200","1","-","78722","1","TRAVIS COUNTY"
"7508870","20191231342","2019-05-03T00:00:00.000","1618","102 W POWELL LN","ED","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","334825364: 20191231342","F","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 600 EVENINGS REG II PATROL","2016-07-08T00:00:00.000","3","3126082","10100114","4","-","78753","1","TRAVIS COUNTY"
"7508870","20191231342","2019-05-03T00:00:00.000","1618","102 W POWELL LN","ED","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","334825364: 20191231342","F","B","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 300 REG II PATROL","2017-06-23T00:00:00.000","2","3126082","10100114","4","-","78753","1","TRAVIS COUNTY"
"7510514","20191231595","2019-05-03T00:00:00.000","1815","2426 E RIVERSIDE DR","HE",,"IN CUSTODY, MAINTAINING CONTROL","4","9176714: 20191231595","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2006-06-23T00:00:00.000","13","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7510514","20191231595","2019-05-03T00:00:00.000","1815","2426 E RIVERSIDE DR","HE",,"IN CUSTODY, MAINTAINING CONTROL","4","9176714: 20191231595","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 100 REG III PATROL","2009-01-02T00:00:00.000","10","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7510514","20191231595","2019-05-03T00:00:00.000","1815","2426 E RIVERSIDE DR","HE",,"IN CUSTODY, MAINTAINING CONTROL","4","9176714: 20191231595","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2016-10-28T00:00:00.000","3","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7510514","20191231595","2019-05-03T00:00:00.000","1815","2426 E RIVERSIDE DR","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","9176714: 20191231595","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","IMPACT WEAPON - BATON",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2017-06-23T00:00:00.000","2","3120481","10059156","3","-","78741","1","TRAVIS COUNTY"
"7509162","20191232036","2019-05-03T00:00:00.000","2050","1881 GROVE BLVD","HE",,"IN CUSTODY, MAINTAINING CONTROL","3","458894311: 20191232036","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2006-06-23T00:00:00.000","13","3126219","10056687","3","-","78741","1","TRAVIS COUNTY"
"7509162","20191232036","2019-05-03T00:00:00.000","2050","1881 GROVE BLVD","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","51059140: 20191232036","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","HENRY 400 REG III PATROL","2015-11-13T00:00:00.000","3","3126219","10056687","3","-","78741","1","TRAVIS COUNTY"
"7509162","20191232036","2019-05-03T00:00:00.000",,"1881 GROVE BLVD","HE",,"NECESSARY TO EFFECT ARREST / DETENTION","3","51059140: 20191232036","F","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2016-10-28T00:00:00.000","3","3126219","10056687","3","-","78741","1","TRAVIS COUNTY"
"7447224","201912346","2019-01-01T00:00:00.000","0034","6605 SCRUB OAK LN","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459454023: 201912346","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 800 REG I PATROL","2014-05-30T00:00:00.000","5","3107157","10128431","10","17.56","78759","1","TRAVIS COUNTY"
"7447224","201912346","2019-01-01T00:00:00.000",,"6605 SCRUB OAK LN","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459454023: 201912346","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 800 REG I PATROL","2014-12-12T00:00:00.000","4","3107157","10128431","10","17.56","78759","1","TRAVIS COUNTY"
"7509084","20191240179","2019-05-04T00:00:00.000","0200","419 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","4","356649076: 20191240179","F","W","N","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-03-20T00:00:00.000","4","3115622","10070268","9","-","78701","1","TRAVIS COUNTY"
"7509084","20191240179","2019-05-04T00:00:00.000","0200","419 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","4","356649076: 20191240179","F","W","N","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-03-20T00:00:00.000","4","3115622","10070268","9","-","78701","1","TRAVIS COUNTY"
"7509084","20191240179","2019-05-04T00:00:00.000","0200","419 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","IN CUSTODY, MAINTAINING CONTROL","4","356649076: 20191240179","F","W","N","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 300 REG I EVENING","2015-11-13T00:00:00.000","3","3115622","10070268","9","-","78701","1","TRAVIS COUNTY"
"7509382","20191241180","2019-05-04T00:00:00.000","1611","5700 JAIN LN","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","153188963: 20191241180","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2016-10-28T00:00:00.000","3","3132603","10068903","3","21.11","78721","1","TRAVIS COUNTY"
"7509382","20191241180","2019-05-04T00:00:00.000","1545","5700 JAIN LN","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","153188963: 20191241180","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 500 REG III PATROL","2017-06-23T00:00:00.000","2","3132603","10068903","3","21.11","78721","1","TRAVIS COUNTY"
"7509382","20191241180","2019-05-04T00:00:00.000",,"5700 JAIN LN","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","153188963: 20191241180","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","CHARLIE 400 REG III PATROL","2017-06-23T00:00:00.000","2","3132603","10068903","3","21.11","78721","1","TRAVIS COUNTY"
"7508976","20191241599","2019-05-04T00:00:00.000","2035","11114 MOTHERAL DR","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","305594935: 20191241599","M","B","N",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 300 REG II PATROL","2015-03-20T00:00:00.000","4","3131190","10111724","4","-","78753","1","TRAVIS COUNTY"
"7508976","20191241599","2019-05-04T00:00:00.000","2035","11114 MOTHERAL DR","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","305594935: 20191241599","M","B","N",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 600 EVENINGS REG II PATROL","2017-06-23T00:00:00.000","2","3131190","10111724","4","-","78753","1","TRAVIS COUNTY"
"7511160","20191241644","2019-05-04T00:00:00.000","2005","1168 N PLEASANT VALLEY RD","CH","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459765282: 20191241644","F","W","H","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ROBBERY UNIT","2012-03-23T00:00:00.000","7","3123575","10072447","1","8.02","78702","1","TRAVIS COUNTY"
"7509357","20191241803","2019-05-04T00:00:00.000","2126","11800 DOMAIN BLVD","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459161371: 20191241803","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ADAM 800 REG II PATROL","2017-12-22T00:00:00.000","1","3119855","10120511","7","-","78758","1","TRAVIS COUNTY"
"7509486","20191250092","2019-05-05T00:00:00.000","0042","E 6TH ST / SAN JACINTO BLVD","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459801171: 20191250092","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","GEORGE 700 REG 1 EVENING","2010-04-23T00:00:00.000","9","3115084","10070527","9","-","78701","1","TRAVIS COUNTY"
"7509486","20191250092","2019-05-05T00:00:00.000",,"E 6TH ST / SAN JACINTO BLVD","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459801171: 20191250092","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG 1 EVENING","2014-12-12T00:00:00.000","4","3115084","10070527","9","-","78701","1","TRAVIS COUNTY"
"7509631","20191250163","2019-05-05T00:00:00.000",,"1603 E OLTORF ST","HE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","336068882: 20191250163","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 800 REG III PATROL","2016-10-28T00:00:00.000","3","3115463","10058091","3","-","78741","1","TRAVIS COUNTY"
"7509631","20191250163","2019-05-05T00:00:00.000","0354","1603 E OLTORF ST","HE","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","336068882: 20191250163","F","W","H",,"DEFENSIVE RESISTANCE; AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","CANINE - BITE",,,,,"NO COMPLAINT OF INJURY/PAIN","HENRY 400 REG III PATROL","2017-06-23T00:00:00.000","2","3115463","10058091","3","-","78741","1","TRAVIS COUNTY"
"7509372","20191250243","2019-05-05T00:00:00.000","0212","401 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO DEFEND ANOTHER","3","1212669: 20191250243",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","CHEMICAL AGENT - O C SPRAY",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2005-07-08T00:00:00.000","14","3115439","10070324","9","-","78701","1","TRAVIS COUNTY"
"7509372","20191250243","2019-05-05T00:00:00.000","0212","401 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459801176: 20191250243","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","CHEMICAL AGENT - O C SPRAY",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2005-07-08T00:00:00.000","14","3115439","10070324","9","-","78701","1","TRAVIS COUNTY"
"7509372","20191250243","2019-05-05T00:00:00.000","0212","401 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO DEFEND ANOTHER","3","1212669: 20191250243",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","NOT RESISTANT","CHEMICAL AGENT - O C SPRAY",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115439","10070324","9","-","78701","1","TRAVIS COUNTY"
"7509372","20191250243","2019-05-05T00:00:00.000","0212","401 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO DEFEND ANOTHER","3","1212670: 20191250243",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","NOT RESISTANT","CHEMICAL AGENT - O C SPRAY",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115439","10070324","9","-","78701","1","TRAVIS COUNTY"
"7509372","20191250243","2019-05-05T00:00:00.000",,"401 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO DEFEND ANOTHER","3","1212671: 20191250243",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","NOT RESISTANT","CHEMICAL AGENT - O C SPRAY",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG 1 NIGHTS","2015-03-20T00:00:00.000","4","3115439","10070324","9","-","78701","1","TRAVIS COUNTY"
