"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.721347276742 30.284263844538)","4942625","0","1","78543","271064","202",,"1979-09-17T00:00:00.000Z","1979","ASBLTEL",,"JHOLDER","2011-12-13T13:36:22.000Z","JHOLDER","2011-12-19T15:39:24.000Z","DDAVIS","BOG","K23","585L","264447","CITY","CITY","PHYS_INSP","ASBLTEL","GPS_AERIAL","3120953.0713","10076804.678","DIG07","SUB-M","601.78997803","601.33001709","N","CONCRETE","597.78997803","133","6","T","7","120","30","37","SAG","44","PRESENT","S1R","MARKED","ba796beb-f953-4524-934d-9edf82e07ea2","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","SJOHNSON","2008-10-15T00:00:00.000Z",,"08072007_1_058.jpg","0",,,,"0",,,,,"1080262","WPD"
"POINT (-97.709112314597 30.285780612292)","4957735","0","1","81644","937495","343",,"1939-06-16T00:00:00.000Z","1939","PLANNOEL",,"RODAVILA","2007-09-26T00:00:00.000Z","TBARRINGTON","2014-09-24T07:38:15.000Z","SJOHNSON","BOG","K24","585H","3086438","CITY","CITY","PHYS_INSP","DEM","GPS","3124796.7087","10077441.803","DIG07","SUB-M","545.03997803","545.33001709","N","CONCRETE","543.08001709","132","4","T","3","120","26","16","GRADE","27","COVERED","G1","GOOD","0f8cb44e-6aa5-457f-a5b5-69953aeb695e","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DLEWIS","2008-10-22T00:00:00.000Z",,"08132007_1_002.jpg","0",,,"2018-04-15T00:00:00.000Z","0",,,,,"1083449","WPD"
"POINT (-97.778867703842 30.302649553204)","4945082","0","1","193932","1687250","127",,"1955-07-14T00:00:00.000Z","1955","PLANNOEL",,"DDAVIS","2008-02-12T00:00:00.000Z","GDELANO","2017-05-09T09:45:49.000Z","GDELANO","LKA","G25","554X","118240","CITY","CITY","PHYS_INSP","DEM","GPS","3102641.375","10083054.7063","DIG08","SUB-M",,"550.71002197","N","CONCRETE","547.13000488","128","5","T","5","120","25","18","SAG","43","NOTPRESENT","S1","GOOD","45f26824-a106-4cee-b7f4-4fcef6b9bb54","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","GEETHA GANESAN",,,"01022009_5_024.jpg","0",,,"2012-10-15T00:00:00.000Z","0",,,,,"1092836","WPD"
"POINT (-97.807420499326 30.201046110849)","4936371","0","1","199243","778511","201",,"1986-09-23T00:00:00.000Z","1986","APPLANEL",,"TBARRINGTON","2013-12-20T09:35:54.000Z","TBARRINGTON","2013-12-20T09:53:42.000Z","DDAVIS","WMS","F16","643U","738764","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3094474.8156","10045914.0425","DIG08","SUB-M","734.90002441","734.22998047","N","CONCRETE","730.90002441","125","6","T","6","121","31","18","GRADE","26","PRESENT","G1","MARKED","10b21f55-3e25-4271-9460-a0f203df8b84","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2","N","ERIN ATKINSON",,,"03112009_1_099.jpg","0",,,,"0",,,,,"1100084","WPD"
"POINT (-97.70743418465 30.319037955078)","4975583","0","1","37854","917990","93",,"1951-06-29T00:00:00.000Z","1951","APPLANEL","1976","RMOELLMER","2007-10-11T00:00:00.000Z","CGORE","2014-08-01T09:32:16.000Z","RODAVILA","TAN","L26","556J","1116807","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"126",,,"NODATA",,"NODATA","NODATA","NODATA","8a404c10-69d0-414f-b6f7-5e48f267cff1","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.823057783105 30.319387567762)","4970573","0","1","1075160","1274450","144",,"2003-03-10T00:00:00.000Z","2003","APPLANEL",,"MAMARAL","2016-03-08T18:20:37.000Z","MAMARAL","2016-03-08T18:26:06.000Z",,"BEE","E26","553K","3052679","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","S4","NODATA","d9ff6693-ec9b-4c3b-93b2-903eca3aeadb","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.768867205309 30.319397940001)","4931732","0","1","192240","380465","23",,,,"NO_SOURCE",,"DLEWIS","2009-01-07T00:00:00.000Z","TBARRINGTON","2012-06-12T10:12:51.000Z","RODAVILA","HUK","H26","554L","746678","CITY","CITY","PHYS_INSP","DEM","GPS","3105658.7419","10089224.6194","DIG08","SUB-M",,"628.57000732","N","CONCRETE","625.07000732","128","6","T","7","120","24","17","GRADE","42","COVERED","G1","GOOD","f55b3cee-34de-4574-a0ff-82c13d5a6c5e","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","MARCUS ALLEN",,,"11182008_4_022.jpg","0",,,"2016-04-15T00:00:00.000Z","0",,,,,"1093348","WPD"
"POINT (-97.74670151554 30.301575357753)","4967491","0","1","29967","467095","213","No field evidence",,"1939","SSM",,"DLEWIS","2009-04-01T00:00:00.000Z","PCAMPMAN","2013-12-03T13:33:05.000Z","RODAVILA","SHL","J25","555W","224247","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"566.07000732","N","NODATA",,,,"N",,,,,"NODATA",,"PRESENT","NODATA","NODATA","ade386fc-bebd-4184-b6da-1a2dcf4dd936","ENTERED","2022-03-08T21:02:54.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.723220322269 30.265985805858)","4949823","0","1","101486","1136850","303",,,,"NO_SOURCE",,"GDELANO","2015-07-02T13:01:41.000Z","GDELANO","2015-07-02T13:02:01.000Z",,"LBL","K22","585Y","403214","CITY","CITY","PHYS_INSP","DEM","GPS","3120511.1918","10070138.485","DIG06","SUB-M",,"520.17999268","N","CONCRETE","517.34997559","120","6","T","6","120","31","17","SAG","34","PRESENT","S1","GOOD","94b69008-5672-4419-88ad-4d67711673a9","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2","N","DLEWIS","2009-06-10T00:00:00.000Z",,"A_052506_0043.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1084630","WPD"
"POINT (-97.69081850675 30.229829045551)","4956390","0","1","183820","412394","182",,"2006-08-31T00:00:00.000Z","2006","APPLANEL",,"LBELL","2012-08-03T08:19:33.000Z","LBELL","2012-08-08T10:05:52.000Z","SJOHNSON","CAR","L19","616X","3188289","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3131051.7956","10057234.83","DIG08","SUB-M","473.95999146","474.07000732","N","CONCRETE","470.45999146","121","6","T","6","120","30","18","SAG","46","PRESENT","S1","GOOD","8c984372-7a78-459f-ad79-96a68fa306b0","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","JESSE MARTINEZ",,,"08052008_4_006.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1086205","WPD"
"POINT (-97.745699932686 30.178580592179)","4963192","0","1","492654","920853","62",,,,"NO_SOURCE",,"TBARRINGTON","2013-05-06T09:50:44.000Z","TBARRINGTON","2014-09-02T07:47:31.000Z","TBARRINGTON","ONI","J14","675J","3153211","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"555.47998047","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","3ad90092-12c6-49ec-b7ed-669015ee4e62","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.782038732245 30.440703148329)","4947910","0","1","1586488","1665810","35",,,,"NO_SOURCE",,"JAMARTINEZ","2017-06-09T10:55:30.000Z","JAMARTINEZ","2017-06-09T13:01:51.000Z","SJOHNSON","LKC","G37","434W","922952","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"939.70001221","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","ccbf58f6-4bce-40e1-8785-7eeb14b2fb24","ENTERED","2022-03-08T21:02:51.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.723246530848 30.417227062533)","4938385","0","1","188165","1795412","240",,"1979-01-03T00:00:00.000Z","1979","APPLANEL",,"AJURADO","2014-04-07T14:03:21.000Z","ACOLEMAN","2017-10-20T11:07:01.000Z","RODAVILA","WLN","K35","465Q","369561","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3119214.4256","10125128.8444","DIG08","SUB-M","822.59002686","822.95001221","N","CONCRETE","818.07000732","133","7","T","6","120","31","18","GRADE","53","PRESENT","G1","MARKED","74bdc0e0-8438-482d-bb65-936e4174bc27","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"JULIA PRESAS",,,"10092008_5_068.jpg","0",,,,"0",,,,,"1087400","WPD"
"POINT (-97.72075440407 30.288515681014)","4942969","0","1","79848","1130130","120","Inlet top reconstructed around 2010,",,,"NO_SOURCE",,"RODAVILA","2007-09-24T00:00:00.000Z","GDELANO","2015-06-30T13:39:09.000Z","DDAVIS","BOG","K24","585G","769148","CITY","CITY","PHYS_INSP","DEM","GPS","3121100.3803","10078346.496","DIG07","SUB-M",,"603.77001953","N","CONCRETE","601.02001953","120","6","T","6","120","24","16","SAG","33","NOTPRESENT","S1","MARKED","4edbe994-2ac6-490d-943d-47733fc96bc4","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","DLEWIS","2008-10-21T00:00:00.000Z",,"08062007_1_053.jpg","0",,,,"0",,,,,"1081467","WPD"
"POINT (-97.679836738211 30.255958724849)","4959154","0","1","74824","336904","129",,"1980-02-12T00:00:00.000Z","1980","APPLANEL",,"CGORE","2012-03-20T08:28:26.000Z","CGORE","2012-03-20T13:28:24.000Z","SJOHNSON","BOG","M21","616G","250697","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3134290.9581","10066817.885","DIG07","SUB-M","437.54998779","437.95999146","N","CONCRETE","433.54998779","121","6","T","5","119","26","19","GRADE","48","PRESENT","G1","NOTMARKED","bbb863d7-6f48-4f19-a82c-e2bbcd5e20b0","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-16T00:00:00.000Z",,"06272007_5_016.jpg","0",,,,"0",,,,,"1075924","WPD"
"POINT (-97.819117136671 30.181797160573)","4974427","0","1","1019975","1188706","118",,"1999-04-29T00:00:00.000Z","1999","ASBLTEL",,"CHILL","2015-11-14T08:40:21.000Z","CHILL","2015-11-28T12:22:02.000Z","SJOHNSON","SLA","E15","673F","942033","OTHER","TXDOT","ASBLTEL","NO_SOURCE","ASBLTEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","6dd90961-3a80-4528-a5a0-60c2ad16d617","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.900995539688 30.191983244433)","4939587","0","1","199378","1084370","346",,"2003-05-13T00:00:00.000Z","2003","ASBLTEL",,"AMIRANDA","2015-03-25T09:32:50.000Z","AMIRANDA","2015-04-02T15:12:28.000Z","SJOHNSON","SLA","A16","641X","3077513","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3064993.0675","10041959.9931","DIG08","SUB-M","895.59997559","895.84997559","N","CONCRETE","891.59997559","120","7","T","7","119","30","19","GRADE","40","PRESENT","G1","NOTMARKED","e61ed93d-0540-41f4-8ed5-1f4a45e92df6","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,"03122009_2_024.jpg","0",,,,"0",,,,,"1098434","WPD"
"POINT (-97.680583308989 30.302976478993)","4947729","0","1","79564","1727570","308",,"1961-10-03T00:00:00.000Z","1961","PLANNOEL",,"RODAVILA","2007-11-23T00:00:00.000Z","DWARDEN","2022-01-05T08:37:51.000Z","HCHOU","FOR","M25","556U","455828","CITY","CITY","PHYS_INSP","DEM","GPS","3133650.9139","10083908.615","DIG07","SUB-M",,"582.5","N","CONCRETE","577.5","128","5","T","6","120","24","17","GRADE","60","COVERED","G1","GOOD","1436cc3b-0b6b-4614-8355-5f4c4bd6020b","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","DLEWIS","2008-10-10T00:00:00.000Z",,"08072007_4_049.jpg","0",,,"2021-10-15T00:00:00.000Z","0",,,,,"1080416","WPD"
"POINT (-97.827553555233 30.175274911832)","4959132","0","1","192924","489840","274",,"1982-09-27T00:00:00.000Z","1982","APPLANEL",,"APRUITT","2012-11-29T13:54:08.000Z","APRUITT","2012-11-29T16:56:13.000Z","RODAVILA","SLA","E14","673J","255065","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3088327.3481","10036399.8081","DIG08","SUB-M","725.96002197","725.57000732","N","CONCRETE","721.96002197","122","7","T","6","120","32","34","SAG","40","PRESENT","S1R","NOTMARKED","59387872-2a1e-4bfe-9bf5-f448d477dec5","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,"12082008_4_098.jpg","19",,,,"0",,,,,"1095502","WPD"
"POINT (-97.654436104404 30.408246954588)","4977825","0","1","2085900","2189333","356",,"2019-10-16T00:00:00.000Z","2019","APPLANEL",,"KGALLUSCIO","2020-09-08T11:21:48.000Z","KGALLUSCIO","2020-09-08T12:08:38.000Z","GDELANO","HRS","N34","467X","470402","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","cf1f97d2-8471-4a3e-a1c8-6af1a9deae6e","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.907875684815 30.183261753844)","4948905","0","1","2112166","2223284","244",,"2012-05-14T00:00:00.000Z","2012","APPLANEL",,"KGALLUSCIO","2021-03-31T15:41:58.000Z","KGALLUSCIO","2021-04-01T14:43:32.000Z","GDELANO","SLA","A15","671E","3775253","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","908.30999756","909.48999023","N","CONCRETE","904.15997314",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","77990227-8d50-4c37-a5ad-bc282cc0af94","ENTERED","2022-03-08T21:02:52.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.794570605789 30.17167837801)","4962501","0","1","193509","698499","286",,"1995-05-22T00:00:00.000Z","1995","APPLANEL",,"CARMIJO","2013-08-19T12:28:32.000Z","CARMIJO","2013-08-21T14:56:39.000Z","SBURZYNSKI","SLA","F14","673R","156077","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3098776.8931","10035328.4119","DIG08","SUB-M","681.2199707","682.29998779","N","CONCRETE","677.07000732","121","6","T","6","119","31","18","GRADE","54","PRESENT","G1","GOOD","15a83a9d-de7b-4656-a5ee-aa8f34dd195b","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","GEETHA GANESAN",,,"12152008_4_056.jpg","0",,,"2019-08-15T00:00:00.000Z","0",,,,,"1092862","WPD"
"POINT (-97.809561356822 30.331784570057)","4968756","0","1","191753",,,,,,"NO_SOURCE",,"MARCUS ALLEN",,"SDE","2016-06-16T16:25:05.000Z","J.T. STEWART","STP","F27","553C","3275685","OTHER","OTHER","PHYS_INSP","DEM","GPS","3092720.0206","10093434.7081","DIG08","SUB-M",,"749.2800293","N","CONCRETE","745.95001221","121","6","T","5","120","46","18","SAG","40","PRESENT","S1","NOTMARKED","d1fc25ff-f253-4fb4-85dd-ed2ea5807eca","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N",,,,"11242008_4_031.jpg","0",,,,"0",,,,,"1091419","WPD"
"POINT (-97.826347751332 30.248843754701)","4932379","0","1","194421","634142","17",,"1974-08-26T00:00:00.000Z","1974","APPLANEL",,"TBARRINGTON","2013-06-04T15:01:01.000Z","TBARRINGTON","2013-06-05T07:23:05.000Z","RODAVILA","BAR","E20","613J","919244","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3088105.3331","10063157.9481","DIG08","SUB-M",,"709.30999756","N","CONCRETE","706.46002197","132","5","T","5","120","26","17","GRADE","46","PRESENT","G1","GOOD","d82ec4f0-4d7b-4045-9cd6-5c90d4d6130c","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","ERIN ATKINSON",,,"12292008_4_021.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1097392","WPD"
"POINT (-97.893008989316 30.1913555288)","4952167","0","1","199449","621651","11",,"1987-04-24T00:00:00.000Z","1987","APPLANEL",,"NPULLIAS","2013-05-22T13:40:22.000Z","TBARRINGTON","2013-05-29T12:52:25.000Z","DDAVIS","SLA","B15","671C","86195","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3067520.7262","10041787.0113","DIG08","SUB-M","927.5","927.08001709","N","CONCRETE","923","121","6","T","6","121","31","17","SAG","53","PRESENT","S1","NOTMARKED","d11f0e9e-87d9-44d1-a5ff-4456881dc6f5","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,"03122009_2_004.jpg","0",,,,"0",,,,,"1098541","WPD"
"POINT (-97.779901772901 30.207787561377)","4934859","0","1","184583","1236370","208",,"1981-03-19T00:00:00.000Z","1981","ASBLTEL",,"CARMIJO","2014-12-17T10:25:58.000Z","MMCDONALD","2016-02-08T07:46:39.000Z","DWARDEN","WMS","G17","644P","153526","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3103109.6769","10048563.6613","DIG08","SUB-M",,"633.46002197","N","CONCRETE","629.09997559","60","6","T","5","60","29","37","SAG","49","PRESENT","S1R","NOTMARKED","4eabbf4c-dbd1-4c4e-ae3f-48fb13e735cf","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,"08132008_5_043.jpg","20",,,,"0",,,,,"1085729","WPD"
"POINT (-97.757137193516 30.23423560378)","4954723","0","1","19719","833816","303",,,,"NO_SOURCE","2000","DDAVIS","2008-02-25T00:00:00.000Z","APRUITT","2014-03-04T13:45:59.000Z","RODAVILA","EBO","H19","614V","117798","CITY","CITY","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,"620.19000244","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","fb61c156-6f4b-43dc-95d2-7b1438bbe671","ENTERED","2022-03-08T21:02:52.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.764750666707 30.275984238138)","4936389","0","1","1904473","2053650","29","Assumed removed by PPC-1-A-7397","1952-02-18T00:00:00.000Z","1952","SSM","1985","MAMARAL","2019-01-29T16:23:06.000Z","MAMARAL","2019-01-29T16:37:13.000Z",,"LBL","H23","584Q","475708","CITY","CITY","SUPP_INFO","SSM","SSM",,,"NOGPS","NOGPS",,"487.44000244","N","NODATA","479.20001221",,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","7d64c831-d480-4ae5-88bd-6e3ab270990b","ENTERED","2022-03-08T21:02:50.000Z","REMOVED","0",,,,,,,,,,"0",,,,,,
"POINT (-97.746957080981 30.27345002277)","4961464","0","1","100489","2109330","292",,"1931-09-29T00:00:00.000Z","1931","SSM",,"DLEWIS","2009-04-23T00:00:00.000Z","GDELANO","2019-08-27T15:52:59.000Z","GDELANO","SHL","J22","585S","248466","CITY","CITY","PHYS_INSP","DEM","GPS","3112958.4828","10072678.419","DIG06","SUB-M",,"497.55999756","N","CONCRETE","495.14001465","37","6","T","4","37","26","18","GRADE","29","PRESENT","G1","MARKED","0ac704c6-c620-4ba5-a061-a60049ec6c37","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","NPULLIAS","2009-06-08T00:00:00.000Z",,"B_051106_0003.jpg","0",,,,"0",,,,,"1083919","WPD"
"POINT (-97.864369801292 30.356453423322)","4958908","0","1","192391","1708050","321",,"2002-06-04T00:00:00.000Z","2002","ASBLTEL",,"MMCDONALD","2016-07-28T10:28:54.000Z","GDELANO","2017-12-21T14:34:13.000Z","DWARDEN","PAN","C30","522F","3072847","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3075234.2363","10102016.2719","DIG08","SUB-M","517.41998291","517.02001953","N","CONCRETE","513.25","128","6","T","6","122","48","17","GRADE","43","PRESENT","G1","NOTMARKED","8e178479-5172-44eb-8228-10339ac2f851","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"11202008_5_079.jpg","0",,,,"0",,,,,"1091087","WPD"
"POINT (-97.699219402526 30.293762620981)","4963654","0","1","2129341","2243090","81",,"2014-05-23T00:00:00.000Z","2014","APPLANEL",,"KGALLUSCIO","2021-08-16T14:46:04.000Z","KGALLUSCIO","2021-08-18T11:51:12.000Z",,"TAN","L24","586A","5076711","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","598.40002441","600.54998779","N","CONCRETE","590.84997559",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","2b521bde-eb2b-4940-a3e1-1c50359d11d5","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.708847522626 30.22503232766)","4953135","0","1","212861","271066","89",,"1981-05-15T00:00:00.000Z","1981","ASBLTEL",,"JHOLDER","2011-12-14T08:34:24.000Z","JHOLDER","2011-12-15T15:16:48.000Z",,"CCE","K18","645D","3125051","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3125400.7219","10055356.0115","DIG09","SUB-M",,"530.90002441","N","CONCRETE","527.5","123","7","T","7","121","30","37","GRADE","40","PRESENT","G1R","GOOD","2370ae05-10d9-4a41-972e-6cae60e899d4","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","ERIN ATKINSON","2009-06-24T00:00:00.000Z","MARCUS ALLEN","06242009_1_023.jpg","19","2.1","2","2014-03-15T00:00:00.000Z","0","2009-06-24T00:00:00.000Z","10:36","1",,"1101931","WPD"
"POINT (-97.882649975674 30.203959426645)","4950764","0","1","197858","1280215","102",,"2000-03-07T00:00:00.000Z","2000","ASBLTEL",,"ACOLEMAN","2016-03-17T10:21:41.000Z","ACOLEMAN","2016-03-17T15:41:06.000Z","DDAVIS","SLA","B17","641R","3036569","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3070691.7869","10046441.7763","DIG08","SUB-M","889.97998047","889.77001953","N","CONCRETE","885.83001709","123","6","T","6","120","43","18","GRADE","48","PRESENT","G1","GOOD","38e90edf-070c-46f4-b067-725aaaf52c80","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"MICHAEL CHISUM",,,"02192009_5_052.jpg","0",,,"2011-06-15T00:00:00.000Z","0",,,,,"1101069","WPD"
"POINT (-97.842621883491 30.40094950613)","4969797","0","1","1117684","1427090","85",,"2014-07-01T00:00:00.000Z","2014","APPLANEL",,"SBURZYNSKI","2016-06-17T09:52:34.000Z","SBURZYNSKI","2016-06-17T10:07:18.000Z","CGORE","BUL","D33","492D","5093888","OTHER","OTHER","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","1042.44995117","1041.35998535","N","CONCRETE","1037.16003418",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","c4d832b1-25f7-4bac-b3f7-88094f993499","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.736411768518 30.260169848726)","4968480","0","1","105720","1964706","23",,"1931-09-01T00:00:00.000Z","1931","SSM","1955","RODAVILA","2009-05-22T00:00:00.000Z","MMARKOWSKI","2018-06-19T10:31:57.000Z","SJOHNSON","WLR","J21","615B","106400","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"479.5","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","720f2773-77cb-4a64-925e-d0f716614e9e","ENTERED","2022-02-08T14:52:49.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.756249641413 30.324205498673)","4976661","0","1","623174","837981","90",,"1972-05-16T00:00:00.000Z","1972","APPLANEL",,"MPACHECO","2014-03-21T12:53:07.000Z","MPACHECO","2014-04-15T13:42:59.000Z","SJOHNSON","TYN","H27","554H","828740","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","8d5c910c-8dc3-4211-91ee-2e676d8ae0a2","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.713980996708 30.385865281044)","4935098","0","1","74513","39242","208",,"1973-10-02T00:00:00.000Z","1973","APPLANEL",,"MBRANNAN","2009-11-05T00:00:00.000Z","MBRANNAN","2009-11-06T00:00:00.000Z","LPUGH","LWA","K32","495M","287116","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3122401.752","10113802.283","DIG07","SUB-M",,"736.5300293","N","CONCRETE","733.95001221","127","5","T","6","120","30","18","GRADE","39","PRESENT","G1","GOOD","19050e1b-c10d-4214-b982-a6ff4a3db0cb","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N","RMOELLMER","2008-10-17T00:00:00.000Z",,"06282007_3_098.jpg","0",,,"2016-08-15T00:00:00.000Z","0",,,,,"1075668","WPD"
"POINT (-97.903472584569 30.194472064888)","4944868","0","1","198999","1117970","277",,"2004-04-05T00:00:00.000Z","2004","ASBLTEL",,"AMIRANDA","2015-05-01T14:27:03.000Z","AMIRANDA","2015-05-06T13:12:52.000Z","DDAVIS","SLA","A16","641X","3104897","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3064190.8913","10042847.8394","DIG08","SUB-M","912.91998291","913.17999268","N","CONCRETE","908.91998291","121","8","T","7","119","31","18","GRADE","45","PRESENT","G1","NOTMARKED","2a6551e4-6e34-4ef3-bf44-196fbfd4f3a9","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,"03102009_5_070.jpg","0",,,,"0",,,,,"1098552","WPD"
"POINT (-97.735686822569 30.253014425706)","4956996","0","1","362523","2285363","31",,,,"NO_SOURCE","1977","SBURZYNSKI","2011-03-14T17:41:39.000Z","GDELANO","2022-09-07T16:57:50.000Z","DDAVIS","LBL","J21","615F","5293470","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"450.82000732","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","bd10d2a5-36c1-4c8b-974a-cbd58add23dd","ENTERED","2022-09-08T05:25:47.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
