"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"10440970",,"2010-05-18T00:00:00.000",,"Approved with Conditions","Too close to slab or within footprint of house.","No","No",,,"Yes","No","Yes","Black Willow","Good","Development Related","15","0","19","4","30.44276528","-97.76435520"
"10742058",,"2012-04-02T00:00:00.000",,"Approved","Hazard tree","No","No","No",,"Yes","No","Yes","Cottonwood","Poor","Non-Development Related","30","30","0","0","30.29192682","-97.66259612"
"10902582",,"2013-05-30T00:00:00.000","Residential","Closed","Garage/studio @ back of drive: 2 story & estimated 500 SF.","Yes","Yes","No",,"No","Yes","No","Pecan, Pecan","Good","Development Related","23, 26","0","0","0","30.35348929","-97.72646897"
"11197308",,"2014-08-13T00:00:00.000","Residential","Approved","hazard-see pic and risk assessment","No","Yes","No",,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","24","24","0","0","30.28923393","-97.75754025"
"11420298",,"2015-09-29T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,,"Yes",,"Live Oaks","Good","Development Related","28"", 24""","0","0","0","30.23963035","-97.77712228"
"11191288",,"2014-08-04T00:00:00.000","Commercial","Approved","Tree condition: Storm damage 30% live canopy, history of failures, split limb targets ROW, lions tailing","No","No","Yes",,"Yes",,"Yes","Red Oak","Poor","Non-Development Related","23.5","23.5","0","0","30.30780528","-97.75581625"
"10818386",,"2013-04-03T00:00:00.000",,"Closed","Development","Yes","No","No",,"No","Yes","No","Mesquite","Good","Development Related","23","0","0","0","30.31282577","-97.74046145"
"11590731",,"2016-09-29T00:00:00.000","Residential","Approved with Conditions","irrigation system","Yes","Yes","No",,"No","Yes","No","Live Oaks","Good","Development Related","31"", 30.5""","0","0","0","30.28644630","-97.75144991"
"10803762",,"2012-07-27T00:00:00.000",,"Approved","This is tree is half dead and in the power lines.","No","Yes","Yes",,"Yes","No","Yes","Post Oak","Poor","Non-Development Related","24","24","0","0","30.29927541","-97.71548796"
"11175366",,"2014-07-22T00:00:00.000","Residential","Closed","Development-Tree condition","Yes","Yes","No",,"Yes","No","Yes","Live Oak, Live Oak, Live Oak, Live Oak","Good","Development Related","26, 22, 20, 21","69","0","69","30.33559548","-97.82832192"
"10435263",,"2010-05-06T00:00:00.000",,"Approved","Live oak -- diagnosed with oak wilt.  Both Elm and Juniper have become a safety issue due to numerous dead limbs.","No","No",,,"Yes","No","Yes","Elm, Live Oak, Ashe Juniper","Poor","Non-Development Related","0, 0, 0","19","0","0","30.23209373","-97.75713135"
"10748175",,"2013-01-08T00:00:00.000",,"Closed","New construction/art studio","Yes","No","No",,"No","Yes","No","Pecan","Good","Development Related","21","0","0","0","30.25696520","-97.72063900"
"11438176",,"2015-11-23T00:00:00.000","Residential","Approved","Protected trees on property","Yes","No","No",,,"Yes",,"Unknown","Good","Development Related","18","0","0","0","30.34348359","-97.75640961"
"10614771",,"2011-07-13T00:00:00.000",,"Approved","sewer repair/ replace near tree roots","Yes","No","No",,"No","Yes","No","Unknown","Fair","Development Related","0","0","0","0","30.20341450","-97.76378245"
"11737580","11721623","2017-06-12T00:00:00.000","Residential","Final","New two story SFR","Yes","No","No","Residential Dev Plan Review - Tree","No","Yes","No","Pecan, Cottonwood, Live Oak","1. Good","Development Related","20, 32, 20","0","0","0","30.34545946","-97.72247319"
"11489356",,"2016-03-08T00:00:00.000","Residential","Approved","Hazardous and rotted","No","No","Yes",,"Yes",,"Yes","Chinaberry","Poor","Non-Development Related","23""","0","23","0","30.32733035","-97.76063053"
"10374354",,"2010-07-15T00:00:00.000",,"Closed","Would like to remove for new central driveway to right of tree to avoid removing non-protected tree.","No",,,,"Yes","No","Yes","Oak","Fair","Development Related","15","15","0","0","30.25276387","-97.77714100"
"11329539",,"2015-04-20T00:00:00.000","Residential","Approved","severe decline","No","No","No",,"Yes",,"Yes","Black Willow","Poor","Non-Development Related","26","26","0","0","30.33578889","-97.78189060"
"10475160",,"2010-08-12T00:00:00.000",,"Approved","building deck","Yes","No",,,"No","Yes","No","Arizona Ash","Good","Development Related","22","0","0","0","30.31069567","-97.74434161"
"11459325",,"2015-12-22T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"Pecan","Good","Development Related","0","0","0","0","30.23859091","-97.74451747"
"10802036",,"2012-08-02T00:00:00.000",,"Approved","building a pool crype myrtle is only tree to be taken out.  On the plan it appears to be other trees was asked for tree application.","Yes","No","No",,,"Yes",,"Crape Myrtle","Fair","Development Related","0","0","0","0","30.19389020","-97.87586108"
"11484879",,"2016-03-06T00:00:00.000","Residential","Approved","per pud documents","No","No","No",,"No","Yes","No","live oak","Good","Development Related","less than 19","0","0","0","30.49387394","-97.75665259"
"11433351",,"2015-12-14T00:00:00.000","Residential","Final","Demo/ Rebuild","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","25""","0","0","0","30.24012841","-97.76419218"
"10700013",,"2012-01-05T00:00:00.000",,"Approved","Attempting to resolve an old (1983) permit.","No","No","No",,"No","Yes","No","Unknown",,"Development Related","0","0","0","0","30.20039416","-97.83618109"
"10785316",,"2012-06-26T00:00:00.000",,"Approved with Conditions","Determine route for sewer line connection from house to city connection. This is new service.","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","30","0","0","0","30.44819139","-97.81486148"
"10456366",,"2010-06-22T00:00:00.000",,"Approved","Codominate leader with extensive decay through main trunks.","No","No",,,"Yes","No","Yes","American Elm","Poor","Non-Development Related","20","20","0","0","30.34326190","-97.75769581"
"11426808",,"2015-10-06T00:00:00.000","Residential","Approved","Fungus at base","No","No","No",,"Yes",,"Yes","Cottonwood","Poor","Non-Development Related","38""","38","0","0","30.26911549","-97.69857451"
"11621838",,"2016-10-26T00:00:00.000","Residential","Approved with Conditions","structural damage, rot, ascending branch has 2 holes","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","36","0","36","0","30.34083373","-97.75908449"
"11011218",,"2013-09-10T00:00:00.000","Residential","Approved","Invasive, not able to expand floor plan development","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Development Related","50","50","0","0","30.25438065","-97.77065042"
"10929606",,"2013-04-17T00:00:00.000","Commercial","Approved","New parking lot both trees have had large portions of canopy on back side removed","No","No","No",,"Yes","No","Yes","Hackberry, Hackberry","Fair","Development Related","22, 17","39","0","0","30.34155968","-97.73915246"
"11648663",,"2016-12-21T00:00:00.000","Residential","Approved","see attached","No","Yes","No",,"Yes",,"Yes","Elm","Poor","Non-Development Related","27.7","27.7","0","0","30.33767746","-97.76037362"
"11422207",,"2015-09-28T00:00:00.000","Residential","Approved","Recent major failures, lions tailing, cavities, history of failures targeting ROW","No","Yes","Yes",,"Yes",,"Yes","Pecan","Poor","Non-Development Related","25""","25","0","0","30.25430895","-97.71406740"
"10726461",,"2012-02-29T00:00:00.000",,"Approved","Eyesore-mulfiple defects; previous failures; tree in serious decline","No","No","No",,"Yes","No","Yes","Silver Maple","Poor","Non-Development Related","22","0","22","0","30.41585354","-97.71295516"
"10558248",,"2011-08-30T00:00:00.000",,"Closed","Bldg new residence","Yes","No","No",,"Yes","No","Yes","Hackberry, Maple","Dead","Development Related","16, 16","0","20","20","30.36111664","-97.71286758"
"10870597",,"2012-12-19T00:00:00.000","Residential","Approved","Tree is dead, limbs are dropping out","No","No","Yes",,"Yes","No","Yes","Hackberry","Dead","Non-Development Related","26","26","0","0","30.20623807","-97.81691265"
"11481573",,"2016-02-25T00:00:00.000","Residential","Approved with Conditions","Development","Yes","No","No",,,"Yes",,"Live Oak, Live Oak","Good","Development Related","25, 19","0","0","0","30.49428281","-97.75734995"
"11610904",,"2016-10-05T00:00:00.000","Residential","Approved with Conditions","half of tree is dead/decline","No","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Non-Development Related","30","0","30","0","30.37176542","-97.72863461"
"11309728",,"2015-03-16T00:00:00.000","Residential","Approved","tree has oak wilt","No","Yes","No",,"Yes",,"Yes","Live Oak","Poor","Non-Development Related","46","46","0","0","30.18615750","-97.82149415"
"10440614",,"2010-05-20T00:00:00.000",,"Approved with Conditions","dead, tall, will fall & damage buildings","Yes","No",,,"Yes","No","Yes","Elm","Dead","Non-Development Related","20","20","0","16","30.29435135","-97.72215455"
"10946609",,"2013-05-15T00:00:00.000","Residential","Approved","Rotten, dangerous, previous failures, splitting, over house, falling","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","28.5","0","28.5","0","30.35576911","-97.74369866"
"11595404",,"2016-09-09T00:00:00.000","Residential","Approved","dying and dangerous","No","No","No",,"Yes",,"Yes","Arizona Ash","Dead","Non-Development Related","22.3","22.3","0","0","30.22398021","-97.79059788"
"10711627",,"2012-01-30T00:00:00.000",,"Approved","Tree is dead.  Several previous breaks.  Mostly debarked and full of hypoxylon.  Hazardous- 3 targets include 3 house, shed & fence.","No","Yes","No",,"Yes","No","Yes","Red Oak","Dead","Non-Development Related","26.5","26.5","0","0","30.29463220","-97.73502661"
"11519340",,"2016-04-29T00:00:00.000","Residential","Approved","Hazardous, mostly dead","No","No","No",,"Yes",,"Yes","Hackberry","Good","Non-Development Related","25.5","25.5","0","0","30.37879467","-97.75624476"
"11476771",,"2016-03-02T00:00:00.000","Residential","Approved with Conditions","Addition to existing home","Yes","Yes","No",,,"Yes",,"Pecan, Elm, Sycamore","Good","Development Related","21"",22"",23"",33""","0","0","0","30.24337531","-97.75933603"
"11389134",,"2015-07-23T00:00:00.000","Residential","Approved","Decay on main trunk, hazard to structure and in decline","Yes","No","No",,"Yes",,"Yes","Arizona Ash","Poor","Development Related","34""","0","34","0","30.36215102","-97.73586468"
"10449157",,"2010-06-10T00:00:00.000",,"Approved","Trees are dead or dying; Safety Concerns","No","No",,,"Yes","No","Yes","Cottonwood, Cottonwood, Cottonwood, Black Willow","Dead","Non-Development Related","20, 32, 33, 45","0","130","0",,
"10890325",,"2013-03-05T00:00:00.000","Commercial","Approved with Conditions","Site is going to be redeveloped with DMU and below grade parking.  Trees are impacting foundation of adjacent property","Yes","No","No",,"Yes","No","Yes","Hackberry, Hackberry","Fair","Development Related","17, 18","35","0","10","30.28029596","-97.74174640"
"11326845",,"2015-04-09T00:00:00.000","Commercial","Approved","tree condition","No","No","Yes",,"Yes",,"Yes","Hackberry, Hackberry","Poor","Non-Development Related","20, 20","40","0","0","30.29106148","-97.73200575"
"10628795",,"2011-08-03T00:00:00.000",,"Approved","Protect property","No","Yes","No",,"Yes","No","Yes","American Elm","Poor","Non-Development Related","33","33","0","0","30.25725847","-97.73194226"
"10809087",,"2012-08-10T00:00:00.000",,"Approved","Trees targeted for removal represent a hazard for cemetery visitors","No","Yes","Yes",,"Yes","No","Yes","Red Oak, American Elm","Poor","Non-Development Related","32, 26","210","0","0","30.32794751","-97.74906004"
"10948513",,"2013-05-21T00:00:00.000","Residential","Approved","powerlines and concerns from neighbor related to safety","No","No","No",,"Yes","No","Yes","Boxelder","Poor","Non-Development Related","22","22","0","0","30.20703062","-97.64004164"
"11023250",,"2013-09-27T00:00:00.000","Residential","Approved","hazard tree-triple codominant primary union with included bark and decay. Targets two houses","No","No","No",,"Yes","No","Yes","Paper Mulberry","Fair","Non-Development Related","25","0","25","0","30.32746658","-97.75249228"
"11326747",,"2015-04-10T00:00:00.000","Residential","Closed","Protected Tree","Yes","No","No",,,"Yes",,"Post Oak, Cedar Elm","Fair","Development Related","20, 13","0","0","0","30.48818081","-97.79537628"
"10735021",,"2012-03-15T00:00:00.000",,"Approved with Conditions","pool permit","Yes","No","No",,"No","Yes","No","Pecan","Good","Development Related","19","0","0","0","30.34449321","-97.84739967"
"10603508",,"2011-06-09T00:00:00.000",,"Approved","public safety concerns","No",,"Yes",,"Yes",,"Yes","Live Oak, Live Oak","Dead","Non-Development Related","19, 20","39","0","0","30.24347370","-97.72722326"
"10418051",,"2010-03-26T00:00:00.000",,"Approved with Conditions","New construction.","No","No",,,"Yes","No","Yes","Elm, Elm","Good","Development Related","19, 19","38","0","22","30.30130394","-97.75570224"
"11445958",,"2015-12-03T00:00:00.000","Residential","Final","Development","Yes","Yes","No",,,"Yes",,"Pecan, Pecan","Good","Development Related","28, 29","0","0","0","30.24413196","-97.76046230"
"11125908",,"2014-04-21T00:00:00.000","Residential","Approved with Conditions","Neither house nor utilities impact CRZ. Development","Yes","No","No",,"No","Yes","No","Post Oak","Good","Development Related","26","0","0","0","30.27867261","-97.62347150"
"10579567",,"2011-04-28T00:00:00.000",,"Approved","Tree trunk as obvious fungal and rot issue causing it to be a safety hazard","No","Yes","No",,"Yes","No","Yes","Pecan","Poor","Non-Development Related","26","26","0","0","30.29879336","-97.72946456"
"10884831",,"2013-01-22T00:00:00.000","Residential","Approved","Development","No","No","No",,"Yes","No","Yes","Unknown","Fair","Development Related","0","0","0","0","30.31327107","-97.75039379"
"10464501",,"2010-07-12T00:00:00.000",,"Approved","Tree is declining, many limb failures in canopy.","No","No",,,"Yes","No","Yes","American Elm","Poor","Non-Development Related","27","27","0","0","30.27731830","-97.74845900"
"11549527",,"2016-07-22T00:00:00.000","Commercial","Approved","Would like to remove","Yes","No","No",,"Yes","No","Yes","Oak","Dead","Development Related","9.9","9","0","0","30.21044439","-97.72013399"
"10394414",,"2010-07-15T00:00:00.000",,"Closed","Tree encroaches on proposed 2nd story addition.  We would like to trim closest half of tree to house to make room for 2nd story addition.","No",,,,"Yes","No","Yes","Live Oak","Good","Development Related","21","21","0","4","30.28132372","-97.77207257"
"10352395",,"2010-07-14T00:00:00.000",,"Closed","Home construction.","No",,,,"Yes","No","Yes","Live Oak","Good","Development Related","24","24","0","15","30.51081795","-97.75267754"
"10558141",,"2011-03-14T00:00:00.000",,"Approved","Rerouted sewer yard line from under tree to 15' away","Yes","No","No",,"No","Yes","No","Unknown","Fair","Development Related","22","0","0","0","30.34377247","-97.72161273"
"10725910",,"2012-02-27T00:00:00.000",,"Approved","Dead","No","Yes","No",,"Yes","No","Yes","Post Oak","Dead","Non-Development Related","28","28","0","0","30.30249353","-97.73466123"
"10305497",,"2010-07-19T00:00:00.000",,"Closed","(1) Too close in house.      (2) Too close to house.","No",,,,"No","Yes","No","Oak, Oak","Good","Development Related","20, 19.5","0","0","0","30.17024020","-97.84755575"
"10954066",,"2013-05-28T00:00:00.000","Residential","Approved","has bee colony and yellow leaves","No","Yes","No",,"Yes","No","Yes","Post Oak","Fair","Non-Development Related","33","33","0","0","30.30333725","-97.76451362"
"11591802",,"2016-09-06T00:00:00.000","Residential","Approved","one live branch, appears to be splitting","No","Yes","No",,"Yes",,"Yes","Elm","Poor","Non-Development Related","31","31","0","0","30.29439993","-97.72737957"
"10564782",,"2011-03-25T00:00:00.000",,"Approved","Dying, limbs in full sun dying back, fungal cocks on trunk, lean towards utility drops.  The tree has already been condemned by Austin Energy.  A ""make safe"" prune is already scheduled by Austin Energy to facilitate removal.","No","No","No",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","31","0","31","0","30.35652259","-97.73961028"
"11499393",,"2016-08-22T00:00:00.000","Residential","Final","Development","Yes","No","No",,,"Yes",,"hackberry","Fair","Development Related","22","0","0","0","30.24340554","-97.74690910"
"10839303",,"2012-10-05T00:00:00.000","Commercial","Approved","Tree is completely dead","No","Yes","Yes",,"Yes","No","Yes","Pecan","Dead","Non-Development Related","31","31.5","0","0","30.33578889","-97.78189060"
"11496218",,"2016-03-14T00:00:00.000","Residential","Approved","new home","No","No","No",,,"Yes",,"Live Oak","Good","Development Related","less than 19","0","0","0","30.48297341","-97.78872067"
"11109232",,"2014-03-20T00:00:00.000","Residential","Approved","required by PUD document","No","No","No",,,"Yes",,"Live Oak","Good","Development Related","less than 19","0","0","0","30.48984837","-97.78877532"
"10394950",,"2010-02-01T00:00:00.000",,"Approved","Tree is in poor condition; codominate stem with included bark, a lot of mistletoe in entire tree, decay present in one main stem.","No",,,,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","20","0","20","0","30.15785149","-97.78160869"
"11269488",,"2015-01-02T00:00:00.000","Commercial","Approved","Tree condition","No","No","Yes",,"Yes",,"Yes","Pecan","Poor","Non-Development Related","23","23","0","0","30.26184209","-97.74111065"
"11703703",,"2017-04-14T00:00:00.000","Residential","Active","Tree removal of declined storm damaged Arizona Ash the is a safety concern in front yard right side.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","21","21","0","1.5","30.41252250","-97.74042398"
"10574421",,"2011-09-27T00:00:00.000",,"Approved with Conditions","addition & remodel/ 2nd Floor requested applicant file permit","Yes","No","No",,"No","Yes","No","Post Oak","Good","Development Related","20","0","0","0","30.29746039","-97.76962301"
"11239992",,"2014-10-24T00:00:00.000","Residential","Approved with Conditions","reroute sewer original no longer operable","Yes","Yes","No",,"No","Yes","No","Live Oak, Magnolia","Good","Development Related","29, 22","0","0","0","30.31133793","-97.66977072"
"10469418",,"2010-07-22T00:00:00.000",,"Approved","4/5ths of tree is dead.  Next to trail, likely damaged when trail was installed, now is covered w/ hypoxylen.","No","No",,,"Yes","No","Yes","Post Oak","Poor","Non-Development Related","28","28","0","0","30.28710160","-97.76445611"
"10904314",,"2013-03-01T00:00:00.000","Commercial","Approved","Safety concern as the tree is hanging over the parking lot.","No","No","No",,"Yes","No","Yes","Black Willow","Dead","Non-Development Related","12","0","0","0","30.23398788","-97.82796819"
"11464002",,"2016-02-22T00:00:00.000","Residential","Approved with Conditions","Owner is removing existing home and foundation and installing new home with pier","Yes","Yes","No",,,"Yes",,"Live Oaks","Good","Development Related","31"", 32""","0","0","0","30.32672329","-97.75341415"
"11552328",,"2016-07-13T00:00:00.000","Residential","Final","development t-18 is dead, t-15 is in powerlines","Yes","No","No",,"Yes","No","Yes","Hackberry, hackberry","Poor","Development Related","22,30","0","52","13","30.29759023","-97.77405524"
"10449760",,"2010-06-08T00:00:00.000",,"Approved","Threat to house.  Declining health.","No","No",,,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","0","19","0","0","30.24794049","-97.74621108"
"10420765",,"2010-04-02T00:00:00.000",,"Approved with Conditions","Tree in middle of lot.","No","No",,,"Yes","No","Yes","Oak","Good","Development Related","19","19","0","15","30.50332284","-97.78560912"
"10467476",,"2010-07-19T00:00:00.000",,"Approved with Conditions","Need a better tree in the location.","No","No",,,"Yes","No","Yes","Arborvitae","Poor","Development Related","13","0","13","4","30.23209373","-97.75713135"
"10963836",,"2013-06-17T00:00:00.000","Residential","Closed","Tree Condition","No","No","No",,"Yes","No","Yes","Red Oak, Live Oak","Poor","Development Related","19, 22","41","0","0","30.34309399","-97.81603795"
"11600922",,"2016-10-20T00:00:00.000","Residential","Final","new home","Yes","No","No",,,"Yes",,"Live Oak","Good","Development Related","36","0","0","0","30.16573648","-97.90977942"
"10420113",,"2010-04-02T00:00:00.000",,"Approved","dead branches can fall at any time.  Tree is dead","No","No",,,"Yes","No","Yes","Red Oak","Poor","Non-Development Related","18","18","0","0","30.42468188","-97.70943752"
"11318823",,"2015-03-30T00:00:00.000","Residential","Approved with Conditions","Driveway approach for new construction","Yes","No","Yes",,"No","Yes","No","American Sycamore","Fair","Development Related","17","0","0","0","30.32950401","-97.75424102"
"10413450",,"2010-03-24T00:00:00.000","Residential","Approved","Tree is in bad condition may be ill.","Yes","Yes",,,"Yes","No","Yes","Cedar Elm","Poor","Non-Development Related","27","0","0","0","30.23653659","-97.69893015"
"11195789",,"2014-08-08T00:00:00.000","Commercial","Approved","Tree condition: client request","No","No","No",,"Yes",,"Yes","Hackberry, Hackberry, Hackberry, Hackberry","Poor","Non-Development Related","19.5, 13.5, 16.5, 16","19","0","0","30.20973952","-97.80366911"
"10818471",,"2012-10-11T00:00:00.000",,"Approved with Conditions","trees died in 2011 drought, danger of falling (duplex)","No","Yes","No",,"Yes",,"Yes","Live Oak","Dead","Non-Development Related","26","26","0","0","30.23055714","-97.78322019"
"11332286",,"2015-04-16T00:00:00.000","Commercial","Approved","Blown over","No","No","No",,"Yes",,"Yes","Arizona Ash","Dead","Non-Development Related","24","0","24","0","30.24356012","-97.72740002"
"11849209","11807541","2018-01-18T00:00:00.000","Residential","Active","Addition and renovation","Yes","Yes","No","Residential Dev Plan Review - Tree","No","Yes","No","Live Oak, Mulberry","1. Good","Development Related","28, 30.5","0","0","0","30.34867545","-97.73376500"
"11521187",,"2016-09-08T00:00:00.000","Residential","Approved with Conditions","Will be hurt if driveway is replaced","Yes","Yes","No",,"Yes","Yes","Yes","Live Oak","Good","Development Related","24.2","24.2","0","0","30.36982335","-97.75968410"
"11655173",,"2017-01-20T00:00:00.000","Commercial","Active","tree condition","No","No","No",,"Yes",,"Yes","Unknown","Poor","Non-Development Related","21","21","0","0","30.46487398","-97.80408922"
"10930112",,"2013-04-22T00:00:00.000","Residential","Approved with Conditions","new pool","Yes","Yes","No",,"No","Yes","No","Live Oak","Good","Development Related","31","0","0","0","30.19541073","-97.90837577"
"10464648",,"2010-07-12T00:00:00.000",,"Approved with Conditions","construction","No","Yes",,,"No","No","No","Pecan","Good","Development Related","44","0","0","0","30.42756652","-97.72864682"
"11689619",,"2017-03-20T00:00:00.000","Residential","Active","Re-landscaping","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Mulberry, Hackberry, Hackberry, Tallow","4. Dead, diseased, or imminent hazard","Non-Development Related","28, 20, 20, 24","68","24","4.5","30.46742853","-97.77956650"
"10912135",,"2013-03-18T00:00:00.000","Residential","Approved","tree condition; proximity to slab, proximity to roof is prohibibting investment in roof improvements required by insurance for a policy","No","No","No",,"Yes","No","Yes","Chinese Tallow","Poor","Non-Development Related","22","0","22","0","30.22392222","-97.79183297"
"10408170",,"2010-03-05T00:00:00.000",,"Approved","Deck expansion in area; deck to sorround tree.","No","No",,,"No","Yes","No","Cedar Elm, Cedar Elm","Good","Development Related","10, 16","0","0","0","30.22584901","-97.71800240"
"11231601",,"2014-10-13T00:00:00.000","Residential","Approved","Other: >80% dead; struck by lightening 2 years ago, tried to save but couldn't","No","No","No",,"Yes",,"Yes","Cedar Elm","Poor","Non-Development Related","22","22","0","0","30.29069182","-97.75763978"
"10424577",,"2010-04-09T00:00:00.000",,"Approved with Conditions","New bldg.","No","No",,,"Yes","No","Yes","Hackberry, American Sycamore","Good","Development Related","12, 12","0","24","11","30.26627550","-97.74825668"
"10747473",,"2013-08-29T00:00:00.000",,"Closed","stand alone structure rear yard","Yes","No","No",,"No","Yes","No","Live Oak, Live Oak","Good","Development Related","19, 19","0","0","0","30.24955689","-97.77975546"
"11337433",,"2015-04-27T00:00:00.000","Commercial","Approved","Low hanging in alley way","No","No","No",,"Yes",,"Yes","American Elm","Fair","Development Related","19","0","0","0","30.28125659","-97.74314426"
"11290126",,"2015-02-19T00:00:00.000","Commercial","Closed","development","Yes","Yes","No",,"No","Yes","No","Live Oak, Live Oak, Hackberry, Chinaberry","Good","Development Related","27, 24, 20, 20","0","0","0","30.23631458","-97.78364286"
"11564039",,"2016-08-24T00:00:00.000","Residential","Final","development","Yes","No","No",,"No","Yes","No","live oak","Fair","Development Related","22","0","0","0","30.25211185","-97.75640163"
"11053801",,"2013-11-22T00:00:00.000","Commercial","Approved","Public safety","No","Yes","Yes",,"Yes",,"Yes","Red Oak, Red Oak, Red Oak, Live Oak","Dead","Non-Development Related","21, 19, 19, 24","83","0","0","30.21269490","-97.80152150"
"10758693",,"2012-05-02T00:00:00.000",,"Approved","Crown is 65% dead.  Hypoxylon canker present on entire length of trunk.  Even with dead wood removal this tree is a hazard.  Targets include house, fence and deck.","No","No","No",,"Yes","No","Yes","American Sycamore","Poor","Non-Development Related","28.5","29","0","0","30.31715999","-97.70989336"
"11665853",,"2017-02-08T00:00:00.000","Residential","Active","Need to install new sewer yard line","Yes","No","No",,,"Yes",,"Hackberry","Fair","Development Related","23""","0","0","0","30.25803731","-97.68950917"
"10997587",,"2013-08-19T00:00:00.000","Commercial","Approved","tree is positioned between building and concrete fencing. Too big.","No","No","No",,"Yes","No","Yes","Chinese Tallow","Fair","Non-Development Related","7.5","0","0","0","30.28041526","-97.74370238"
"10860577",,"2012-11-26T00:00:00.000","Commercial","Approved","See attached report for condition of specific trees.","No","No","No",,"Yes","No","Yes","Unknown","Poor","Non-Development Related","0","0","0","0","30.28412243","-97.82696245"
"11080920",,"2014-01-29T00:00:00.000","Residential","Approved","Co-dom w/included bark, large dead limbs target ROW, history of failures and utility cuts","No","No","Yes",,"Yes",,"Yes","American Elm","Poor","Non-Development Related","19","19","0","0","30.33944544","-97.72471896"
"10811010",,"2012-08-10T00:00:00.000",,"Approved","Dropping limbs, dangerous, dead","No","No","No",,"Yes","No","Yes","American Sycamore","Poor","Non-Development Related","19","19","0","0","30.30550579","-97.72156587"
"10929127",,"2013-04-15T00:00:00.000","Residential","Approved","cracked badly emergency 1/2 tree about to fall on house. Major branch cracked off","No","No","No",,"Yes","No","Yes","Arizona Ash","Good","Non-Development Related","26","26","0","0","30.38210119","-97.70817566"
"10998575",,"2013-08-12T00:00:00.000","Residential","Approved","bottom half of trunk is hollow. Tree leaning toward house.","No","No","No",,"Yes","No","Yes","Live Oak","Poor","Non-Development Related","19","19","0","0","30.21364272","-97.88549502"
"10518241",,"2010-11-30T00:00:00.000",,"Approved with Conditions","repair/replace sewerline near tree roots.","Yes","No","No",,"No","Yes","No","Live Oak","Fair","Development Related","20","0","0","0","30.21837393","-97.86975881"
"11254638",,"2014-11-24T00:00:00.000","Residential","Approved","development/tree permit required per agreement w/COA & developer.  No protected trees on property.","No","No","No",,,"Yes",,"Unknown","Good","Development Related","0","0","0","0","30.48963857","-97.78983962"
"11034893",,"2013-10-21T00:00:00.000","Residential","Approved with Conditions","Building Addition","Yes","No","No",,"No","Yes","No","Walnut","Fair","Development Related","20","0","0","0","30.30780528","-97.75581625"
"10883201",,"2013-01-17T00:00:00.000","Residential","Approved","Tree Condition","No","No","No",,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","19","19","0","0","30.31473879","-97.67301655"
"11225649",,"2014-10-08T00:00:00.000","Residential","Approved with Conditions","Development","Yes","Yes","No",,,"Yes",,"Live Oak, Live Oak","Good","Development Related","22, 30","52","0","0","30.30953534","-97.76445311"
"10858170",,"2012-11-16T00:00:00.000","Residential","Approved","See attached report","No","No","No",,"Yes","No","Yes","American Sycamore","Dead","Non-Development Related","28","28","0","0","30.25160564","-97.75913009"
"10400262",,"2010-02-25T00:00:00.000",,"Approved with Conditions","To allow construction of home","No",,,,"No","No","No","Live Oak, Live Oak","Good","Development Related","26.5, 22","0","0","0","30.14310189","-97.84919639"
"10910464",,"2013-03-11T00:00:00.000","Residential","Approved","tree condition","No","No","No",,"Yes","No","Yes","Arizona Ash","Poor","Non-Development Related","28","28","0","0","30.35801982","-97.70735878"
"11353280",,"2015-05-22T00:00:00.000","Residential","Approved with Conditions","Protected Tree","Yes","No","No",,"Yes","Yes","Yes","Post Oak","Fair","Development Related","17","17","0","0","30.49025140","-97.79178035"
"10457305",,"2010-06-24T00:00:00.000",,"Approved","More than half has split out.  High use area.","No","No",,,"Yes","No","Yes","Hackberry","Poor","Non-Development Related","21","0","21","0","30.24518171","-97.71452800"
"11030463",,"2013-10-14T00:00:00.000","Residential","Approved","Tree condition","No","No","No",,"Yes","No","Yes","Bradford Pear","Poor","Development Related","23","0","23","0","30.29815321","-97.78162213"
