"documentid","program","reachcd","title","subtitle","sizekb","yearpub"
"186343","AST","BAR1,BAR2,BEE1,BER1,BER2,BER3,BRW1,BSY1,BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,EAN1,EAN2,GIL6,JOH1,LBE1,LBL,LBR1,LBR2,LKA,LKC1,LKC2,LKC3,ONI4,ONI5,PAN1,RAT1,RAT2,SBG2,SHL1,SHL2,SHL3,SHL4,SLA1,SLA2,TRK1,TYN1,TYS1,WBL1,WBL2,WBO2,WBO3,WLN4,WLN5,WMS2,WMS3","Karst Void Mitigation for Water Quality and Quantity Protection in Austin, Texas","SR-01-07","3915","2001"
"186330","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER3,BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,EAN1,EAN2,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS2,LBL,LKA,LKC3,LWA1,LWA2,LWA3,LWA4,PAN1,RAT2,SHL1,SHL2,SHL3,SHL4,SLA1,SLA2,SLA3,TYS1,WBL1,WBL2,WBO1,WBO2,WLN1,WLN2,WLN3,WLN4,WLN5,WLR1,WMS2","Findings of the Draft 2002 Texas Water Quality Inventory and 303(D) List for the Austin Area","SR-03-04","77","2003"
"206599","GENERAL","GENERAL","Quantification of the Long-Term Benefits of Erosion Detention",,"24349","2007"
"186194","GENERAL","GENERAL","Economic Impacts of Propsed Land Development Code Changes","CN-91-02","54586","1991"
"186196","AST","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER1,BER2,BER3,BLU3,LBR1,LBR2,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,SLA1,SLA2,SLA3,WMS1,WMS2,WMS3","Guide to Regional Mapping Project of the Edwards Aquifer Associated with Barton Springs","CM-85-01","4268","1985"
"227693","EII","BAR1,BAR2,BAR3,BAR4,LBL","Field Investigation Barton Creek Algae Bloom March 1999","n/a","270","1999"
"230080","EII","BAR1,LBL","Using Barton Creek Flow Gauges to Predict Flooding of Barton Springs Pool","DR-15-04","992","2015"
"196468","SAL","BAR1,LBL","Barton Springs Habitat Conservation Plan and Incidental Take Permit 2013","CM-13-03","12807","2013"
"206383","EII","DKR1,DKR3,ELM1,ELM2,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS1,HRS2,WLL,WLN2,WLN5","Erosion Hazard Zone Mapping and Geomorphic Assessment Volume 1","CN-11-01","37852","2011"
"281005","GENERAL","BAR3","Lost Creek Golf Course Turfgrass Management Plan",,"9274","2009"
"196402","GENERAL","GENERAL","Water Quality GIS Tool for Incorporating Non Point Sources and BMPs","CN-00-02","4333","2000"
"223701","AST","ONI4","Karst Features Encountered on the Dahlstrom Tract",,"1676","2009"
"237169","GENERAL","GENERAL","Using Safe Software’s FME Workbench to update a dataset hosted on Data.Austintexas.Gov","DR-15-07","1200","2015"
"186332","AST","BAR1,LBL","Temporal Trend Analysis of Long-term Monitoring Data at Karst Springs, 2009","SR-10-06","301","2010"
"186283","ALI","BEE1,BRW1,CRN1,DRN1,LBL,LKA,PAN1,RDR1,TRK1,TYN1","Lake Austin Hydrilla Management Plan","CM-00-01","4131","2000"
"196449","EII","BAR1,BAR2,BEE1,BER1,BER2,BER3,BRW1,BSY1,BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,EAN1,EAN2,GIL6,JOH1,LBE1,LBL,LBR1,LBR2,LKA,LKC1,LKC2,LKC3,ONI4,ONI5,PAN1,RAT1,RAT2,SBG2,SHL1,SHL2,SHL3,SHL4,SLA1,SLA2,TRK1,TYN1,TYS1,WBL1,WBL2,WBO2,WBO3,WLN4,WLN5,WMS2,WMS3","PCEs in Austin Surface and Groundwater","SR-11-20","4954","2010"
"196406","EII","WLN1,WLN2,WLN3,WLN4","Walnut Creek Water Quality 1996 to 2001","DR-02-01","2042","2002"
"186356","GENERAL","GENERAL","State of the Environment Report 2002","CM-02-01","3195","2002"
"227694","EII","BAR2","Field Investigation Sediment Discharge POD 9 Tributary Barton Creek June 1997","n/a","2432","1997"
"261629","EII","SHL1,SHL2,SHL3,SHL4","Shoal Creek Interim Report and Environmental Assessment",,"89560","1991"
"186364","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BLU3,BUL1,BUL2,BUL3,CAR1,CAR2,CCE1,CCW1,CCW2,DRN1,DRN2,GIL6,LKA,LKC1,LKC2,LKC3,LWA1,LWA4,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,RAT2,SHL3,SLA1,SLA3,WBL1,WBL2,WLN1,WLN2,WLN3,WLN4,WLN5,WMS1,WMS2,WMS3","Urban Watershed Best Management Practices Data Set Update for Twelve Tributary and Two Town Lake Adjacent Watersheds","CN-03-02","16923","2003"
"186233","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6","Results from Continuous Monitoring of Barton Creek 1998-2004","SR-04-01","1056","2004"
"268805","GENERAL","GENERAL","Urban Hydrology Restoration Proof of Concept Modeling","SR-16-14","1467","2016"
"196430","EII","CMF1,RDR1,BRW1,BER3,PAN1,TRK1,BER2,CTM1,LKC3,BER1,CAR1,BRW1,SFD1,DRE2,NFD1,RIN3,CRN1,ONI3,DRE1,RAT2,DRN2,TYN1,SFD2,BUL1,MAR1,BEE1,BEE2,BEE3,BUL2,CRN1,DRE2,EAN2,NFD1,ONI1,ONI5,SLA3","Action Plan Items Related to Eii Site Scores Fiscal Year 2010","SR-11-09","104","2011"
"225007","AST","BAR1,LBL","Geology Associated with the Barton Springs Pool Bypass Tunnel","SR-14-02","10052","2013"
"206378","EII","DKR1,DKR3,WLL,WLN2","Erosion Hazard Zone Mapping and Geomorphic Assessment Volume 4","CN-11-04","102769","2011"
"186304","EII","ONI1","McKinney Falls State Park Contact Recreation Assessment","SR-07-07","230","2007"
"196427","GENERAL","BAR1,LBL","QA on Barton Springs Fecal Coliform and Effects of Rainfall on Bacteria and Turbidity","N/A","6273","1991"
"240234","SAL","BUL2","Jollyville Plateau Salamander Monitoring During WTP4 Spicewood Shaft Construction","DR-15-09","503","2015"
"186128","ALI","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Diagnostic Study of Water Quality Conditions in Town Lake, Austin, Texas Vol I","CM-92-01","165901","1992"
"206598","GENERAL","GENERAL","Erosion Detention Stream Protection Curve",,"15576","2011"
"186260","AST","BUL3,BUL4,BUL5,LKC2","Differential Changes in Groundwater Quality Due to Urbanization Under Varying Environmental Regulations in Austin, Texas","SR-07-05","1617","2007"
"196443","EII","BLU1,BLU2,BMK2,BOG1,BOG2,CAR1,DRN1,DRN2,EBO1,EBO2,EBO3,ELM1,FOR4,LBL,LKA,LWA3,LWA4,MAR1,ONI2,RDR1,SBG2,SHL2,SHL4,TAN2,TAN3,TRK1,WBO1,WLN3,WLN4,WLN5","Contact Recreation Assessment","SR-11-14","511","2012"
"206594","ALI","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Application Information Phase1 Diagnostic Feasibility Study Clean Lakes Assistance Program Town Lake",,"19315","1989"
"186219","EII","GENERAL","Action Plan Items Related to EII Site Scores Fiscal Year 2008","SR-09-07","176","2008"
"266623","SAL","GENERAL","Investigations of Foot Reduction and Other Concurrent Health Problems in Eurycea sosorum in Captivity","SR-16-12","7994","2016"
"186151","EII","SHL1,SHL2,SHL3","Shoal Creek Watershed Erosion Assessment","CN-97-10","138480","1997"
"206601","GENERAL","BOG1,BOG2,BOG3,FOR1,FOR2,FOR3,FOR4,LBL,LWA1,TAN1,TAN2,TAN3,WLN1,WLN2,WLR1,WLR2,WLR3","East Austin Environmental Initiative Conceptual Workplan",,"13000","1994"
"264868","SAL","BAR1","Annual Report 2015 on Endangered Species Act Section 10(a)1(A) Scientific Permit for the Study of Barton Springs and Austin Blind salamanders",,"2284","2015"
"202219","GENERAL","BAR1,BER1,BUL2,BUL4,BUL5,DRE1,DRE2,EBO2,HRS2,LBL,SHL1,SHL2,SHL3,WBO1,WLR1,WLR2,WLR3,WMS2","Stormwater Control Measures in Austin, TX: Data Report","CM-13-01","91746","2013"
"186232","EII","BUL2,SHL1,SHL2,SHL3,SHL4","Impacts of Lawn Fertilizers on the Environment in Austin, TX","SR-03-07","1109","2003"
"223706","GENERAL","BER1,BER2,LBR1,SLA2","City of Austin Comments on the Draft Environmental Impact Statement for the Proposed State Highway 45 Southwest","Memo 08_13_2014","834","2014"
"196480","AST","SLA1,WMS2","Hydrogeologic Study of Davis Lane and Solutions to Protect Caves","SR-12-17","2411","2012"
"186132","EII","GENERAL","Environmental Integrity Index Phase II Watershed Summary Report","SR-08-10","53166","2007"
"186362","GENERAL","GENERAL","State of the Environment Report 2009","CM-09-01","2714","2009"
"186120","EII","BAR2,BAR3,BAR4","1993 Algae Bloom Assessment Report for Barton Creek Austin, Texas","CM-93-02","10965","1993"
"186150","GENERAL","GENERAL","Report on Composting Non-Discharging Waste Treatment Units","CM-82-01","30516","1982"
"186327","EII","BAR1,LBL","Sediment Accumulation in the Barton Springs Complex","SR-05-05","598","2005"
"186157","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,WMS2","The Barton Creek Report","CM-97-03","196159","1997"
"186309","EII","GENERAL","Pesticides and Herbicides in Austin Watersheds","SR-01-06","135","2001"
"186346","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BEE3,BER1,BER2,BER3,BEW1,CMF1,CRN1,EAN1,EAN2,HAM1,LBA1,LBA2,LBA3,LBR1,LBR2,LKA,ONI4,ONI5,ONI6,SBG2,SLA1,SLA2,SLA3,WMS2,WMS3","Wastewater Disposal Practices and Changes in Development in the Barton Springs Zone","SR-11-01","1442","2010"
"196465","EII","BMK2,TAN3,WLR1,WLR2,WLR3","The Algae of Waller Creek","N/A","4249","1992"
"196420","GENERAL","GENERAL","Draft Environmental Assessment Sections for Austin Environmental Criteria Manual","SR-03-03","198","2003"
"203080","AST","BUL3,PAN1,WBL2","BCP 2011 Annual Report on Tracing for Pit Springs and Four Points","DR-11-03","1653","2011"
"206604","GENERAL","WLN1,WLN2","Crystal Brook Flood Control Study Status Report Volume 1","Walnut Creek","70351","1999"
"273146","GENERAL","GENERAL","A Proposal to Train and Develop a Group of ""Superforecasters"" in the Environmental Resource Management Division","SR-17-03","349","2017"
"203918","EII","GENERAL","Fecal Bacteria and Land Use","SR-13-10","705","2013"
"186256","GENERAL","GENERAL","Using EII Physical Integrity Scored to Predict RGA Stream Stability Score","SR-05-10","135","2005"
"196477","EII","BAR1,BAR2,BAR3","Differences in Groundwater Quality At Springs Influenced By Effluent Irrigation of Golf Courses","SR-07-12","217","2007"
"186121","EII","BLU1,BLU2,BLU3,EBO2","1995 Water Quality and Baseflow Protection Alternatives Report for Blunn Creek Austin, Texas","CM-95-01","42316","1995"
"268804","AST","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6","Summary of Water Balance and Discharge Evaluation for Dripping Springs TPDES Permit","DR-17-02","346","2016"
"263439","EII","ONI4,ONI5,ONI6","Surface-Water and Groundwater Interactions along Onion Creek, Central Texas",,"9677","2016"
"196429","ALI","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Town Lake Fish Tissue Studies","SR-01-01","1089","2003"
"290644","ALI","LBL,LKA","Lady Bird Lake and Lake Austin status and trends","SR-15-04","3161","2015"
"203083","AST","BUL3,PAN1,WBL2","BCP 2012 Summary of Tritium Age Dating","DR-12-08","10","2012"
"186210","AST","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BEE1,BEE2,BEE3,BER1,BER2,BER3,BLU3,EAN1,EAN2,LBA1,LBA2,LBA3,LBE1,LBR1,LBR2,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,SLA1,SLA2,SLA3,WMS1,WMS2,WMS3","Regional Water Quality Protection Plan for the Barton Springs Segment of the Edwards Aquifer and Its Contributing Zone Volume II","CN-05-01","14134","2005"
"186316","GENERAL","GENERAL","Preliminary Report on Storm Water Runoff from Effluent-Irrigated Golf Courses","CM-05-04","81","2005"
"186287","EII","GENERAL","Impacts of Stream Hydrologic Characteristics on Ambient Water Quality and Aquatic Health in the Austin, Texas Area","SR-10-18","1043","2010"
"230081","GENERAL","GENERAL","Wild Taro Demonstration Project 2011-2012","DR-15-01","399","2015"
"186331","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER3,BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,EAN1,EAN2,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS2,LBL,LKA,LKC3,LWA1,LWA2,LWA3,LWA4,PAN1,RAT2,SHL1,SHL2,SHL3,SHL4,SLA1,SLA2,SLA3,TYS1,WBL1,WBL2,WBO1,WBO2,WLN1,WLN2,WLN3,WLN4,WLN5,WLR1,WMS2","Findings of the Draft 2004 Texas Water Quality Inventory and 303(D) List for the Austin Area","SR-05-02","87","2005"
"186156","EII","GENERAL","Technical Procedures for the Watershed Erosion Assessment","CN-97-18","84519","1997"
"186352","EII","GENERAL","WPDRD Master Plan Water Quality Problem Score Method Revision","SR-08-09","509","2009"
"186243","EII","BLU1,BLU2,BLU3,EBO1,EBO2,EBO3","Blunn and East Bouldin Water Quality Summary 2001-2003","SR-04-02","106","2003"
"186345","EII","GIL6,LWA1,LWA4,RAT2,WLN1,WLN2,WLN3,WLN4,WLN5","Walnut Creek Update Report","SR-10-16","608","2010"
"203087","GENERAL","GENERAL","Green Stormwater Infrastructure Maintenance Manual","Rain Gardens, Biofiltration, Vegetative Filter Strips","14709","2013"
"196432","AST","BAR1,LBL","Barton and Related Springs Benthic Macroinvertebrate Community Assessment","SR-07-06","912","2007"
"186354","GENERAL","GENERAL","State of the Environment Report 1997","CM-97-02","21204","1997"
"186209","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BEE1,BEE2,BEE3,BER1,BER2,BER3,BLU3,EAN1,EAN2,LBA1,LBA2,LBA3,LBE1,LBR1,LBR2,ONI1,ONI2,ONI3,ONI4,ONI5,ONI6,SLA1,SLA2,SLA3,WMS1,WMS2,WMS3","Regional Water Quality Protection Plan for the Barton Springs Segment of the Edwards Aquifer and Its Contributing Zone","CM-05-02","7965","2005"
"225006","AST","BER2,BER3,LBR1,SLA2","Spillar Ranch Environmental Baseline Report","SR-14-01","16823","2013"
"227699","GENERAL","GENERAL","Riparian Functional Assessment Phase Two Summary","SR-14-18","372","2014"
"186248","AST","KARST","Characterization and Water Balance of Internal Drainage Sinkholes","JC-05-01","683","2005"
"203086","SAL","BAR1","Austin 2013 Permit Report to USFWS for 10(a)(1)(A) permit","USFWS 10(a)(1)(A) Permit Report 2013","288","2013"
"186229","SAL","BAR1","Annual Report October 1, 2004- September 30, 2005 Endangered Species Act Section 10(a)1(B) Permit for the Incidental Take of the Barton Springs Salamander for the Operation and Maintenance of Barton Springs Pool and Adjacent Springs","CM-06-04","581","2005"
"186193","GENERAL","BAR1,BLU1,BLU2,BLU3,BMK1,BMK2,BMK3,BOG1,BOG2,BOG3,BUL2,CAR2,CCE1,CCW1,CCW2,EBO1,EBO2,EBO3,FOR1,FOR2,FOR3,FOR4,HRP1,JOH1,LBL,LWA1,LWA2,LWA3,LWA4,SHL1,SHL2,SHL3,SHL4,TAN1,TAN2,TAN3,WBO1,WBO2,WBO3,WLN4,WLR1,WLR2,WLR3","Economic Impact Assessment of the Proposed Changes to the City of Austin's Land Development Code to Protect Water Quality in the Urban Watersheds","CN-91-01","23095","1991"
"227697","EII","ONI2,WMS1","Field Investigation Roy Kizer Golf Course Pond B-1A","n/a","4151","1997"
"186170","EII","BAR1,EBO2,WBO1,WBO2,WBO3","West Bouldin Creek Watershed Erosion Assessment","CN-97-03","74771","1997"
"240236","AST","KARST","Austin's Underground Frontier, and Secrets of Goat Cave","SBCA 36(1)","449","2015"
"186329","GENERAL","GENERAL","Stormwater Runoff Quality and Quantity from Small Watersheds in Austin, TX","CM-06-02","881","2006"
"202217","GENERAL","GENERAL","City of Austin Invasive Species Field Resources Guide","EM-14-01","3800","2013"
"248025","SAL","BAR1","Annual Report 2015 on Endangered Species Act Section 10(a)1(B) Permit for the Incidental Take of the Barton Springs Salamander for the Operation and Maintenance of Barton Springs Pool and Adjacent Springs","CM-16-01","2041","2016"
"263440","GENERAL","GENERAL","TPDES Annual Report FY2014-2015",,"29748","2016"
"266618","EII","ONI1,ONI2,ONI3,ONI4,ONI5,ONI6","An Analytic Water Quality Model of Onion Creek examining Impacts from a Proposed Wastewater Point Source Discharge","SR-17-01","1365","2016"
"263438","GENERAL","GENERAL","Reclaimed Water Irrigation Water Quality Impact Assessment","SR-16-06","3856","2016"
"186281","AST","BAR1,BAR2,BER1,BER2,BER3,LBL,LBR1,SBG2,SLA1,SLA2,WMS2,WMS3","Flow Systems of the Edwards Aquifer Barton Springs Segment Interpreted from Tracing and Associated Field Studies","JC-03-01","2849","2003"
"186351","EII","BLU3,SLA1,SLA3,WMS1,WMS2,WMS3","Williamson Creek Environmental Data Review","SR-02-07","719","2003"
"264870","SAL","BAR1","Unblocking the Eliza Spring Discharge Pipe","DR-16-05","2699","2016"
"206342","GENERAL","GENERAL","An Index of Riparian Integrity for the Austin Area","SR-13-09","1284","2013"
"186207","GENERAL","GENERAL","Austin's Water Management Plan","CM-85-04","28228","1985"
"230086","GENERAL","GENERAL","State of Our Environment Report 2014","CM-14-01","2880","2015"
"186335","AST","GENERAL","Total Triazine Levels in Austin Area Springs","SR-02-08","665","2002"
"196396","GENERAL","BEW1,BRW1,BSY1,CWC1,LBA1,LBA2,LBA3,LCK1,LCK3,LKA,RDR1","Lake Travis Economic Impact Report","CM-11-03","5978","2011"
"203082","AST","BUL3,PAN1,WBL2","BCP 2013 Annual Report Summary of Tracing for Four Points","DR-13-02","345","2013"
"240239","GENERAL","GENERAL","Flow and impervious cover thresholds in aquatic communities in Austin","SR-15-12","588","2015"
"186225","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BLU3,BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,GIL6,LKA,LKC3,LWA1,LWA4,PAN1,RAT2,SHL1,SHL2,SHL3,SHL4,SLA1,SLA3,WBL1,WBL2,WLN1,WLN2,WLN3,WLN4,WLN5,WMS1,WMS2,WMS3","1996 Analysis of Changes in Creek Water Quality with Construction Activity and Increased Development","SR-02-05","1594","1999"
"230082","GENERAL","BAR1,BLU1,EBO1,JOH1,LBL,WBO1,WLR1","Overview of Invasive Species Management","DR-15-02","655","2014"
"186124","SAL","BAR1, BAR2, BAR3, BAR4, BAR5,BAR6","Annual Report 2003 to USFWS on Austin NPDES MS4 Permit","CM-03-03","38350","2003"
"196410","GENERAL","SLA2","Fertilizer Leachate Study At The Wildflower Center 2006 To 2007","DR-08-03","1770","2008"
"186164","EII","GIL6,LWA1,LWA2,LWA3,LWA4,RAT2,SHL3,WLN1,WLN2,WLN3,WLN4,WLN5","Walnut Creek Watershed Erosion Assessment","CN-97-12","62339","1997"
"290633","GENERAL","GENERAL","Pathogenic Outbreaks in Central Texas","AGS 35","733","2015"
"186334","GENERAL","GENERAL","The Relationship Between Stormwater Quality and Demographics","CM-07-01","689","2007"
"196441","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER3,BEW1,BMK2,BSY1,BUL1,BUL2,BUL3,BUL4,BUL5,COL,CRN1,DRN2,EAN1,EAN2,EBO1,EBO2,EBO3,ELM1,GIL1,GIL2,GIL3,GIL4,GIL5,GIL6,HRS2,LBA3,LBL,LKA,LKC3,LWA1,LWA3,LWA4,RAT2,SHL3,SLA1,SLA2,SLA3,TAN3,TYS1,WBL1,WBO1,WBO2,WLN1,WLN2,WLN3,WLN4,WLN5,WLR1,WLR2,WLR3,WMS2","Summary of 303(D) and 305(B) Listed Segments from the Draft 2010 Integrated Report in Austin","SR-11-11","1609","2011"
"196442","GENERAL","DRE1,DRE2","Technologies for Enhanced Nutrient Removal At the Austin Water Utility Pearce Lane Wastewater Treatment Plant","SR-11-12","72","2011"
"186341","SAL","BAR1,LBL","Annual Report 2002 to USFWS for the Operation of Barton Springs Pool","CM-03-01","5172","2003"
"196451","EII","GENERAL","Environmental Integrity Index Phase I and II (2009-2010) Watershed Summary Report","SR-12-01","165615","2011"
"232733","EII","BLU2,BLU3,BMK2,BMK3,BOG3,CCW2,EBO2,EBO3,FOR3,FOR4,LWA3,LWA4,SHL3,WLR3","Escherichia coli Bacteria Source Isolation Sampling","SR-15-07","15801","2015"
"214826","GENERAL","BAR1,BAR2,BAR3,BAR4,BAR5,BEE3,BER1,BER2,BER3,BEW1,CMF1,CRN1,EAN1,EAN2,LBA1,LBA3,LBL,LBR1,LKA,ONI4,ONI5,SBG2,SLA1,SLA2,SLA3,WBO2,WBO3,WMS2,WMS3","Stormwater Control Measure Bypass Pollutant Concentrations Based On Storm Runoff Concentrations","SR-14-10","537","2014"
"186278","GENERAL","BER2,BER3","Extension of an LA-QUAL Model (version 8.0) for the Proposed HCWID#1 Wastewater Discharge to Realistic Bear Creek Temperature and Flow Conditions","SR-08-04","225","2008"
"206589","GENERAL","TAN3","Project Manual For The Upper Tannehill Broadmoor And Cameron Wastewater Improvements Volume 1 of 3",,"78377","2003"
"186373","GENERAL","BLU3","Blunn Creek Watershed Warehouse Row Water Quality Pond and Integrated Solutions","CN-07-01","11134","2007"
"264874","EII","GENERAL","Analysis of Benthic Macroinvertebrate QC Detritus Samples, Detection Probabilities and Potential Impacts to EII Scores","SR-16-15","588","2016"
"186226","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,BER1,BER2,BER3,LBL,WLL,ONI4,WBO1,WBO2,WLR1,WMS2","Analysis of In-Vivo Chlorophyll-a and Optical Brighteners Using a Trilogy Fluorometer","SR-10-02","66","2010"
"196444","GENERAL","BAR1,BAR2,BAR4,BER1,BER2,BER3,BLU2,BOG1,BOG2,BOG3,BUL1,EAN1,EBO2,FOR3,LBA1,LBL,LWA2,LWA3,ONI1,ONI2,ONI4,ONI5,SHL1,SHL2,SLA1,SLA2,SLA3,WBO2,WLN1,WLN3,WLR2,WLR3,WMS1,WMS2,WMS3","Linking Biologic Metrics to Hydrologic Characteristics in Austin, Texas Streams","SR-11-15","1547","2011"
"196428","AST","BAR1,LBL","Update of Barton Springs Water Quality Data Analysis","SR-00-03","1875","2000"
"266617","EII","BUL2,WMS2,BLU3","Chemical and biological responses of urban streams to sanitary sewer overflows in Austin","SR-14-09","744","2014"
"213561","GENERAL","GENERAL","Assessment of the Care, Maintenance, and Planting of Public Trees","CM-14-01","173","2014"
"186238","EII","BAR1","Update to Barton Springs Water Quality Temporal Trend Analysis","SR-05-09","532","2005"
"186288","SAL","BUL1,BUL2,BUL3,BUL4,BUL5,DRN2,LKA,LKC3,PAN1,SHL3,WBL1,WBL2","Jollyville Plateau Salamander Monitoring Report 2008","SR-09-09","2072","2009"
"242789","AST","GENERAL","Austin Caverns Report","DR-16-02","16493","2015"
"186259","EII","BAR3,ONI3,BAR2","Diel Dissolved Oxygen Patterns and Aquatic Life Use Assessment","SR-10-07","369","2010"
"203085","GENERAL","GENERAL","Riparian Reference Condition","SR-11-13","3603","2011"
"186200","GENERAL","BAR1,BRW1,BUL2,CRN1,DRN2,EAN1,LBL,LKA,PAN1,SHL3,TRK1,WMS2","Stormwater Monitoring Program Work Plan","CM-83-01","20345","1983"
"196456","GENERAL","GENERAL","Monitoring Polycyclic Aromatic Hydrocarbon Concentrations After the Coal-Tar Sealant Ban","SR-12-06","1188","2012"
"196408","SAL","BAR1,LBL","Preliminary Analysis of 1993 to 2003 Barton Springs Salamander Data","DR-03-02","7760","2003"
"196470","AST","BAR1,BAR2,BEE1,BER1,BER2,BER3,EAN1,EAN2,EBO2,LBE1,LBL,LBR1,LBR2,LKA,ONI3,ONI4,ONI5,SBG1,SBG2,SLA1,SLA2,WBO1,WBO2,WBO3,WMS2,WMS3","Groundwater Flow And Recharge Within The Edwards Aquifer","CM-09-04","80872","2009"
"186155","GENERAL","TAN2","Tannehill Branch Bartholomew Park Region Stormwater Pond Retrofit","CN-98-04","66591","1998"
"186205","GENERAL","BAR1,BRW1,BUL2,CRN1,DRN2,EAN1,LBL,LKA,PAN1,SHL3,TRK1,WMS2","City of Austin Stormwater Monitoring Program Five Year Data Summary 1984-1988","SR-90-01","43597","1990"
"276630","GENERAL","GENERAL","Polycyclic Aromatic Hydrocarbon Monitoring through 2016: Ten Years after the Coal Tar Sealant Ban","SR-17-02","1306","2017"
"186180","EII","BOG1,BOG2","Rosewood Site Characterization","CN-08-01","105717","2008"
"214825","GENERAL","GENERAL","Bayesian Inference in Ecological Research in the Water Resource Evaluation Section","DR-14-03","268","2014"
"186286","EII","BER2,BER3","Impacts of the HCWCID 1 Wastewater Discharge to Upper Bear Creek Under the Final TCEQ Permit with Settlement Agreement","SR-09-01","13248","2009"
"186241","EII","BAR1","Barton Springs Pool Beach Recirculation Pilot Project","SR-09-04","478","2009"
"214828","GENERAL","BAR2","Investigation Regarding Complaint of Possible Algacide use in Barton Creek","MEMO 1995-03-30","54","1995"
"186285","EII","BER2,BER3","Impacts of the Proposed HCWCID 1 Wastewater Discharge to Bear Creek on Nutrient and DO Concentrations at Barton Springs","SR-08-05","217","2008"
"186275","GENERAL","WLN1,WLN2,WLN3,WLN4,WLN5","Estimating Impervious Cover From County Tax Records, and Impacts of Impervious Cover on Hydrology in the Walnut Creek Watershed, Austin, Texas","SR-10-08","419","2010"
"213559","ALI","LBL,WBO1,WBO2","Texas Department of Health: Analysis of Risk from Consumption of Fish Taken from Town Lake","CN-1997-01","948","1997"
"196479","ALI","LBL,LKA,WLL","Creation of a Multi-Metric Index for Describing the Environmental Integrity of Austin-Area Lakes","SR-11-19","252","2011"
"269890","GENERAL","GENERAL","A Bayesian approach to assessing impacts of invasive plants on native plant species richness in City of Austin parks","SR-15-17","540","2015"
"236448","GENERAL","LKC","Bayesian analysis of stream water quality data in relation to wastewater treatment plant effluent","SR-15-03","361","2015"
"186242","SAL","BAR1","Barton Springs Salamanders, Spring Discharge and Dissolved Oxygen","SR-09-02","6799","2009"
"186141","EII","BLU2,HRP1","Harper's Branch Watershed Erosion Assessment","CN-97-07","58630","1997"
"203079","GENERAL","GENERAL","Voting District Delineation Along Watershed Boundaries Using a Graph Theory Approach","SR-13-13","1013","2013"
"206603","GENERAL","WLN1,WLN2","Crystal Brook Flood Control Study Summary of Design Recommendations",,"24426","1999"
"207739","GENERAL","GENERAL","Riparian Functional Assessment, Choosing Metrics that Quantify Restoration Success","SR-12-12","1051","2012"
"186370","GENERAL","SHL3","Wood Hollow Pond Rehabilitation Feasibility Study","CN-07-02","25112","2007"
"186262","EII","BAR1,BAR2","Water Quality Documentation of Algae Bloom in Barton Creek, Austin, Texas, November 2000","SR-00-04","80","2000"
"202218","GENERAL","GENERAL","Impacts of Stormwater Control Measures on Water Quality in Austin, TX","CM-13-02","3194","2013"
"186251","EII","BER1,BER2,BER3,ONI4","Comparison of Intermittent and Continuous Discharges on Bear Creek in WASP7.3 for Phytoplankton and Benthic Algae","SR-10-01","19224","2010"
"186181","EII","GENERAL","The Advisability of Enforcing a Phosphate Detergent Ban: Evidence from Published Literature","CM-90-03","21233","1990"
"186184","EII","BAR1,BAR2,BAR3,BAR4,BAR5,BAR6,WMS2","Water Quality Issues for Barton Creek and Barton Springs","SR-91-01","44457","1991"
"213557","AST","ONI4,ONI5","Geology, Karst Features and Flood Observations on Ruby Ranch, Hays County, Texas","SR-14-08","6190","2014"
"196394","GENERAL","GENERAL","Stormwater Runoff Quality And Quantity From Small Watersheds In Austin, TX: Updated Through 2008","CM-09-03","45114","2009"
"287433","ALI","LKA","Drought and management effects on biophysicochemistry in Lake Austin, Texas","SR-17-06","3612","2017"
