"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-12-21T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-10T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2021-045436 OL","Active","2302 DURWOOD ST","AUSTIN","TX","78704","66","Inspection Performed","2022-01-24T00:00:00.000","3109822.84375","10061144.71875","2302 DURWOOD ST
AUSTIN, TX 78704
(3109822.84375, 10061144.71875)","0403010250"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-10-04T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2022-01-25T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2021-135243 OL","Active","2611 BEE CAVES RD","AUSTIN","TX","78746","142","NOV Sent","2022-01-27T00:00:00.000","3100867.75","10069957","2611 BEE CAVES RD
AUSTIN, TX 78746
(3100867.75, 10069957)","0105090101"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-10-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","Inspection Performed","2021-10-04T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2016-035997 OL","Active","8404 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3149935","10081264","8404 GARCREEK CIR
AUSTIN, TX 78724
(3149935.0, 10081264)","0217380327"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2022-01-24T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2021-045481 OL","Active","4400 AVENUE A","AUSTIN","TX","78751","26","Inspection Performed","2022-01-26T00:00:00.000","3117105.5","10085951","4400 AVENUE
AUSTIN, TX 78751
(3117105.5, 10085951)","0221050416"
"2018-170586 OL","Active","1647 RUTLAND DR","AUSTIN","TX","78758","294","Inspection Performed","2021-10-08T00:00:00.000","3122927.5","10109415","1647 RUTLAND DR
AUSTIN, TX 78758
(3122927.5, 10109415)","0245110123"
"2018-170898 OL","Active","8071 N LAMAR BLVD NB","AUSTIN","TX","78753","176","NOV Sent","2022-01-26T00:00:00.000","3123583.25","10100179","8071 N LAMAR BLVD
AUSTIN, TX 78753
(3123583.25, 10100179)","0236120208"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2022-01-28T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2022-01-28T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2021-045239 OL","Active","1071 CLAYTON LN","AUSTIN","TX","78723","396","NOV Sent","2022-01-25T00:00:00.000","3126309.5","10089393","1071 CLAYTON LN
AUSTIN, TX 78723
(3126309.5, 10089393)","0224140504"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2016-08-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-04T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-11-24T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-07-16T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-08T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2015-144176 OL","Closed","742 PEDERNALES ST","AUSTIN","TX","78702","1","Inspection Performed","2022-03-16T00:00:00.000","3123724.599999994","10068997.11","742 PEDERNALES ST
AUSTIN, TX 78702
(3123724.599999994, 10068997.11)","0204101004"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2018-08-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-09-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2022-03-15T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-29T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-10-01T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","1999-06-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2018-09-05T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-12-21T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-09-30T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2014-106161 OL","Active","9601 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","200","Inspection Performed","2022-03-16T00:00:00.000","3131764.25","10104394","9601 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131764.25, 10104394)","0240210409"
"2014-049579 OL","Active","1901 WILLOW CREEK DR","AUSTIN","TX","78741","256","Inspection Performed","2021-10-01T00:00:00.000","3119315.5","10058457","1901 WILLOW CREEK DR
AUSTIN, TX 78741
(3119315.5, 10058457)","0306070104"
"2018-151137 OL","Active","5800 WELLINGTON DR","AUSTIN","TX","78723","86","Inspection Performed","2022-03-14T00:00:00.000","3131148.5","10086648","5800 WELLINGTON DR
AUSTIN, TX 78723
(3131148.5, 10086648)","0221190711"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-04T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-10T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-118061 OL","Active","2201 WILLOW CREEK DR","AUSTIN","TX","78741","210","Inspection Performed","2021-10-04T00:00:00.000","3118746.25","10057154.78","2201 WILLOW CREEK DR
AUSTIN, TX 78741
(3118746.25, 10057154.78)","0308060203"
"2014-031137 OL","Active","1516 BURTON DR","AUSTIN","TX","78741","536","Inspection Performed","2021-10-04T00:00:00.000","3119061.9599999934","10060239.939999998","1516 BURTON DR
AUSTIN, TX 78741
(3119061.9599999934, 10060239.939999998)","0304070701"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2018-09-26T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","1999-12-09T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-11-24T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2018-151137 OL","Active","5800 WELLINGTON DR","AUSTIN","TX","78723","86","Inspection Performed","2022-03-16T00:00:00.000","3131148.5","10086648","5800 WELLINGTON DR
AUSTIN, TX 78723
(3131148.5, 10086648)","0221190711"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2022-03-17T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-07-23T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2021-135258 OL","Active","1221 ALGARITA AVE","AUSTIN","TX","78704","200","Inspection Performed","2022-03-17T00:00:00.000","3114983.6899999976","10059608.680000007","1221 ALGARITA AVE
AUSTIN, TX 78704
(3114983.6899999976, 10059608.680000007)","0304020541"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-118063 OL","Closed","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","Inspection Performed","2021-10-04T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-10-01T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","NOV Sent","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2021-045500 OL","Active","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2018-08-30T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2021-10-04T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2015-101975 OL","Active","2400 WICKERSHAM LN","AUSTIN","TX","78741","162","Inspection Performed","2021-10-04T00:00:00.000","3120814.25","10056202","2400 WICKERSHAM LN
AUSTIN, TX 78741
(3120814.25, 10056202)","0310080501"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Citation Issued","2020-12-08T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-10-29T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2019-232724 OL","Active","5005 COTTONWOOD CIR","AUSTIN","TX","78723","2","Inspection Performed","2021-08-20T00:00:00.000","3131894","10081697","5005 COTTONWOOD CIR
AUSTIN, TX 78723
(3131894.0, 10081697)","0217200311"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-18T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2022-01-13T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2022-03-15T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2021-07-08T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2020-139578 OL","Active","1500 REAGAN HILL DR","AUSTIN","TX","78752","178","Inspection Performed","2022-07-07T00:00:00.000","3130452.25","10092522","1500 REAGAN HILL DR
AUSTIN, TX 78752
(3130452.25, 10092522)","0227190806"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2017-126278 OL","Active","11411 RESEARCH BLVD SVRD NB","AUSTIN","TX","78759","352","Inspection Performed","2021-08-19T00:00:00.000","3112501.5","10122704","11411 RESEARCH BLVD
AUSTIN, TX 78759
(3112501.5, 10122704)","0259021101"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2019-176457 OL","Suspended","2201 W WILLIAM CANNON DR","AUSTIN","TX","78745","72","Inspection Performed","2022-03-14T00:00:00.000","3093891.5","10046775","2201 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3093891.5, 10046775)","0416180510"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-11-24T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2021-08-20T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-18T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2017-126278 OL","Active","11411 RESEARCH BLVD SVRD NB","AUSTIN","TX","78759","352","Inspection Performed","2021-08-19T00:00:00.000","3112501.5","10122704","11411 RESEARCH BLVD
AUSTIN, TX 78759
(3112501.5, 10122704)","0259021101"
"2018-162548 OL","Active","1070 MEARNS MEADOW BLVD","AUSTIN","TX","78758","226","Inspection Performed","2021-08-18T00:00:00.000","3127076","10107949","1070 MEARNS MEADOW BLVD
AUSTIN, TX 78758
(3127076.0, 10107949)","0243160501"
"2018-161966 OL","Suspended","7929 GAULT ST","AUSTIN","TX","78757","24","Inspection Performed","2021-08-19T00:00:00.000","3121604.25","10101073","7929 GAULT ST
AUSTIN, TX 78757
(3121604.25, 10101073)","0237101008"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","Inspection Performed","2020-12-21T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-08-19T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2015-119115 OL","Closed","8600 N LAMAR BLVD","AUSTIN","TX","78758","476","Inspection Performed","2021-08-19T00:00:00.000","3125710.4899999946","10102520.14","8600 N LAMAR BLVD
AUSTIN, TX 78758
(3125710.4899999946, 10102520.14)","0238150805"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2021-08-19T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2021-08-20T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2018-162548 OL","Active","1070 MEARNS MEADOW BLVD","AUSTIN","TX","78758","226","Inspection Performed","2021-08-18T00:00:00.000","3127076","10107949","1070 MEARNS MEADOW BLVD
AUSTIN, TX 78758
(3127076.0, 10107949)","0243160501"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-18T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2021-08-20T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2022-021799 OL","Active","2801 COLLINS CREEK DR","AUSTIN","TX","78741","278","Inspection Performed","2021-12-01T00:00:00.000","3118624.599999994","10055212.879999995","2801 COLLINS CREEK DR
AUSTIN, TX 78741
(3118624.599999994, 10055212.879999995)","0309061001"
"2014-118063 OL","Closed","1600 WICKERSHAM LN","AUSTIN","TX","78741","792","NOV Sent","2022-07-08T00:00:00.000","3122229.75","10059265","1600 WICKERSHAM LN
AUSTIN, TX 78741
(3122229.75, 10059265)","0307110502"
"2014-049578 OL","Closed","2314 WICKERSHAM LN","AUSTIN","TX","78741","190","NOV Sent","2021-08-17T00:00:00.000","3121161.75","10056382","2314 WICKERSHAM LN
AUSTIN, TX 78741
(3121161.75, 10056382)","0307010101"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2021-08-17T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","Inspection Performed","2021-08-20T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2015-144690 OL","Suspended","715 BROWNLEE CIR","AUSTIN","TX","78703","3","Inspection Performed","2021-08-20T00:00:00.000","3109520.75","10073077","715 BROWNLEE CIR
AUSTIN, TX 78703
(3109520.75, 10073077)","0108031508"
"2014-106161 OL","Active","9601 MIDDLE FISKVILLE RD","AUSTIN","TX","78753","200","Inspection Performed","2021-08-17T00:00:00.000","3131764.25","10104394","9601 MIDDLE FISKVILLE RD
AUSTIN, TX 78753
(3131764.25, 10104394)","0240210409"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2020-103490 OL","Active","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-08-18T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-031226 OL","Closed","2425 CROMWELL CIR","AUSTIN","TX","78741","1","NOV Sent","2021-08-18T00:00:00.000","3121692.25","10055203","2425 CROMWELL CIR
AUSTIN, TX 78741
(3121692.25, 10055203)","0310080101"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","NOV Sent","2021-08-16T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2015-143505 OL","Closed","1100 REINLI ST","AUSTIN","TX","78723","138","Inspection Performed","2021-08-20T00:00:00.000","3126350.25","10088845","1100 REINLI ST
AUSTIN, TX 78723
(3126350.25, 10088845)","0224140116"
"2022-021639 OL","Active","615 W ST JOHNS AVE","AUSTIN","TX","78752","40","Inspection Performed","2022-04-11T00:00:00.000","3122161","10096490","615 W ST JOHNS AVE
AUSTIN, TX 78752
(3122161.0, 1.009649E+7)","0233100434"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2021-08-19T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2019-232724 OL","Active","5005 COTTONWOOD CIR","AUSTIN","TX","78723","2","Inspection Performed","2021-08-20T00:00:00.000","3131894","10081697","5005 COTTONWOOD CIR
AUSTIN, TX 78723
(3131894.0, 10081697)","0217200311"
