"offense_case_type","offense_date","offense_time","charges_description","offense_street_name","offense_cross_street","case_closed","agency","officer_code","race","defendant_gender"
"CM","12/17/2018","1:24 AM","DISORDERLY CONDUCT - FIGHTING","6th Street","Trinity Street","N","APD","5906","Hispanic","Male"
"CO","12/17/2018","11:41 AM","MANIFESTING - DRUGS","500 Block East 7th Street",,"Y","APD","7433","Black","Male"
"CM","12/17/2018","7:00 PM","PUBLIC INTOXICATION","504 West 24th Street",,"Y","APD","8432","White","Male"
"CM","12/18/2018","10:03 PM","Possession of Drug Paraphernalia","800 Block Trinity Street",,"N","APD","7804","White","Male"
"TR","12/18/2018","11:19 AM","PEDESTRIAN CROSSING MIDBLOCK","700  RED RIVWR",,"N",,"7492","Black","Male"
"CO","12/19/2018","11:53 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","401  E 6 TH ST",,"Y",,"8140","Black","Male"
"CM","12/19/2018","3:03 AM","MISDEMEANOR THEFT C - LESS THAN $100","101 Red River Street",,"Y","APD","7884","White","Female"
"CM","12/19/2018","6:30 AM","SIMPLE ASSAULT BY CONTACT","500 Block East 7th Street",,"Y","APD","7433","Black","Female"
"CM","12/19/2018","10:51 AM","Possession of Drug Paraphernalia","700  NECHES ST",,"Y",,"7433","Black","Male"
"CM","12/19/2018","12:00 AM","THEFT OF SERVICE","223 East 6th Street",,"Y","APD","7402","Hispanic","Male"
"CM","12/19/2018","5:30 PM","PUBLIC INTOXICATION","700 Block East 7th Street",,"Y","APD","7245","Black","Male"
"CM","12/20/2018","2:15 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","8140","White","Male"
"CM","12/20/2018","12:00 AM","PUBLIC INTOXICATION","1211 Sabine Street",,"Y","APD","7870","White","Male"
"CM","12/20/2018","2:02 AM","THEFT OF SERVICE","411  E 6TH ST",,"N",,"8140","Hispanic","Male"
"TR","12/20/2018","12:00 AM","PEDESTRIAN ON ROADWAY","600 Block Neches Street",,"Y","APD","7245","White","Female"
"CM","12/20/2018","8:30 PM","PUBLIC INTOXICATION","603 North Lamar Boulevard",,"Y","APD","7592","White","Male"
"CM","12/21/2018","2:30 AM","DISORDERLY CONDUCT - FIGHTING","East 6th Street And","Trinity Street","Y","APD","7948","White","Male"
"CM","12/22/2018","12:00 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"N","APD","3750","Hispanic","Male"
"CM","12/22/2018","5:29 PM","PUBLIC INTOXICATION","300 Block East 4th Street",,"Y","APD","7694","Hispanic","Male"
"CM","12/22/2018","1:25 AM","PUBLIC INTOXICATION","500 Block San Jacinto Boulevard",,"Y","APD","7850","White","Female"
"CM","12/23/2018","10:50 PM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"N","APD","7775","Hispanic","Male"
"CM","12/23/2018","12:00 AM","PUBLIC INTOXICATION","300 Block East 6th Street",,"Y","APD","8070","White","Male"
"TR","12/23/2018","12:00 AM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street","Neches Street","Y","APD","7402","Black","Male"
"CM","12/23/2018","10:50 PM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"N","APD","7775","Black","Male"
"CM","12/24/2018","12:00 AM","Possession of Drug Paraphernalia","East 6th Street",,"Y","APD","7872","White","Female"
"CM","12/25/2018","9:21 PM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","500 Block East 7th Street",,"Y","APD","8067","White","Female"
"CM","12/25/2018","1:21 AM","DISORDERLY CONDUCT - FIGHTING","401 East 6th Street",,"N","APD","7849","Hispanic","Male"
"CM","12/26/2018","8:00 PM","THEFT OF SERVICE","208  W 4TH",,"N",,"7245","Hispanic","Male"
"CO","12/27/2018","6:40 AM","PEDESTRIAN CROSSING MIDBLOCK","East Cesar Chavez","North Ih 35","Y","APD","7415","Black","Male"
"CO","12/28/2018","5:14 PM","CAMPING IN A PUBLIC PLACE","East 8th Street And Neches Street",,"Y","APD","7796","Hispanic","Female"
"CO","12/28/2018","10:20 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","600 Block Neches Street",,"N","APD","7785","Black","Male"
"CO","12/28/2018","6:02 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700  E 6TH ST",,"Y",,"8070","White","Male"
"CO","12/28/2018","11:20 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","300 Block East 6th Street",,"N","APD","5159","Hispanic","Male"
"CO","12/28/2018","4:51 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Neches Street",,"Y","APD","7796","White","Female"
"CM","12/28/2018","9:02 PM","Possession of Drug Paraphernalia","700  E 6TH ST",,"Y",,"8070","Black","Male"
"CM","12/29/2018","10:30 PM","PUBLIC INTOXICATION","511 East 7th Street",,"Y","APD","7759","White","Male"
"CO","12/29/2018","4:57 PM","HUMAN WASTE","500 Block East 7th Street",,"N","APD","7835","Black","Male"
"TR","12/29/2018","12:00 AM","PEDESTRIAN CROSSING MIDBLOCK","600 Block Ih 35 Service Road",,"Y","APD","6096","White","Male"
"CO","12/29/2018","4:29 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"N","APD","7835","Hispanic","Female"
"CM","12/29/2018","1:50 AM","MINOR CONSUMING ALCOHOL","611 Red River Street",,"Y","APD","7780","White","Male"
"CO","12/29/2018","3:35 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block East 7th Street",,"Y","APD","7786","Hispanic","Male"
"CO","12/29/2018","4:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Neches Street",,"Y","APD","8066","White","Female"
"CO","12/29/2018","4:51 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block East 7th Street",,"N","APD","7835","Black","Male"
"CM","1/9/2019","9:17 PM","PUBLIC INTOXICATION","West 6th Street And","Rio Grande","N","APD","7756","No Data","Male"
"CO","12/29/2018","5:00 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block East 7th Street",,"Y","APD","8066","Hispanic","Male"
"CM","12/30/2018","2:34 AM","SIMPLE ASSAULT BY CONTACT","East 6th Street","Trinity Street","Y","APD","7884","Black","Female"
"CM","12/30/2018","12:51 AM","MISREPRESENTATION OF AGE BY MINOR","402 East 6th Street",,"Y","APD","7849","Black","Male"
"CM","12/30/2018","9:41 PM","PUBLIC INTOXICATION","604 Brazos Street",,"Y","APD","7804","Hispanic","Male"
"CM","12/31/2018","12:08 AM","PUBLIC INTOXICATION","405 East 7th Street",,"Y","APD","7884","White","Female"
"CM","12/31/2018","12:08 AM","SIMPLE ASSAULT BY CONTACT","405 East 7th Street",,"Y","APD","7884","White","Female"
"CO","12/31/2018","12:20 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500 Block Trinity Street",,"Y","APD","4973","Black","Male"
"CM","12/31/2018","6:20 PM","PUBLIC INTOXICATION","403 East 15th Street",,"Y","APD","7694","No Data","Male"
"CM","1/1/2019","7:08 PM","PUBLIC INTOXICATION","East 8th Street And","Trinity Street","Y","APD","7245","Hispanic","Male"
"CM","1/1/2019","1:34 AM","PUBLIC INTOXICATION","323 East 6th Street",,"Y","APD","7699","White","Male"
"CM","1/1/2019","8:42 PM","PUBLIC INTOXICATION","700 Block San Jacinto Boulevard",,"Y","APD","7837","White","Male"
"CM","1/1/2019","1:51 AM","PUBLIC INTOXICATION","200 Block Lavaca Street",,"Y","APD","6331","White","Male"
"CM","1/1/2019","10:52 PM","PUBLIC INTOXICATION","700 Block West 6th Street",,"N","APD","6633","White","Male"
"CM","1/2/2019","5:07 PM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"N","APD","7796","Black","Male"
"CO","1/2/2019","9:18 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","N IH 35 SB","N IH 35 SB TO 8TH RAMP","N",,"7795","White","Male"
"CM","1/3/2019","11:35 PM","Possession of Drug Paraphernalia","400  E 6TH ST",,"Y",,"8140","White","Female"
"CM","1/4/2019","12:00 AM","PUBLIC INTOXICATION","300 Block East 6th Street",,"N","APD","7994","Hispanic","Male"
"CO","1/4/2019","4:14 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700  NECHES ST",,"N",,"7795","Hispanic","Male"
"CO","1/4/2019","4:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Neches Street",,"Y","APD","7850","White","Male"
"CM","1/4/2019","6:50 PM","PUBLIC INTOXICATION","2025 Guadalupe Street",,"Y","APD","7539","Hispanic","Male"
"CO","1/4/2019","4:12 PM","CAMPING IN A PUBLIC PLACE","East 8th Street At Neches Street",,"Y","APD","7835","Black","Male"
"CO","1/4/2019","4:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","700 Block Neches Street",,"N","APD","7850","White","Male"
"CM","1/4/2019","11:55 AM","FAILURE TO IDENTIFY - REFUSE","1800 Block Cesar Chavez Street",,"Y","APD","7625","Hispanic","Male"
"CO","1/4/2019","1:37 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100  S IH35 SVRD SB",,"N",,"4042","White","Male"
"CO","1/4/2019","4:21 PM","CAMPING IN A PUBLIC PLACE","700  NECHES ST",,"N",,"7795","Hispanic","Female"
"CM","1/5/2019","6:51 PM","PUBLIC INTOXICATION","100 Block North Ih 35 Service Road",,"N","APD","3968","White","Male"
"CM","1/5/2019","10:41 PM","Possession of Drug Paraphernalia","400 Block Trinity Street",,"N","APD","7887","Black","Male"
"CM","1/5/2019","1:24 AM","PUBLIC INTOXICATION","701 North Ih 35 Service Road",,"Y","APD","8067","Hispanic","Male"
"CM","1/5/2019","1:24 AM","DISORDERLY CONDUCT - FIGHTING","701 North Ih 35 Service Road",,"N","APD","8067","Hispanic","Male"
"CM","1/5/2019","1:24 AM","PUBLIC INTOXICATION","701 North Ih 35 Service Road",,"N","APD","8067","Hispanic","Male"
"CM","1/5/2019","1:24 AM","DISORDERLY CONDUCT - FIGHTING","701 North Ih 35 Service Road",,"Y","APD","8067","Hispanic","Male"
"CO","1/6/2019","11:30 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","500  TRINITY ST",,"Y",,"8268","Black","Male"
"CM","1/6/2019","2:16 AM","DISREGARD ORDER OF A POLICE OFFICER","400 Block East 6th Street",,"Y","APD","5386","Hispanic","Male"
"CO","1/7/2019","10:30 AM","CAMPING IN A PUBLIC PLACE","North Ih 35 And Cesar Chavez Street",,"N","APD","7625","White","Male"
"CO","1/7/2019","10:07 AM","CAMPING IN A PUBLIC PLACE","Cesar Chavez Street And Ih 35",,"N","APD","4973","Black","Male"
"CM","1/7/2019","8:15 PM","PUBLIC INTOXICATION","West 6th Street And","West Avenue","Y","APD","7804","White","Male"
"CO","1/7/2019","10:06 AM","CAMPING IN A PUBLIC PLACE","IH 35","E CESAR CHAVEZ","Y",,"7492","Black","Male"
"CM","1/7/2019","8:32 PM","PUBLIC INTOXICATION","907 West 5th Street",,"Y","APD","7699","White","Female"
"CO","1/7/2019","10:12 AM","CAMPING IN A PUBLIC PLACE","100  N IH 35 SVRD SB",,"Y",,"4042","Black","Male"
"CO","1/7/2019","10:19 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","IH 35","E CESAR CHAVEZ","N",,"7492","Hispanic","Male"
"CO","1/7/2019","10:00 AM","CAMPING IN A PUBLIC PLACE","90 Block Ih 35",,"Y","APD","5666","White","Female"
"CO","1/7/2019","11:50 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","East Cesar Chavez Street And North Ih 35",,"Y","APD","7608","Black","Male"
"CO","1/7/2019","10:00 AM","CAMPING IN A PUBLIC PLACE","90 Block Ih 35",,"Y","APD","5666","Black","Male"
"TR","1/7/2019","1:23 AM","PEDESTRIAN CROSSING MIDBLOCK","400  E 6TH ST",,"Y",,"8140","Black","Male"
"CO","1/7/2019","10:05 AM","CAMPING IN A PUBLIC PLACE","North Ih 35 And East Cesar Chavez Street",,"Y","APD","7433","Black","Male"
"CO","1/7/2019","10:07 AM","CAMPING IN A PUBLIC PLACE","North Ih 35 And Cesar Chavez Street",,"N","APD","7625","Black","Male"
"CM","1/10/2019","10:18 PM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","600  N IH 35 SVRD SB",,"N",,"8140","White","Male"
"CO","1/10/2019","10:18 PM","HUMAN WASTE","600  N IH 35 SVRD SB",,"N",,"8140","White","Male"
"CM","1/11/2019","12:00 AM","PUBLIC INTOXICATION","601 North Ih 35 Service Road",,"N","APD","7625","No Data","Male"
"CM","1/12/2019","11:30 AM","PUBLIC INTOXICATION","701 North Ih 35 Service Road",,"N","APD","7433","White","Female"
"CM","1/12/2019","8:05 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","West 6th Street At Rio Grande Street",,"Y","APD","7804","White","Male"
"CM","1/13/2019","12:02 AM","PUBLIC INTOXICATION","700 Block San Jacinto Boulevard",,"Y","APD","5663","White","Male"
"CM","1/13/2019","11:50 PM","PUBLIC INTOXICATION","208 East 6th Street",,"Y","APD","7804","White","Male"
"CM","1/13/2019","1:37 AM","PUBLIC INTOXICATION","East 6th Street And","San Jacinto Boulevard","Y","APD","7798","White","Male"
"CM","1/13/2019","2:11 AM","DISORDERLY CONDUCT - FIGHTING","400 East 6th Street",,"N","APD","7780","White","Male"
"CM","1/13/2019","2:20 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7402","Hispanic","Female"
"CM","1/13/2019","2:13 AM","THEFT OF SERVICE","311 Bowie Street",,"Y","APD","8416","White","Male"
"CM","1/13/2019","3:54 AM","PUBLIC INTOXICATION","1213 Sabine Street",,"Y","APD","8437","White","Female"
"CM","1/13/2019","2:10 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"N","APD","6091","White","Female"
"TR","1/14/2019","12:10 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 8th Street And Brazos Street",,"N","APD","7796","White","Female"
"CM","1/14/2019","1:21 PM","PUBLIC INTOXICATION","800 Block West 12th Street",,"Y","APD","7433","No Data","Male"
"CO","1/14/2019","7:47 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","100 Block West 6th Street",,"N","APD","6802","White","Male"
"CM","1/15/2019","9:37 PM","Possession of Drug Paraphernalia","500  E 7TH ST","NECHES ST","N",,"7870","Black","Male"
"TR","1/15/2019","10:26 AM","PEDESTRIAN CROSSING MIDBLOCK","408 Block Brazos Street",,"Y","APD","4973","White","Male"
"CO","1/15/2019","10:26 AM","CAMPING IN A PUBLIC PLACE","408 Block Brazos Street",,"Y","APD","4973","White","Male"
"CO","1/15/2019","12:38 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","Ih 35 And Cesar Chavez Street",,"Y","APD","5193","White","Male"
"CO","1/15/2019","12:33 PM","AGGRESSIVE SOLICITATION","100 Block Ih 35",,"N","APD","5635","Hispanic","Male"
"CO","1/15/2019","12:25 PM","CAMPING IN A PUBLIC PLACE","800 Block Cesar Chavez Street",,"N","APD","5193","Black","Male"
"CM","1/15/2019","1:00 AM","Possession of Drug Paraphernalia","400 Block East 4th Street",,"Y","APD","7945","White","Male"
"CM","1/16/2019","12:00 AM","DISORDERLY CONDUCT - FIGHTING","1425 E 12th Street",,"Y","APD","7246","Black","Male"
"CM","1/17/2019","5:45 PM","PUBLIC INTOXICATION","2300 Block Guadalupe Street And","2300 Block San Antonio Street","Y","APD","8570","Hispanic","Male"
"TR","1/18/2019","5:08 PM","PEDESTRIAN WALKING AGAINST LIGHT","North Ih 35 And East 6th Street",,"Y","APD","8017","White","Male"
"CM","1/18/2019","2:15 AM","SIMPLE ASSAULT BY CONTACT","500 Block Trinity Street",,"Y","APD","7844","White","Male"
"CM","1/18/2019","2:15 AM","Possession of Drug Paraphernalia","500 Block Trinity Street",,"Y","APD","7844","White","Male"
"CM","1/19/2019","2:10 AM","DISORDERLY CONDUCT - FIGHTING","400  E 6TH ST",,"Y",,"7844","Black","Male"
"CO","1/19/2019","9:04 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 7th Street","Red River Street","Y","APD","7785","Black","Male"
"CO","1/19/2019","2:17 AM","CAMPING IN A PUBLIC PLACE","400  E 6TH ST S ALLEY",,"Y",,"7844","Black","Male"
"CM","1/19/2019","2:07 AM","DISORDERLY CONDUCT - FIGHTING","302 East 6th Street",,"N","APD","7798","Black","Male"
"CM","1/20/2019","7:40 PM","PUBLIC INTOXICATION","83 Rainey Street",,"Y","APD","8067","White","Male"
"CM","1/20/2019","12:28 AM","PUBLIC INTOXICATION","500 West 5th Street",,"N","APD","7616","White","Male"
"CM","1/20/2019","12:00 AM","PUBLIC INTOXICATION","400 Block Neches Street",,"Y","APD","7882","Black","Female"
"CM","1/20/2019","4:34 AM","MINOR CONSUMING ALCOHOL","600  TRINITY ST","E 7TH ST","Y",,"7597","Hispanic","Female"
"CM","1/20/2019","12:00 AM","FAILURE TO IDENTIFY - REFUSE","400 Block Neches Street",,"Y","APD","7882","Black","Female"
"CO","1/21/2019","2:35 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East Cesar Chavez Street",,"Y","APD","7804","White","Male"
"CO","1/21/2019","10:54 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block North Ih 35 Service Road",,"N","APD","6802","White","Male"
"CO","1/21/2019","3:55 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez","North Ih 35 Service Road","Y","APD","6802","White","Male"
"CM","1/21/2019","3:00 PM","Possession of Drug Paraphernalia","600 Block North Ih 35 Service Road",,"Y","APD","7804","Black","Male"
"CO","1/21/2019","3:00 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","600 Block North Ih 35 Service Road",,"Y","APD","7804","Black","Male"
"CO","1/21/2019","3:00 PM","LITTERING","600 Block North Ih 35 Service Road",,"Y","APD","7804","Black","Male"
"CO","1/21/2019","3:50 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez And Ih 35",,"Y","APD","7284","Black","Male"
"CO","1/21/2019","11:20 AM","CAMPING IN A PUBLIC PLACE","700 Block East 6th Street And Ih 35",,"N","APD","7804","Black","Male"
"CO","1/21/2019","2:30 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block North Ih 35",,"Y","APD","7284","White","Female"
"CM","1/21/2019","3:00 PM","PUBLIC INTOXICATION","600 Block North Ih 35 Service Road",,"Y","APD","7804","Black","Male"
"TR","1/21/2019","2:25 PM","PEDESTRIAN ON ROADWAY","East Cesar Chavez Street","North Ih 35 Service Road","Y","APD","7798","Black","Male"
"TR","1/21/2019","11:51 AM","PEDESTRIAN ON ROADWAY","North Ih 35 Service Road","East Cesar Chavez Street","Y","APD","7798","White","Female"
"CM","1/21/2019","11:28 PM","Possession of Drug Paraphernalia","500 Block Trinity Street",,"Y","APD","7611","White","Male"
"CO","1/22/2019","2:40 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","800 Block East 8th Street",,"Y","APD","7284","White","Male"
"CO","1/22/2019","5:38 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 And East Cesar Chavez",,"Y","APD","7798","White","Male"
"CM","1/22/2019","3:06 PM","Possession of Drug Paraphernalia","North Ih 35 And Holly Street",,"N","APD","7798","Hispanic","Female"
"CO","1/22/2019","11:20 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez And North Ih 35",,"Y","APD","7284","Black","Male"
"CO","1/22/2019","2:55 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 11th Street And North Ih 35",,"N","APD","7284","Black","Male"
"CO","1/22/2019","11:10 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez And North Ih 35",,"Y","APD","7284","White","Male"
"CO","1/22/2019","2:25 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street And North Ih 35",,"Y","APD","7804","White","Female"
"CO","1/22/2019","2:45 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street And Ih 35",,"Y","APD","7804","Black","Male"
"CM","1/23/2019","12:22 AM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"N","APD","7804","Black","Female"
"CM","1/23/2019","12:00 AM","PUBLIC INTOXICATION","101 Red River Street",,"Y","APD","7611","White","Male"
"CO","1/23/2019","2:40 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez And North Ih 35",,"Y","APD","7284","Black","Male"
"CM","1/23/2019","12:00 AM","SIMPLE ASSAULT BY CONTACT","101 Red River Street",,"Y","APD","7611","White","Male"
"CM","1/23/2019","1:42 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"N","APD","7884","Hispanic","Female"
"CO","1/23/2019","11:55 AM","MANIFESTING - DRUGS","500 Block East 7th Street",,"N","APD","7804","Black","Male"
"CO","1/23/2019","2:46 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","50 North Ih 35",,"Y","APD","7798","Black","Male"
"TR","1/24/2019","12:00 AM","PEDESTRIAN ON ROADWAY","500 Block Brazos Street",,"Y","APD","7796","Black","Male"
"CM","1/24/2019","11:21 PM","MISREPRESENTATION OF AGE BY MINOR","418  E 6TH ST",,"N",,"7245","Hispanic","Female"
"CM","1/25/2019","7:00 PM","PUBLIC INTOXICATION","West 5th Street And","Congress Avenue","Y","APD","7615","Black","Male"
"CM","1/25/2019","12:00 AM","PUBLIC INTOXICATION","601 Barton Sprins Road",,"Y","APD","8507","White","Male"
"CM","1/25/2019","9:20 PM","Possession of Drug Paraphernalia","50 Brazos Street",,"Y","APD","7759","Black","Male"
"CM","1/26/2019","1:27 AM","FAILURE TO IDENTIFY - REFUSE","400 Block East 6th Street",,"Y","APD","7608","White","Female"
"CM","1/26/2019","1:30 AM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7638","Hispanic","Female"
"CM","1/26/2019","12:00 AM","MINOR CONSUMING ALCOHOL","400 Block East 6th Street",,"Y","APD","6781","White","Male"
"CM","1/27/2019","12:00 AM","MISDEMEANOR THEFT C - LESS THAN $100","2222 Guadalupe Street",,"Y","APD","8356","White","Male"
"CM","1/27/2019","1:39 PM","Possession of Drug Paraphernalia","200  N IH 35 SVRD","E CESAR CHAVEZ","N",,"7095","Black","Male"
"CM","1/27/2019","2:49 AM","PUBLIC INTOXICATION","San Jacinto And East 7th Street",,"Y","APD","7837","White","Male"
"CM","1/27/2019","1:24 AM","PUBLIC INTOXICATION","720 West 6th Street",,"Y","APD","6331","White","Male"
"CM","1/27/2019","11:45 PM","PUBLIC INTOXICATION","91 Rainey Street",,"Y","APD","7870","Hispanic","Female"
"TR","1/27/2019","12:11 AM","PEDESTRIAN ON ROADWAY","East 7th Street","Sabine Street","N","APD","7705","Black","Male"
"CM","1/27/2019","9:17 PM","Possession of Drug Paraphernalia","317 East 6th Street",,"Y","APD","7608","White","Male"
"CM","1/27/2019","9:03 PM","Possession of Drug Paraphernalia","500 Block Trinity Street",,"N","APD","7608","Black","Male"
"CO","1/28/2019","2:50 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 And Holly Street",,"Y","APD","7804","White","Male"
"CO","1/28/2019","2:13 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East Cesar Chavez Street",,"Y","APD","7804","Black","Male"
"CO","1/28/2019","4:28 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And North Ih 35",,"N","APD","7798","Black","Male"
"CO","1/28/2019","3:27 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35",,"Y","APD","8018","White","Male"
"CO","1/28/2019","4:10 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100 Block North Ih 35",,"Y","APD","5617","White","Female"
"CO","1/28/2019","4:28 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","Cesar Chavez Street And North Ih 35",,"N","APD","7798","Black","Male"
"TR","1/28/2019","4:55 PM","PEDESTRIAN ON ROADWAY","90 Block North Ih 35",,"Y","APD","6802","White","Male"
"CM","1/28/2019","1:15 PM","Possession of Drug Paraphernalia","300 Block East 6th Street",,"N","APD","7764","White","Male"
"CO","1/28/2019","3:35 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block Red River Street",,"N","APD","6802","Hispanic","Male"
"CO","1/28/2019","1:18 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","400 Block East 6th Street",,"Y","APD","7608","Black","Male"
"CO","2/5/2019","10:06 PM","HUMAN WASTE","700 Neches Street",,"N","APD","7796","White","Female"
"CO","1/28/2019","1:18 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","400 Block East 6th Street",,"Y","APD","7608","White","Male"
"CO","1/28/2019","4:10 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 And Cesar Chavez Street",,"Y","APD","8018","Black","Male"
"CO","1/28/2019","4:40 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block North Ih 35",,"Y","APD","7804","White","Male"
"CO","1/28/2019","7:05 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","500 Brazos Street",,"Y","APD","7850","Black","Male"
"CO","1/28/2019","3:18 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street And North Ih 35",,"Y","APD","8018","White","Male"
"CO","1/28/2019","12:50 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East Cesar Chavez Street",,"Y","APD","6802","White","Male"
"CO","1/28/2019","4:50 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East 6th Street",,"Y","APD","7804","White","Male"
"CM","1/28/2019","4:30 PM","Possession of Drug Paraphernalia","East 6th Street And Ih 35",,"N","APD","7764","White","Male"
"TR","1/28/2019","1:05 PM","PEDESTRIAN WALKING AGAINST LIGHT","North Ih 35 At Cesar Chavez Street",,"N","APD","8018","Black","Male"
"CO","1/28/2019","4:55 PM","SOLICIT BY PERSON FROM STREET - SIDEWALK","90 Block North Ih 35",,"N","APD","6802","White","Male"
"CO","1/28/2019","7:36 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","500 Block East 7th Street",,"N","APD","7430","Black","Male"
"CO","1/28/2019","2:13 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block East Cesar Chavez Street",,"N","APD","7804","Black","Female"
"CO","1/29/2019","10:20 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"Y","APD","5193","White","Female"
"CO","1/29/2019","5:12 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100 North Ih 35",,"Y","APD","7850","No Data","No Data"
"CM","1/29/2019","6:00 PM","Possession of Drug Paraphernalia","4th Street At San Antonio Street",,"N","APD","7766","White","Male"
"CM","1/29/2019","12:26 AM","Possession of Drug Paraphernalia","500  E 7TH ST",,"Y",,"8140","Black","Female"
"CO","1/29/2019","10:38 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"Y","APD","5193","Black","Male"
"CO","1/29/2019","10:38 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"N","APD","5193","Black","Female"
"CO","1/29/2019","10:25 AM","CAMPING IN A PUBLIC PLACE","800 East Cesar Chavez",,"Y","APD","5193","Black","Male"
"CM","1/30/2019","2:00 AM","ALCOHOL - MINOR CONSUMING","400 East 6th Street",,"Y","APD","7597","White","Male"
"CO","1/30/2019","12:23 AM","MANIFESTING - DRUGS","500  E 7TH ST",,"N",,"8140","Black","Female"
