TCAD or WCAD Property ID (s),Auditor,Company,Duct System 1 - Type,Duct System 2 - Type,Duct System 1 - RValue,Duct System 2 - RValue,Duct System 1 - Return Sizing,Duct System 2 - Return Sizing,Duct System 1 - % Leakage,Duct System 2 - % Leakage,System 1 - Location Air Handler,System 2 - Location Air Handler,System 1 - Air Handler Type,System 2 - Air Handler Type,System 1 - Age (years),System 2 - Age (years),System 1 - EER,System 2 - EER,System 1 - sqft/ton,System 2 - sqft/ton,Water Heater - Fuel Type,Water Heating - Tank Type,Toilet Type,Programmable Thermostat Present,Window Screen Area Recommended (sqft),Furnace - Fuel Type,Audit Date,Attic R-Value,Recommended Additional R-Value,Year Built,Bedrooms,Conditioned (sqft),Attic (sqft),Home_Type,As of,Address,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes,Zip Codes
365812,James Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,6,7,Attic,Attic,Horizontal,Up Flow,17,18,,,473,489,Gas,Tank,Water_Saving,Y,9,Gas,12/01/2009 12:00:00 AM,22,,1997,4,3113,1427,Single Family,05/20/2014 12:00:00 AM,"1208 TAMRANAE COURT
Austin, Tx 78746
(30.26714644900045, -97.7969500699997)",8,10,2,,126,29,3260
204555,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,4,,Inadequate,,24.4,,Closet,,Up Flow,,,,11,,397,,Gas,Tank,Water_Saving,N,54,Gas,09/06/2012 12:00:00 AM,,,1964,5,1984,1900,Single Family,05/20/2014 12:00:00 AM,"1909 PERSHING DR
Austin, Tx 78723
(30.283930717000487, -97.70033896699965)",1,19,8,67,309,33,3239
313036,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,5,,Adequate,,27.4,,Closet,,Up Flow,,,,10.5,,369,,Gas,Tank,Water_Saving,Y,139,Gas,04/19/2011 12:00:00 AM,19,19,1958,3,1108,1100,Single Family,05/20/2014 12:00:00 AM,"4701 GLENHAVEN CIRCLE
Austin, Tx 78745
(30.223433446000456, -97.78999403299969)",5,5,1,58,373,23,3259
328992,Jay Hill,ADVANCED ENERGY SOLUTIONS,Duct_Board,,2,,Adequate,,13.7,,Closet,,Up Flow,,,,,,604,,Gas,Tank,Water_Saving,N,24,Elec,02/20/2013 12:00:00 AM,25,12,1975,3,1512,,Single Family,05/20/2014 12:00:00 AM,"2605 HIDDEN OAKS
Austin, Tx 78745
(30.20318477900048, -97.8169926489997)",5,5,1,,62,23,3259
322502,Cody Kasper,ADVANCED ENERGY SOLUTIONS,Grey_Flex,,6,,Adequate,,15,,,,,,19,,11.5,,486,,Gas,Tank,Water_Saving,Y,76,Gas,02/07/2011 12:00:00 AM,19,19,1995,4,1947,1005,Single Family,05/20/2014 12:00:00 AM,"8121 SIRINGO PASS
Austin, Tx 78749
(30.21958529900047, -97.8769747019997)",8,38,2,73,531,53,3638
512110,Vance Acker,GREEN LEAF ENERGY,Sheet_Metal,,4,,Adequate,,18.7,,Attic,,Horizontal,,20,,12,,433.3,,Elec,Tank,Standard,N,20,Elec,01/28/2014 12:00:00 AM,11,27,1972,1,650,500,Fourplex,05/20/2014 12:00:00 AM,"6404 BRADSHER DR F
Austin, Tx 78745
(30.198596377000456, -97.78310313799966)",2,5,4,1,373,23,3259
341687,Chad Roesch,A-1 ENERGY AUDITS,Grey_Flex,,6,,Adequate,,17,,Closet,,Up Flow,,,,7,,446,,Gas,Tank,Water_Saving,N,0,Gas,02/07/2012 12:00:00 AM,26.4,,1986,2,892,,Single Family,05/20/2014 12:00:00 AM,"8722 BIRMINGHAM DR
Austin, Tx 78748
(30.179214699000454, -97.80736221499967)",5,37,1,,373,22,3637
143032,Mitchell Young,GREEN LEAF ENERGY,Mylar_Flex,,4,,Adequate,,10.5,,Attic,,Up Flow,,24,,10,,504,,Gas,Tank,Water_Saving,Y,262,Gas,05/17/2013 12:00:00 AM,14,21,1990,3,1736,400,Single Family,05/20/2014 12:00:00 AM,"3413 LATIMER DR
Austin, Tx 78746
(30.373440100000437, -97.88818040099966)",,15,,,540,21,3248
120688,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,8,,Adequate,,19,,Closet,,Up Flow,,13,,12,,570,,Elec,Tankless,Water_Saving,Y,0,Gas,09/07/2011 12:00:00 AM,14,24,1956,3,1712,1712,Single Family,05/20/2014 12:00:00 AM,"2708 CARLTON RD
Austin, Tx 78703
(30.30904612100045, -97.76383871699966)",10,26,5,6,126,69,2858
158386,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,8,,Adequate,,17.9,,Closet,,Up Flow,,,,11,,604,,Gas,Tank,Standard,Y,162,Gas,05/26/2009 12:00:00 AM,29,9,1991,4,2415,1150,Single Family,05/20/2014 12:00:00 AM,"10903 SIERRA COLORADO
Austin, Tx 78759
(30.414479892000486, -97.76180153199965)",10,51,5,,540,58,3647
362460,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,11.7,8.5,Attic,Attic,Horizontal,Horizontal,20,20,,,602,602,Gas,Tank,Water_Saving,Y,272,Gas,07/28/2010 12:00:00 AM,19,19,1995,4,3010,1500,Single Family,05/20/2014 12:00:00 AM,"1400 DAPPLEGREY LANE
Austin, Tx 78727
(30.41239770000044, -97.6825159709997)",7,24,7,,540,36,3243
154753,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,,4,,Adequate,,31,,Attic,,Horizontal,,6,,12,,562,,Gas,Tankless,Water_Saving,Y,0,Elec,12/17/2012 12:00:00 AM,28,0,1980,3,1967,1559,Single Family,05/20/2014 12:00:00 AM,"9315 KNOLL CREST LOOP
Austin, Tx 78759
(30.394611421000434, -97.76064317899966)",10,51,5,,540,58,3647
306292,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Duct_Board,,6,,Adequate,,29,,Garage,,Up Flow,,14,,7,,630,,Elec,Tank,Water_Saving,Y,18,Elec,02/24/2010 12:00:00 AM,27,11,1971,3,1576,1576,Single Family,05/20/2014 12:00:00 AM,"5802 OAKCLAIRE DR
Austin, Tx 78735
(30.24107641000046, -97.85167571399967)",8,32,2,11,126,49,3251
344617,Amir Faghih,APPROVED ENERGY AUDITS,Duct_Board,,5,,Inadequate,,33,,Closet,,Up Flow,,5,,10,,582,,Gas,Tank,Water_Saving,N,66,Gas,12/09/2011 12:00:00 AM,13,25,1972,3,1747,1600,Single Family,05/20/2014 12:00:00 AM,"2205 MONARCH DR
Austin, Tx 78748
(30.177525731000458, -97.82565305099968)",5,37,1,,62,22,3637
R065258,Gary Pruett,LAND AMERICA PROPERTY INSPECTIONS,Grey_Flex,,6,,Adequate,,20,,Closet,,Up Flow,,,,10.5,,490,,Gas,Tank,Water_Saving,Y,84,Gas,05/21/2011 12:00:00 AM,19,19,1983,3,1960,1960,Single Family,05/20/2014 12:00:00 AM,"8013 ELKHORN MOUNTAIN TRL
Austin, Tx 78729
(30.44400485300048, -97.76807061199969)",6,30,6,,540,46,3245
318158,Trent Brazziel,AUSTIN GREENTEAM,Mylar_Flex,,4,,Adequate,,11,,Attic,,Horizontal,,18,,,,399,,Elec,Tank,Water_Saving,N,228,Elec,05/25/2013 12:00:00 AM,30,8,1988,4,1796,709,Single Family,05/20/2014 12:00:00 AM,"7213 JOHN BLOCKER
Austin, Tx 78749
(30.224810914000443, -97.86258057199967)",8,38,2,73,531,53,3638
156264,Rob Scott,GREEN COLLAR OPERATIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,,57,Attic,Attic,Horizontal,Horizontal,,,,,453,308,Elec,Tank,Standard,N,0,Elec,11/05/2009 12:00:00 AM,,0,1976,4,1792,,Single Family,05/20/2014 12:00:00 AM,"10718 FLORAL PARK DR
Austin, Tx 78759
(30.407405413000447, -97.75264841499967)",10,51,5,,540,58,3647
314623,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,,7,,Adequate,,10,,Closet,,Up Flow,,2,,,,400,,Gas,Tank,Standard,Y,0,Gas,12/21/2010 12:00:00 AM,30,8,1982,4,2000,1600,Single Family,05/20/2014 12:00:00 AM,"5215 SUMMERSET TRAIL
Austin, Tx 78749
(30.228972929000463, -97.8491659499997)",8,38,2,11,126,53,3638
257877,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,18,,Garage,,Up Flow,,9,,11,,,,Elec,Tank,Water_Saving,N,115,Elec,07/26/2013 12:00:00 AM,15,23,1984,3,1080,1080,Single Family,05/20/2014 12:00:00 AM,"1202 TUFFIT LN
Austin, Tx 78753
(30.383455468000477, -97.66140742399966)",1,47,8,,217,78,3642
541855,Curt Kip Van Riper,GREEN ZONE HOME,Duct_Board,,4,,Inadequate,,23,,Closet,,Up Flow,,,,,,456,,Elec,Tank,Water_Saving,N,84,Gas,01/06/2012 12:00:00 AM,,,1968,2,912,,Condo,05/20/2014 12:00:00 AM,"3431 213 NORTH HILLS DR
Austin, Tx 78731
(30.34721234300048, -97.7618080959997)",10,17,5,,217,66,3247
200023,Hd Perkins,TEXAS ENERGY SYSTEMS,Sheet_Metal,,0,0,Adequate,Adequate,,,Closet,,Up Flow,Horizontal,,,,,,,Elec,Tank,Standard,N,200,Elec,08/23/2012 12:00:00 AM,,0,1964,1,1964,,Condo,05/20/2014 12:00:00 AM,"1801 LAVACA ST 3D
Austin, Tx 78701
(30.28078018700046, -97.7407616809997)",9,52,10,60,217,24,2856
314421,Amir Faghih,APPROVED ENERGY AUDITS,Grey_Flex,,5,,Adequate,,25,,Closet,,Up Flow,,11,,10.5,,550,,Gas,Tank,Standard,N,146,Gas,03/26/2012 12:00:00 AM,15,25,1982,4,2202,992,Single Family,05/20/2014 12:00:00 AM,"4610 YELLOW ROSETR
Austin, Tx 78749
(30.215311012000484, -97.85749815199966)",8,38,2,,531,53,3638
133749,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,10.7,,Closet,,Up Flow,,,,11,,443,,Gas,Tank,Water_Saving,Y,0,Gas,03/03/2010 12:00:00 AM,26,12,1985,3,2214,1000,Single Family,05/20/2014 12:00:00 AM,"4711 HICKORY HOLLOW
Austin, Tx 78731
(30.346622699000477, -97.78034346399966)",10,17,5,,217,66,3247
238136,Trent Brazziel,AUSTIN GREENTEAM,Mylar_Flex,,6,,Adequate,,11.5,,Closet,,Up Flow,,8,,,,300,,Gas,Tank,Standard,N,36,Elec,06/20/2013 12:00:00 AM,13,25,1958,2,,,Duplex,05/20/2014 12:00:00 AM,"103 OERTLI LN A
Austin, Tx 78753
(30.349804023000445, -97.70112067699966)",4,47,9,54,63,78,3642
128604,Nicholas Wise,1ST CHOICE ENERGY,Mylar_Flex,Mylar_Flex,4,4,Inadequate,Inadequate,15,10,Attic,Attic,Horizontal,Up Flow,22,10,10,12,360,572,Elec,Tank,Water_Saving,Y,292,Elec,11/30/2011 12:00:00 AM,25,13,1993,3,2513,1092,Single Family,05/20/2014 12:00:00 AM,"4408 ENCLAVE
Austin, Tx 78731
(30.341817550000485, -97.7762217189997)",10,17,5,,217,66,3247
102346,Jeff Geissen,AUSTIN GREEN & CONSERVATION,,,,,,,,,,,,,,,,,,,Elec,Tank,Water_Saving,N,125,Elec,04/04/2013 12:00:00 AM,11,27,1940,3,1236,,Single Family,05/20/2014 12:00:00 AM,"1502 KINNEY AVE
Austin, Tx 78704
(30.253997134000485, -97.76714558799966)",5,9,1,2,217,75,2859
153866,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,Mylar_Flex,6,6,Inadequate,Inadequate,16,15,Attic,Attic,Horizontal,Horizontal,16,16,10,8,530,734,Elec,Tank,Water_Saving,Y,0,Elec,06/10/2013 12:00:00 AM,18,20,1996,4,3423,1835,Single Family,05/20/2014 12:00:00 AM,"8005 BOTTLEBRUSH DR
Austin, Tx 78750
(30.392844282000453, -97.80174100699969)",10,39,5,,540,28,3639
504145,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,9.4,,Garage,,Up Flow,,,,,,414,,Elec,Tank,Water_Saving,Y,24,Elec,02/16/2011 12:00:00 AM,30,8,1979,3,1450,1450,Single Family,05/20/2014 12:00:00 AM,"3000 CANTER LANE
Austin, Tx 78759
(30.41333693700045, -97.71247916499965)",7,51,7,,540,58,3647
239411,Rob Scott,GREEN COLLAR OPERATIONS,Sheet_Metal,,6,,Adequate,,12.5,,Closet,,Up Flow,,8,,,,556,,Gas,Tank,Standard,Y,0,Gas,08/08/2012 12:00:00 AM,38,0,1958,2,1112,1112,Single Family,05/20/2014 12:00:00 AM,"7508 ST LOUIS ST
Austin, Tx 78757
(30.350386753000464, -97.73186676499967)",7,3,7,89,217,16,3645
364320,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,15,13,Attic,Attic,Horizontal,Horizontal,18,18,9,9,505,505,Elec,Tank,Water_Saving,Y,0,Elec,12/06/2011 12:00:00 AM,26,0,1996,3,3032,2042,Single Family,05/20/2014 12:00:00 AM,"6406 IRA INGRAM DR
Austin, Tx 78749
(30.225405487000444, -97.87058481299965)",8,38,2,73,531,53,3638
287588,Greg Schroeder,GREEN ZONE HOME,Sheet_Metal,,2,,Inadequate,,15,,Closet,,Up Flow,,20,,9,,364,,Gas,Tank,Water_Saving,N,0,Gas,09/09/2013 12:00:00 AM,10,28,1967,3,1092,1092,Single Family,05/20/2014 12:00:00 AM,"2501 GLEN SPRINGS WAY
Austin, Tx 78744
(30.23060623000049, -97.7395796399997)",3,8,3,76,309,55,3256
284547,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,,6,,,,17,,,,Horizontal,,15,,8.5,,429,,Gas,Tank,Water_Saving,N,30,Elec,07/01/2009 12:00:00 AM,11,28,1935,3,1499,1499,Single Family,05/20/2014 12:00:00 AM,"1707 ALTA VISTA AVE
Austin, Tx 78704
(30.243529322000484, -97.74336145999968)",9,9,10,49,217,75,2859
461906,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,19,,Attic,,Horizontal,,12,,12,,531,,Gas,Tank,Water_Saving,Y,0,Gas,12/16/2010 12:00:00 AM,8.8,29.2,1983,3,1595,486,Single Family,05/20/2014 12:00:00 AM,"4907 PELHAM DR
Austin, Tx 78727
(30.424447882000436, -97.72937239799967)",7,24,7,,540,36,3243
510440,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,6,,Adequate,,13.8,,Garage,,Up Flow,,11,,11.5,,579,,Gas,Tank,Standard,Y,98,Gas,11/16/2010 12:00:00 AM,30,8,1971,3,1737,1700,Single Family,05/20/2014 12:00:00 AM,"5002 BUFFALO PASS
Austin, Tx 78745
(30.22347490000044, -97.79831569399965)",5,5,1,92,373,23,3259
504796,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,,6,,,,17,,Closet,,Up Flow,,14,,10,,510,,Gas,Tank,Water_Saving,Y,0,Gas,09/16/2013 12:00:00 AM,16,22,1979,4,1784,1484,Single Family,05/20/2014 12:00:00 AM,"4000 ETON LN
Austin, Tx 78727
(30.415577839000434, -97.72370618299965)",7,24,7,,540,36,3243
210042,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,6,,Attic,,Horizontal,,20,,14,,357,,Gas,Tank,Water_Saving,Y,0,Elec,05/17/2013 12:00:00 AM,22,0,1931,2,1426,1426,Single Family,05/20/2014 12:00:00 AM,"2847 SHOAL CREST AVE
Austin, Tx 78705
(30.297327574000462, -97.7478693219997)",9,43,10,57,217,50,2860
760195,Chad Roesch,A-1 ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,30,,Closet,,Up Flow,,17,,10,,515,,Gas,Tank,Water_Saving,Y,0,Gas,04/30/2010 12:00:00 AM,20.3,17.7,1983,3,1804,1804,Single Family,05/20/2014 12:00:00 AM,"6102 DANWOOD DR
Austin, Tx 78759
(30.419044606000455, -97.75863442099967)",10,51,5,,540,58,3647
246520,Trent Brazziel,AUSTIN GREENTEAM,Duct_Board,,6,,Inadequate,,68,,Closet,,Up Flow,,17,,,,460,,Elec,Tank,Water_Saving,Y,209,Elec,04/20/2012 12:00:00 AM,12,26,1975,3,1150,406,Condo,05/20/2014 12:00:00 AM,"8915 PARKFIELD DR A
Austin, Tx 78758
(30.363350115000458, -97.7082899079997)",4,22,9,16,63,18,3646
372250,David Malone,1ST CHOICE ENERGY,Mylar_Flex,Mylar_Flex,4,4,Inadequate,Inadequate,17.8,9.9,Attic,Attic,Horizontal,Horizontal,19,19,10.5,10.5,546,554,Gas,Tank,Water_Saving,Y,0,Elec,05/05/2010 12:00:00 AM,24,12,1995,4,2749,1384,Single Family,05/20/2014 12:00:00 AM,"7105 TEYA COURT
Austin, Tx 78749
(30.22676400500046, -97.86435955599967)",8,38,2,73,531,53,3638
316884,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,14,,Closet,,Up Flow,,18,,9,,536,,Elec,Tank,Water_Saving,Y,0,Gas,08/14/2012 12:00:00 AM,28,0,1972,3,1071,821,Single Family,05/20/2014 12:00:00 AM,"5132 MEADOW CREEK DR
Austin, Tx 78745
(30.213814856000454, -97.78291600099965)",3,5,3,58,373,23,3259
239021,Matt Courtright,GREEN ZONE HOME,Sheet_Metal,,6,,Adequate,,17,,Closet,,Up Flow,,15,,10.5,,521,,Gas,Tank,Standard,N,0,Gas,08/12/2013 12:00:00 AM,21,17,1973,2,1303,903,Single Family,05/20/2014 12:00:00 AM,"7400 WHISPERING WINDS DR
Austin, Tx 78745
(30.20027587000044, -97.8147268729997)",5,5,1,,62,23,3259
545909,Chad Roesch,A-1 ENERGY AUDITS,Sheet_Metal,,6,,Adequate,,18,,Attic,,Horizontal,,11,,12,,451,,Gas,Tank,Water_Saving,N,0,Gas,08/27/2011 12:00:00 AM,11,27,1972,4,1806,1806,Single Family,05/20/2014 12:00:00 AM,"5809 WHITEBROOK DR
Austin, Tx 78724
(30.305073611000466, -97.65363651399969)",1,46,8,,309,8,3240
224435,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Duct_Board,Duct_Board,4.2,4,Adequate,Adequate,30,7.5,Attic,Attic,Horizontal,Horizontal,8,8,8,8,700,375,Gas,Tank,Water_Saving,Y,35,Gas,05/14/2009 12:00:00 AM,8,28,1938,3,2089,200,Single Family,05/20/2014 12:00:00 AM,"4608 SHOALWOOD AVE
Austin, Tx 78756
(30.319027141000447, -97.74393589799968)",7,12,7,74,217,7,3644
302925,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,,6,,Adequate,,17.1,,Attic,,Horizontal,,10,,10,,688.8,,Gas,Tankless,Standard,N,141,Elec,07/11/2012 12:00:00 AM,38,0,1956,3,1722,1000,Single Family,05/20/2014 12:00:00 AM,"1615 S 3 ST
Austin, Tx 78704
(30.249203828000475, -97.75809906699965)",9,9,10,42,217,75,2859
486178,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,9,,Closet,,Up Flow,,20,,12,,473,,Elec,Tank,Water_Saving,Y,0,Gas,01/31/2013 12:00:00 AM,25,0,2001,4,1890,1890,Single Family,05/20/2014 12:00:00 AM,"9116 FROCK CT
Austin, Tx 78748
(30.180273561000433, -97.81812257499968)",5,37,1,,373,22,3637
283702,Jon Beard,"CONSERVATION SPECIALISTS OF AUSTIN, LLC",Duct_Board,,4,,Adequate,,,,,,Horizontal,,16,,9,,,,Gas,Tank,Water_Saving,Y,0,Gas,03/08/2013 12:00:00 AM,26,12,1978,4,2114,667,Single Family,05/20/2014 12:00:00 AM,"1202 REAGAN TERRACE
Austin, Tx 78704
(30.244807300000446, -97.73739677299966)",9,9,10,49,217,75,2859
305456,Roland Huettel,"ECO.INSPECTIONS, INC",Mylar_Flex,,6,,Adequate,,14.7,,Closet,,Up Flow,,18,,,,260,,Gas,Tank,Water_Saving,Y,0,Gas,10/04/2013 12:00:00 AM,19,19,1954,2,780,780,Single Family,05/20/2014 12:00:00 AM,"2615 STACY LN
Austin, Tx 78704
(30.23818526600047, -97.76095467899967)",3,9,3,47,217,75,2859
228051,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,5,,Attic,,Horizontal,,,,10,,451,,Elec,Tank,Water_Saving,Y,42,Elec,03/03/2011 12:00:00 AM,28,0,1951,3,1128,816,Single Family,05/20/2014 12:00:00 AM,"5715 AVENUE D
Austin, Tx 78752
(30.32400284600044, -97.7203389069997)",4,40,9,77,217,3,3641
326959,Ignacio Amenabar,1ST ACTION ENERGY SOLUTIONS,Grey_Flex,,7,,Adequate,,11,,Closet,,Up Flow,,8,,10,,869,,Gas,Tank,Water_Saving,Y,0,Gas,02/01/2010 12:00:00 AM,37,,1994,3,2173,2173,Single Family,05/20/2014 12:00:00 AM,"4811 HALE DR
Austin, Tx 78749
(30.208485012000438, -97.8566727379997)",8,38,2,,62,53,3638
322369,Mike Heslop Jr,BLOODHOUND INSPECTIONS,Grey_Flex,Grey_Flex,4,4,Inadequate,Inadequate,19.9,15,Attic,Attic,Up Flow,Up Flow,21,20,10,10,519.6,740,Elec,Tank,Standard,N,4,Elec,04/04/2011 12:00:00 AM,30,8,1993,4,2780,1481,Single Family,05/20/2014 12:00:00 AM,"8513 DUNSMERE DR
Austin, Tx 78749
(30.21571464800047, -97.87781918599967)",8,38,2,,531,53,3638
290456,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,3,,Adequate,,49.8,,Closet,,Up Flow,,,,7.5,,502,,Gas,Tank,Water_Saving,N,32,Gas,05/03/2012 12:00:00 AM,13,28,1985,2,1004,0,Condo,05/20/2014 12:00:00 AM,"4500 EAST OLTORF ST
Austin, Tx 78741
(30.226515279000466, -97.72572678599965)",3,8,3,94,248,55,3256
364872,Joseph E. Biddle,QUALITY HOME INSPECTIONS,Mylar_Flex,,6,,Adequate,,9.5,,Attic,,Horizontal,,16,,11,,557,,Gas,Tank,Water_Saving,Y,0,Gas,10/28/2009 12:00:00 AM,30,0,1995,3,1950,1950,Single Family,05/20/2014 12:00:00 AM,"8721 ESCABOSA DR
Austin, Tx 78748
(30.185865158000468, -97.82041440799969)",5,37,1,,62,22,3637
R165930,Justin Marler,ENERGY ACTION,Sheet_Metal,,6,,Inadequate,,19,,Closet,,Up Flow,,19,,6.5,,400,,Gas,Tank,Water_Saving,N,58,Gas,12/30/2009 12:00:00 AM,17,21,1977,3,2000,1542,Single Family,05/20/2014 12:00:00 AM,"10230 MISSELTHRUSH DR
Austin, Tx 78750
(30.450850740000476, -97.8014721459997)",6,39,6,,540,28,3639
303754,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,6,,Adequate,,10,,Attic,,Horizontal,,6,,7,,668,,Elec,Tank,Water_Saving,Y,52,Elec,03/03/2010 12:00:00 AM,20,18,1925,2,1671,1671,Single Family,05/20/2014 12:00:00 AM,"715 W LIVE OAK ST
Austin, Tx 78704
(30.245244347000437, -97.7602783809997)",9,9,10,42,217,75,2859
372003,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,10,,Attic,,Horizontal,,9,,12,,463,,Elec,Tank,Water_Saving,Y,0,Elec,10/02/2013 12:00:00 AM,25,13,1996,3,1851,1814,Single Family,05/20/2014 12:00:00 AM,"4840 CALHOUN LOOP
Austin, Tx 78735
(30.25409018600044, -97.86540606199969)",8,32,2,11,295,49,3251
249135,Chad Roesch,A-1 ENERGY AUDITS,,,,,Adequate,,18,,,,Horizontal,,10,,12,,575,,Elec,Tank,Water_Saving,N,0,Elec,08/27/2011 12:00:00 AM,23.2,16.8,1979,3,1439,503,Town Homes,05/20/2014 12:00:00 AM,"913 E MEDOWMERE LN
Austin, Tx 78758
(30.36969618200044, -97.69718488399968)",4,22,9,16,217,18,3646
225626,Edward Ingram,1ST STEP ENERGY AUDITS,,,,,Adequate,,47,,Closet,,Up Flow,,,,,,547,,Gas,Tank,Water_Saving,Y,14,Gas,09/04/2012 12:00:00 AM,31,0,1956,3,1642,1642,Single Family,05/20/2014 12:00:00 AM,"1405 GLENCREST
Austin, Tx 78723
(30.318565221000483, -97.69601231899969)",1,19,8,84,309,33,3239
246976,Amir Faghih,APPROVED ENERGY AUDITS,Duct_Board,,5,,Inadequate,,26,,Closet,,Up Flow,,6,,9.5,,520,,Gas,Tank,Standard,N,36,Gas,04/20/2012 12:00:00 AM,5,33,1970,3,1300,1300,Duplex,05/20/2014 12:00:00 AM,"8100 SONNET AVE 102
Austin, Tx 78759
(30.36586698600047, -97.74575633499967)",10,51,5,,217,58,3647
733371,Dennis Williams,QUALITY HOME INSPECTIONS,Duct_Board,,6,,Adequate,,14,,Closet,,Up Flow,,,,,,502,,Elec,Tank,Standard,N,48,Elec,04/17/2012 12:00:00 AM,,,1986,2,1004,1004,Condo,05/20/2014 12:00:00 AM,"12166 369 METRIC BLVD
Austin, Tx 78758
(30.383593075000476, -97.70797782299968)",4,22,9,16,217,18,3646
115679,Rob Scott,GREEN COLLAR OPERATIONS,Mylar_Flex,,6,,Adequate,,6.8,,Attic,,Horizontal,,12,,,,538.8,,Elec,Tank,Standard,Y,0,Elec,12/09/2010 12:00:00 AM,,0,1938,3,2155,2155,Single Family,05/20/2014 12:00:00 AM,"1414 PRESTON AVE
Austin, Tx 78703
(30.296475983000448, -97.7528284449997)",9,26,10,52,217,69,2858
446710,Gary Pruett,LAND AMERICA PROPERTY INSPECTIONS,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,15,13,Attic,Attic,Horizontal,Horizontal,23,24,9.5,,703,564,Gas,Tank,Water_Saving,Y,12,Gas,03/05/2012 12:00:00 AM,,,1991,4,2812,1406,Single Family,05/20/2014 12:00:00 AM,"7904 ISAAC PRYOR
Austin, Tx 78749
(30.219536738000443, -97.8705859969997)",8,38,2,73,531,53,3638
784286,Jay Hill,ADVANCED ENERGY SOLUTIONS,Grey_Flex,,6,,Inadequate,,12.8,,Closet,,Up Flow,,,,11.5,,339,,Elec,Tank,Water_Saving,Y,0,Elec,08/01/2012 12:00:00 AM,,,1972,1,678,,Condo,05/20/2014 12:00:00 AM,"1115 W 10TH #104
Austin, Tx 78701
(30.27176214700046, -97.74141848299968)",9,52,10,60,217,24,2856
R090609,Ronald Holan,GREEN YOUR HUT,Mylar_Flex,,6,,Inadequate,,23,,Closet,,Up Flow,,13,,9,,498,,Gas,Tank,Water_Saving,Y,0,Gas,07/14/2009 12:00:00 AM,20,18,1987,3,1244,475,Single Family,05/20/2014 12:00:00 AM,"13006 MOORCROFT
Austin, Tx 78729
(30.444742740000436, -97.7542307869997)",,30,,,540,46,3245
217558,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Mylar_Flex,,6,,Inadequate,,8,,Attic,,Horizontal,,6,,11,,,,Elec,Tank,Water_Saving,Y,0,Elec,11/06/2012 12:00:00 AM,26,12,1942,4,2034,1770,Single Family,05/20/2014 12:00:00 AM,"4012 SINCLAIR AVE
Austin, Tx 78756
(30.311917130000438, -97.74732567899969)",10,12,5,74,217,7,3644
116060,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,5,,Adequate,,10.9,,Closet,,Up Flow,,,,9.5,,510,,Gas,Tank,Water_Saving,Y,444,Gas,10/10/2013 12:00:00 AM,30,8,1940,3,2038,2000,Single Family,05/20/2014 12:00:00 AM,"1815 EXPOSITION BLVD
Austin, Tx 78703
(30.294004120000466, -97.76987446699968)",10,26,5,6,126,69,2858
