"status","type","number","description","issuancedate","closingdate","cancelledpostponed","construction","lsbrpindicator","buyer","department","deptcontact"
"Closed","RFP","1065389","Special Events Coordinating Services","2016-08-04T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","DeLuca, Karen","Department of Recreation","Susan Hoffmann"
"Closed","IFB","1109138","Printing Supplies","2020-01-06T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","McRae, Sarah","Department of General Services","Richard Taylor"
"Closed","IFB","1088607","Furnish Turfgrass Sod","2018-08-06T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Fornatora, Sarah (Inactive Buyer)","Department of Transportation","Melissa Garner"
"Closed","IFB","1128507","Time and Material Glass Installation and Repair Services","2022-05-04T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Norris, Robert","Department of General Services","Yonas Demo"
"Closed","IFB","1127476","Time and Material Pool Maintenance","2021-06-23T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Karakaya, Penny Perrus","Department of General Services","Kevin Ford"
"Closed","Informal","1060891","Paper Recycling Services","2016-01-08T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","Department of General Services","Richard Taylor"
"Closed","Informal","1053387","Veterinary Services","2015-09-04T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","Fire & Rescue Services","Buddy Ey"
"Closed","Informal","1129282","Post-COVID Economic Development and Recovery and Social Media Work","2021-03-18T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","County Council","Susan Mabie"
"Closed","RFP","1113481","Appraisal Services","2020-10-02T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Norris, Robert","Department of Transportation","Eric Willis"
"Closed","IFB","1127786","AP1-10 Custodial Cleaning Services � Vocational","2021-08-17T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Karakaya, Penny Perrus","Department of General Services","Kevin Patterson"
"Closed","IFB","1113694","Farebox Revenue Collection Services","2021-01-08T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Harris, Eric","Department of Transportation","Starr Christian Montout"
"Closed","RFP","1129499","Transcription Services for the Circuit Court for Montgomery County, MD","2022-02-14T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","DeLuca, Karen","Circuit Court","Matthew Bonner"
"Closed","RFP","1086272","Marketing Services","2018-12-12T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Steed, Jeffrey","Department of Transportation","Starr Montout"
"Closed","Informal","1139164","Dental Assistants","2022-01-25T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","Department of Health & Human Svcs","Tricia Boyce"
"Closed","Informal","1138108","Tents and Equipment Rental for Events","2021-11-16T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","Department of General Services","Gus Montes De Oca"
"Closed","IFB","1076533","Time and Material HVAC Duct Cleaning","2017-09-06T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","Chen, Jing","Department of General Services","Alvin Crutcher"
"Closed","Informal","1138950","Media and Issue Monitoring Services","2021-12-21T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","County Council","Stephen Mathany"
"Closed","Informal","1137132","Sound for Recreation Events","2022-02-10T00:00:00.000",,"Cancelled or Indefinitely Postponed","N","Y","--","Department of Recreation","Allison Cohen"
