"application_type","permit_no","work_type","added_date","issued_date","final_date","expired_date","status","building_area","description","st_no","pre_dir","st_name","suffix","post_dir","city","state","zip","latitude","longitude","location","geolocation"
"USE & OCCUPANCY PERMIT","384456","USE","2021-11-17T12:11:01.000","2021-12-10T10:12:17.000","2021-12-10T10:12:17.000",,"Finaled","1",,"13671",,"GEORGIA","AVE",,"SILVER SPRING","MD","20906","39.080174","-77.072669",,"POINT (-77.072669 39.080174)"
"USE & OCCUPANCY PERMIT","384023","OCCUPY","2021-10-18T03:10:36.000","2021-12-07T10:12:28.000","2021-12-07T10:12:28.000",,"Finaled","1","Mixed Use F1 and S1","9159",,"BROOKVILLE","RD",,"SILVER SPRING","MD","20910","39.005461","-77.048399",,"POINT (-77.048399 39.005461)"
"USE & OCCUPANCY PERMIT","383676","OCCUPY","2021-09-23T08:09:22.000","2021-12-07T09:12:54.000","2021-12-07T09:12:54.000",,"Finaled","1","OFFICE TRAILER","9920",,"MEDICAL CENTER","DR",,"ROCKVILLE","MD","20850","39.097433","-77.202317",,"POINT (-77.202317 39.097433)"
"USE & OCCUPANCY PERMIT","381070","OCCUPY","2021-04-23T02:04:42.000","2021-12-06T09:12:48.000","2021-12-06T09:12:48.000",,"Finaled","1",,"212",,"REDPOLL","ALY",,"BOYDS","MD","20841","39.219026","-77.296264",,"POINT (-77.296264 39.219026)"
"USE & OCCUPANCY PERMIT","378431","OCCUPY","2020-12-01T07:12:16.000","2021-12-06T08:12:23.000","2021-12-06T08:12:23.000",,"Finaled","1",,"16135",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124634","-77.166877",,"POINT (-77.166877 39.124634)"
"USE & OCCUPANCY PERMIT","378804","OCCUPY","2020-12-28T03:12:39.000","2021-12-03T12:12:44.000","2021-12-03T12:12:44.000",,"Finaled","1",,"11352",,"EMERALD PARK","RD",,"POTOMAC","MD","20854","39.041275","-77.155303",,"POINT (-77.155303 39.041275)"
"USE & OCCUPANCY PERMIT","376017","OCCUPY","2020-07-13T03:07:03.000","2021-12-03T08:12:44.000","2021-12-03T08:12:45.000",,"Finaled","1","LOT 19","16127",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124673","-77.16679",,"POINT (-77.16679 39.124673)"
"USE & OCCUPANCY PERMIT","376019","OCCUPY","2020-07-13T03:07:48.000","2021-12-03T07:12:15.000","2021-12-03T07:12:15.000",,"Finaled","1","lot 20","16131",,"BOWERY","ST",,"ROCKVILLE","MD","20855","39.124653","-77.166833",,"POINT (-77.166833 39.124653)"
"USE & OCCUPANCY PERMIT","374386","USE","2020-04-02T01:04:16.000","2021-12-02T08:12:07.000","2021-12-02T08:12:07.000",,"Finaled","1","EXHIBIT HALL","15511",,"BARNESVILLE","RD",,"BOYDS","MD","20841","39.194406","-77.322538",,"POINT (-77.322538 39.194406)"
"USE & OCCUPANCY PERMIT","382917","OCCUPY","2021-08-12T03:08:57.000","2021-12-01T11:12:03.000","2021-12-01T11:12:03.000",,"Finaled","1","MERCANTILE SPACE","7101",,"DEMOCRACY",,,"BETHESDA","MD","20817","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","375933","OCCUPY","2020-07-08T11:07:07.000","2021-12-01T10:12:32.000","2021-12-01T10:12:32.000",,"Finaled","1","LIDL GROCERY STORE","19225",,"MONTGOMERY VILLAGE","AVE",,"MONTGOMERY VILLAGE","MD","20886","39.172107","-77.203096",,"POINT (-77.203096 39.172107)"
"USE & OCCUPANCY PERMIT","380661","OCCUPY","2021-04-07T01:04:14.000","2021-12-01T09:12:00.000","2021-12-01T09:12:00.000",,"Finaled","1",,"204",,"REDPOLL","ALY",,"BOYDS","MD","20841","39.219021","-77.295999",,"POINT (-77.295999 39.219021)"
"USE & OCCUPANCY PERMIT","371186","USE","2019-09-06T06:09:43.000","2021-12-01T03:12:31.000","2021-12-01T03:12:31.000",,"Finaled","1","PLACE OF WORSHIP / Meditation Hall SEE LOG","15511",,"BARNESVILLE","RD",,"BOYDS","MD","20841","39.194406","-77.322538",,"POINT (-77.322538 39.194406)"
"USE & OCCUPANCY PERMIT","378200","OCCUPY","2020-11-10T02:11:53.000","2021-11-30T07:11:58.000","2021-11-30T07:11:58.000",,"Finaled","1","RESIDENTIAL TOWNHOME","16136",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.124544","-77.166155",,"POINT (-77.166155 39.124544)"
"USE & OCCUPANCY PERMIT","379383","OCCUPY","2021-02-05T02:02:05.000","2021-11-30T03:11:53.000","2021-11-30T03:11:53.000",,"Finaled","1","HORSE BACK RIDING ARENA","8200",,"MEADOWBROOK","LN",,"CHEVY CHASE","MD","20815","38.990573","-77.060694",,"POINT (-77.060694 38.990573)"
"USE & OCCUPANCY PERMIT","384191","OCCUPY","2021-10-29T08:10:48.000","2021-11-30T02:11:27.000","2021-11-30T02:11:28.000",,"Finaled","1","BANK","7941",,"TUCKERMAN","LN",,"POTOMAC","MD","20854","39.041537","-77.156392",,"POINT (-77.156392 39.041537)"
"USE & OCCUPANCY PERMIT","355218","OCCUPY","2016-11-03T10:11:26.000","2021-11-30T01:11:49.000","2021-11-30T01:11:49.000",,"Finaled","1","TENANT FIT OUT--SPACE 1224","11803",,"GRAND PARK","AVE",,"ROCKVILLE","MD","20852","39.049472","-77.116902",,"POINT (-77.116902 39.049472)"
"USE & OCCUPANCY PERMIT","380881","OCCUPY","2021-04-15T04:04:59.000","2021-11-29T11:11:40.000","2021-11-29T11:11:40.000",,"Finaled","1","TH","22736",,"TATE","ST",,"CLARKSBURG","MD","20871","39.229725","-77.277143",,"POINT (-77.277143 39.229725)"
"USE & OCCUPANCY PERMIT","384295","OCCUPY","2021-11-05T12:11:51.000","2021-11-29T03:11:39.000","2021-11-29T03:11:40.000",,"Finaled","1",,"11160",,"VEIRS MILL","RD",,"SILVER SPRING","MD","20902","39.036861","-77.054841",,"POINT (-77.054841 39.036861)"
"USE & OCCUPANCY PERMIT","381014","OCCUPY","2021-04-21T02:04:04.000","2021-11-26T12:11:37.000","2021-11-26T12:11:37.000",,"Finaled","1",,"22732",,"TATE","ST",,"CLARKSBURG","MD","20871","39.229639","-77.277052",,"POINT (-77.277052 39.229639)"
"USE & OCCUPANCY PERMIT","380927","OCCUPY","2021-04-18T05:04:06.000","2021-11-26T12:11:07.000","2021-11-26T12:11:08.000",,"Finaled","1","TOWNHOUSE","22734",,"TATE","ST",,"CLARKSBURG","MD","20871","39.229682","-77.277105",,"POINT (-77.277105 39.229682)"
"USE & OCCUPANCY PERMIT","380880","OCCUPY","2021-04-15T04:04:02.000","2021-11-26T01:11:30.000","2021-11-26T01:11:30.000",,"Finaled","1","Townhome","22730",,"TATE","ST",,"CLARKSBURG","MD","20871","39.229593","-77.277003",,"POINT (-77.277003 39.229593)"
"USE & OCCUPANCY PERMIT","384252","OCCUPY","2021-11-03T01:11:37.000","2021-11-26T01:11:04.000","2021-11-26T01:11:04.000",,"Finaled","1","USE ENTIRE 1ST FLOOR FOR DAYCARE UP TO 12 KIDS MAX","12917",,"PARKLAND","DR",,"ROCKVILLE","MD","20853","39.068214","-77.088283",,"POINT (-77.088283 39.068214)"
"USE & OCCUPANCY PERMIT","384556","OCCUPY","2021-11-24T08:11:00.000","2021-11-24T10:11:11.000","2021-11-24T10:11:11.000",,"Finaled","1","CHRISTMAS TREE SALES&nbsp; - 2021 -- 11-27-2021 THROUGH 12-24-2021(see Section 3.2.11.B of the Montgomery County Zoning Ordinance).","9201",,"COLESVILLE","RD",,"SILVER SPRING","MD","20910","39.00537","-77.022403",,"POINT (-77.022403 39.00537)"
"USE & OCCUPANCY PERMIT","384480","OCCUPY","2021-11-18T02:11:26.000","2021-11-24T09:11:19.000","2021-11-24T09:11:20.000",,"Finaled","1","9- TEMPORARY TENST FOR CATERING / PICK UP RELATED TO HOLIDAY LUNCH : DATES OF OPERATION :&nbsp;NOV 19&nbsp;-&nbsp;NOV 28&nbsp;, 2021&nbsp; LARGE TENT PLUS SMALLER COVERED WALKWAY TENTS","10323",,"OLD GEORGETOWN","RD",,"BETHESDA","MD","20814","39.025141","-77.124545",,"POINT (-77.124545 39.025141)"
"USE & OCCUPANCY PERMIT","380600","USE","2021-04-05T03:04:57.000","2021-11-24T08:11:39.000","2021-11-24T08:11:40.000",,"Finaled","1","TOWNHOUSE","723",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229131","-77.277421",,"POINT (-77.277421 39.229131)"
"USE & OCCUPANCY PERMIT","383914","OCCUPY","2021-10-11T08:10:55.000","2021-11-24T08:11:19.000","2021-11-24T08:11:19.000",,"Finaled","1","Tenant: JPMORGAN CHASE BANK, N.A.; PARKING LOT WITH DRIVE UP ATM","4611",,"SANGAMORE","RD",,"BETHESDA","MD","20816","38.949281","-77.118772","GROUND","POINT (-77.118772 38.949281)"
"USE & OCCUPANCY PERMIT","380564","OCCUPY","2021-04-03T03:04:03.000","2021-11-24T07:11:44.000","2021-11-24T07:11:45.000",,"Finaled","1",,"717",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229245","-77.277262",,"POINT (-77.277262 39.229245)"
"USE & OCCUPANCY PERMIT","380601","OCCUPY","2021-04-05T03:04:10.000","2021-11-24T07:11:44.000","2021-11-24T07:11:44.000",,"Finaled","1","TOWNHOUSE","715",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229286","-77.277203",,"POINT (-77.277203 39.229286)"
"USE & OCCUPANCY PERMIT","380483","OCCUPY","2021-03-31T01:03:23.000","2021-11-24T07:11:02.000","2021-11-24T07:11:02.000",,"Finaled","1","COMM TH","719",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.229208","-77.277313",,"POINT (-77.277313 39.229208)"
"USE & OCCUPANCY PERMIT","380565","OCCUPY","2021-04-03T03:04:36.000","2021-11-24T07:11:00.000","2021-11-24T07:11:00.000",,"Finaled","1",,"218",,"REDPOLL","ALY",,"BOYDS","MD","20841","39.219029","-77.296455",,"POINT (-77.296455 39.219029)"
"USE & OCCUPANCY PERMIT","378307","OCCUPY","2020-11-16T10:11:36.000","2021-11-23T12:11:25.000","2021-11-23T12:11:25.000",,"Finaled","1",,"16132",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.124506","-77.166126",,"POINT (-77.166126 39.124506)"
"USE & OCCUPANCY PERMIT","380283","OCCUPY","2021-03-22T09:03:11.000","2021-11-23T09:11:31.000","2021-11-23T09:11:31.000",,"Finaled","1","4 STORY TOWNHOUSE","208",,"REDPOLL","ALY",,"BOYDS","MD","20841","39.219023","-77.296147",,"POINT (-77.296147 39.219023)"
"USE & OCCUPANCY PERMIT","379226","OCCUPY","2021-01-28T11:01:06.000","2021-11-23T03:11:20.000","2021-11-23T03:11:20.000",,"Finaled","1","AFFORDABLE DENTURES","18306",,"CONTOUR","RD",,"MONTGOMERY VILLAGE","MD","20886","39.154147","-77.199352",,"POINT (-77.199352 39.154147)"
"USE & OCCUPANCY PERMIT","378234","OCCUPY","2020-11-12T12:11:24.000","2021-11-23T02:11:32.000","2021-11-23T02:11:32.000",,"Finaled","1","4 STORY TOWNHOUSE","16130",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.124471","-77.166095",,"POINT (-77.166095 39.124471)"
"USE & OCCUPANCY PERMIT","378187","OCCUPY","2020-11-09T01:11:18.000","2021-11-23T01:11:06.000","2021-11-23T01:11:07.000",,"Finaled","1","4 STORY TOWNHOUSE","16138",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.124581","-77.166184",,"POINT (-77.166184 39.124581)"
"USE & OCCUPANCY PERMIT","381947","USE","2021-06-09T03:06:29.000","2021-11-22T09:11:20.000","2021-11-22T09:11:21.000",,"Finaled","1","BUS TO REST","12263",,"TECH","RD",,"SILVER SPRING","MD","20904","39.056633","-76.965504",,"POINT (-76.965504 39.056633)"
"USE & OCCUPANCY PERMIT","379555","OCCUPY","2021-02-16T03:02:34.000","2021-11-19T03:11:21.000","2021-11-19T03:11:22.000",,"Finaled","1","4 STORY TOWNHOUSE","16190",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.125364","-77.166855",,"POINT (-77.166855 39.125364)"
"USE & OCCUPANCY PERMIT","375901","OCCUPY","2020-07-07T11:07:52.000","2021-11-19T01:11:15.000","2021-11-19T01:11:16.000",,"Finaled","1","swimming pool 896 sq ft","4900",,"MOORLAND","LN",,"BETHESDA","MD","20814","38.985914","-77.09833",,"POINT (-77.09833 38.985914)"
"USE & OCCUPANCY PERMIT","384373","OCCUPY","2021-11-12T08:11:37.000","2021-11-18T11:11:42.000","2021-11-18T11:11:42.000",,"Finaled","1","MERCANTILE SPACE","7101",,"DEMOCRACY",,,"BETHESDA","MD","20817","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","383208","OCCUPY","2021-08-27T09:08:17.000","2021-11-17T10:11:57.000","2021-11-17T10:11:57.000",,"Finaled","1","Mercantile with Hair Salon; Building Permit 931117","13846",,"GEORGIA","AVE",,"SILVER SPRING","MD","20906","39.081721","-77.078546",,"POINT (-77.078546 39.081721)"
"USE & OCCUPANCY PERMIT","378239","OCCUPY","2020-11-12T03:11:53.000","2021-11-17T08:11:00.000","2021-11-17T08:11:01.000",,"Finaled","1","TOWNHOME","16338",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.126694","-77.167868",,"POINT (-77.167868 39.126694)"
"USE & OCCUPANCY PERMIT","384346","USE","2021-11-10T11:11:33.000","2021-11-17T03:11:59.000","2021-11-17T03:11:59.000",,"Finaled","1",,"8106",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","38.990675","-77.027433",,"POINT (-77.027433 38.990675)"
"USE & OCCUPANCY PERMIT","384386","OCCUPY","2021-11-12T12:11:05.000","2021-11-17T03:11:04.000","2021-11-17T03:11:05.000",,"Finaled","1","Christmas Trees&nbsp;and Firewood Sales TREE LOT- NOV 26- DEC 26","22900",,"WHITES FERRY","RD",,"DICKERSON","MD","20842","0","0",,"POINT (0 0)"
"USE & OCCUPANCY PERMIT","377364","OCCUPY","2020-09-22T10:09:50.000","2021-11-17T02:11:56.000","2021-11-17T02:11:56.000",,"Finaled","1","RESIDENTIAL TOWNHOME","13320",,"GARNKIRK FOREST","DR",,"CLARKSBURG","MD","20871","39.228073","-77.276256",,"POINT (-77.276256 39.228073)"
"USE & OCCUPANCY PERMIT","382470","OCCUPY","2021-07-19T11:07:48.000","2021-11-16T11:11:46.000","2021-11-16T11:11:46.000",,"Finaled","1","BUSINESS","11890",,"HEALING","WAY",,"SILVER SPRING","MD","20904","39.049974","-76.957785","7 TH FLOOR, SOUTH TOWER","POINT (-76.957785 39.049974)"
"USE & OCCUPANCY PERMIT","382469","OCCUPY","2021-07-19T11:07:59.000","2021-11-16T11:11:08.000","2021-11-16T11:11:08.000",,"Finaled","1","BUSINESS","11890",,"HEALING","WAY",,"SILVER SPRING","MD","20904","39.049974","-76.957785","6TH FLOOR, S TOWER","POINT (-76.957785 39.049974)"
"USE & OCCUPANCY PERMIT","379996","OCCUPY","2021-03-09T11:03:14.000","2021-11-16T09:11:59.000","2021-11-16T09:11:00.000",,"Finaled","1","TROPICAL LATINO MARKET-- GROCERY STORE EXPANSION","9108",,"ROTHBURY","DR",,"MONTGOMERY VILLAGE","MD","20886","39.18483","-77.188251",,"POINT (-77.188251 39.18483)"
"USE & OCCUPANCY PERMIT","381720","USE","2021-05-26T02:05:29.000","2021-11-16T08:11:19.000","2021-11-16T08:11:19.000",,"Finaled","1","Building 3000 - Ground floor Southeast Side- Residential","2511",,"GLENALLAN","AVE",,"SILVER SPRING","MD","20906","39.064334","-77.052937",,"POINT (-77.052937 39.064334)"
"USE & OCCUPANCY PERMIT","381719","USE","2021-05-26T02:05:02.000","2021-11-16T07:11:51.000","2021-11-16T07:11:51.000",,"Finaled","1","Building 3000 - Ground floor Southeast Corner- Fitness(apartment common area)","2511",,"GLENALLAN","AVE",,"SILVER SPRING","MD","20906","39.064334","-77.052937",,"POINT (-77.052937 39.064334)"
"USE & OCCUPANCY PERMIT","382263","OCCUPY","2021-06-30T12:06:34.000","2021-11-12T11:11:22.000","2021-11-12T11:11:22.000",,"Finaled","1","FAST CASUAL EATING --- TENANT NAME:&nbsp; SHOUK","5568",,"RANDOLPH","RD",,"ROCKVILLE","MD","20852","39.053102","-77.112288",,"POINT (-77.112288 39.053102)"
"USE & OCCUPANCY PERMIT","378655","OCCUPY","2020-12-16T11:12:02.000","2021-11-12T07:11:59.000","2021-11-12T07:11:59.000",,"Finaled","1","TOWNHOME","11340",,"EMERALD PARK","RD",,"POTOMAC","MD","20854","39.041072","-77.155444",,"POINT (-77.155444 39.041072)"
"USE & OCCUPANCY PERMIT","375252","OCCUPY","2020-06-01T01:06:35.000","2021-11-10T08:11:36.000","2021-11-10T08:11:37.000",,"Finaled","1","BEER &amp; WINE, BAR &amp; KITCHEN","19520",,"WATERS","RD",,"GERMANTOWN","MD","20874","39.175804","-77.273506",,"POINT (-77.273506 39.175804)"
"USE & OCCUPANCY PERMIT","376508","OCCUPY","2020-08-12T10:08:14.000","2021-11-10T08:11:03.000","2021-11-10T08:11:03.000",,"Finaled","1","2 over 2","16214",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124906","-77.167766",,"POINT (-77.167766 39.124906)"
"USE & OCCUPANCY PERMIT","380346","OCCUPY","2021-03-24T03:03:04.000","2021-11-09T10:11:32.000","2021-11-09T10:11:32.000",,"Finaled","1","TOWNHOUSE","713",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.228878","-77.276743",,"POINT (-77.276743 39.228878)"
"USE & OCCUPANCY PERMIT","375938","OCCUPY","2020-07-08T12:07:26.000","2021-11-09T07:11:11.000","2021-11-09T07:11:11.000",,"Finaled","1","Family Day Care up to 12","14731",,"MYER","TER",,"ROCKVILLE","MD","20853","39.097951","-77.100078",,"POINT (-77.100078 39.097951)"
"USE & OCCUPANCY PERMIT","382262","OCCUPY","2021-06-30T11:06:32.000","2021-11-08T07:11:08.000","2021-11-08T07:11:09.000",,"Finaled","1","6TH Floor (640)","909",,"ROSE","AVE",,"ROCKVILLE","MD","20852","39.051342","-77.116326",,"POINT (-77.116326 39.051342)"
"USE & OCCUPANCY PERMIT","380356","OCCUPY","2021-03-25T10:03:33.000","2021-11-05T11:11:46.000","2021-11-05T11:11:46.000",,"Finaled","1",,"705",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.228732","-77.276967",,"POINT (-77.276967 39.228732)"
"USE & OCCUPANCY PERMIT","384084","OCCUPY","2021-10-20T02:10:31.000","2021-11-05T08:11:16.000","2021-11-05T08:11:16.000",,"Finaled","1","NAIL SHOP","819",,"WAYNE","AVE",,"SILVER SPRING","MD","20910","38.996564","-77.024188",,"POINT (-77.024188 38.996564)"
"USE & OCCUPANCY PERMIT","380314","OCCUPY","2021-03-23T12:03:36.000","2021-11-05T08:11:13.000","2021-11-05T08:11:13.000",,"Finaled","1","4 STORY TOWNHOUSE","711",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.22884","-77.276808",,"POINT (-77.276808 39.22884)"
"USE & OCCUPANCY PERMIT","381585","OCCUPY","2021-05-21T12:05:00.000","2021-11-05T08:11:08.000","2021-11-05T08:11:09.000",,"Finaled","1","CONVERT OFFICE TO RESIDENCE&nbsp;&nbsp; C-10","7981",,"EASTERN","AVE",,"SILVER SPRING","MD","20910","38.987995","-77.030148",,"POINT (-77.030148 38.987995)"
"USE & OCCUPANCY PERMIT","382663","OCCUPY","2021-07-28T02:07:28.000","2021-11-05T02:11:48.000","2021-11-05T02:11:48.000",,"Finaled","1","Residential 2 over 2","16210",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.12485","-77.167721",,"POINT (-77.167721 39.12485)"
"USE & OCCUPANCY PERMIT","382670","OCCUPY","2021-07-29T10:07:13.000","2021-11-05T02:11:45.000","2021-11-05T02:11:45.000",,"Finaled","1","2 over 2","16220",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.12491","-77.167922",,"POINT (-77.167922 39.12491)"
"USE & OCCUPANCY PERMIT","379435","OCCUPY","2021-02-09T10:02:30.000","2021-11-04T11:11:08.000","2021-11-04T11:11:08.000",,"Finaled","1",,"905",,"ROSE","AVE",,"ROCKVILLE","MD","20852","39.051255","-77.116153",,"POINT (-77.116153 39.051255)"
"USE & OCCUPANCY PERMIT","379158","OCCUPY","2021-01-25T09:01:19.000","2021-11-04T09:11:45.000","2021-11-04T09:11:45.000",,"Finaled","1","2 over 2","16202",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124737","-77.167632",,"POINT (-77.167632 39.124737)"
"USE & OCCUPANCY PERMIT","376529","OCCUPY","2020-08-12T03:08:53.000","2021-11-04T09:11:05.000","2021-11-04T09:11:05.000",,"Finaled","1","2 OVER 2 CONDO","16206",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124793","-77.167676",,"POINT (-77.167676 39.124793)"
"USE & OCCUPANCY PERMIT","379632","OCCUPY","2021-02-18T02:02:01.000","2021-11-04T08:11:34.000","2021-11-04T08:11:35.000",,"Finaled","1","TOWNHOUSE","16182",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.125271","-77.166775",,"POINT (-77.166775 39.125271)"
"USE & OCCUPANCY PERMIT","379633","OCCUPY","2021-02-18T02:02:04.000","2021-11-04T08:11:03.000","2021-11-04T08:11:03.000",,"Finaled","1","TOWNHOUSE","16178",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.125212","-77.166738",,"POINT (-77.166738 39.125212)"
"USE & OCCUPANCY PERMIT","378652","OCCUPY","2020-12-16T08:12:46.000","2021-11-04T07:11:39.000","2021-11-04T07:11:39.000",,"Finaled","1","&nbsp;4 STORY TOWNHOUSE","11344",,"EMERALD PARK","RD",,"POTOMAC","MD","20854","39.04117","-77.155376",,"POINT (-77.155376 39.04117)"
"USE & OCCUPANCY PERMIT","378653","OCCUPY","2020-12-16T08:12:47.000","2021-11-04T07:11:30.000","2021-11-04T07:11:31.000",,"Finaled","1","4 STORY TOWNHOUSE","11342",,"EMERALD PARK","RD",,"POTOMAC","MD","20854","39.041125","-77.155408",,"POINT (-77.155408 39.041125)"
"USE & OCCUPANCY PERMIT","367452","OCCUPY","2019-02-25T01:02:33.000","2021-11-04T03:11:21.000","2021-11-04T03:11:22.000",,"Finaled","1","4 STORY TOWNHOUSE","15944",,"CHIEFTAIN","AVE",,"ROCKVILLE","MD","20855","39.118536","-77.160872",,"POINT (-77.160872 39.118536)"
"USE & OCCUPANCY PERMIT","376276","OCCUPY","2020-07-28T02:07:03.000","2021-11-04T03:11:03.000","2021-11-04T03:11:03.000",,"Finaled","1","Residential Home","16218",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124964","-77.16781",,"POINT (-77.16781 39.124964)"
"USE & OCCUPANCY PERMIT","378308","OCCUPY","2020-11-16T11:11:39.000","2021-11-04T02:11:39.000","2021-11-04T02:11:39.000",,"Finaled","1",,"16330",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.126518","-77.167732",,"POINT (-77.167732 39.126518)"
"USE & OCCUPANCY PERMIT","379091","USE","2021-01-20T10:01:17.000","2021-11-03T12:11:17.000","2021-11-03T12:11:17.000",,"Finaled","1","Change&nbsp; of use from B to M","9991",,"STEDWICK","RD",,"MONTGOMERY VILLAGE","MD","20886","39.170956","-77.206674",,"POINT (-77.206674 39.170956)"
"USE & OCCUPANCY PERMIT","380324","OCCUPY","2021-03-23T03:03:51.000","2021-11-03T11:11:14.000","2021-11-03T11:11:15.000",,"Finaled","1","4 STORY TOWNHOUSE","709",,"WEALD","WAY",,"CLARKSBURG","MD","20871","39.228805","-77.276864",,"POINT (-77.276864 39.228805)"
"USE & OCCUPANCY PERMIT","376251","OCCUPY","2020-07-27T01:07:39.000","2021-11-03T08:11:31.000","2021-11-03T08:11:31.000",,"Finaled","1",,"16224",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124967","-77.16796",,"POINT (-77.16796 39.124967)"
"USE & OCCUPANCY PERMIT","379096","OCCUPY","2021-01-20T01:01:00.000","2021-11-01T09:11:28.000","2021-11-01T09:11:28.000",,"Finaled","1","2 over 2 unit on lot; lower unit","16216",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124853","-77.167872",,"POINT (-77.167872 39.124853)"
"USE & OCCUPANCY PERMIT","382767","OCCUPY","2021-08-05T09:08:08.000","2021-11-01T03:11:01.000","2021-11-01T03:11:01.000",,"Finaled","1","GYM","8518",,"16TH","ST",,"SILVER SPRING","MD","20910","38.99855","-77.040116",,"POINT (-77.040116 38.99855)"
"USE & OCCUPANCY PERMIT","383926","OCCUPY","2021-10-11T02:10:18.000","2021-10-31T10:10:55.000","2021-10-31T10:10:55.000",,"Finaled","1","RETAIL","26125",,"RIDGE","RD",,"DAMASCUS","MD","20872","39.286314","-77.207233",,"POINT (-77.207233 39.286314)"
"USE & OCCUPANCY PERMIT","374153","USE","2020-03-18T10:03:31.000","2021-10-29T10:10:33.000","2021-10-29T10:10:33.000",,"Finaled","1",,"5126",,"RANDOLPH","RD",,"ROCKVILLE","MD","20852","39.053456","-77.10221",,"POINT (-77.10221 39.053456)"
"USE & OCCUPANCY PERMIT","379627","OCCUPY","2021-02-18T12:02:47.000","2021-10-29T08:10:57.000","2021-10-29T08:10:58.000",,"Finaled","1",,"16194",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.125422","-77.166899",,"POINT (-77.166899 39.125422)"
"USE & OCCUPANCY PERMIT","370217","USE","2019-07-12T10:07:05.000","2021-10-29T08:10:34.000","2021-10-29T08:10:34.000",,"Finaled","1","ROOFTOP STORAGE - SEPARATE U&amp;O FOR TERRACE ON 370216","8001",,"WOODMONT","AVE",,"BETHESDA","MD","20814","38.989899","-77.096085",,"POINT (-77.096085 38.989899)"
"USE & OCCUPANCY PERMIT","370216","USE","2019-07-12T10:07:04.000","2021-10-29T08:10:21.000","2021-10-29T08:10:22.000",,"Finaled","1","ROOFTOP&nbsp; TERRACE AND RESTROOMS","8001",,"WOODMONT","AVE",,"BETHESDA","MD","20814","38.989899","-77.096085",,"POINT (-77.096085 38.989899)"
"USE & OCCUPANCY PERMIT","379573","OCCUPY","2021-02-16T04:02:56.000","2021-10-29T08:10:13.000","2021-10-29T08:10:13.000",,"Finaled","1","TOWNHOME","16186",,"COLUMBUS","AVE",,"ROCKVILLE","MD","20855","39.125316","-77.166818",,"POINT (-77.166818 39.125316)"
"USE & OCCUPANCY PERMIT","383323","OCCUPY","2021-09-01T11:09:14.000","2021-10-29T02:10:41.000","2021-10-29T02:10:42.000",,"Finaled","1","NEW CONSTRUCTION HOTEL","7750",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.98752","-77.095174",,"POINT (-77.095174 38.98752)"
"USE & OCCUPANCY PERMIT","378651","OCCUPY","2020-12-16T08:12:45.000","2021-10-28T08:10:35.000","2021-10-28T08:10:36.000",,"Finaled","1","4 STORY TOWNHOUSE","11350",,"EMERALD PARK","RD",,"POTOMAC","MD","20854","39.041231","-77.155334",,"POINT (-77.155334 39.041231)"
"USE & OCCUPANCY PERMIT","376492","OCCUPY","2020-08-11T11:08:25.000","2021-10-28T07:10:54.000","2021-10-28T07:10:55.000",,"Finaled","1",,"16208",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.12474","-77.167783",,"POINT (-77.167783 39.12474)"
"USE & OCCUPANCY PERMIT","379082","OCCUPY","2021-01-19T04:01:21.000","2021-10-28T07:10:44.000","2021-10-28T07:10:44.000",,"Finaled","1",,"16204",,"CONNORS","WAY",,"ROCKVILLE","MD","20855","39.124684","-77.167736",,"POINT (-77.167736 39.124684)"
