"fire_station","fire_station_number","nature_of_911_call","monthly_total","year","month","month_num","station_address"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","6","2019","AUGUST","8","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","6","2018","JULY","7","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","2","2018","JUNE","6","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","3","2018","APRIL","4","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown Volunteer Fire Department (Station 29)","29","OVERDOSE","9","2018","MAY","5","20001 Crystal Rock Dr Germantown, MD 20874"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","9","2019","MARCH","3","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","5","2019","MAY","5","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","1","2018","MARCH","3","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","2","2019","DECEMBER","12","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","2","2019","JANUARY","1","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","4","2019","SEPTEMBER","9","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","5","2019","AUGUST","8","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","4","2017","DECEMBER","12","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","8","2019","FEBRUARY","2","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","5","2018","DECEMBER","12","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","4","2018","MAY","5","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","6","2018","APRIL","4","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","3","2018","JULY","7","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","3","2018","JANUARY","1","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","4","2018","OCTOBER","10","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","1","2017","SEPTEMBER","9","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","3","2019","NOVEMBER","11","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","2","2018","SEPTEMBER","9","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","6","2017","NOVEMBER","11","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","2","2018","NOVEMBER","11","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","1","2018","AUGUST","8","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","1","2019","APRIL","4","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","3","2019","OCTOBER","10","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","5","2018","FEBRUARY","2","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","6","2019","JUNE","6","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","6","2017","OCTOBER","10","20633 Boland Farm Road Germantown, MD 20876"
"Germantown-Milestone Fire Department (Station 34)","34","OVERDOSE","4","2019","JULY","7","20633 Boland Farm Road Germantown, MD 20876"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2018","OCTOBER","10","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","JULY","7","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","3","2017","NOVEMBER","11","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","DECEMBER","12","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2019","NOVEMBER","11","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2018","MAY","5","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2019","SEPTEMBER","9","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","MARCH","3","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2019","JANUARY","1","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2018","APRIL","4","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","AUGUST","8","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2018","JANUARY","1","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","FEBRUARY","2","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2017","DECEMBER","12","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","1","2019","MAY","5","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2019","OCTOBER","10","21400 Laytonsville Rd Laytonsville, MD 20879"
"Laytonsville District Volunteer Fire Department (Station 17)","17","OVERDOSE","2","2018","NOVEMBER","11","21400 Laytonsville Rd Laytonsville, MD 20879"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","4","2018","NOVEMBER","11","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2018","JUNE","6","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","2","2019","MARCH","3","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","3","2018","JULY","7","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","3","2018","MAY","5","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","5","2019","FEBRUARY","2","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2017","OCTOBER","10","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2018","AUGUST","8","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","4","2018","JANUARY","1","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","2","2019","JULY","7","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2019","SEPTEMBER","9","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","3","2019","JUNE","6","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","3","2017","DECEMBER","12","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","2","2018","SEPTEMBER","9","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","3","2018","OCTOBER","10","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","2","2018","DECEMBER","12","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2019","APRIL","4","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2019","NOVEMBER","11","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","2","2019","DECEMBER","12","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Clarksburg Fire Department (Station 35)","35","OVERDOSE","1","2019","JANUARY","1","22610 Gateway Center Dr, Suite 400 Clarksburg, MD 20871"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2019","DECEMBER","12","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","3","2018","AUGUST","8","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2019","FEBRUARY","2","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2018","NOVEMBER","11","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2018","FEBRUARY","2","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2018","JUNE","6","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2018","APRIL","4","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","3","2017","NOVEMBER","11","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2019","SEPTEMBER","9","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2018","DECEMBER","12","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","4","2019","JULY","7","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","3","2019","MARCH","3","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","5","2017","OCTOBER","10","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2019","APRIL","4","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2018","JANUARY","1","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2019","OCTOBER","10","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","4","2017","DECEMBER","12","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2018","OCTOBER","10","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","3","2019","JUNE","6","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","4","2019","AUGUST","8","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2018","SEPTEMBER","9","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","4","2019","JANUARY","1","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","2","2018","JULY","7","26334 Ridge Rd Damascus, MD 20872"
"Damascus Volunteer Fire Department (Station 13)","13","OVERDOSE","1","2019","NOVEMBER","11","26334 Ridge Rd Damascus, MD 20872"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","9","2019","NOVEMBER","11","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","4","2019","FEBRUARY","2","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","5","2018","JULY","7","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2019","JULY","7","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","2","2018","OCTOBER","10","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","4","2018","SEPTEMBER","9","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2018","NOVEMBER","11","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","9","2017","OCTOBER","10","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","8","2017","NOVEMBER","11","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","7","2018","APRIL","4","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","14","2019","AUGUST","8","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2019","SEPTEMBER","9","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","7","2019","MAY","5","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2018","MARCH","3","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","10","2017","DECEMBER","12","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2019","APRIL","4","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","7","2019","JANUARY","1","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","9","2019","JUNE","6","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","7","2018","AUGUST","8","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","9","2018","DECEMBER","12","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","6","2018","FEBRUARY","2","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","13","2019","DECEMBER","12","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","7","2018","JUNE","6","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","10","2018","MAY","5","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","10","2019","OCTOBER","10","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","8","2019","MARCH","3","380 Hungerford Dr Rockville, MD 20850"
"Rockville Volunteer Fire Department (Station 3)","03","OVERDOSE","4","2018","JANUARY","1","380 Hungerford Dr Rockville, MD 20850"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","OCTOBER","10","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","MAY","5","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","JANUARY","1","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","2","2019","APRIL","4","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2017","DECEMBER","12","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","JULY","7","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","SEPTEMBER","9","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","2","2019","JULY","7","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","MARCH","3","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","OCTOBER","10","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2017","OCTOBER","10","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","MAY","5","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","3","2019","MARCH","3","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","AUGUST","8","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","FEBRUARY","2","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2019","NOVEMBER","11","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","1","2018","JUNE","6","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","2","2018","DECEMBER","12","5920 Massachusetts Ave Bethesda, MD 20816"
"Glen Echo Volunteer Fire Department (Station 11)","11","OVERDOSE","2","2018","AUGUST","8","5920 Massachusetts Ave Bethesda, MD 20816"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","6","2019","SEPTEMBER","9","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","4","2018","OCTOBER","10","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","3","2018","NOVEMBER","11","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2018","DECEMBER","12","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","1","2019","MARCH","3","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2017","OCTOBER","10","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","1","2017","NOVEMBER","11","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","3","2019","APRIL","4","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","4","2017","DECEMBER","12","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2018","JANUARY","1","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2019","MAY","5","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2019","JUNE","6","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","6","2018","FEBRUARY","2","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","4","2019","JULY","7","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","4","2018","MARCH","3","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","9","2019","AUGUST","8","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","1","2018","APRIL","4","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","6","2018","MAY","5","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","3","2018","JUNE","6","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","4","2018","JULY","7","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2018","AUGUST","8","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","1","2018","SEPTEMBER","9","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","6","2019","OCTOBER","10","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","2","2019","NOVEMBER","11","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 6)","06","OVERDOSE","3","2019","DECEMBER","12","6600 Wisconsin Ave Bethesda, MD 20815"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2018","SEPTEMBER","9","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2019","APRIL","4","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","5","2019","SEPTEMBER","9","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","3","2017","DECEMBER","12","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2019","AUGUST","8","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","4","2018","JUNE","6","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2018","NOVEMBER","11","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2018","MAY","5","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2018","MARCH","3","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","4","2018","DECEMBER","12","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2019","JANUARY","1","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2019","JULY","7","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","3","2018","JULY","7","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2019","NOVEMBER","11","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2018","FEBRUARY","2","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","3","2018","AUGUST","8","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2019","FEBRUARY","2","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2019","MARCH","3","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","4","2019","JUNE","6","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2019","MAY","5","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","4","2019","OCTOBER","10","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2017","OCTOBER","10","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","1","2017","NOVEMBER","11","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","4","2019","DECEMBER","12","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2018","JANUARY","1","6700 Democracy Blvd Bethesda, MD 20814"
"Bethesda Fire Department (Station 26)","26","OVERDOSE","2","2018","OCTOBER","10","6700 Democracy Blvd Bethesda, MD 20814"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2019","MARCH","3","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","6","2019","NOVEMBER","11","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2018","FEBRUARY","2","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2018","OCTOBER","10","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2017","NOVEMBER","11","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","1","2018","SEPTEMBER","9","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2019","JUNE","6","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2019","FEBRUARY","2","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","3","2019","MAY","5","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","8","2019","OCTOBER","10","7201 Carroll Ave Takoma Park, MD 20912"
"Takoma Park Volunteer Fire Department (Station 2)","02","OVERDOSE","2","2018","AUGUST","8","7201 Carroll Ave Takoma Park, MD 20912"
