"publication_year","department","dataset_name","description","status","priority","url","score1","score2","score3","score4","score5","score6","score7","score8","score9","score10","score11","score12","total","published_somewhere_already","source_it_system","server_resides_in_county_network","date_range_of_data","data_update_frequency","estimated_annual_of_records","ease_of_publishing","attach_sample_data","frequency_of_data_being_used_consumed","accuracy_of_data","can_the_published_dataset_replace_an_existing_system_or_process","business_contact_name","business_phone","add_remove_rename","original_dataset_name"
"FY24 & Beyond","Legislative Branch","County Council Operating and Capital Budget Supplemental and Special Appropriations","Supplemental and Special Appropriations to Operating and Capital Budget Approved by Council Resolution",,"P2",,"10","2","10","10","5","0","10","10","5","10","0","5","77","No","MS Excel","Yes","Annual","Weekly","25","Medium","C:\\Users\\PARSOM02\\Desktop\\FY15 Reserve Tracking.xls","Monthly","High","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Merit System Protection Board Annual Reports","Merit System Protection Board Annual Reports",,"P3",,"10","2","5","5","5","0","10","5","5","10","0","5","62","Yes","CMS","Yes","2001-2013","Annually","12","High","C:\\Users\\PARSOM02\\Desktop\\Sample MSPB AnnualReportFY13Final.pdf","Annually","High","Yes","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Council Code","The Charter defines the duties,  power,  rules,  procedures,  structure of local county government,  and the rights of voters/citizens.  The dataset is the index of code.","Currently Unpublishable","P1",,"10","2","10","3","10","0","10","10","5","10","5","5","80","Yes","American Legal Publishing","No","n/a","Weekly","11","Low","http://www.amlegal.com/library/md/montgomeryco.shtml","Daily","High","No/ Unpublishable Format","rules","240-777-7878","REMOVE",
"FY24 & Beyond","Legislative Branch","Montgomery County Council Committee Agendas","Council Committee Agendas",,"P2",,"10","2","10","10","5","0","10","10","5","10","0","5","77","Yes","Granicus and CMS","Yes","2010-2015","Daily","75","High","C:\\Users\\PARSOM02\\Desktop\\Sample Council Committee Agenda.url","Daily","High","Yes","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Council Contact Information","Includes Councilmember and County Council Staff address; email; telephone; fax; web; Committee Assignment and party",,"P2",,"10","2","5","10","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","current fiscal year","Weekly","25","High","C:\\Users\\PARSOM02\\Desktop\\sample contact.txt","Monthly","High","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Council Packets/Memos for Council and Committee","Council Packet/Memos",,"P2",,"10","2","10","10","5","0","10","10","5","10","0","5","77",,"CMS and Granicus","Yes","2005-2015","Daily","2000","Low","C:\\Users\\PARSOM02\\Downloads\\20060117_10.pdf","Daily","High","Yes","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Council Public Testimony","Public Testimony is an effective way to help legislators understand how an issue,  policy or situation affects people across the state,  presents difficulties or addresses needs. Public testimony also gives you the opportunity to show your support for what is being considered by the legislature.  This dataset contains written public testimony received to the Council.",,"P2",,"10","2","5","10","5","0","10","10","5","10","5","5","77","No","N/A","N/A","Checking","Weekly",,"Medum","Attach Sample","Weekly","Low","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Office of the Inspector General Annual Reports","Montgomery County Office of the Inspector General Annual Reports",,"P2",,"10","2","10","10","5","0","10","5","5","10","0","5","72","Yes","CMS","Yes","2005 to present","Annually","1","High","C:\\Users\\PARSOM02\\Desktop\\sample IG annual report.txt","Annually","High","Yes","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Office of the Inspector General Reports","Montgomery County Office of the Inspector General Reports",,"P2",,"10","2","10","10","5","0","10","5","5","10","0","5","72","Yes","CMS","Yes","2006 to present","Weekly","15","Medium","C:\\Users\\PARSOM02\\Desktop\\Sample IG Reports.txt","Weekly","High","Yes","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Montgomery County Zoning Ordinance","A Zoning Ordinance is a lengthy document that describes not only the acceptable use for specified areas of land,  but also the procedures for handling infractions (including any penalties),  granting variances and hearing appeals.","Currently Unpublishable","P2",,"10","2","5","10","5","0","10","10","5","10","5","5","77","Yes","American Legal Publishing","No","n/a","Monthly","5","Low","C:\\Users\\PARSOM02\\Desktop\\Sample Zoning Ordinance.docx","Daily","High","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Office of the Inspector General - Manual for Audits and Investigations","Office of the Inspector General - Manual for Audits and Investigations",,"P3",,"10","8","5","10","5","5","10","5","5","10","0","5","69","Yes","Yes","Yes","N/A","Quarterly","1","Low","C:\\Users\\PARSOM02\\Desktop\\audit_manual_june_2013.pdf","Quarterly","High","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Office of the Inspector General - Office Policy Manual","Office of the Inspector General - Office Policy Manual",,"P3",,"10","2","7","5","5","0","10","5","5","10","0","5","64","Yes","CMS","Yes","N/A","Quarterly","1","High","C:\\Users\\PARSOM02\\Desktop\\audit_manual_june_2013.pdf","Quarterly","High","No","Michelle Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Office of Zoning and Hearing Administration Zoning Cases and Reports","Office of Zoning and Hearing Administration Zoning Cases and Reports",,"P2",,"10","2","7","5","5","0","10","10","5","10","5","5","74","Yes","CMS","Yes","2007-present","Weekly","3","High","C:\\Users\\PARSOM02\\Desktop\\Sample ZAH Reports.txt","Monthly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","OLO Reports","OLO Reports",,"P3",,"10","2","10","5","5","0","10","5","5","10","0","5","67","Yes","CMS","Yes","2001-present","Monthly","10","High","C:\\Users\\PARSOM02\\Desktop\\Sample OLO Report.pdf","Monthly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Applications and Hearing Notices","Z &OH Applications and Hearing Notices",,"P2",,"10","2","5","3","5","0","10","10","5","10","5","5","70","Yes","CMS","Yes","2014 - present","Weekly","36","High","C:\\Users\\PARSOM02\\Desktop\\Sample ZAH App","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Hearing Examiner Reports for Special Exception and Condition Use Cases and Reports","Z &OH Hearing Examiner Reports for Special Exception and Condition Use Cases and Reports",,"P2",,"10","2","10","7","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","2006 - present","Weekly","20","High","C:\\Users\\PARSOM02\\Desktop\\Sample Sp Ex Reports.pdf","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Other Cases referred by Agencies of the County Decisions","Z &OH Other Cases referred by Agencies of the County  Decisions",,"P2",,"10","2","10","5","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","2014- present","Weekly","10","High","C:\\Users\\PARSOM02\\Desktop\\Sample ZAH Other Case Decisions.pdf","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Other Cases referred by Agencies of the County Transcripts","Z &OH Other Cases referred by Agencies of the County Transcripts",,"P2",,"10","2","10","5","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","2014 - present","Daily","70","High","C:\\Users\\PARSOM02\\Desktop\\Sample Other Cases Transcripts.pdf","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Special Exception and Condition Use Cases Transcripts","Z &OH Special Exception and Condition Use Cases Transcripts",,"P2",,"10","2","10","5","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","2013 - present","Weekly","30","High","C:\\Users\\PARSOM02\\Desktop\\Sample Special Exception and Condition Use Cases   Transcripts DP-9027 MUS.pdf","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Zoning Case Transcripts","Z &OH Zoning Case Transcripts",,"P2",,"10","2","10","5","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","1 year","Weekly","20","High","C:\\Users\\PARSOM02\\Desktop\\Sample ZAH Case Transcript.pdf","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY24 & Beyond","Legislative Branch","Z &OH Zoning Council Actions","Z &OH Zoning Council Actions",,"P2",,"10","2","10","5","5","0","10","10","5","10","5","5","77","Yes","CMS","Yes","2013 - present","Weekly","5","High","C:\\Users\\PARSOM02\\Desktop\\Sample ZAH Council Actions.txt","Weekly","High","Yes","Michell Parsons","240-777-7878","ADD",
"FY14","Management & Budget","Approved Budget (Operating and Capital)","Budget Data (Approved)","Published",,"https://data.montgomerycountymd.gov/Government/OMB-Approved-and-Recommended-Capital-Funding/fwrg-tgsj",,,,,,,,,,,,,,"No","Hyperion","Yes","FY15","Annually","30000",,,"Annually",,,"Scott Coble","240-205-9913",,
"FY14","Management & Budget","Fiscal Year 2013 Approved Budget- Internal Service Funds","Internal Service Fund line-item budget data included in the approved operating budget for FY2013. Internal Service Funds (ISF) are proprietary funds used to record activity (primarily goods and services) provided by one department to other departments of the County government on a cost-reimbursable basis.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2013-Budget-Internal-Service-Funds/qgb4-jpr6",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2013 Approved Operating Budget","This dataset includes the Fiscal Year* 2015 County Executive Recommended operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency,  such as Montgomery County Public Schools,  maintain their individual budget information. The data can be sorted,  filtered,  and exported by the following elements:","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2013-Budget/r89j-py2p",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2013 Budget","This dataset includes the Fiscal Year* 2013 Council-approved operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency,  such as Montgomery County Public Schools,  maintain their individual budget information.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2013-Budget/r89j-py2p",,,,,,,,,,,,,,,,,,"Annually",,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2014 Approved Budget- Internal Service Funds","This dataset includes the Internal Service Fund data included in the annual operating budget. Internal Service Funds (ISF) are proprietary funds used to record activity (primarily goods and services) provided by one department to other departments of the County government on a cost-reimbursable basis.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2013-Budget/r89j-py2p",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2014 Approved Operating Budget","This dataset includes the Fiscal Year* 2014 Council-approved operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency,  such as Montgomery County Public Schools,  maintain their individual budget information.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2014-Budget/85n2-q296",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2014 Budget","This dataset includes the Fiscal Year* 2014 Council-approved operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency,  such as Montgomery County Public Schools,  maintain their individual budget information.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2014-Budget/85n2-q296",,,,,,,,,,,,,,,,,,"Annually",,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2015 County Executive Recommended Operating Budget","This dataset includes the Fiscal Year* 2015 County Executive Recommended operating budget for Montgomery County. The dataset does not include revenues and agency budget information; each agency,  such as Montgomery County Public Schools,  maintain their individual budget information. The data can be sorted,  filtered,  and exported by the following elements:","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2015-County-Executive-Recommended-Oper/y7rf-xz8k",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","Fiscal Year 2015 County Executive Recommended Operating Budget   Internal Service Funds","Internal Service Fund line-item budget data included in the approved operating budget for FY2013. Internal Service Funds (ISF) are proprietary funds used to record activity (primarily goods and services) provided by one department to other departments of the County government on a cost-reimbursable basis.","Published",,"https://data.montgomerycountymd.gov/Finance-Tax-Property/Fiscal-Year-2015-County-Executive-Recommended-Oper/8k6u-yedq",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY14","Management & Budget","FY13 Budget - Internal Service Funds","This dataset includes the Internal Service Fund data included in the annual operating budget. Internal Service Funds (ISF) are proprietary funds used to record activity (primarily goods and services) provided by one department to other departments of the County government on a cost-reimbursable basis.","Published",,"https://data.montgomerycountymd.gov/Government/Fiscal-Year-2013-Budget-Internal-Service-Funds/qgb4-jpr6",,,,,,,,,,,,,,,,,,"Annually",,,,"Annually",,,,,,
"FY14","Management & Budget","FY14 Budget-Internal Service Funds","This dataset includes the Internal Service Fund data included in the annual operating budget. Internal Service Funds (ISF) are proprietary funds used to record activity (primarily goods and services) provided by one department to other departments of the County government on a cost-reimbursable basis.","Published",,"https://data.montgomerycountymd.gov/Government/FY14-Budget-Internal-Service-Funds/5s38-iaa6",,,,,,,,,,,,,,,,,,"Annually",,,,"Annually",,,,,,
"FY14","Management & Budget","Recommended Budget (Capital + Operating)","Budget Data for both PSP and CIP","Published",,"https://data.montgomerycountymd.gov/Government/OMB-Approved-and-Recommended-Capital-Funding/fwrg-tgsj",,,,,,,,,,,,,,"No","Hyperion","Yes","FY15","Annually","30000",,,"Annually",,,"Scott Coble","240-205-9913",,
"FY15","Management & Budget","CIP Budget","CIP Budget","Published","P1","https://data.montgomerycountymd.gov/Government/OMB-Approved-and-Recommended-Capital-Funding/fwrg-tgsj/data","10","6","10","8","5","5","10","10","5","10","10","5","94",,,,,,,,,,,,"Blaise DeFazio",,,
"FY17","Management & Budget","Fiscal Revenues","Details all revenue by agency,  fund type,  and fund. The revenue schedules include data for the following County agencies: MCG,  Debt Service,  MCPS,  Montgomery College,  and M-NCPPC. Not included are: WSSC,  HOC,  and the Montgomery County Revenue Authority.","Published","P1","https://data.montgomerycountymd.gov/Finance-Tax-Property/Approved-Fiscal-Revenues/9qa6-3ucq","10","8","10","5","5","0","10","10","5","10","5","5","83",,,,,,,,,,,,,,"ADD",
"FY18","Management & Budget","Grant data","Grants Database","Published","P2","https://data.montgomerycountymd.gov/Finance-Tax-Property/Grants/47ut-fa4t","9","2","10","1","5","0","10","10","5","10","10","5","77","No","Access / SQL Server","Yes","2007-",,,,,,,,"Scott Coble","240-205-9913",,
"FY24 & Beyond","Management & Budget","Internal Department Content Management System","OMB Internal Content Management System","Currently Unpublishable","P5",,"7","6","5","5","5","5","0","0","5","0","0","5","43","No","WordPress  / MySQL","Yes","7/1/2014 --- current",,"8000",,,,,,"Scott Coble","240-205-9913",,
"FY14","Permitting Services","Commercial Permits","Data for all Commercial Building Permits issued since 2000,  including status and work performed.","Published",,"https://data.montgomerycountymd.gov/Licenses-Permits/Special-Protection-Area-Review-Data/p4x2-jhaf",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY14","Permitting Services","Demolition Permits","Demolition Permits","Published",,"https://data.montgomerycountymd.gov/Licenses-Permits/Demolition-Permits/b6ht-fw3x",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY14","Permitting Services","Electrical Building Permits","Data for all Electrical Permit applications,  including status and work performed.","Published",,"https://data.montgomerycountymd.gov/Licenses-Permits/Electrical-Building-Permits/qxie-8qnp",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY14","Permitting Services","Mechanical Permits","Data for all Mechanical Permit applications,  including status and work performed","Published",,"https://data.montgomerycountymd.gov/Licenses-Permits/Mechanical-Permits/ih88-a6aa",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY14","Permitting Services","Public Right of Way Permits","Data for all Public Right of Way Permit applications,  including status and work performed.","Published",,"https://data.montgomerycountymd.gov/Licenses-Permits/Public-Right-Of-Way-Permits/2b9e-mbxk",,,,,,,,,,,,,,,,,,,,,,"Daily",,,,,,
"FY15","Permitting Services","Agency Service Requests","Complaints submitted to DPS for investigation and possible enforcement","Published","P1","https://data.montgomerycountymd.gov/Community-Recreation/Agency-Service-Requests/5diu-yj9e","9","6","10","10","5","0","10","10","5","10","5","5","85","Yes","DPS Permit System","Yes","2000 to present","Other",,,,"Daily",,,"Tom Laycock","240-777-6365",,
"FY15","Permitting Services","Commercial Fast Track Permits","Commercial alteration permits issued through DPS Fast Track process","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Fast-Track-Permits/drdm-p89i","10","10","10","10","5","0","5","10","5","10","10","5","90","No","DPS Permit System","Yes","2000 to present","Other",,,,"Daily",,,"Tom Laycock","240-777-6365",,
"FY15","Permitting Services","Electrical Business Licenses","Data for all Electrical Business License Permit applications.","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Electrical-Business-Licenses/ydri-y5u9","8","6","5","5","5","0","0","10","5","0","10","5","59",,"Hansen System","Yes",,"Daily",,,,"Daily",,,,,,
"FY15","Permitting Services","Inspections","Inspections performed for issued permits.","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Permit-Inspections/hyxh-ndxj","10","10","10","10","5","0","10","10","5","10","5","5","90","Yes","DPS Permit System","Yes","2000 to present","Other","140000",,,,,,"Tom Laycock","240-777-6365",,
"FY15","Permitting Services","Plan reviews","Plan reviews completed by permit","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Plan-Review/s8xg-6upf","10","10","10","10","5","0","5","10","5","10","5","5","85","Yes","DPS Permit System","Yes","2000 to present","Other","125000",,,"Daily",,,"Tom Laycock","240-777-6365",,
"FY15","Permitting Services","Residential Permit","Data for all Residential Building Permits issued since 2000,  including status and work performed.","Published","P5","https://data.montgomerycountymd.gov/Licenses-Permits/Residential-Permit/m88u-pqki","9","8","5","5","0","0","0","5","5","0","0","0","37",,"Hansen System","Yes",,"Daily",,,,"Daily",,,,,,
"FY15","Permitting Services","Special Protection Area","A Special Protection Area (SPA) is a geographic area designated by the County Council which has high quality or unusually sensitive water resources and environmental features that would be threatened by proposed land development if special water quality protection measures were not applied.  This dataset tracks reviews for development in all SPAs","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Special-Protection-Area-Review-Data/p4x2-jhaf","10","8","10","8","5","0","10","10","5","10","10","5","91","No","DPS Permit System","Yes","2000 to present","Other",,,,"Daily",,,"Tom Laycock","240-777-6365",,
"FY15","Permitting Services","Stormwater Concept","A stormwater management concept is a statement or drawing,  or both,  describing the manner in which stormwater runoff from a proposed development will be controlled to minimize damage to neighboring properties and receiving streams and to also prevent the discharge of pollutants into surface waters.","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Stormwater-Management-Concept-Information/c8y6-egwk","10","6","10","10","5","0","5","10","5","10","10","5","86","No","DPS Permit System","Yes","2000 to present","Other",,,,"Daily",,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Agricultural Producers Certificates","Licensed Agricultural Producers","Published","P2","https://data.montgomerycountymd.gov/Licenses-Permits/Agricultural-Producer-Certificates/q9df-sa9r","8","6","5","10","5","0","5","10","5","5","10","5","74","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Floodplain study","A floodplain study is performed to establish the 100-year floodplain limits within or near a development in order to preserve the natural resources within the 100-year floodplain,  to protect property and persons,  and to apply a unified,  comprehensive approach to floodplain management.","Published","P2","https://data.montgomerycountymd.gov/Government/dataMontgomery-Master-Publishing-Plan/5an5-4nhq/data","9","4","10","10","5","0","5","10","5","5","10","5","78","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Gaithersburg Commercial Building Impact Taxes","Impact taxes for commercial permits in Gaithersburg","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Gaithersburg/uwvj-gxqd","8","2","10","10","5","0","10","10","5","10","5","5","80","No","DPS Permit System","Yes","2002 to present","Daily","374",,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Gaithersburg Residential Building Impact Taxes","Impact taxes for residential permits in Gaithersburg","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Residential-Impact-Tax-for-Gaithersburg/qfzq-8jxi","8","2","10","10","5","0","10","10","5","10","5","5","80","No","DPS Permit System","Yes","2002 to present","Daily","932",,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Home Occupation Certificates","Certificates issued for the operation of a business in a residence","Published","P2","https://data.montgomerycountymd.gov/Licenses-Permits/Home-Occupation-Certificates/sryj-zivk","9","6","5","1","5","0","10","10","5","10","10","5","76","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Rockville Commercial Building Impact Taxes","Impact taxes for commercial permits in Rockville","Published","P2","https://data.montgomerycountymd.gov/Licenses-Permits/Commercial-Impact-Tax-for-Rockville/r5vz-knwn","8","2","10","8","5","0","10","10","5","10","5","5","78","No","DPS Permit System","Yes","2002 to present","Daily","155",,,,,,"Tom Laycock","240-777-6365",,
"FY16","Permitting Services","Rockville Residential Building Impact Taxes","Impact taxes for residential permits in Rockville","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Residential-Impact-Tax-for-Rockville/3q4c-igb4","8","2","10","10","5","0","10","10","5","10","5","5","80","No","DPS Permit System","Yes","2002 to present","Daily","635",,,,,,"Tom Laycock","240-777-6365",,
"FY17","Permitting Services","Development Standards Variance","Prior to requesting a variance at the Board of Appeals,  a ""denied building permit"" is required.  This dataset contains those records.  Information on the variance is not contained in this dataset and is held at the Board of Appeals.","Published","P2","https://data.montgomerycountymd.gov/Licenses-Permits/Development-Standard-Variance/ba7y-a7iy/data","9","8","5","5","5","0","10","10","5","10","0","5","72","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY17","Permitting Services","Door to Door Vendors License","Licenses for vendors selling goods door to door","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Door-To-Door-Vendor-s-License/99mh-igdc/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY17","Permitting Services","Floodplain District Permits","Permits issued to control floodplain development","Published","P2","https://data.montgomerycountymd.gov/Licenses-Permits/Floodplain-District-Permit/sgci-afes/data","56","8","6","10","5","0","5","10","5","5","5","5","74","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY17","Permitting Services","Regular Route Vendors License","Licenses for vendors selling goods on a regular route","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Regular-Route-Vendor-s-License/hdw5-8g8d/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present",,,,,,,,"Tom Laycock","240-777-6365",,
"FY17","Permitting Services","Site Specific Vendors License","Licenses for vendors selling goods at a specific site","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Site-Specific-Vendor-s-License/wevq-nzst/data","8","6","5","5","5","0","0","10","5","0","10","5","59","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Bed & Breakfast Lodging Certificates","Licensed Bed and Breakfast Businesses","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Bed-Breakfast-Lodging-Certificates/65hb-vjny/data","8","6","10","10","5","0","0","10","5","0","10","5","69","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Electrical Apprentice Licenses","Licenses issued to apprentice electricians","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Electrical-Apprentice-License/8r6t-7kf7/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Journeyman Electrician Licenses","Licenses issued to journeymen electricians","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Journeyman-Electrician-License/vajy-hwge/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Limited Electrical Business Licenses","Licenses issued to electrical businesses that are restricted to a specific type of electrical work (e.g.,  signs,  telephones,  heating/air conditioning) or to electrical work performed in a specific location (e.g.,  on-site maintenance for apartment buildings)","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Electrical-Business-License/rmjr-4zb9/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Limited Master Electricians Licenses","Licenses issued to Master Electricians that are restricted to specific types of electrical work (e.g.,  heat/air conditioning,  signs,  or telephones) or specific locations (e.g.,  apartment buildings)","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Limited-Master-Electrician-License/f637-ajic/data","8","6","5","5","5","0","0","10","5","0","10","5","59","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY18","Permitting Services","Master Electrician Licenses","Licenses issued to Master Electricians who may perform any type of electrical work throughout the County","Published","P3","https://data.montgomerycountymd.gov/Licenses-Permits/Master-Electrician-License/v8mn-6i2r/data","8","6","5","10","5","0","0","10","5","0","10","5","64","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY19","Permitting Services","Benefit Performance Licenses","Licenses issued for conducting benefit performances","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Benefit-Performance-Licenses/xdfu-7wss/data","8","6","10","1","5","0","0","5","5","0","5","5","50","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY19","Permitting Services","Construction Activity - Commercial","Commerical permit for construction activity","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-Commercial-Permits/7ate-xrxm","10","10","10","10","5","0","5","10","5","10","10","5","90",,,,,,,,,,,,,,,
"FY19","Permitting Services","Construction Activity - Demolition","Demolition permit for contruction activity","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-C/ha72-8evs","10","10","10","10","5","0","5","10","5","10","10","5","90",,,,,,,,,,,,,,,
"FY19","Permitting Services","Construction Activity - Public Right-of-Way","Right of way permit for construction activity","Published","P1","https://data.montgomerycountymd.gov/Licenses-Permits/Construction-Activities-of-open-Issued-not-final-P/ktqv-9vft","10","10","10","10","5","0","5","10","5","10","10","5","90",,,,,,,,,,,,,,,
"FY19","Permitting Services","County Well Permits","Permits issued for potable wells","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/County-Well-Permits/vddw-tec2","9","6","5","5","5","0","0","5","5","0","5","5","50","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY19","Permitting Services","Fire Alarm Permits","Permits issued for the installation of fire alarm systems","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Fire-Alarm-Permits/6m7h-b5eg/data","10","6","5","10","5","0","5","5","5","0","0","5","56","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
"FY19","Permitting Services","Fire Protection Systems","Permits issued for the installation of fire protection systems","Published","P4","https://data.montgomerycountymd.gov/Licenses-Permits/Fire-Protection-Systems-Permits/87fk-79fk/data","10","6","5","10","5","0","5","5","5","0","0","5","56","No","DPS Permit System","Yes","2000 to present","Other",,,,,,,"Tom Laycock","240-777-6365",,
