"applicationtype","permitno","worktype","usecode","addeddate","issueddate","status","buildingarea","declaredvaluation","description","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","geolocation"
"COMMERCIAL BUILDING","980556","CONSTRUCT","TOWNHOUSE","2022-01-19T12:01:39.000","2022-02-18T08:02:39.000","Issued","4568","300000","Customer Wants To Use ePlans,Lot 39E Quarry Springs; referback to IBC 2018 pure model KALORAMA, elev C, 935944","8177",,"RIVER","RD",,"BETHESDA","MD","20817","38.996077","-77.165605","
,  
(38.996077, -77.165605)"
"COMMERCIAL BUILDING","953230","CONSTRUCT","MULTIFAMILY DWELLING HIGH RISE","2021-05-17T05:05:10.000","2022-02-18T03:02:48.000","Issued","671124","112500000","Revision ,2 - Update to garage foundation plan.,Customer Wants To Use ePlansRevision ,1 - Revision to building permit to modify foundation to accommodate tower crane installation.,Customer Wants To Use ePlansCustomer Wants To Use ePlans,562 unit apartment building consisting of two towers over underground parking garage. Sheeting & shoring permit to be applied for separately.","5159",,"POOKS HILL","RD",,"BETHESDA","MD","20814","39.015171","-77.104676","
,  
(39.015171, -77.104676)"
"COMMERCIAL BUILDING","981871","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING HIGH RISE","2022-01-31T02:01:42.000","2022-02-18T03:02:01.000","Issued","0","3139828","Customer Wants To Use ePlans,Balcony and Fa�ade Repairs including flashing, bulge brick replacement, concrete repairs at balconies, miscellaneous tuck pointing, joint sealant replacement and coating via swing stage access.","5450",,"WHITLEY PARK","TER",,"BETHESDA","MD","20814","39.015813","-77.109924","
,  
(39.015813, -77.109924)"
"COMMERCIAL BUILDING","963637","ADD","MERCANTILE BUILDING","2021-08-13T03:08:46.000","2022-02-18T02:02:36.000","Issued","1285","323991","Customer Wants To Use ePlans,Addition set per drawings. Renovation will be on separate permit same set of plans&nbsp;&nbsp;&nbsp; Alteration Permit# 963639","7937",,"TUCKERMAN","LN",,"POTOMAC","MD","20854","39.041142","-77.156828","
,  
(39.041142, -77.156828)"
"COMMERCIAL BUILDING","975179","ADD","COMMERCIAL MISCELLANEOUS STRUC","2021-11-22T08:11:31.000","2022-02-18T01:02:24.000","Issued","377","15000","Revision ,1 - Change breaker size and footer size for charging stations,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Installation of new 400 amp service and six car chargers.","12824",,"CLARKSBURG SQUARE","RD",,"CLARKSBURG","MD","20871","39.245841","-77.269623","
,  
(39.245841, -77.269623)"
"COMMERCIAL BUILDING","944632","CONSTRUCT SHEETING/SHORING","MULTIFAMILY DWELLING HIGH RISE","2021-03-08T04:03:02.000","2022-02-17T09:02:47.000","Issued","26625","1890000","Revision ,1 - per the inspector, field  changes. ,Customer Wants To Use ePlansCustomer Wants To Use ePlans Interior work only,This is a SOE submission. the excavation is 38,160CY, however it is the same as the garage which is 97,369 in SF. The BLD permit as reference is-AP936343","4924",,"ST ELMO","AVE",,"BETHESDA","MD","20814","38.988136","-77.097906","
,  
(38.988136, -77.097906)"
"COMMERCIAL BUILDING","978085","RESTORE AND / OR REPAIR","GARAGE","2021-12-20T01:12:01.000","2022-02-17T02:02:19.000","Issued","124500","367835","Customer Wants To Use ePlans,Garage concrete repairs, floor drains and piping replacement, waterproofing membrane installation on the P-4 level.","7501",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.985066","-77.094033","
,  
(38.985066, -77.094033)"
"COMMERCIAL BUILDING","980558","CONSTRUCT","TOWNHOUSE","2022-01-19T12:01:35.000","2022-02-16T12:02:19.000","Issued","4568","300000","Customer Wants To Use ePlans,Lot 40E Quarry Springs; referback to IBC 2018 pure model KALORAMA, elev B, 935944","8171",,"RIVER","RD",,"BETHESDA","MD","20817","38.996075","-77.165503","
,  
(38.996075, -77.165503)"
"COMMERCIAL BUILDING","975358","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2021-11-23T10:11:56.000","2022-02-16T12:02:16.000","Issued","6208","1139250","Revision 1,1 - Add 2 conduits for future installation of an EV charger in each carport and Gen2 as a backup of Gen1,Customer Wants To Use ePlans Customer Wants To Use ePlans Interior work only,Construction of 2 Solar carport canopies with roof mounted solar totaling 520 kW","7315",,"MUNCASTER MILL","RD",,"GAITHERSBURG","MD","20879","39.151289","-77.14616","
,  
(39.151289, -77.14616)"
"COMMERCIAL BUILDING","980189","CONSTRUCT","FENCE","2022-01-14T03:01:49.000","2022-02-16T02:02:53.000","Issued","0","31216","&nbsp; install 4'-0"" high wood fence, approximately 1,300 ft long. no electrical power or gates associated with fence. 982330, 982327 &amp; 982329&nbsp;are the CHILD PERMITS TO THIS PRIMARY PERMIT.  &nbsp; *Each permit will have it's own workflow and reviews*","11900",,"GLEN","RD",,"POTOMAC","MD","20854","39.060017","-77.247035","
,  
(39.060017, -77.247035)"
"COMMERCIAL BUILDING","980554","CONSTRUCT","TOWNHOUSE","2022-01-19T12:01:41.000","2022-02-16T02:02:36.000","Issued","4568","300000","Customer Wants To Use ePlans,Lot 38E Quarry Springs; referback to IBC 2018 pure model KALORAMA, elev C, 935944","8179",,"RIVER","RD",,"BETHESDA","MD","20817","38.996084","-77.165699","
,  
(38.996084, -77.165699)"
"COMMERCIAL BUILDING","962723","CONSTRUCT SHEETING/SHORING","COMMERCIAL MISCELLANEOUS STRUC","2021-08-06T05:08:24.000","2022-02-16T02:02:30.000","Issued","21979","750000","Customer Wants To Use ePlans,Sheeting and Shoring for Future 3 level underground garage and 11 storied apartment building. Reference Foundation to Grade Permit 952233","4915",,"AUBURN","AVE",,"BETHESDA","MD","20814","38.990141","-77.100302","
,  
(38.990141, -77.100302)"
"COMMERCIAL BUILDING","971684","BUILD FOUNDATION","EDUCATIONAL BUILDING","2021-10-24T09:10:05.000","2022-02-15T08:02:57.000","Issued","77020","638000","Customer Wants To Use ePlans,Application for the Phase 1 building foundation at Poolesville High School.","17501","W","WILLARD","RD",,"POOLESVILLE","MD","20837","39.143558","-77.419038","
,  
(39.143558, -77.419038)"
"COMMERCIAL BUILDING","934531","CONSTRUCT","MULTIFAMILY DWELLING LOW RISE","2020-11-24T01:11:10.000","2022-02-14T11:02:35.000","Issued","73280","10500000","Revision ,1 - Inspector and field changes,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Construction of new 76-unit senior affordable apartment building on a newly subdivided lot; expand church parking on the adjacent lot, which will be shared with the senior building. 934531 is the parent of permit 938989. Both permits must be issued together.","25104",,"RIDGE","RD",,"DAMASCUS","MD","20872","39.270611","-77.217472","
,  
(39.270611, -77.217472)"
"COMMERCIAL BUILDING","938989","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2021-01-15T09:01:21.000","2022-02-14T11:02:33.000","Issued","5696","2000000","Customer Wants To Use ePlans,This is an exterior permit to AP#934531 for the following: generator pad @ 406sf,&nbsp; ALL REVIEWS WILL BE COMPLETED UNDER PERMIT 934531 in EPLANS!","25104",,"RIDGE","RD",,"DAMASCUS","MD","20872","39.270611","-77.217472","
,  
(39.270611, -77.217472)"
"COMMERCIAL BUILDING","879967","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2019-06-20T06:06:07.000","2022-02-11T10:02:20.000","Issued","700","16000","Customer Wants To Use ePlans,Construct Well House : Height: 16'6"" Length: 35' Width:16'2"". 1 story; Total square footage of floor space: 700SF.","17023","W","WILLARD","RD",,"POOLESVILLE","MD","20837",,,"
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","962475","ADD","BUSINESS BUILDING","2021-08-04T04:08:07.000","2022-02-11T09:02:13.000","Issued","2377","488521","Customer Wants To Use ePlans,Addition of 2377sf to existing building of 5323sf which will have renovations (See A/P# 962478) of its own on separate permit same drawings.","7951",,"TUCKERMAN","LN",,"POTOMAC","MD","20854","39.041261","-77.157081","
,  
(39.041261, -77.157081)"
"COMMERCIAL BUILDING","968015","CONSTRUCT","ASSEMBLY BUILDING","2021-09-22T03:09:37.000","2022-02-11T09:02:11.000","Issued","752","205000","Customer Wants To Use ePlans, &nbsp;new ""Upfit' pavilions for a new amenity area for employees. Each pavilions is approximately 16'-0"" x 16'-0"" with a louvered roof.","20400",,"CENTURY","BLVD",,"GERMANTOWN","MD","20874","39.191362","-77.265794","
,  
(39.191362, -77.265794)"
"COMMERCIAL BUILDING","969972","INSTALL","WIRELESS EQUIPMENT","2021-10-08T01:10:22.000","2022-02-11T09:02:08.000","Issued","0","25000","Add (3) antennas, remove (3) &amp; add (3) RRUs, add (1) equipment &amp; (1) battery cabinet, &amp; other associated equipment","13700",,"SCHAEFFER","RD",,"GERMANTOWN","MD","20874","39.162376","-77.284834","
,  
(39.162376, -77.284834)"
"COMMERCIAL BUILDING","959951","INSTALL","MISCELLANEOUS STRUCTURE","2021-07-15T10:07:10.000","2022-02-11T03:02:19.000","Issued","752","45000","Customer Wants To Use ePlans,INSTALLATION OF NEW GATED DUMPSTER ENCLOSURE AROUND EXISTING TRASH DUMPER ON EXISTING PAD SITE","7955",,"TUCKERMAN","LN",,"POTOMAC","MD","20854","39.041168","-77.157533","
,  
(39.041168, -77.157533)"
"COMMERCIAL BUILDING","973251","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING HIGH RISE","2021-11-05T09:11:22.000","2022-02-10T03:02:54.000","Issued","5000","250000","Customer Wants To Use ePlans.&nbsp; Fire damage to condominium units. Fire damaged approx. 1000 SF of roof framing and fire and water damage to individual units 8,7,5,3,1.","3934",,"BEL PRE","RD",,"SILVER SPRING","MD","20906","39.092575","-77.077328","
,  
(39.092575, -77.077328)"
"COMMERCIAL BUILDING","969395","CONSTRUCT SHEETING/SHORING","STORAGE BUILDING","2021-10-05T01:10:20.000","2022-02-08T02:02:49.000","Issued","31700","321755","Customer Wants To Use ePlans,Sheeting and Shoring for Building E Parking Garage. Above Grade: 963256 FTG: 959645","9806",,"MEDICAL CENTER","DR",,"ROCKVILLE","MD","20850","39.096115","-77.197882","
,  
(39.096115, -77.197882)"
"COMMERCIAL BUILDING","908881","CONSTRUCT","EDUCATIONAL BUILDING","2020-03-19T02:03:20.000","2022-02-08T02:02:18.000","Issued","21840","5800000","Customer Wants To Use ePlans,THE PROJECT CONSISTS OF A NEW, 3 STORY STRUCTURE ON A VACANT LOT CURRENTLY USED AS A PARKING LOT","8105",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","38.990814","-77.026117","
,  
(38.990814, -77.026117)"
"COMMERCIAL BUILDING","971103","CONSTRUCT","FENCE","2021-10-19T03:10:45.000","2022-02-07T02:02:52.000","Issued","340","2500","Customer Wants To Use ePlans,install wood fence 6 feet in height, Children events, safety for children with on going cars and privacy","3921",,"DUSTIN","RD",,"BURTONSVILLE","MD","20866","39.123441","-76.929596","
,  
(39.123441, -76.929596)"
"COMMERCIAL BUILDING","898029","CONSTRUCT SHEETING/SHORING","COMMERCIAL MISCELLANEOUS STRUC","2019-11-27T10:11:55.000","2022-02-04T11:02:34.000","Issued","27000","3500000","Customer Wants To Use ePlans,Sheeting and Shoring for BLD permit number 897956 (as reference),PROW Permit is required for this COMBUILD Permit","4700",,"HAMPDEN","LN",,"BETHESDA","MD","20814","38.982779","-77.094117","
,  
(38.982779, -77.094117)"
"COMMERCIAL BUILDING","977963","INSTALL","WIRELESS EQUIPMENT","2021-12-17T08:12:00.000","2022-02-03T10:02:55.000","Issued","0","15000","Install (1) 48kw diesel generator w/240gal above ground tank UL142 on a new 5' x 10� concrete pad","8910",,"FALLS FARM","DR",,"POTOMAC","MD","20854","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","977681","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING HIGH RISE","2021-12-16T07:12:25.000","2022-02-02T08:02:05.000","Issued","13764","2913000","Customer Wants To Use ePlans,Fa�ade &amp; Balcony Rehabilitation Project of Chateau Aprtment Building","9727",,"MT PISGAH","RD",,"SILVER SPRING","MD","20903","39.016847","-76.974653","
,  
(39.016847, -76.974653)"
"COMMERCIAL BUILDING","977367","RESTORE AND / OR REPAIR","MISCELLANEOUS STRUCTURE","2021-12-13T04:12:28.000","2022-02-01T04:02:43.000","Issued","700","30000","Customer Wants To Use ePlans,Replace existing, deficient deck with egress stairs on west side of clubhouse and replace existing, deficient egress stairs on east side of clubhouse. Volunteer club organization with a mixed use clubhouse and caretaker residence.","7023",,"MACARTHUR","BLVD",,"BETHESDA","MD","20816","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","974735","ADD","BUSINESS BUILDING","2021-11-17T12:11:05.000","2022-01-31T11:01:22.000","Issued","6580","2200000","Revision ,3 - Floor plan/ceiling changes along with MEP adjustments needed due to the changes.,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Build a 7,200 SF wood framed addition with a connector to an existing building. PARENT PERMIT TO 978471 (ALTER). BOTH PERMITS WILL BE REVIEWED UNDER 974735. BOTH MUST BE ISSUED TOGETHER.","23601",,"LAYTONSVILLE","RD",,"GAITHERSBURG","MD","20882","39.243195","-77.142988","
,  
(39.243195, -77.142988)"
"COMMERCIAL BUILDING","977152","FOUNDATION TO PODIUM","COMMERCIAL MISCELLANEOUS STRUC","2021-12-10T09:12:40.000","2022-01-31T02:01:37.000","Issued","239299","1200000","Customer Wants To Use ePlans,Foundation to podium permit necessary until SWM plan is approved.","8787",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","38.999293","-77.031313","
,  
(38.999293, -77.031313)"
"COMMERCIAL BUILDING","977960","INSTALL","WIRELESS EQUIPMENT","2021-12-17T07:12:10.000","2022-01-31T01:01:40.000","Issued","0","15000","Install (1) 48kw diesel generator w/240gal above ground tank UL142 on a new 5' x 10� concrete pad",,,,,,,,,"0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","970578","CONSTRUCT","RETAINING WALL","2021-10-14T01:10:42.000","2022-01-28T11:01:03.000","Issued","1100","30800","Customer Wants To Use ePlans,Construct 1 segmental block retaining wall Length - 172' / Height - 7.5' At Tallest / SF - 1100","13518",,"GOLDENEYE","CIR",,"CLARKSBURG","MD","20871","39.217729","-77.27958","
,  
(39.217729, -77.27958)"
"COMMERCIAL BUILDING","965676","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2021-09-01T01:09:37.000","2022-01-27T01:01:12.000","Issued","29005","8000000","Customer Wants To Use ePlans,CONSTRUCT A NEW TWO-STORY FACILITY. HOUSING BOTH CASEY CONSTRUCTION�S WAREHOUSE FACILITY ON THE GROUND FLOOR AND THEIR MAIN OFFICE ON THE SECOND FLOOR.Bid Doc. need prior to permit issuance.","7560",,"LINDBERGH","DR",,"GAITHERSBURG","MD","20879","39.165826","-77.153419","
,  
(39.165826, -77.153419)"
"COMMERCIAL BUILDING","925721","ADD","PLACE OF WORSHIP","2020-09-04T09:09:40.000","2022-01-26T11:01:04.000","Issued","480","400000","Customer Wants To Use ePlans,The entire project is to provide handicap accessible restrooms for the existing church. SISTER PERMIT 939911 (alter) will be reviewed and issued with 925721 (add) Both permits MUST be issued together as each will be reviewed under the primary permit 925721.","1006",,"LARCH","AVE",,"TAKOMA PARK","MD","20912","38.977602","-76.991251","
,  
(38.977602, -76.991251)"
"COMMERCIAL BUILDING","974523","CONSTRUCT","MISCELLANEOUS STRUCTURE","2021-11-16T12:11:50.000","2022-01-26T10:01:19.000","Issued","320","29319","Revision ,974523 - Inst of approx 88 linear ft of 6'h steel fence for rear fence line. ,Customer Wants To Use ePlansCustomer Wants To Use ePlans,Replacement of approximately 320 linear ft of 6'h Chain Link fence with approximately 320 linear ft of 6'h black steel fence.","13505",,"NEW HAMPSHIRE","AVE",,"SILVER SPRING","MD","20904","39.078324","-77.000896","
,  
(39.078324, -77.000896)"
"COMMERCIAL BUILDING","975189","ADD","MISCELLANEOUS STRUCTURE","2021-11-22T08:11:02.000","2022-01-26T07:01:38.000","Issued","2550","55000","Customer Wants To Use ePlans,Add new canopy over existing fuel dispensers. Reuse existing support columns and adjust footers to meet code.","11355",,"SEVEN LOCKS","RD",,"POTOMAC","MD","20854","39.042578","-77.15774","
,  
(39.042578, -77.15774)"
"COMMERCIAL BUILDING","959930","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2021-07-15T09:07:54.000","2022-01-26T04:01:53.000","Issued","200","29378","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings and install new Balcony Surfaces and Railings","13702",,"CREOLA","CT",,"GERMANTOWN","MD","20874","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","959919","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2021-07-15T09:07:36.000","2022-01-26T04:01:08.000","Issued","100","14689","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings and install new Balcony Surfaces and Railings","13719",,"CREOLA","CT",,"GERMANTOWN","MD","20874","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","979186","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:27.000","2022-01-26T03:01:44.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","21",,"AMARILLO","CT",,"GERMANTOWN","MD","20874","39.168118","-77.288769","
,  
(39.168118, -77.288769)"
"COMMERCIAL BUILDING","979210","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T10:01:39.000","2022-01-26T03:01:42.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","19010",,"BRONCO","DR",,"GERMANTOWN","MD","20874","39.168198","-77.287775","
,  
(39.168198, -77.287775)"
"COMMERCIAL BUILDING","979185","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:04.000","2022-01-26T03:01:42.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings&nbsp; Reviewed under 979197  Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","12",,"AMARILLO","CT",,"GERMANTOWN","MD","20874","39.168729","-77.289561","
,  
(39.168729, -77.289561)"
"COMMERCIAL BUILDING","979202","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:28.000","2022-01-26T03:01:41.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","13704",,"CREOLA","CT",,"GERMANTOWN","MD","20874","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","979187","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:54.000","2022-01-26T03:01:40.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","5",,"AMARILLO","CT",,"GERMANTOWN","MD","20874","39.168377","-77.289444","
,  
(39.168377, -77.289444)"
"COMMERCIAL BUILDING","979209","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T10:01:20.000","2022-01-26T03:01:34.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","19002",,"BRONCO","DR",,"GERMANTOWN","MD","20874","39.16791","-77.287354","
,  
(39.16791, -77.287354)"
"COMMERCIAL BUILDING","979207","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T10:01:45.000","2022-01-26T03:01:33.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","13802",,"BRONCO","PL",,"GERMANTOWN","MD","20874","39.16746","-77.28726","
,  
(39.16746, -77.28726)"
"COMMERCIAL BUILDING","979203","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:44.000","2022-01-26T03:01:33.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","21",,"BRONCO","CT",,"GERMANTOWN","MD","20874","39.166823","-77.28639","
,  
(39.166823, -77.28639)"
"COMMERCIAL BUILDING","979205","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:56.000","2022-01-26T03:01:32.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","28",,"BRONCO","CT",,"GERMANTOWN","MD","20874","39.167223","-77.286748","
,  
(39.167223, -77.286748)"
"COMMERCIAL BUILDING","979201","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:32.000","2022-01-26T03:01:32.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","13711",,"CREOLA","CT",,"GERMANTOWN","MD","20874","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","979197","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:28.000","2022-01-26T03:01:23.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings  Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","13705",,"CREOLA","CT",,"GERMANTOWN","MD","20874","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","979204","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:45.000","2022-01-26T03:01:22.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","20",,"BRONCO","CT",,"GERMANTOWN","MD","20874","39.166934","-77.286814","
,  
(39.166934, -77.286814)"
"COMMERCIAL BUILDING","979208","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T10:01:47.000","2022-01-26T03:01:21.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","13809",,"BRONCO","PL",,"GERMANTOWN","MD","20874","39.167588","-77.287691","
,  
(39.167588, -77.287691)"
"COMMERCIAL BUILDING","979190","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:04.000","2022-01-26T03:01:17.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","19019",,"AMARILLO","DR",,"GERMANTOWN","MD","20874","39.167811","-77.289939","
,  
(39.167811, -77.289939)"
"COMMERCIAL BUILDING","979192","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:24.000","2022-01-26T03:01:16.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings","19004",,"AMARILLO","DR",,"GERMANTOWN","MD","20874","39.167579","-77.290502","
,  
(39.167579, -77.290502)"
"COMMERCIAL BUILDING","979195","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-01-05T09:01:48.000","2022-01-26T03:01:10.000","Issued","100","11414","Customer Wants To Use ePlans,Removal of the Existing Balcony Surfaces and Railings Reviewed under 979197   Sister permits: 979185 / 979186 / 979187 / 979190 / 979192 / 979195 / 979197 / 979201 / 979202 /&nbsp;979203 / 979204 / 979205 / 979207 / 979208 / 979209 / 979210","19028",,"AMARILLO","DR",,"GERMANTOWN","MD","20874","39.168186","-77.290117","
,  
(39.168186, -77.290117)"
"COMMERCIAL BUILDING","971696","CONSTRUCT","TRAILER","2021-10-25T09:10:58.000","2022-01-26T03:01:07.000","Issued","9060","14000","Customer Wants To Use ePlans.&nbsp; Construction trailer permit.&nbsp;","9810",,"DARNESTOWN","RD",,"ROCKVILLE","MD","20850","39.096038","-77.204684","
,  
(39.096038, -77.204684)"
"COMMERCIAL BUILDING","976437","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2021-12-03T09:12:41.000","2022-01-25T09:01:33.000","Issued","320","35000","Unit 2 - Customer Wants To Use ePlans,repair damage from car accident","14201",,"WOLF CREEK","PL",,"SILVER SPRING","MD","20906","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","973626","INSTALL","WIRELESS EQUIPMENT","2021-11-09T10:11:09.000","2022-01-24T02:01:23.000","Issued","0","30000",,"15021",,"DUFIEF MILL","RD",,"GAITHERSBURG","MD","20878","39.102621","-77.223474","
,  
(39.102621, -77.223474)"
"COMMERCIAL BUILDING","971422","CONSTRUCT","COMMERCIAL MISCELLANEOUS STRUC","2021-10-21T02:10:41.000","2022-01-20T09:01:58.000","Issued","26","1500","Customer Wants To Use ePlans,Sign permit applied for-#969818-Per Ramona Zapata (dps) bldg permit needed for sign base","17001",,"GEORGIA","AVE",,"OLNEY","MD","20832","39.134407","-77.068158","
,  
(39.134407, -77.068158)"
"COMMERCIAL BUILDING","979951","INSTALL","MISCELLANEOUS STRUCTURE","2022-01-13T07:01:22.000","2022-01-19T02:01:06.000","Issued","278","13685","Customer Wants To Use ePlans,Build a 5' tall chain link fence only.","10000",,"VANDERBILT","CIR",,"ROCKVILLE","MD","20850","39.109495","-77.208533","
,  
(39.109495, -77.208533)"
