"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"EJ7889002M","220033061","Gaithersburg Police Depar","Property Damage Crash","2022-08-01T17:45:00.000","Yes","County","0.88","West","North","0","SHOULDER AREA","2","West","100","FEET","LEVEL","No","FIELDS RD","Unknown","SPUR TO SAM EIG HWY",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED, UNKNOWN",,"PARKED VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.11474417","-77.20714925","
,  
(39.11474417, -77.20714925)"
"MCP26740037","220033047","Montgomery County Police","Injury Crash","2022-08-01T16:05:00.000","Yes","Maryland (State)","6.94","North","South","1",,"3","North","0","FEET","LEVEL","No","GERMANTOWN RD","County","CIDER BARRELL DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","CURB","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.19150833","-77.2454375","
,  
(39.19150833, -77.2454375)"
"MCP1378011R","220033045","Montgomery County Police","Property Damage Crash","2022-08-01T15:57:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 9727 MT PISGAH RD",,,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.01734167","-76.97407","
,  
(39.01734167, -76.97407)"
"MCP26740036","220033037","Montgomery County Police","Property Damage Crash","2022-08-01T15:26:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 20910 FREDERICK RD",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.19798283","-77.2500915","
,  
(39.19798283, -77.2500915)"
"DD5655000L","220033024","Rockville Police Departme","Injury Crash","2022-08-01T13:52:00.000","No","Maryland (State)","10","North","North","1",,"3","North","0","FEET","LEVEL","No","HUNGERFORD DR","Municipality","N WASHINGTON ST",,"ROCKVILLE",,"UNKNOWN","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.10159472","-77.16085462","
,  
(39.10159472, -77.16085462)"
"MCP3164005W","220033022","Montgomery County Police","Property Damage Crash","2022-08-01T13:50:00.000","No","County","3.64","East","West","2",,"2","West","25","FEET","LEVEL","No","RANDOLPH RD","Maryland (State)","GEORGIA AVE",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","CURB","NON INTERSECTION","N/A",,"CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.057595","-77.05202833","
,  
(39.057595, -77.05202833)"
"MCP29400061","220033017","Montgomery County Police","Property Damage Crash","2022-08-01T13:10:00.000","No","County","0","South","West","1",,"1","South","0.5","MILE","LEVEL","No","COUNTRY CLUB DR","County","PERSIMMON TREE RD",,"N/A",,"DRIVER","OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","38.98581883","-77.18204633","
,  
(38.98581883, -77.18204633)"
"MCP1550003H","220033001","Montgomery County Police","Injury Crash","2022-08-01T12:35:00.000","No","Maryland (State)","2.54","East","East","1",,"2","East","0","FEET","LEVEL","No","EAST WEST HWY","County","GRUBB RD",,"N/A","PEDESTRIAN","DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.99410167","-77.05247167","
,  
(38.99410167, -77.05247167)"
"EJ7888002M","220033012","Gaithersburg Police Depar","Property Damage Crash","2022-08-01T12:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 26 W DIAMOND AVE GAITHERSBURG, MD 20877",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","STOP SIGN","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.14102008","-77.20118762","
,  
(39.14102008, -77.20118762)"
"MCP3026007X","220034381","Montgomery County Police","Property Damage Crash","2022-08-01T11:00:00.000","Yes","Maryland (State)","4.54","North","North","1",,"0","North","5","FEET","LEVEL","No","CONNECTICUT AVE","Maryland (State)","UNIVERSITY BLVD W",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","Y-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.03148934","-77.07500182","
,  
(39.03148934, -77.07500182)"
"MCP9428004L","220032988","Montgomery County Police","Injury Crash","2022-08-01T10:55:00.000","No",,"0",,"North","2",,"2","North","0","FEET","LEVEL","No","SNOWDEN FARM PARKWAY",,"LITTLE SENECA PARKWAY",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"N/A","OTHER VEHICLE","N/A","OTHER","ROUNDABOUT","N/A","OTHER","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.23012","-77.252875","
,  
(39.23012, -77.252875)"
"MCP913000CW","220032978","Montgomery County Police","Property Damage Crash","2022-08-01T10:03:00.000","No","Maryland (State)","4.32","East","East","2",,"3","East","0","FEET","LEVEL","No","UNIVERSITY BLVD E","US (State)","COLESVILLE RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.01989167","-77.01341333","
,  
(39.01989167, -77.01341333)"
"MCP209400K4","220032977","Montgomery County Police","Injury Crash","2022-08-01T09:56:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF
5601 RIVER RD",,"PEDESTRIAN","DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A",,,,,,,"38.97064","-77.11159333","
,  
(38.97064, -77.11159333)"
"MCP2072005R","220032970","Montgomery County Police","Injury Crash","2022-08-01T09:01:00.000","No","Maryland (State)","19.26","North","North","0","LEFT TURN LANE","4","North","0","FEET","LEVEL","No","FREDERICK RD","County","SHAKESPEARE BLVD",,"N/A",,"UNKNOWN","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","N/A","39.19835667","-77.24512","
,  
(39.19835667, -77.24512)"
"HA2386001C","22001339","Maryland-National Capital","Property Damage Crash","2022-08-01T07:00:00.000","No","Maryland (State)","4.34","North","North","3",,"5","North","0","FEET","LEVEL","No","MIDCOUNTY HWY","County","MONTGOMERY VILLAGE AVE",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.15963767","-77.19967117","
,  
(39.15963767, -77.19967117)"
"MCP32540028","220032961","Montgomery County Police","Property Damage Crash","2022-08-01T06:56:00.000","No","Maryland (State)","9.66","North","South","1",,"1","South","0","FEET","LEVEL","No","OLD HUNDRED RD","County","THURSTON RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","OFF ROAD","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","CURVE LEFT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.263239","-77.344005","
,  
(39.263239, -77.344005)"
"MCP2662002W","220032938","Montgomery County Police","Property Damage Crash","2022-08-01T00:09:00.000","Yes","Maryland (State)","16.65","North","South","1",,"3","North","0.25","MILE","GRADE DOWNHILL","No","FREDERICK RD","County","GAME PRESERVE RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","WET","DARK LIGHTS ON","NO CONTROLS","UNKNOWN",,"FIXED OBJECT","N/A","CURB","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.16717467","-77.22945317","
,  
(39.16717467, -77.22945317)"
"DD56430028","220032931","Rockville Police Departme","Property Damage Crash","2022-07-31T23:03:00.000","No","Municipality","0.43","North","South","1",,"2","North","0","FEET","GRADE DOWNHILL","No","EDMONSTON DR","Maryland (State)","VEIRS MILL RD",,"N/A",,"DRIVER","HEAD ON LEFT TURN","RAINING","WET","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","PARKED VEHICLE","SIGN SUPPORT POLE","INTERSECTION","OTHER","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.113205","-77.18517","
,  
(39.113205, -77.18517)"
"EJ7886001N","220032935","Gaithersburg Police Depar","Property Damage Crash","2022-07-31T23:01:00.000","Yes","Municipality","0.53","East","East","1",,"2","West","200","FEET","LEVEL","No","E DIAMOND AVE","Municipality","S SUMMIT AVE",,"GAITHERSBURG",,"DRIVER","OTHER","RAINING","WET","DARK LIGHTS ON","NO CONTROLS","N/A",,"FIXED OBJECT","FIXED OBJECT","TREE SHRUBBERY","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1422165","-77.191935","
,  
(39.1422165, -77.191935)"
"MCP3292001D","220032932","Montgomery County Police","Property Damage Crash","2022-07-31T22:56:00.000","No","County","0.73","North","South","1",,"1","South","50","FEET","LEVEL","No","RIFFLE FORD RD","County","WOODSBORO DR",,"N/A",,"UNKNOWN","SINGLE VEHICLE","N/A","WET","DARK NO LIGHTS","NO CONTROLS","NONE DETECTED",,"OTHER OBJECT","N/A","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","CURVE RIGHT","N/A","TWO-WAY, NOT DIVIDED","39.1247734","-77.2688832","
,  
(39.1247734, -77.2688832)"
"MCP93920017","220032927","Montgomery County Police","Property Damage Crash","2022-07-31T22:15:00.000","No","County","0.71","South","North","1",,"2","South","0.1","MILE","LEVEL","No","MATENY RD","Maryland (State)","CLOPPER RD",,"N/A",,"DRIVER","SINGLE VEHICLE","RAINING","WET","DARK LIGHTS ON","NO CONTROLS","N/A",,"FIXED OBJECT","FIXED OBJECT","LIGHT SUPPORT POLE","NON INTERSECTION","N/A","N/A","CURVE LEFT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.15557667","-77.26677167","
,  
(39.15557667, -77.26677167)"
"MCP33110013","220032916","Montgomery County Police","Property Damage Crash","2022-07-31T20:15:00.000","Yes","Maryland (State)","0","North","North","3",,"3","South","50","FEET","LEVEL","No","GEORGIA AVE","US (State)","COLESVILLE RD",,"N/A",,"DRIVER","SAME DIRECTION RIGHT TURN","RAINING","WET","DARK LIGHTS ON","NO CONTROLS","N/A",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.99574795","-77.02763265","
,  
(38.99574795, -77.02763265)"
"MCP30940024","220032914","Montgomery County Police","Injury Crash","2022-07-31T20:07:00.000","No","Maryland (State)","1.02","East","North","1",,"2","East","0","FEET","LEVEL","No","MUNCASTER MILL RD","County","SHADY GROVE RD",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","RAINING","WET","DUSK","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.14911","-77.147273","
,  
(39.14911, -77.147273)"
"EJ78850026","220032915","Gaithersburg Police Depar","Property Damage Crash","2022-07-31T20:00:00.000","Yes","Municipality","0.12","North","North","1",,"2","North","0","FEET","LEVEL","No","S SUMMIT AVE","Maryland (State)","S FREDERICK RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DUSK","TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.13883554","-77.19358771","
,  
(39.13883554, -77.19358771)"
"MCP26080047","220032910","Montgomery County Police","Property Damage Crash","2022-07-31T19:15:00.000","Yes","Maryland (State)","3.46","North","North","4",,"4","North","0","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","POWDER MILL RD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DUSK","TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.02311667","-76.9779","
,  
(39.02311667, -76.9779)"
"EJ78850025","220032897","Gaithersburg Police Depar","Injury Crash","2022-07-31T17:49:00.000","No","Maryland (State)","13.2","North","North","3",,"3","North","10","FEET","LEVEL","No","S FREDERICK RD","Municipality","ROSEMONT DR",,"GAITHERSBURG",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.12814867","-77.18512717","
,  
(39.12814867, -77.18512717)"
"MCP3073006D","220032899","Montgomery County Police","Injury Crash","2022-07-31T17:38:00.000","Yes","County","1.25","South","North","1",,"1","North","10","FEET","LEVEL","No","PARKLAND DR","County","HALLET ST",,"N/A",,"DRIVER","SAME DIR REAR END","N/A","WET","DAYLIGHT","N/A","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.07124333","-77.08732833","
,  
(39.07124333, -77.08732833)"
"MCP3192002Z","220032893","Montgomery County Police","Injury Crash","2022-07-31T17:31:00.000","No","County","4.65","East","East","3",,"3","East","0","FEET","GRADE DOWNHILL","No","RANDOLPH RD","County","TIVOLI LAKE BLVD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06584817","-77.03486217","
,  
(39.06584817, -77.03486217)"
"MCP3195003W","220032898","Montgomery County Police","Property Damage Crash","2022-07-31T17:04:00.000","No","US (State)","7.68","North","South","2",,"3","North","100","FEET","LEVEL","No","COLUMBIA PIKE","County","FAIRLAND RD",,"N/A",,"DRIVER","SAME DIR REAR END","RAINING","OIL","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0737445","-76.95580167","
,  
(39.0737445, -76.95580167)"
"MCP2964005T","220032892","Montgomery County Police","Injury Crash","2022-07-31T17:02:00.000","No","County","2.75","North","South","1",,"1","North","200","FEET","GRADE DOWNHILL","No","WATKINS MILL RD","County","GREENRIVER TERR",,"N/A",,"DRIVER","HEAD ON","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","FENCE","N/A","N/A","N/A","OTHER","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.190986","-77.220169","
,  
(39.190986, -77.220169)"
"MCP32250033","220032886","Montgomery County Police","Injury Crash","2022-07-31T16:45:00.000","No","Maryland (State)","5.58","North","North","0","UNKNOWN","3","North","0","FEET","LEVEL","No","GEORGIA AVE","County","HATHAWAY DR",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","RAINING","WET","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06827933","-77.06129933","
,  
(39.06827933, -77.06129933)"
"MCP3129004V","220032884","Montgomery County Police","Injury Crash","2022-07-31T16:33:00.000","No","Maryland (State)","16.287","East","West","1",,"2","West","50","FEET","LEVEL","No","OLNEY SANDY SPRING RD","Unknown","ENT TO SCHOOL",,"N/A","OTHER","DRIVER","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED","N/A","FIXED OBJECT","FIXED OBJECT","FENCE","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.14908333","-77.05565167","
,  
(39.14908333, -77.05565167)"
"MCP2466003Y","220032887","Montgomery County Police","Property Damage Crash","2022-07-31T16:01:00.000","Yes","Maryland (State)","0.48","East","West","1",,"2","West","50","FEET","GRADE DOWNHILL","No","SENECA RD","County","OXMOOR PL",,"N/A",,"UNKNOWN","SINGLE VEHICLE","RAINING","WET","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"ANIMAL","N/A","N/A","NON INTERSECTION","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.08107833","-77.31948833","
,  
(39.08107833, -77.31948833)"
"MCP33250011","220032882","Montgomery County Police","Property Damage Crash","2022-07-31T15:48:00.000","No","US (State)","8.01","North","South","0","OFF ROAD","3","South","10","FEET","HILL UPHILL","No","COLUMBIA PIKE","Ramp","RAMP 10 FR US 29 SB TO FAIRLAND RD WB",,"N/A",,"DRIVER","SINGLE VEHICLE","CLOUDY","DRY","DAYLIGHT","N/A","NONE DETECTED",,"OFF ROAD","N/A","N/A","INTERCHANGE RELATED","OTHER","ON RAMP EXIT AREA","STRAIGHT","NO DEFECTS","OTHER","39.07703833","-76.95357","
,  
(39.07703833, -76.95357)"
"MCP3026007V","220032866","Montgomery County Police","Property Damage Crash","2022-07-31T12:39:00.000","Yes","Maryland (State)","0.45","East","South","1",,"2","East","0","FEET","LEVEL","No","EAST WEST HWY","Maryland (State)","MONTGOMERY AVE",,"N/A",,"DRIVER","SAME DIR REND LEFT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","N/A","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.9841608","-77.0908417","
,  
(38.9841608, -77.0908417)"
"MCP3005006Q","220032865","Montgomery County Police","Injury Crash","2022-07-31T11:50:00.000","Yes","County","0.54","South","South","1",,"1","North","50","FEET","GRADE DOWNHILL","No","SELFRIDGE RD","County","MAHAN RD",,"N/A","PEDESTRIAN","UNKNOWN","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","THRU ROADWAY","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.05519","-77.08034","
,  
(39.05519, -77.08034)"
"MCP31990042","220032858","Montgomery County Police","Injury Crash","2022-07-31T11:16:00.000","No","County","0","West","East","0","LEFT TURN LANE","2","West","100","FEET","LEVEL","No","BEL PRE RD","Maryland (State)","LAYHILL RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.09045667","-77.04654167","
,  
(39.09045667, -77.04654167)"
"DM84940028","220032838","Takoma Park Police Depart","Property Damage Crash","2022-07-31T07:27:00.000","No","Municipality","0.15","South","East","1",,"3","South","0","FEET","LEVEL","No","UNIVERSITY LA","Municipality","ANNE AVE",,"TAKOMA PARK",,"DRIVER","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FIVE-POINT OR MORE","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","38.99070383","-76.98971217","
,  
(38.99070383, -76.98971217)"
"MCP32000065","220032835","Montgomery County Police","Injury Crash","2022-07-31T07:02:00.000","No","Maryland (State)","12.35","East","South","1",,"1","East","0","FEET","LEVEL","No","RIVER RD","County","NEVIS RD",,"N/A",,"DRIVER","ANGLE MEETS RIGHT TURN","CLOUDY","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","FIXED OBJECT","OTHER POLE","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.98589717","-77.14357067","
,  
(38.98589717, -77.14357067)"
"MCP30660023","220032832","Montgomery County Police","Injury Crash","2022-07-31T05:42:00.000","No","County","3.93","North","North","1",,"1","North","40","FEET","LEVEL","No","MACARTHUR BLVD","County","SEVEN LOCKS RD",,"N/A",,"UNKNOWN","SINGLE VEHICLE","CLEAR","DRY","DAWN","STOP SIGN",,,"OFF ROAD","OVERTURN","DITCH","N/A","T-INTERSECTION","N/A","STRAIGHT","N/A","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","38.97455333","-77.161625","
,  
(38.97455333, -77.161625)"
"DD56510020","220032828","Rockville Police Departme","Injury Crash","2022-07-31T04:08:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"1001 ROCKVILLE PIKE PARKING LOT",,"PEDESTRIAN","DRIVER","OTHER","CLEAR",,"DARK NO LIGHTS","N/A","UNKNOWN","NONE DETECTED","PEDESTRIAN","N/A","N/A",,,,,,,"39.0618885","-77.12498919","
,  
(39.0618885, -77.12498919)"
"DD56420037","220032824","Rockville Police Departme","Property Damage Crash","2022-07-31T03:03:00.000","Yes","County","0.46","East","South","1",,"1","West","5","FEET","LEVEL","No","WESTMORE RD","County","N HORNERS LA",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DARK LIGHTS ON","N/A","N/A",,"FIXED OBJECT","FIXED OBJECT","SIGN SUPPORT POLE","INTERSECTION RELATED","FOUR-WAY INTERSECTION","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.09740017","-77.14772633","
,  
(39.09740017, -77.14772633)"
"MCP3008003C","220032822","Montgomery County Police","Injury Crash","2022-07-31T02:50:00.000","No","Maryland (State)","4.32","East","South","2",,"4","East","0","FEET","LEVEL","No","UNIVERSITY BLVD E","US (State)","COLESVILLE RD",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","OTHER","39.01980167","-77.01329833","
,  
(39.01980167, -77.01329833)"
"MCP3129004T","220032808","Montgomery County Police","Injury Crash","2022-07-31T00:02:00.000","Yes","Maryland (State)","7.1","North","South","3",,"3","South","50","FEET","GRADE DOWNHILL","No","GEORGIA AVE","Unknown","ENT TO BUSINESS",,"N/A","OTHER CONVEYANCE","UNKNOWN","OTHER","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","UNKNOWN","NONE DETECTED","OTHER CONVEYANCE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","HOLES RUTS ETC","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.05801333","-77.04850333","
,  
(39.05801333, -77.04850333)"
"MCP2937004H","220032804","Montgomery County Police","Property Damage Crash","2022-07-30T23:13:00.000","Yes","Maryland (State)","3.11","East","East","2",,"2","East","0","FEET","LEVEL","No","OLD COLUMBIA PIKE","County","OLD COLUMBIA PIKE",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.10853333","-76.936555","
,  
(39.10853333, -76.936555)"
"MCP3220002Y","220032795","Montgomery County Police","Property Damage Crash","2022-07-30T20:48:00.000","Yes","County","0","North","South","1",,"1","North","20","FEET","GRADE DOWNHILL","No","TYGART LA","County","HADLEY FARMS DR",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DUSK","NO CONTROLS","ALCOHOL PRESENT",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.18380633","-77.160788","
,  
(39.18380633, -77.160788)"
