"name","address1","address2","city","zip","inspectiondate","inspectionresults","violation1","violation2","violation3","violation4","violation5","violation6a","violation6b","violation7a","violation7b","violation8","violation9","violation20","violation22","nutritional_labeling","violationtransfat","violationsmoking","inspectiontype","organization","category","type","latitude","longitude"
"POLLO DORADO","12218 VEIRS MILL RD.",,"SILVER SPRING","20906","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","PALMERAS FOOD INC.","Restaurant","Food","39.0564","-77.0841"
"FIVE GUYS #0095","15784 SHADY GROVE RD.",,"GAITHERSBURG","20877","2022-01-13T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","PYRAMID ENTERPRISE III, LLC","Restaurant","Food","39.1171","-77.186"
"POLLO DORADO","12218 VEIRS MILL RD.",,"SILVER SPRING","20906","2022-01-19T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Visit/No Action","PALMERAS FOOD INC.","Restaurant","Food","39.0564","-77.0841"
"FLIPPIN PIZZA","10400-50 OLD GEORGETOWN RD",,"BETHESDA","20814","2022-02-01T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","BRODERICK G, LLC","Restaurant","Food","39.0259","-77.127"
"KONGDOG","12335-H GEORGIA AVE",,"SILVER SPRING","20906","2022-01-31T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Change of Ownership - Environmental","GLENMONT ENCANTO INC","Restaurant","Food","39.0594","-77.05"
"CAFE X-PRESS","8714 A GEORGIA AVE",,"SILVER SPRING","20910","2022-01-31T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","CHOIS CHOICE INC","Restaurant","Food","38.9977","-77.0304"
"JOE & THE JUICE","10301 A OLD GEORGETOWN RD","SPACE 30","BETHESDA","20814","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","JOE & THE JUICE NEW YORK LLC","Market","Food","39.0246","-77.1242"
"COURTYARD BY MARRIOTT","8506 FENTON ST.",,"SILVER SPRING","20910","2022-01-31T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SILVER SPRING HOTEL ASSOCIATES, LLC.","Restaurant","Food","38.9959","-77.025"
"HARRIS TEETER #373","12525 PARK POTOMAC AVE.",,"POTOMAC","20854","2020-12-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","HARRIS TEETER, LLC","Market","Food","39.0613","-77.1574"
"GREGORIO'S AT SUMNER","4611-A SANGAMORE ROAD",,"BETHESDA","20816","2020-11-12T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","HACCP (Renewed every 5 yrs)","GREGORIO'S AT SUMNER PLACE LLC","Restaurant","Food","38.9492","-77.1192"
"ST. JOHN EVAN. CATHOLIC SCHOOL","10201 WOODLAND DR.",,"SILVER SPRING","20902","2021-10-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","ST. JOHN THE EVANGELIST PARISH","Private School","Food","39.0226","-77.0435"
"GREGORIO'S AT SUMNER","4611-A SANGAMORE ROAD",,"BETHESDA","20816","2021-04-08T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","GREGORIO'S AT SUMNER PLACE LLC","Restaurant","Food","38.9492","-77.1192"
"ASPEN SHELL","4101 ASPEN HILL RD",,"ROCKVILLE","20853","2021-06-16T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MMA PETROULEUM LLC","Market","Food","39.0804","-77.0811"
"DOMINO'S PIZZA","18037 GEORGIA AVE.",,"OLNEY","20832","2022-03-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","BREWSKIES, LLC","Market","Food","39.1518","-77.0664"
"MONTROSE DELI","6001 MONTROSE RD",,"ROCKVILLE","20852","2022-02-10T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Visit/No Action","MD MONTROSE DELI INC","Restaurant","Food","39.0533","-77.1208"
"FIVE GUYS #0095","15784 SHADY GROVE RD.",,"GAITHERSBURG","20877","2021-07-09T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","PYRAMID ENTERPRISE III, LLC","Restaurant","Food","39.1171","-77.186"
"KENSINGTON PARK - WOODLANDS","3618 LITTLEDALE RD.",,"KENSINGTON","20895","2022-03-07T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","FSP KENSINGTON, LLC","Assisted Living","Food","39.0179","-77.0745"
"SHALOM KOSHER","1361 LAMBERTON DR",,"SILVER SPRING","20902","2022-06-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","SHALOM STRICTLY KOSHER MEAT INC",,"Food","39.0408","-77.0321"
"CRUMBL COOKIES","12266 ROCKVILLE PIKE","SUITE K","ROCKVILLE","20852","2020-12-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","DSV-ROCKVILLE LLC","Restaurant","Food","39.0571","-77.122"
"STARBUCKS COFFEE #07401","505 QUINCE ORCHARD RD.",,"GAITHERSBURG","20878","2021-03-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.1445","-77.2198"
"CLUB DEMONSTRATION SERVICES","11160 VEIRS MILL RD",,"SILVER SPRING","20902","2021-11-19T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","CLUB DEMONSTRATION SERVICES INC","Market","Food","39.037","-77.0539"
"CHIPOTLE MEXICAN GRILL #1225","10400 OLD GEORGETOWN RD",,"BETHESDA","20817","2022-01-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","CHIPOTLE MEXICAN GRILL OF COLORADO, LLC.","Restaurant","Food","39.0263","-77.1276"
"7-ELEVEN #28903B","1319 FENWICK LANE",,"SILVER SPRING","20910","2022-01-31T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SISAY BIRKE","Market","Food","38.9978","-77.0316"
"JAMAICA MI CRAZY RESTAURANT & CARRY OUT","13525 A CLOPPER RD",,"GERMANTOWN","20874","2020-12-14T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","TASHLOR LLC","Carry Out","Food","39.1626","-77.2802"
"HISSHO SUSHI @ GIANT #2317","18140 VILLAGE MART DR",,"OLNEY","20832","2021-01-08T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","LWIN FAMILY CO LLC","Market","Food","39.1532","-77.0649"
"PHO VIET SAIGON","18509 NORTH FREDERICK RD",,"GAITHERSBURG","20879","2022-03-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","PHONOMENAL LLC","Restaurant","Food","39.1612","-77.2203"
"NORDSTROM CAFE","7111 DEMOCRACY BLVD.",,"BETHESDA","20817","2022-01-10T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","NORDSTROM, INC.","Restaurant","Food","39.023","-77.1452"
"VILLAGE GREEN","120 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2021-03-23T00:00:00.000","Critical Violations Corrected","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Reinspection","AAM INC",,"Food","39.1434","-77.2014"
"VILLAGE GREEN","120 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2021-07-13T00:00:00.000","Facility Closed","In Compliance","Out of Compliance","In Compliance","Out of Compliance","Out of Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","AAM INC",,"Food","39.1434","-77.2014"
"STARBUCKS COFFEE #19878","307 COPLEY PLACE",,"GAITHERSBURG","20878","2021-06-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","STARBUCKS COFFEE COMPANY","Market","Food","39.1151","-77.2069"
"NINJA SUSHI","13452 NEW HAMPSHIRE AVE",,"COLESVILLE","20904","2022-01-10T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","NINJA SUSHI INC","Restaurant","Food","39.0772","-77.0025"
"TIJUANA'S MEXICAN CAF�","949 UNIVERSITY BLVD., E.",,"SILVER SPRING","20904","2021-06-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","TIJUANA TAKOMA INC","Restaurant","Food","38.9927","-76.9921"
"CHOPT CREATIVE SALAD CO","141 COMMERCE SQUARE PLACE",,"GAITHERSBURG","20878","2022-07-29T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","FOUNDERS TABLE RESTAURANT GROUP","Restaurant","Food","39.1223","-77.2339"
"AVERY ROAD TREATMENT CENTER","14703 AVERY RD.",,"ROCKVILLE","20853","2020-12-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Pre-Opening - Environmental","MARYLAND TREATMENT CENTERS","Institution","Food","39.0979","-77.1234"
"HISSHO SUSHI @ GIANT #0354","1280 EAST WEST HWY",,"SILVER SPRING","20910","2021-11-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","LWIN FAMILY CO LLC","Restaurant","Food","38.9918","-77.0315"
"WENDY'S # 6636","17 VITAL WAY",,"SILVER SPRING","20904","2022-02-09T00:00:00.000","Facility Closed","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Other","WEND CENTRAL MARYLAND LLC","Restaurant","Food","39.0752","-77.0033"
"STARBUCKS COFFEE #08743","160 KENTLANDS SQUARE PLACE",,"GAITHERSBURG","20878","2021-09-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","STARBUCKS COFFEE CO.","Restaurant","Food","39.1183","-77.2387"
"VILLAGE GREEN","120 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2021-07-13T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Re-inspection Billable","AAM INC",,"Food","39.1434","-77.2014"
"STARBUCKS COFFEE #07402","896 MUDDY BRANCH RD.",,"GAITHERSBURG","20878","2020-10-01T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.1144","-77.2163"
"STARBUCKS COFFEE #55662","26141 RIDGE RD",,"DAMASCUS","20872","2022-07-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","Out of Compliance","In Compliance","Comprehensive","STARBUCKS COFFEE COMPANY","Market","Food","39.2865","-77.2081"
"FIVE GUYS #1694","10510 CONNECTICUT AVE",,"KENSINGTON","20895","2020-09-14T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","PYRAMID ENTERPRISES IX, LLC","Restaurant","Food","39.0284","-77.0774"
"STARBUCKS COFFEE #07347","7911 TUCKERMAN LN.",,"POTOMAC","20854","2022-07-28T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.0406","-77.156"
"SUBWAY #59327","12011 SNOWDEN FARM RD #E",,"CLARKSBURG","20811","2021-04-14T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","CLARKSBURG SUBWAY, LLC","Restaurant","Food","39.2288","-77.2506"
"HARRIS TEETER #373","12525 PARK POTOMAC AVE.",,"POTOMAC","20854","2022-07-28T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","HARRIS TEETER, LLC","Market","Food","39.0613","-77.1574"
"DON POLLO OF POTOMAC","10321 WESTLAKE DR",,"BETHESDA","20817","2021-04-06T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","DON POLLO OF POTOMAC LLD","Restaurant","Food","39.0259","-77.1473"
"AFC SUSHI @ HARRIS TEETER #373","12525 PARK POTOMAC AVE.",,"POTOMAC","20854","2022-07-28T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","ADVANCED FRESH CONCEPTS FRANCHISE CORPORTATION","Restaurant","Food","39.0613","-77.1574"
"WALGREEN #19368","12222 VEIRS MILL RD",,"SILVER SPRING","20906","2022-01-04T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","WALGREEN CO","Market","Food","39.0565","-77.0844"
"CORNER BAKERY CAF�","10327 WESTLAKE DR.",,"BETHESDA","20817","2020-12-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","CBC RESTAURANT CORP.",,"Food","39.026","-77.1472"
"FRYER'S ROADSIDE","12830 NEW HAMPSHIRE AVE",,"SILVER SPRING","20904","2021-06-16T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Re-inspection Billable","FRYERS650","Restaurant","Food","39.0659","-77.001"
"MONTGOMERY BLAIR HIGH","51 UNIVERSITY BLVD., E.",,"SILVER SPRING","20901","2021-10-20T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- High","Food","39.0183","-77.0116"
"HISSHO SUSHI @ GIANT #2317","18140 VILLAGE MART DR",,"OLNEY","20832","2021-12-07T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","LWIN FAMILY CO LLC","Market","Food","39.1532","-77.0649"
"PUPUSERIA DONA BESSY","18216 CONTOUR RD",,"GAITHERSBURG","20877","2022-01-31T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","BESIE'S CORPORATION","Restaurant","Food","39.1553","-77.1997"
"STARBUCKS COFFEE #07437","15600 OLD COLUMBIA PIKE",,"BURTONSVILLE","20866","2020-09-04T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","STARBUCKS CORP","Restaurant","Food","39.1122","-76.9331"
"AKIRA RAMEN & IZAKAYA","1800 ROCKVILLE PIKE H1",,"ROCKVILLE","20852","2021-10-20T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Change of Ownership - Environmental","HS PANIDA INC","Restaurant","Food","39.0603","-77.1212"
"STARBUCKS COFFEE #08743","160 KENTLANDS SQUARE PLACE",,"GAITHERSBURG","20878","2020-12-16T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Pre-Opening - Environmental","STARBUCKS COFFEE CO.","Restaurant","Food","39.1183","-77.2387"
"WHOLE FOODS MARKET #10048","5269 RIVER RD.",,"BETHESDA","20817","2020-12-14T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","WHOLE FOODS MARKET GROUP, INC.","Market","Food","38.9664","-77.104"
"DELICIOSO DELI","12134 GEORGIA AVE",,"SILVER SPRING","20902","2022-02-10T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","SANSAM INC","Restaurant","Food","39.0539","-77.0511"
"STARBUCKS COFFEE #07401","505 QUINCE ORCHARD RD.",,"GAITHERSBURG","20878","2020-10-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","39.1445","-77.2198"
"QUENCH!","13423 NEW HAMPSHIRE AVE.",,"SILVER SPRING","20904","2022-01-10T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","BREW 1729, INC.","Market","Food","39.0767","-77.0009"
"VILLAGE GREEN","120 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2021-11-18T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","AAM INC",,"Food","39.1434","-77.2014"
"CVS/PHARMACY #1494","4601-A SANGAMORE RD.",,"BETHESDA","20816","2021-04-08T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MARYLAND CVS PHARMACY, LLC.","Market","Food","38.9493","-77.1183"
"GIANT FOOD #0106","7919 TUCKERMAN LN.",,"ROCKVILLE","20854","2022-07-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Reinspection","GIANT OF MARYLAND, LLC","Market","Food","39.0409","-77.1563"
"SEAFOOD IN THE BUFF","12132 GEORGIA AVE",,"SILVER SPRING","20902","2022-02-10T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","TAESAN INC / SUN HEE LEE","Market","Food","39.0539","-77.051"
"SAFEWAY #2753","10541 CONNECTICUT AVE",,"KENSINGTON","20895","2022-01-27T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","NAI SATURN EASTERN LLC","Market","Food","39.0278","-77.0752"
"MAKI CAFE","842 C ROCKVILLE PIKE",,"ROCKVILLE","20850","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Reinspection","MAKI LLAC","Market","Food","39.0758","-77.1369"
