"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"41567","SILVER SPRING","20906","2021-09-07T00:00:00.000","2021-09-16T00:00:00.000","OLTA-TSF","Security Deposit","Referred to a Montgomery County Agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41564","SILVER SPRING","20910","2021-09-07T00:00:00.000","2021-12-28T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41562","SILVER SPRING","20906","2021-09-03T00:00:00.000","2021-12-15T00:00:00.000","OLTA-TMF","Noise","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41561","GERMANTOWN","20874","2021-09-03T00:00:00.000","2022-04-10T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41559","ROCKVILLE","20850","2021-09-02T00:00:00.000","2021-09-16T00:00:00.000","OLTA-TMF","Harassment","Service performed or corrected","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41558","SILVER SPRING","20904","2021-09-02T00:00:00.000","2021-10-25T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41556","KENSINGTON","20895","2021-09-02T00:00:00.000","2022-02-25T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41557","SILVER SPRING","20902","2021-09-02T00:00:00.000","2021-11-19T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41554","CHEVY CHASE","20815","2021-09-01T00:00:00.000","2022-04-13T00:00:00.000","OLTA-TSF","Security Deposit","Other- no communication from tenant","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41555","ROCKVILLE","20852","2021-09-01T00:00:00.000","2021-11-08T00:00:00.000","OLTA-TSF","Maintenance - Water Damages","Service performed or corrected","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41552","SILVER SPRING","20904","2021-08-31T00:00:00.000","2021-11-19T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41548","SILVER SPRING","20902","2021-08-31T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41553","GERMANTOWN","20874","2021-08-31T00:00:00.000","2021-09-30T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41546","GERMANTOWN","20874","2021-08-27T00:00:00.000","2021-09-30T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint noted for the record","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41547","CLARKSBURG","20871","2021-08-27T00:00:00.000","2021-10-28T00:00:00.000","OLTA-TSF","Money Damage - General","Legal Action Filed","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41543","SILVER SPRING","20906","2021-08-26T00:00:00.000","2021-09-08T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41545","GERMANTOWN","20874","2021-08-26T00:00:00.000","2021-12-07T00:00:00.000","OLTA-TMF","Fee","Dismissed by Landlord-Tenant Commission","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41544","GERMANTOWN","20874","2021-08-26T00:00:00.000","2021-10-19T00:00:00.000","OLTA-TMF","Harassment","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41542","SILVER SPRING","20910","2021-08-26T00:00:00.000","2021-11-09T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Other- no communication from tenant","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41537","ROCKVILLE","20855","2021-08-25T00:00:00.000","2021-10-28T00:00:00.000","OLTA-TMF","Noise","Acceptable explanation","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41538","SILVER SPRING","20901","2021-08-25T00:00:00.000","2021-08-31T00:00:00.000","OLTA-TSF","Fee","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41539","BETHESDA","20814","2021-08-25T00:00:00.000","2021-11-19T00:00:00.000","OLTA-LSF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20814
(39.003061, -77.102949)"
"41535","MONTGOMERY VILLAGE","20886","2021-08-25T00:00:00.000","2022-01-28T00:00:00.000","OLTA-TSF","Lease Agreement-Early Termination","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41536","GERMANTOWN","20874","2021-08-25T00:00:00.000","2021-08-31T00:00:00.000","OLTA-TMF","Maintenance - Appliance","Refer to Code Enforcement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41532","KENSINGTON","20895","2021-08-24T00:00:00.000","2021-10-07T00:00:00.000","OLTA-TSF","Maintenance - Air Conditioning","Dismissed by Landlord-Tenant Commission","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41531","SILVER SPRING","20910","2021-08-24T00:00:00.000","2021-09-20T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41533","GAITHERSBURG","20877","2021-08-24T00:00:00.000","2021-09-02T00:00:00.000","OLTA-TMF","Rent Payment History","Service performed or corrected","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41530","SILVER SPRING","20904","2021-08-24T00:00:00.000","2021-08-31T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41529","SILVER SPRING","20904","2021-08-24T00:00:00.000","2021-09-17T00:00:00.000","OLTA-TMF","Harassment","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41534","SILVER SPRING","20904","2021-08-24T00:00:00.000","2021-09-01T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41528","MONTGOMERY VILLAGE","20886","2021-08-23T00:00:00.000","2021-09-23T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41525","GAITHERSBURG","20877","2021-08-23T00:00:00.000","2021-08-23T00:00:00.000","OLTA-TMF","Fee","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41526","ROCKVILLE","20852","2021-08-23T00:00:00.000","2021-09-01T00:00:00.000","OLTA-TMF","Maintenance - Roof Leak","Referred to a Montgomery County Agency","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41521","SILVER SPRING","20906","2021-08-20T00:00:00.000","2021-10-27T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41522","CHEVY CHASE","20815","2021-08-20T00:00:00.000","2022-01-24T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Other- no communication from tenant","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41524","SILVER SPRING","20902","2021-08-20T00:00:00.000","2022-01-19T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41523","GERMANTOWN","20874","2021-08-20T00:00:00.000","2021-10-12T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41514","ROCKVILLE","20850","2021-08-19T00:00:00.000","2021-09-21T00:00:00.000","OLTA-TMF","Rent Payment History","Non-jurisdiction-Geographic Location","
ROCKVILLE,  20850
(39.092462, -77.178614)"
"41515","GERMANTOWN","20874","2021-08-19T00:00:00.000","2021-09-09T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint noted for the record","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41518","SILVER SPRING","20901","2021-08-19T00:00:00.000","2021-08-20T00:00:00.000","OLTA-TMF","Fee","Referred to a MD State Government agency","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41517","GERMANTOWN","20874","2021-08-19T00:00:00.000","2021-10-30T00:00:00.000","OLTA-TMF","Quit and Vacate","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41512","SILVER SPRING","20910","2021-08-18T00:00:00.000","2021-08-18T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint withdrawn","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41513","SILVER SPRING","20906","2021-08-18T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TMF","Parking","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41511","GAITHERSBURG","20877","2021-08-16T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TSF","Lease Agreement","Referred to Landlord-Tenant Commission","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41509","SILVER SPRING","20902","2021-08-16T00:00:00.000","2021-08-26T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41510","ROCKVILLE","20852","2021-08-16T00:00:00.000","2022-01-27T00:00:00.000","OLTA-TMF","Fee","Complaint noted for the record","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41508","SILVER SPRING","20904","2021-08-16T00:00:00.000","2021-08-29T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint withdrawn","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41506","MONTGOMERY VILLAGE","20886","2021-08-13T00:00:00.000","2021-09-16T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41507","SILVER SPRING","20902","2021-08-13T00:00:00.000","2022-02-09T00:00:00.000","OLTA-TMF","Fee","Refund (payments/deposits)","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41269","SILVER SPRING","20906","2021-08-13T00:00:00.000","2021-10-06T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41502","SILVER SPRING","20906","2021-08-12T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TMF","Parking","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41505","SILVER SPRING","20904","2021-08-12T00:00:00.000","2021-09-28T00:00:00.000","OLTA-TMF","Parking","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41503","SILVER SPRING","20901","2021-08-12T00:00:00.000","2021-08-17T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41501","CLARKSBURG","20871","2021-08-12T00:00:00.000","2021-10-08T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41499","SILVER SPRING","20901","2021-08-11T00:00:00.000","2021-08-30T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Acceptable explanation","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41497","SILVER SPRING","20904","2021-08-11T00:00:00.000","2021-08-13T00:00:00.000","OLTA-TMF","Lease Agreement","Lease provision honored","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41498","BETHESDA","20817","2021-08-11T00:00:00.000","2021-08-11T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20817
(38.998099, -77.143306)"
"41500","SILVER SPRING","20904","2021-08-11T00:00:00.000","2022-07-01T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41496","SILVER SPRING","20910","2021-08-10T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TMF","Money Damage - General","Refund (payments/deposits)","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41493","SILVER SPRING","20901","2021-08-10T00:00:00.000","2021-09-09T00:00:00.000","OLTA-TMF","Harassment","No jurisdiction","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41495","BETHESDA","20816","2021-08-10T00:00:00.000","2021-08-26T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20816
(38.958638, -77.115455)"
"41494","BETHESDA","20816","2021-08-10T00:00:00.000","2022-06-03T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
BETHESDA,  20816
(38.958638, -77.115455)"
"41492","SILVER SPRING","20906","2021-08-10T00:00:00.000","2022-03-02T00:00:00.000","OLTA-TMF","Maintenance- General","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41487","ROCKVILLE","20851","2021-08-09T00:00:00.000","2021-09-30T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
ROCKVILLE,  20851
(39.07701, -77.123831)"
"41488","BETHESDA","20814","2021-08-09T00:00:00.000","2021-09-02T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint noted for the record","
BETHESDA,  20814
(39.003061, -77.102949)"
"41490","SILVER SPRING","20902","2021-08-09T00:00:00.000","2021-09-28T00:00:00.000","OLTA-TSF","Lease Agreement","Lease provision honored","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41491","GERMANTOWN","20874","2021-08-09T00:00:00.000","2021-08-16T00:00:00.000","OLTA-TMF","Application Deposit","Lease provision honored","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41489","BETHESDA","20814","2021-08-09T00:00:00.000","2021-08-18T00:00:00.000","OLTA-TMF","Harassment","Referred to a MD State Government agency","
BETHESDA,  20814
(39.003061, -77.102949)"
"41486","SILVER SPRING","20910","2021-08-06T00:00:00.000","2021-09-01T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41485","SILVER SPRING","20906","2021-08-06T00:00:00.000","2021-10-07T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41483","GERMANTOWN","20874","2021-08-05T00:00:00.000","2021-08-05T00:00:00.000","OLTA-LMF","Failure to Pay Rent","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41478","SILVER SPRING","20906","2021-08-04T00:00:00.000","2021-08-27T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Refer to Code Enforcement","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41479","GERMANTOWN","20874","2021-08-04T00:00:00.000","2021-09-10T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41482","GAITHERSBURG","20877","2021-08-04T00:00:00.000","2021-08-05T00:00:00.000","OLTA-TMF","Maintenance - Infestation","No jurisdiction","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41481","SILVER SPRING","20910","2021-08-04T00:00:00.000","2021-11-01T00:00:00.000","OLTA-TMF","Security Deposit","Complaint withdrawn","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41475","SILVER SPRING","20904","2021-08-02T00:00:00.000","2021-08-31T00:00:00.000","OLTA-TSF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41476","SILVER SPRING","20904","2021-08-02T00:00:00.000","2021-08-26T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41474","SILVER SPRING","20910","2021-08-02T00:00:00.000","2021-10-04T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41477","SILVER SPRING","20910","2021-08-02T00:00:00.000","2021-11-29T00:00:00.000","OLTA-TMF","Lease Agreement","Referred to HOC","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41471","SILVER SPRING","20906","2021-07-30T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41473","SILVER SPRING","20910","2021-07-30T00:00:00.000","2021-12-30T00:00:00.000","OLTA-TMF","Money Damages - Fire","Other referral (private attorney/legal aid/etc.)","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41470","SILVER SPRING","20902","2021-07-30T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TSF","Lease Agreement","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41469","BETHESDA","20814","2021-07-28T00:00:00.000","2021-09-14T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
BETHESDA,  20814
(39.003061, -77.102949)"
"41466","MONTGOMERY VILLAGE","20886","2021-07-28T00:00:00.000","2021-08-01T00:00:00.000","OLTA-TMF","Maintenance - Mold/Mildew","Refer to Code Enforcement","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41468","SILVER SPRING","20906","2021-07-28T00:00:00.000","2021-11-16T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Lease provision honored","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41467","POTOMAC","20854","2021-07-28T00:00:00.000","2021-08-21T00:00:00.000","OLTA-TSF","Security Deposit","Complaint withdrawn","
POTOMAC,  20854
(39.038266, -77.203413)"
"41463","GERMANTOWN","20874","2021-07-27T00:00:00.000","2021-10-01T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41462","GERMANTOWN","20874","2021-07-27T00:00:00.000","2021-08-12T00:00:00.000","OLTA-TSF","Money Damages - Fire","No jurisdiction","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41464","SILVER SPRING","20906","2021-07-27T00:00:00.000","2021-07-29T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Referred to a Montgomery County Agency","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41465","SILVER SPRING","20901","2021-07-27T00:00:00.000","2021-08-25T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Referred to a Montgomery County Agency","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41459","MONTGOMERY VILLAGE","20886","2021-07-20T00:00:00.000","2021-08-01T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Refer to Code Enforcement","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41460","ROCKVILLE","20852","2021-07-20T00:00:00.000","2021-08-26T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41458","SILVER SPRING","20906","2021-07-20T00:00:00.000","2021-08-23T00:00:00.000","OLTA-TMF","Harassment","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41457","CHEVY CHASE","20815","2021-07-19T00:00:00.000","2021-09-10T00:00:00.000","OLTA-TMF","Ratio Utility Billing","Acceptable explanation","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41454","GAITHERSBURG","20877","2021-07-19T00:00:00.000","2021-08-23T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Complaint noted for the record","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"41456","BETHESDA","20816","2021-07-19T00:00:00.000","2022-06-14T00:00:00.000","OLTA-TMF","Security Deposit","Complaint withdrawn","
BETHESDA,  20816
(38.958638, -77.115455)"
"41455","SILVER SPRING","20901","2021-07-19T00:00:00.000","2021-08-02T00:00:00.000","OLTA-TMF","Security Deposit","Other- no communication from tenant","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41450","ROCKVILLE","20852","2021-07-16T00:00:00.000","2021-09-02T00:00:00.000","OLTA-TSF","Rent Increase","Refund/Rent Credit","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41453","ROCKVILLE","20852","2021-07-16T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint noted for the record","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41452","BETHESDA","20817","2021-07-16T00:00:00.000","2022-04-13T00:00:00.000","OLTA-TSF","Fee","Referred to a MD State Government agency","
BETHESDA,  20817
(38.998099, -77.143306)"
"41451","SILVER SPRING","20906","2021-07-16T00:00:00.000","2021-08-02T00:00:00.000","OLTA-LSF","Maintenance- General","Complaint withdrawn","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41448","CLARKSBURG","20871","2021-07-14T00:00:00.000","2022-03-14T00:00:00.000","OLTA-TMF","Maintenance- General","Acceptable explanation","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41449","SILVER SPRING","20904","2021-07-14T00:00:00.000","2021-12-21T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Referred to a MD State Government agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41446","GERMANTOWN","20874","2021-07-13T00:00:00.000","2021-07-13T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41447","SILVER SPRING","20906","2021-07-13T00:00:00.000","2022-01-31T00:00:00.000","OLTA-TMF","Fee","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41443","SILVER SPRING","20904","2021-07-12T00:00:00.000","2021-08-30T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Refer to Code Enforcement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41445","SILVER SPRING","20906","2021-07-12T00:00:00.000","2021-12-03T00:00:00.000","OLTA-TMF","Quit and Vacate","Lease provision honored","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41441","BETHESDA","20817","2021-07-12T00:00:00.000","2021-07-12T00:00:00.000","OLTA-TSF","Security Deposit","Complaint noted for the record","
BETHESDA,  20817
(38.998099, -77.143306)"
"41442","MONTGOMERY VILLAGE","20886","2021-07-12T00:00:00.000","2022-03-14T00:00:00.000","OLTA-TMF","Lease Agreement","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41440","CLARKSBURG","20871","2021-07-12T00:00:00.000","2021-07-20T00:00:00.000","OLTA-LSF","Security Deposit","Complaint withdrawn","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"41444","SILVER SPRING","20901","2021-07-12T00:00:00.000","2021-07-14T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Refer to Code Enforcement","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41436","SILVER SPRING","20901","2021-07-08T00:00:00.000","2021-07-19T00:00:00.000","OLTA-LSF","Maintenance- General","Service performed or corrected","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41439","SILVER SPRING","20904","2021-07-08T00:00:00.000","2021-09-02T00:00:00.000","OLTA-LMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41437","CHEVY CHASE","20815","2021-07-08T00:00:00.000","2021-07-19T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41438","SILVER SPRING","20902","2021-07-08T00:00:00.000","2021-10-12T00:00:00.000","OLTA-TMF","Parking","Referred to a Montgomery County Agency","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"41433","CHEVY CHASE","20815","2021-07-02T00:00:00.000","2021-07-15T00:00:00.000","OLTA-TMF","Maintenance - Infestation","Acceptable explanation","
CHEVY CHASE,  20815
(38.982537, -77.079131)"
"41434","SILVER SPRING","20906","2021-07-02T00:00:00.000","2021-10-07T00:00:00.000","OLTA-TSF","Rent Increase","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41432","ROCKVILLE","20852","2021-06-30T00:00:00.000","2021-07-14T00:00:00.000","OLTA-TMF","Lease Agreement","Complaint withdrawn","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41429","MONTGOMERY VILLAGE","20886","2021-06-30T00:00:00.000","2022-02-01T00:00:00.000","OLTA-TSF","Security Deposit","No jurisdiction","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41430","SILVER SPRING","20906","2021-06-30T00:00:00.000","2021-10-19T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Acceptable explanation","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41431","SILVER SPRING","20903","2021-06-30T00:00:00.000","2021-07-14T00:00:00.000","OLTA-TMF","Rent Payment History","Referred to a Montgomery County Agency","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"41428","SILVER SPRING","20904","2021-06-28T00:00:00.000","2021-09-28T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41425","SILVER SPRING","20910","2021-06-28T00:00:00.000","2021-08-21T00:00:00.000","OLTA-TMF","Fee","Refund/Rent Credit","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"41427","ROCKVILLE","20855","2021-06-28T00:00:00.000","2021-10-05T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"41426","BETHESDA","20816","2021-06-28T00:00:00.000","2021-09-08T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
BETHESDA,  20816
(38.958638, -77.115455)"
"41423","SILVER SPRING","20904","2021-06-25T00:00:00.000","2021-07-21T00:00:00.000","OLTA-TMF","Maintenance - Air Conditioning","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41422","MONTGOMERY VILLAGE","20886","2021-06-25T00:00:00.000","2021-07-20T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Acceptable explanation","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"41424","DAMASCUS","20872","2021-06-25T00:00:00.000","2021-11-22T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Other- no communication from tenant","
DAMASCUS,  20872
(39.282424, -77.213985)"
"41421","ROCKVILLE","20852","2021-06-24T00:00:00.000","2021-07-26T00:00:00.000","OLTA-TMF","Lease Agreement","Acceptable explanation","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"41420","SILVER SPRING","20904","2021-06-24T00:00:00.000","2021-09-03T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"41419","KENSINGTON","20895","2021-06-22T00:00:00.000","2022-08-17T00:00:00.000","OLTA-TSF","Maintenance- General","Complaint noted for the record","
KENSINGTON,  20895
(39.027698, -77.077422)"
"41417","SILVER SPRING","20906","2021-06-22T00:00:00.000","2021-10-14T00:00:00.000","OLTA-TSF","Harassment","Other- no communication from tenant","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"41418","GERMANTOWN","20874","2021-06-22T00:00:00.000","2021-11-15T00:00:00.000","OLTA-LSF","Lease Agreement-Early Termination","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"41416","SILVER SPRING","20901","2021-06-22T00:00:00.000","2021-07-22T00:00:00.000","OLTA-TSF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"41414","ROCKVILLE","20852","2021-06-21T00:00:00.000","2022-05-10T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
ROCKVILLE,  20852
(39.050009, -77.125351)"
