Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities
05/17/2016,05/17/2016,Morning Light Court,Gaithersburg,MD,20878,Inquiry,1,,,,,,,,,,,,Complaint,"Morning Light Court
Gaithersburg, MD 20878",,,,,
05/17/2016,05/17/2016,Wayridge Way,Montgomery Village,MD,20886,Inquiry,1,,,,,,,,,,,,Complaint,"Wayridge Way
Montgomery Village, MD 20886",,,,,
05/17/2016,05/17/2016,Bel Pre Road,Silver Spring,MD,20906,Comcast,,,1,,,,,,,,,,Complaint,"Bel Pre Road
Silver Spring, MD 20906",,,,,
05/17/2016,05/17/2016,Republic Road,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Republic Road
Silver Spring, MD 20902",,,,,
05/17/2016,06/21/2016,Maryland Avenue,Bethesda,MD,20816,Verizon,,,,,,,,,,,1,,Complaint,"Maryland Avenue
Bethesda, MD 20816",,,,,
05/18/2016,05/19/2016,Twin Valley Court,Silver Spring,MD,20906,Verizon,,,1,,,,,,,,1,,Complaint,"Twin Valley Court
Silver Spring, MD 20906",,,,,
05/19/2016,05/19/2016,Spates Hill Road,Poolesville,MD,20837,Inquiry,1,,,,,,,,,,,,Complaint,"Spates Hill Road
Poolesville, MD 20837",,,,,
05/19/2016,06/01/2016,Tucker Lane,Ashton,MD,20861,Comcast,,,,,,,,,,1,,,Complaint,"Tucker Lane
Ashton, MD 20861",,,,,
05/19/2016,05/19/2016,Goldsborough Drive,Rockville,MD,20850,Inquiry,1,,,,,,,,,,,,Complaint,"Goldsborough Drive
Rockville, MD 20850",,,,,
05/19/2016,05/25/2016,Oak Shade Road,Gaithersburg,MD,20878,Comcast,,,,,,,,,,1,,,Complaint,"Oak Shade Road
Gaithersburg, MD 20878",,,,,
05/19/2016,06/07/2016,Chisholm Landing Court,Gaithersburg,MD,20878,Verizon,,,,,,,,,,1,,,Complaint,"Chisholm Landing Court
Gaithersburg, MD 20878",,,,,
05/19/2016,05/19/2016,Midland Road,Silver Spring,MD,20904,Verizon,,1,,,,,,,,,,,Complaint,"Midland Road
Silver Spring, MD 20904",,,,,
05/19/2016,05/19/2016,Bel Pre Road,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Bel Pre Road
Silver Spring, MD 20906",,,,,
05/19/2016,05/24/2016,Chapman Avenue,Rockville,MD,20852,Comcast,,,,,1,,,,,,,,Complaint,"Chapman Avenue
Rockville, MD 20852",,,,,
05/19/2016,05/23/2016,Zinnia Circle,Germantown,MD,20876,Verizon,1,,,,,,1,,,,,,Complaint,"Zinnia Circle
Germantown, MD 20876",,,,,
05/20/2016,05/23/2016,Kelso Terrace,Gaithersburg,MD,20877,Comcast,,,,,,,,,,1,,,Complaint,"Kelso Terrace
Gaithersburg, MD 20877",,,,,
05/20/2016,05/26/2016,Alberti Drive,Silver Spring,MD,20902,RCN,,1,1,,1,,,,,,1,,Complaint,"Alberti Drive
Silver Spring, MD 20902",,,,,
05/20/2016,06/27/2016,Belfast Road,Potomac,MD,20854,Verizon,,,,,,,,,,1,,,Complaint,"Belfast Road
Potomac, MD 20854",,,,,
05/20/2016,05/31/2016,Cedar Ridge Drive,Potomac,MD,20854,Verizon,,,,,,,,,,1,,,Complaint,"Cedar Ridge Drive
Potomac, MD 20854",,,,,
05/20/2016,05/24/2016,Princess Anne Drive,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Princess Anne Drive
Olney, MD 20832",,,,,
05/20/2016,05/21/2016,King Lear Court,Silver Spring,MD,20906,Verizon,,,1,,,,,,,,,,Complaint,"King Lear Court
Silver Spring, MD 20906",,,,,
05/23/2016,05/25/2016,Leland Street,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Leland Street
Chevy Chase, MD 20815",,,,,
05/23/2016,06/03/2016,Gainsboro Road,Rockville,MD,20851,Verizon,,,,,,,,,,,1,,Complaint,"Gainsboro Road
Rockville, MD 20851",,,,,
05/23/2016,05/25/2016,Vale Street,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Vale Street
Chevy Chase, MD 20815",,,,,
05/23/2016,05/25/2016,Clopper Road,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Clopper Road
Gaithersburg, MD 20878",,,,,
05/23/2016,05/31/2016,Seminary Road,Silver Spring,MD,20910,Verizon,1,,,,,,,,,,,,Complaint,"Seminary Road
Silver Spring, MD 20910",,,,,
05/24/2016,05/24/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/24/2016,05/24/2016,Dairymaid Drive,Germantown,MD,20874,Inquiry,,,,,,,,,,1,,,Complaint,"Dairymaid Drive
Germantown, MD 20874",,,,,
05/24/2016,05/30/2016,Belfast Road,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Belfast Road
Potomac, MD 20854",,,,,
05/25/2016,05/27/2016,Hartsbourne Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Hartsbourne Drive
Germantown, MD 20874",,,,,
05/25/2016,05/25/2016,Weeping Willow Court,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Weeping Willow Court
Silver Spring, MD 20906",,,,,
05/25/2016,05/26/2016,Bonnywood Lane,Silver Spring,MD,20902,RCN,,1,,,,,,,,,,,Complaint,"Bonnywood Lane
Silver Spring, MD 20902",,,,,
05/25/2016,05/27/2016,Brassie Place,Montgomery Village,MD,20886,Inquiry,1,,,,,,,,,,,,Complaint,"Brassie Place
Montgomery Village, MD 20886",,,,,
05/25/2016,06/03/2016,Kentsdale Drive,Potomac,MD,20854,Verizon,,,,,,,,,,1,,,Complaint,"Kentsdale Drive
Potomac, MD 20854",,,,,
05/26/2016,05/26/2016,,,MD,,Comcast,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
05/26/2016,06/04/2016,Battery Place,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Battery Place
Bethesda, MD 20814",,,,,
05/26/2016,05/26/2016,Marmary Road,Gaithersburg,MD,20878,Comcast,,1,,,,,,,,,,,Complaint,"Marmary Road
Gaithersburg, MD 20878",,,,,
05/26/2016,06/10/2016,Rockville Pike,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
05/26/2016,06/06/2016,Rockville Pike,Rockville,MD,20852,Comcast,,,,,,,,,,,1,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
05/26/2016,05/27/2016,Port Haven Place,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Port Haven Place
Germantown, MD 20874",,,,,
05/26/2016,05/31/2016,Cattail Road,Poolesville,MD,20837,Comcast,,,,,,,,,1,,,,Complaint,"Cattail Road
Poolesville, MD 20837",,,,,
06/01/2016,06/13/2016,Ascot Square Court,Boyds,MD,20841,Verizon,,,,,,,,,,1,,,Complaint,"Ascot Square Court
Boyds, MD 20841",,,,,
06/01/2016,06/07/2016,Woodcutter Circle,Germantown,MD,20876,Comcast,,,,,1,,,,,,,,Complaint,"Woodcutter Circle
Germantown, MD 20876",,,,,
06/01/2016,06/06/2016,Maple Avenue,Takoma Park,MD,20912,Verizon,,,,,,,,,,,1,,Complaint,"Maple Avenue
Takoma Park, MD 20912",,,,,
06/01/2016,06/03/2016,,,MD,,Comcast,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/01/2016,06/17/2016,Pooks Hill Road,Bethesda,MD,20814,Verizon,,,,,,,,1,,,,,Complaint,"Pooks Hill Road
Bethesda, MD 20814",,,,,
06/02/2016,06/06/2016,Rainbow View Terrace,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Rainbow View Terrace
Montgomery Village, MD 20886",,,,,
06/02/2016,06/09/2016,,,MD,,Comcast,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/02/2016,06/03/2016,Morgan Drive,Chevy Chase,MD,20815,RCN,,,,,,,,1,,,,,Complaint,"Morgan Drive
Chevy Chase, MD 20815",,,,,
06/02/2016,06/06/2016,Blackburn Lane,Burtonsville,MD,20866,Verizon,1,,,,,,,,,,,,Complaint,"Blackburn Lane
Burtonsville, MD 20866",,,,,
06/02/2016,06/08/2016,Damascus Road,Gaithersburg,MD,20882,Verizon,,,,,,,,,,,,,Complaint,"Damascus Road
Gaithersburg, MD 20882",,,,,
06/03/2016,06/03/2016,,,MD,,Inquiry,,,,,,,,,,,,1,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/03/2016,06/03/2016,N Leisure World Blvd,Silver Spring,MD,20906,Inquiry,1,,,,,,,,,,,,Complaint,"N Leisure World Blvd
Silver Spring, MD 20906",,,,,
06/03/2016,06/08/2016,Vandever Court,Brookeville,MD,20833,Verizon,,,,,,,,,,,1,,Complaint,"Vandever Court
Brookeville, MD 20833",,,,,
06/03/2016,06/03/2016,Kipling Road,Rockville,MD,20855,Inquiry,,,,,,,,,,1,,,Complaint,"Kipling Road
Rockville, MD 20855",,,,,
06/03/2016,06/07/2016,Neerwinder Court,Germantown,MD,20874,Comcast,1,1,,,,,,,,,,,Complaint,"Neerwinder Court
Germantown, MD 20874",,,,,
06/06/2016,06/13/2016,Marble Arch Way,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Marble Arch Way
Silver Spring, MD 20906",,,,,
06/06/2016,06/13/2016,Filbert Terrace,Gaithersburg,MD,20879,Verizon,,1,,,,,,,,,,,Complaint,"Filbert Terrace
Gaithersburg, MD 20879",,,,,
06/06/2016,06/06/2016,N Park Avenue,Chevy Chase,MD,20815,Inquiry,1,,,,,,,,,,,,Complaint,"N Park Avenue
Chevy Chase, MD 20815",,,,,
06/06/2016,06/13/2016,Hummingbird Terrace,Gaithersburg,MD,20879,Comcast,,,,,1,,,,,,,,Complaint,"Hummingbird Terrace
Gaithersburg, MD 20879",,,,,
06/06/2016,06/10/2016,Sprinklewood Lane,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Sprinklewood Lane
Potomac, MD 20854",,,,,
06/07/2016,06/07/2016,Mertford Street,Kensington,MD,20895,Inquiry,1,,,,,,,,,,,,Complaint,"Mertford Street
Kensington, MD 20895",,,,,
06/07/2016,06/22/2016,Overton Lane,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Overton Lane
Silver Spring, MD 20904",,,,,
06/07/2016,06/13/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/08/2016,06/20/2016,Mississippi Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Mississippi Avenue
Silver Spring, MD 20910",,,,,
06/08/2016,06/10/2016,Arbor View Road,Silver Spring,MD,20902,Verizon,,,,,,,1,,,,,,Complaint,"Arbor View Road
Silver Spring, MD 20902",,,,,
06/08/2016,06/08/2016,Uppingham Street,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Uppingham Street
Chevy Chase, MD 20815",,,,,
06/08/2016,06/08/2016,Muirfield Drive,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Muirfield Drive
Potomac, MD 20854",,,,,
06/08/2016,06/13/2016,Mobley Farm Drive,Gaithersburg,MD,20882,Comcast,1,,,,,,,,,,,,Complaint,"Mobley Farm Drive
Gaithersburg, MD 20882",,,,,
06/08/2016,06/09/2016,Pyrite Lane,Brookeville,MD,20833,Comcast,,1,,1,,,,,,,,,Complaint,"Pyrite Lane
Brookeville, MD 20833",,,,,
06/09/2016,06/13/2016,Cedar Creek Lane,Silver Spring,MD,20904,Comcast,,,,,,,,,,1,,,Complaint,"Cedar Creek Lane
Silver Spring, MD 20904",,,,,
06/09/2016,06/10/2016,Harper's Way,Frederick,MD,21702,Comcast,,,1,,,,,,,,,,Complaint,"Harper's Way
Frederick, MD 21702",,,,,
06/09/2016,06/12/2016,Split Rock Lane,Germantown,MD,20874,Comcast,,,,,1,,,,,,,,Complaint,"Split Rock Lane
Germantown, MD 20874",,,,,
06/10/2016,06/10/2016,Apple Harvest Circle,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Apple Harvest Circle
Germantown, MD 20876",,,,,
06/10/2016,06/15/2016,Sesame Seed Court,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Sesame Seed Court
Germantown, MD 20874",,,,,
06/10/2016,06/17/2016,Ballard Street,Silver Spring,MD,20910,Verizon,,,,,,,,,,1,,,Complaint,"Ballard Street
Silver Spring, MD 20910",,,,,
06/10/2016,06/13/2016,Docena Court,Montgomery Village,MD,20886,Comcast,,,,,1,,,,,,,,Complaint,"Docena Court
Montgomery Village, MD 20886",,,,,
06/13/2016,06/20/2016,Kemper Street,Rockville,MD,20853,Comcast,,,,,,,,1,,,,,Complaint,"Kemper Street
Rockville, MD 20853",,,,,
06/13/2016,06/21/2016,Mica Drive,Silver Spring,MD,20904,Comcast,,,,,,,,,,1,,,Complaint,"Mica Drive
Silver Spring, MD 20904",,,,,
06/14/2016,06/14/2016,Woodland Road,Gaithersburg,MD,20877,Comcast,1,,,,,,,,,,,,Complaint,"Woodland Road
Gaithersburg, MD 20877",,,,,
06/14/2016,06/14/2016,Fishers Lane,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Fishers Lane
Rockville, MD 20852",,,,,
06/15/2016,06/20/2016,Mustang Hill Lane,Gaithersburg,MD,20878,Verizon,,,,,,,,,,1,,,Complaint,"Mustang Hill Lane
Gaithersburg, MD 20878",,,,,
06/15/2016,06/24/2016,Hummingbird Terrace,Gaithersburg,MD,20879,Verizon,1,,,,,,,,,,,,Complaint,"Hummingbird Terrace
Gaithersburg, MD 20879",,,,,
06/15/2016,06/15/2016,Monticello Avenue,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Monticello Avenue
Silver Spring, MD 20902",,,,,
06/15/2016,06/15/2016,Longhorn Crescent,Rockville,MD,20850,Comcast,,,,,,,1,,,,,,Complaint,"Longhorn Crescent
Rockville, MD 20850",,,,,
06/15/2016,06/26/2016,Sweetgum Circle,Germantown,MD,20874,Comcast,,,,,,,1,,,,,,Complaint,"Sweetgum Circle
Germantown, MD 20874",,,,,
06/15/2016,06/21/2016,Midvale Road,Kensington,MD,20895,Verizon,,,,,,,,,,,,1,Complaint,"Midvale Road
Kensington, MD 20895",,,,,
06/15/2016,06/17/2016,Cottage Garden Drive,Germantown,MD,20874,Comcast,,,,,1,,,,,,,,Complaint,"Cottage Garden Drive
Germantown, MD 20874",,,,,
06/16/2016,06/27/2016,Weatheroak Drive,Olney,MD,20832,Verizon,,,,,1,,,,,,,,Complaint,"Weatheroak Drive
Olney, MD 20832",,,,,
06/16/2016,06/29/2016,Bear Creek Drive,Boyds,MD,20841,Comcast,,,,,,,,,,1,,,Complaint,"Bear Creek Drive
Boyds, MD 20841",,,,,
06/16/2016,06/21/2016,Olney Laytonsville Road,Gaithersburg,MD,20882,Comcast,1,,,,,,,,,,,,Complaint,"Olney Laytonsville Road
Gaithersburg, MD 20882",,,,,
06/16/2016,07/13/2016,Pine Orchard Drive,Silver Spring,MD,20906,Comcast,,,,,1,,,,,,,,Complaint,"Pine Orchard Drive
Silver Spring, MD 20906",,,,,
06/16/2016,06/21/2016,Fitzhugh Lane,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Fitzhugh Lane
Silver Spring, MD 20906",,,,,
06/16/2016,06/16/2016,Stoney Bottom Road,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Stoney Bottom Road
Germantown, MD 20874",,,,,
06/16/2016,06/21/2016,Lakeside Overlook,Rockville,MD,20850,Verizon,,,,,,,,1,,,,,Complaint,"Lakeside Overlook
Rockville, MD 20850",,,,,
06/17/2016,06/17/2016,Tuckerman Lane,Potomac,MD,20854,Inquiry,,,,,,1,,,,,,,Complaint,"Tuckerman Lane
Potomac, MD 20854",,,,,
06/17/2016,06/27/2016,Bonsal Lane,Silver Spring,MD,20906,Comcast,,,,,,,1,,,,,,Complaint,"Bonsal Lane
Silver Spring, MD 20906",,,,,
06/17/2016,06/17/2016,Foal Lane,Gaithersburg,MD,20878,Comcast,,,,,,,,,,1,,,Complaint,"Foal Lane
Gaithersburg, MD 20878",,,,,
06/17/2016,06/24/2016,,,MD,,RCN,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/17/2016,06/29/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/20/2016,06/24/2016,Connecticut Avenue,Chevy Chase,MD,20815,Comcast,,,,,,,,,,,,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815",,,,,
06/20/2016,06/28/2016,Garden Grove Way,Laytonsville,MD,20882,Comcast,,1,,,,,,,,,,,Complaint,"Garden Grove Way
Laytonsville, MD 20882",,,,,
06/20/2016,06/22/2016,Reading Road,Silver Spring,MD,20901,Verizon,,1,,,,,,,,,,,Complaint,"Reading Road
Silver Spring, MD 20901",,,,,
06/20/2016,06/22/2016,Oyster Bay Way,Montgomery Village,MD,20886,Verizon,,,,,,,,,,1,,,Complaint,"Oyster Bay Way
Montgomery Village, MD 20886",,,,,
06/21/2016,06/28/2016,Luxemburg Street,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Luxemburg Street
Rockville, MD 20852",,,,,
06/21/2016,06/21/2016,Angela Court,Damascus,MD,20872,Comcast,,,,,,,,,,1,,,Complaint,"Angela Court
Damascus, MD 20872",,,,,
06/21/2016,06/27/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
06/22/2016,06/27/2016,Normandy Drive,Silver Spring,MD,20901,Verizon,,,,,,,,,,1,,,Complaint,"Normandy Drive
Silver Spring, MD 20901",,,,,
06/22/2016,06/24/2016,Rockville Pike,Rockville,MD,20852,Comcast,,,1,,,,,,,,1,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
06/22/2016,07/19/2016,Peach Crest Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Peach Crest Drive
Germantown, MD 20874",,,,,
06/22/2016,07/04/2016,Dresden Street,Kensington,MD,20895,Comcast,,,1,,,,,,,,,,Complaint,"Dresden Street
Kensington, MD 20895",,,,,
06/23/2016,12/31/2016,Valley Road,Bethesda,MD,20817,Comcast,,,,,1,,,,,,,,Complaint,"Valley Road
Bethesda, MD 20817",,,,,
06/23/2016,06/27/2016,Heathfield Road,Rockville,MD,20853,Comcast,,,,,,,,,,,,1,Complaint,"Heathfield Road
Rockville, MD 20853",,,,,
06/23/2016,07/11/2016,Park Potomac Avenue,Potomac,MD,20854,Verizon,,1,,,,,,1,,,,,Complaint,"Park Potomac Avenue
Potomac, MD 20854",,,,,
06/23/2016,06/24/2016,Stonebridge View Drive,Gaithersburg,MD,20878,Inquiry,,,,,,1,,,,,,,Complaint,"Stonebridge View Drive
Gaithersburg, MD 20878",,,,,
06/24/2016,06/27/2016,University Blvd,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"University Blvd
Silver Spring, MD 20902",,,,,
06/24/2016,06/27/2016,Wexford Drive,Kensington,MD,20895,Verizon,1,,,,,,,,,,,,Complaint,"Wexford Drive
Kensington, MD 20895",,,,,
06/24/2016,06/24/2016,Monticello Avenue,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Monticello Avenue
Silver Spring, MD 20902",,,,,
06/24/2016,07/05/2016,River Falls Drive,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"River Falls Drive
Potomac, MD 20854",,,,,
06/24/2016,06/27/2016,Sage Way,Germantown,MD,20874,Verizon,,,,,,,,,,1,,,Complaint,"Sage Way
Germantown, MD 20874",,,,,
06/24/2016,07/18/2016,Pooks Hill Road,Bethesda,MD,20814,Verizon,,,,,,,,,,,1,,Complaint,"Pooks Hill Road
Bethesda, MD 20814",,,,,
06/24/2016,06/28/2016,Black Hill Road,Boyds,MD,20841,Verizon,,,,,,,,,,1,,,Complaint,"Black Hill Road
Boyds, MD 20841",,,,,
06/27/2016,06/29/2016,Lanier Drive,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Lanier Drive
Silver Spring, MD 20910",,,,,
06/27/2016,07/04/2016,Esworthy Road,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Esworthy Road
Germantown, MD 20874",,,,,
06/27/2016,06/28/2016,Oak Leaf Drive,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Oak Leaf Drive
Silver Spring, MD 20901",,,,,
06/27/2016,06/29/2016,Millcrest Terrace,Derwood,MD,20855,Verizon,,,,,,,,,,1,,,Complaint,"Millcrest Terrace
Derwood, MD 20855",,,,,
06/28/2016,07/06/2016,Beacon Road,Silver Spring,MD,20903,Comcast,1,,,,,,,,,,,,Complaint,"Beacon Road
Silver Spring, MD 20903",,,,,
06/28/2016,06/30/2016,Maple Avenue,Rockville,MD,20851,Verizon,,,,,,,,,,1,,,Complaint,"Maple Avenue
Rockville, MD 20851",,,,,
06/28/2016,06/30/2016,Vandalia Drive,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Vandalia Drive
Rockville, MD 20853",,,,,
06/29/2016,07/05/2016,Infield Court,Rockville,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Infield Court
Rockville, MD 20854",,,,,
06/29/2016,06/29/2016,Cross River Court,Burtonsville,MD,20866,Verizon,,,1,,,,,,,,,,Complaint,"Cross River Court
Burtonsville, MD 20866",,,,,
06/29/2016,06/29/2016,Baker Drive,Silver Spring,MD,20904,Verizon,,,,,,,,,,,,1,Complaint,"Baker Drive
Silver Spring, MD 20904",,,,,
06/29/2016,06/29/2016,Island Creek Court,Silver Spring,MD,20906,Comcast,,,,,,,,,,,,1,Complaint,"Island Creek Court
Silver Spring, MD 20906",,,,,
06/30/2016,07/06/2016,North Westland Drive,Gaithersburg,MD,20877,Comcast,,,,,,,,,,1,,,Complaint,"North Westland Drive
Gaithersburg, MD 20877",,,,,
06/30/2016,06/30/2016,John Carroll Drive,Olney,MD,20832,Inquiry,1,,,,,,,,,,,,Complaint,"John Carroll Drive
Olney, MD 20832",,,,,
06/30/2016,07/01/2016,Meander Cove Drive,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Meander Cove Drive
Germantown, MD 20874",,,,,
06/30/2016,07/12/2016,Estelle Terrace,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Estelle Terrace
Silver Spring, MD 20906",,,,,
06/30/2016,07/22/2016,W Argyle Street,Rockville,MD,20850,Verizon,1,,,,,,,,,,,,Complaint,"W Argyle Street
Rockville, MD 20850",,,,,
07/01/2016,07/05/2016,Royal Dominion Drive,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Royal Dominion Drive
Bethesda, MD 20817",,,,,
07/01/2016,07/12/2016,Turnberry Drive,Potomac,MD,20854,Verizon,,,,,,,,,,1,,,Complaint,"Turnberry Drive
Potomac, MD 20854",,,,,
07/01/2016,07/01/2016,Pommel Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Pommel Drive
Rockville, MD 20850",,,,,
07/01/2016,07/01/2016,Woodbine Street,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Woodbine Street
Chevy Chase, MD 20815",,,,,
07/05/2016,07/08/2016,Bethayres Road,Rockville,MD,20855,Verizon,1,,,,,,,,,,,,Complaint,"Bethayres Road
Rockville, MD 20855",,,,,
07/05/2016,07/05/2016,,,MD,,Inquiry,,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
07/06/2016,07/14/2016,Watts Mine Terrace,Potomac,MD,20854,Verizon,,,,,,,,,,1,,,Complaint,"Watts Mine Terrace
Potomac, MD 20854",,,,,
07/06/2016,07/08/2016,Watts Mine Terrace,Potomac,MD,20854,Comcast,,,,,,,,,,1,,,Complaint,"Watts Mine Terrace
Potomac, MD 20854",,,,,
07/06/2016,07/07/2016,Tygart Court,Gaithersburg,MD,20879,Comcast,1,,,,,,,,,,,,Complaint,"Tygart Court
Gaithersburg, MD 20879",,,,,
07/07/2016,07/08/2016,Brundidge Terrace,Germantown,MD,20876,Verizon,1,,,,,,,,,,,,Complaint,"Brundidge Terrace
Germantown, MD 20876",,,,,
07/07/2016,07/12/2016,Walnut Wood Lane,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Walnut Wood Lane
Germantown, MD 20874",,,,,
07/07/2016,07/12/2016,Rickover Road,Silver Spring,MD,20902,Comcast,1,,,,,,,,,,,,Complaint,"Rickover Road
Silver Spring, MD 20902",,,,,
07/07/2016,07/11/2016,White Pillar Terrace,Gaithersburg,MD,20882,Comcast,,,,,,,,,,1,,,Complaint,"White Pillar Terrace
Gaithersburg, MD 20882",,,,,
07/08/2016,07/08/2016,Democracy Blvd,Bethesda,MD,20817,Inquiry,1,,,,,,,,,,,,Complaint,"Democracy Blvd
Bethesda, MD 20817",,,,,
07/08/2016,08/11/2016,Phoebe Way,Gaithersburg,MD,20879,Verizon,,,1,,,,,,,,1,,Complaint,"Phoebe Way
Gaithersburg, MD 20879",,,,,
07/08/2016,07/08/2016,Ivywood Court,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Ivywood Court
Silver Spring, MD 20904",,,,,
07/08/2016,07/11/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
07/11/2016,07/12/2016,Gorman Circle,Boyds,MD,20841,Verizon,1,,,,,,,,,,,,Complaint,"Gorman Circle
Boyds, MD 20841",,,,,
07/11/2016,07/14/2016,Uptown Street,Gaithersburg,MD,20878,Verizon,1,,,,,,,,,,,,Complaint,"Uptown Street
Gaithersburg, MD 20878",,,,,
07/11/2016,07/11/2016,Old Baltimore Road,Olney,MD,20832,Inquiry,1,,,,,,,,,,,,Complaint,"Old Baltimore Road
Olney, MD 20832",,,,,
07/11/2016,07/11/2016,Willard Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Willard Avenue
Chevy Chase, MD 20815",,,,,
07/11/2016,07/14/2016,Christopher Avenue,Gaithersburg,MD,20879,Comcast,,,,,,,1,,,,,,Complaint,"Christopher Avenue
Gaithersburg, MD 20879",,,,,
07/11/2016,07/13/2016,Westlake Drive,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Westlake Drive
Bethesda, MD 20817",,,,,
07/11/2016,07/19/2016,Spiceberry Lane,Gaithersburg,MD,20877,Comcast,,,1,,,,,,,,1,,Complaint,"Spiceberry Lane
Gaithersburg, MD 20877",,,,,
07/11/2016,07/14/2016,Brewer House Circle,Rockville,MD,20852,Comcast,,,,,,,,1,,,,,Complaint,"Brewer House Circle
Rockville, MD 20852",,,,,
07/12/2016,07/12/2016,,Germantown,MD,,Inquiry,,1,,,,,,,,,,,Complaint,"Germantown, MD
(39.176944, -77.270161)",2,2,39,39,1
07/12/2016,07/18/2016,,,MD,20878,Comcast,,,,,,,,,,1,,,Complaint,"MD 20878
(39.114215, -77.239673)",3,3,36,33,21
