"name","month","quarter","year","filing_frequency","due_date","taxable_amount","tax_due","interest","penalty","total_amount_due"
"RGALTD T/A Comfort Inn","8",,"2021","M","2021-09-30T00:00:00.000","248577.14","17400.39","0","0","17400.39"
"BW RRI III","8",,"2021","M","2021-09-30T00:00:00.000","268800.41","18816.02","0","0","18816.02"
"Holiday Inn Express Germantown","8",,"2021","M","2021-09-30T00:00:00.000","291194.41","20383.6","0","0","20383.6"
"Hampton Inn & Suites","8",,"2021","M","2021-09-30T00:00:00.000","239891.4","16792.39","0","0","16792.39"
"Doubletree Hotel","8",,"2021","M","2021-09-30T00:00:00.000","269415.42","18859.07","0","0","18859.07"
"Airbnb Inc","8",,"2021","M","2021-09-30T00:00:00.000","821353.32","57494.73","0","0","57494.73"
"Churchill Corporate Services Inc","8",,"2021","M","2021-09-30T00:00:00.000","7020","491.4","0","0","491.4"
"Bedford Court","8",,"2021","M","2021-09-30T00:00:00.000","360","25.2","0","0","25.2"
"EXTENDED STAY AMERICA #2528","8",,"2021","M","2021-09-30T00:00:00.000","97503","6825.21","0","0","6825.21"
"Bethesda North Marriott Hotel & Conference Center #337V9","8",,"2021","M","2021-09-30T00:00:00.000","526097.57","36826.82","0","0","36826.82"
"Priceline.com LLC","8",,"2021","M","2021-09-30T00:00:00.000","59351.78","4154.62","0","0","4154.62"
"Courtyard by Marriott Bethesda/Chevy Chase","8",,"2021","M","2021-09-30T00:00:00.000","493149.04","34520.43","0","0","34520.43"
"Aramark Sports & Entertainment Services, LLC","8",,"2021","M","2021-09-30T00:00:00.000","84683","5927.81","0","0","5927.81"
"Hampton Inn Silver Spring","8",,"2021","M","2021-09-30T00:00:00.000","230251.6","16117.61","0","0","16117.61"
"Canopy by Hilton-Washington DC-North Bethesda","8",,"2021","M","2021-09-30T00:00:00.000","456968","31987.76","0","0","31987.76"
"Congressional Country Club","8",,"2021","M","2021-09-30T00:00:00.000","65443.2","4581.02","0","0","4581.02"
"Global Serviced Apartments LLC","8",,"2021","M","2021-09-30T00:00:00.000","1442.92","101","0","0","101"
"Tusculum Farm Enterprises, LLC","8",,"2021","M","2021-09-30T00:00:00.000","33826.6","2367.86","0","0","2367.86"
"Sheraton Silver Spring Hotel","8",,"2021","M","2021-09-30T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #9662","8",,"2021","M","2021-09-30T00:00:00.000","101640.46","7114.83","0","0","7114.83"
"GAI Enterprises, LLC. DBA - Motel 6","8",,"2021","M","2021-09-30T00:00:00.000","161288.2","11290.17","0","0","11290.17"
"EXTENDED STAY AMERICA #2529","8",,"2021","M","2021-09-30T00:00:00.000","59370.65","4155.94","0","0","4155.94"
"Hilton Garden Inn Silver Spring","8",,"2021","M","2021-09-30T00:00:00.000","301443.46","21101.04","0","0","21101.04"
"AIL Hospitality LLC dba Radisson Hotel","8",,"2021","M","2021-09-30T00:00:00.000","102311.24","7161.78","0","0","7161.78"
"Hampshire Lodging Inc","8",,"2021","M","2021-09-30T00:00:00.000","223618.17","15653.27","0","0","15653.27"
"Residence Inn by Marriott Bethesda Downtown #57136","8",,"2021","M","2021-09-30T00:00:00.000","568021.57","39761.5","0","0","39761.5"
"Chevy Chase Club","8",,"2021","M","2021-09-30T00:00:00.000","68657.5","4806.02","0","0","4806.02"
"HomeAway.com, Inc.","8",,"2021","M","2021-09-30T00:00:00.000","81744.01","5722.08","0","0","5722.08"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","8",,"2021","M","2021-09-30T00:00:00.000","400776.14","28054.32","0","0","28054.32"
"Residence Inn by Marriott Bethesda Downtown #57136","7",,"2021","M","2021-08-31T00:00:00.000","565158.14","39561.06","0","0","39561.06"
"HomeAway.com, Inc.","7",,"2021","M","2021-08-31T00:00:00.000","75169.7","5261.87","0","0","5261.87"
"Homewood Suites Silver Spring","7",,"2021","M","2021-08-31T00:00:00.000","112984.88","7908.94","0","0","7908.94"
"Priceline.com LLC","7",,"2021","M","2021-08-31T00:00:00.000","54564.75","3819.53","0","0","3819.53"
"Congressional Country Club","7",,"2021","M","2021-08-31T00:00:00.000","72416.5","5069.15","0","0","5069.15"
"EXTENDED STAY AMERICA #2504","7",,"2021","M","2021-08-31T00:00:00.000","99641.14","6974.87","0","0","6974.87"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","7",,"2021","M","2021-08-31T00:00:00.000","477732.86","33441.3","0","0","33441.3"
"Chevy Chase Club","7",,"2021","M","2021-08-31T00:00:00.000","83230","5826.1","0","0","5826.1"
"Courtyard by Marriott - Silver Spring Downtown","7",,"2021","M","2021-08-31T00:00:00.000","355492.36","24884.46","0","0","24884.46"
"BW RRI III","7",,"2021","M","2021-08-31T00:00:00.000","308457.53","21592.02","0","0","21592.02"
"Hotel Tonight, LLC","7",,"2021","M","2021-08-31T00:00:00.000","22827.94","1597.95","0","0","1597.95"
"ELSS LLC","7",,"2021","M","2021-08-31T00:00:00.000","265554","18588.78","0","0","18588.78"
"American Inn Bethesda","7",,"2021","M","2021-08-31T00:00:00.000","92728.29","6490.98","0","0","6490.98"
"EXTENDED STAY AMERICA #9663","7",,"2021","M","2021-08-31T00:00:00.000","113386.67","7937.06","0","0","7937.06"
"Silver Hospitality Inc","7",,"2021","M","2021-08-31T00:00:00.000","160357.88","11225.05","0","0","11225.05"
"RGALTD T/A Comfort Inn","7",,"2021","M","2021-08-31T00:00:00.000","204795.43","14335.68","0","0","14335.68"
"Residence Inn by Marriott Silver Spring #57188","7",,"2021","M","2021-08-31T00:00:00.000","269407.57","18858.52","0","0","18858.52"
"Bethesda North Marriott Hotel & Conference Center #337V9","7",,"2021","M","2021-08-31T00:00:00.000","694663.29","48626.43","0","0","48626.43"
"Bethesda Hotel Associates LLC","7",,"2021","M","2021-08-31T00:00:00.000","451208.88","31584.62","0","0","31584.62"
"Doubletree Hotel","7",,"2021","M","2021-08-31T00:00:00.000","0","0","0","0","0"
"Global Serviced Apartments LLC","7",,"2021","M","2021-08-31T00:00:00.000","23155.38","1620.87","0","0","1620.87"
"Airbnb Inc","7",,"2021","M","2021-08-31T00:00:00.000","963876.62","67471.36","0","0","67471.36"
"Hilton Garden Inn Silver Spring","7",,"2021","M","2021-08-31T00:00:00.000","319568.3","22369.78","0","0","22369.78"
"Sheraton Silver Spring Hotel","7",,"2021","M","2021-08-31T00:00:00.000","132655.62","9285.89","0","0","9285.89"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","7",,"2021","M","2021-08-31T00:00:00.000","927001.86","64890.13","0","0","64890.13"
"BEST WESTERN PLUS ROCKVILLE","7",,"2021","M","2021-08-31T00:00:00.000","176540.2","12357.81","0","0","12357.81"
"Canopy by Hilton-Washington DC-North Bethesda","7",,"2021","M","2021-08-31T00:00:00.000","443338","31033.66","0","0","31033.66"
"Holiday Inn Express Germantown","7",,"2021","M","2021-08-31T00:00:00.000","383172.39","26822.06","0","0","26822.06"
"Hampton Inn & Suites","7",,"2021","M","2021-08-31T00:00:00.000","296294.23","20740.59","0","0","20740.59"
"Duball Rockville LLC dba Cambria Rockville","7",,"2021","M","2021-08-31T00:00:00.000","289225.94","20245.81","0","0","20245.81"
"Aramark Sports & Entertainment Services, LLC","7",,"2021","M","2021-08-31T00:00:00.000","209092","14636.44","0","0","14636.44"
"EXTENDED STAY AMERICA #9662","7",,"2021","M","2021-08-31T00:00:00.000","130019.79","9101.38","0","0","9101.38"
"Tusculum Farm Enterprises, LLC","7",,"2021","M","2021-08-31T00:00:00.000","38012.49","2660.87","0","0","2660.87"
"Hampshire Lodging Inc","7",,"2021","M","2021-08-31T00:00:00.000","234613.33","16422.93","0","0","16422.93"
"Gaithersburg Operator, LLC","7",,"2021","M","2021-08-31T00:00:00.000","553632.32","38754.26","0","0","38754.26"
"Courtyard by Marriott Silver Spring #311F1","7",,"2021","M","2021-08-31T00:00:00.000","203922","14274.54","0","0","14274.54"
"TownePlace Suites at Gaithersburg","7",,"2021","M","2021-08-31T00:00:00.000","167642.15","11734.95","0","0","11734.95"
"Courtyard by Marriott Rockville #311D1","7",,"2021","M","2021-08-31T00:00:00.000","308387.71","21587.13","0","0","21587.13"
"GAI Enterprises, LLC. DBA - Motel 6","7",,"2021","M","2021-08-31T00:00:00.000","166192.46","11633.47","0","0","11633.47"
"DHM Rockville LLC","7",,"2021","M","2021-08-31T00:00:00.000","534630.35","37424.12","0","0","37424.12"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","7",,"2021","M","2021-08-31T00:00:00.000","533490.57","37344.33","0","0","37344.33"
"Bedford Court","7",,"2021","M","2021-08-31T00:00:00.000","0","0","0","0","0"
"AIL Hospitality LLC dba Sleep Inn Hotel","7",,"2021","M","2021-08-31T00:00:00.000","104166.77","7291.67","0","0","7291.67"
"Bethesda Marriott #33728","7",,"2021","M","2021-08-31T00:00:00.000","765917.43","53614.22","0","0","53614.22"
"Fairfield Inn & Suites - Germantown","7",,"2021","M","2021-08-31T00:00:00.000","206433.61","14450.35","0","0","14450.35"
"Bethesda Marriott Suites #337P9","7",,"2021","M","2021-08-31T00:00:00.000","480448","33631.36","0","0","33631.36"
"MAA","7",,"2021","M","2021-08-31T00:00:00.000","0","0","0","0","0"
"Maryland National Capital Park & Planning Commission","7",,"2021","M","2021-08-31T00:00:00.000","3190","223.3","0","0","223.3"
"Rocket Travel Inc.","7",,"2021","M","2021-08-31T00:00:00.000","5038.29","352.68","0","0","352.68"
"LCOF Silver Spring Operating, LLC","7",,"2021","M","2021-08-31T00:00:00.000","23601","1652.07","0","0","1652.07"
"Courtyard by Marriott Bethesda/Chevy Chase","7",,"2021","M","2021-08-31T00:00:00.000","427160.62","29901.24","0","0","29901.24"
"Holiday Inn Gaithersburg","7",,"2021","M","2021-08-31T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #2528","7",,"2021","M","2021-08-31T00:00:00.000","102263.24","7158.42","0","0","7158.42"
"Churchill Corporate Services Inc","7",,"2021","M","2021-08-31T00:00:00.000","0","0","0","0","0"
"SpringHill Suites by Marriott Gaithersburg #196A3","7",,"2021","M","2021-08-31T00:00:00.000","308908.29","21623.58","0","0","21623.58"
"EXTENDED STAY AMERICA #2529","7",,"2021","M","2021-08-31T00:00:00.000","77075.53","5395.28","0","0","5395.28"
"Hampton Inn Silver Spring","7",,"2021","M","2021-08-31T00:00:00.000","301565.83","21109.6","0","0","21109.6"
"AIL Hospitality LLC dba Radisson Hotel","7",,"2021","M","2021-08-31T00:00:00.000","145820.87","10207.46","0","0","10207.46"
"Gaithersburg Marriott Washingtonian Center #337K6","7",,"2021","M","2021-08-31T00:00:00.000","666553.43","46658.74","0","0","46658.74"
"Rockville Hospitality, LLC","7",,"2021","M","2021-08-31T00:00:00.000","320170.68","22411.94","0","0","22411.94"
"AIL Hospitality LLC dba Sleep Inn Hotel","6",,"2021","M","2021-07-31T00:00:00.000","97605.31","6832.37","0","0","6832.37"
"MAA","6",,"2021","M","2021-07-31T00:00:00.000","0","0","0","0","0"
"Congressional Country Club","6",,"2021","M","2021-07-31T00:00:00.000","55271.31","3868.99","0","0","3868.99"
"Gaithersburg Operator, LLC","6",,"2021","M","2021-07-31T00:00:00.000","398095.5","27866.68","0","0","27866.68"
"Bedford Court","6",,"2021","M","2021-07-31T00:00:00.000","0","0","0","0","0"
"Churchill Corporate Services Inc","6",,"2021","M","2021-07-31T00:00:00.000","5421.46","379.5","0","0","379.5"
"BW RRI III","6",,"2021","M","2021-07-31T00:00:00.000","293646.66","20555.26","0","0","20555.26"
"Fairfield Inn & Suites - Germantown","6",,"2021","M","2021-07-31T00:00:00.000","171062.65","11974.38","0","0","11974.38"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","6",,"2021","M","2021-07-31T00:00:00.000","413185.29","28922.97","0","0","28922.97"
"Airbnb Inc","6",,"2021","M","2021-07-31T00:00:00.000","926105.52","64827.38","0","0","64827.38"
"American Inn Bethesda","6",,"2021","M","2021-07-31T00:00:00.000","73310.3","5131.72","0","0","5131.72"
"HomeAway.com, Inc.","6",,"2021","M","2021-07-31T00:00:00.000","76028.85","5322.01","0","0","5322.01"
"Holiday Inn Express Germantown","6",,"2021","M","2021-07-31T00:00:00.000","297054.81","20793.83","0","0","20793.83"
"EXTENDED STAY AMERICA #9662","6",,"2021","M","2021-07-31T00:00:00.000","104180.14","7292.6","0","0","7292.6"
"EXTENDED STAY AMERICA #2529","6",,"2021","M","2021-07-31T00:00:00.000","58917.28","4124.2","0","0","4124.2"
"TripAdvisor LLC","6",,"2021","M","2021-07-31T00:00:00.000","0","0","0","0","0"
"Rocket Travel Inc.","6",,"2021","M","2021-07-31T00:00:00.000","4025.71","281.79","0","0","281.79"
"DHM Rockville LLC","6",,"2021","M","2021-07-31T00:00:00.000","339871.47","23791","0","0","23791"
"Hampton Inn Silver Spring","6",,"2021","M","2021-07-31T00:00:00.000","256231.67","17936.21","0","0","17936.21"
"Hampton Inn & Suites","6",,"2021","M","2021-07-31T00:00:00.000","242779.26","16994.54","0","0","16994.54"
"Homewood Suites Silver Spring","6",,"2021","M","2021-07-31T00:00:00.000","238017.11","16661.19","0","0","16661.19"
"Courtyard by Marriott Silver Spring #311F1","6",,"2021","M","2021-07-31T00:00:00.000","230602.86","16142.2","0","0","16142.2"
"Duball Rockville LLC dba Cambria Rockville","6",,"2021","M","2021-07-31T00:00:00.000","234781.31","16434.69","0","0","16434.69"
"BEST WESTERN PLUS ROCKVILLE","6",,"2021","M","2021-07-31T00:00:00.000","165184","11562.88","0","0","11562.88"
"RGALTD T/A Comfort Inn","6",,"2021","M","2021-07-31T00:00:00.000","204795.43","14335.68","0","0","14335.68"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","6",,"2021","M","2021-07-31T00:00:00.000","331000.29","23170.02","0","0","23170.02"
"Silver Hospitality Inc","6",,"2021","M","2021-07-31T00:00:00.000","133137.25","9319.6","0","0","9319.6"
"GAI Enterprises, LLC. DBA - Motel 6","6",,"2021","M","2021-07-31T00:00:00.000","146546.4","10258.24","0","0","10258.24"
"AIL Hospitality LLC dba Radisson Hotel","6",,"2021","M","2021-07-31T00:00:00.000","167707.27","11739.5","0","0","11739.5"
"Hilton Garden Inn Silver Spring","6",,"2021","M","2021-07-31T00:00:00.000","261058.95","18274.12","0","0","18274.12"
"EXTENDED STAY AMERICA #2504","6",,"2021","M","2021-07-31T00:00:00.000","72130.63","5049.14","0","0","5049.14"
"Courtyard by Marriott Rockville #311D1","6",,"2021","M","2021-07-31T00:00:00.000","243790","17065.3","0","0","17065.3"
"ELSS LLC","6",,"2021","M","2021-07-31T00:00:00.000","191458","13402.06","0","0","13402.06"
"Residence Inn by Marriott Bethesda Downtown #57136","6",,"2021","M","2021-07-31T00:00:00.000","454497.57","31814.82","0","0","31814.82"
"Aramark Sports & Entertainment Services, LLC","6",,"2021","M","2021-07-31T00:00:00.000","55924","3914.68","0","0","3914.68"
"Bethesda Marriott #33728","6",,"2021","M","2021-07-31T00:00:00.000","701487.43","49104.12","0","0","49104.12"
"Residence Inn by Marriott Silver Spring #57188","6",,"2021","M","2021-07-31T00:00:00.000","263769.14","18463.83","0","0","18463.83"
"Courtyard by Marriott Bethesda/Chevy Chase","6",,"2021","M","2021-07-31T00:00:00.000","294122.98","20588.6","0","0","20588.6"
"Chevy Chase Club","6",,"2021","M","2021-07-31T00:00:00.000","83970","5877.9","0","0","5877.9"
"Bethesda North Marriott Hotel & Conference Center #337V9","6",,"2021","M","2021-07-31T00:00:00.000","364050.14","25483.5","0","0","25483.5"
"EXTENDED STAY AMERICA #2528","6",,"2021","M","2021-07-31T00:00:00.000","100556.04","7038.92","0","0","7038.92"
"SpringHill Suites by Marriott Gaithersburg #196A3","6",,"2021","M","2021-07-31T00:00:00.000","251057.43","17574.02","0","0","17574.02"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","6",,"2021","M","2021-07-31T00:00:00.000","684299.17","47900.94","0","0","47900.94"
"Bethesda Marriott Suites #337P9","6",,"2021","M","2021-07-31T00:00:00.000","385480.57","26983.63","0","0","26983.63"
"EXTENDED STAY AMERICA #9663","6",,"2021","M","2021-07-31T00:00:00.000","102560.14","7179.2","0","0","7179.2"
"Sheraton Silver Spring Hotel","6",,"2021","M","2021-07-31T00:00:00.000","272238.98","19056.72","0","0","19056.72"
"TownePlace Suites at Gaithersburg","6",,"2021","M","2021-07-31T00:00:00.000","134269.36","9398.85","0","0","9398.85"
"Holiday Inn Gaithersburg","6",,"2021","M","2021-07-31T00:00:00.000","0","0","0","0","0"
"Priceline.com LLC","6",,"2021","M","2021-07-31T00:00:00.000","47972.26","3358.05","0","0","3358.05"
"Tusculum Farm Enterprises, LLC","6",,"2021","M","2021-07-31T00:00:00.000","43398.95","3037.92","0","0","3037.92"
"Rockville Hospitality, LLC","6",,"2021","M","2021-07-31T00:00:00.000","266917.12","18684.19","0","0","18684.19"
"Maryland National Capital Park & Planning Commission","6",,"2021","M","2021-07-31T00:00:00.000","4610","322.7","0","0","322.7"
"Global Serviced Apartments LLC","6",,"2021","M","2021-07-31T00:00:00.000","23213","1624.91","0","0","1624.91"
"Hotel Tonight, LLC","6",,"2021","M","2021-07-31T00:00:00.000","30208.78","2114.61","0","0","2114.61"
"Hampshire Lodging Inc","6",,"2021","M","2021-07-31T00:00:00.000","198330.03","13883.1","0","0","13883.1"
"Doubletree Hotel","6",,"2021","M","2021-07-31T00:00:00.000","0","0","0","0","0"
"Bethesda Hotel Associates LLC","6",,"2021","M","2021-07-31T00:00:00.000","268093.11","18766.51","0","0","18766.51"
"Gaithersburg Marriott Washingtonian Center #337K6","6",,"2021","M","2021-07-31T00:00:00.000","513747.57","35962.32","0","0","35962.32"
"Canopy by Hilton-Washington DC-North Bethesda","6",,"2021","M","2021-07-31T00:00:00.000","361383","25296.81","0","0","25296.81"
"Courtyard by Marriott - Silver Spring Downtown","6",,"2021","M","2021-07-31T00:00:00.000","313365.24","21935.56","0","0","21935.56"
"BEST WESTERN PLUS ROCKVILLE","5",,"2021","M","2021-06-30T00:00:00.000","134076.78","9385.37","0","0","9385.37"
"EXTENDED STAY AMERICA #2529","5",,"2021","M","2021-06-30T00:00:00.000","52249.96","3657.49","0","0","3657.49"
"Holiday Inn Express Germantown","5",,"2021","M","2021-06-30T00:00:00.000","189387.34","13257.11","0","0","13257.11"
"SpringHill Suites by Marriott Gaithersburg #196A3","5",,"2021","M","2021-06-30T00:00:00.000","181385.29","12696.97","0","0","12696.97"
"ELSS LLC","5",,"2021","M","2021-06-30T00:00:00.000","172709.29","12089.65","0","0","12089.65"
"Gaithersburg Operator, LLC","5",,"2021","M","2021-06-30T00:00:00.000","238898.15","16722.87","0","0","16722.87"
"Rockville Hospitality, LLC","5",,"2021","M","2021-06-30T00:00:00.000","188941.87","13225.93","0","0","13225.93"
"Priceline.com LLC","5",,"2021","M","2021-06-30T00:00:00.000","44842.41","3138.96","0","0","3138.96"
"Duball Rockville LLC dba Cambria Rockville","5",,"2021","M","2021-06-30T00:00:00.000","195135.09","13659.45","0","0","13659.45"
"Gaithersburg Marriott Washingtonian Center #337K6","5",,"2021","M","2021-06-30T00:00:00.000","352090.71","24646.34","0","0","24646.34"
"Bethesda Hotel Associates LLC","5",,"2021","M","2021-06-30T00:00:00.000","167369.76","11715.88","0","0","11715.88"
"Canopy by Hilton-Washington DC-North Bethesda","5",,"2021","M","2021-06-30T00:00:00.000","251153","17580.71","0","0","17580.71"
"MAA","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Rockville #311D1","5",,"2021","M","2021-06-30T00:00:00.000","197164.14","13801.48","0","0","13801.48"
"Hampshire Lodging Inc","5",,"2021","M","2021-06-30T00:00:00.000","205398.8","14377.91","0","0","14377.91"
"Courtyard by Marriott Bethesda/Chevy Chase","5",,"2021","M","2021-06-30T00:00:00.000","264070.35","18484.92","0","0","18484.92"
"Courtyard by Marriott Gaithersburg Washingtonian Center #311DQ","5",,"2021","M","2021-06-30T00:00:00.000","300153.29","21010.73","0","0","21010.73"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","5",,"2021","M","2021-06-30T00:00:00.000","532101.63","37247.11","0","0","37247.11"
"DHM Rockville LLC","5",,"2021","M","2021-06-30T00:00:00.000","221056.2","15473.93","0","0","15473.93"
"Tusculum Farm Enterprises, LLC","5",,"2021","M","2021-06-30T00:00:00.000","24943.81","1746.06","0","0","1746.06"
"EXTENDED STAY AMERICA #9662","5",,"2021","M","2021-06-30T00:00:00.000","75594.89","5291.64","0","0","5291.64"
"Holiday Inn Gaithersburg","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #2528","5",,"2021","M","2021-06-30T00:00:00.000","95680.42","6697.62","0","0","6697.62"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","5",,"2021","M","2021-06-30T00:00:00.000","253275.71","17729.29","0","0","17729.29"
"Aramark Sports & Entertainment Services, LLC","5",,"2021","M","2021-06-30T00:00:00.000","1552","108.64","0","0","108.64"
"Bethesda Marriott Suites #337P9","5",,"2021","M","2021-06-30T00:00:00.000","278993.14","19529.51","0","0","19529.51"
"TownePlace Suites at Gaithersburg","5",,"2021","M","2021-06-30T00:00:00.000","104434.34","7310.4","0","0","7310.4"
"Hotel Tonight, LLC","5",,"2021","M","2021-06-30T00:00:00.000","23370.01","1635.9","0","0","1635.9"
"Airbnb Inc","5",,"2021","M","2021-06-30T00:00:00.000","856573.54","59960.14","0","0","59960.14"
"Hilton Garden Inn Silver Spring","5",,"2021","M","2021-06-30T00:00:00.000","233606.97","16352.48","0","0","16352.48"
"HomeAway.com, Inc.","5",,"2021","M","2021-06-30T00:00:00.000","65424.59","4579.72","0","0","4579.72"
"Sheraton Silver Spring Hotel","5",,"2021","M","2021-06-30T00:00:00.000","188692.08","13208.44","0","0","13208.44"
"American Inn Bethesda","5",,"2021","M","2021-06-30T00:00:00.000","52942.62","3705.98","0","0","3705.98"
"Doubletree Hotel","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"Maryland National Capital Park & Planning Commission","5",,"2021","M","2021-06-30T00:00:00.000","4619.61","323.37","0","0","323.37"
"Congressional Country Club","5",,"2021","M","2021-06-30T00:00:00.000","50165","3511.55","0","0","3511.55"
"Bethesda North Marriott Hotel & Conference Center #337V9","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"Rocket Travel Inc.","5",,"2021","M","2021-06-30T00:00:00.000","3329.86","233.09","0","0","233.09"
"RGALTD T/A Comfort Inn","5",,"2021","M","2021-06-30T00:00:00.000","137806.86","9646.48","0","0","9646.48"
"Bethesda Marriott #33728","5",,"2021","M","2021-06-30T00:00:00.000","255005.71","17850.39","0","0","17850.39"
"TripAdvisor LLC","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"Chevy Chase Club","5",,"2021","M","2021-06-30T00:00:00.000","65255","4567.85","0","0","4567.85"
"Bedford Court","5",,"2021","M","2021-06-30T00:00:00.000","0","0","0","0","0"
"AIL Hospitality LLC dba Sleep Inn Hotel","5",,"2021","M","2021-06-30T00:00:00.000","74595.5","5221.68","0","0","5221.68"
"Fairfield Inn & Suites - Germantown","5",,"2021","M","2021-06-30T00:00:00.000","120782.07","8454.74","0","0","8454.74"
"Hampton Inn Silver Spring","5",,"2021","M","2021-06-30T00:00:00.000","203097.23","14216.8","0","0","14216.8"
"BW RRI III","5",,"2021","M","2021-06-30T00:00:00.000","283813.9","19866.97","0","0","19866.97"
"Global Serviced Apartments LLC","5",,"2021","M","2021-06-30T00:00:00.000","15007.08","1050.49","0","0","1050.49"
"Residence Inn by Marriott Bethesda Downtown #57136","5",,"2021","M","2021-06-30T00:00:00.000","436414.86","30549.04","0","0","30549.04"
"Homewood Suites Silver Spring","5",,"2021","M","2021-06-30T00:00:00.000","184024.85","12881.73","0","0","12881.73"
"Courtyard by Marriott - Silver Spring Downtown","5",,"2021","M","2021-06-30T00:00:00.000","258552.4","18098.66","0","0","18098.66"
"Residence Inn by Marriott Silver Spring #57188","5",,"2021","M","2021-06-30T00:00:00.000","272914.86","19104.04","0","0","19104.04"
"Courtyard by Marriott Silver Spring #311F1","5",,"2021","M","2021-06-30T00:00:00.000","216529.71","15157.07","0","0","15157.07"
"Churchill Corporate Services Inc","5",,"2021","M","2021-06-30T00:00:00.000","9470","662.9","0","0","662.9"
"Hampton Inn & Suites","5",,"2021","M","2021-06-30T00:00:00.000","149234.4","10446.4","0","0","10446.4"
"GAI Enterprises, LLC. DBA - Motel 6","5",,"2021","M","2021-06-30T00:00:00.000","145262.64","10168.38","0","0","10168.38"
"EXTENDED STAY AMERICA #9663","5",,"2021","M","2021-06-30T00:00:00.000","87055.87","6093.91","0","0","6093.91"
"AIL Hospitality LLC dba Radisson Hotel","5",,"2021","M","2021-06-30T00:00:00.000","121125.78","8478.8","0","0","8478.8"
"Silver Hospitality Inc","5",,"2021","M","2021-06-30T00:00:00.000","131369.17","9195.84","0","0","9195.84"
"EXTENDED STAY AMERICA #2504","5",,"2021","M","2021-06-30T00:00:00.000","70559.33","4939.15","0","0","4939.15"
"EXTENDED STAY AMERICA #2529","4",,"2021","M","2021-05-31T00:00:00.000","39446.75","2761.27","0","0","2761.27"
"EXTENDED STAY AMERICA #9662","4",,"2021","M","2021-05-31T00:00:00.000","86125.01","6028.75","0","0","6028.75"
"American Inn Bethesda","4",,"2021","M","2021-05-31T00:00:00.000","41653.9","2915.77","0","0","2915.77"
"Sheraton Silver Spring Hotel","4",,"2021","M","2021-05-31T00:00:00.000","158021.22","11061.48","0","0","11061.48"
"Hilton Garden Inn Silver Spring","4",,"2021","M","2021-05-31T00:00:00.000","180456.12","12631.92","0","0","12631.92"
"BW RRI III","4",,"2021","M","2021-05-31T00:00:00.000","253054.96","17713.84","0","0","17713.84"
"Courtyard by Marriott Rockville #311D1","4",,"2021","M","2021-05-31T00:00:00.000","152717.29","10690.21","0","0","10690.21"
"Global Serviced Apartments LLC","4",,"2021","M","2021-05-31T00:00:00.000","33837.15","2368.6","0","0","2368.6"
"Hampton Inn & Suites","4",,"2021","M","2021-05-31T00:00:00.000","103795.84","7265.7","0","0","7265.7"
"Bedford Court","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"Holiday Inn Gaithersburg","4",,"2021","M","2021-05-31T00:00:00.000","0","0","0","0","0"
"Courtyard by Marriott Bethesda/Chevy Chase","4",,"2021","M","2021-05-31T00:00:00.000","169478.78","11863.51","0","0","11863.51"
"AIL Hospitality LLC dba Radisson Hotel","4",,"2021","M","2021-05-31T00:00:00.000","68290.8","4780.35","0","0","4780.35"
"Hampshire Lodging Inc","4",,"2021","M","2021-05-31T00:00:00.000","181556.99","12708.98","0","0","12708.98"
"Tusculum Farm Enterprises, LLC","4",,"2021","M","2021-05-31T00:00:00.000","14927.69","1044.93","0","0","1044.93"
"Residence Inn by Marriott Silver Spring #57188","4",,"2021","M","2021-05-31T00:00:00.000","181238.86","12686.72","0","0","12686.72"
"SpringHill Suites by Marriott Gaithersburg #196A3","4",,"2021","M","2021-05-31T00:00:00.000","116395.43","8147.68","0","0","8147.68"
"GAI Enterprises, LLC. DBA - Motel 6","4",,"2021","M","2021-05-31T00:00:00.000","166239.79","11636.78","0","0","11636.78"
"Fairfield Inn & Suites - Germantown","4",,"2021","M","2021-05-31T00:00:00.000","94811.07","6636.77","0","0","6636.77"
"Homewood Suites Silver Spring","4",,"2021","M","2021-05-31T00:00:00.000","143548.51","10048.39","0","0","10048.39"
"EXTENDED STAY AMERICA #2528","4",,"2021","M","2021-05-31T00:00:00.000","61508.02","4305.56","0","0","4305.56"
