"licensetype","licenseno","issueddate","expiredate","applicant","additionalapplicant","organization","businessname","addr1","addr2","city","state","zip","telephone","geolocation"
"BUILDING CONTRACTORS LICENSE","BC3841","2005-09-14T02:09:00.000","2007-09-14T02:09:00.000","HARRY TURNER, III","BRANMORE CONSTRUCTION, INC.","BRANMORE CONSTRUCTION, INC.",,"304 EAST DIAMOND AVENUE","STE. 300","GAITHERSBURG","MD","20875","(301)987-1688x","POINT (-77.193154 39.142178)"
"BUILDING CONTRACTORS LICENSE","BC0317","1999-03-31T12:03:00.000","2023-03-30T12:03:00.000","_ PULTE HOME COMPANY, LLC","PULTE HOME COMPANY, LLC","PULTE HOME COMPANY, LLC",,"9302 Lee Highway,","Suite 1000","FAIRFAX","VA","22031","(703)934-9300","POINT (-77.265024 38.87191)"
"BUILDING CONTRACTORS LICENSE","BC2336","1997-01-06T12:01:00.000","1999-01-06T12:01:00.000","CHET COWEN","COWEN","CHT COHEN CONSTRUCTION CO.,INC",,"15922  DERWOOD  ROAD",,"ROCKVILLE","MD","20855","(301)948-0317x","POINT (-77.160456 39.116429)"
"BUILDING CONTRACTORS LICENSE","BC219406","2015-05-06T02:05:47.000","2019-05-06T02:05:47.000","Bill HAUPTMAN BUILDERS","HAUPTMAN","HAUPTMAN BUILDERS, INC.",,"302 Watersville Road",,"Mount Airy","MD","21771","(301)831-0711","POINT (-77.14389 39.380445)"
"BUILDING CONTRACTORS LICENSE","BC2724","1999-04-08T12:04:00.000","2009-04-08T12:04:00.000","ANDREAS APOSTOLOPOULOS","ANDY'S HOME IMPROVEMENT","ANDY'S HOME IMPROVEMENT","ANDREAS APOSTOLOPOULOS, T/A","007220 CYPRESS HILL  DRIVE",,"GAITHERSBURG","MD","20879","(301)353-9774x","POINT (-77.146925 39.171727)"
"BUILDING CONTRACTORS LICENSE","BC2780","1991-09-09T12:09:00.000","1993-09-09T12:09:00.000","_ DUTCH MASTER BUILDERS","DUTCH MASTER BUILDERS",,,"018114  CASHELL  RD",,"ROCKVILLE","MD","20853",,"POINT (-77.094274 39.153899)"
"BUILDING CONTRACTORS LICENSE","BC3089","1992-01-15T12:01:00.000","1994-01-15T12:01:00.000","_ INTERSTATE VENTURES INC","INTERSTATE VENTURES INC",,,"012116  ARBIE  RD",,"SILVER SPRING","MD","20904",,"POINT (-76.992252 39.054783)"
"BUILDING CONTRACTORS LICENSE","BC2563","1999-06-19T12:06:00.000","2015-06-30T12:06:00.000","ROBERT CONGEDO","CONGEDO","KMA ASSOCIATES, INC.",,"4756 WOODLAND ROAD",,"ELLICOTT CITY","MD","21042","(410)964-2973x","POINT (-76.848236 39.240019)"
"BUILDING CONTRACTORS LICENSE","BC0397","1999-03-31T12:03:00.000","2007-03-30T12:03:00.000","MARTIN PORETSKY","PORETSKY","PORETSKY BUILDING GROUP, INC.",,"6939 GEORGIA AVENUE, NW",,"WASHINGTON","DC","20012","(202)726-9410x","POINT (-77.026736 38.974948)"
"BUILDING CONTRACTORS LICENSE","BC227133","2019-08-23T01:08:14.000","2021-08-23T01:08:14.000","_ Craig Alan Zimmerman","Craig Alan Zimmerman",,,"1130 Parrs Ridge Drive",,"Spencerville","MD","20868","(301)580-5936","POINT (-76.985135 39.122042)"
"BUILDING CONTRACTORS LICENSE","BC2943","1999-06-14T12:06:00.000","2013-06-14T12:06:00.000","SCOTT SHAY","RICHMOND AMERICAN HOMES OF MD","RICHMOND AMERICAN HOMES OF MD.",,"6210 OLD DOBBIN LANE,","SUITE 190","COLUMBIA","MD","21045","(410)312-3692x","POINT (-76.814061 39.200212)"
"BUILDING CONTRACTORS LICENSE","BC2552","1991-07-01T12:07:00.000","1993-07-01T12:07:00.000","_ CROSS BUILDERS","CROSS BUILDERS",,,"001355  BEVERLY  RD",,"MCLEAN","VA","22101",,"POINT (-77.177751 38.936807)"
"BUILDING CONTRACTORS LICENSE","BC227556","2020-02-11T11:02:24.000","2022-02-11T11:02:24.000","_ RENOVATION STUDIO, LLC","RENOVATION STUDIO, LLC","RENOVATION STUDIO, LLC",,"3932 WASHINGTON STREET",,"KENSINGTON","MD","20895","(240)374-2525","POINT (-77.078991 39.023077)"
"BUILDING CONTRACTORS LICENSE","BC2977","1998-01-09T12:01:00.000","2010-01-09T12:01:00.000","EMANUEL GREBER","THE GREBER CORPORATION","THE GREBER CORPORATION",,"75 THOMAS JOHNSON DRIVE,","SUITE E","FREDERICK","MD","21702","(301)694-7727x","POINT (-77.406041 39.446141)"
"BUILDING CONTRACTORS LICENSE","BC216342","2014-09-08T04:09:57.000","2022-09-08T12:09:00.000","_ GULICK GROUP, INC.","GULICK GROUP, INC.","GULICK GROUP, INC.",,"11790 SUNRISE VALLEY DRIVE","#225","RESTON","VA","20191","(703)674-0330","POINT (-77.353383 38.949063)"
"BUILDING CONTRACTORS LICENSE","BC3670","2002-09-10T03:09:18.000","2010-09-10T03:09:18.000","JAMES OBRIEN","OBRIEN","CHARTWELL BUILDERS, INC.",,"4415 STANFORD STREET",,"CHEVY CHASE","MD","20815","(301)907-6992x","POINT (-77.088652 38.978801)"
"BUILDING CONTRACTORS LICENSE","BC2921","1991-04-06T12:04:00.000","1993-04-06T12:04:00.000","_ GLASER ASSOCIATES LTD PARTNERSHIP","GLASER ASSOCIATES LTD PARTNERSHIP",,,"003611  CHAIN BRIDGE  RDD",,"FAIRFAX","VA","22030",,"POINT (-77.307415 38.857164)"
"BUILDING CONTRACTORS LICENSE","BC3575","2000-09-14T03:09:00.000","2018-09-13T12:09:00.000","V. MCCARTHY CARPENTRY, INC.","V. MCCARTHY CARPENTRY, INC.","V. MCCARTHY CARPENTRY, INC.",,"14931-A BERRYVILLE ROAD",,"DARNESTOWN","MD","20874","(301)972-2744x","POINT (-77.333958 39.10035)"
"BUILDING CONTRACTORS LICENSE","BC2211","1996-12-05T12:12:00.000","1998-12-05T12:12:00.000","_ RICHARD B. PETTIT & CO., INC.","RICHARD B. PETTIT & CO., INC.",,,"18205D  FLOWER HILL  WAY",,"GAITHERSBURG","MD","20879",,"POINT (-77.164242 39.155088)"
"BUILDING CONTRACTORS LICENSE","BC4031","2013-01-07T11:01:19.000","2014-12-23T12:12:00.000","_ JONES HOMES","JONES HOMES","JONES HOMES",,"3620 BUCKEYSTOWN PIKE",,"BUCKEYSTOWN","MD","21717","(301)831-4633x","POINT (-77.432148 39.333576)"
"BUILDING CONTRACTORS LICENSE","BC3168","1999-04-08T12:04:00.000","2005-04-08T12:04:00.000","THEODORE VISNIC, JR.","MITCHELL, BEST & VISNIC, INC.","MITCHELL, BEST & VISNIC, INC.",,"001686 EAST GUDE  DRIVE,","SUITE 301","ROCKVILLE","MD","20850","(301)309-6470x","POINT (-77.130846 39.092112)"
"BUILDING CONTRACTORS LICENSE","BC3800","2005-01-12T11:01:00.000","2007-01-12T12:01:00.000","SCOTT COPELAND","AURORA NORTH","AURORA NORTH","WW - SILVER SPRING LLC, T/A","168 BUSINESS PARK DRIVE",,"VIRGINIA BEACH","VA","23462","(757)473-3706x","POINT (-76.176039 36.844473)"
"BUILDING CONTRACTORS LICENSE","BC4048","2011-06-08T09:06:04.000","2013-06-07T12:06:00.000","JOSHUA HOCKSTRA","LINDSAY BUILDERS, LLC","LINDSAY BUILDERS, LLC",,"2612 TRIADELPHIA LAKE ROAD",,"BROOKEVILLE","MD","20833","(410)207-9811x","POINT (-77.054719 39.229911)"
"BUILDING CONTRACTORS LICENSE","BC3643","2002-01-09T12:01:00.000","2016-01-25T12:01:00.000","PHILIP STEVENS, JR.","STEVENS, JR.","STEVENS BUILDERS, INC.",,"4714 LINTHICUM ROAD",,"DAYTON","MD","21036","(410)531-2100x","POINT (-76.988855 39.241156)"
"BUILDING CONTRACTORS LICENSE","BC227684","2020-04-17T01:04:56.000","2022-04-17T01:04:56.000","ASP 5617 Southwick Street, LLC","ASP 5617 Southwick Street, LLC",,,"5283 Corporate Drive, Suite 300",,"Frederick","MD","21703","(240)405-1334","POINT (-77.418993 39.378255)"
"BUILDING CONTRACTORS LICENSE","BC2835","1998-04-04T12:04:00.000","2024-10-03T12:10:00.000","_ NVR, INC.","NVR, INC.","NVR, INC.","NV HOMES","656 QUINCE ORCHARD ROAD","SUITE 500","GAITHERSBURG","MD","20878","(301)258-0002","POINT (-77.221447 39.141243)"
"BUILDING CONTRACTORS LICENSE","BC2396","1994-12-04T12:12:00.000","1996-12-04T12:12:00.000","_ DOUGLAS BUILDERS","DOUGLAS BUILDERS",,,"011940  CLAYTON  CT",,"MONROVIA","MD","21770",,"POINT (-77.250659 39.357462)"
"BUILDING CONTRACTORS LICENSE","BC3326","1997-12-05T12:12:00.000","2007-04-05T12:04:00.000","WILLIAM SWARTZ","SWARTZ","THE MODULAR BUILDING CO., INC.",,"768-D  FAIRVIEW  AVENUE",,"ANNAPOLIS","MD","21403","(410)267-8941x","POINT (-76.485714 38.961144)"
"BUILDING CONTRACTORS LICENSE","BC2305","1999-06-23T12:06:00.000","2003-06-23T12:06:00.000","C. ROBERT SANBOWER","SANBOWER","SANDOWER BUILDERS, INC.",,"001425 WEST  PATRICK  STREET",,"FREDERICK","MD","21702","(301)695-8310x","POINT (-77.464326 39.421099)"
"BUILDING CONTRACTORS LICENSE","BC205618","2012-10-03T02:10:18.000","2022-10-03T02:10:18.000","_ PARADIGM BUILDING GROUP, INC.","WINTER","PARADIGM BUILDING GROUP",,"11230 Waples Mill Rd # 140",,"FAIRFAX","VA","22030","(703)476-5877","POINT (-77.335237 38.858198)"
"BUILDING CONTRACTORS LICENSE","BC2996","1998-04-24T12:04:00.000","2006-04-24T12:04:00.000","DAVID MITCHELL","MITCHELL","KERN-MITCHELL ASSOCIATES",,"004836  MACARTHUR  BLVD., N.W.",,"WASHINGTON","DC","20007","(202)333-4133x","POINT (-77.096421 38.917147)"
"BUILDING CONTRACTORS LICENSE","BC3343","1998-05-07T12:05:00.000","2000-05-07T12:05:00.000","KEVIN BERRY","BERRY CONSTRUCTION COMPANY,INC","BERRY CONSTRUCTION CO.",,"17801  PARK MILL  DRIVE",,"DERWOOD","MD","20855","(301)330-9368x","POINT (-77.152902 39.14761)"
"BUILDING CONTRACTORS LICENSE","BC2724","1999-04-08T12:04:00.000","2009-04-08T12:04:00.000","ANDREAS APOSTOLOPOULOS","APOSTOLOPOULOS","ANDY'S HOME IMPROVEMENT",,"007220 CYPRESS HILL  DRIVE",,"GAITHERSBURG","MD","20879","(301)353-9774x","POINT (-77.146925 39.171727)"
"BUILDING CONTRACTORS LICENSE","BC0318","1999-01-21T12:01:00.000","2009-01-21T12:01:00.000","JOHN GOSNELL","GOSNELL","CLARENCE W. GOSNELL, INC.",,"008130  BOONE  BLVD.,","SUITE 100","VIENNA","VA","22182","(703)893-1221x100","POINT (-77.226846 38.913734)"
"BUILDING CONTRACTORS LICENSE","BC3792","2004-11-09T04:11:00.000","2010-11-09T12:11:00.000","LOUISA MITCHELL","MITCHELL","MITCHELL BUILDERS",,"3812 CLUB DRIVE",,"CHEVY CHASE","MD","20815","(301)589-6508x","POINT (-77.076503 38.989039)"
"BUILDING CONTRACTORS LICENSE","BC0244","1994-10-16T12:10:00.000","1996-10-16T12:10:00.000","_ WRIGHT MAHER INC","WRIGHT MAHER INC",,,"013015  BIRDALE  LANE",,"GAITHERSBURG","MD","20878",,"POINT (-77.270446 39.107745)"
"BUILDING CONTRACTORS LICENSE","BC3265","1996-11-30T12:11:00.000","1998-11-30T12:11:00.000","_ ARCHITECTURAL BUILDING CONCEPTS INC","ARCHITECTURAL BUILDING CONCEPTS INC",,,"007815  WHITE CLIFF  TERR",,"ROCKVILLE","MD","20855",,"POINT (-77.159708 39.127145)"
"BUILDING CONTRACTORS LICENSE","BC3932","2007-09-12T12:09:50.000","2015-09-12T12:09:00.000","JAMES GIBSON","GIBSON RESIDENTIAL CONST., LLC","GIBSON RESIDENTIAL CONST.,LLC",,"5185 MACARTHUR BLVD, NW,","SUITE 210","WASHINGTON","DC","20016","(202)364-1555x","POINT (-77.102855 38.926388)"
"BUILDING CONTRACTORS LICENSE","BC4031","2013-01-07T11:01:19.000","2014-12-23T12:12:00.000","_ JONES HOMES","JONES","JONES HOMES",,"3620 BUCKEYSTOWN PIKE",,"BUCKEYSTOWN","MD","21717","(301)831-4633x","POINT (-77.432148 39.333576)"
"BUILDING CONTRACTORS LICENSE","BC3881","2006-06-06T12:06:12.000","2008-06-06T12:06:12.000","DONALD ALLEN","ALLEN","D.G. ALLEN CONSTRUCTION, INC.",,"2905 FLINT HILL ROAD",,"ADAMSTOWN","MD","21710","(301)831-1316x","POINT (-77.39797 39.315048)"
"BUILDING CONTRACTORS LICENSE","BC0801","1997-05-15T12:05:00.000","1999-05-15T12:05:00.000","I. GERALD GINSBURG","GINSBURG","JERRY CONSTRUCTION CORP.",,"006169  EXECUTIVE  BLVD",,"ROCKVILLE","MD","20852","(301)984-8081x","POINT (-77.125702 39.048975)"
"BUILDING CONTRACTORS LICENSE","BC2480","1998-09-08T12:09:00.000","2004-09-08T12:09:00.000","RICHARD LERNER","WHITE FLINT BUILDERS, INC.","WHITE FLINT BUILDERS, INC.",,"7002 DEEP CREEK COURT",,"BETHESDA","MD","20817","(301)263-1100x","POINT (-77.145707 38.989878)"
"BUILDING CONTRACTORS LICENSE","BC3150","1992-12-18T12:12:00.000","1994-12-18T12:12:00.000","_ MEADOWOOD LIMITED PARTNERSHIP","MEADOWOOD LIMITED PARTNERSHIP",,,"008015  DORSEY RUN  RDA",,"JESSUP","MD","20794",,"POINT (-76.78351 39.151184)"
"BUILDING CONTRACTORS LICENSE","BC4076","2012-03-08T11:03:31.000","2024-03-08T11:03:31.000","_ CHURCHILL CLASSICS LLC","TOVAR",,,"1395 PICCARD DRIVE","SUITE 170","ROCKVILLE","MD","20850","(240)243-1000x","POINT (-77.181318 39.108071)"
"BUILDING CONTRACTORS LICENSE","BC3648","2002-04-03T08:04:00.000","2014-04-12T12:04:00.000","KELLY REGAN","REGAN BROTHERS, INC.","REGAN BROTHERS, INC.",,"12859 ROUTE 108",,"HIGHLAND","MD","20777","(301)672-4819x","POINT (-76.948163 39.190374)"
"BUILDING CONTRACTORS LICENSE","BC222885","2016-05-17T04:05:43.000","2022-05-17T04:05:43.000","_ MC CULLOUGH CONSTRUCTION, LLC","MC CULLOUGH CONSTRUCTION, LLC","MC CULLOUGH CONSTRUCTION, LLC",,"5513 CONNECTICUT AVENUE, NW","#200","WASHINGTON","DC","20015","(202)237-2415","POINT (-77.074723 38.963425)"
"BUILDING CONTRACTORS LICENSE","BC3809","2005-03-09T09:03:00.000","2009-03-09T12:03:00.000","SCOTT ROSS","ROSS","ROCKVILLE TOWN SQUARE",,"7910 WOODMONT AVENUE,","SUITE 350","BETHESDA","MD","20814","(301)657-8899x","POINT (-77.096297 38.989305)"
"BUILDING CONTRACTORS LICENSE","BC2827","1998-03-08T12:03:00.000","2008-03-08T12:03:00.000","AYMAN TAJI","TARGET DEVELOPMENT CORPORATION","TARGET DEVELOPMENT CORP.",,"2300 M STREET, NW,","SUITE 800","WASHINGTON","DC","20037","(202)973-2891x","POINT (-77.050505 38.905261)"
"BUILDING CONTRACTORS LICENSE","BC3034","1991-04-12T12:04:00.000","1993-04-12T12:04:00.000","_ TAYLOR CONCEPTS INC","TAYLOR CONCEPTS INC",,,"6017 ROSELAND DRIVE",,"ROCKVILLE","MD","20850","(301)231-9076x","POINT (-77.123736 39.041886)"
"BUILDING CONTRACTORS LICENSE","BC0924","1998-05-07T12:05:00.000","2024-05-07T12:05:00.000","_ UNIVERSAL CONSTRUCTION COMPANY, INC.","UNIVERSAL CONSTRUCTION CO.,INC",,,"001215 N. FORT MYER  DRIVE,","SUITE 101","ARLINGTON","VA","22209","(703)841-9791x","POINT (-77.074875 38.888985)"
"BUILDING CONTRACTORS LICENSE","BC229208","2022-04-06T12:04:40.000","2024-04-06T12:04:40.000","Amorim Construction Corporation","Amorim Construction Corporation",,,"2160 Marymount Road",,"Silver Spring","MD","20906","(301)598-6791","POINT (-77.049102 39.111348)"
"BUILDING CONTRACTORS LICENSE","BC4072","2012-01-04T04:01:26.000","2024-01-04T04:01:26.000","_ TROPHY CONSTRUCTION, LLC","BYRNE","TROPHY CONSTRUCTION, LLC",,"1010 ROCKVILLE PIKE, SUITE 601",,"ROCKVILLE","MD","20852","(301)370-1054x","POINT (-77.134125 39.073212)"
"BUILDING CONTRACTORS LICENSE","BC0507","1991-01-17T12:01:00.000","1993-01-17T12:01:00.000","_ MARLOW REAL ESTATE","MARLOW REAL ESTATE",,,"024025  OLD HUNDRED  RD",,"COMUS","MD","20842",,"POINT (-77.347391 39.250606)"
"BUILDING CONTRACTORS LICENSE","BC3988","2009-05-29T08:05:00.000","2023-05-29T12:05:00.000","_ O'NEILL DEVELOPMENT, LLC","O'NEILL DEVELOPMENT, LLC",,,"11 RUSSELL AVENUE",,"GAITHERSBURG","MD","20877","(301)840-9310x","POINT (-77.196634 39.143111)"
"BUILDING CONTRACTORS LICENSE","BC3588","2001-02-08T04:02:00.000","2005-02-06T12:02:00.000","BETTY LLEWELLYN","LLEWELLYN BUILDERS","LLEWELLYN BUILDERS",,"14515 FARADAY DRIVE",,"ROCKVILLE","MD","20853","(301)871-6565x","POINT (-77.08332 39.095332)"
"BUILDING CONTRACTORS LICENSE","BC2155","1999-01-04T12:01:00.000","2003-01-04T12:01:00.000","RICHARD ROWE","ROWE ENTERPRISES","ROWE ENTERPRISES",,"012800  BROADMORE  ROAD",,"SILVER SPRING","MD","20904","(301)384-6788x","POINT (-76.988646 39.065575)"
"BUILDING CONTRACTORS LICENSE","BC3848","2005-11-02T10:11:00.000","2007-11-02T12:11:00.000","FRANK SMITH","WOODMOOR BUILDERS, LLC","WOODMOOR BUILDERS, LLC",,"9601 BRISTOL AVENUE",,"SILVER SPRING","MD","20901","(301)370-6569x","POINT (-77.023717 39.012893)"
"BUILDING CONTRACTORS LICENSE","BC2907","1999-02-14T12:02:00.000","2003-02-14T12:02:00.000","MOHAMMED ROOHOLAHI","ROOHOLAHI","CUSTOM CONSTRUCTION CO.",,"25137 WOODFIELD SCHOOL ROAD",,"GAITHERSBURG","MD","20882","(301)455-6663x","POINT (-77.172423 39.272665)"
"BUILDING CONTRACTORS LICENSE","BC3532","1999-11-02T03:11:00.000","2023-11-02T12:11:00.000","_ C. M. CONLAN CONTRACTORS & BUILDER, INC.","C. M. CONLAN CONTRACTORS & BUILDER, INC.","C.M.CONLAN CONTR & BLDG, INC.",,"8014 CUSTER ROAD",,"BETHESDA","MD","20814","(301)983-1301","POINT (-77.107786 38.991211)"
"BUILDING CONTRACTORS LICENSE","BC2774","1991-08-04T12:08:00.000","1993-08-04T12:08:00.000","_ STEDWICK DEVELOPMENT CORP","STEDWICK DEVELOPMENT CORP",,,"010001  STEDWICK  RD",,"GAITHERSBURG","MD","20879",,"POINT (-77.206273 39.170097)"
"BUILDING CONTRACTORS LICENSE","BC210121","2013-07-03T01:07:32.000","2023-07-03T12:07:00.000","_ KBJ BUILDERS, LLC","KBJ BUILDERS, LLC","KBJ BUILDERS, LLC",,"14660 Rothgeb Drive","Suite 201","Rockville","MD","20850","(301)442-4900","POINT (-77.133368 39.099498)"
"BUILDING CONTRACTORS LICENSE","BC3743","2003-12-09T02:12:00.000","2007-12-09T12:12:00.000","NICK CONTE, JR.","NICK CONTE, JR., BUILDERS, INC","NICK CONTE, JR., BUILDERS, INC",,"5707 COURTNEY DRIVE",,"LOTHIAN","MD","20711","(301)627-2398x","POINT (-76.674435 38.791764)"
"BUILDING CONTRACTORS LICENSE","BC2437","1993-05-02T12:05:00.000","1995-05-02T12:05:00.000","_ DANIEL W ODONOGHUE JR CO","DANIEL W ODONOGHUE JR CO",,,"005125  MACARTHUR  BLVD15",,"WASHINGTON","DC","20016",,"POINT (-77.101806 38.925437)"
"BUILDING CONTRACTORS LICENSE","BC3444","1998-02-03T12:02:00.000","2008-02-03T12:02:00.000","MARK CROCKER","CROCKER","CROCKER HOMES, INC.",,"4309 FOXVILLE ROAD",,"SABILLASVILLE","MD","21780","(240)818-0034x","POINT (-77.521569 39.637094)"
"BUILDING CONTRACTORS LICENSE","BC227924","2020-08-28T12:08:12.000","2022-08-28T12:08:12.000","_ MIKE MANHO KOH","MIKE MANHO KOH",,,"11901 Enid Drive",,"Potomac","MD","20854","(240)678-9911","POINT (-77.170749 39.051568)"
"BUILDING CONTRACTORS LICENSE","BC3640","2001-12-05T08:12:00.000","2003-12-04T12:12:00.000","ROBERT SCRANTON","CATONSVILLE HOMES, LLC","CATONSVILLE HOMES, LLC",,"10753 BIRMINGHAM WAY",,"WOODSTOCK","MD","21163","(410)750-1200x","POINT (-76.888087 39.30824)"
"BUILDING CONTRACTORS LICENSE","BC3960","2008-07-07T03:07:00.000","2020-07-07T12:07:00.000","_ RCG DEVELOPMENT, LLC","RCG DEVELOPMENT, LLC","RCG DEVELOPMENT, LLC",,"416 N STONESTREET AVENUE","UNIT 3","ROCKVILLE","MD","20850","(301)830-1774","POINT (-77.148798 39.089758)"
"BUILDING CONTRACTORS LICENSE","BC3887","2006-07-17T07:07:00.000","2018-07-17T12:07:00.000","_ SOUTHPAW PROPERTIES, LLP","SHAW","SOUTHPAW PROPERTIES, LLP",,"14101 LAYHILL ROAD",,"SILVER SPRING","MD","20906","(301)502-0187x","POINT (-77.044896 39.087984)"
"BUILDING CONTRACTORS LICENSE","BC3297","1995-07-13T12:07:00.000","1997-07-13T12:07:00.000","_ EARTHWOOD BUILDERS, INC.","EARTHWOOD BUILDERS, INC.",,,"1007  TIBBETTS LANE",,"CARROLL COUNTY","MD","21776",,"POINT (-77.083391 39.545099)"
"BUILDING CONTRACTORS LICENSE","BC227935","2020-09-04T12:09:33.000","2022-09-04T12:09:33.000","_ FINISH WERKS CUSTOM BUILDERS, INC.","FINISH WERKS CUSTOM BUILDERS, INC.",,,"8600 Foundry Street","Box 2053","Savage","MD","20763","(410)514-6222","POINT (-76.824871 39.135683)"
"BUILDING CONTRACTORS LICENSE","BC1022","1995-05-09T12:05:00.000","1997-05-09T12:05:00.000","_ DELTA PROPERTIES","DELTA PROPERTIES",,,"009905  SUNSET  DR",,"ROCKVILLE","MD","20850",,"POINT (-77.205326 39.073209)"
"BUILDING CONTRACTORS LICENSE","BC3982","2009-03-04T08:03:46.000","2011-03-04T08:03:46.000","JOHN KELLEY","CANAL ASSOCIATES, LLC","CANAL ASSOCIATES, LLC",,"5100 WISCONSIN AVENUE","NO. 514","WASHINGTON","DC","20016","(202)244-5095x","POINT (-77.083526 38.956444)"
"BUILDING CONTRACTORS LICENSE","BC3930","2007-08-01T08:08:36.000","2023-08-01T12:08:00.000","_ DURHAM CONSTRUCTION, LLC","SHARABI","DURHAM  CONSTRUCTION, LLC",,"8906 DURHAM DRIVE",,"POTOMAC","MD","20854","(301)365-7658x","POINT (-77.190524 39.001452)"
"BUILDING CONTRACTORS LICENSE","BC3594","2001-03-06T04:03:00.000","2011-03-06T12:03:00.000","FAKHRI VAZIRI","AMINCO CONSTRUCTION","AMINCO CONSTRUCTION","AMINCO, INC., T/A","207 MARTINS LANE",,"ROCKVILLE","MD","20850","(301)674-3766x","POINT (-77.157789 39.09206)"
"BUILDING CONTRACTORS LICENSE","BC4040","2011-04-05T05:04:00.000","2013-04-05T12:04:00.000","ALAN HALLE","HALLE","SHC LAND CONSULTANTS CORP.",,"1651 CROFTON BLVD.","#7","CROFTON","MD","21114","(301)261-0900x","POINT (-76.697949 39.016969)"
"BUILDING CONTRACTORS LICENSE","BC3781","2004-08-04T08:08:00.000","2010-08-04T12:08:00.000","WILLIAM CURRAN","CURRAN","W.C. HOMES, LLC",,"10220 RIVER ROAD,","SUITE 305","POTOMAC","MD","20854","(301)299-3307x","POINT (-77.209464 39.018357)"
"BUILDING CONTRACTORS LICENSE","BC213981","2014-04-16T10:04:03.000","2020-04-16T10:04:03.000","_ RSH DEVELOPMENT, LLC","RSH DEVELOPMENT, LLC","RSH DEVELOPMENT, LLC",,"5550 Friendship Blvd","Suite 505","Chevy Chase","MD","20815","(202)460-7065","POINT (-77.089536 38.964038)"
"BUILDING CONTRACTORS LICENSE","BC3956","2008-05-06T04:05:00.000","2012-05-06T12:05:00.000","DAVID GRAPER","GRAPER & WARMINGTON, INC.","GRAPER & WARMINGTON, INC.",,"180-A MENTOR AVENUE",,"PAINESVILLE","OH","44077","(440)354-6509x","POINT (-81.249039 41.721997)"
"BUILDING CONTRACTORS LICENSE","BC2908","1993-02-14T12:02:00.000","1995-02-14T12:02:00.000","_ DONNELLY HOMES INC","DONNELLY HOMES INC",,,"026104  RUDALE  DR",,"CLARKSBURG","MD","20871",,"POINT (-77.283835 39.284046)"
"BUILDING CONTRACTORS LICENSE","BC3813","2005-04-05T03:04:51.000","2009-04-05T03:04:51.000","MATT HOLAHAN","HOLAHAN",,,"7902 SLEAFORD PLACE",,"BETHESDA","MD","20815","(301)674-2160x","POINT (-77.087305 38.988672)"
"BUILDING CONTRACTORS LICENSE","BC214282","2014-05-07T03:05:02.000","2018-05-07T03:05:02.000","_ ALLEN BUILT, INC.","ALLEN BUILT, INC.","ALLEN BUILT, INC.",,"6 THORNE ROAD",,"CABIN JOHN","MD","20818","(301)229-7628","POINT (-77.155545 38.972021)"
"BUILDING CONTRACTORS LICENSE","BC0314","1998-12-10T12:12:00.000","2020-12-10T12:12:00.000","_ MAJESTIC BUILDERS, CORP","ZUPNIK","MAJESTIC BUILDERS, CORP",,"5530  WISCONSIN  AVENUE,","SUITE 900","CHEVY CHASE","MD","20815","(301)951-0900x","POINT (-77.087844 38.964949)"
"BUILDING CONTRACTORS LICENSE","BC3354","1996-07-09T12:07:00.000","1998-07-09T12:07:00.000","_ MYERS MAY DESIGN AND CONSTRUCTION CORP","MYERS MAY DESIGN AND CONSTRUCT",,"MYERS MAY DESIGN AND CONSTRUCTION CORP","6306  WILMETT  ROAD",,"BETHESDA","MD","20817",,"POINT (-77.128535 39.008381)"
"BUILDING CONTRACTORS LICENSE","BC3722","2003-07-16T11:07:49.000","2019-07-16T12:07:00.000","_ ASSOCIATED CUSTOM BUILDERS, LLC","ASSOCIATED CUSTOM BUILDERS, LLC",,,"6862 ELM STREET","SUITE 420","MCLEAN","VA","22101","(703)356-8700x","POINT (-77.181238 38.936915)"
"BUILDING CONTRACTORS LICENSE","BC3454","1998-04-07T12:04:00.000","2012-04-07T12:04:00.000","SINGH SARABJIT","SARABJIT","METRO HOMES, INC.",,"8702  SECOND  AVENUE",,"SILVER SPRING","MD","20910","(301)589-0628x","POINT (-77.034728 38.998126)"
"BUILDING CONTRACTORS LICENSE","BC3680","2002-11-08T04:11:00.000","2008-11-08T12:11:00.000","TERRY PEAY","AUGUSTINE HOMES","AUGUSTINE HOMES","AUGUSTINE HOMES OF MARYLAND LLC, T/A","1615 M STREET, NW,","SUITE 850","WASHINGTON","DC","20036","(202)429-6900x","POINT (-77.037824 38.905649)"
"BUILDING CONTRACTORS LICENSE","BC3117","1992-06-04T12:06:00.000","1994-06-04T12:06:00.000","_ TECTONIC BUILDING SERVICES","TECTONIC BUILDING SERVICES",,,"007020  WILSON  LANE",,"BETHESDA","MD","20817",,"POINT (-77.142968 38.977139)"
"BUILDING CONTRACTORS LICENSE","BC223471","2017-01-05T11:01:09.000","2019-01-05T11:01:09.000","_ DAVID A SWANN GENERAL CONTRACTORS","SWANN","DAVID A SWANN GENERAL CONTR.",,"14751 ADDISON WAY",,"WOODBINE","MD","21797","(443)324-7075","POINT (-77.028275 39.325008)"
