Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
TIJUANA MEXICAN CAFE - S.S.,949 EAST UNIVERSITY BLVD,SILVER SPRING,MD,20912,BBWLHR486,On Premise,"TIJUANA TAKOMA, INC.","949 EAST UNIVERSITY BLVD
SILVER SPRING, MD 20912
(38.992908, -76.991807)",1,15,4,5,11
PORT AU PRINCE,7912 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR33952,On Premise,"DON BERTO'S KITCHEN, LLC","7912 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.98546, -77.026633)",1,3065,7,5,1
AY! JALISCO II,425 S. FREDERICK AVE,GAITHERSBURG,MD,20878,BBWLHR169,On Premise,"ABI III, CORP.","425 S. FREDERICK AVE
GAITHERSBURG, MD 20878
(39.135791, -77.192002)",1,35,36,3,21
BISTRO PROVENCE,4933 FAIRMONT AVE,BETHESDA,MD,20814,BBWLHR584,On Premise,"BISTRO PROVENCE, LLC","4933 FAIRMONT AVE
BETHESDA, MD 20814
(38.987612, -77.097455)",1,111,12,1,1
POTOMAC BEER & WINE,9700 TRAVILLE GATEWAY DR.,ROCKVILLE,MD,20850,ABW055,Off Premise,"JINHYE, INC.","9700 TRAVILLE GATEWAY DR.
ROCKVILLE, MD 20850
(39.09113, -77.204436)",1,71,24,3,1
WOODMONT COUNTRY CLUB,1201 ROCKVILLE PIKE,ROCKVILLE,MD,20852,CBWLCC002,On Premise,R.SHARLIN T.GORDON A.KASLOW,"1201 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.070985, -77.132191)",1,60,25,3,12
FRESH GREEK GRILL,25 UNIVERSITY BLVD,SILVER SPRING,MD,20901,DBW149,On/Off-Premise,FRESH GREEK GRILL,"25 UNIVERSITY BLVD
SILVER SPRING, MD 20901
(39.019382, -77.012575)",1,21,13,5,1
SAKURA JAPANESE STEAK & SEAFOOD,11502 MIDDLEBROOK ROAD,GERMANTOWN,MD,20876,BBWLHR116,On Premise,GERMANTOWN SAKURA INC,"11502 MIDDLEBROOK ROAD
GERMANTOWN, MD 20876
(39.180418, -77.23938)",1,36,39,2,1
WHITE OAK BOWLING LANES,11207 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,HBWHR35355,On Premise,"WHITE OAK BOWL, LLC","11207 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.040264, -76.990768)",1,12,18,5,1
TAIPEI TOKYO-ROCKVILLE PIKE,11510-A ROCKVILLE PIKE,ROCKVILLE,MD,20852,HBWHR27324,On Premise,"YENG XING INTERNATIONAL, INC","11510-A ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.045006, -77.111963)",1,60,19,1,1
JINYA RAMEN BAR,910 PROSE STREET,ROCKVILLE,MD,20852,BBWLHR35339,On Premise,"RAMEN PR, LLC","910 PROSE STREET
ROCKVILLE, MD 20852",,,,,
SHERATON ROCKVILLE HOTEL,920 KING FARM BLVD,ROCKVILLE,MD,20850,BBWLHM024,On Premise,"GRAND PRIX ROCKVILLE, LLC","920 KING FARM BLVD
ROCKVILLE, MD 20850
(39.110322, -77.182703)",1,71,25,3,12
BETHESDA BLUES & JAZZ,7719 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR765,On Premise,"BETHESDA BLUES & JAZZ, LLC","7719 WISCONSIN AVE
BETHESDA, MD 20814
(38.9871, -77.094717)",1,111,12,1,1
BURNING TREE CLUB,8600 BURDETTE ROAD,BETHESDA,MD,20817,CBWLCC007,On Premise,"BURNING TREE CLUB, INC.","8600 BURDETTE ROAD
BETHESDA, MD 20817
(38.998472, -77.146387)",1,103,12,1,1
GOLF ULTRA LOUNGE,8123 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR21250,On Premise,MXM LLC,"8123 GEORGIA AVE
SILVER SPRING, MD 20910
(38.99118, -77.026411)",1,3065,7,5,1
MONTEREY MART & CAFE,5901 MONTROSE ROAD,ROCKVILLE,MD,20852,DBW34934,On/Off-Premise,"UK STORES, LLC","5901 MONTROSE ROAD
ROCKVILLE, MD 20852
(39.052973, -77.1192)",1,60,19,3,1
GRINGOS & MARIACHIS,4928 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR815,On Premise,"G & M GROUP, INC","4928 CORDELL AVENUE
BETHESDA, MD 20814
(38.988611, -77.09886)",1,111,12,1,1
PEPINO'S,15721 COLUMBIA PIKE,BURTONSVILLE,MD,20866,HBW187,On Premise,PEPINO'S KITCHEN,"15721 COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.113643, -76.932821)",1,47,30,5,1
ACAJUTLA RESTAURANT,18554 WOODFIELD ROAD,GAITHERSBURG,MD,20879,BBWLHR293,On Premise,"ARCOR, INC.","18554 WOODFIELD ROAD
GAITHERSBURG, MD 20879
(39.161136, -77.158907)",1,31,36,4,1
LOCK 72 KITCHEN & BAR,10128 RIVER ROAD,POTOMAC,MD,20854,BBWLHR22787,On Premise,"POTOMAC FALLS TAVERN, LLC","10128 RIVER ROAD
POTOMAC, MD 20854
(39.01758, -77.2084)",1,53,20,1,1
MCGINTY'S PUBLIC HOUSE AND REST.,911 ELLSWORTH DRIVE,SILVER SPRING,MD,20910,BBWLHR362,On Premise,"WOLFISH, LLC,","911 ELLSWORTH DRIVE
SILVER SPRING, MD 20910
(38.996521, -77.025765)",1,3065,7,5,1
LONGHORN STEAKHOUSE,20017 CENTURY BLVD,GERMANTOWN,MD,20874,BBWLHR059,On Premise,RARE BEVERAGES OF MD INC,"20017 CENTURY BLVD
GERMANTOWN, MD 20874
(39.184367, -77.259991)",1,39,39,2,1
AY! JALISCO,8401 SNOUFFER SCHOOL ROAD,GAITHERSBURG,MD,20879,BBWLHR187,On Premise,"ABI II, INC.","8401 SNOUFFER SCHOOL ROAD
GAITHERSBURG, MD 20879
(39.167023, -77.172313)",1,31,36,4,1
DOWNTOWN BEER AND WINE 3,70 UPPER ROCK CIR,ROCKVILLE,MD,20850,DBW22817,On/Off-Premise,DOWNTOWN BEER & WINE 3 CORP,"70 UPPER ROCK CIR
ROCKVILLE, MD 20850
(39.104, -77.157)",1,71,25,3,12
LAKEWOOD COUNTRY CLUB,13901 GLEN MILL ROAD,ROCKVILLE,MD,20850,CBWLCC015,On Premise,LAKEWOOD COUNTRY CLUB INC,"13901 GLEN MILL ROAD
ROCKVILLE, MD 20850
(39.08438, -77.197761)",1,71,25,3,12
TARA THAI- MONTGOMERY MALL,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,BBWLHR21714,On Premise,"NORTH ASIATIC, INC","7101 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.0242, -77.1459)",1,103,19,1,1
BLUE MASH GOLF COURSE,5821 OLNEY LAYTONSVILLE ROAD,GAITHERSBURG,MD,20882,BBWLHR650,On Premise,"BLUE MASH GOLF COURSE, LLC","5821 OLNEY LAYTONSVILLE ROAD
GAITHERSBURG, MD 20882
(39.186536, -77.117801)",1,29,46,4,1
WASABI ZEN,18066 GEORGIA AVE,OLNEY,MD,20832,HBW121,On Premise,"WASABI ZEN JAPANESE CUIS., INC","18066 GEORGIA AVE
OLNEY, MD 20832
(39.15223, -77.066885)",1,100,58,4,1
WESTERN MARKET,4840 WESTERN AVE,BETHESDA,MD,20816,ABW018,Off Premise,WESTERN MARKET INC.,"4840 WESTERN AVE
BETHESDA, MD 20816
(38.952525, -77.096295)",,930,,,
GRILLMARX STEAKHOUSE & RAW BAR,12011 SNOWDEN FARM PARKWAY,CLARKSBURG,MD,20871,BBWLHR829,On Premise,"GRILLMARX CB, LLC","12011 SNOWDEN FARM PARKWAY
CLARKSBURG, MD 20871
(39.228519, -77.250549)",1,36,50,2,1
HILTON GARDEN INN & HOMEWOOD SUITES,14975 SHADY GROVE ROAD,ROCKVILLE,MD,20850,BBWLHM021,On Premise,"FALLSGROVE HOTEL ASSOCIATES, L","14975 SHADY GROVE ROAD
ROCKVILLE, MD 20850
(39.100259, -77.192039)",1,71,25,3,1
BETHESDA ROW CAFE,7235 WOODMONT AVE.,BETHESDA,MD,20814,BBWLHR41999,On Premise,"CINEMA BEVERAGES HOLDING COMPANY, LLC","7235 WOODMONT AVE.
BETHESDA, MD 20814
(38.981347, -77.095616)",1,111,12,1,1
HILLANDALE BEER & WINE,10117 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,ABW183,Off Premise,SATH INC.,"10117 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.020779, -76.976697)",1,15,18,5,1
IXTAPALAPA TAQUERIA,411 N. FREDERICK AVENUE,GAITHERSBURG,MD,20877,BBWLHR29498,On Premise,IXTAPALAPA LLC,"411 N. FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.146346, -77.204515)",1,35,36,3,21
DOMINIC'S ITALIAN GRILLE,12854 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR804,On Premise,"PATRON ENTERPRISES, LLC","12854 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.066313, -77.000976)",1,12,26,4,1
RENATO'S @ RIVER FALLS,10120 RIVER ROAD,POTOMAC,MD,20854,BBWLHR1051306,On Premise,POTOMAC RESTAURANT GROUP,"10120 RIVER ROAD
POTOMAC, MD 20854
(39.017549, -77.208351)",1,53,20,1,1
CHIPOTLE MEXICAN GRILL - OLNEY,3333 OLNEY SANDY SPRING ROAD,OLNEY,MD,20832,BBWLHR316,On Premise,CHIPOTLE MEXICAN GRILL OF MD L,"3333 OLNEY SANDY SPRING ROAD
OLNEY, MD 20832
(39.152916, -77.066166)",1,100,58,4,1
LA MEXICANA - GAITHERSBURG,16143 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,BBWLHR828,On Premise,LA MEXICANA INC.,"16143 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.120909, -77.179379)",1,35,36,3,1
CABIN JOHN MEMORIAL VFW POST 5633,11511 MACARTHUR BLVD.,POTOMAC,MD,20854,CBWLC002,On Premise,CABIN JOHN MEMORIAL VFW 5633,"11511 MACARTHUR BLVD.
POTOMAC, MD 20854
(38.995705, -77.237607)",1,53,20,1,1
RUTH'S CHRIS STEAK HOUSE - G/BURG,106 CROWN PARK AVENUE,GAITHERSBURG,MD,20878,BBWLHR857,On Premise,"RCSH OPERATIONS, LLC","106 CROWN PARK AVENUE
GAITHERSBURG, MD 20878
(39.115062, -77.206553)",1,71,25,3,21
KABUTO,1 CHOICE HOTEL CIRCLE,ROCKVILLE,MD,20850,BBWLHR37806,On Premise,"KABU ROCKVILLE, INC.","1 CHOICE HOTEL CIRCLE
ROCKVILLE, MD 20850
(39.08583, -77.149099)",1,71,25,3,12
RESIDENCE INN - BETHESDA,7335 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR735,On Premise,"RLJ R BETHESDA LESSEE, LLC","7335 WISCONSIN AVE
BETHESDA, MD 20814
(38.982773, -77.09337)",1,111,12,1,1
WESTLAKE BEER & WINE,10442 AUTO PARK AVE,BETHESDA,MD,20817,ABW263,Off Premise,A-ONE GROUPS LTD,"10442 AUTO PARK AVE
BETHESDA, MD 20817
(39.027346, -77.145463)",1,103,19,1,1
MAMMA LUCIA - BETHESDA,4916 ELM STREET,BETHESDA,MD,20814,BBWLHR385,On Premise,"MAMMA LUCIA OF BETHESDA, INC.","4916 ELM STREET
BETHESDA, MD 20814
(38.98212, -77.096926)",1,111,12,1,1
FINNEGAN'S WAKE IRISH PUB,100-F GIBBS STREET,ROCKVILLE,MD,20850,BBWLHR21337,On Premise,"FINNEGAN'S WAKE IRISH PUB,LLC","100-F GIBBS STREET
ROCKVILLE, MD 20850
(39.085101, -77.151945)",1,71,25,3,12
BEDFORD COURT,3701 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,CBWLRC003,On Premise,"WELLTOWER CCRC OPCO, LLC","3701 INTERNATIONAL DRIVE
SILVER SPRING, MD 20906
(39.103627, -77.074602)",1,6,62,3,1
LEDO'S LEISURE WORLD,3850 INTERNATIONAL DRIVE,SILVER SPRING,MD,20906,HBWHR27710,On Premise,"MHI HOTELS SERVICES, LLC","3850 INTERNATIONAL DRIVE
SILVER SPRING, MD 20906
(39.103709, -77.07598)",1,6,62,3,1
LA FERME,7101 BROOKVILLE ROAD,CHEVY CHASE,MD,20815,BBWLHR228,On Premise,LA FERME INCORPORATED,"7101 BROOKVILLE ROAD
CHEVY CHASE, MD 20815
(38.981284, -77.071491)",1,110,5,1,15
KOI ASIAN CUISINE,12046 CHERRY HILL RD,SILVER SPRING,MD,20904,BBWLHR21737,On Premise,"Jasmine Garden, LLC","12046 CHERRY HILL RD
SILVER SPRING, MD 20904
(39.054247, -76.953598)",1,12,21,5,1
PACIFICA CAFE,621 CENTER POINT WAY,GAITHERSBURG,MD,20878,HBW070,On Premise,"TASTE OF HONG KONG,INC.","621 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.121874, -77.233884)",1,33,36,3,21
EL AGUILA - GEORGIA AVENUE,7926 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR840,On Premise,"JID, LLC","7926 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.985759, -77.026642)",1,3065,7,5,1
NOODLE KING RESTAURANT,12705 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,HBWHR34641,On Premise,"UNITED XU, INC.","12705 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20904
(39.064414, -76.999489)",1,12,26,5,1
LANGANO ETHIOPIAN RESTAURANT,8305 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR738,On Premise,LANGANO LLC,"8305 GEORGIA AVE
SILVER SPRING, MD 20910
(38.993139, -77.026576)",1,3065,7,5,1
THE 4 CORNER'S PUB,10111 SUTHERLAND ROAD,SILVER SPRING,MD,20901,BBWLHR745,On Premise,"HOSS & DOG, LLC","10111 SUTHERLAND ROAD
SILVER SPRING, MD 20901
(39.021228, -77.013257)",1,21,13,5,1
MAPLEWOOD PARK PLACE,9707 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,CBWLRC002,On Premise,SUNRISE SENIOR LIVING SERVICES,"9707 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.014017, -77.117952)",1,111,12,1,1
CURRY PLACE,12951 WISTERIA DRIVE,GERMANTOWN,MD,20874,BBWHR124,On/Off-Premise,CURRY PLACE LLC,"12951 WISTERIA DRIVE
GERMANTOWN, MD 20874
(39.177252, -77.270668)",1,39,39,2,1
AIRPARK BEER AND WINE,"7601 AIRPARK ROAD, UNIT G",GAITHERSBURG,MD,20879,ABWS208,Off Premise,CRUNCHKIDS LLC,"7601 AIRPARK ROAD, UNIT G
GAITHERSBURG, MD 20879
(39.169732, -77.155114)",1,31,36,4,1
DON POLLO-GERMANTOWN,21040-A FREDERICK ROAD,GERMANTOWN,MD,20876,HBWHR35720,On Premise,"DON POLLO OF GERMANTOWN, LLC","21040-A FREDERICK ROAD
GERMANTOWN, MD 20876
(39.201134, -77.245509)",1,36,39,2,1
WILD TOMATO,"7945 MACARTHUR BLVD, #103",CABIN JOHN,MD,20818,BBWLHR631,On Premise,"CLEMENTINE CAFE, LLC","7945 MACARTHUR BLVD, #103
CABIN JOHN, MD 20818
(38.974709, -77.162774)",1,102,3,1,1
ELBE'S BEER AND WINE,"2522 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,DBW045,On/Off-Premise,"ELBE'S, INC.","2522 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.041161, -77.05268)",1,17,16,4,1
MOM'S ORGANIC MARKET,5566 RANDOLPH ROAD,ROCKVILLE,MD,20852,ABWS037,Off Premise,"MOM'S ORGANIC MARKET,INC","5566 RANDOLPH ROAD
ROCKVILLE, MD 20852
(39.053265, -77.113062)",1,60,19,1,1
IRISH INN AT GLEN ECHO,6119 TULANE AVE,GLEN ECHO,MD,20812,BBWLHR101,On Premise,"BALLYMAHON, CORP.","6119 TULANE AVE
GLEN ECHO, MD 20812
(38.965169, -77.137015)",1,114,2,1,4
PLAZA AZTECA RESTAURANT,10430 AUTO PARK AVE,BETHESDA,MD,20817,BBWLHR527,On Premise,"CASA AZTECCA RESTAURANT, INC.","10430 AUTO PARK AVE
BETHESDA, MD 20817
(39.028191, -77.145488)",1,103,19,1,1
MAIN STREET BEER & WINE,300 MAIN STREET,GAITHERSBURG,MD,20878,ABW237,Off Premise,NONE,"300 MAIN STREET
GAITHERSBURG, MD 20878
(39.121984, -77.238627)",1,33,36,3,21
LA CASITA,2 E. DIAMOND AVE,GAITHERSBURG,MD,20877,BBWLHR25458,On Premise,"ARBAIZA FOOD GROUP, INC","2 E. DIAMOND AVE
GAITHERSBURG, MD 20877
(39.141713, -77.19864)",1,35,36,3,21
AMERICAN LEGION POST #41,905 SLIGO AVE,SILVER SPRING,MD,20910,CBWLFV012,On Premise,"CISSEL-SAXON POST #41, INC.","905 SLIGO AVE
SILVER SPRING, MD 20910
(38.990219, -77.02465)",1,3065,7,5,1
TACO BAR II,"10003 FIELDS ROAD, SUITE B",GAITHERSBURG,MD,20878,ABW003,Off Premise,"TACO BAR,LLC","10003 FIELDS ROAD, SUITE B
GAITHERSBURG, MD 20878
(39.116298, -77.20662)",1,33,36,3,21
WHEATON WINERY,"2211 UNIVERSITY BLVD, WEST, UNIT B",SILVER SPRING,MD,20902,ABW139,Off Premise,JOHNNY & PRUM INC.,"2211 UNIVERSITY BLVD, WEST, UNIT B
SILVER SPRING, MD 20902
(39.041564, -77.049166)",1,17,16,4,1
MARUICHI,1047 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW053,On/Off-Premise,MARUICHI INC.,"1047 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.070975, -77.132181)",1,60,25,3,12
THE CAPITAL GRILLE,"5310 WESTERN AVE, SUITE A",CHEVY CHASE,MD,20815,BBWLHR557,On Premise,"GMR MONTGOMERY COUNTY, INC.","5310 WESTERN AVE, SUITE A
CHEVY CHASE, MD 20815
(38.95995, -77.086781)",,978,,,
DEMPSEYS OF ASHTON,1 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR731,On Premise,IRM SLONIN INC MICHAEL SLONIN,"1 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.14934, -77.012359)",1,49,35,4,1
NEW FORTUNE RESTAURANT,16515 SOUTH FREDERICK AVE,GAITHERSBURG,MD,20877,BBWLHR162,On Premise,"NEW FORTUNE , INC.","16515 SOUTH FREDERICK AVE
GAITHERSBURG, MD 20877
(39.126472, -77.183367)",1,35,36,3,21
EL ESTERON RESTAURANT,8500 DAKOTA DRIVE,GAITHERSBURG,MD,20877,DBW134,On/Off-Premise,"EL ESTERON RESTAURANT, INC.","8500 DAKOTA DRIVE
GAITHERSBURG, MD 20877
(39.127046, -77.176127)",1,35,36,3,1
GRINGOS & MARIACHIS RESTAURANT,12435 PARK POTOMAC AVENUE,POTOMAC,MD,20854,BBWLHR28338,On Premise,"POTOMAC GRINGOS, LLC","12435 PARK POTOMAC AVENUE
POTOMAC, MD 20854
(39.059527, -77.157576)",1,53,20,3,1
PHOLUSCIOUS,10048 DARNESTOWN ROAD,ROCKVILLE,MD,20850,HBW318,On Premise,"HAPPY HUB, INC.","10048 DARNESTOWN ROAD
ROCKVILLE, MD 20850
(39.096992, -77.20692)",1,71,25,3,1
IKKO SUSHI,1215 EAST-WEST HIGHWAY,SILVER SPRING,MD,20910,DBW124,On/Off-Premise,"POMEGRANATE, INC.","1215 EAST-WEST HIGHWAY
SILVER SPRING, MD 20910
(38.990346, -77.029301)",1,3065,7,5,1
KAYPI RESTAURANT,2005 VEIRS MILL ROAD,ROCKVILLE,MD,20851,BBWLHR22684,On Premise,"KAYPI RESTAURANT, LLC","2005 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.075307, -77.116859)",1,68,25,3,12
EN BISTRO AND SUSHI,9945 FALLS ROAD,POTOMAC,MD,20854,BBWHR18910,On/Off-Premise,EN BISTRO POTOMAC LLC,"9945 FALLS ROAD
POTOMAC, MD 20854
(39.018513, -77.208723)",1,53,20,1,1
MIDDLE EAST CUISINE,7006 CARROLL AVE,TAKOMA PARK,MD,20912,BBWLHR041,On Premise,"3H BROTHERS, INC.","7006 CARROLL AVE
TAKOMA PARK, MD 20912
(38.974847, -77.01194)",1,3062,4,5,11
MYKONOS GRILL,121 CONGRESSIONAL LANE,ROCKVILLE,MD,20852,BBWLHR210,On Premise,"HANE RESTAURANT, INC.","121 CONGRESSIONAL LANE
ROCKVILLE, MD 20852
(39.063307, -77.127716)",1,60,25,3,12
RAINBOW RESTAURANT,"312 E. DIAMOND AVE, B-1",GAITHERSBURG,MD,20877,HBW119,On Premise,RAINBOW REST. AND CATERING SER,"312 E. DIAMOND AVE, B-1
GAITHERSBURG, MD 20877
(39.142162, -77.192704)",1,35,36,3,21
SPENCERVILLE DELI,2215 SPENCERVILLE RD,SPENCERVILLE,MD,20868,DBW25583,On/Off-Premise,"SPENCERVILLE DELI, LLC","2215 SPENCERVILLE RD
SPENCERVILLE, MD 20868
(39.116426, -76.965563)",1,46,32,5,1
CITY LIGHTS OF CHINA,4953 BETHESDA AVENUE,BETHESDA,MD,20814,BBWLHR1071900,On Premise,Q & Q RESTAURANT,"4953 BETHESDA AVENUE
BETHESDA, MD 20814
(38.980785, -77.100052)",1,111,12,1,1
THAI CUISINE,3430-3434 OLNEY-LAYTONSVILLE RD.,OLNEY,MD,20832,HBWHR40499,On Premise,"THAI CUISINE 2005, INC.","3430-3434 OLNEY-LAYTONSVILLE RD.
OLNEY, MD 20832
(39.153946, -77.068459)",1,100,58,4,1
GUAPO'S - BETHESDA,8130 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR051,On Premise,GUAPO'S BETHESDA INC.,"8130 WISCONSIN AVE
BETHESDA, MD 20814",,,,,
NADA,11886 GRAND PARK AVENUE,NORTH BETHESDA,MD,20852,BBWLHR36284,On Premise,"NADA BETHESDA, LLC","11886 GRAND PARK AVENUE
NORTH BETHESDA, MD 20852
(39.050579, -77.117393)",1,60,19,1,1
SENECA CONVENIENCE,"12611 WISTERIA DRIVE, UNIT F",GERMANTOWN,MD,20874,ABWS119,Off Premise,SOOD & SOOD INC,"12611 WISTERIA DRIVE, UNIT F
GERMANTOWN, MD 20874
(39.169931, -77.261662)",1,39,39,2,1
BETHESDA MARKET,"4611 SANGAMORE ROAD, UNIT D",BETHESDA,MD,20816,DBW146,On/Off-Premise,OM SAI RAM INC.,"4611 SANGAMORE ROAD, UNIT D
BETHESDA, MD 20816
(38.94866, -77.119725)",1,107,12,1,1
THE GIRL AND THE VINE,7071 CARROLL AVENUE,TAKOMA PARK,MD,20912,BDBWL41020,On/Off-Premise,"KULA HOSPITALITY, LLC","7071 CARROLL AVENUE
TAKOMA PARK, MD 20912
(38.975397, -77.009613)",1,3062,4,5,11
CHEVY CHASE CLUB,6100 CONNECTICUT AVE,CHEVY CHASE,MD,20815,CBWLCC008,On Premise,"CHEVY CHASE CLUB, INC.","6100 CONNECTICUT AVE
CHEVY CHASE, MD 20815
(38.972797, -77.077201)",1,110,5,1,3
TIA OCHI,806 BALTIMORE ROAD,ROCKVILLE,MD,20851,DBW012,On/Off-Premise,"TIA OCHI, INC.","806 BALTIMORE ROAD
ROCKVILLE, MD 20851
(39.084451, -77.135267)",1,68,25,3,12
EL CHANGARRO,107-B EAST DIAMOND AVENUE,GAITHERSBURG,MD,20877,DBW23613,On/Off-Premise,DELMA CORP,"107-B EAST DIAMOND AVENUE
GAITHERSBURG, MD 20877
(39.141938, -77.19558)",1,35,36,3,21
SOL AZTECA RESTAURANT,18129 TOWN CENTER DRIVE,OLNEY,MD,20832,BBWLHR179,On Premise,"SOL AZTECA, INC.","18129 TOWN CENTER DRIVE
OLNEY, MD 20832
(39.151794, -77.061976)",1,100,58,4,1
WAYSIDE FARM MARKET,11790 CHERRY HILL ROAD,SILVER SPRING,MD,20904,ABW065,Off Premise,YINGROUY CORPORATION,"11790 CHERRY HILL ROAD
SILVER SPRING, MD 20904
(39.047177, -76.952061)",1,12,21,5,1
GOSHEN PLAZA BEER & WINE,9150 ROTHBURY DR.,MONTGOMERY VILLAGE,MD,20886,DBW029,On/Off-Premise,"LAKSHMI LLC,","9150 ROTHBURY DR.
MONTGOMERY VILLAGE, MD 20886
(39.185511, -77.189165)",1,28,38,2,1
CHIPOTLE MEXICAN GRILL - BETHESDA,7624 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWLHR299,On Premise,"CHIPOTLE MEXICAN GRILL, INC.","7624 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(38.986087, -77.096403)",1,111,12,1,1
SOCIETY RESTAURANT & LOUNGE,8229 GEORGIA AVENUE,SILVER SPRING,MD,20910,BBWLHR41379,On Premise,"SILVER SPRING REST. GROUP, LLC","8229 GEORGIA AVENUE
SILVER SPRING, MD 20910
(38.992557, -77.026544)",1,3065,7,5,1
"TRAN DINH BEER,WINE & DELI","20 MONTGOMERY VILLAGE AVE, UNIT D",GAITHERSBURG,MD,20879,DBW141,On/Off-Premise,"TRAN DINH BEER,WINE, & DELI, I","20 MONTGOMERY VILLAGE AVE, UNIT D
GAITHERSBURG, MD 20879
(39.155112, -77.208497)",1,31,36,3,21
CAFE ROMA,12166 DARNESTOWN ROAD,GAITHERSBURG,MD,20878,BBWLHR30393,On Premise,"MILA, INC.","12166 DARNESTOWN ROAD
GAITHERSBURG, MD 20878
(39.117688, -77.252475)",1,33,28,2,1
ASIA NINE II,254 CROWN PARK ROAD,GAITHERSBURG,MD,20878,BBWLHR861,On Premise,"THAIDEE, INC","254 CROWN PARK ROAD
GAITHERSBURG, MD 20878
(39.11377, -77.204868)",1,71,25,3,21
LAHINCH TAVERN & GRILL,7747 TUCKERMAN LANE,POTOMAC,MD,20854,BBWLHR24688,On Premise,"CLARE, INC","7747 TUCKERMAN LANE
POTOMAC, MD 20854
(39.039411, -77.156424)",1,53,20,1,1
TEX'S PLACE,14630 SOUTHLAWN LANE,ROCKVILLE,MD,20850,BBWHR34384,On/Off-Premise,"DOAN, INC","14630 SOUTHLAWN LANE
ROCKVILLE, MD 20850
(39.095024, -77.140589)",1,71,27,3,12
WORLD OF BEER,196-B EAST MONTGOMERY AVENUE,ROCKVILLE,MD,20850,BBWLHR22600,On Premise,"WOB ROCKVILLE, LLC","196-B EAST MONTGOMERY AVENUE
ROCKVILLE, MD 20850
(39.08408, -77.150463)",1,71,25,3,12
ABYSSINIA RESTAURANT,8221 GEORGIA AVE,SILVER SPRING,MD,20910,BBWLHR561,On Premise,"SOLO & AD, INC.","8221 GEORGIA AVE
SILVER SPRING, MD 20910
(38.992334, -77.026542)",1,3065,7,5,1
BROOKVILLE MARKET,7027 BROOKVILLE ROAD,CHEVY CHASE,MD,20815,ABW189,Off Premise,"CHEVY CHASE MARKET, INC.","7027 BROOKVILLE ROAD
CHEVY CHASE, MD 20815
(38.980533, -77.071265)",1,110,5,1,15
ANNA'S DELI PLUS,11512 MIDDLEBROOK ROAD,GERMANTOWN,MD,20876,ABWS179,Off Premise,ANNA'S DELI PLUS INC.,"11512 MIDDLEBROOK ROAD
GERMANTOWN, MD 20876
(39.180642, -77.239121)",1,36,39,2,1
HOLIDAY INN GAITHERSBURG,TWO MONTGOMERY VILLAGE AVE,GAITHERSBURG,MD,20879,BBWLHM003,On Premise,MONTGOMERY VILLAGE HOSPITALITY,"TWO MONTGOMERY VILLAGE AVE
GAITHERSBURG, MD 20879",,,,,
