OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE
242,PRIVATE SCHOOL,Mt Jezreel Baptist Church Christian Academy,420 University Blv E,Silver Spring,20901,301-431-2800,http://www.mtjezreel.com/MJCS/index.html,P-5,1313165.719417890068144,488794.835262589971535,"(39.00882457500006, -76.99707298199996)"
243,PRIVATE SCHOOL,Children in the Shoe Olney,16910 Georgia Ave,Olney,20832,301-260-1200,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(39.13413285200005, -77.07094578899995)"
244,PRIVATE SCHOOL,Twinbrook Christian Daycare,5906 Halpine Rd,Rockville,20851,240-401-9182,http://www.tcdaycare.org/,N-P,1278630.539824069943279,509118.224075670004822,"(39.06456594000008, -77.11870107099998)"
245,PRIVATE SCHOOL,"Nurturey, The",112 W Diamond Ave,Gaithersburg,20878,301-216-1444,https://www.facebook.com/pages/The-Nurturey-Childrens-Center/324798670897989,Nursery,1254651.296964559936896,536875.784778960049152,"(39.14066186300005, -77.20337178299997)"
246,PRIVATE SCHOOL,National Childrens Center School,410 University Blv W,Silver Spring,20901,301-593-0642,http://www.nccinc.org/schools/,K-Adult Special,1306602.791894899914041,494764.700758179998957,"(39.02521427600004, -77.02017367999997)"
247,PRIVATE SCHOOL,Academy At Academy Hills,10107 Darnestown Rd,Rockville,20850,301-424-9475,http://www.academychild.com/,N-2,1253364.615291980095208,521349.275430020003114,"(39.09802403400005, -77.20778361899994)"
248,PRIVATE SCHOOL,Quality Time Learning Center,8101 Georgia Ave,Silver Spring,20910,301-588-3350,http://qualitytimellc.com/,N-1,1304939.456843579886481,482158.94573004997801,"(38.99060155400008, -77.02601593899999)"
249,PRIVATE SCHOOL,Academy at Galway,12612 Galway Dr,Silver Spring,20904,301-586-0080,http://www.academychild.com/,N-P,,,"(39.064394599000025, -76.94569406499994)"
250,PRIVATE SCHOOL,Academy at Bnai Israel,6301 Montrose Rd,Rockville,20852,301-340-6818,http://www.academychild.com/,Nursery,,,"(39.05393747800008, -77.12473311199994)"
251,PRIVATE SCHOOL,Kennedy Krieger School,12301 Academy Way,Rockville,20852,443-923-4170,http://locations.kennedykrieger.org/#montgomery,K-Adult Special,,,"(39.05810414700005, -77.10695665299994)"
252,PRIVATE SCHOOL,Sulam School at MJBHA,13300 Arctic Ave,Rockville,20852,301-962-9400,http://www.sulam.org/,K-12,,,"(39.073657694000076, -77.10040151599998)"
253,PRIVATE SCHOOL,Montrose School OLC,5721 Montrose Pkw,Rockville,20850,301-770-4233,http://www.montroseschoolhouse.org/,P-K,,,"(39.05351759800004, -77.11485988499999)"
254,PRIVATE SCHOOL,Thomas Jefferson Preparatory School,12801 Darnestown Rd,Darnestown,20878,301-330-7550,http://tjprep.org/,P-8,,,"(39.11565508000007, -77.26591172399998)"
255,PRIVATE SCHOOL,CHI Centers - Jones Center Adult Program,9426 Stewartown Rd,Gaithersburg,20879,240-631-2637,http://www.chicenters.org/,Adult Special,,,"(39.17633428600004, -77.19313811099994)"
256,PRIVATE SCHOOL,Little Hands Preschool,24800 Kings Valley Rd,Damascus,20872,301-391-6655,http://www.lhpreschool.com/,Preschool,,,"(39.26151179900006, -77.23784984799994)"
257,PRIVATE SCHOOL,Forbush School at Oakmont Upper School,610 E Diamond Ave,Gaithersburg,20877,301-330-4359,http://www.sheppardpratt.org/special-education-services/our-schools/forbush-school-oakmont-upper-school/,7-Adult Special,,,"(39.140339278000056, -77.18133326299994)"
258,PRIVATE SCHOOL,CHI Centers - Lone Oak Adult Program,1010 Grandin Ave,Rockville,20851,301-545-0017,http://www.chicenters.org/,Adult Special,,,"(39.08011731800008, -77.13288202099994)"
259,PRIVATE SCHOOL,Poolesville Community Preschool,17550 W Willard Rd,Poolesville,20837,301-349-2399,http://www.poolesvillechamber.com/memberspages/poolesvillecommpreschool.html,Preschool,,,"(39.14415861200007, -77.42004859499997)"
260,PRIVATE SCHOOL,CHI Centers - MacDonald Knolls,10611 Tenbrook Dr,Silver Spring,20901,301-593-8822,http://www.chicenters.org/,Adult Special,,,"(39.03079084800004, -77.02599965499996)"
