"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Salaries and Wages","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","Part Time Salaries","Personnel Costs","278437.04","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Social Security","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","Social Security- FICA","Personnel Costs","54663.83","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Social Security","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","Social Security- FICA Medicaid","Personnel Costs","13079.58","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Group Insurance","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","Group Insurance","Personnel Costs","96615","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Retirement","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","RSP","Personnel Costs","36410.76","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Retirement","General Fund","Tax Supported Funds","DTS - EASD - Geographic Info. Systems","ERS","Personnel Costs","159411.28","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Fire","Tax Supported Funds","Station 40","ERS","Personnel Costs","437621.74","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Salaries and Wages","General Fund","Tax Supported Funds","DTS-EASD-ERP Applications Support","Full Time Salaries","Personnel Costs","768482.99","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Social Security","General Fund","Tax Supported Funds","DTS-EASD-ERP Applications Support","Social Security- FICA","Personnel Costs","47151.17","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Social Security","General Fund","Tax Supported Funds","DTS-EASD-ERP Applications Support","Social Security- FICA Medicaid","Personnel Costs","11143","0"
"2015","General Government","Technology Services","Enterprise Applications and Solutions","Group Insurance","General Fund","Tax Supported Funds","DTS-EASD-ERP Applications Support","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Technology Services","Enterprise Project Management","Salaries and Wages","General Fund","Tax Supported Funds","DTS - EPMP - Division Chief","Full Time Salaries","Personnel Costs","164118.63","0"
"2015","General Government","Technology Services","Enterprise Project Management","Social Security","General Fund","Tax Supported Funds","DTS - EPMP - Division Chief","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","Technology Services","Enterprise Project Management","Social Security","General Fund","Tax Supported Funds","DTS - EPMP - Division Chief","Social Security- FICA Medicaid","Personnel Costs","2379.72","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Group Insurance","General Fund","Tax Supported Funds","DTS - ETSD - Network Services","Group Insurance","Personnel Costs","54211.75","0"
"2013","Public Safety","Police","Field Services","Group Insurance","General Fund","Tax Supported Funds","1st District SAT","Dental","Personnel Costs",,"6377"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - Network Services","RSP","Personnel Costs","23302.33","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - Network Services","ERS","Personnel Costs","82729.81","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","Full Time Salaries","Personnel Costs","231234.49","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","Lapse (Workforce)","Personnel Costs","-94699.51","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","Social Security- FICA Medicaid","Personnel Costs","1979.76","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Group Insurance","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Division Chief","RSP","Personnel Costs","10922.8","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","Full Time Salaries","Personnel Costs","458238.95","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","Social Security- FICA","Personnel Costs","28081.95","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","Social Security- FICA Medicaid","Personnel Costs","6644.46","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Group Insurance","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","RSP","Personnel Costs","26722.77","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Operations Management Support","ERS","Personnel Costs","44303.67","0"
"2015","General Government","Human Resources","Director's Office","Salaries and Wages","General Fund","Tax Supported Funds","Directors Office","Full Time Salaries","Personnel Costs","626804.55","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Core Systems Support","Full Time Salaries","Personnel Costs","359510.95","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Server Support","ERS","Personnel Costs","41774.46","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Server Support","GRIP","Personnel Costs","8526.35","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","Full Time Salaries","Personnel Costs","812071.45","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","Social Security- FICA","Personnel Costs","49853.65","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","Social Security- FICA Medicaid","Personnel Costs","11775.04","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Group Insurance","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","RSP","Personnel Costs","55596.62","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS - ESOD - Public Safety Data Systems","ERS","Personnel Costs","41774.46","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ETSD - Division Chief","Full Time Salaries","Personnel Costs","146535.77","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - Division Chief","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","Full Time Salaries","Personnel Costs","443241.77","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","Social Security- FICA","Personnel Costs","27480.99","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","Social Security- FICA Medicaid","Personnel Costs","6427.01","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Group Insurance","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","Group Insurance","Personnel Costs","64410","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","RSP","Personnel Costs","20099.75","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - PBX Telephone Services","ERS","Personnel Costs","57589.17","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","Full Time Salaries","Personnel Costs","641411.88","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","Social Security- FICA","Personnel Costs","39295.61","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","Social Security- FICA Medicaid","Personnel Costs","9300.47","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Group Insurance","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","Group Insurance","Personnel Costs","75145","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","RSP","Personnel Costs","22699.17","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","ERS","Personnel Costs","98050.23","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Retirement","General Fund","Tax Supported Funds","DTS - ETSD - Radio Communication Services","GRIP","Personnel Costs","5282.85","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ETSD - Technical Services","Full Time Salaries","Personnel Costs","354007.26","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - Technical Services","Social Security- FICA","Personnel Costs","21751.53","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Social Security","General Fund","Tax Supported Funds","DTS - ETSD - Technical Services","Social Security- FICA Medicaid","Personnel Costs","5133.11","0"
"2015","General Government","Technology Services","Enterprise Telecommunications and Services","Group Insurance","General Fund","Tax Supported Funds","DTS - ETSD - Technical Services","Group Insurance","Personnel Costs","32205","0"
"2015","General Government","Finance","General Accounting","Salaries and Wages","General Fund","Tax Supported Funds","General Accounting","Full Time Salaries","Personnel Costs","6530.21","0"
"2015","General Government","Finance","General Accounting","Social Security","General Fund","Tax Supported Funds","General Accounting","Social Security- FICA","Personnel Costs","368.59","0"
"2015","General Government","Finance","General Accounting","Social Security","General Fund","Tax Supported Funds","General Accounting","Social Security- FICA Medicaid","Personnel Costs","94.69","0"
"2015","General Government","Finance","General Accounting","Group Insurance","General Fund","Tax Supported Funds","General Accounting","Group Insurance","Personnel Costs","536.75","0"
"2015","General Government","Finance","Operations and Administration","Salaries and Wages","General Fund","Tax Supported Funds","Administration - Treasury","Full Time Salaries","Personnel Costs","141541.28","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Administration - Treasury","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","Finance","Operations and Administration","Social Security","General Fund","Tax Supported Funds","Administration - Treasury","Social Security- FICA Medicaid","Personnel Costs","2052.35","0"
"2015","General Government","Finance","Operations and Administration","Group Insurance","General Fund","Tax Supported Funds","Administration - Treasury","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","Finance","Operations and Administration","Retirement","General Fund","Tax Supported Funds","Administration - Treasury","ERS","Personnel Costs","50487.77","0"
"2015","General Government","Finance","Treasury Operations","Salaries and Wages","General Fund","Tax Supported Funds","Treasury Operations","Full Time Salaries","Personnel Costs","301853.51","0"
"2015","General Government","Finance","Treasury Operations","Salaries and Wages","General Fund","Tax Supported Funds","Treasury Operations","Salary Charges To Others","Personnel Costs","-64440.82","0"
"2015","General Government","Finance","Treasury Operations","Group Insurance","General Fund","Tax Supported Funds","Treasury Operations","Group Insurance","Personnel Costs","53675","0"
"2015","General Government","Finance","Fiscal Management","Salaries and Wages","General Fund","Tax Supported Funds","Debt And Cash Management","Full Time Salaries","Personnel Costs","905139.93","0"
"2015","General Government","Finance","Fiscal Management","Social Security","General Fund","Tax Supported Funds","Debt And Cash Management","Social Security- FICA","Personnel Costs","51821.69","0"
"2015","General Government","Finance","Fiscal Management","Social Security","General Fund","Tax Supported Funds","Debt And Cash Management","Social Security- FICA Medicaid","Personnel Costs","13124.53","0"
"2015","General Government","Finance","Fiscal Management","Group Insurance","General Fund","Tax Supported Funds","Debt And Cash Management","Group Insurance","Personnel Costs","85880","0"
"2015","General Government","Finance","Fiscal Management","Retirement","General Fund","Tax Supported Funds","Debt And Cash Management","RSP","Personnel Costs","58001.85","0"
"2015","General Government","Finance","Fiscal Management","Retirement","General Fund","Tax Supported Funds","Debt And Cash Management","GRIP","Personnel Costs","6690.29","0"
"2015","General Government","Human Resources","Director's Office","Social Security","General Fund","Tax Supported Funds","Directors Office","Social Security- FICA","Personnel Costs","33163.35","0"
"2015","General Government","Human Resources","Director's Office","Social Security","General Fund","Tax Supported Funds","Directors Office","Social Security- FICA Medicaid","Personnel Costs","9088.67","0"
"2015","General Government","Human Resources","Director's Office","Group Insurance","General Fund","Tax Supported Funds","Directors Office","Group Insurance","Personnel Costs","60652.75","0"
"2015","General Government","Human Resources","Director's Office","Retirement","General Fund","Tax Supported Funds","Directors Office","RSP","Personnel Costs","12222.51","0"
"2015","General Government","Human Resources","Director's Office","Retirement","General Fund","Tax Supported Funds","Directors Office","GRIP","Personnel Costs","31854.36","0"
"2015","General Government","Human Resources","Business Operations and Performance","Salaries and Wages","General Fund","Tax Supported Funds","Business Operations & Performance","Full Time Salaries","Personnel Costs","108418.92","0"
"2015","General Government","Human Resources","Business Operations and Performance","Social Security","General Fund","Tax Supported Funds","Business Operations & Performance","Social Security- FICA","Personnel Costs","5528.85","0"
"2015","General Government","Human Resources","Business Operations and Performance","Social Security","General Fund","Tax Supported Funds","Business Operations & Performance","Social Security- FICA Medicaid","Personnel Costs","1572.07","0"
"2015","General Government","Human Resources","Business Operations and Performance","Salaries and Wages","General Fund","Tax Supported Funds","Records Management","Full Time Salaries","Personnel Costs","254352.81","0"
"2015","General Government","Human Resources","Business Operations and Performance","Social Security","General Fund","Tax Supported Funds","Records Management","Social Security- FICA","Personnel Costs","15769.87","0"
"2015","General Government","Human Resources","Business Operations and Performance","Social Security","General Fund","Tax Supported Funds","Records Management","Social Security- FICA Medicaid","Personnel Costs","3688.12","0"
"2015","General Government","Human Resources","Business Operations and Performance","Group Insurance","General Fund","Tax Supported Funds","Records Management","Group Insurance","Personnel Costs","39719.5","0"
"2015","General Government","Human Resources","Business Operations and Performance","Retirement","General Fund","Tax Supported Funds","Records Management","RSP","Personnel Costs","4871.82","0"
"2015","General Government","Human Resources","Business Operations and Performance","Retirement","General Fund","Tax Supported Funds","Records Management","ERS","Personnel Costs","32857.39","0"
"2015","General Government","Human Resources","Business Operations and Performance","Retirement","General Fund","Tax Supported Funds","Records Management","GRIP","Personnel Costs","5589.41","0"
"2015","General Government","Human Resources","Business Operations and Performance","Salaries and Wages","General Fund","Tax Supported Funds","Compensation And Classification","Full Time Salaries","Personnel Costs","517851.89","0"
"2015","General Government","Human Resources","Business Operations and Performance","Salaries and Wages","General Fund","Tax Supported Funds","Compensation And Classification","Part Time Salaries","Personnel Costs","74369.96","0"
"2015","General Government","Human Resources","Business Operations and Performance","Social Security","General Fund","Tax Supported Funds","Compensation And Classification","Social Security- FICA","Personnel Costs","36717.75","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Salaries and Wages","General Fund","Tax Supported Funds","Labor Employee Relation Team","Full Time Salaries","Personnel Costs","798453.35","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Social Security","General Fund","Tax Supported Funds","Labor Employee Relation Team","Social Security- FICA","Personnel Costs","47025.61","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Social Security","General Fund","Tax Supported Funds","Labor Employee Relation Team","Social Security- FICA Medicaid","Personnel Costs","11577.57","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Group Insurance","General Fund","Tax Supported Funds","Labor Employee Relation Team","Group Insurance","Personnel Costs","85880","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Retirement","General Fund","Tax Supported Funds","Labor Employee Relation Team","RSP","Personnel Costs","23412.75","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Retirement","General Fund","Tax Supported Funds","Labor Employee Relation Team","ERS","Personnel Costs","36222.55","0"
"2015","General Government","Human Resources","Labor and Employee Relations","Retirement","General Fund","Tax Supported Funds","Labor Employee Relation Team","GRIP","Personnel Costs","24723.97","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Salaries and Wages","General Fund","Tax Supported Funds","Change Management Division Manager","Full Time Salaries","Personnel Costs","8034.5","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Social Security","General Fund","Tax Supported Funds","Change Management Division Manager","Social Security- FICA","Personnel Costs","368.59","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Social Security","General Fund","Tax Supported Funds","Change Management Division Manager","Social Security- FICA Medicaid","Personnel Costs","116.5","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Group Insurance","General Fund","Tax Supported Funds","Change Management Division Manager","Group Insurance","Personnel Costs","536.75","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Salaries and Wages","General Fund","Tax Supported Funds","Change Mgmt","Full Time Salaries","Personnel Costs","390175.49","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Social Security","General Fund","Tax Supported Funds","Change Mgmt","Social Security- FICA","Personnel Costs","24190.88","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Social Security","General Fund","Tax Supported Funds","Change Mgmt","Social Security- FICA Medicaid","Personnel Costs","5657.54","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Group Insurance","General Fund","Tax Supported Funds","Change Mgmt","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Retirement","General Fund","Tax Supported Funds","Change Mgmt","RSP","Personnel Costs","14988.8","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Retirement","General Fund","Tax Supported Funds","Change Mgmt","ERS","Personnel Costs","22492.02","0"
"2015","General Government","Human Resources","Change Management, Training, and Organizational De","Retirement","General Fund","Tax Supported Funds","Change Mgmt","GRIP","Personnel Costs","5743.48","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Salaries and Wages","General Fund","Tax Supported Funds","DTS - ESOD - Data Center Operations","Full Time Salaries","Personnel Costs","718181.91","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS - ESOD - Data Center Operations","Social Security- FICA","Personnel Costs","44055.35","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Social Security","General Fund","Tax Supported Funds","DTS-ESOD-Core Technologies","Social Security- FICA Medicaid","Personnel Costs","7027.03","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Group Insurance","General Fund","Tax Supported Funds","DTS-ESOD-Core Technologies","Group Insurance","Personnel Costs","42940","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS-ESOD-Core Technologies","RSP","Personnel Costs","10922.8","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS-ESOD-Core Technologies","ERS","Personnel Costs","41774.46","0"
"2015","General Government","Technology Services","Enterprise Systems and Operations","Retirement","General Fund","Tax Supported Funds","DTS-ESOD-Core Technologies","GRIP","Personnel Costs","15521.47","0"
"2015","General Government","General Services","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Director's Office","Full Time Salaries","Personnel Costs","520706.2","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","Director's Office","Social Security- FICA","Personnel Costs","22866.76","0"
"2015","General Government","General Services","Administration","Social Security","General Fund","Tax Supported Funds","Director's Office","Social Security- FICA Medicaid","Personnel Costs","7550.24","0"
"2015","General Government","General Services","Administration","Group Insurance","General Fund","Tax Supported Funds","Director's Office","Group Insurance","Personnel Costs","37572.5","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","Director's Office","RSP","Personnel Costs","21950.82","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","Director's Office","ERS","Personnel Costs","58575.12","0"
"2015","General Government","General Services","Administration","Retirement","General Fund","Tax Supported Funds","Director's Office","GRIP","Personnel Costs","5517.59","0"
"2015","General Government","General Services","Office of Business Relations and Compliance","Salaries and Wages","General Fund","Tax Supported Funds","Section Chief-Progs & Compliance","Full Time Salaries","Personnel Costs","98543.3","0"
"2015","General Government","General Services","Office of Business Relations and Compliance","Salaries and Wages","General Fund","Tax Supported Funds","Living Wage","Full Time Salaries","Personnel Costs","98836.05","0"
"2015","General Government","General Services","Office of Business Relations and Compliance","Social Security","General Fund","Tax Supported Funds","Living Wage","Social Security- FICA","Personnel Costs","6127.83","0"
"2015","General Government","Human Rights","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Human Relations Comm-Directors","Full Time Salaries","Personnel Costs","151765.81","0"
"2015","General Government","Human Rights","Administration","Social Security","General Fund","Tax Supported Funds","Human Relations Comm-Directors","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","Human Rights","Administration","Social Security","General Fund","Tax Supported Funds","Human Relations Comm-Directors","Social Security- FICA Medicaid","Personnel Costs","2200.6","0"
"2015","General Government","Human Rights","Administration","Group Insurance","General Fund","Tax Supported Funds","Human Relations Comm-Directors","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","Human Rights","Administration","Retirement","General Fund","Tax Supported Funds","Human Relations Comm-Directors","RSP","Personnel Costs","12141.27","0"
"2015","General Government","Human Rights","Compliance","Salaries and Wages","General Fund","Tax Supported Funds","HRC - Compliance (GF)","Full Time Salaries","Personnel Costs","507625.66","0"
"2015","General Government","Human Rights","Compliance","Social Security","General Fund","Tax Supported Funds","HRC - Compliance (GF)","Social Security- FICA","Personnel Costs","31472.79","0"
"2015","General Government","Human Rights","Compliance","Social Security","General Fund","Tax Supported Funds","HRC - Compliance (GF)","Social Security- FICA Medicaid","Personnel Costs","7360.57","0"
"2015","General Government","Human Rights","Compliance","Group Insurance","General Fund","Tax Supported Funds","HRC - Compliance (GF)","Group Insurance","Personnel Costs","64410","0"
"2015","General Government","Human Rights","Community Mediation and Public Affairs","Group Insurance","General Fund","Tax Supported Funds","Community Mediation","Group Insurance","Personnel Costs","5367.5","0"
"2015","General Government","Human Rights","Community Mediation and Public Affairs","Retirement","General Fund","Tax Supported Funds","Community Mediation","RSP","Personnel Costs","2101.64","0"
"2015","General Government","Human Rights","Fair Housing","Salaries and Wages","General Fund","Tax Supported Funds","Fair Housing","Full Time Salaries","Personnel Costs","26270.48","0"
"2015","General Government","Human Rights","Fair Housing","Social Security","General Fund","Tax Supported Funds","Fair Housing","Social Security- FICA","Personnel Costs","1628.77","0"
"2015","General Government","Human Rights","Fair Housing","Social Security","General Fund","Tax Supported Funds","Fair Housing","Social Security- FICA Medicaid","Personnel Costs","380.92","0"
"2015","General Government","Human Rights","Fair Housing","Group Insurance","General Fund","Tax Supported Funds","Fair Housing","Group Insurance","Personnel Costs","5367.5","0"
"2015","General Government","Human Rights","Fair Housing","Retirement","General Fund","Tax Supported Funds","Fair Housing","RSP","Personnel Costs","2101.64","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Salaries and Wages","General Fund","Tax Supported Funds","Human Resources","Full Time Salaries","Personnel Costs","410369.72","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Human Resources","Social Security- FICA","Personnel Costs","25442.92","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Human Resources","Social Security- FICA Medicaid","Personnel Costs","5950.36","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Group Insurance","General Fund","Tax Supported Funds","Human Resources","Group Insurance","Personnel Costs","53675","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Human Resources","RSP","Personnel Costs","2648.01","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Human Resources","ERS","Personnel Costs","101243.08","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Salaries and Wages","General Fund","Tax Supported Funds","Information Technology","Full Time Salaries","Personnel Costs","420101.7","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Information Technology","Social Security- FICA","Personnel Costs","25574.37","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Salaries and Wages","General Fund","Tax Supported Funds","Fiscal Services","Full Time Salaries","Personnel Costs","555769.25","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Fiscal Services","Social Security- FICA","Personnel Costs","34457.69","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Social Security","General Fund","Tax Supported Funds","Fiscal Services","Social Security- FICA Medicaid","Personnel Costs","8058.65","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Group Insurance","General Fund","Tax Supported Funds","Fiscal Services","Group Insurance","Personnel Costs","83196.25","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Fiscal Services","RSP","Personnel Costs","13771.48","0"
"2015","Public Safety","Correction and Rehabilitation","Director's Office","Retirement","General Fund","Tax Supported Funds","Fiscal Services","ERS","Personnel Costs","134858.72","0"
"2015","Transportation","Transportation","Ride On","Retirement","Mass Transit","Tax Supported Funds","G'Burg Ride On","ERS","Personnel Costs","205126.6","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Salaries and Wages","General Fund","Tax Supported Funds","Consumer Protection","Full Time Salaries","Personnel Costs","1275152.05","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Salaries and Wages","General Fund","Tax Supported Funds","Consumer Protection","Part Time Salaries","Personnel Costs","33716.6","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Social Security","General Fund","Tax Supported Funds","Consumer Protection","Social Security- FICA","Personnel Costs","78631.03","0"
"2015","Public Safety","Police","Patrol Services","Retirement","General Fund","Tax Supported Funds","1st District Petrol","ERS","Personnel Costs","3003958.53","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Social Security","General Fund","Tax Supported Funds","Consumer Protection","Social Security- FICA Medicaid","Personnel Costs","18978.6","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Group Insurance","General Fund","Tax Supported Funds","Consumer Protection","Group Insurance","Personnel Costs","162098.5","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Retirement","General Fund","Tax Supported Funds","Consumer Protection","RSP","Personnel Costs","28446.82","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Retirement","General Fund","Tax Supported Funds","Consumer Protection","ERS","Personnel Costs","298655.99","0"
"2015","Public Safety","Consumer Protection","Consumer Protection","Retirement","General Fund","Tax Supported Funds","Consumer Protection","GRIP","Personnel Costs","5608.62","0"
"2015","Public Safety","Consumer Protection","Commission on Common Ownership Communities","Salaries and Wages","General Fund","Tax Supported Funds","Coc Mediation","Full Time Salaries","Personnel Costs","174278.62","0"
