"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Social Security- FICA","Personnel Costs","4161.95","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Social Security- FICA Medicaid","Personnel Costs","973.36","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Group Insurance","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Care Coordination","RSP","Personnel Costs","11144.69","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Care Coordination","ERS","Personnel Costs","79605.7","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 4","ERS","Personnel Costs","24216.16","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","Group Insurance","Personnel Costs","51528","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","RSP","Personnel Costs","13349.26","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Protective & Case Management Services","GRIP","Personnel Costs","8859.18","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Part Time Salaries","Personnel Costs","42447.04","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Social Security- FICA","Personnel Costs","2631.72","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Group Insurance","Grant Fund","Non-Tax Supported Funds","Women's Health Services","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Women's Health Services","RSP","Personnel Costs","8111.32","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Women's Health Services","GRIP","Personnel Costs","2284.29","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Full Time Salaries","Personnel Costs","134569.27","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Social Security","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Social Security- FICA","Personnel Costs","8343.29","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Social Security","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Social Security- FICA Medicaid","Personnel Costs","1951.25","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","Group Insurance","Personnel Costs","24261.1","0"
"2015","Health and Human Services","Health and Human Services","Early Childhood Services","Retirement","Grant Fund","Non-Tax Supported Funds","Early Childhood Services","RSP","Personnel Costs","7515.59","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Social Security- FICA","Personnel Costs","13512.57","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Social Security- FICA Medicaid","Personnel Costs","3160.2","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Group Insurance","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","Group Insurance","Personnel Costs","32205","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","RSP","Personnel Costs","2906.3","0"
"2015","Health and Human Services","Health and Human Services","Behavioral Health Planning & Management","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Planning & Management","ERS","Personnel Costs","51430.67","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","SASCA","Full Time Salaries","Personnel Costs","97798.58","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","SASCA","Social Security- FICA","Personnel Costs","6063.51","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","SASCA","Social Security- FICA Medicaid","Personnel Costs","1418.08","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Group Insurance","Grant Fund","Non-Tax Supported Funds","SASCA","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Retirement","Grant Fund","Non-Tax Supported Funds","SASCA","ERS","Personnel Costs","33985.01","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Full Time Salaries","Personnel Costs","63453.22","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Social Security- FICA","Personnel Costs","3934.1","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Social Security- FICA Medicaid","Personnel Costs","920.07","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Group Insurance","Personnel Costs","10735","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","RSP","Personnel Costs","5076.26","0"
"2015","Health and Human Services","Health and Human Services","Specialty Behavioral Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Medication Assisted Treatment-Clinical/Vocational Svcs","Full Time Salaries","Personnel Costs","236161.14","0"
"2015","Health and Human Services","Health and Human Services","Specialty Behavioral Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Medication Assisted Treatment-Clinical/Vocational Svcs","Part Time Salaries","Personnel Costs","38222.87","0"
"2015","Health and Human Services","Health and Human Services","Specialty Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Medication Assisted Treatment-Clinical/Vocational Svcs","Social Security- FICA","Personnel Costs","17011.81","0"
"2015","Health and Human Services","Health and Human Services","Specialty Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Medication Assisted Treatment-Clinical/Vocational Svcs","Social Security- FICA Medicaid","Personnel Costs","3978.57","0"
"2015","Health and Human Services","Health and Human Services","Cancer & Tobacco Prevention","Social Security","Grant Fund","Non-Tax Supported Funds","Cancer & Tobacco Prevention","Social Security- FICA Medicaid","Personnel Costs","1426.22","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA","Personnel Costs","11566.88","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Social Security","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Social Security- FICA Medicaid","Personnel Costs","2705.16","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Group Insurance","Personnel Costs","20396.5","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","ERS","Personnel Costs","44072.67","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","GRIP","Personnel Costs","4014.17","0"
"2015","General Government","Circuit Court","Grants","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Social Security- FICA","Personnel Costs","5344.56","0"
"2015","General Government","Circuit Court","Grants","Group Insurance","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Group Insurance","Personnel Costs","21470","0"
"2015","General Government","Circuit Court","Grants","Retirement","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","RSP","Personnel Costs","7521.45","0"
"2015","General Government","State's Attorney","District Court Prosecution","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","District Court Prosecution","Full Time Salaries","Personnel Costs","46604.46","0"
"2015","General Government","State's Attorney","District Court Prosecution","Social Security","Grant Fund","Non-Tax Supported Funds","District Court Prosecution","Social Security- FICA","Personnel Costs","2889.48","0"
"2015","General Government","State's Attorney","District Court Prosecution","Social Security","Grant Fund","Non-Tax Supported Funds","District Court Prosecution","Social Security- FICA Medicaid","Personnel Costs","675.76","0"
"2015","General Government","State's Attorney","District Court Prosecution","Group Insurance","Grant Fund","Non-Tax Supported Funds","District Court Prosecution","Group Insurance","Personnel Costs","5904.25","0"
"2015","General Government","State's Attorney","District Court Prosecution","Retirement","Grant Fund","Non-Tax Supported Funds","District Court Prosecution","RSP","Personnel Costs","3728.36","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Full Time Salaries","Personnel Costs","15344.98","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Social Security- FICA","Personnel Costs","951.39","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Social Security- FICA Medicaid","Personnel Costs","222.5","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Group Insurance","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","Group Insurance","Personnel Costs","1824.95","0"
"2015","General Government","State's Attorney","Circuit Court Prosecution","Retirement","Grant Fund","Non-Tax Supported Funds","Circuit Court/Grand Jury Prosecution","RSP","Personnel Costs","1227.6","0"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Retirement","Grant Fund","Non-Tax Supported Funds","County Executive","RSP","Personnel Costs","7964.63","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 1","Full Time Salaries","Personnel Costs","188562.69","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 1","Social Security- FICA","Personnel Costs","11690.89","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 1","Social Security- FICA Medicaid","Personnel Costs","2734.16","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 1","Group Insurance","Personnel Costs","42940","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 1","ERS","Personnel Costs","96864.65","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 6","Full Time Salaries","Personnel Costs","47140.67","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 6","Social Security- FICA","Personnel Costs","2922.72","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 6","Social Security- FICA Medicaid","Personnel Costs","683.54","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 6","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 6","ERS","Personnel Costs","24216.16","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 7","Full Time Salaries","Personnel Costs","94281.35","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 7","Social Security- FICA","Personnel Costs","5845.44","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 7","Social Security- FICA Medicaid","Personnel Costs","1367.08","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 7","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 7","ERS","Personnel Costs","48432.33","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 10","Full Time Salaries","Personnel Costs","8956.73","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 3","Social Security- FICA","Personnel Costs","5845.44","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 3","Social Security- FICA Medicaid","Personnel Costs","1367.08","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 3","Group Insurance","Personnel Costs","21470","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 3","ERS","Personnel Costs","48432.33","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 4","Full Time Salaries","Personnel Costs","47140.67","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 4","Social Security- FICA","Personnel Costs","2922.72","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 4","Social Security- FICA Medicaid","Personnel Costs","683.54","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 4","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Salary Charges From Others","Personnel Costs","82377.75","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- Charges from Others","Personnel Costs","6301.9","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Group Insurance","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Group Insurance- Charges From Others","Personnel Costs","12356.66","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Retirement","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Retirement- Charges from Others","Personnel Costs","23963.69","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Full Time Salaries","Personnel Costs","190217.75","0"
"2015","Transportation","Transportation","Ride On","Social Security","Grant Fund","Non-Tax Supported Funds","Access to Jobs Grant","Social Security- FICA Medicaid","Personnel Costs","3165.55","0"
"2015","Transportation","Transportation","Ride On","Group Insurance","Grant Fund","Non-Tax Supported Funds","Access to Jobs Grant","Group Insurance","Personnel Costs","42188.55","0"
"2015","Transportation","Transportation","Ride On","Retirement","Grant Fund","Non-Tax Supported Funds","Access to Jobs Grant","RSP","Personnel Costs","11923.56","0"
"2015","Transportation","Transportation","Ride On","Retirement","Grant Fund","Non-Tax Supported Funds","Access to Jobs Grant","ERS","Personnel Costs","24071.02","0"
"2015","Health and Human Services","Health and Human Services","Mental Health Services Seniors & Persons with Disa","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Mental Health Services Seniors & Persons With Disabilities","Full Time Salaries","Personnel Costs","144946.56","0"
"2015","Health and Human Services","Health and Human Services","Mental Health Services Seniors & Persons with Disa","Social Security","Grant Fund","Non-Tax Supported Funds","Mental Health Services Seniors & Persons With Disabilities","Social Security- FICA","Personnel Costs","8986.69","0"
"2015","Health and Human Services","Health and Human Services","Mental Health Services Seniors & Persons with Disa","Social Security","Grant Fund","Non-Tax Supported Funds","Mental Health Services Seniors & Persons With Disabilities","Social Security- FICA Medicaid","Personnel Costs","2101.73","0"
"2015","Health and Human Services","Health and Human Services","Mental Health Services Seniors & Persons with Disa","Group Insurance","Grant Fund","Non-Tax Supported Funds","Mental Health Services Seniors & Persons With Disabilities","Group Insurance","Personnel Costs","21470","0"
"2015","Health and Human Services","Health and Human Services","Mental Health Services Seniors & Persons with Disa","Retirement","Grant Fund","Non-Tax Supported Funds","Mental Health Services Seniors & Persons With Disabilities","RSP","Personnel Costs","3471.8","0"
"2015","Health and Human Services","Health and Human Services","Trauma Services","Social Security","Grant Fund","Non-Tax Supported Funds","Victims Assistance & Sexual Assault Program","Social Security- FICA Medicaid","Personnel Costs","2556.42","0"
"2015","Health and Human Services","Health and Human Services","Trauma Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Victims Assistance & Sexual Assault Program","Group Insurance","Personnel Costs","52601.5","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Full Time Salaries","Personnel Costs","139433.7","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Social Security- FICA","Personnel Costs","8644.89","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Social Security- FICA Medicaid","Personnel Costs","2021.79","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","Group Insurance","Personnel Costs","15136.35","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Access To Behavioral Health Services","ERS","Personnel Costs","30867.9","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","SASCA","Social Security- FICA","Personnel Costs","9865.31","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","Full Time Salaries","Personnel Costs","129515.38","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","Social Security- FICA","Personnel Costs","8029.95","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Social Security","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","Social Security- FICA Medicaid","Personnel Costs","1877.97","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","Group Insurance","Personnel Costs","19323","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","RSP","Personnel Costs","5643.43","0"
"2015","Health and Human Services","Health and Human Services","Access To Behavioral Health Services","Retirement","Grant Fund","Non-Tax Supported Funds","Behavioral Health Community Support Services","ERS","Personnel Costs","20492.96","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Adult","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Behavioral Health Services","Full Time Salaries","Personnel Costs","265741.32","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Adult","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Adult Behavioral Health Services","Part Time Salaries","Personnel Costs","91356.52","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Adult","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Behavioral Health Services","GRIP","Personnel Costs","6139.16","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Treatment Services Admin","Full Time Salaries","Personnel Costs","67063.54","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Treatment Services Admin","Social Security- FICA","Personnel Costs","3685.9","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Social Security","Grant Fund","Non-Tax Supported Funds","Treatment Services Admin","Social Security- FICA Medicaid","Personnel Costs","972.42","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Group Insurance","Grant Fund","Non-Tax Supported Funds","Treatment Services Admin","Group Insurance","Personnel Costs","5367.5","0"
"2015","Health and Human Services","Health and Human Services","Treatment Services - Admin","Retirement","Grant Fund","Non-Tax Supported Funds","Treatment Services Admin","ERS","Personnel Costs","23921.57","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","SASCA","Full Time Salaries","Personnel Costs","159117.93","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Social Security","Grant Fund","Non-Tax Supported Funds","SASCA","Social Security- FICA Medicaid","Personnel Costs","2307.21","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Group Insurance","Grant Fund","Non-Tax Supported Funds","SASCA","Group Insurance","Personnel Costs","19323","0"
"2015","Health and Human Services","Health and Human Services","Outpatient Behavioral Health Services - Child","Retirement","Grant Fund","Non-Tax Supported Funds","SASCA","RSP","Personnel Costs","4905.55","0"
"2015","Health and Human Services","Health and Human Services","Community Action Agency","Retirement","Grant Fund","Non-Tax Supported Funds","Community Action Agency","RSP","Personnel Costs","3592.44","0"
"2015","Health and Human Services","Health and Human Services","Community Action Agency","Retirement","Grant Fund","Non-Tax Supported Funds","Community Action Agency","ERS","Personnel Costs","25864.74","0"
"2015","Health and Human Services","Health and Human Services","Community Action Agency","Retirement","Grant Fund","Non-Tax Supported Funds","Community Action Agency","GRIP","Personnel Costs","10641.01","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Group Insurance","Personnel Costs","3327.85","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","GRIP","Personnel Costs","1946.23","0"
"2015","Health and Human Services","Health and Human Services","Health Care & Group Residential Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Health Care & Group Residential Services","Part Time Salaries","Personnel Costs","33041.79","0"
"2015","Health and Human Services","Health and Human Services","Health Care & Group Residential Services","Social Security","Grant Fund","Non-Tax Supported Funds","Health Care & Group Residential Services","Social Security- FICA","Personnel Costs","2048.59","0"
"2015","Health and Human Services","Health and Human Services","Health Care & Group Residential Services","Social Security","Grant Fund","Non-Tax Supported Funds","Health Care & Group Residential Services","Social Security- FICA Medicaid","Personnel Costs","479.11","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Senior Services Contracts","Full Time Salaries","Personnel Costs","7964.63","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Services Contracts","Social Security- FICA","Personnel Costs","493.81","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Services Contracts","Social Security- FICA Medicaid","Personnel Costs","115.49","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Senior Services Contracts","Group Insurance","Personnel Costs","858.8","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Services Contracts","RSP","Personnel Costs","637.17","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","Full Time Salaries","Personnel Costs","179833.87","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","Social Security- FICA","Personnel Costs","11149.7","0"
"2015","Health and Human Services","Health and Human Services","Senior Community Services","Social Security","Grant Fund","Non-Tax Supported Funds","Area Agency On Aging Administration","Social Security- FICA Medicaid","Personnel Costs","2607.59","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Social Security","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Social Security- FICA Medicaid","Personnel Costs","391.84","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Group Insurance","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","Group Insurance","Personnel Costs","4294","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","RSP","Personnel Costs","1190.27","0"
"2015","Health and Human Services","Health and Human Services","Assessment & Continuing Case Mgmt Svcs","Retirement","Grant Fund","Non-Tax Supported Funds","Adult Public Guardianship","GRIP","Personnel Costs","816.16","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","Full Time Salaries","Personnel Costs","216659.53","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","Social Security- FICA","Personnel Costs","13432.89","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Social Security","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","Social Security- FICA Medicaid","Personnel Costs","3141.56","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Group Insurance","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","Group Insurance","Personnel Costs","28877.15","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","RSP","Personnel Costs","5331.36","0"
"2015","Health and Human Services","Health and Human Services","Senior Nutrition Program","Retirement","Grant Fund","Non-Tax Supported Funds","Senior Nutrition Program","ERS","Personnel Costs","20994.34","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Full Time Salaries","Personnel Costs","78371.59","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA","Personnel Costs","4859.04","0"
"2015","Health and Human Services","Health and Human Services","Aging & Disability Resource Unit","Social Security","Grant Fund","Non-Tax Supported Funds","Aging And Disability Resource Unit","Social Security- FICA Medicaid","Personnel Costs","1136.39","0"
