"the_geom","business_name","full_address","city","state","country","zip","address_authority","abc","business_naics_code","phone_number","website","latitude","longitude","business_id","address_id","jurisdiction"
"POINT (-91.013599193435 30.406755158002)","PORTOBELLO'S ITALIAN GRILL AND CAFÉ","15440 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722110",,,"30","-91","6664","142617","EBRP"
"POINT (-91.124728716866 30.359946089692)","COU-YON'S TEXAS BBQ","9320 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","27047","124227","EBRP"
"POINT (-91.133128774473 30.488008880511)","TAKS FOOD MART","5765 PRESCOTT RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","36706","97207","EBRP"
"POINT (-91.073827638932 30.40936007366)","THE JEFFERSON","4336 FLOYNELL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","37011","82603","EBRP"
"POINT (-91.071597989567 30.455653167678)","MR G'S TAVERN","10070 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","33054","137192","EBRP"
"POINT (-91.164270361661 30.389761638255)","CRAVE HOT DOG & BARBEQUE","630 STE B ARLINGTON CREEK CENTRE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","722000",,,"30","-91","66753","239752","EBRP"
"POINT (-91.044777905534 30.44023610508)","FRENCH CONNECTION","12114 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722410",,,"30","-91","3542","161570","EBRP"
"POINT (-91.143276433293 30.523145506934)","SHA LA BOUTIQUE & ENTERTAINMENT LLC","8190 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","BATON ROUGE","YES","722000",,,"31","-91","35645","137662","EBRP"
"POINT (-91.05095059188 30.411684402683)","CVS PHARMACY #5510","11705 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","446110","225-291-0596","http://cvs.com/","30","-91","27278","135596","EBRP"
"POINT (-91.192493054486 30.542382183505)","S & Y GROCERY","10833 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445120",,,"31","-91","4430","7300","EBRP"
"POINT (-91.106991074025 30.429106661637)","BEAUSOLEIL RESTAURANT & BAR LLC","7731 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","25152","144303","EBRP"
"POINT (-91.126847410146 30.451902473966)","FLORIDA HOP IN - CIRCLE K","6103 STE C FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","46101","224765","EBRP"
"POINT (-91.104832837537 30.648194094731)","CROSSROAD GROCERY","20190 PLANK RD","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","445000",,,"31","-91","47173","198184","EBRP"
"POINT (-91.155245516182 30.494563327705)","CITY FOOD MART","4865 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","453000",,,"30","-91","26616","87501","EBRP"
"POINT (-91.145082695391 30.461865905024)","GUS YOUNG GROCERY","4412 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445120",,,"30","-91","21599","139181","EBRP"
"POINT (-91.085219512337 30.70105225272)","B & B EZ FOOD MART","24021 PLANK RD","ZACHARY","LOUISIANA","UNITED STATES","70791","PARISH","YES","445120",,,"31","-91","20867","59214","EBRP"
"POINT (-91.077714280858 30.457375456191)","KAY B LOUNGE","845 MADELINE CT","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722410",,,"30","-91","16618","118023","EBRP"
"POINT (-91.152586261411 30.422437692823)","THE RUBY SUPPER CAFE","3535 STE 375 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","50659","186569","EBRP"
"POINT (-91.002380135576 30.363704726439)","BURBANK DAIQUIRIS LLC","9422 ROUND OAK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","64077","125323","EBRP"
"POINT (-91.071991284272 30.370497419843)","WINN DIXIE #1461","8601 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","445000","225-766-8400","https://winndixie.com","30","-91","38362","118988","EBRP"
"POINT (-91.091106583936 30.390612990222)","LONGHORN STEAKHOUSE #5591","6571 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","722000",,,"30","-91","63365","136001","EBRP"
"POINT (-91.157125783569 30.387102805232)","ROTOLOS CRAFT & CRUST","411 BEN HUR RD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","59991","149900","EBRP"
"POINT (-91.059235578653 30.428462927256)","CLUB COOZAN","10920 MEAD RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","26716","7797","EBRP"
"POINT (-91.050905574173 30.421741068459)","RACETRAC #360","3425 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000",,,"30","-91","34569","72738","EBRP"
"POINT (-91.156488173136 30.423673709949)","ZIPPYS","3155 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","38557","69534","EBRP"
"POINT (-91.108364220868 30.444510040489)","INDEPENDENCE PARK THEATRE CULTURAL","7800 INDEPENDENCE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES",,,,"30","-91","60425","133300","EBRP"
"POINT (-91.088733396556 30.39275777791)","COPELANDS CHEESECAKE BISTRO","6171 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","BATON ROUGE","YES","722110",,,"30","-91","12368","135997","EBRP"
"POINT (-91.168998316316 30.460735031635)","BATON ROUGE RIVER BATS","1502 FOSS ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","453000",,,"30","-91","25050","30497","EBRP"
"POINT (-91.015376392046 30.409744928019)","CVS PHARMACY","15255 STE A-B GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","446110",,"http://cvs.com/","30","-91","2569","135462","EBRP"
"POINT (-91.007215225393 30.445823294581)","RACETRAC #2405","1649 O'NEAL LN","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","447000",,,"30","-91","46402","37860","EBRP"
"POINT (-91.140187378266 30.445040604638)","ALBERTSONS #3750","4857 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-216-7226","http://albertsons.com/","30","-91","24068","87437","EBRP"
"POINT (-91.090064424227 30.484107103147)","WALGREENS #07836","3671 JOOR RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","PARISH","YES","446110","225-924-3880","http://walgreens.com/","30","-91","8703","75578","EBRP"
"POINT (-91.008166913388 30.407905010724)","CIRCLE K STORE 2709723","4851 O'NEAL LN","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447000","225-753-2169","http://circlek.com/","30","-91","26584","87386","EBRP"
"POINT (-91.115903134665 30.431477868869)","ZEA ROTISSERIE & GRILL","2380 TOWNE CENTER BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","445000",,,"30","-91","38540","133129","EBRP"
"POINT (-91.087086416107 30.474244426791)","CHILI'S BAR AND GRILL #1059","9115 STE B MAMMOTH AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","722000",,,"30","-91","47190","228353","EBRP"
"POINT (-91.116122729436 30.398613364273)","OLYMPIA FOOTBALL STADIUM","7122 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES",,,,"30","-91","60518","108627","EBRP"
"POINT (-91.027359553072 30.448570477007)","ASHLEY MANOR","14214 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","24579","26899","EBRP"
"POINT (-91.190171783979 30.442472352298)","BELLE OF BATON ROUGE CASINO BOAT","620 S RIVER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","713000",,,"30","-91","25204","181074","EBRP"
"POINT (-91.078967260023 30.385578944641)","THE WOODHOUSE DAY SPA","10222 THE GROVE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70836","PARISH","YES","815000",,,"30","-91","49458","166219","EBRP"
"POINT (-91.134874469489 30.444423342846)","ROMANS CAFE","5350 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","35138","92883","EBRP"
"POINT (-91.056226364621 30.428026686801)","SHERWOOD SHELL","2510 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000",,,"30","-91","35728","60661","EBRP"
"POINT (-91.138258763785 30.443323842667)","ALL STAR CATERING LLC","633 S FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722320",,,"30","-91","24121","102817","EBRP"
"POINT (-91.188431498964 30.450857122111)","ON THE RIVER EVENTS BY LITTLE VILLAGE","431 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","22262","82221","EBRP"
"POINT (-91.093321554252 30.377741977445)","FRESH MARKET THE, INC","10555 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","445110","225-765-2915",,"30","-91","29041","143282","EBRP"
"POINT (-91.150253395355 30.426309736662)","HIT-N-RUN FOOD STORES #3","2313 S ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000",,,"30","-91","30050","57638","EBRP"
"POINT (-91.161442339219 30.393236125032)","FUZZYS TACO SHOP","220 W LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","29100","180814","EBRP"
"POINT (-91.030939657212 30.344592597582)","COUNTRY CLUB TEXACO","17752 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","447000",,,"30","-91","27023","43942","EBRP"
"POINT (-91.112134085065 30.390883882633)","TOWN SOUTH FOOD MART","1801 STARING LN","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000",,,"30","-91","37472","44790","EBRP"
"POINT (-91.154855382159 30.493039475121)","CIRCLE K STORE #2707654","4718 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","447000",,"http://circlek.com/","30","-91","26593","86093","EBRP"
"POINT (-91.196886275621 30.552574695674)","MADE TO GO TRUCKSTOP LLC","111 THOMAS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70807","PARISH","YES","447000",,,"31","-91","32296","145937","EBRP"
"POINT (-91.167519540013 30.588783500745)","CVS PHARMACY #5321","1214 MAIN ST","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","446110","225-778-1843","http://cvs.com/","31","-91","41829","189273","EBRP"
"POINT (-91.014552696281 30.4094969549)","CELEBRITY THEATRES OF BATON ROUGE","15365 GEORGE O'NEAL RD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","512000",,,"30","-91","48121","135460","EBRP"
"POINT (-91.204959547272 30.387128841694)","FARR PARK EQUESTRIAN CENTER & RV CAMPGROUND","6402 RIVER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES",,,,"30","-91","60382","220101","EBRP"
"POINT (-91.16334273395 30.471389055407)","CLUB RAGGS","2605 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","722410",,,"30","-91","2239","61903","EBRP"
"POINT (-91.145535176759 30.38895195153)","BABYLONIA","417 W WOODRUFF DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","67434","80920","EBRP"
"POINT (-91.089508075723 30.418924773889)","CIRCLE K STORE 2709726","3536 DRUSILLA LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","447000","225-927-5131","http://circlek.com/","30","-91","26587","74139","EBRP"
"POINT (-91.105772746787 30.465848630879)","RACETRAC #2417","8008 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","47599","114760","EBRP"
"POINT (-91.065240000105 30.432901478742)","RIC SEELING DANCE STUDIO","10776 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","611000",,,"30","-91","34926","181253","EBRP"
"POINT (-91.0613227888 30.493126149881)","TEXACO","10982 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","447110",,,"30","-91","8180","8175","EBRP"
"POINT (-91.164661027783 30.466057443176)","ANN'S GROCERY","2004 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-344-4670",,"30","-91","24397","51129","EBRP"
"POINT (-91.138219685575 30.444858435967)","CIRCLE K STORE 2729721","5035 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,"http://circlek.com/","30","-91","26582","88817","EBRP"
"POINT (-91.109514522553 30.430356974942)","WALGREENS #3399","7620 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","446000","225-292-6566","http://walgreens.com/","30","-91","38074","112510","EBRP"
"POINT (-91.05351684347 30.385112296388)","BATON ROUGE DISTILLING LLC","11616 STE 21 INDUSTRIPLEX BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","919024",,,"30","-91","45920","224215","EBRP"
"POINT (-91.133162312932 30.500899348988)","SHOPPERS VALUE FOODS","5932 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-355-0025","http://shoppersvaluefoodla.com/","31","-91","14236","142246","EBRP"
"POINT (-91.124053828321 30.406291093003)","MAXWELLS MARKET","6241 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445110","225-766-9150","http://maxwells-market.com/","30","-91","32534","144053","EBRP"
"POINT (-91.033079654284 30.447428082748)","SHOPPERS VALUE FOODS 5535","13555 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445000",,,"30","-91","50253","23984","EBRP"
"POINT (-91.149016815159 30.419661945805)","CUBAN FINE WINE AND SPIRITS","3911 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","424820",,,"30","-91","5472","77958","EBRP"
"POINT (-91.054364250721 30.376237293791)","HOMEWOOD SUITES HOTEL","11303 RIEGER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","721110",,,"30","-91","4214","155881","EBRP"
"POINT (-91.151018734966 30.65047515252)","WINN-DIXIE #1581","5005 CHURCH ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","445000",,"https://winndixie.com","31","-91","8883","197768","EBRP"
"POINT (-91.151314488847 30.444483959399)","DOE'S EAT PLACE","3723 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445000",,,"30","-91","27831","75935","EBRP"
"POINT (-91.146961049625 30.586482620698)","BROTHERS FOOD MART #138","4940 GROOM RD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","445000",,,"31","-91","41827","191059","EBRP"
"POINT (-91.076798650697 30.421310564693)","CRESENT CROWN DISTRIBUTING LLC","9550 DAWNADELE AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","423000",,,"30","-91","27147","135404","EBRP"
"POINT (-91.025646024375 30.587957418918)","ROMEROS FOOD MART #3","14447 DENHAM RD","PRIDE","LOUISIANA","UNITED STATES","70770","CENTRAL","YES","445000",,,"31","-91","49178","202018","EBRP"
"POINT (-91.168876890118 30.469386545869)","LTK SEAFOOD","2401 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445220",,,"30","-91","5360","59203","EBRP"
"POINT (-91.188171859906 30.449657131862)","DRAKE'S CATERING","320 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722330",,,"30","-91","21669","69951","EBRP"
"POINT (-91.173345416525 30.436644341086)","TERRACE GROCERY","1457 TERRACE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","36836","28901","EBRP"
"POINT (-91.142493146485 30.454020775048)","KIMS MARKET","4695 NORTH ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","453000",,,"30","-91","31303","85932","EBRP"
"POINT (-91.172081906405 30.389301190644)","WASABI JAPANESE RESTAURANT","5201 STE J NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","BATON ROUGE","YES","722000",,,"30","-91","38112","136043","EBRP"
"POINT (-91.150080869037 30.423087820726)","COURTYARD BY MARRIOTT ESSEN LANE","2421 S ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","721000",,,"30","-91","27042","59525","EBRP"
"POINT (-91.096712065859 30.34814551021)","BURBANK SOCCER COMPLEX","12400 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","713000",,,"30","-91","59909","17626","EBRP"
"POINT (-91.140145129078 30.488496674223)","SUPER STOP","4162 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-355-7340",,"30","-91","36540","80853","EBRP"
"POINT (-91.133075142138 30.466304495378)","FRESH GROCERY","5635 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445000",,,"30","-91","29039","95796","EBRP"
"POINT (-91.056444884816 30.414575968879)","BULL CHICKS","11135 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","40163","135802","EBRP"
"POINT (-91.013381440213 30.362595789202)","ROUSES MARKET #58","14630 VILLAGE MARKET ST","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","445000",,,"30","-91","49185","33384","EBRP"
"POINT (-91.030629069807 30.543819729464)","CAFE PHONECIA","14319 WAX RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","722000",,,"31","-91","46236","208678","EBRP"
"POINT (-91.119506966983 30.451987632329)","TIGER ONE STOP","6945 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","50275","107476","EBRP"
"POINT (-91.165830266765 30.574958486677)","DUMAS GOLF COURSE","3400 LAVEY LN","BAKER","LOUISIANA","UNITED STATES","70714","PARISH","YES","713000",,,"31","-91","59950","161247","EBRP"
"POINT (-91.17665732787 30.42693294588)","THOMAS GROCERY","600 E POLK ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","37248","99295","EBRP"
"POINT (-91.178715756814 30.42338668778)","BEANS BURGERS & PLANTAIN FRIES","2679 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","25141","62924","EBRP"
"POINT (-91.140074436668 30.415467103384)","R. GALE CREED APPRAISOR AND REALTOR","4765 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","531210",,,"30","-91","6874","86690","EBRP"
"POINT (-91.109237698107 30.433646155863)","CAFE AMERICAN","7521 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","25918","143317","EBRP"
"POINT (-91.15440855575 30.453760148247)","HERSON'S PRIVATE CLUB","3457 NORTH ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722410",,,"30","-91","20390","73322","EBRP"
"POINT (-91.02332941455 30.368852907824)","AGILE BREWING LLC","14141 STE H AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,,,"67697","238945","EBRP"
"POINT (-91.048671848233 30.383175288348)","I HEART ABSINTHE","6630 STE C EXCHEQUER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","453000",,,"30","-91","46129","224779","EBRP"
"POINT (-91.166849908894 30.433515075304)","CITY PARK GOLF COURSE","1515 DALRYMPLE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","713000",,,"30","-91","50552","28075","EBRP"
"POINT (-91.176435946785 30.543154604354)","SCOTLAND MONEY MART","10888 SCOTLAND AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","453000",,,"31","-91","35511","143048","EBRP"
"POINT (-91.008770680206 30.453703053396)","NO DELAY","1024 O'NEAL LN","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","453000",,,"30","-91","33339","2224","EBRP"
"POINT (-91.192700760701 30.654129127618)","JETT'S FOOD MART #2","1080 CHURCH ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","447000",,,"31","-91","47112","195665","EBRP"
"POINT (-91.062031106923 30.410489298399)","BIG MIKES BAR","10627 ALCO AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722410",,,"30","-91","11795","5483","EBRP"
"POINT (-91.02992515132 30.334510286213)","COUNTRY CLUB OF LOUISIANA","18400 BOULEVARD LOUISIANE","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","27022","46528","EBRP"
"POINT (-91.108561975358 30.430533842935)","LA MADELEINE #502","7615 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","59834","112440","EBRP"
"POINT (-90.999785712054 30.415804052391)","WHITE OAK PLANTATION","16515 SPILLER'S WAY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","38242","134722","EBRP"
"POINT (-91.189066722416 30.450256076217)","THE RIVER ROOM","222 LAUREL ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","445000",,,"30","-91","45386","55724","EBRP"
"POINT (-91.126463956957 30.526151289563)","HOOPER HOP IN - CIRCLE K","6404 HOOPER RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","PARISH","YES","447000",,,"31","-91","46119","103458","EBRP"
"POINT (-91.060511508737 30.410745527623)","MELCHOR RENOVATIONS","4444 KOLIN DR","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","815000",,,"30","-91","65629","83719","EBRP"
"POINT (-91.141056387676 30.421923902954)","ALBERTSONS #2709","2950 COLLEGE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445110","225-924-6084","http://albertsons.com/","30","-91","24065","66440","EBRP"
"POINT (-91.052609324126 30.412679267229)","ORIENTAL PEARL","4520 STE 107B S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","33546","144687","EBRP"
"POINT (-90.992820067268 30.356185429754)","JUST WINGIN IT","18181 STE 103 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","64193","233743","EBRP"
"POINT (-91.168439259758 30.471279197506)","GENERAL GROCERY","2665 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-385-0710",,"30","-91","29242","62817","EBRP"
"POINT (-91.126378142602 30.355463171063)","SAVE MORE MARKET 4","1557 GARDERE LN","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","445110","225-769-0404",,"30","-91","7305","33602","EBRP"
"POINT (-91.156166765611 30.423452247972)","FRANKIES DAWG HOUSE","2318 CEDARDALE AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","28999","135892","EBRP"
"POINT (-91.142492359975 30.41663951645)","CIRCLE K STORES #270765","4527 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000","225-216-7666","http://circlek.com/","30","-91","26598","84394","EBRP"
"POINT (-91.112903484355 30.469057749542)","DREAMS","2083 DALLAS DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","27987","52892","EBRP"
"POINT (-91.107026001874 30.460660333379)","U EAT FOOD MART","8171 GLADEWOOD DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","67510","116013","EBRP"
"POINT (-91.14143468769 30.436866883832)","WEBB MEMORIAL GOLF COURSE","1351 COUNTRY CLUB DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","713000",,,"30","-91","59951","23583","EBRP"
"POINT (-91.190663720004 30.422346261113)","HEBERT'S SPECIALTY MEAT STORE","1150 W GARFIELD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","65329","11450","EBRP"
"POINT (-91.137061332961 30.424918035774)","HAYRIDE SCANDAL","5110 STE B CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","50012","229900","EBRP"
"POINT (-91.16078251861 30.476811097694)","UNITED FOOD MART","3164 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","37759","69667","EBRP"
"POINT (-91.059995614966 30.435614155632)","MI CUEVITA PLUS LLC","1853 W MURIEL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","453000",,,"30","-91","32753","133696","EBRP"
"POINT (-91.105703536565 30.649559444848)","JETT'S CHEVRON","9645 MAIN ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","447000",,,"31","-91","47113","198912","EBRP"
"POINT (-91.079393656164 30.430496063768)","COREY A ROBERTSON DDS","9745 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","621000",,,"30","-91","26980","128127","EBRP"
"POINT (-91.141506695916 30.461896007005)","GUS YOUNG MEAT MARKET","4896 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445210",,,"30","-91","17401","87642","EBRP"
"POINT (-91.034064352208 30.446372409279)","TEXACO","13315 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","447110",,,"30","-91","8180","22420","EBRP"
"POINT (-91.145924127533 30.700204600226)","DANNYS 2 GO","23896 ZACHARY-SLAUGHTER HWY","SLAUGHTER","LOUISIANA","UNITED STATES","70777","PARISH","YES","445000",,,"31","-91","23161","59109","EBRP"
