"title","category_or_snippet","description","tags","open_data_site","url","created"
"Purchase Orders and Contracts","Government","Listing of all purchase orders and contracts issued to procure goods and/or services within City-Parish. In the City-Parish, a PO/Contract is made up of two components: a header and one or many detail items that comprise the overarching PO/Contract. The header contains information that pertains to the entire PO/Contract. This includes, but is not limited to, the total amount of the PO/Contract, the department requesting the purchase and the vendor providing the goods or services. The detail item(s) contain information that is specific to the individual item ordered or service procured through the PO/Contract. The item/service description, item/service quantity and the cost of the item is located within the PO/Contract details. There may be one or many detail items on an individual PO/Contract. For example, a Purchase Order for a computer equipment may include three items: the computer, the monitor and the base software package. Both header information and detail item information are included in this dataset in order to provide a comprehensive view of the PO/Contract data. The Record Type field indicates whether the record is a header record (H) or detail item record (D). In the computer purchase example from above, the system would display 4 records – one header record and 3 detail item records. It should be noted header information will be duplicated on all detail items. No detail item information will be displayed on the header record. ***In October of 2017, the City-Parish switched to a new system used to track PO/Contracts. This data contains all PO/Contracts entered in or after October 2017. For prior year data, please see the Legacy Purchase Order dataset.","Contracts, Purchasing, Procurement, Purchase Orders","Open Data BR","https://data.brla.gov/Government/Purchase-Orders-and-Contracts/2ung-w7t4","2018-07-02T00:00:00.000"
"Quick Stop","Housing and Development","Point geometry with attributes displaying quick stop type businesses in East Baton Rouge Parish, Louisiana.","Convenience, Store, Quick Stop, Business, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/quick-stop/","2015-10-16T07:36:42.000"
"Railroad","Transportation and Infrastructure","Line geometry with attributes displaying railroad transportation in East Baton Rouge Parish, Louisiana.","Railroad","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/railroad/","2014-12-01T13:34:25.000"
"Railroad Crossing","Transportation and Infrastructure","Point geometry with attributes displaying railroad crossings with streets in East Baton Rouge Parish, Louisiana.","Railroad, Crossing, Intersection, Road, Street, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/railroad-crossing/","2017-10-04T11:13:49.000"
"Recreation","Culture and Recreation","Polygon geometry with attributes displaying various recreation facilities in East Baton Rouge Parish, Louisiana.","Golf, Disc, Frisbee, Course, Recreation, Cultural","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/recreation/","2015-12-16T10:33:52.000"
"Recycling Service","Government","Polygon geometry with attributes displaying recycling service pick-up days in East Baton Rouge Parish, Louisiana.","Recycling, Service, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/recycling-service/","2015-10-15T11:54:44.000"
"Redevelopment Authority Target Area","Housing and Development","Polygon geometry with boundaries and attributes of the East Baton Rouge Redevelopment Authority Target Areas.","Economic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebr-rda-target-area/","2019-02-01T08:50:02.000"
"Retail Food Inspections","Government","This dataset provides a full listing of all East Baton Rouge Parish retail food inspections conducted by the Louisiana Department of Health.","Food, Health, Restaurant, Inspections","Open Data BR","https://data.brla.gov/Government/Retail-Food-Inspections/ux2t-b9wr","2020-02-27T00:00:00.000"
"Road Closures","Transportation and Infrastructure","This dataset includes all recorded road closures by city-parish agencies since January 1, 2015.","Closure, Traffic, Road, Transporation","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Road-Closures/5bmt-pt5h","2018-09-20T00:00:00.000"
"Road Closures - Active","Transportation and Infrastructure","Line geometry with attributes displaying active City-Parish road closures, road blocks, and detours in East Baton Rouge Parish, Louisiana.","Road, Closure, Traffic, Transportation, Detour, Block","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/road-closures/","2015-10-16T09:30:59.000"
"Sales Tax Collections","Business and Financial","Monthly sales tax collections by tax period for 2% City of Baton Rouge sales tax, 2% Unincorporated EBR Parish sales tax, and the combined 2% City-Parish sales tax. Figures are presented as “regular” collections (collected by City-Parish Revenue Division), vehicle tax only collections (collected by the State Department of Public Safety) and the total collections including vehicle tax.","Collections, Sales Tax, Finance","Open Data BR","https://data.brla.gov/Business-and-Financial/Sales-Tax-Collections/wzhh-xrbf","2016-05-19T00:00:00.000"
"Sales Tax Domicile","Government","Polygon geometry with attributes displaying sales tax domiciles in East Baton Rouge Parish, Louisiana.","Sales, Tax, Domicile, Finance","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::sales-tax-domicile/","2019-05-28T10:11:03.000"
"School","Government","Point geometry with attribute information displaying public and private school locations in East Baton Rouge Parish, Louisiana.","School","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/school/","2014-11-24T14:51:50.000"
"School District","Government","Polygon geometry with attributes displaying school districts in East Baton Rouge Parish, Louisiana.","School, District, School Board, Baker, Central, Zachary, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/school-district/","2016-04-14T11:50:41.000"
"School Location","Government","This dataset displays the location, address, and contact information for public and private schools in East Baton Rouge Parish.","Learning, Education, Montessori, Charter","Open Data BR","https://data.brla.gov/Government/School-Location/46yn-5ctj","2016-09-02T00:00:00.000"
"Senior Citizen Center","Business and Financial","Point geometry with attributes displaying senior citizen centers in East Baton Rouge Parish, Louisiana.","Senior, Citizen, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/ebrgis::senior-citizen-center/","2022-04-25T00:00:00.000"
"Service Barricade Area","Government","Polygon geometry with attributes displaying barricade services areas in East Baton Rouge Parish, Louisiana.","Barricade, Traffic, Road, Transportation, Closure","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/service-barricade-area/","2015-10-15T11:55:05.000"
"Sheriff Sector","Government","Polygon geometry with attributes displaying Sheriff subsectors in East Baton Rouge Parish, Louisiana.","EBRSO, Sheriff, Sector, Subsector, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/sheriff-sector/","2015-01-26T16:24:25.000"
"Sidewalk","Transportation and Infrastructure","Line geometry with attributes displaying sidewalks in East Baton Rouge Parish, Louisiana.","Sidewalk, Pedestrian, Street, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/sidewalk/","2018-03-21T10:46:35.000"
"Sidewalk ADA Barrier","Transportation and Infrastructure","Point geometry with attributes displaying locations of sidewalks with barriers as defined by the Americans with Disabilities Act (ADA) in the City of Baton Rouge, Louisiana.","Sidewalk, Street, Transportation, ADA, Barrier","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/sidewalk-ada-barrier/","2019-09-26T12:23:57.000"
"Sign Outdoor Advertising","Transportation and Infrastructure","Point geometry with attributes for outdoor advertising signs in East Baton Rouge Parish, Louisiana.","Sign, Outdoor Advertising, Billboard","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/sign-outdoor-advertising/","2017-05-10T10:57:28.000"
"Small Area Plan","Housing and Development","Polygon geometry with attributes displaying the boundaries of neighborhoods with approved small area plans in East Baton Rouge Parish, Louisiana.","Planning","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/smallareaplan/","2019-04-10T18:07:52.000"
"Sports Venue","Culture and Recreation","Point geometry with attributes displaying sports venue locations in East Baton Rouge Parish, Louisiana.","Sport, Entertainment, Venue, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/sports-venue/","2015-12-29T16:05:12.000"
"Stream Gauge","Environment","Point geometry with attributes displaying near real-time USGS and NOAA stream gauge readings in East Baton Rouge Parish, Louisiana and surrounding area.","Stream, Gauge, Flood, River, Water, USGS, NOAA","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::stream-gauge/","2017-08-30T13:31:05.000"
"Stream Segment","Environment","Line geometry with attributes displaying stream segments within and overlapping East Baton Rouge Parish, Louisiana.","Stream, Hydrography","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/stream-segment/","2015-10-15T11:44:04.000"
"Street Address","Housing and Development","Point geometry with attributes displaying street addresses in East Baton Rouge Parish, Louisiana.","Address, Street, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-address/","2014-11-21T14:55:03.000"
"Street Address Listing","Housing and Development","Complete listing of all street addresses in East Baton Rouge Parish.","Property, Lot, Street, Address","Open Data BR","https://data.brla.gov/Housing-and-Development/Street-Address-Listing/6fyg-p3r9","2016-06-09T00:00:00.000"
"Street Crosswalk","Transportation and Infrastructure","Point geometry with attributes displaying pedestrian crosswalks in East Baton Rouge Parish, Louisiana.","Crosswalk, Pedestrian, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-crosswalk/","2015-10-16T09:31:34.000"
"Street Intersection","Transportation and Infrastructure","Point geometry with attributes displaying street intersections of all public and private named roads in East Baton Rouge Parish, Louisiana.","Street, Intersection, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-intersection/","2016-10-31T18:23:10.000"
"Street Interstate Exit","Transportation and Infrastructure","Point geometry with attributes displaying Interstate entrances and exits in East Baton Rouge Parish, Louisiana.","Interstate, Exit, Entrance, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-interstate-exit/","2015-10-16T09:30:11.000"
"Street Lighting","Transportation and Infrastructure","Point geometry with attributes displaying street lighting and utility poles in East Baton Rouge Parish, Louisiana.","Lighting, Utility, Pole, Street, Traffic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-lighting/","2016-11-29T09:08:31.000"
"Street Lighting","Transportation and Infrastructure","This dataset contains the location and attribute information about all of the street lights in East Baton Rouge Parish, Louisiana. This includes lighting along neighborhood streets and major roads.","Lighting,  Street, Utility, Transportation","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Street-Lighting/2jru-byiu","2015-06-27T00:00:00.000"
"Street Maintenance Lot","Government","Polygon geometry with attributes displaying street maintenance responsibility in East Baton Rouge Parish, Louisiana.","Street, Maintenance, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-maintenance-lot/","2015-10-15T11:55:51.000"
"Street Name Reservation","Transportation and Infrastructure","Data table displaying reserved street names for subdivisions that are currently under development.  Reserving a street name assures that any subsequent subdivision developments in East Baton Rouge Parish, Louisiana do not duplicate a reserved name.","Street","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-name-reservations/","2020-09-03T08:28:25.000"
"Street Names","Transportation and Infrastructure","Official public and private street name listing for East Baton Rouge Parish, Louisiana.","Transportation, Street Name, Road, Street","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Street-Names/whw6-pbh2","2014-11-30T00:00:00.000"
"Street Owner","Transportation and Infrastructure","Line geometry with attributes displaying ownership of street centerline segments in East Baton Rouge Parish, Louisiana.","Street, Owner, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-owner/","2015-10-16T09:31:55.000"
"Street Range","Transportation and Infrastructure","Line geometry with attributes displaying street range segments in East Baton Rouge Parish, Louisiana.","Street, Road, Route, Interstate, Highway","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-range/","2018-06-28T07:27:55.000"
"Street Sign","Transportation and Infrastructure","Point geometry with attributes displaying Manual of Uniform Traffic Control Devices (MUTCD) street signs in East Baton Rouge Parish, Louisiana.","Street, MUTCD, Sign, Transportation, Traffic","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-sign/","2017-07-21T14:13:17.000"
"Street Speed Limit","Transportation and Infrastructure","Line geometry with attributes displaying street speed limits in East Baton Rouge Parish, Louisiana.","Street, Transportation, Speed","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/street-speed-limit/","2016-12-14T08:07:26.000"
"Subdivision","Housing and Development","Polygon geometry with attributes displaying subdivision boundaries in East Baton Rouge Parish, Louisiana.","Subdivision, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/subdivision/","2014-11-21T11:05:36.000"
"Subdivisions","Housing and Development","This dataset is an official listing of all approved and recorded subdivisions in East Baton Rouge Parish, Louisiana.","Subdivision, Property, Lot, Cadastral","Open Data BR","https://data.brla.gov/Housing-and-Development/Subdivisions/px43-apna","2015-05-19T00:00:00.000"
"Subject Property","Housing and Development","Polygon and point geometries with attributes of subject property for all City-Parish Planning Commission planning, zoning, and historic preservation cases in the City of Baton Rouge and Parish of East Baton Rouge, Louisiana.","Zoning, Historic, Subject, Case, Property, Housing, Planning","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/subject-property-polygons/","2015-10-15T11:39:13.000"
"Swamp","Environment","Polygon geometry with attributes displaying swamps and marshes in East Baton Rouge Parish, Louisiana.","Swamp, Marsh, Hydrography","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/swamp/","2015-10-15T11:44:26.000"
"Tax Parcel","Housing and Development","Polygon geometry with attributes displaying tax parcels in East Baton Rouge Parish, Louisiana.","Parcel, Tax, Assessor, Adjudicated, Property, Parish Attorney, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/tax-parcel/","2015-09-27T13:39:11.000"
"Tax Ward Section","Business and Financial","Polygon geometry with attributes displaying tax wards and sections in East Baton Rouge Parish, Louisiana.","Tax, Ward, Section, Assessor, Financial, Business","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/tax-ward-section/","2016-06-07T15:25:43.000"
"Telecommunication Facility","Transportation and Infrastructure","Point geometry with attributes displaying telecommunication facilities in East Baton Rouge Parish, Louisiana.","Telecomm, Telecommunication, Cell, Tower, Wireless, SCU, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/telecommunication-facility/","2022-02-07T00:00:00.000"
"Tiger Trails Routes","Transportation and Infrastructure","Line geometry with attributes displaying the Louisiana State University (LSU) Tiger Trails transit routes in East Baton Rouge Parish, Louisiana.","Transportation, LSU, Transit, Bus, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/tiger-trails-route","2017-12-21T00:00:00.000"
"Tourist Venue","Culture and Recreation","Point geometry with attributes displaying tourist venue locations in East Baton Rouge Parish, Louisiana.","Tourism, Attraction, Venue, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/tourist-venue/","2016-11-08T11:40:21.000"
"Traffic Camera","Transportation and Infrastructure","Point geometry with attributes displaying Louisiana Department of Transportation and Development traffic cameras in the Greater Baton Rouge, Louisiana area.","Traffic, Transportation, Camera, LADOTD","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/traffic-camera/","2015-10-16T09:33:10.000"
"Traffic Control Signs","Transportation and Infrastructure","Location and description data of all traffic control signs in East Baton Rouge Parish, Louisiana. This data was collected as part of a joint project between the State of Louisiana Department of Transportation and Development and the City-Parish Department of Public Works.","Sign, Traffic Control, MUTCD","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Traffic-Control-Signs/twhu-tihc","2015-06-27T00:00:00.000"
"Traffic Incident","Public Safety","Point geometry with attributes displaying near real-time traffic incidents in East Baton Rouge Parish, Louisiana.","Traffic, Incident","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/traffic-incident/","2017-01-21T21:08:44.000"
"Traffic Signal","Transportation and Infrastructure","Point geometry with attributes displaying traffic signals in East Baton Rouge Parish, Louisiana.","Traffic, Transportation, Signal, Lighting","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/traffic-signal/","2015-10-16T09:33:37.000"
"Trash Service","Government","Polygon geometry with attributes displaying trash pick-up services in East Baton Rouge Parish, Louisiana.","Trash, Service, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/trash-service/","2015-10-15T11:56:13.000"
"Unincorporated Area","Government","Polygon geometry with attributes displaying the unincorporated area of East Baton Rouge Parish, Louisiana.","Jurisdiction, Unincorporated","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/unincorporated-area/","2020-09-01T08:06:12.000"
"Upcoming Procurement Opportunities","Government","This dataset contains upcoming purchasing and contracting opportunities which are anticipated to be advertised within this fiscal year. This listing is being provided prior to the procurement’s issuance in order to provide an opportunity for the vendor community to plan ahead as well as network and to identify potentially viable SBE/MBE/WBE/SDVE participation solutions either by means of direct participation or through partnering arrangements. The City of Baton Rouge, Parish of East Baton Rouge anticipates, but does not guarantee, the following schedule, including the number of awards, and reserves the right to change, eliminate or add opportunities as needed.","Forecast, Opportunities, Procurement","Open Data BR","https://data.brla.gov/Government/Upcoming-Procurement-Opportunities/e5pk-us93","2018-08-10T00:00:00.000"
"US House","Government","Polygon geometry with attributes displaying United States House of Representative districts in East Baton Rouge Parish, Louisiana.","House, Representative, United States, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/us-house/","2016-11-08T11:38:51.000"
"Utility Coverage Area","Government","The Utility Coverage Area map service displays polygon geometry and attributes for all electricity utility service areas in East Baton Rouge Parish, Louisiana. Information was gathered from the Louisiana Public Service Commission website at https://www.lpsc.louisiana.gov/Maps_Electric_Distribution_Areas.aspx and from the City-Parish Department of Transportation and Drainage.","Utility, Electricity, DEMCO, Entergy, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::utility-coverage-area/","2022-04-22T00:00:00.000"
"Voting Precinct","Government","Polygon geometry with attributes displaying voting precincts and voter demographics in East Baton Rouge Parish, Louisiana.","Voting, Precinct, Registrar, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/voting-precinct/","2014-12-01T13:57:17.000"
"Wards 1950","Government","Polygon geometry with attributes displaying the 1950 ward boundaries with respective Census population numbers for East Baton Rouge Parish, Louisiana.","Ward, Census, Population","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrp-wards-1950/","2016-12-14T07:48:25.000"
"Wards Pre-1949","Government","Polygon geometry with attributes displaying the boundaries of the pre-1949 wards with respective decennial Census population stats from 1940 to 1890 in East Baton Rouge Parish, Louisiana.","Ward, Census, Population","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrp-wards-pre-1949/","2016-12-14T07:51:36.000"
"Watershed","Environment","Polygon geometry with attributes displaying digital elevation model (DEM) delineated watershed boundaries ranging from hydrologic unit code (HUC) 8 digit to 16 digit. The attribute data includes watershed names at the HUC 10, 12 and 14 digit levels. The extent of the dataset is East Baton Rouge Parish, Louisiana and any overlapping watersheds in adjacent parishes.","Watershed, Hydrography","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/watershed/","2014-11-20T11:17:01.000"
"Watershed Sink","Environment","Polygon geometry with attributes displaying sink areas of watersheds in East Baton Rouge Parish. Sinks are the areas at or below the 100 year flood plain elevation and they are prone to flooding.","Watershed, Sink, Hydrography, Flood","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/watershed-sink/","2016-04-15T11:41:18.000"
"Website Analytics","Government","Web traffic statistics for the several City-Parish websites, brla.gov, city.brla.gov, Red Stick Ready, GIS, Open Data etc. Information provided by Google Analytics.","BRLA, BRGOV, Website, Web, Analytics","Open Data BR","https://data.brla.gov/Government/Website-Analytics/n9u7-h9i7","2016-05-19T00:00:00.000"
"Wetland","Environment","Polygon geometry with attributes displaying wetlands in East Baton Rouge Parish, Louisiana.","Wetland","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/wetland/","2015-11-05T18:13:35.000"
"ZIP Code","Government","Polygon geometry with attributes displaying United States Postal Service Zone Improvement Plan (ZIP) Codes in East Baton Rouge Parish, Louisiana.","ZIP Code, USPS, Postal, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/zip-code/","2015-01-29T07:29:17.000"
"Zoning","Housing and Development","Polygon geometry with attributes displaying zoning districts in the City of Baton Rouge and Parish of East Baton Rouge, Louisiana.","Zoning, Permissable Uses, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/zoning/","2014-12-01T14:03:34.000"
