"parkid","park_name","full_address","city","state","zip","classification","website","acreage","airgun_range","airnasium","archery_range","indoor_basketball","outdoor_basketball","bike_repair_station","bird_watching_wildlife_viewing","blueway_trailhead","bmx_track","canoe_kayak_launch","cricket_pitch","croquet_court","disc_golf","dog_park","equestrian","fishing_access","fitness_center","fitness_station_outdoor","garden_aboretum","golf_course_9_hole","golf_course_18_hole","greenway_trailhead","mountain_bike_trail","multi_purpose_ball_field","nature_trail","pavilion","playgound","primitive_trail","rec_center","rugby_field","rv_park","sand_volleyball","shuffleboard","skate_park","soccer_field","spray_pad","stadium","swimming_pool","tennis_center","tennis_court","velodrome","walking_loop_outdoor","walking_track_indoor","geolocation"
"MDWPK","MEADOW PARK","6951 MEADOW PARK AVE","BATON ROUGE","LOUISIANA","70810","Neighborhood","http://www.brec.org/index.cfm/park/Meadow","8.1400000000000006","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.069272 30.372194)"
"MGCTY","MAGNOLIA CEMETERY","422 N 19TH ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Special Facility","http://www.brec.org/index.cfm/park/MagnoliaCemetary","16.500000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.169341 30.450908)"
"MJLAN","MARY J. LANDS PARK","802 N 30TH ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/MaryJLands","3.500000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.158713 30.456659)"
"MLSAV","MILLS AVENUE PARK","401 MILLS AVE","BATON ROUGE","LOUISIANA","70807","Neighborhood","http://www.brec.org/index.cfm/park/MillsAvenue","5.4899999999999993","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.194955 30.53271)"
"MMPLT","MAGNOLIA MOUND PLANTATION","2161 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802.000000000000000","Special Facility","http://www.brec.org/index.cfm/park/MagnoliaMoundPlantation","15.113000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.187958 30.426591)"
"MMSTD","MEMORIAL SPORTS COMPLEX","1702 FOSS ST","BATON ROUGE","LOUISIANA","70802","Special Facility","http://www.brec.org/index.cfm/park/MemorialStadium","36.829999999999998","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","POINT (-91.172094 30.4598)"
"MNCHC","BAYOU MANCHAC PARK","19010 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Manchac","54.059999999999995","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-90.986201 30.347861)"
"MNTSO","MONTE SANO PARK","2727 GREENWELL ST","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/MonteSano","54.144999999999996","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",
"MPLWD","MAPLEWOOD DRIVE PARK","7950 MAPLEWOOD DR","BATON ROUGE","LOUISIANA","70812.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Maplewood","11.199999999999999","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.112059 30.507701)"
"MYRTH","MARY RUTH PARK","8808 MARY RUTH AVE","BATON ROUGE","LOUISIANA","70810.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/MaryRuth","0.500000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.111457 30.386113)"
"MYRTL","MYRTLE STREET PARK","5530 MYRTLE ST","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/MyrtleStreet","6.500000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.143271 30.57872)"
"NAIRN","NAIRN DRIVE PARK","2800 NAIRN DR","BATON ROUGE","LOUISIANA","70808","Neighborhood","http://www.brec.org/index.cfm/park/NairnDrive","7.4299999999999997","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.146268 30.422995)"
"NBLVD","NORTH BOULEVARD PARK","1640 NORTH BLVD","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/NorthBoulevard","0.155000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.172129 30.447669)"
"NEGTN","NORTH 18TH STREET PARK","1801 GAYOSA ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/North18thStreet","0.998000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.170536 30.454097)"
"NFRTN","NORTH 14TH STREET PARK","100 N 14TH ST","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/North14thStreet","0.56400000000000006","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.17504 30.447838)"
"NSFCP","NORTH SHERWOOD FOREST COMMUNITY PK","3140 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70814","Community","http://www.brec.org/index.cfm/park/NorthSherwoodForestCommunityPark","138.36000000000001","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","YES","YES",
"NSTRE","NORTH STREET PARK","4100 NORTH ST","BATON ROUGE","LOUISIANA","70806","Neighborhood","http://www.brec.org/index.cfm/park/NorthStreet","9.9819999999999993","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.144809 30.453764)"
"OHHWY","OLD HAMMOND HIGHWAY PARK","8900 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70806.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/OldHammondHighway","12.900000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.087887 30.430937)"
"PLANK","PLANK ROAD PARK","19550 PLANK RD","ZACHARY","LOUISIANA","70791","Neighborhood","http://www.brec.org/index.cfm/park/PlankRoad","82.099999999999994","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.107858 30.640614)"
"PLMNO","PALOMINO DRIVE PARK","14100 PALOMINO DR","GREENWELL SPRINGS","LOUISIANA","70739","Neighborhood","http://www.brec.org/index.cfm/park/PalominoDrive","149.89000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.011598 30.574595)"
"PNHRS","PINEHURST PARK","13888 PINEHURST AVE","BATON ROUGE","LOUISIANA","70817.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Pinehurst","5.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.031405 30.380922)"
"PRIDE","PRIDE PARK","16440 PORT HUDSON-PRIDE RD","PRIDE","LOUISIANA","70770.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Pride","10.150000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-90.98622 30.694486)"
"PRKLN","PARKLAWN PARK","12228 PARKLAWN AVE","BATON ROUGE","LOUISIANA","70816","Neighborhood","http://www.brec.org/index.cfm/park/Parklawn","5.5309999999999997","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.045195 30.404201)"
"PRKRD","PERKINS ROAD COMMUNITY PARK","7122 PERKINS RD","BATON ROUGE","LOUISIANA","70808.000000000000000","Community","http://www.brec.org/index.cfm/park/PerkinsRoadCommunityPark","52.199999999999996","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","YES","YES","YES","NO","POINT (-91.114153 30.39795)"
"PRKVW","PARKVIEW PARK","9000 N PARKVIEW DR","BATON ROUGE","LOUISIANA","70815.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Parkview","5.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.090565 30.446082)"
"PWNEE","PAWNEE STREET PARK","2100 SCENIC HWY","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/PawneeStreet","0.76600000000000001","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.167969 30.46656)"
"QRTHS","QUARTERHORSE NATURE RESERVE","23400-23500 QUARTER HORSE DR","ZACHARY","LOUISIANA","70791.000000000000000","Conservation","http://www.brec.org/index.cfm/park/QuarterhorseDrive","21.933999999999997","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.172549 30.694819)"
"RDOKS","RED OAKS PARK","2100 GREEN OAK DR","BATON ROUGE","LOUISIANA","70815","Neighborhood","http://www.brec.org/index.cfm/park/RedOaks","2.7999999999999998","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.0633 30.468118)"
"REAMS","REAMES ROAD PARK","23223 REAMES RD","ZACHARY","LOUISIANA","70791.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/ReamesRoad","5.000000000000000","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.027428 30.690453)"
"RIODR","RIO DRIVE PARK","6900 RIO DR","BATON ROUGE","LOUISIANA","70812.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/RioDrive","5.923000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.121395 30.503751)"
"RLLNS","ROLLINS ROAD PARK","5794 ROLLINS RD","ZACHARY","LOUISIANA","70791.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/RollinsRoad","10.459999999999999","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.157363 30.659091)"
"RLYRS","RAILEY ROSHTO PARK","11207 NORWAY PINE DR","GREENWELL SPRINGS","LOUISIANA","70739.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/RaileyRoshto","13.445000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.002268 30.553132)"
"RSVLT","ROOSEVELT STREET PARK","1011 W ROOSEVELT ST","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/RooseveltStreet","3.2999999999999998","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.190765 30.421514)"
"RTAST","RITA STREET PARK","2315 RITA ST","ZACHARY","LOUISIANA","70791.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/RitaStreet","12.910000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.18111 30.664318)"
"RULBF","RUE LEBOUEF PARK","11550 RUE LEBOUEF","BATON ROUGE","LOUISIANA","70810","Neighborhood","http://www.brec.org/index.cfm/park/RueLeBouef","6.3999999999999995","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.091251 30.369828)"
"RVRBN","RIVERBEND PARK","5800 RIVERBEND LAKES DR","BATON ROUGE","LOUISIANA","70820.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/Riverbend","15.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.202346 30.385852)"
"SAIAP","TICKIE SAIA MEMORIAL PARK","855 N DONMOOR AVE","BATON ROUGE","LOUISIANA","70806","Neighborhood","http://www.brec.org/index.cfm/park/Saia","3.7399999999999998","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.118605 30.457925)"
"SCTVL","SCOTLANDVILLE PARKWAY","3200 HARDING BLVD","BATON ROUGE","LOUISIANA","70807","Neighborhood","http://www.brec.org/index.cfm/park/ScotlandvilleParkway","109.8","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.158377 30.521289)"
"SDYCK","SANDY CREEK COMMUNITY PARK","21572 CARSON RD","GREENWELL SPRINGS","LOUISIANA","70739","Community","http://www.brec.org/index.cfm/park/SandyCreek","386.33000000000004","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-90.960714 30.668811)"
"SGRLD","SUGARLAND PARK","4700 SUGAR LAND DR","BATON ROUGE","LOUISIANA","70814","Neighborhood","https://www.brec.org/index.cfm/park/Sugarland","4.7459999999999996","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.040305 30.492404)"
"SHARP","SHARP ROAD PARK","501 SHARP RD","BATON ROUGE","LOUISIANA","70815.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/SharpRoad","12.118000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.07049 30.449757)"
"SHRLF","SOUTH HARRELL'S FERRY NATURE RESERVE","15750 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816.000000000000000","Conservation","http://www.brec.org/index.cfm/park/SouthHarrellsFerry","29.288999999999998","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.014543 30.426892)"
"SMDAG","SAMUEL D'AGOSTINO PARK","10300 EL SCOTT AVE","BATON ROUGE","LOUISIANA","70811.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/SamuelDAgostino","10.330000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.073456 30.500051)"
"SPAIN","SPAIN STREET PARK","2101 SPAIN ST","BATON ROUGE","LOUISIANA","70806.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/SpainStreet","0.750000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.166629 30.44489)"
"SPSTN","SPANISH TOWN PARK","1300 SPANISH TOWN RD","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/SpanishTown","2.0500000000000003","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","POINT (-91.176163 30.454976)"
"SPTAC","SPORTS ACADEMY","1002 LAUREL ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Special Facility","http://www.brec.org/index.cfm/park/SportsAcademy","1.000000000000000","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.179311 30.450637)"
"STHMG","SOUTH MAGNOLIA PARK","2409 S MAGNOLIA DR","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/SouthMagnolia","6.750000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.177414 30.576488)"
"STMPG","SANTA MARIA PARK","18460 SANTA MARIA PKWY","BATON ROUGE","LOUISIANA","70809","Neighborhood","http://www.brec.org/index.cfm/park/SantaMariaPark","170.90000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.009044 30.341042)"
"STMPG","SANTA MARIA PARK","18460 SANTA MARIA PKWY","BATON ROUGE","LOUISIANA","70809","Golf Course","http://www.brec.org/index.cfm/park/SantaMariaPark","170.90000000000001","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","NO","POINT (-91.009044 30.341042)"
"SVNTH","SEVENTH STREET PARK","639 N 7TH ST","BATON ROUGE","LOUISIANA","70802","Neighborhood","http://www.brec.org/index.cfm/park/SeventhStreet","0.29999999999999999","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.183575 30.453498)"
"TAMDR","TAMS DRIVE PARK","11600 TAMS DR","BATON ROUGE","LOUISIANA","70815.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/TamsDrive","6.000000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.054206 30.466668)"
"TDBHM","T. D. BICKHAM, JR. PARK","6850 PETTIT RD","BAKER","LOUISIANA","70714.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/TDBickham","205.250000000000000","NO","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.121058 30.579231)"
"TMSAM","THOMAS MAHER PARK","8200 OAK VIEW DR","BATON ROUGE","LOUISIANA","70814","Neighborhood","http://www.brec.org/index.cfm/park/ThomasMaher","5.4299999999999997","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.103941 30.484425)"
"TRRCE","TERRACE STREET PARK","701 TERRACE ST","BATON ROUGE","LOUISIANA","70802.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/TerraceStreet","0.496000000000000","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.183111 30.436234)"
"TRSTN","TRISTIAN NATURE RESERVE","5209 TRISTIAN AVE","BAKER","LOUISIANA","70714.000000000000000","Conservation","http://www.brec.org/index.cfm/park/TristianAvenue","10.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","POINT (-91.143545 30.599195)"
"TRYNT","THIRTY-NINTH STREET PARK","3451 39TH ST","ZACHARY","LOUISIANA","70791.000000000000000","Neighborhood","http://www.brec.org/index.cfm/park/ThirtyNinthStreet","12.000000000000000","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","POINT (-91.1657 30.638857)"
